N	2gram	Losev_Vlad	KulturaY
533	можно считать	3	3
534	и такие	2	3
535	раз и	4	3
536	больше всего	3	3
537	но даже	3	3
538	во многих	2	3
539	за собой	1	3
540	говорит что	4	3
541	убедиться в	1	3
542	к ним	1	3
543	настоящее время	2	3
544	наряду с	1	3
545	на него	3	3
546	который в	1	3
547	от них	1	3
548	на котором	2	3
549	мы скажем	1	3
550	бы то	2	3
551	по адресу	1	3
552	то для	2	3
553	он все	2	3
554	к жизни	2	3
555	в следующем	3	3
556	именно здесь	2	3
557	что его	8	3
558	одним из	3	3
559	также в	1	3
560	и вместе	1	3
561	в сторону	1	3
562	не нужно	1	3
563	под влиянием	6	3
564	в других	1	3
565	французском языке	3	3
566	так называемую	1	3
567	на нем	1	3
568	но зато	2	3
569	не приходится	1	3
570	который мы	1	3
571	даже не	3	3
572	а из	2	3
573	то ни	2	3
574	она была	2	3
575	не раз	5	3
576	значение и	1	3
577	целом и	1	3
578	только с	1	3
579	о его	7	3
580	которое мы	1	3
581	истории русской	1	3
582	мы будем	4	3
583	образом в	2	3
584	на место	1	3
585	что наша	1	3
586	во время	4	3
587	в него	1	3
588	меня и	3	3
589	та же	1	3
590	если в	1	3
591	и сейчас	2	3
592	и свое	2	3
593	что сам	3	3
594	их как	1	3
595	что нет	1	3
596	чем можно	1	3
597	что у	4	3
598	заключается не	1	3
599	и мы	6	3
600	в россии	7	3
601	если это	2	3
602	и действительно	3	3
603	то время	6	3
604	поэзии и	2	3
605	так называемая	1	3
606	том как	1	3
607	его и	2	3
608	какой мере	1	3
609	более чем	1	3
610	не знаю	2	3
611	мною из	1	3
612	и уже	1	3
613	с большой	1	3
614	не могло	2	3
615	значение для	2	3
616	тогда как	1	3
617	каждый из	1	3
618	знает что	1	3
619	мне не	1	3
620	что здесь	2	3
621	без всякого	2	3
622	заметить что	2	3
623	нет и	2	3
624	он в	4	3
625	ответа на	1	3
626	лучше всего	1	3
627	нам и	1	3
628	том же	4	3
629	это просто	1	3
630	в настоящее	2	3
631	с того	2	3
632	а что	3	3
633	именно к	2	3
634	в более	3	3
635	следовательно и	1	3
636	в первый	2	3
637	для него	16	3
638	не для	1	3
639	как у	3	3
640	из своих	1	3
641	все той	1	3
642	слова не	1	3
643	как именно	1	3
644	менее всего	2	3
645	в обычном	1	3
646	с той	1	3
647	этой цели	1	3
648	или даже	1	3
649	этого вопроса	1	3
650	и я	7	3
651	со своей	5	3
652	на минуту	1	3
653	на его	7	3
654	с первого	2	3
655	на них	1	3
656	этой книге	1	3
657	а как	1	3
658	не по	2	3
659	конце концов	6	3
660	но она	4	3
661	в начале	7	3
662	таких случаях	1	3
663	за ними	1	3
664	а скорее	1	3
665	с таким	1	3
666	этой же	1	3
667	с общим	1	3
668	таким же	1	3
669	на ту	2	3
670	иное как	2	3
671	в память	1	3
672	с которыми	2	2
673	во всем	4	2
674	от него	3	2
675	которая была	2	2
676	как поэзия	1	2
677	которые не	1	2
678	которая в	1	2
679	же нужно	2	2
680	дело с	2	2
681	любовь к	1	2
682	на вопросе	1	2
683	развития русской	2	2
684	в разных	1	2
685	самое важное	1	2
686	воспоминания о	1	2
687	связи и	1	2
688	писать на	1	2
689	очень плохо	2	2
690	одному из	1	2
691	но сам	1	2
692	и об	1	2
693	создавал свою	1	2
694	касается до	1	2
695	его от	2	2
696	в день	1	2
697	приходит к	1	2
698	по пути	1	2
699	время как	3	2
700	вот что	7	2
701	все из	1	2
702	в жизни	4	2
703	говорить разве	1	2
704	меня в	2	2
705	и творчества	1	2
706	правда в	3	2
707	только через	1	2
708	к толстым	1	2
709	почти все	1	2
710	у достоевского	2	2
711	известно что	2	2
712	сам же	1	2
713	ними и	2	2
714	слишком много	1	2
715	нами выше	1	2
716	было в	1	2
717	в основном	5	2
718	что однако	1	2
719	в действительности	1	2
720	что этот	4	2
721	по его	3	2
722	особенности же	1	2
723	бы из	1	2
724	но эти	1	2
725	хотя я	1	2
726	вот и	3	2
727	что вся	1	2
728	с такой	1	2
729	одной и	1	2
730	когда она	1	2
731	об отношении	1	2
732	из своего	3	2
733	из письма	3	2
734	но они	1	2
735	на пути	1	2
736	и когда	1	2
737	и вести	1	2
738	и те	1	2
739	любви к	2	2
740	видно что	5	2
741	было сказано	2	2
742	слов о	1	2
743	думал о	1	2
744	о тех	1	2
745	к числу	2	2
746	с этими	4	2
747	можно привести	1	2
748	в атмосфере	1	2
749	одна из	1	2
750	и н	4	2
751	а следовательно	1	2
752	понятие о	1	2
753	в пользу	1	2
754	книги в	1	2
755	важно что	1	2
756	некоторой степени	3	2
757	едва ли	3	2
758	целого ряда	1	2
759	действительно в	1	2
760	который будучи	1	2
761	на почве	1	2
762	поскольку за	1	2
763	то вопрос	1	2
764	действительно ли	1	2
765	что иное	2	2
766	вообще а	1	2
767	не видел	1	2
768	в состоянии	1	2
769	смысле в	1	2
770	то у	1	2
771	ни было	1	2
772	на этих	2	2
773	не соответствует	1	2
774	и нужно	2	2
775	и через	3	2
776	с другими	1	2
777	в некоторой	1	2
778	что между	1	2
779	и всякой	3	2
780	в несколько	1	2
781	связи со	2	2
782	ли ты	1	2
783	и хорошо	1	2
784	он говорит	2	2
785	речь шла	1	2
786	последнего в	1	2
787	себе не	2	2
788	место и	1	2
789	его жизни	12	2
790	письме к	14	2
791	в себя	1	2
792	что их	1	2
793	даже самые	1	2
794	с вопросом	2	2
795	не был	6	2
796	отрывки из	2	2
797	научной и	1	2
798	в русской	1	2
799	материалом для	1	2
800	наконец еще	1	2
801	того в	2	2
802	как следует	1	2
803	очень часто	2	2
804	с какой	2	2
805	в быту	1	2
806	уже к	1	2
807	не будет	1	2
808	к такой	1	2
809	своего времени	2	2
810	еще о	1	2
811	и тот	2	2
812	уже потому	1	2
813	тем и	1	2
814	большое значение	1	2
815	через которые	1	2
816	литературы и	2	2
817	в москве	13	2
818	он пишет	5	2
819	это же	1	2
820	ко времени	2	2
821	равно как	1	2
822	возможно что	1	2
823	слова из	1	2
824	общего с	1	2
825	его как	2	2
826	или о	2	2
827	полезно для	1	2
828	и др	1	2
829	когда они	1	2
830	часто и	2	2
831	от истории	1	2
832	что только	1	2
833	был в	5	2
834	чистый и	1	2
835	мы теперь	1	2
836	вся эта	3	2
837	но кроме	2	2
838	для которых	1	2
839	для чего	1	2
840	себе как	1	2
841	он стал	3	2
842	нет никаких	2	2
843	и ничего	1	2
844	потому чтобы	1	2
845	на жизнь	1	2
846	к такому	1	2
847	в защиту	2	2
848	и против	1	2
849	в очерке	1	2
850	он уже	7	2
851	он своей	1	2
852	как с	1	2
853	сказано в	1	2
854	вместе со	1	2
855	большую роль	1	2
856	принужден был	1	2
857	от нас	2	2
858	до некоторой	2	2
859	ему все	2	2
860	поэтому в	1	2
861	чтобы научиться	1	2
862	для них	2	2
863	первых порах	1	2
864	от другого	1	2
865	однако он	2	2
866	не могла	3	2
867	за это	2	2
868	я считаю	1	2
869	связанная с	1	2
870	за что	2	2
871	должен был	3	2
872	во что	1	2
873	с некоторыми	1	2
874	и одновременно	1	2
875	всегда в	1	2
876	в моем	1	2
877	статья в	1	2
878	легко и	1	2
879	с целью	1	2
880	он будет	2	2
881	только самая	1	2
882	против чего	1	2
883	уже совсем	1	2
884	есть нечто	2	2
885	с такими	1	2
886	это время	7	2
887	и так	3	2
888	и просто	3	2
889	никто не	1	2
890	первого же	3	2
891	которого не	1	2
892	мы сталкиваемся	1	2
893	ничего общего	1	2
894	также из	1	2
895	пушкина но	1	2
896	а ведь	1	2
897	слов которые	1	2
898	который и	1	2
899	своем месте	1	2
900	думать что	1	2
901	у нее	1	2
902	но тут	2	2
903	письмо от	1	2
904	раз из	2	2
905	еще на	3	2
906	о сближении	1	2
907	не хочу	1	2
908	это все	1	2
909	с а	13	2
910	и теперь	4	2
911	для нее	3	2
912	отношении к	2	2
913	у других	1	2
914	слова с	1	2
915	большей частью	1	2
916	и до	4	2
917	на первых	1	2
918	например на	1	2
919	в обществе	1	2
920	никаких оснований	1	2
921	самого же	1	2
922	н а	1	2
923	и той	1	2
924	на которые	1	2
925	и а	2	2
926	в точности	1	2
927	все в	1	2
928	начиная с	3	2
929	одной из	2	2
930	в глазах	1	2
931	много таких	1	2
932	то здесь	1	2
933	не стоит	1	2
934	увидим ниже	5	2
935	у них	2	2
936	и после	1	2
937	не из	2	2
938	мысли а	1	2
939	ответ на	2	2
940	можно себе	1	2
941	для большинства	1	2
942	нас нет	2	2
943	это был	5	2
944	исторической жизни	1	2
945	том числе	1	2
946	он и	8	2
947	в литературе	1	2
948	ее в	1	2
949	где он	5	2
950	здесь в	2	2
951	на которой	1	2
952	о пушкине	2	2
953	лицом к	1	2
954	а все	1	2
955	этом в	2	2
956	по этому	3	2
957	которые я	1	2
958	отказаться от	1	2
959	г и	1	2
960	дело в	7	2
961	отрицать что	1	2
962	слишком хорошо	1	2
963	вот это	1	2
964	чтобы быть	1	2
965	слова на	1	2
966	иной раз	8	2
967	другом месте	1	2
968	живой и	1	2
969	к своему	4	2
970	не столь	2	2
971	один и	2	2
972	это было	9	2
973	дать общую	1	2
974	не стал	3	2
975	не что	2	2
976	для которого	1	2
977	например такие	1	2
978	в одной	1	2
979	и вообще	12	2
980	разумеется что	1	2
981	которая как	2	2
982	и мысли	1	2
983	в эти	14	2
984	только к	3	2
985	за то	2	2
986	же из	1	2
987	же с	22	2
988	связанных с	1	2
989	же к	1	2
990	эти последние	4	2
991	в основных	1	2
992	в самых	2	2
993	поскольку они	1	2
994	языке в	2	2
995	ни один	1	2
996	в теории	2	2
997	быть и	1	2
998	к тем	1	2
999	а по	3	2
1000	есть и	1	2
1001	только у	1	2
1002	и всякая	2	2
1003	которой мы	3	2
1004	и часто	3	2
1005	собственно говоря	4	2
1006	быть также	2	2
1007	в большой	1	2
1008	во многом	3	2
1009	который как	1	2
1010	указывает на	2	2
1011	даже для	1	2
1012	это можно	3	2
1013	а может	1	2
1014	жизни и	8	2
1015	и прежде	1	2
1016	свидетельствуют о	4	2
1017	в период	6	2
1018	все более	1	2
1019	ведь и	1	2
1020	именно это	1	2
1021	мы сказали	2	2
1022	ради которого	1	2
1023	дело здесь	1	2
1024	не понял	2	2
1025	в известной	1	2
1026	можно только	1	2
1027	образования в	1	1
1028	основная линия	1	1
1029	говорю о	1	1
1030	упомянуть еще	2	1
1031	и учение	1	1
1032	был и	3	1
1033	немного и	1	1
1034	философии и	14	1
1035	было ему	2	1
1036	сторона дела	1	1
1037	воспитания у	1	1
1038	писателя и	1	1
1039	человеческой жизни	1	1
1040	народа и	2	1
1041	первые годы	1	1
1042	выводу что	1	1
1043	в последнее	2	1
1044	в ноябре	4	1
1045	с двух	1	1
1046	самого себя	1	1
1047	за исключением	1	1
1048	всей жизни	4	1
1049	например он	1	1
1050	многие его	1	1
1051	что два	1	1
1052	академии наук	1	1
1053	эта идея	1	1
1054	мог понять	1	1
1055	время его	1	1
1056	помочь ему	1	1
1057	она уже	1	1
1058	ни стало	1	1
1059	это объяснение	1	1
1060	но тем	1	1
1061	говорит о	1	1
1062	типа с	1	1
1063	вышла в	3	1
1064	общения с	1	1
1065	иначе но	2	1
1066	в последние	3	1
1067	всем и	1	1
1068	занятиях в	1	1
1069	например с	2	1
1070	и своеобразным	1	1
1071	ты не	1	1
1072	шла о	1	1
1073	которое является	1	1
1074	собой разумеется	2	1
1075	была эпоха	1	1
1076	с немецкими	1	1
1077	могут к	1	1
1078	по сообщению	1	1
1079	чтобы на	1	1
1080	и которые	1	1
1081	однако при	1	1
1082	характере этого	1	1
1083	связь с	1	1
1084	минуту не	1	1
1085	дошедшим до	1	1
1086	бы обратить	2	1
1087	и сам	7	1
1088	лет в	1	1
1089	и опять	1	1
1090	философия и	1	1
1091	на свою	3	1
1092	одно письмо	1	1
1093	в некотором	1	1
1094	за ним	1	1
1095	которых ему	1	1
1096	весь этот	2	1
1097	что весь	1	1
1098	при новом	1	1
1099	невозможно найти	1	1
1100	тут уже	1	1
1101	говорят о	1	1
1102	порядка и	1	1
1103	к другим	1	1
1104	общих и	1	1
1105	если он	1	1
1106	отношением к	2	1
1107	вот с	2	1
1108	д н	3	1
1109	из этой	1	1
1110	я от	1	1
1111	т i	7	1
1112	самого и	1	1
1113	равно не	1	1
1114	что по	1	1
1115	их в	3	1
1116	один от	1	1
1117	одновременно и	1	1
1118	грехах и	1	1
1119	нужно чтобы	1	1
1120	внимание к	1	1
1121	в природе	1	1
1122	и сделал	1	1
1123	мною в	1	1
1124	теперь не	1	1
1125	самым лучшим	1	1
1126	но у	1	1
1127	может дать	1	1
1128	прочим и	2	1
1129	фету я	1	1
1130	чувствовал себя	2	1
1131	его личной	1	1
1132	мир и	1	1
1133	выросло учение	1	1
1134	отца и	4	1
1135	в письме	16	1
1136	на первый	4	1
1137	гораздо больше	1	1
1138	относиться к	2	1
1139	даже с	1	1
1140	философии где	1	1
1141	он постепенно	1	1
1142	тех времен	1	1
1143	не прав	1	1
1144	г в	3	1
1145	также было	2	1
1146	в среду	1	1
1147	своем учении	1	1
1148	этими материалами	1	1
1149	потребовало бы	1	1
1150	его структуре	1	1
1151	котором можно	1	1
1152	которые мы	1	1
1153	считая что	1	1
1154	сказал я	1	1
1155	знакомство с	1	1
1156	жизни когда	1	1
1157	письмо вл	3	1
1158	тех слов	1	1
1159	выше мы	3	1
1160	которой он	7	1
1161	их отношений	1	1
1162	некоторого рода	2	1
1163	раз не	1	1
1164	не имею	1	1
1165	д в	1	1
1166	но во	2	1
1167	бы даже	1	1
1168	искусства и	1	1
1169	п с	1	1
1170	и своим	2	1
1171	не различает	1	1
1172	переводе на	1	1
1173	времени в	2	1
1174	в этот	5	1
1175	к своей	2	1
1176	а пока	1	1
1177	одному тому	1	1
1178	слишком уж	1	1
1179	некотором отношении	1	1
1180	между двумя	1	1
1181	были и	1	1
1182	а когда	1	1
1183	жизни по	2	1
1184	мы все	1	1
1185	представлением о	1	1
1186	только на	3	1
1187	здесь та	1	1
1188	которое принадлежит	1	1
1189	становится для	1	1
1190	о самой	1	1
1191	его по	1	1
1192	но мне	1	1
1193	то как	2	1
1194	уже есть	1	1
1195	п д	11	1
1196	имеют для	2	1
1197	является как	2	1
1198	то его	2	1
1199	перед ним	1	1
1200	не читал	1	1
1201	году но	3	1
1202	но этот	3	1
1203	заметок и	1	1
1204	который нам	1	1
1205	характеристики и	3	1
1206	близость к	1	1
1207	пока еще	2	1
1208	у себя	1	1
1209	вернуться к	1	1
1210	к великому	1	1
1211	русская мысль	2	1
1212	нас на	1	1
1213	него не	4	1
1214	и притом	5	1
1215	когда человек	1	1
1216	человек без	1	1
1217	и вместо	1	1
1218	несколько месяцев	2	1
1219	ниже а	1	1
1220	нее в	2	1
1221	форме не	2	1
1222	только во	1	1
1223	внешней манерой	1	1
1224	здесь значение	1	1
1225	философию и	1	1
1226	во всей	1	1
1227	как результат	1	1
1228	из трех	3	1
1229	несколько фактов	1	1
1230	году и	2	1
1231	к вопросам	1	1
1232	здесь мне	1	1
1233	он сам	3	1
1234	до какой	1	1
1235	с темой	1	1
1236	каким был	1	1
1237	к этим	1	1
1238	стороны а	1	1
1239	и вышла	1	1
1240	через несколько	3	1
1241	даны нам	1	1
1242	в обращении	1	1
1243	этом же	2	1
1244	кладбища и	1	1
1245	главный тезис	1	1
1246	затем в	1	1
1247	то о	2	1
1248	себя в	6	1
1249	этих последних	1	1
1250	характерно что	1	1
1251	о первой	1	1
1252	эта работа	1	1
1253	о ней	1	1
1254	от которой	1	1
1255	надо бы	2	1
1256	а кроме	1	1
1257	зафиксировано в	1	1
1258	все мы	1	1
1259	приступить к	1	1
1260	очень многое	1	1
1261	и историк	1	1
1262	такой степени	1	1
1263	в строгой	1	1
1264	принципе как	1	1
1265	и всецело	1	1
1266	которой я	1	1
1267	во всех	4	1
1268	влияние на	1	1
1269	следует отметить	1	1
1270	вам в	1	1
1271	собой и	1	1
1272	и понятно	1	1
1273	свои прежние	1	1
1274	нами не	1	1
1275	отец и	1	1
1276	плохо в	1	1
1277	в нынешнем	1	1
1278	труд в	1	1
1279	а наоборот	1	1
1280	от его	1	1
1281	каким оно	1	1
1282	в частном	1	1
1283	это будет	1	1
1284	прав но	1	1
1285	работой в	1	1
1286	такого рода	4	1
1287	он к	1	1
1288	был правда	1	1
1289	она в	1	1
1290	факт как	1	1
1291	притом не	1	1
1292	первый раз	1	1
1293	к жене	1	1
1294	мало и	1	1
1295	сравнить с	1	1
1296	с ростом	1	1
1297	на нас	1	1
1298	и самым	1	1
1299	нужно просто	1	1
1300	прочим следующее	1	1
1301	по мнению	1	1
1302	в печать	1	1
1303	после этого	2	1
1304	земле в	1	1
1305	чем у	2	1
1306	что несмотря	1	1
1307	и пушкина	1	1
1308	говорить а	1	1
1309	с греческим	1	1
1310	будем говорить	2	1
1311	для своего	2	1
1312	просвещения и	1	1
1313	я очень	2	1
1314	содержание этого	1	1
1315	в гимназии	2	1
1316	раньше в	1	1
1317	есть еще	1	1
1318	не лишена	1	1
1319	вл соловьева	278	1
1320	что вы	2	1
1321	ли и	1	1
