N	2gram	Tiupa_Narr	Analitik
137	текста и	3	10
138	отношения к	1	10
139	перед лицом	1	10
140	здесь не	4	10
141	со своей	3	10
142	особенно в	3	10
143	того или	3	10
144	и самого	3	10
145	один из	8	10
146	на себя	5	10
147	говорит о	3	9
148	не столько	2	9
149	в результате	4	9
150	другой стороны	2	9
151	на фоне	2	9
152	и того	5	9
153	одной стороны	5	9
154	свою очередь	2	9
155	в своем	7	9
156	по поводу	3	9
157	крайней мере	1	9
158	таким образом	5	9
159	во всех	2	9
160	в русской	3	9
161	за пределы	1	9
162	или иного	3	9
163	только не	2	9
164	имеет место	4	9
165	значении этого	1	9
166	вместе с	3	9
167	по крайней	1	9
168	автора и	2	9
169	вступает в	2	9
170	присутствия в	3	9
171	тому как	4	9
172	того что	7	9
173	что касается	3	9
174	личности в	2	9
175	организации текста	1	9
176	дело с	4	8
177	о чем	6	8
178	роль в	4	8
179	воспринимающего сознания	1	8
180	не всегда	4	8
181	между двумя	6	8
182	одной из	2	8
183	в контексте	1	8
184	уже говорилось	2	8
185	коммуникативное событие	6	8
186	в сторону	1	8
187	как известно	3	8
188	о его	3	8
189	с ним	6	8
190	нашего времени	1	8
191	если бы	9	8
192	и все	7	8
193	что он	7	8
194	перед нами	9	8
195	не является	7	8
196	в основе	1	8
197	с точки	2	8
198	хотя и	8	8
199	этом отношении	5	8
200	человеческого я	6	8
201	времени и	9	8
202	дело не	3	8
203	он и	2	8
204	одного из	6	8
205	в ходе	4	8
206	в финале	3	7
207	в году	2	7
208	восходящая к	1	7
209	во всяком	2	7
210	текста но	1	7
211	в противоположность	1	7
212	в другом	5	7
213	времени в	3	7
214	в одном	5	7
215	как мы	3	7
216	в нашем	4	7
217	кадров внутреннего	1	7
218	который в	2	7
219	одна из	5	7
220	от себя	1	7
221	не мог	7	7
222	по природе	1	7
223	по преимуществу	1	7
224	внимание на	7	7
225	несмотря на	1	7
226	в ее	4	7
227	у него	13	7
228	в таком	4	7
229	жизненной позиции	2	7
230	как говорит	1	7
231	героя и	4	7
232	картины мира	3	7
233	природе своей	1	7
234	и тем	9	7
235	в свое	1	7
236	и является	2	7
237	приводит к	2	7
238	собственно говоря	3	7
239	реальности в	1	7
240	в глазах	7	7
241	в соответствии	8	7
242	всяком случае	2	7
243	и для	4	7
244	жизни но	3	7
245	в литературе	8	7
246	все это	1	7
247	со своим	2	7
248	таком случае	1	7
249	однако не	2	7
250	в новом	1	7
251	субъекта и	2	7
252	или иначе	2	7
253	во времени	9	7
254	и т.д	7	7
255	место в	3	7
256	что иное	1	7
257	являет собой	5	7
258	как будто	4	7
259	вплоть до	5	7
260	иное как	1	7
261	во всем	1	6
262	для всех	1	6
263	русской литературе	1	6
264	так или	1	6
265	или в	7	6
266	художественное произведение	1	6
267	казалось бы	2	6
268	при всей	5	6
269	одного и	2	6
270	восходит к	2	6
271	хотя бы	4	6
272	превращается в	2	6
273	с другим	2	6
274	вовсе не	2	6
275	из них	4	6
276	ключ к	2	6
277	то в	4	6
278	тем не	7	6
279	не знает	2	6
280	что не	2	6
281	однако при	1	6
282	вопроса о	1	6
283	о себе	2	6
284	текста а	1	6
285	не будет	2	6
286	могла бы	1	6
287	его как	2	6
288	в силу	5	6
289	в нем	9	6
290	он был	1	6
291	если в	2	6
292	на этом	1	6
293	из которых	1	6
294	из того	1	6
295	не более	1	6
296	самим собой	3	6
297	вследствие этого	1	6
298	и более	2	6
299	и состоит	6	6
300	из этих	6	6
301	соответствии с	7	6
302	в сознании	6	6
303	более чем	2	6
304	и то	3	6
305	ответ на	6	6
306	художественного высказывания	2	6
307	присутствия я	2	6
308	уже в	1	6
309	читателя в	4	6
310	в равной	3	6
311	есть в	1	6
312	ли не	3	6
313	по его	3	6
314	должен быть	1	6
315	его в	1	6
316	тем более	2	6
317	мере в	1	6
318	полной мере	1	6
319	в полной	1	6
320	же в	6	6
321	и читателя	1	6
322	очевидным образом	2	6
323	текста с	1	6
324	что на	4	6
325	все что	4	5
326	которая в	2	5
327	без исключения	1	5
328	по выражению	1	5
329	не как	1	5
330	в состав	5	5
331	в этих	3	5
332	по пути	1	5
333	в первом	4	5
334	мысль о	1	5
335	тем что	1	5
336	в один	1	5
337	ведет к	3	5
338	или ином	1	5
339	речь идет	3	5
340	исходя из	4	5
341	в противовес	3	5
342	в котором	3	5
343	входит в	2	5
344	для того	4	5
345	для себя	3	5
346	в слове	4	5
347	встречи с	4	5
348	может служить	5	5
349	к этому	2	5
350	в организации	2	5
351	и он	8	5
352	с другими	1	5
353	иного рода	2	5
354	к жизни	3	5
355	ни в	1	5
356	не о	2	5
357	будто бы	2	5
358	я не	5	5
359	и до	1	5
360	того и	1	5
361	но как	3	5
362	а с	2	5
363	так что	1	5
364	главного героя	5	5
365	личность в	1	5
366	и по	3	5
367	и потому	2	5
368	с ее	3	5
369	в культуре	3	5
370	в особенности	2	5
371	во втором	6	5
372	как сам	1	5
373	и здесь	3	5
374	том или	1	5
375	говорит и	1	5
376	и пространстве	6	5
377	не могут	1	5
378	самом деле	4	5
379	с таким	1	5
380	в романе	3	5
381	и адресата	2	5
382	и соответственно	1	5
383	как о	2	5
384	к его	5	5
385	жизни в	7	5
386	да и	5	5
387	в итоге	4	5
388	еще и	1	5
389	совершенно не	1	5
390	что мы	2	5
391	в роли	2	5
392	каждый из	3	5
393	за пределами	3	5
394	в аспекте	3	5
395	текста как	2	5
396	тот же	1	5
397	и смерти	1	5
398	принадлежит к	1	5
399	мы не	5	5
400	о смерти	2	5
401	с той	2	5
402	это всегда	1	5
403	в общем	1	5
404	все эти	3	5
405	одно из	2	5
406	в поле	3	5
407	одну из	1	5
408	в искусстве	1	5
409	нового времени	2	5
410	высказывания в	3	5
411	еще в	4	5
412	художественный текст	1	5
413	и особенно	1	5
414	мира в	4	5
415	однако и	5	4
416	строго говоря	2	4
417	его от	1	4
418	о своем	2	4
419	к тексту	1	4
420	связь с	1	4
421	в своих	2	4
422	ключевая роль	1	4
423	по мысли	8	4
424	большей или	2	4
425	отличается от	1	4
426	так в	4	4
427	с этим	1	4
428	обращает на	3	4
429	во внешнем	1	4
430	в действительности	2	4
431	не должен	1	4
432	нашем случае	1	4
433	только на	4	4
434	значительной степени	1	4
435	композиционная форма	1	4
436	не становится	1	4
437	самом начале	1	4
438	сказать что	5	4
439	жизни как	2	4
440	известной степени	1	4
441	на него	4	4
442	еще одна	1	4
443	что она	3	4
444	не все	2	4
445	к нему	5	4
446	и представляет	2	4
447	ни было	1	4
448	в ситуации	2	4
449	не было	3	4
450	в которой	2	4
451	одним из	2	4
452	можно читать	1	4
453	лишь на	1	4
454	между ними	3	4
455	в двух	2	4
456	в чем	3	4
457	встрече с	4	4
458	бы в	2	4
459	могли бы	1	4
460	не сводится	8	4
461	повествователя рассказчика	1	4
462	мы уже	1	4
463	то ни	1	4
464	в ответ	4	4
465	себя внимание	3	4
466	это по	1	4
467	и что	1	4
468	этом смысле	1	4
469	равной степени	3	4
470	или меньшей	1	4
471	одного сознания	2	4
472	известном смысле	4	4
473	силу своей	1	4
474	и от	3	4
475	и есть	1	4
476	его к	1	4
477	а как	2	4
478	чем и	2	4
479	в составе	2	4
480	кто говорит	2	4
481	была бы	1	4
482	представляют собой	5	4
483	различного рода	3	4
484	как он	3	4
485	в отношении	1	4
486	однако что	1	4
487	о своей	3	4
488	а именно	2	4
489	с ними	5	4
490	самого рассказывания	4	4
491	бы не	1	4
492	который не	2	4
493	в известном	4	4
494	и т	3	4
495	что позволяет	1	4
496	говоря и	2	4
497	это и	2	4
498	его и	2	4
499	участников коммуникативного	1	4
500	потому что	7	4
501	того чтобы	7	4
502	и тогда	2	4
503	но о	1	4
504	вслед за	4	4
505	с текстом	1	4
506	на две	2	4
507	до известной	1	4
508	здесь и	1	4
509	но это	2	4
510	обратиться к	2	4
511	как к	3	4
512	все они	1	4
513	о нем	5	4
514	ему в	2	4
515	так у	2	4
516	свидетельствует о	4	4
517	как у	6	4
518	аналогичным образом	1	4
519	от которого	3	4
520	при встрече	3	4
521	ее в	1	4
522	в полном	1	4
523	как единого	1	4
524	в присутствии	2	4
525	персонажа в	1	4
526	указывает на	1	4
527	нас к	1	4
528	не предполагает	1	4
529	или даже	3	4
530	по своему	3	4
531	об этом	8	4
532	и другого	1	4
533	жизнь и	1	4
534	человека в	2	4
535	но при	5	4
536	его не	1	4
537	в акте	1	4
538	в значительной	1	4
539	свою жизнь	2	4
540	наконец в	1	4
541	и ее	3	4
542	основе своей	1	4
543	отношение к	2	4
544	и о	4	4
545	в области	4	4
546	сознания в	3	4
547	или точнее	1	4
548	дело здесь	1	4
549	текста на	1	4
550	или напротив	3	4
551	более того	1	4
552	и составляет	2	3
553	в центре	4	3
554	человеческой жизни	3	3
555	с героем	1	3
556	рассказ о	1	3
557	к этой	1	3
558	с этой	3	3
559	случае не	1	3
560	эстетический субъект	1	3
561	тем как	1	3
562	какой бы	1	3
563	сам автор	1	3
564	одному из	1	3
565	в виду	2	3
566	быть может	1	3
567	этой реальности	1	3
568	я героя	1	3
569	и с	3	3
570	в речи	5	3
571	в жизни	9	3
572	с тем	1	3
573	и внутренне	1	3
574	встреча с	1	3
575	в лирике	1	3
576	в момент	1	3
577	в такой	1	3
578	с позиций	1	3
579	при условии	1	3
580	повествования и	4	3
581	вопрос о	1	3
582	раз и	2	3
583	соответствии со	1	3
584	таков что	1	3
585	ничто не	1	3
586	адресата и	1	3
587	на самом	1	3
588	это было	3	3
589	уже было	1	3
590	этой связи	1	3
591	втором случае	1	3
592	всех без	1	3
593	то его	1	3
594	дистанция между	2	3
595	обратим внимание	2	3
596	пока еще	4	3
597	как на	2	3
598	автор как	1	3
599	что все	1	3
600	в зависимости	3	3
601	приобщения к	1	3
602	в противном	1	3
603	и внешней	1	3
604	тут же	1	3
605	классического реализма	4	3
606	на котором	1	3
607	к ее	3	3
608	гораздо более	1	3
609	о личности	2	3
610	бы то	1	3
611	художественного письма	4	3
612	что у	6	3
613	первом случае	3	3
614	должно быть	1	3
615	от первого	4	3
616	а далее	1	3
617	я как	1	3
618	единого художественного	2	3
619	связи с	3	3
620	всякий раз	2	3
621	не говорит	4	3
622	место лишь	1	3
623	очевидно что	1	3
624	в связи	3	3
625	роль принадлежит	2	3
626	человек в	3	3
627	так сказать	4	3
628	между собой	3	3
629	он сам	4	3
630	а для	4	3
631	войне и	2	3
632	повествователя в	1	3
633	человеческого бытия	2	3
634	в тарасе	1	3
635	в рассказе	10	3
636	речи и	1	3
637	легко можно	1	3
638	в тех	1	3
639	и тот	1	3
640	в речевом	1	3
641	выступают не	1	3
642	следует признать	2	3
643	произведение не	1	3
644	а тем	1	3
645	выше уже	1	3
646	теми же	1	3
647	этой причине	1	3
648	бы ни	1	3
649	слова как	1	3
650	в точке	2	3
651	во время	2	3
652	случае это	1	3
653	означает что	1	3
654	в одну	1	3
655	на жизнь	1	3
656	один голос	2	3
657	например в	2	3
658	что они	1	3
659	содержит в	1	3
660	в наиболее	2	3
661	никак не	5	3
662	поэтому в	1	3
663	себе не	1	3
664	можно было	2	3
665	оно не	4	3
666	читателя и	1	3
667	не случайна	1	3
668	сами по	2	3
669	если не	4	3
670	способ существования	1	3
671	до этого	1	3
672	ни о	3	3
673	претендует на	1	3
674	в творческом	1	3
675	никто не	1	3
676	установкой на	2	3
677	ли он	2	3
678	здесь выступает	1	3
679	о котором	4	3
680	зависимости от	3	3
681	во сне	4	3
682	только одно	1	3
683	языка и	1	3
684	своей собственной	2	3
685	тех же	1	3
686	самого коммуникативного	1	3
687	к смыслу	1	3
688	быть не	3	3
689	из его	1	3
690	поскольку он	1	3
691	для нее	2	3
692	результате чего	1	3
693	коммуникативной ситуации	2	3
694	художественной литературы	1	3
695	тарасе бульбе	1	3
696	в обоих	4	3
697	и наоборот	1	3
698	искусства слова	1	3
699	образом не	1	3
700	для читателя	1	3
701	т п	2	3
702	из наиболее	6	3
703	героя в	6	3
704	впервые в	1	3
705	она может	2	3
706	анализа в	1	3
707	мог бы	1	3
708	утрачивает свою	2	3
709	к миру	2	3
710	на этот	2	3
711	действующего лица	1	3
712	его можно	1	3
713	смерть и	1	3
714	на языке	1	3
715	так как	1	3
716	они не	3	3
717	том числе	1	3
718	возникает в	1	3
719	данного дискурса	1	3
720	на роль	2	3
721	же мере	1	3
722	личности как	2	3
723	себя самого	1	3
724	где он	1	3
725	указание на	1	3
726	смысла жизни	1	3
727	дело в	2	3
728	о ее	1	3
729	когда же	2	3
730	но с	1	3
731	из барышни-крестьянки	1	3
732	в войне	2	3
733	а о	2	3
734	сам по	1	3
735	не от	1	3
736	а то	2	3
737	о жизни	2	3
738	и без	1	3
739	в какой	2	3
740	при таком	1	3
741	противном случае	1	3
742	мира и	2	3
743	к своему	2	3
744	и я	1	3
745	один и	2	3
746	оказаться и	1	3
747	этих двух	2	3
748	не говоря	1	3
749	может иметь	1	3
750	только к	3	3
751	второй и	1	3
752	она не	2	3
753	также и	4	3
754	в ней	5	3
755	но он	2	3
756	мы узнаем	2	3
757	мы должны	1	3
758	по бахтину	1	3
759	принципе не	1	3
760	говоря о	2	3
761	к полюсу	1	3
762	текста именно	1	3
763	этих случаях	1	3
764	по этой	1	3
765	идет о	3	3
766	и б	1	3
767	рассказчика хроникера	1	3
768	же самое	3	3
769	говорилось выше	3	3
770	собой лишь	1	3
771	текстуальной данности	1	3
772	когда он	1	3
773	может показаться	1	3
774	слова в	4	3
775	это означает	2	3
776	жизни и	7	3
777	личности к	1	3
778	ролевая граница	1	3
779	на то	4	3
780	ведь и	1	3
781	однако все	1	3
782	для этого	1	3
783	другого сознания	4	3
784	и наконец	2	3
785	из уст	2	3
786	не к	4	3
787	субъекта в	1	2
788	является в	1	2
789	было показано	1	2
790	житейской истории	1	2
791	система ценностей	1	2
792	модус существования	1	2
793	еще раз	3	2
794	и мира	4	2
795	я уже	2	2
796	принимает на	1	2
797	за исключением	1	2
798	случае мы	1	2
799	еще более	1	2
800	тому что	4	2
801	и взаимодействие	1	2
802	тем или	2	2
803	мировой жизни	1	2
804	дискурса как	2	2
805	лиминальной фазой	1	2
806	по обыкновению	2	2
807	не являются	2	2
808	или иному	1	2
809	читателя к	1	2
810	с машей	1	2
811	этого момента	1	2
812	с появлением	2	2
813	из многочисленных	1	2
814	среди других	1	2
815	разговора с	1	2
816	как было	1	2
817	мыслится как	2	2
818	встречается в	1	2
819	более или	2	2
820	состав такого	1	2
821	обращением к	1	2
822	от текста	1	2
823	дискурсии в	1	2
824	мы и	2	2
825	тому или	1	2
826	от всего	1	2
827	бытия личности	1	2
828	к другим	1	2
829	читателем в	1	2
830	единого высказывания	1	2
831	их в	4	2
832	обоих случаях	1	2
833	на эту	1	2
834	в нарративном	3	2
835	внимание к	2	2
836	не вполне	3	2
837	текста здесь	1	2
838	другое дело	1	2
839	концентрирует внимание	1	2
840	и слово	1	2
841	этой стороны	1	2
842	не оказывается	2	2
843	но мы	1	2
844	так например	1	2
845	на первый	1	2
846	следует подчеркнуть	3	2
847	иной личности	1	2
848	в речь	1	2
849	рассуждение о	1	2
850	речь самого	3	2
851	и дело	2	2
852	а лишь	1	2
853	было не	1	2
854	центрального героя	2	2
855	для автора	2	2
856	что этот	1	2
857	восприятия в	1	2
858	однако его	1	2
859	своей природе	1	2
860	у читателя	1	2
861	собой один	1	2
862	текста так	2	2
863	и иных	3	2
864	события как	1	2
865	и неизбежно	1	2
866	отрыве от	1	2
867	и смерть	2	2
868	собственного текста	1	2
869	во многих	1	2
870	и действия	2	2
871	узнаем о	1	2
872	смерти и	1	2
873	но они	4	2
874	не обязательно	3	2
875	так же	2	2
876	в карты	1	2
877	в глаза	1	2
878	от лица	1	2
879	его собственной	1	2
880	к ним	2	2
881	некоторого я	1	2
882	словно бы	1	2
883	тем кто	1	2
884	в споре	1	2
885	быть в	2	2
886	к которому	1	2
887	сих пор	3	2
888	в стране	1	2
889	жизни не	1	2
890	толстого или	2	2
891	что именно	2	2
892	других персонажей	1	2
893	в финальной	1	2
894	друг с	1	2
895	в системе	1	2
896	она есть	1	2
897	не просто	2	2
898	они могут	2	2
899	чем это	2	2
900	на втором	1	2
901	связей в	1	2
902	или иным	2	2
903	внутренней жизни	1	2
904	в чужой	2	2
905	ближе к	1	2
906	качестве некоторого	1	2
907	ее и	1	2
908	той мере	1	2
909	на протяжении	12	2
910	возвращение к	1	2
911	от его	2	2
912	собой в	1	2
913	стране мертвых	1	2
914	эту минуту	1	2
915	к себе	11	2
916	о событии	2	2
917	получает в	1	2
918	что при	1	2
919	далеко за	1	2
920	этом втором	1	2
921	событие самого	2	2
922	бытия и	1	2
923	картине мира	1	2
924	о ком	1	2
925	не удается	1	2
926	мы можем	2	2
927	в уста	1	2
928	что между	1	2
929	объект и	1	2
930	то она	1	2
931	сознания к	1	2
932	отношения между	1	2
933	или не	5	2
934	автором в	1	2
935	которая состоит	3	2
936	к чему	3	2
937	высказывания как	1	2
938	удачному выражению	1	2
939	легкой руки	1	2
940	противоречие с	1	2
941	с одним	1	2
942	не остается	1	2
943	человек и	2	2
944	но ведь	1	2
945	такова что	3	2
946	следует понимать	1	2
947	после слов	1	2
948	деле в	1	2
949	побуждает его	1	2
950	в некий	1	2
951	а только	1	2
952	например как	1	2
953	смысловой значимости	1	2
954	могло бы	3	2
955	текст и	1	2
956	пребывания в	4	2
957	я был	1	2
958	на которую	1	2
959	я на	1	2
960	не имея	1	2
961	выступает в	2	2
962	лица и	2	2
963	сознания а	1	2
964	что даже	1	2
965	не означает	1	2
966	речи такова	1	2
967	данный момент	1	2
968	ни для	1	2
969	референтной событийности	1	2
970	он ничего	1	2
971	остается вне	1	2
972	не могу	2	2
973	зрения в	1	2
974	этой точки	1	2
975	определенным образом	1	2
976	не тот	1	2
977	с легкой	1	2
978	теперь уже	1	2
979	согласуется с	1	2
980	человека как	2	2
981	здесь мы	1	2
982	его внутренней	3	2
983	окружающими его	1	2
984	однако эта	1	2
985	но зато	4	2
986	о событиях	1	2
987	одно и	2	2
988	не приходится	1	2
989	и та	1	2
990	сущности говоря	1	2
991	не могла	2	2
992	в форме	7	2
993	подлинный автор	1	2
994	ли я	1	2
995	жизни оказывается	1	2
996	этот вопрос	1	2
997	коммуникативном событии	2	2
998	единиц текста	2	2
999	себя за	1	2
1000	оно и	1	2
1001	только с	2	2
1002	это делает	1	2
1003	обратимся к	1	2
1004	них не	1	2
1005	что может	2	2
1006	потока на	1	2
1007	мы будем	1	2
1008	ей не	1	2
1009	об этих	1	2
1010	начало и	3	2
1011	своего героя	1	2
1012	если они	1	2
1013	значимость и	2	2
1014	в данный	1	2
1015	в мировой	1	2
1016	события в	3	2
1017	приобщается к	1	2
1018	в заглавие	1	2
1019	слова до	1	2
1020	присутствия во	1	2
1021	до его	1	2
1022	в пространстве	3	2
1023	воззрений на	1	2
1024	судя по	1	2
1025	и гляди	1	2
1026	и сами	2	2
1027	любви и	1	2
1028	себе самом	2	2
1029	но одновременно	2	2
1030	до сих	3	2
1031	та же	2	2
1032	рассуждению бахтина	1	2
1033	в специальном	2	2
1034	анализа не	1	2
1035	в противоречие	1	2
1036	хх века	1	2
1037	что это	4	2
1038	ни единого	1	2
1039	по слову	3	2
1040	истории в	8	2
1041	в освоении	1	2
1042	о которой	3	2
1043	из существеннейших	1	2
1044	к читателю	2	2
1045	второй главы	2	2
1046	со всеми	3	2
1047	все его	4	2
1048	должен был	1	2
1049	по удачному	1	2
1050	с этого	1	2
1051	ему казалось	1	2
1052	целого но	1	2
1053	внутренняя заданность	1	2
1054	сознания однако	1	2
1055	обозначить как	1	2
1056	и рождается	1	2
1057	даже не	1	2
1058	значения и	2	2
1059	в процессе	2	2
1060	идентифицировать как	1	2
1061	евгения онегина	1	2
1062	личности а	1	2
1063	тексту в	1	2
1064	произведение в	1	2
1065	речь повествователя	2	2
1066	в кадры	3	2
1067	не имеет	3	2
1068	смерть в	1	2
1069	есть на	1	2
1070	может не	1	2
1071	автору и	1	2
1072	всей своей	1	2
1073	к другому	2	2
1074	слова о	1	2
1075	не сами	1	2
1076	дискурс в	2	2
1077	истории не	3	2
1078	в самостоятельный	1	2
1079	непрямого говорения	1	2
1080	пушкина как	1	2
1081	как говорилось	1	2
1082	в течение	1	2
1083	это только	1	2
1084	у меня	2	2
1085	поле зрения	1	2
1086	себя не	1	2
1087	личность по	2	2
1088	с позиции	4	2
1089	как если	2	2
1090	от других	1	2
1091	внимания на	1	2
1092	есть имя	1	2
1093	было и	2	2
1094	фрагмент текста	1	2
1095	повествования а	1	2
1096	автора в	2	2
1097	то у	3	2
1098	и стал	2	2
1099	не для	1	2
1100	рамках одного	1	2
1101	своей жизни	2	2
1102	тем же	3	2
1103	и служит	2	2
1104	отсутствует что	1	2
1105	начиная с	3	2
1106	произведения и	1	2
1107	с нею	2	2
1108	для всего	1	2
1109	лев толстой	2	2
1110	следует вести	2	2
1111	и текста	2	2
1112	он может	1	2
1113	с чужой	1	2
1114	достаточно напомнить	1	2
1115	появляется в	1	2
1116	другой личности	1	2
1117	поведение в	1	2
1118	мира не	1	2
1119	в самой	1	2
1120	который и	1	2
1121	сильно билось	1	2
1122	что автор	1	2
1123	первый взгляд	1	2
1124	принимают участие	1	2
1125	я так	1	2
1126	и авторской	1	2
1127	значение в	1	2
1128	мог быть	1	2
1129	не понимал	1	2
1130	только по	1	2
1131	условии что	1	2
1132	лиминальную пороговую	1	2
1133	зависит от	3	2
1134	и вот	2	2
1135	две недели	2	2
1136	в художественной	1	2
1137	он как	1	2
1138	входит лишь	1	2
1139	цепь событий	1	2
1140	композиционных форм	1	2
1141	и восприятия	1	2
1142	своего текста	1	2
1143	что с	2	2
1144	для нас	2	2
1145	поведения в	1	2
1146	одновременно и	1	2
1147	у нас	4	2
1148	чужих слов	1	2
1149	а все	1	2
1150	референтную компетенцию	1	2
1151	как нечто	1	2
1152	по словам	2	2
1153	диалог в	1	2
1154	все равно	2	2
1155	не принимает	1	2
1156	раз в	4	2
1157	в церковь	1	2
1158	хотя как	1	2
1159	что ни	1	2
1160	жизни это	2	2
1161	национального языка	2	2
1162	смешивать с	1	2
1163	зрения читателя	1	2
1164	осуществляется в	1	2
1165	это еще	1	2
1166	этом что	1	2
1167	правило не	2	2
1168	случаях когда	1	2
1169	соотносится с	1	2
1170	в молчание	2	2
1171	в следующем	2	2
1172	не столь	2	2
1173	сколь бы	1	2
1174	на всем	1	2
1175	дважды встречается	1	2
1176	вследствие этой	1	2
1177	с другом	1	2
1178	которой он	4	2
1179	или менее	2	2
1180	как формы	1	2
1181	а на	2	2
1182	всех прочих	1	2
1183	к одному	1	2
1184	будучи по	1	2
1185	как показывает	2	2
1186	там где	1	2
1187	качестве некоторой	1	2
1188	узнает о	1	2
1189	оно в	1	2
1190	героя к	2	2
1191	то и	3	2
1192	коммуникативной событийности	1	2
1193	церкви и	2	2
1194	следует смешивать	1	2
1195	не по	5	2
1196	бытия однако	1	2
1197	повествования в	6	2
1198	просто не	1	2
1199	с языком	2	2
1200	модальности не	1	2
1201	это была	3	2
1202	частности в	2	2
1203	ван дейк	1	2
1204	по сути	3	2
1205	время они	1	2
1206	стало быть	4	2
1207	в большинстве	1	2
1208	прежде чем	1	2
1209	полагал что	1	2
1210	в отрыве	1	2
1211	дискурса в	2	2
1212	в изложении	1	2
1213	единственный в	1	2
1214	и мире	2	2
1215	в литературном	2	2
1216	понимании не	1	2
1217	для обозначения	2	2
1218	тот кто	2	2
1219	не можем	2	2
1220	в чужом	1	2
1221	как внутренняя	1	2
1222	себе самому	5	2
1223	не гарантирует	1	2
1224	присутствия человеческого	2	2
1225	и только	2	2
1226	стороны повествователя	1	2
1227	событий и	1	2
1228	и слушающих	3	2
1229	в личности	1	2
1230	жизнью и	1	2
1231	и напротив	1	2
1232	в готовом	1	2
1233	наличии у	1	2
1234	и трудное	1	1
1235	что было	1	1
1236	читателя находится	1	1
1237	с которыми	1	1
1238	они являются	1	1
1239	кадр повествования	1	1
1240	поскольку не	2	1
1241	с помощью	2	1
1242	любая интерпретация	1	1
1243	до которого	1	1
1244	в единую	1	1
1245	системой ценностей	1	1
1246	к иной	1	1
1247	в душе	3	1
1248	способу постановки	1	1
1249	снята а	1	1
1250	со второй	1	1
1251	действующее лицо	2	1
1252	иной знаковой	1	1
1253	письма не	2	1
1254	различия в	1	1
1255	не выступает	1	1
1256	причастен к	1	1
1257	ко второй	1	1
1258	только что	4	1
1259	конфигурации фактов	1	1
1260	телесного замечания	1	1
1261	этот эпизод	1	1
1262	творчества в	1	1
1263	принципиально невместима	1	1
1264	слышит и	1	1
1265	целого не	1	1
1266	и читателем	1	1
1267	терминологией а	1	1
1268	письма и	1	1
1269	граница между	1	1
1270	что один	1	1
1271	от персонажа	1	1
1272	и конца	5	1
1273	адекватного восприятия	2	1
1274	речевыми характеристиками	1	1
1275	рассказе чехова	2	1
1276	искусства это	1	1
1277	самое следует	2	1
1278	литература xx	1	1
