N	2gram	Tiupa_Narr	Morfolog
158	и тогда	1	3
159	а во	3	3
160	состоит в	13	3
161	волшебной сказки	1	3
162	здесь не	4	3
163	с его	6	3
164	к нему	5	3
165	бы то	3	3
166	то в	6	3
167	первый взгляд	2	3
168	не происходит	1	3
169	они не	2	3
170	благодаря этому	1	3
171	того что	2	3
172	но как	2	3
173	у нас	1	3
174	это и	3	3
175	о герое	1	3
176	и есть	2	3
177	а на	1	3
178	как же	1	3
179	как таковое	1	3
180	а то	1	3
181	узнает о	1	3
182	к месту	1	3
183	в какой	2	3
184	даже не	3	3
185	это было	1	3
186	и у	1	3
187	героя и	4	3
188	как уже	1	3
189	то ни	3	3
190	совсем не	1	3
191	если бы	1	3
192	вопрос как	1	3
193	и тем	4	3
194	не в	14	3
195	а по	2	3
196	в начале	1	3
197	в пределах	2	3
198	в этой	5	3
199	к ней	1	3
200	приводит к	2	3
201	приводят к	1	3
202	мы будем	1	3
203	же в	4	3
204	все еще	1	3
205	волшебная сказка	1	3
206	и его	5	3
207	и по	1	3
208	и только	2	3
209	сказки как	1	3
210	в один	1	3
211	не так	1	2
212	от него	1	2
213	является в	1	2
214	если за	1	2
215	как таковой	1	2
216	сюжета от	2	2
217	с героем	1	2
218	должна быть	2	2
219	не с	3	2
220	и тот	2	2
221	не на	2	2
222	оно не	2	2
223	как они	1	2
224	более или	2	2
225	с этого	1	2
226	в россии	1	2
227	например в	2	2
228	их в	1	2
229	в которых	1	2
230	себя и	2	2
231	не имеет	2	2
232	когда в	1	2
233	роль в	2	2
234	во сне	1	2
235	к другому	2	2
236	не входит	1	2
237	у нее	2	2
238	его и	1	2
239	можно сказать	5	2
240	со смертью	2	2
241	в данном	5	2
242	к другой	2	2
243	в основе	5	2
244	и более	1	2
245	вытекает из	1	2
246	что этот	1	2
247	что мы	2	2
248	нельзя было	1	2
249	одной стороны	7	2
250	и иных	1	2
251	в другом	1	2
252	к себе	5	2
253	особое место	1	2
254	и больше	1	2
255	точно так	2	2
256	в различных	1	2
257	и когда	2	2
258	от других	1	2
259	не что	2	2
260	в совершенно	1	2
261	тогда как	12	2
262	в обоих	2	2
263	например на	1	2
264	второй раз	1	2
265	одной из	4	2
266	он может	1	2
267	который в	2	2
268	что именно	2	2
269	появляется в	1	2
270	себя в	5	2
271	для него	2	2
272	данная функция	1	2
273	в свое	1	2
274	ответ на	1	2
275	то они	2	2
276	ничем не	1	2
277	как такового	1	2
278	что иное	2	2
279	может не	3	2
280	данном случае	4	2
281	с одной	7	2
282	и за	1	2
283	ни было	3	2
284	этом отношении	3	2
285	для нас	1	2
286	с другими	1	2
287	иногда и	1	2
288	не знает	1	2
289	наших дней	1	2
290	одним из	2	2
291	это еще	1	2
292	за которым	1	2
293	случаях когда	1	2
294	герой в	1	2
295	у него	4	2
296	не от	2	2
297	по своему	1	2
298	героя из	2	2
299	в чем	1	2
300	или менее	2	2
301	нарушение запрета	2	2
302	могли бы	1	2
303	а с	3	2
304	идет по	2	2
305	героя к	3	2
306	и даже	3	2
307	она не	2	2
308	что ни	1	2
309	здесь только	1	2
310	не по	1	2
311	дело не	1	2
312	быть и	1	2
313	в частности	14	2
314	из этих	3	2
315	от отца	1	2
316	если например	1	2
317	как то	1	2
318	функции не	1	2
319	из его	1	2
320	хоть бы	1	2
321	однако в	2	2
322	до наших	1	2
323	как будто	3	2
324	в начальной	1	2
325	их на	1	2
326	сказать о	1	2
327	хотя они	1	2
328	иное как	2	2
329	во второй	2	2
330	в той	6	1
331	в особенности	4	1
332	однако и	1	1
333	и может	1	1
334	двух рядов	1	1
335	образом и	1	1
336	до сих	1	1
337	еще раз	1	1
338	всего в	1	1
339	отвечает на	1	1
340	действий героя	1	1
341	для передачи	1	1
342	и на	3	1
343	в рассказе	4	1
344	рассказ о	1	1
345	его из	1	1
346	того кому	1	1
347	выше но	1	1
348	на ее	1	1
349	совершенно очевидно	2	1
350	с такой	1	1
351	или иных	1	1
352	однако далеко	1	1
353	дело с	2	1
354	их поступки	1	1
355	при этом	9	1
356	даже в	2	1
357	ли его	1	1
358	братьев и	1	1
359	или а	1	1
360	формы в	1	1
361	не требует	1	1
362	те же	4	1
363	по-видимому не	1	1
364	будет сказано	1	1
365	одна за	1	1
366	не являются	2	1
367	одно из	2	1
368	к определению	1	1
369	не столько	4	1
370	персонажа и	2	1
371	и делает	1	1
372	полное забвение	1	1
373	также могут	1	1
374	анализа однако	1	1
375	это определение	1	1
376	со всеми	1	1
377	в них	1	1
378	как было	3	1
379	описанию ее	1	1
380	если не	4	1
381	этой точки	2	1
382	на свой	2	1
383	от одного	2	1
384	и с	4	1
385	из нее	1	1
386	данного понятия	2	1
387	частью в	1	1
388	небо и	1	1
389	и все	2	1
390	мысль о	1	1
391	оно есть	1	1
392	обращается к	1	1
393	именно в	6	1
394	принадлежат к	1	1
395	том или	2	1
396	затем следует	1	1
397	отношения к	2	1
398	литературных жанров	1	1
399	также не	1	1
400	действие может	1	1
401	там же	1	1
402	как не	1	1
403	с ними	1	1
404	сказка эта	1	1
405	а именно	3	1
406	это бывает	1	1
407	бы не	2	1
408	ключом к	1	1
409	о котором	1	1
410	есть то	1	1
411	в это	1	1
412	в следующей	1	1
413	всей своей	2	1
414	которая не	1	1
415	не смог	1	1
416	формах но	1	1
417	может содержать	1	1
418	не такое	1	1
419	совершенно не	2	1
420	собственно говоря	1	1
421	в котором	1	1
422	отказываться от	1	1
423	мы переходим	1	1
424	связаны между	1	1
425	совершенно особое	1	1
426	вспомним что	1	1
427	она могла	1	1
428	в свою	3	1
429	но во	1	1
430	это все	2	1
431	после смерти	2	1
432	между двумя	5	1
433	следует отличать	1	1
434	приходит к	2	1
435	тому или	1	1
436	не будет	3	1
437	и до	2	1
438	другому что	1	1
439	же время	4	1
440	идет об	1	1
441	при анализе	1	1
442	свою очередь	3	1
443	ними и	1	1
444	перед ним	1	1
445	она все	1	1
446	рассказа к	1	1
447	же самое	1	1
448	это разделение	1	1
449	и три	1	1
450	известной степени	1	1
451	этим создается	1	1
452	и там	1	1
453	от героя	2	1
454	отношение к	2	1
455	за другой	1	1
456	к двум	1	1
457	не как	2	1
458	она может	2	1
459	мог бы	3	1
460	для изучения	1	1
461	функция может	1	1
462	не свойственны	1	1
463	то она	2	1
464	сказано ниже	1	1
465	до известной	1	1
466	он сам	2	1
467	по происхождению	1	1
468	он живет	1	1
469	друг с	1	1
470	уже по	1	1
471	о чем	2	1
472	тот свет	1	1
473	только о	2	1
474	в ее	3	1
475	действия или	1	1
476	характерно что	1	1
477	тот же	1	1
478	не то	2	1
479	эту форму	1	1
480	в другое	1	1
481	полном объеме	1	1
482	может как	1	1
483	грань между	1	1
484	домой тогда	1	1
485	как к	2	1
486	дает нам	1	1
487	нему в	1	1
488	и то	1	1
489	постольку поскольку	2	1
490	в себе	8	1
491	но на	1	1
492	не произойти	1	1
493	ему в	2	1
494	не противоречит	1	1
495	думает о	1	1
496	во всей	2	1
497	указать на	1	1
498	итак в	1	1
499	в первый	1	1
500	в состоянии	1	1
501	в его	9	1
502	принимает форму	1	1
503	он как	1	1
504	первый раз	1	1
505	на что	1	1
506	внешний облик	1	1
507	царской дочери	1	1
508	как раз	2	1
509	это дает	1	1
510	о нем	4	1
511	что несмотря	1	1
512	он идет	2	1
513	и сама	1	1
514	и одна	1	1
515	где он	1	1
516	в полном	2	1
517	научного описания	1	1
518	нашу мысль	1	1
519	что каждый	1	1
520	же не	4	1
521	не приводят	1	1
522	силу и	1	1
523	стремится к	1	1
524	там и	1	1
525	слова а	1	1
526	таком случае	2	1
527	что все	1	1
528	и братьев	1	1
529	в их	1	1
530	в церковь	1	1
531	видит в	1	1
532	в рамках	12	1
533	ко второму	1	1
534	о возможности	1	1
535	как ни	2	1
536	или иной	5	1
537	от тех	1	1
538	рассказа как	1	1
539	героя с	2	1
540	и где	1	1
541	в виду	1	1
542	дело в	1	1
543	которое в	1	1
544	лишь постольку	1	1
545	что не	4	1
546	смысла но	2	1
547	о жизни	1	1
548	и всю	1	1
549	в таком	2	1
550	бы быть	3	1
551	нет возможности	1	1
552	между ними	2	1
553	есть в	2	1
554	но по	1	1
555	не есть	3	1
556	от одной	2	1
557	в мире	9	1
558	слова не	1	1
559	к концу	1	1
560	на одном	1	1
561	и со	1	1
562	и могут	1	1
563	с некоторой	1	1
564	по его	1	1
565	эпизод в	1	1
566	служит для	1	1
567	больше всего	1	1
568	лишь для	1	1
569	точек зрения	2	1
570	быть зафиксирована	1	1
571	с другом	1	1
572	хотя оно	1	1
573	вследствие чего	2	1
574	например как	2	1
575	и развития	1	1
576	церковь и	1	1
577	а он	1	1
578	они есть	1	1
579	чего в	1	1
580	сих пор	1	1
581	и вообще	1	1
582	как результат	1	1
583	той или	4	1
584	мать и	1	1
585	этих двух	1	1
586	в русской	1	1
587	они все	2	1
588	читателя в	2	1
589	здесь как	1	1
590	того или	2	1
591	о себе	1	1
592	может иметь	1	1
593	таким же	1	1
594	отличие от	5	1
595	данный момент	1	1
596	выполняет лишь	1	1
597	при отсутствии	1	1
598	может идти	1	1
599	от самого	1	1
600	на другой	2	1
601	одну из	2	1
602	а от	1	1
603	но всегда	1	1
604	но он	1	1
605	после ухода	1	1
606	обстоит дело	1	1
607	на другое	1	1
608	есть всегда	2	1
609	все основные	1	1
610	одним словом	1	1
611	что касается	2	1
612	о действиях	1	1
613	процессов и	1	1
614	но она	1	1
615	герой волшебной	1	1
616	и определяет	1	1
617	что данный	1	1
618	часто не	1	1
619	не дает	1	1
620	иметь в	1	1
621	в нашей	1	1
622	это то	1	1
623	они хотят	1	1
624	однако если	1	1
625	или иное	2	1
626	в самостоятельный	1	1
627	когда мы	2	1
628	быть не	1	1
629	эту функцию	1	1
630	и небо	1	1
631	в тексте	16	1
632	в плане	1	1
633	оно имеет	1	1
634	точку зрения	4	1
635	говорилось выше	1	1
636	или другому	1	1
637	бы он	1	1
638	этом и	1	1
639	материала в	1	1
640	ее а	1	1
641	теми же	1	1
642	ей не	2	1
643	в силу	4	1
644	здесь также	1	1
645	например о	1	1
646	в области	2	1
647	один и	1	1
648	тех или	1	1
649	не отвечает	1	1
650	является ли	1	1
651	надо было	1	1
652	может и	1	1
653	в него	1	1
654	одна ночь	1	1
655	с ее	3	1
656	простейший пример	1	1
657	персонажей для	1	1
658	и совершенно	1	1
659	текста на	3	1
660	и наконец	1	1
661	вплоть до	2	1
662	есть не	1	1
663	тысяча и	1	1
664	как возвращение	1	1
