N	3gram	Bakhtin_fo	slovoVRo
87	как мы видели	1	3
88	героя и его	1	3
89	выходит за пределы	1	3
90	типы и разновидности	2	3
91	в широком смысле	3	3
92	в романе не	2	3
93	романа у стерна	1	2
94	рано или поздно	1	2
95	это не значит	1	2
96	на фоне которого	2	2
97	которых мы говорили	1	2
98	зоне контакта с	1	2
99	лежит на границе	1	2
100	жизнь с ее	1	2
101	и наконец в	1	2
102	как бы ни	1	2
103	шута и дурака	6	2
104	в средние века	4	2
105	отличие его от	1	2
106	и даже на	1	2
107	здесь не только	1	2
108	о которых мы	1	2
109	с этой точки	1	2
110	то есть к	1	2
111	и во всех	3	2
112	этим и определяется	1	2
113	то есть для	1	2
114	то есть не	3	2
115	не могло найти	1	2
116	в самом образе	1	2
117	в рыцарском романе	4	2
118	сюда прежде всего	1	2
119	не для того	3	2
120	может иметь место	1	2
121	в последующем развитии	2	2
122	ничего нового не	1	2
123	в чем не	3	2
124	все же и	1	2
125	в особенности на	1	2
126	здесь как бы	1	2
127	значит конечно что	1	2
128	в нем не	3	2
129	до некоторой степени	1	2
130	не только на	1	2
131	и др и	1	2
132	веселый обман плута	1	2
133	но в этом	2	2
134	и связанные с	1	2
135	на границе между	1	2
136	и в том	1	2
137	и в этом	2	2
138	не меньше чем	1	2
139	в истории романа	3	2
140	так и вне	1	2
141	сих пор не	1	2
142	даже там где	1	2
143	в их целом	2	2
144	но по существу	2	2
145	но и в	5	2
146	в этих романах	2	2
147	же время он	1	2
148	т п но	1	2
149	разновидностей европейского романа	1	2
150	европейского романа в	1	2
151	точном смысле слова	1	2
152	о том что	2	2
153	в мировой литературе	2	2
154	этой точки зрения	1	2
155	а следовательно и	3	2
156	и в них	1	2
157	в то время	3	2
158	или во всяком	1	2
159	но конечно не	1	2
160	в дальнейшей истории	1	2
161	во всех этих	2	2
162	не значит конечно	1	2
163	существенную роль в	3	2
164	с самого начала	3	2
165	же как и	2	2
166	не только и	1	2
167	последующей истории романа	4	2
168	между тем как	1	2
169	в романе как	1	2
170	в них как	1	2
171	по преимуществу в	1	2
172	шут и дурак	1	2
173	достаточно указать на	1	2
174	и в частности	2	2
175	мы уже говорили	6	2
176	и не только	2	2
177	более того и	1	2
178	на протяжении всего	2	2
179	уже не только	1	2
180	в основе их	1	2
181	то время как	2	2
182	ни в чем	3	2
183	тот или иной	1	2
184	тот факт что	1	2
185	на этой почве	1	1
186	на мировую литературу	1	1
187	рыцарского романа в	1	1
188	так сказать в	2	1
189	из них у	1	1
190	для него самого	1	1
191	в одно и	3	1
192	проявляется вовсе не	1	1
193	если они не	1	1
194	все то что	2	1
195	реального мира и	1	1
196	романа вовсе не	1	1
197	не входят в	2	1
198	это как бы	1	1
199	связанных с ним	1	1
200	этим определяется и	1	1
201	человек здесь как	1	1
202	человека в нем	1	1
203	во всей ее	1	1
204	прежде всего тот	1	1
205	в литературе и	1	1
206	в той же	1	1
207	не вносит в	1	1
208	дело не только	1	1
209	он так сказать	1	1
210	точки зрения не	3	1
211	снова и снова	1	1
212	в ту же	1	1
213	и почти вовсе	1	1
214	как мы говорили	1	1
215	и в рыцарском	1	1
216	в романе с	1	1
217	переходим ко второму	1	1
218	остается все же	1	1
219	но и на	1	1
220	мы отвлекаемся здесь	1	1
221	роман в письмах	1	1
222	имеют громадное значение	1	1
223	основе его лежит	1	1
224	чем они были	1	1
225	мы говорим о	1	1
226	живет и действует	1	1
227	еще вовсе не	1	1
228	из самых основных	2	1
229	в первый раз	1	1
230	до наших дней	1	1
231	героев и их	1	1
232	романа и в	1	1
233	обстоит дело с	1	1
234	во всех отношениях	1	1
235	них до конца	1	1
236	кризиса и перерождения	2	1
237	мы еще не	1	1
238	в том числе	7	1
239	биографических и автобиографических	1	1
240	мир этих романов	1	1
241	их удельный вес	1	1
242	точки зрения которого	1	1
243	кризисом и перерождением	1	1
244	в них и	1	1
245	на немой регистр	1	1
246	говорит о том	1	1
247	в частности в	1	1
248	то есть именно	2	1
249	друг на друга	4	1
250	и на развитие	2	1
251	таков например и	1	1
252	настоящим и прошлым	1	1
253	конечно не в	1	1
254	всем этим определяются	1	1
255	точном смысле но	1	1
256	сами по себе	2	1
257	рядом с этим	1	1
258	женщины и т	1	1
259	уже указывали что	1	1
260	испытание морального реформатора	1	1
261	т п наконец	2	1
262	вовсе не может	1	1
263	начале xx века	1	1
264	и самое слово	1	1
265	в особенности в	2	1
266	по самому своему	2	1
267	романе мы должны	1	1
268	мы уже указывали	4	1
269	образ человека в	3	1
270	то перед нами	1	1
271	как в самом	1	1
272	но в романе	1	1
273	в особенности же	1	1
274	за тридевять земель	1	1
275	как мы видим	2	1
276	так и по	1	1
277	и непосредственное отношение	1	1
278	и случаев жизни	1	1
279	и образ человека	1	1
280	таков первый тип	1	1
281	все его моменты	1	1
282	всем этим определяется	1	1
283	в один ряд	1	1
284	единство человека и	2	1
285	том числе и	4	1
286	в нем нет	2	1
287	и прежде всего	4	1
288	том что в	1	1
289	определенности и конкретности	1	1
290	лишь в плане	1	1
291	у августина у	1	1
292	биологического здоровья и	1	1
293	т п на	1	1
294	не могло быть	3	1
295	конца не преодолевается	1	1
296	может быть конечно	2	1
297	самому своему существу	2	1
298	и у него	2	1
299	в этом новом	1	1
300	и с другими	1	1
301	такие слова и	1	1
302	одна из форм	1	1
303	плута шута и	3	1
304	между эпосом и	1	1
305	и др здесь	1	1
306	одну и ту	1	1
307	и как он	1	1
308	не входит в	1	1
309	в процессе рождения	1	1
310	биография и автобиография	2	1
311	испытания героя и	1	1
312	поэтому они не	1	1
313	эпосом и романом	1	1
314	все это не	1	1
315	п но все	1	1
316	этих форм в	1	1
317	и еще не	1	1
318	у марка аврелия	1	1
319	и самый язык	1	1
320	и в различных	1	1
321	в его целом	2	1
322	отвлекаемся здесь от	1	1
323	не является конечно	1	1
324	здоровья и приспособленности	1	1
325	это то есть	2	1
326	античной почве мы	1	1
327	конца xviii века	1	1
328	в последнем счете	3	1
329	в скрытой форме	1	1
330	с другом в	1	1
331	разных эпох и	1	1
332	идеи испытания в	1	1
333	века и в	1	1
334	но повторяем в	2	1
335	в нашем случае	1	1
336	находится в состоянии	1	1
337	в пространстве и	5	1
338	дошедшие до нас	1	1
339	всей последующей истории	1	1
340	приобретает новый смысл	1	1
341	чувствует себя в	1	1
342	мы говорили в	1	1
343	особенно важное значение	2	1
344	и вступает в	1	1
345	в одном из	1	1
346	то есть в	2	1
347	себе самому и	2	1
348	границе между эпосом	1	1
349	в основе этой	1	1
350	никогда не бывает	1	1
351	так уже в	1	1
352	в основе этих	1	1
353	нет ничего что	1	1
354	по аналогии с	1	1
355	но кроме того	1	1
356	равно как и	4	1
357	почти всегда является	1	1
358	все это то	1	1
359	и во всяком	1	1
360	один из многих	1	1
361	и до наших	1	1
362	жанров но и	1	1
363	античной почве в	1	1
364	автора и его	1	1
365	в самую гущу	1	1
366	и может быть	1	1
367	всех этих формах	1	1
368	между собой в	1	1
369	роль в романе	1	1
370	для этих форм	1	1
371	и ту же	1	1
372	она ни была	2	1
373	для своего выражения	1	1
374	каждый из этих	1	1
375	в данный момент	1	1
376	громадное значение в	1	1
377	то есть все	1	1
378	здесь конечно не	1	1
379	имеет существенное значение	1	1
380	приводит не к	1	1
381	в романе мы	1	1
382	мира может быть	1	1
383	и в дальнейшем	1	1
384	же в значительной	2	1
385	со всеми его	2	1
386	имеем в виду	3	1
387	но в нем	1	1
388	не до конца	1	1
389	слово в указанном	1	1
390	и не столько	1	1
391	эпохи то есть	1	1
392	в плутовском романе	1	1
393	и в поэзии	2	1
394	его и нет	1	1
395	мы остановимся здесь	1	1
396	то есть только	1	1
397	все более и	2	1
398	и речи в	1	1
399	на его стиль	1	1
400	и это отношение	1	1
401	имеет громадное значение	1	1
402	всех этих форм	1	1
403	жизни но и	2	1
404	одной из них	1	1
405	различные формы и	1	1
406	все снова и	1	1
407	бы она ни	2	1
408	и в последующем	2	1
409	и так сказать	1	1
410	да и в	1	1
411	связи с этим	4	1
412	xvii и xviii	1	1
413	тем чем они	1	1
414	это очень важно	1	1
415	он как мы	1	1
416	роман этого типа	1	1
417	новый смысл и	1	1
418	более и более	2	1
419	литературных форм и	1	1
420	и политического человека	1	1
421	в xvii и	1	1
422	одна из самых	1	1
423	но все это	1	1
424	поэтому оно не	1	1
425	в действии и	1	1
426	всех слоев и	1	1
427	в них не	1	1
428	необходимо отметить следующее	1	1
429	различным идеологическим содержанием	1	1
430	биографии и автобиографии	1	1
431	жанровых разновидностей европейского	1	1
432	жизни и в	2	1
433	влияние которого на	1	1
434	его жизни и	1	1
435	узком смысле слова	1	1
436	в этом романе	2	1
437	широком смысле но	1	1
438	себе самом и	1	1
439	дело в том	2	1
440	и все другие	2	1
441	с другом и	1	1
442	оно ничего не	1	1
443	как раз в	4	1
444	с ним но	2	1
445	так и на	1	1
446	удельный вес в	2	1
447	и ничего не	1	1
448	так же как	2	1
449	и др не	1	1
450	уже говорили что	1	1
451	прямой и косвенной	1	1
452	он не знает	1	1
453	в котором в	1	1
454	характерно что даже	1	1
455	эмансипированной женщины и	1	1
456	которые в то	1	1
457	мы имеем в	2	1
458	отчасти уже в	1	1
459	всего может быть	1	1
460	риторических жанров в	1	1
461	эта точка зрения	1	1
462	лишь там где	1	1
463	и xviii веках	1	1
464	именно в том	1	1
465	могут быть сведены	1	1
466	в последующей истории	5	1
467	и все его	2	1
468	и до конца	2	1
469	и xx веков	1	1
470	разобранных нами явлениях	1	1
471	себя в этом	1	1
472	гаргантюа и пантагрюэль	1	1
473	в xvii веке	2	1
474	xix и xx	1	1
475	такие типы и	1	1
476	дело идет об	1	1
477	в зоне контакта	1	1
478	для всех этих	1	1
479	апулей и петроний	2	1
480	к себе самому	7	1
481	пространстве и времени	2	1
482	ровно ничего не	1	1
483	образа человека и	1	1
484	именно в процессе	1	1
485	только с помощью	1	1
486	слова связанные с	1	1
487	более того в	1	1
488	однако в пределах	1	1
489	то есть между	1	1
490	у гриммельсхаузена у	1	1
491	до конца не	1	1
492	также и в	3	1
493	прежде всего в	3	1
494	только и не	1	1
495	средние века и	3	1
496	оно как мы	1	1
497	лежит в основе	2	1
498	друг к другу	2	1
