N	3gram	Tiupa_Narr	Problemy
123	так быстро что	1	1
124	потому что я	1	1
125	как она есть	1	1
126	у него есть	1	1
127	и в жизни	2	1
128	одной стороны и	1	1
129	не о том	1	1
130	внешне но и	1	1
131	и как бы	1	1
132	в этом направлении	1	1
133	и даже не	1	1
134	своем собственном мире	1	1
135	по себе а	1	1
136	только внешне но	1	1
137	до известной степени	1	1
138	в том числе	1	1
139	по сравнению с	1	1
140	то что не	1	1
141	ее внутренняя жизнь	1	1
142	его участие в	1	1
143	они и не	2	1
144	во всех его	1	1
145	самом деле в	1	1
146	героя но и	1	1
147	раз в жизни	1	1
148	соприкосновения разных сознаний	1	1
149	заключает в себе	2	1
150	немногочисленных случаях когда	1	1
151	и так или	1	1
152	и рождается в	1	1
153	в процессе перехода	1	1
154	то что обычно	1	1
155	всех без исключения	1	1
156	не отличается от	1	1
157	при всей ее	1	1
158	бы не было	1	1
159	и тот же	1	1
160	а художественное произведение	1	1
161	не в том	1	1
162	потому что в	1	1
163	и столь же	1	1
164	в строгом смысле	1	1
165	он думает и	1	1
166	и его можно	1	1
167	самим собой в	1	1
168	которой он сам	1	1
169	но и с	1	1
170	в таком случае	1	1
171	не только с	1	1
172	одного и того	2	1
173	перед нами простой	1	1
174	бывает и в	1	1
175	так или иначе	1	1
176	может быть только	1	1
177	но именно поэтому	1	1
178	отношению к слову	1	1
179	и все что	1	1
180	то же слово	1	1
181	с другими людьми	1	1
182	и оно не	1	1
183	на себя самого	1	1
184	в первом случае	3	1
185	иметь в виду	1	1
186	что все эти	1	1
187	с его собственным	1	1
188	в точке соприкосновения	1	1
189	лишь в одном	1	1
190	здесь не в	1	1
191	вместо того чтобы	1	1
192	за пределы своего	1	1
193	том числе и	1	1
194	точно так же	2	1
195	в полной мере	1	1
196	в его душе	1	1
197	воспринимает ее как	1	1
198	в сознании героя	2	1
199	и мира и	1	1
200	а в том	2	1
201	точке соприкосновения разных	1	1
202	того о чем	1	1
203	мы его не	1	1
204	чем иным как	2	1
205	и того же	2	1
206	на фоне его	1	1
207	слова а не	1	1
208	в своем кругозоре	1	1
209	в связи с	3	1
210	в произведении и	1	1
211	перед нами был	1	1
212	оно и не	1	1
213	к другому как	1	1
214	что с точки	1	1
215	звучит как бы	1	1
216	но уже не	1	1
217	не может не	1	1
218	взаимодействия сознаний и	1	1
219	точки зрения на	1	1
220	перед нами не	2	1
221	в виду и	1	1
222	это не я	1	1
223	в равной степени	3	1
224	сих пор еще	1	1
225	на первый взгляд	1	1
226	не мог бы	1	1
227	но и внутренне	1	1
228	и потому не	1	1
229	между ними не	1	1
230	себя за голову	1	1
231	только в форме	1	1
232	в другом и	1	1
233	он обращается к	1	1
234	того или иного	3	1
235	и как будто	1	1
236	связи с этой	1	1
237	в известном смысле	4	1
238	не вступает в	1	1
239	не в его	1	1
240	своего и чужого	2	1
241	но и в	4	1
242	такие определения как	1	1
243	и возникает проблема	1	1
244	смысле можно сказать	2	1
245	мере того как	1	1
246	обратим внимание на	2	1
247	не было и	2	1
248	в мире а	1	1
249	себя самого его	1	1
250	так и не	2	1
251	который сразу же	1	1
252	в которой он	1	1
253	том или ином	1	1
254	по мере того	1	1
255	не только к	1	1
256	к одному из	1	1
257	смысле как мы	1	1
258	и не должен	1	1
259	далеко не исчерпывается	1	1
260	может быть не	2	1
261	лишь то что	1	1
262	но в конце	1	1
263	в противном случае	1	1
264	вовсе еще не	1	1
265	если бы эти	1	1
266	здесь не только	2	1
267	ни одна из	1	1
268	но и внутренняя	1	1
269	его жизни и	1	1
270	у меня в	1	1
271	как бы от	1	1
272	так сказать с	1	1
273	и для другого	1	1
274	мы не знаем	1	1
275	с установкой на	2	1
276	в качестве личности	1	1
277	не только внешне	1	1
278	у него уже	1	1
279	что каждый из	1	1
280	при условии что	1	1
281	один и тот	1	1
282	как и само	1	1
283	и то что	1	1
284	и все его	1	1
285	тому что он	2	1
286	в своем собственном	1	1
287	и что в	1	1
288	тем или иным	2	1
289	не может обойтись	1	1
290	рождается в точке	1	1
291	жизни а не	1	1
292	более глубокий и	1	1
293	она может быть	1	1
294	друг для друга	2	1
295	или хотя бы	1	1
296	внутренней речи как	1	1
297	по его мнению	1	1
298	с одной стороны	5	1
299	чем он был	1	1
300	героя в этом	1	1
301	в следующей главе	1	1
302	уже не только	1	1
303	это прежде всего	1	1
304	себя но в	1	1
305	похоже было как	2	1
306	не в чем	1	1
307	самом деле не	1	1
308	один из этих	1	1
309	если бы не	1	1
310	что с ним	1	1
