N	2gram	Vinokur_Vv	OGranits
449	между словами	1	1
450	разрыва между	1	1
451	на то	2	1
452	греции и	3	1
453	их по	1	1
454	же самое	3	1
455	как их	1	1
456	речь в	4	1
457	среди них	1	1
458	вся эта	1	1
459	в отличие	4	1
460	нет и	1	1
461	заключается в	4	1
462	существует то	1	1
463	одним из	5	1
464	возможна ли	1	1
465	отношение к	3	1
466	установлен самый	1	1
467	сам собой	1	1
468	впервые в	1	1
469	внимания к	2	1
470	природы и	2	1
471	историей не	1	1
472	первых филологов	1	1
473	наук в	8	1
474	сказать что	6	1
475	и никогда	1	1
476	в конечном	3	1
477	возможно только	1	1
478	речи в	1	1
479	та или	1	1
480	в эпоху	1	1
481	или менее	1	1
482	в определенной	2	1
483	правда все	1	1
484	в совокупности	2	1
485	служить материалом	1	1
486	литературы все	1	1
487	представление о	1	1
488	что изучение	1	1
489	широком понимании	1	1
490	систему и	1	1
491	выражения в	1	1
492	в конце	3	1
493	произведения и	2	1
494	скорее как	1	1
495	дифференциации и	1	1
496	одной из	4	1
497	например в	2	1
498	xvii-xviii вв	1	1
499	неизбежно включает	1	1
500	о теории	1	1
501	путь от	2	1
502	по мере	4	1
503	материала к	1	1
504	отношений здесь	1	1
505	слово не	1	1
506	познания в	1	1
507	к этому	3	1
508	в одной	1	1
509	долгое время	1	1
510	и как	9	1
511	но вообще	1	1
512	лишь с	1	1
513	как о	4	1
514	и язык	1	1
515	до конца	3	1
516	равно не	1	1
517	все время	2	1
518	что он	5	1
519	в предисловии	1	1
520	в собственном	3	1
521	времени в	3	1
522	язык во	1	1
523	что она	3	1
524	или даже	1	1
525	не существует	2	1
526	далеко не	1	1
527	и о	1	1
528	но что	3	1
529	что без	1	1
530	в достаточной	2	1
531	вместе с	6	1
532	науке о	1	1
533	данного языка	1	1
534	в технике	1	1
535	одна из	3	1
536	на эту	1	1
537	язык представляется	1	1
538	словесного искусства	1	1
539	этого слова	2	1
540	другом месте	2	1
541	ли кто-нибудь	1	1
542	в которых	6	1
543	но не	9	1
544	включает в	1	1
545	в ряду	2	1
546	но если	6	1
547	одно из	5	1
548	же автора	1	1
549	от другой	3	1
550	материал который	2	1
551	и именно	13	1
552	очень трудно	1	1
553	особенности в	1	1
554	по поводу	1	1
555	в природе	1	1
556	тех или	3	1
557	в такой	1	1
558	т.д и	1	1
559	на всем	1	1
560	быть и	2	1
561	в то	6	1
562	тем мы	1	1
563	должно было	1	1
564	понимании его	1	1
565	между наукой	2	1
566	и самый	1	1
567	не создает	1	1
568	только с	4	1
569	о которых	2	1
570	под заглавием	1	1
571	может и	1	1
572	и наукой	1	1
573	своей науки	1	1
574	ведь и	1	1
575	в себя	1	1
576	что раньше	1	1
577	именно этого	1	1
578	в системе	1	1
579	для этого	3	1
580	она есть	5	1
581	своих основных	1	1
582	должно служить	1	1
583	из него	2	1
584	и это	6	1
585	и чем	2	1
586	того же	3	1
587	эта связь	1	1
588	в самой	1	1
589	в виде	4	1
590	только о	2	1
591	например у	1	1
592	в сложных	1	1
593	материальной средой	1	1
594	о конкретных	1	1
595	что вообще	1	1
596	само по	4	1
597	здесь нет	4	1
598	и становится	1	1
599	к нему	3	1
600	проявляются в	1	1
601	в чисто	4	1
602	это обычно	1	1
603	мысли в	1	1
604	тем более	2	1
605	искусства в	1	1
606	сложность этой	1	1
607	он действительно	1	1
608	типа и	1	1
609	его можно	2	1
610	обратиться к	1	1
611	такие явления	1	1
612	его учеников	1	1
613	и особенно	1	1
614	нам представляется	1	1
615	еще не	4	1
616	в статье	1	1
617	осуществляются в	1	1
