N	2gram	Vinokur_Vv	Tvorches
123	в пользу	1	5
124	мысли и	2	5
125	в них	5	5
126	что этот	1	5
127	с другой	8	5
128	приходит к	1	5
129	по отношению	4	5
130	в своем	3	5
131	в одной	1	5
132	во всей	1	5
133	все время	2	5
134	из них	4	5
135	что они	2	5
136	что у	1	5
137	в ее	11	5
138	что и	5	5
139	не было	2	5
140	что не	5	5
141	в таком	1	5
142	и это	6	5
143	и у	1	5
144	а с	2	5
145	что это	3	5
146	т п	5	5
147	если не	1	5
148	между тем	10	5
149	с большой	1	5
150	в первой	1	5
151	дело не	5	5
152	значит что	1	5
153	показывает что	1	5
154	на деле	1	5
155	та же	1	5
156	с этим	3	5
157	в россии	1	5
158	достоевский как	1	5
159	в истории	9	5
160	до конца	3	5
161	том же	2	5
162	но если	6	5
163	тот же	1	5
164	ничего не	2	5
165	мы не	2	5
166	в литературе	1	5
167	в виде	4	5
168	но с	5	5
169	и других	3	5
170	это как	1	5
171	как он	6	5
172	отношению к	4	5
173	в известной	3	5
174	с этой	5	4
175	говорит о	3	4
176	него в	2	4
177	тем что	6	4
178	представляет собой	14	4
179	по самой	2	4
180	только на	3	4
181	говорить о	5	4
182	говорит что	1	4
183	превращается в	1	4
184	не вполне	4	4
185	самого начала	1	4
186	что все	1	4
187	точки зрения	12	4
188	это значит	1	4
189	это прежде	1	4
190	крайней мере	4	4
191	к нему	3	4
192	мы видим	1	4
193	и потому	2	4
194	с точки	4	4
195	письма к	1	4
196	что его	1	4
197	традиции и	4	4
198	времени как	1	4
199	же как	3	4
200	так сказать	1	4
201	сих пор	7	4
202	в такой	1	4
203	в каждом	4	4
204	не означает	1	4
205	вся история	1	4
206	не мог	2	4
207	как это	5	4
208	и я	1	4
209	этот вопрос	7	4
210	заставляет нас	1	4
211	себя в	2	4
212	однако в	3	4
213	могут быть	6	4
214	и есть	3	4
215	до сих	7	4
216	известно что	1	4
217	этой книги	2	4
218	в область	1	4
219	с ними	1	4
220	в в	3	4
221	в которых	6	4
222	по крайней	4	4
223	это и	1	4
224	его и	1	4
225	и более	1	4
226	сливается с	3	4
227	связана с	4	4
228	времени и	4	4
229	при помощи	3	4
230	в отличие	4	4
231	той же	4	4
232	в произведениях	1	4
233	того что	12	4
234	зависит от	3	4
235	дело в	5	4
236	о жизни	1	4
237	с самого	1	4
238	отличие от	4	4
239	но он	1	4
240	в частности	3	4
241	еще в	1	4
242	далеко не	1	4
243	в xix	1	4
244	что на	1	4
245	и к	3	3
246	главе с	1	3
247	в настоящем	1	3
248	только что	4	3
249	кроме того	1	3
250	в с	3	3
251	в виду	5	3
252	другой стороны	5	3
253	во главе	1	3
254	но что	3	3
255	по себе	11	3
256	в первом	5	3
257	в жизни	1	3
258	давно уже	1	3
259	отличается от	1	3
260	так например	6	3
261	к тому	4	3
262	во всяком	5	3
263	можно сказать	4	3
264	с полным	1	3
265	в свете	1	3
266	д в	2	3
267	вот почему	3	3
268	в этот	2	3
269	может служить	3	3
270	точно так	2	3
271	как она	4	3
272	в одном	4	3
273	сказать что	6	3
274	русской литературы	1	3
275	в черновой	1	3
276	не то	1	3
277	то в	1	3
278	на протяжении	2	3
279	к человеку	1	3
280	собой в	2	3
281	время в	2	3
282	мы знаем	1	3
283	несмотря на	2	3
284	сильнее чем	2	3
285	к которому	1	3
286	иными словами	1	3
287	тому же	1	3
288	для того	23	3
289	я и	1	3
290	не есть	5	3
291	в себя	1	3
292	действительности и	1	3
293	на этом	3	3
294	говорил о	1	3
295	всяком случае	5	3
296	совсем не	3	3
297	идей и	1	3
298	и тем	5	3
299	но зато	2	3
300	должны быть	1	3
301	и что	6	3
302	как уже	5	3
303	оба они	1	3
304	и др	2	3
305	его к	2	3
306	гораздо более	3	3
307	и особенно	1	3
308	в статье	1	3
309	во второй	3	3
310	для себя	1	3
311	от этой	1	3
312	критики и	2	3
313	себе не	1	3
314	человеческой культуры	3	3
315	заключается в	4	3
316	не считать	1	3
317	вряд ли	3	3
318	может не	1	3
319	да и	4	3
320	о котором	8	3
321	со стороны	16	3
322	автора и	1	3
323	и тогда	3	3
324	и до	2	3
325	автора в	1	3
326	нет и	1	3
327	называет себя	1	3
328	как мы	11	3
329	на этот	6	3
330	только с	4	3
331	известной мере	2	3
332	не выдерживает	1	3
333	как к	1	3
334	но на	1	3
335	что оно	2	3
336	действительности в	2	3
337	и вот	3	3
338	он и	2	3
339	что с	3	3
340	ее в	1	3
341	на самом	1	3
342	у нас	2	3
343	таком случае	1	3
344	в русском	1	3
345	мы находим	1	3
346	не существует	2	3
347	или в	1	3
348	иного рода	1	3
349	но уже	2	3
350	для которого	1	3
351	человека к	1	3
352	не по	1	3
353	нельзя не	6	3
354	в ней	3	3
355	просто не	1	3
356	по этому	3	3
357	из этих	9	3
358	не с	3	3
359	в начале	3	3
360	в другом	3	3
361	лишь в	1	3
362	дает ему	1	3
363	отношение к	3	3
364	самой своей	2	3
365	одного из	1	3
366	в ходе	1	3
367	во многих	1	3
368	жизни и	2	3
369	в области	4	3
370	это в	2	3
371	более того	1	3
372	сказывается в	1	2
373	все что	1	2
374	еще раз	2	2
375	человеческой истории	1	2
376	которая в	1	2
377	познания и	2	2
378	не мешает	1	2
379	и имеет	1	2
380	эта идея	1	2
381	в биографии	1	2
382	время не	2	2
383	в результате	4	2
384	ясно что	11	2
385	нет сомнений	3	2
386	по мере	4	2
387	в материал	1	2
388	относится и	1	2
389	жизнь в	1	2
390	проблемы в	1	2
391	человек в	1	2
392	в построении	1	2
393	вопросы философии	1	2
394	меня в	1	2
395	с тем	6	2
396	и очень	1	2
397	одновременно и	3	2
398	в одно	1	2
399	характера а	1	2
400	связано с	1	2
401	нам представляется	1	2
402	сам же	2	2
403	и того	3	2
404	в данном	11	2
405	не могли	2	2
406	то это	3	2
407	в действительности	1	2
408	как та	1	2
409	он был	1	2
410	нас и	1	2
411	духовной жизни	3	2
412	входит в	3	2
413	только как	7	2
414	своим собственным	1	2
415	из себя	1	2
416	а между	2	2
417	свою очередь	2	2
418	как на	12	2
419	настоящее время	1	2
420	по поводу	1	2
421	о чем	4	2
422	не просто	5	2
423	того же	3	2
424	свои собственные	1	2
425	жизнь и	1	2
426	во всех	2	2
427	мышления и	1	2
428	здесь нет	4	2
429	с одной	4	2
430	на том	3	2
431	внимание на	5	2
432	так он	1	2
433	как раз	4	2
434	тем не	9	2
435	которого он	1	2
436	после этого	2	2
437	в качестве	8	2
438	с другими	1	2
439	уже говорилось	1	2
440	входят в	1	2
441	связи с	3	2
442	действительности к	2	2
443	тому что	2	2
444	но ведь	4	2
445	в связи	2	2
446	между прочим	1	2
447	рядом с	2	2
448	между собой	1	2
449	не нужно	2	2
450	в эту	1	2
451	но как	2	2
452	ли это	1	2
453	мы уже	2	2
454	не дает	1	2
455	не будет	1	2
456	для этой	1	2
457	если же	2	2
458	и та	1	2
459	и является	1	2
460	в тех	2	2
461	было бы	7	2
462	культуры и	1	2
463	не значит	1	2
464	в силу	3	2
465	чаще всего	2	2
466	которые были	2	2
467	с каким	1	2
468	а как	5	2
469	а главное	1	2
470	его можно	2	2
471	эту тему	1	2
472	говорит об	1	2
473	и здесь	3	2
474	действий в	1	2
475	до уровня	1	2
476	его из	1	2
477	жизни а	1	2
478	своего собственного	1	2
479	и должно	2	2
480	представляют собой	9	2
481	в сущности	3	2
482	о которой	2	2
483	и соответственно	1	2
484	для них	2	2
485	в отношении	3	2
486	целом ряде	2	2
487	второй части	1	2
488	не могут	6	2
489	должен был	4	2
490	заключает в	1	2
491	этот факт	1	2
492	и будет	1	2
493	как о	4	2
494	известном смысле	3	2
495	не знать	1	2
496	быть назван	1	2
497	не имеет	4	2
498	которого не	1	2
499	в известном	3	2
500	знает что	1	2
501	развития человечества	1	2
502	ни к	2	2
503	наконец в	1	2
504	того чтобы	22	2
505	у меня	1	2
506	а через	1	2
507	и уже	3	2
508	что если	2	2
509	то все	1	2
510	сомнений что	1	2
511	отношении к	2	2
512	о своем	1	2
513	от других	2	2
514	не потому	1	2
515	что же	3	2
516	он в	1	2
517	мог бы	2	2
518	говорил что	1	2
519	точку зрения	1	2
520	д и	1	2
521	влечет за	2	2
522	ответ на	4	2
523	в прямом	4	2
524	значение в	2	2
525	этой области	3	2
526	данном случае	5	2
527	о человеке	1	2
528	цивилизации в	1	2
529	том числе	1	2
530	н к	1	2
531	в формах	2	2
532	во время	1	2
533	больших романов	1	2
534	и всегда	1	2
535	с их	5	2
536	слова не	1	2
537	по словам	1	2
538	в египте	1	2
539	непосредственно в	1	2
540	в таких	2	2
541	и многое	1	2
542	образом в	1	2
543	темы и	1	2
544	не от	1	2
545	в глубине	1	2
546	в эпоху	1	2
547	очень много	1	2
548	в ряде	2	2
549	в стороне	1	2
550	или даже	1	2
551	и со	2	2
552	и без	2	2
553	путь к	1	2
554	должен быть	4	2
555	и вообще	3	2
556	ко всему	1	2
557	нуждается в	3	2
558	ведь это	1	2
559	а к	1	2
560	же это	2	2
561	в руки	6	2
562	не любил	1	2
563	а от	1	2
564	уже после	3	2
565	в философском	1	2
566	отношений между	3	2
567	только то	1	2
568	и способы	1	2
569	что идея	1	2
570	может вызвать	1	2
571	что можно	2	2
572	и о	1	2
573	в высшей	1	2
574	это еще	2	2
575	же в	1	2
576	включает в	1	2
577	в создании	2	2
578	все более	4	2
579	мира у	1	2
580	надо было	2	2
581	может и	1	2
582	конце концов	2	2
583	отношениями между	1	2
584	но для	1	2
585	есть не	5	2
586	мира в	1	2
587	не к	2	2
588	что было	1	1
589	этой традицией	1	1
590	нельзя признать	2	1
591	к действительности	2	1
592	должна была	2	1
593	был и	1	1
594	и составляет	1	1
595	в возможности	1	1
596	как произведение	1	1
597	которые не	2	1
598	сверх того	1	1
599	при исследовании	1	1
600	в применении	7	1
601	любовь к	4	1
602	вопросу о	2	1
603	в а	1	1
604	историю человечества	1	1
605	формы в	1	1
606	выступать как	1	1
607	всей русской	1	1
608	или нет	2	1
609	она стала	1	1
610	и совсем	1	1
611	но смысл	1	1
612	самом же	1	1
613	требует от	1	1
614	одно из	5	1
615	писать о	1	1
616	с исторической	1	1
617	не бывает	2	1
618	по времени	2	1
619	он обладал	1	1
620	вопрос об	1	1
621	науки с	5	1
622	и самые	1	1
623	но все	4	1
624	можно говорить	3	1
625	человечества на	1	1
626	из самых	1	1
627	жизни своей	1	1
628	большей частью	1	1
629	и отдельными	2	1
630	вывода к	1	1
631	говорят о	1	1
632	из всего	1	1
633	и требует	2	1
634	том или	2	1
635	места и	1	1
636	в наиболее	2	1
637	сказывается и	1	1
638	похож на	1	1
639	в собственном	3	1
640	что по	1	1
641	подлинный смысл	1	1
642	собой не	1	1
643	человеке и	1	1
644	организации этих	1	1
645	в точном	1	1
646	себя не	1	1
647	он вполне	1	1
648	речь идет	2	1
649	он по	1	1
650	этой стороны	2	1
651	в обстановке	1	1
652	не его	1	1
653	как только	2	1
654	искусство и	2	1
655	их для	1	1
656	относиться к	1	1
657	при всей	2	1
658	перестает быть	1	1
659	на этой	3	1
660	в противовес	1	1
661	в центр	1	1
662	более широком	2	1
663	факта что	1	1
664	с конца	2	1
665	можно считать	2	1
666	и такие	1	1
667	этой почве	2	1
668	вопрос о	10	1
669	были с	1	1
670	применении к	6	1
671	эта связь	1	1
672	имеет право	1	1
673	не чувствует	1	1
674	даже и	4	1
675	общеизвестно что	1	1
676	по возможности	3	1
677	не должен	1	1
678	одной стороны	4	1
679	может исчезнуть	1	1
680	был бесспорно	1	1
681	нам по	1	1
682	на позициях	1	1
683	и другой	1	1
684	уже о	1	1
685	вопроса об	1	1
686	уже было	2	1
687	в руках	1	1
688	с помощью	2	1
689	между двумя	1	1
690	об отношении	3	1
691	исследования и	3	1
692	видеть что	6	1
693	в различных	5	1
694	связь между	5	1
695	эта система	1	1
696	предисловии к	1	1
697	начале xix	2	1
698	истории по	1	1
699	и те	2	1
700	не что	5	1
701	на практике	1	1
702	о литературе	3	1
703	до того	2	1
704	автора с	1	1
705	было сказано	3	1
706	всего что	1	1
707	искусстве и	1	1
708	всегда и	1	1
709	его собственной	1	1
710	в прошлом	2	1
711	наиболее важных	1	1
712	и эстетического	1	1
713	к ним	1	1
714	среди них	1	1
715	вообще и	3	1
716	уже более	1	1
717	еще нет	1	1
718	дает нам	1	1
719	дана нам	2	1
720	жизни как	2	1
721	мы говорим	3	1
722	том чтобы	6	1
723	а только	8	1
724	в основу	2	1
725	быть в	5	1
726	автор как	1	1
727	преимущественно в	2	1
728	ни другая	1	1
729	или очень	1	1
730	есть только	2	1
731	не одно	1	1
732	не похоже	1	1
733	в атмосфере	1	1
734	стремлением к	1	1
735	содержания от	1	1
736	у этих	1	1
737	бы ее	2	1
738	том например	1	1
739	эпоху возрождения	1	1
740	и чувства	1	1
741	к этим	1	1
742	общих чертах	1	1
743	отказе от	1	1
744	о связи	1	1
745	к языку	2	1
746	которого был	1	1
747	друг для	1	1
748	имел в	1	1
749	быта и	3	1
750	вся эта	1	1
751	бы то	1	1
752	для начала	1	1
753	она имеет	1	1
754	книге к	2	1
755	д все	2	1
756	ни та	1	1
757	ясного и	1	1
758	а наоборот	1	1
759	от его	1	1
760	что иное	5	1
761	всей европейской	1	1
762	не исчерпывается	2	1
763	такого рода	3	1
764	она имела	1	1
765	же существенное	1	1
766	имеет тот	1	1
767	что уже	3	1
768	в поисках	1	1
769	смысле в	2	1
770	том не	1	1
771	его биографии	1	1
772	не теряет	1	1
773	а и	1	1
774	ни было	1	1
775	которых как	1	1
776	т е	40	1
777	науки в	6	1
778	что такое	12	1
779	случайно ли	1	1
780	с каждым	1	1
781	и за	1	1
782	или иную	1	1
783	собой разумеющимся	1	1
784	в европейской	1	1
785	века но	1	1
786	содержания как	1	1
787	не принимали	1	1
788	видит в	4	1
789	чем в	3	1
790	для исследователя	1	1
791	поэтому с	1	1
792	что строгое	1	1
793	как же	1	1
794	отразилась в	1	1
795	первом из	2	1
796	о возможности	1	1
797	как видно	1	1
798	всех его	1	1
799	в идее	1	1
800	и исследования	1	1
801	будто бы	2	1
802	всем что	1	1
803	прямо не	1	1
804	государства и	2	1
805	разбираться в	3	1
806	и конечной	1	1
807	в среде	1	1
808	самый принцип	1	1
809	русского литературного	1	1
810	учение о	2	1
811	лишь на	1	1
812	между ними	3	1
813	встречается в	1	1
814	такие же	1	1
815	эта традиция	2	1
816	взором читателя	1	1
817	нет нужды	1	1
818	литературы с	2	1
819	сделать его	1	1
820	характер но	1	1
821	такое воззрение	1	1
822	именно эту	1	1
823	он вовсе	1	1
824	о которых	2	1
825	больше всего	1	1
826	же касается	2	1
827	стороне все	1	1
828	к вопросу	1	1
829	себе и	2	1
830	к мысли	1	1
831	это тоже	1	1
832	теперь и	1	1
833	что их	1	1
834	могло бы	2	1
835	и прямо	1	1
836	чтобы его	1	1
837	кто из	1	1
838	вопроса о	1	1
839	той или	3	1
840	же направлении	1	1
841	говорится в	1	1
842	были в	1	1
843	все чаще	1	1
844	не самый	1	1
845	мы можем	2	1
846	от себя	3	1
847	находит свое	1	1
848	вообще в	2	1
849	к слову	1	1
850	говорилось о	1	1
851	ведь в	1	1
852	не одного	1	1
853	имеют дело	2	1
854	в высшем	1	1
855	чтобы он	2	1
856	чтобы говорить	1	1
857	с традициями	1	1
858	именно потому	1	1
859	доказывать что	2	1
860	в работе	3	1
861	то ни	1	1
862	многих случаях	1	1
863	с какой	1	1
864	и собственно	2	1
865	под ней	3	1
866	объясняется и	1	1
867	или же	3	1
868	но текст	1	1
869	котором уже	1	1
870	своего времени	1	1
871	на французский	1	1
872	от которых	2	1
873	нужно сказать	1	1
874	хотя в	2	1
875	можно было	8	1
876	в форме	2	1
877	потребность в	1	1
878	теряет от	1	1
879	бы уже	1	1
880	выражается в	1	1
881	от своего	1	1
882	также и	20	1
883	большей мере	4	1
884	мы по	1	1
885	как один	1	1
886	литературы и	2	1
887	должны были	1	1
888	или иное	1	1
889	она была	2	1
890	читать и	3	1
891	высшем смысле	1	1
892	не раз	1	1
893	что дает	1	1
894	общего с	1	1
895	и никогда	1	1
896	главным образом	1	1
897	наукой в	2	1
898	условия для	1	1
899	но нет	1	1
900	это делает	2	1
901	и ставит	1	1
902	что может	3	1
903	логическая ошибка	1	1
904	на историю	3	1
905	значило бы	1	1
906	человека или	1	1
907	очень редко	1	1
908	или иного	1	1
909	чтобы не	1	1
910	в какой-то	1	1
911	как указывает	1	1
912	не остается	1	1
913	движении к	1	1
914	одного и	2	1
915	не даром	1	1
916	раньше чем	3	1
917	изменения в	1	1
918	к автору	1	1
919	действительно все	1	1
920	можно только	2	1
921	в особенности	4	1
922	развития человеческой	1	1
923	при жизни	2	1
924	к целому	1	1
925	однако и	1	1
926	к превращению	1	1
927	из возможных	1	1
928	том смысле	2	1
929	порою даже	1	1
930	явно не	1	1
931	на той	1	1
932	как одна	1	1
933	смотреть на	5	1
934	до своего	1	1
935	это выражение	1	1
936	он только	1	1
937	оно было	1	1
938	можно назвать	1	1
939	литературы как	1	1
940	опираться на	1	1
941	дан в	1	1
942	и литературе	1	1
943	природе и	2	1
944	в картине	1	1
945	и из	2	1
946	никак не	1	1
947	по адресу	1	1
948	нашего времени	2	1
949	если нельзя	1	1
950	истории в	2	1
951	разного рода	1	1
952	к выводу	7	1
953	европейской культуры	1	1
954	разобраться в	1	1
955	случае гораздо	1	1
956	это есть	2	1
957	не на	1	1
958	идет от	1	1
959	оно не	1	1
960	психологии и	1	1
961	текста и	3	1
962	ряде других	1	1
963	и внутренне	1	1
964	есть лишь	2	1
965	с ней	2	1
966	поставив на	1	1
967	отдельные стороны	1	1
968	газетной хроники	1	1
969	свой собственный	1	1
970	как не	1	1
971	уже совсем	2	1
972	и так	2	1
973	человека на	1	1
974	метода в	1	1
975	в историческом	1	1
976	если можно	1	1
977	этот образ	1	1
978	которая сама	1	1
979	вследствие этого	1	1
980	возникает вопрос	2	1
981	что вообще	1	1
982	и обратно	4	1
983	по предмету	1	1
984	бы нас	1	1
985	не смешивать	1	1
986	из общего	1	1
987	для друга	1	1
988	еще и	4	1
989	этом пункте	1	1
990	чем же	3	1
991	бы и	3	1
992	мог не	1	1
993	сущности уже	1	1
994	является так	1	1
995	истории не	2	1
996	а если	2	1
997	бы с	2	1
998	языка и	15	1
999	язык и	3	1
1000	истории человечества	1	1
1001	когда мы	2	1
1002	это понятие	2	1
1003	самое же	2	1
1004	тех же	1	1
1005	и везде	1	1
1006	не считал	2	1
1007	его содержания	1	1
1008	же ясно	1	1
1009	их стремление	1	1
1010	в течение	5	1
1011	это то	1	1
1012	том как	1	1
1013	не быть	1	1
1014	в отказе	1	1
1015	из его	2	1
1016	слова и	1	1
1017	был знать	1	1
1018	вкус к	1	1
1019	письма и	1	1
1020	что также	1	1
1021	его характер	1	1
1022	эти связи	1	1
1023	на картине	1	1
1024	ее с	1	1
1025	связи гораздо	1	1
1026	случае с	1	1
1027	них более	1	1
1028	теперь не	1	1
1029	в древности	1	1
1030	в обоих	2	1
1031	литературы в	3	1
1032	а лишь	1	1
1033	состоит в	2	1
1034	потому и	1	1
1035	знаем из	1	1
1036	для читателя	1	1
1037	был прав	1	1
1038	имеем в	1	1
1039	на которые	1	1
1040	претендовать на	1	1
1041	заметить что	1	1
1042	деле как	2	1
1043	ее не	1	1
1044	в трудах	1	1
1045	если мы	1	1
1046	совершенно иного	1	1
1047	может оказаться	3	1
1048	человечества и	1	1
1049	который по	2	1
1050	прямом смысле	4	1
1051	этого слова	2	1
1052	и современной	1	1
1053	этот последний	1	1
1054	не лучше	1	1
1055	к предмету	1	1
1056	какие бы	1	1
1057	нередко называют	1	1
1058	месте в	1	1
1059	только потому	1	1
1060	и для	4	1
1061	то или	1	1
1062	в самой	1	1
1063	в настоящее	1	1
1064	но которые	1	1
1065	рима в	1	1
1066	свойства человека	1	1
1067	на время	1	1
1068	подход к	1	1
1069	им как	1	1
1070	этом случае	6	1
1071	даже как	1	1
1072	находятся в	2	1
1073	их достоинства	1	1
1074	в более	4	1
1075	и многие	1	1
1076	положение что	1	1
1077	смысле что	1	1
1078	выясняется что	1	1
1079	они не	1	1
1080	французский язык	1	1
1081	на вопрос	6	1
1082	выражением которой	1	1
1083	нередко встречается	1	1
1084	того как	3	1
1085	писателя не	1	1
1086	который мог	1	1
1087	мы имеем	4	1
1088	которых он	1	1
1089	или два	1	1
1090	он называет	1	1
1091	к истории	6	1
1092	а это	1	1
1093	к а	1	1
1094	вникнуть в	1	1
1095	участия в	1	1
1096	в основании	3	1
1097	что так	1	1
1098	совершенно не	1	1
1099	для нас	1	1
1100	видеть в	1	1
1101	неудивительно что	1	1
1102	что собственно	3	1
1103	многое в	1	1
1104	не содержит	1	1
1105	то мы	1	1
1106	на одной	1	1
1107	истории с	1	1
1108	на которой	1	1
1109	как нечто	8	1
1110	что каждый	1	1
1111	без этого	1	1
1112	все равно	2	1
1113	существует также	1	1
1114	к самой	2	1
1115	однако не	4	1
1116	материал для	3	1
1117	реальной действительности	1	1
1118	себе что	3	1
1119	совсем иным	1	1
1120	а также	3	1
1121	который как	1	1
1122	явным образом	1	1
1123	тесно связан	1	1
1124	движение в	1	1
1125	и эта	1	1
1126	что сами	1	1
1127	искусства как	1	1
1128	вообще не	3	1
1129	с той	1	1
1130	участие в	1	1
1131	в какой	6	1
1132	жить в	1	1
1133	известное сходство	1	1
1134	виде в	2	1
1135	есть в	1	1
1136	становится все	1	1
1137	перед собой	1	1
1138	к концу	1	1
1139	по своему	5	1
1140	страсть к	1	1
1141	у древних	1	1
1142	момента и	1	1
1143	это было	1	1
1144	лежит в	2	1
1145	составляет один	1	1
1146	разумеется с	2	1
1147	а так	2	1
1148	тем более	2	1
1149	руки и	1	1
1150	известное значение	1	1
1151	так смотрят	1	1
1152	за этой	1	1
1153	с первого	1	1
1154	ему не	1	1
1155	общественной жизни	1	1
1156	не была	1	1
1157	в г	5	1
1158	того или	1	1
1159	для целого	1	1
1160	и эти	1	1
1161	в полной	1	1
1162	понятно почему	1	1
1163	наука о	5	1
1164	в предисловии	1	1
1165	мы выделяем	1	1
1166	это у	1	1
1167	каждом из	1	1
1168	впечатление на	2	1
1169	должно быть	2	1
1170	так называемой	3	1
1171	на дело	3	1
1172	ту или	1	1
1173	нашел в	1	1
1174	одну из	1	1
1175	говорим о	1	1
1176	в интересах	4	1
1177	мы должны	2	1
1178	другом месте	2	1
1179	невозможно но	3	1
1180	идет уже	1	1
1181	мы снова	1	1
1182	есть и	5	1
1183	опереться на	1	1
1184	частности в	1	1
1185	когда оно	1	1
1186	в повседневной	1	1
1187	но дело	3	1
1188	стороны и	3	1
1189	с прошлым	3	1
1190	этому поводу	3	1
1191	в спальню	1	1
1192	и часто	1	1
1193	знать все	3	1
1194	еще на	1	1
1195	что будет	1	1
1196	в чрезвычайно	1	1
1197	же самое	3	1
1198	вообще все	1	1
1199	в тексте	4	1
1200	содержанием и	1	1
1201	было вновь	1	1
1202	них нет	1	1
1203	латинской пословице	1	1
1204	собой лишь	1	1
1205	того времени	1	1
1206	наук в	8	1
1207	это можно	1	1
1208	связи между	4	1
1209	анализа и	1	1
1210	литературе не	2	1
1211	или иной	3	1
1212	ряде случаев	1	1
1213	та ни	1	1
1214	бытия и	1	1
1215	и прежде	1	1
1216	язык в	3	1
1217	и дальше	1	1
1218	на то	2	1
1219	заявляет что	2	1
1220	мы видели	3	1
1221	на всем	1	1
1222	само собой	2	1
1223	и самый	1	1
1224	искусство в	1	1
1225	быть названы	2	1
1226	все такие	1	1
1227	это сказывается	2	1
1228	для этого	3	1
1229	древнерусской литературы	1	1
1230	именно это	1	1
1231	времени вполне	1	1
1232	она действительно	1	1
1233	только понять	1	1
1234	этого высшего	1	1
1235	принято считать	1	1
1236	иное как	6	1
1237	человеческой природы	1	1
