N	2gram	Vinokur_Ku	slovoVRo
348	как сказано	1	4
349	в системе	3	4
350	его как	1	4
351	из них	4	4
352	того что	11	4
353	он должен	2	4
354	несколько слов	3	4
355	лишь тогда	1	4
356	все его	1	4
357	что оно	6	4
358	значение в	1	4
359	одной из	1	4
360	том же	3	4
361	быть только	3	4
362	смысле в	1	4
363	как раз	10	4
364	в литературе	1	4
365	что и	5	4
366	чем он	1	4
367	в виде	1	4
368	а на	3	4
369	языка это	5	4
370	в которой	7	4
371	языку как	4	4
372	здесь как	3	4
373	в атмосфере	2	4
374	это слово	7	4
375	слова на	2	4
376	и как	3	4
377	же как	3	4
378	можно прямо	1	4
379	так в	2	4
380	следовательно и	2	4
381	только и	3	4
382	в условиях	1	4
383	в себя	2	4
384	из одного	3	4
385	сих пор	5	4
386	но конечно	1	4
387	именно как	1	4
388	может иметь	3	4
389	выражение в	4	4
390	но как	2	4
391	в прямой	2	4
392	характер и	2	4
393	философии языка	1	4
394	стилистики и	1	4
395	как предмет	1	4
396	эти слова	1	4
397	с языком	2	4
398	в частности	6	4
399	одно и	1	4
400	из него	1	4
401	при всем	1	4
402	и о	3	4
403	вообще не	2	4
404	в лучшем	1	4
405	речи и	8	4
406	образом в	3	4
407	не всегда	4	4
408	языка с	1	4
409	лучшем случае	1	4
410	и исторические	1	4
411	мы видели	3	4
412	он пользуется	1	3
413	почву для	1	3
414	однако и	2	3
415	и другие	1	3
416	собственном смысле	1	3
417	все что	1	3
418	и самое	1	3
419	от чисто	1	3
420	еще раз	2	3
421	же слово	2	3
422	речи но	2	3
423	переходит в	2	3
424	слову в	1	3
425	смысле слова	3	3
426	эта идея	1	3
427	говорит и	1	3
428	в разных	2	3
429	чужую речь	1	3
430	не приходится	2	3
431	не исчерпывается	1	3
432	в форме	3	3
433	и то	7	3
434	интерес к	1	3
435	нас в	1	3
436	речи как	1	3
437	в связи	4	3
438	и стилистики	1	3
439	борьбы с	2	3
440	нами в	1	3
441	или к	1	3
442	в более	2	3
443	языка этот	1	3
444	этого процесса	2	3
445	в духе	3	3
446	стороне от	1	3
447	в первом	3	3
448	и единство	1	3
449	с таким	1	3
450	легко и	1	3
451	тем что	9	3
452	отношением к	1	3
453	в корне	1	3
454	в собственном	2	3
455	и стилистика	1	3
456	в одно	2	3
457	жизни в	1	3
458	языка на	2	3
459	язык это	4	3
460	данном языке	2	3
461	широком смысле	5	3
462	этот процесс	1	3
463	от этого	4	3
464	автора но	1	3
465	отличается от	2	3
466	было бы	28	3
467	и социальной	2	3
468	связана с	1	3
469	как это	6	3
470	не должно	2	3
471	которых мы	2	3
472	всем этим	1	3
473	все слова	1	3
474	слово для	1	3
475	к проблеме	1	3
476	не могло	1	3
477	или иных	1	3
478	на которые	1	3
479	в этой	8	3
480	целый ряд	8	3
481	и те	1	3
482	зрения а	1	3
483	типы и	1	3
484	отметить что	1	3
485	и исторически	1	3
486	а лишь	1	3
487	и вообще	1	3
488	и остается	1	3
489	без всякого	2	3
490	если мы	5	3
491	в сознании	1	3
492	этого слова	8	3
493	воспитания и	1	3
494	только с	1	3
495	слова может	1	3
496	движения и	1	3
497	с каким	1	3
498	может конечно	1	3
499	своим предметом	1	3
500	именно к	1	3
501	в свое	4	3
502	за пределами	1	3
503	выходит за	2	3
504	исторической жизни	2	3
505	должно быть	6	3
506	на том	4	3
507	такого рода	1	3
508	п все	2	3
509	здесь уже	1	3
510	не знаем	1	3
511	в германии	1	3
512	чем в	3	3
513	в широком	2	3
514	его от	1	3
515	внутреннюю форму	1	3
516	именно здесь	1	3
517	и где	2	3
518	дело в	2	3
519	xviii века	1	3
520	тому что	3	3
521	с одним	1	3
522	в стороне	2	3
523	и без	2	3
524	лишь на	1	3
525	данного языка	1	3
526	возможно и	1	3
527	не есть	4	3
528	на все	3	3
529	в новом	1	3
530	в свете	1	3
531	нисколько не	6	3
532	это было	2	3
533	но уже	6	3
534	и это	3	3
535	быть очень	1	3
536	и жанров	1	3
537	не все	4	3
538	не был	2	3
539	другом случае	1	3
540	смысл и	5	3
541	тем чем	1	3
542	не укладывается	1	3
543	xx века	1	3
544	к слову	2	3
545	свое выражение	2	3
546	как язык	1	3
547	языке в	1	3
548	может и	2	3
549	в такой	2	3
550	потому что	40	3
551	языке как	5	3
552	следовательно в	1	3
553	и тем	7	3
554	во второй	1	3
555	из этих	5	3
556	на нем	1	3
557	в устах	3	3
558	свой предмет	2	3
559	конечно в	1	3
560	тем и	1	3
561	и вне	1	3
562	лишь как	3	3
563	в иных	3	3
564	лингвистики и	2	3
565	его так	2	3
566	не выходит	1	3
567	языка если	2	3
568	речь и	1	3
569	и стилистических	1	3
570	к этому	4	3
571	данном случае	2	3
572	такой же	1	3
573	менее всего	1	3
574	тех или	1	3
575	нуждается в	5	3
576	или иного	5	3
577	ведь и	2	3
578	себе как	1	3
579	вещей и	1	3
580	того или	6	3
581	становится в	1	3
582	себя то	1	3
583	таков например	1	3
584	мы наблюдаем	2	2
585	науки о	3	2
586	с которыми	1	2
587	к такому	2	2
588	значит конечно	1	2
589	языке это	1	2
590	утверждать что	2	2
591	языка который	3	2
592	можно говорить	4	2
593	та же	1	2
594	мы и	1	2
595	в последнем	2	2
596	как с	2	2
597	которая в	1	2
598	и вся	1	2
599	над языком	1	2
600	в позу	1	2
601	был бы	4	2
602	некоторой степени	1	2
603	учителя и	1	2
604	без исключения	1	2
605	вместе со	2	2
606	в идеологическом	1	2
607	из всех	1	2
608	до некоторой	1	2
609	живого слова	1	2
610	тем как	1	2
611	иное значение	1	2
612	правда и	1	2
613	неразрывно связан	1	2
614	и двух	1	2
615	приходится иметь	1	2
616	в последние	1	2
617	одному из	1	2
618	как он	1	2
619	далее в	1	2
620	для них	2	2
621	том и	3	2
622	в плоскости	2	2
623	связанная с	2	2
624	связь с	1	2
625	значение это	1	2
626	этой точки	4	2
627	все то	1	2
628	и одновременно	1	2
629	и чужой	1	2
630	вот что	1	2
631	с такими	2	2
632	на данном	1	2
633	жизнь в	2	2
634	заключается в	3	2
635	г г	1	2
636	из самых	1	2
637	например и	1	2
638	словом но	1	2
639	языков с	1	2
640	в жизни	1	2
641	как о	2	2
642	а именно	4	2
643	они ни	1	2
644	укладывается в	1	2
645	на себе	10	2
646	приводит к	3	2
647	можно утверждать	1	2
648	человеческой речи	1	2
649	эти условия	1	2
650	да и	5	2
651	не нужно	1	2
652	в известном	2	2
653	и социально	1	2
654	в язык	2	2
655	значение темы	1	2
656	по своему	1	2
657	на материале	1	2
658	и общества	1	2
659	языка мы	1	2
660	не язык	1	2
661	и стилистическую	1	2
662	разных языках	1	2
663	но их	1	2
664	перестает быть	1	2
665	это и	6	2
666	речи является	1	2
667	то что	14	2
668	говорящих на	1	2
669	в котором	4	2
670	он был	1	2
671	языка над	1	2
672	мы увидим	3	2
673	во все	2	2
674	то и	4	2
675	о которых	2	2
676	только как	3	2
677	значение рядом	1	2
678	но во	1	2
679	в двух	1	2
680	явления и	1	2
681	них как	1	2
682	из его	1	2
683	речи не	3	2
684	к своей	1	2
685	время в	2	2
686	иногда даже	1	2
687	своим языком	2	2
688	когда она	1	2
689	значение для	1	2
690	но они	1	2
691	когда языки	1	2
692	в сочетании	1	2
693	рано или	2	2
694	совершенно не	4	2
695	с общей	2	2
696	ученых и	1	2
697	он есть	3	2
698	в новых	1	2
699	не выходят	1	2
700	как например	3	2
701	несмотря на	6	2
702	которые являются	1	2
703	из одной	1	2
704	к ним	2	2
705	нет и	1	2
706	от которого	1	2
707	в сфере	3	2
708	она может	1	2
709	и у	3	2
710	языковым сознанием	1	2
711	в определенных	2	2
712	сущности и	1	2
713	в нашем	8	2
714	как от	1	2
715	для всего	1	2
716	что все	6	2
717	и стиля	1	2
718	не умеет	1	2
719	те лингвистические	1	2
720	есть только	1	2
721	разговорного языка	1	2
722	момент в	1	2
723	каждое из	1	2
724	речь о	1	2
725	свой смысл	1	2
726	языком в	1	2
727	речи все	1	2
728	случае перед	1	2
729	а следовательно	2	2
730	лишь при	1	2
731	здесь эта	1	2
732	у них	1	2
733	смысле но	1	2
734	не из	1	2
735	не просто	7	2
736	то или	3	2
737	различных жанров	1	2
738	в ее	2	2
739	и становится	3	2
740	чтобы понять	1	2
741	образом на	1	2
742	на них	1	2
743	своего развития	1	2
744	от всякого	1	2
745	языком как	1	2
746	самое слово	1	2
747	к началу	1	2
748	не знают	2	2
749	такой степени	1	2
750	одного из	1	2
751	только не	1	2
752	речь в	7	2
753	в прямом	2	2
754	но прежде	1	2
755	на язык	4	2
756	указать на	5	2
757	того как	6	2
758	иметь дело	1	2
759	к себе	4	2
760	строится не	1	2
761	пробный камень	1	2
762	нас здесь	1	2
763	ни было	1	2
764	слов в	5	2
765	языке но	1	2
766	между различными	1	2
767	тем не	10	2
768	в английском	1	2
769	как у	2	2
770	есть в	6	2
771	система языка	1	2
772	из своих	1	2
773	что для	3	2
774	на самом	3	2
775	у нас	19	2
776	и есть	3	2
777	слова есть	1	2
778	и всякой	1	2
779	в таких	7	2
780	бы только	1	2
781	п но	1	2
782	материал для	1	2
783	этого рода	6	2
784	такое понимание	1	2
785	живет и	5	2
786	не для	2	2
787	этого не	5	2
788	ее от	1	2
789	слова которые	1	2
790	слова например	1	2
791	или иначе	4	2
792	наших дней	1	2
793	что она	5	2
794	как увидим	1	2
795	что не	10	2
796	где нет	2	2
797	предмет как	1	2
798	что язык	7	2
799	в какой	7	2
800	между ними	2	2
801	особых формальных	1	2
802	язык поэзии	1	2
803	в области	15	2
804	понимание и	1	2
805	словом как	1	2
806	а его	1	2
807	не столь	1	2
808	и со	1	2
809	есть все	1	2
810	эта игра	1	2
811	язык с	1	2
812	значение как	1	2
813	в сторону	2	2
814	об этом	4	2
815	при его	1	2
816	первостепенное значение	1	2
817	что как	1	2
818	что они	5	2
819	однако не	9	2
820	к одному	2	2
821	без всякой	1	2
822	поскольку она	1	2
823	в стиле	1	2
824	могли бы	4	2
825	п и	2	2
826	материалом для	2	2
827	мы можем	2	2
828	и эти	3	2
829	а с	3	2
830	если оно	1	2
831	в своих	2	2
832	очень часто	2	2
833	это как	2	2
834	в самых	1	2
835	или поздно	2	2
836	слова так	1	2
837	живом языковом	1	2
838	так что	5	2
839	на правах	2	2
840	здесь это	1	2
841	слова но	3	2
842	этом языке	1	2
843	он также	1	2
844	своего времени	2	2
845	стилистика в	2	2
846	ничего нового	1	2
847	языках и	1	2
848	и что	11	2
849	нового времени	1	2
850	не могла	1	2
851	можно было	14	2
852	иметь в	1	2
853	в начале	1	2
854	или его	1	2
855	в подлинном	1	2
856	в историческом	1	2
857	этих случаях	2	2
858	новое слово	1	2
859	или иное	2	2
860	значение и	2	2
861	могло быть	1	2
862	только о	3	2
863	и той	1	2
864	слову как	1	2
865	тот или	1	2
866	явление в	1	2
867	первом случае	1	2
868	и иной	1	2
869	главным образом	3	2
870	и формируется	1	2
871	необходимо еще	1	2
872	стилей и	1	2
873	друг другу	1	2
874	не входят	1	2
875	языковых форм	2	2
876	сам в	1	2
877	наоборот в	2	2
878	не значит	2	2
879	них не	1	2
880	действительно не	1	2
881	место в	1	2
882	столь же	2	2
883	можно обнаружить	1	2
884	же в	5	2
885	бы быть	1	2
886	ощущаем в	1	2
887	на то	6	2
888	которые были	1	2
889	и только	2	2
890	борьбу с	1	2
891	независимо от	1	2
892	чаще всего	2	2
893	языке а	1	2
894	есть не	2	2
895	и иные	1	2
896	на ту	3	2
897	язык для	2	2
898	меньше чем	2	2
899	речь здесь	1	1
900	к сожалению	2	1
901	ведет к	1	1
902	образования в	1	1
903	устойчивых и	1	1
904	не мешает	1	1
905	с полной	1	1
906	было показано	1	1
907	эти звучат	1	1
908	а потому	6	1
909	во втором	2	1
910	однако с	1	1
911	индивидуальной речи	5	1
912	или и	1	1
913	к другу	1	1
914	случае в	1	1
915	всего в	2	1
916	само слово	1	1
917	этой специфической	1	1
918	но может	1	1
919	таковы например	1	1
920	в каждую	1	1
921	форм которые	1	1
922	историческом развитии	1	1
923	как таковой	2	1
924	на жизнь	1	1
925	этой проблемы	1	1
926	и должны	1	1
927	только те	1	1
928	здесь а	1	1
929	представить себе	1	1
930	в конце	5	1
931	со всем	1	1
932	достоевского и	2	1
933	учением о	1	1
934	бы то	1	1
935	языков их	1	1
936	предметы и	1	1
937	себе представить	2	1
938	если в	2	1
939	можно и	1	1
940	радикальному пересмотру	1	1
941	в бесах	1	1
942	которые не	1	1
943	на анализе	1	1
944	к этой	3	1
945	индивидуальных языков	3	1
946	совершенно иными	1	1
947	через посредство	3	1
948	эта дана	1	1
949	в общий	1	1
950	и свое	3	1
951	конечно ни	1	1
952	оно стоит	1	1
953	пушкина конечно	1	1
954	слова эти	4	1
955	в кругу	1	1
956	для себя	1	1
957	и должно	2	1
958	особенно важное	1	1
959	момента в	1	1
960	но язык	2	1
961	речь как	1	1
962	стиля есть	1	1
963	освободиться от	1	1
964	рассматривать с	1	1
965	форм присущих	1	1
966	конкретное содержание	1	1
967	свою мысль	1	1
968	особенности этого	1	1
969	или нет	1	1
970	бы говорить	2	1
971	о чем	2	1
972	никак не	5	1
973	мысли и	1	1
974	но тем	1	1
975	какой бы	1	1
976	говорит о	1	1
977	из которых	3	1
978	истории в	1	1
979	разве только	1	1
980	п наконец	1	1
981	на таких	1	1
982	и говорить	1	1
983	в действии	1	1
984	находятся в	1	1
985	языка лишь	1	1
986	все те	3	1
987	здесь с	1	1
988	но смысл	1	1
989	одно из	3	1
990	правда в	1	1
991	социальной жизни	3	1
992	себе во	1	1
993	самого по	1	1
994	говорить что	1	1
995	внутренней необходимостью	1	1
996	сводится к	3	1
997	в живом	2	1
998	зрения стилистики	1	1
999	но что	3	1
1000	и такое	1	1
1001	социальное явление	1	1
1002	что слово	6	1
1003	язык быта	1	1
1004	переходят в	1	1
1005	вопрос об	1	1
1006	должен был	1	1
1007	и приобретает	1	1
1008	правильности ее	1	1
1009	потребность в	3	1
1010	как они	2	1
1011	и он	4	1
1012	так или	3	1
1013	сами по	2	1
1014	и значение	2	1
1015	но только	5	1
1016	них можно	1	1
1017	языками все	1	1
1018	о социальном	1	1
1019	и еще	4	1
1020	письменной речи	10	1
1021	же приходится	1	1
1022	афоризмы и	1	1
1023	некоторые другие	1	1
1024	и вовсе	7	1
1025	и этот	1	1
1026	важном и	1	1
1027	проблемы в	1	1
1028	возможны различные	1	1
1029	все дело	3	1
1030	содержание этой	1	1
1031	слово со	1	1
1032	мы говорим	4	1
1033	лишь до	1	1
1034	мы называем	1	1
1035	в некотором	1	1
1036	содержание и	5	1
1037	его основное	1	1
1038	весь этот	1	1
1039	понимании языка	1	1
1040	с общим	1	1
1041	этого необходимо	1	1
1042	обращается к	1	1
1043	зрения в	2	1
1044	бы сами	1	1
1045	элементы языка	1	1
1046	и иначе	1	1
1047	конечном счете	2	1
1048	систему и	1	1
1049	постановке вопроса	1	1
1050	если они	1	1
1051	явления как	1	1
1052	уже об	1	1
1053	также не	1	1
1054	языковом сознании	3	1
1055	автор в	1	1
1056	как социальное	2	1
1057	цитату из	1	1
1058	жанрах как	1	1
1059	котором идет	3	1
1060	самая постановка	1	1
1061	слово но	1	1
1062	языка является	1	1
1063	и просто	1	1
1064	и так	1	1
1065	состоянии некоторого	1	1
1066	возможно лишь	1	1
1067	слов а	1	1
1068	в которых	8	1
1069	становится тем	1	1
1070	действительно может	1	1
1071	языка по	1	1
1072	формальных признаков	1	1
1073	началу xix	1	1
1074	нужно чтобы	1	1
1075	своих специфических	1	1
1076	только для	3	1
1077	в грамматике	1	1
1078	данной социальной	1	1
1079	бы не	1	1
1080	применяется к	1	1
1081	словами уже	1	1
1082	это необходимо	1	1
1083	но у	1	1
1084	из языка	1	1
1085	и стилистикой	1	1
1086	и принужден	1	1
1087	о котором	4	1
1088	внутри одного	1	1
1089	от того	5	1
1090	важное значение	1	1
1091	именно поэтому	2	1
1092	не до	1	1
1093	относящихся сюда	1	1
1094	и русский	2	1
1095	со стороны	8	1
1096	в это	3	1
1097	речь идет	4	1
1098	говорить и	2	1
1099	со специфическими	6	1
1100	в ироническом	1	1
1101	значение процесса	1	1
1102	ведь не	1	1
1103	п так	2	1
1104	без кавычек	1	1
1105	по крайней	11	1
1106	в основных	1	1
1107	языка таких	1	1
1108	науки в	1	1
1109	из области	4	1
1110	к той	1	1
1111	я говорю	1	1
1112	тесной связи	1	1
1113	всякого рода	2	1
1114	свое время	4	1
1115	особенности в	1	1
1116	словесной культуры	1	1
1117	влечет за	1	1
1118	на газету	1	1
1119	каждый из	1	1
1120	речи из	1	1
1121	нет ничего	1	1
1122	ли они	1	1
1123	форм в	2	1
1124	именно такой	1	1
1125	одного и	2	1
1126	сам он	1	1
1127	с какой	1	1
1128	живого языка	2	1
1129	язык только	1	1
1130	предметом речи	1	1
1131	то он	1	1
1132	не сомневается	1	1
1133	в прозе	1	1
1134	на этой	4	1
1135	шире и	1	1
1136	и было	3	1
1137	века на	1	1
1138	ему принадлежит	1	1
1139	книге о	1	1
1140	его собственном	1	1
1141	в действительности	2	1
1142	этой почве	2	1
1143	что мы	6	1
1144	условным и	1	1
1145	в очень	1	1
1146	применении к	1	1
1147	не имеют	3	1
1148	раз и	1	1
1149	этой традиции	1	1
1150	так возник	1	1
1151	как одно	1	1
1152	и стилистической	2	1
1153	известных условиях	1	1
1154	тотчас же	1	1
1155	и естественных	1	1
1156	роли и	1	1
1157	сказать на	1	1
1158	случаев в	1	1
1159	что самое	1	1
1160	контекстом и	1	1
1161	языкам и	1	1
1162	один только	1	1
1163	всего этого	1	1
1164	происходящие в	1	1
1165	значение этого	1	1
1166	и если	4	1
1167	двух лиц	1	1
1168	только эта	1	1
1169	только такие	1	1
1170	которых они	1	1
1171	заключено в	1	1
1172	особенности же	2	1
1173	этой работы	1	1
1174	они сплошь	1	1
1175	это только	5	1
1176	быть не	2	1
1177	он является	1	1
1178	себя знать	1	1
1179	и содержание	1	1
1180	где не	2	1
1181	известную социальную	1	1
1182	а может	1	1
1183	суждения и	1	1
1184	а через	1	1
1185	лингвистических дисциплин	2	1
1186	века это	1	1
1187	это ее	1	1
1188	и разрешить	1	1
1189	совершенно по-иному	1	1
1190	дух языка	3	1
1191	и полным	1	1
1192	одной и	1	1
1193	в середине	1	1
1194	от процесса	1	1
1195	то все	1	1
1196	из своего	1	1
1197	увидим что	2	1
1198	об искусственном	1	1
1199	и два	1	1
1200	научной речи	1	1
1201	как поэтическое	1	1
1202	между отдельными	1	1
1203	таким путем	1	1
1204	наконец такие	1	1
1205	проникновения в	1	1
1206	может служить	4	1
1207	здесь о	1	1
1208	за собой	2	1
1209	него путем	1	1
1210	также в	1	1
1211	в письмах	1	1
1212	образом может	1	1
1213	о своем	1	1
1214	для данного	2	1
1215	смысл в	2	1
1216	необходимые условия	1	1
1217	степени все	1	1
1218	как проблема	1	1
1219	развития и	1	1
1220	укладываются в	1	1
1221	этой речи	1	1
1222	определяется его	1	1
1223	превращается в	4	1
1224	нечего делать	1	1
1225	более и	1	1
1226	язык а	1	1
1227	лишены внутренней	1	1
1228	а только	10	1
1229	относит к	1	1
1230	можно ли	6	1
1231	те которые	1	1
1232	и косвенное	1	1
1233	даже с	1	1
1234	направленное на	1	1
1235	литературы в	1	1
1236	социальной действительности	1	1
1237	например на	1	1
1238	нем есть	1	1
1239	знает что	1	1
1240	и лица	1	1
1241	выходят за	1	1
1242	всего что	2	1
1243	с конкретными	1	1
1244	которому мы	1	1
1245	в лингвистическом	1	1
1246	как свой	1	1
1247	не встречается	1	1
1248	имеем в	1	1
1249	о языке	8	1
1250	как на	4	1
1251	на те	3	1
1252	их значение	1	1
1253	говорящим и	1	1
1254	есть своя	1	1
1255	среди них	1	1
1256	вообще и	2	1
1257	оно с	1	1
1258	наша речь	1	1
1259	он так	1	1
1260	слово без	1	1
1261	только одна	1	1
1262	ответа на	1	1
1263	как правило	2	1
1264	жизни языка	1	1
1265	именно так	2	1
1266	даны на	1	1
1267	в которые	2	1
1268	быть в	2	1
1269	и лингвистическими	1	1
1270	можно понимать	1	1
1271	в переводе	1	1
1272	находится в	2	1
1273	в научном	1	1
1274	на улице	2	1
1275	правды и	1	1
1276	однако самая	1	1
1277	стилистической организации	1	1
1278	протестует против	1	1
1279	есть по	1	1
1280	помощью самого	1	1
1281	речи на	2	1
1282	то она	2	1
1283	нужно вывести	1	1
1284	а это	5	1
1285	на этот	4	1
1286	действительности и	1	1
1287	не языковая	1	1
1288	исходит из	2	1
1289	характерное для	1	1
1290	быта в	1	1
1291	нельзя забывать	1	1
1292	поэтому все	1	1
1293	как во	1	1
1294	который в	1	1
1295	и современной	1	1
1296	к явлениям	1	1
1297	тем это	1	1
1298	но если	2	1
1299	и именно	3	1
