N	2gram	Bakhtin_Pr	EvropaiC
618	в равной	1	1
619	и другим	1	1
620	лестницы и	1	1
621	так это	1	1
622	для своих	2	1
623	в наиболее	1	1
624	показаться что	1	1
625	можно отнести	1	1
626	лишь на	3	1
627	и как	1	1
628	но он	3	1
629	к его	2	1
630	есть нечто	1	1
631	очень давно	1	1
632	время как	1	1
633	этой цели	1	1
634	созданных и	1	1
635	миг не	1	1
636	себя как	2	1
637	жизнь все	1	1
638	и перед	2	1
639	из главных	2	1
640	рядом с	2	1
641	как в	10	1
642	всю эту	1	1
643	стремление к	1	1
644	жизни в	4	1
645	жизнью в	2	1
646	дело идет	1	1
647	но неужели	1	1
648	так в	1	1
649	что ни	1	1
650	отчасти и	4	1
651	правда не	1	1
652	к своему	4	1
653	заставить их	1	1
654	от этого	1	1
655	друга и	1	1
656	и со	1	1
657	если я	1	1
658	и семья	1	1
659	бы не	1	1
660	образом по	1	1
661	и этого	1	1
662	да и	3	1
663	народов в	1	1
664	на самой	4	1
665	их отношение	2	1
666	мы находим	8	1
667	собою в	2	1
668	и следовательно	1	1
669	именно поэтому	2	1
670	в психологическом	1	1
671	это было	3	1
672	встречается у	1	1
673	гораздо сильнее	1	1
674	роль в	1	1
675	со стороны	1	1
676	идеи и	5	1
677	гораздо меньше	1	1
678	на его	4	1
679	себе и	2	1
680	знает что	2	1
681	людьми и	1	1
682	мы считаем	2	1
683	среди других	2	1
684	всей своей	2	1
685	деле это	1	1
686	свою оценку	1	1
687	конечно нет	1	1
688	много и	3	1
689	но мы	1	1
690	частной жизни	1	1
691	распространяется и	1	1
692	традиции является	1	1
693	человечества мы	1	1
694	в других	2	1
695	уже не	5	1
696	культуры между	1	1
697	другой но	1	1
698	по крайней	2	1
699	свой смысл	1	1
700	перед нами	17	1
701	из области	1	1
702	и другого	2	1
703	связаны с	3	1
704	вопроса о	1	1
705	который и	1	1
706	коснуться еще	1	1
707	на всю	1	1
708	такое положение	1	1
709	несколько дальше	1	1
710	уже сказали	2	1
711	к одному	2	1
712	остается в	2	1
713	в каждом	5	1
714	нет ничего	3	1
715	ли они	1	1
716	перестает быть	1	1
717	но тут	1	1
718	это и	1	1
719	еще и	4	1
720	только благодаря	1	1
721	всем их	2	1
722	ни на	1	1
723	только между	1	1
724	не имея	1	1
725	ними нет	1	1
726	и отчасти	2	1
727	не является	1	1
728	только к	1	1
729	указывали на	1	1
730	с самого	4	1
731	для развития	1	1
732	то это	4	1
733	людей и	6	1
734	мыслей и	1	1
735	и народа	1	1
736	и понимает	3	1
737	жизни он	1	1
738	это разновидность	1	1
739	в целях	1	1
740	видим что	1	1
741	она должна	1	1
742	которую мы	1	1
743	своей собственной	1	1
744	предполагает что	1	1
745	тут надо	1	1
746	ли это	1	1
747	и главное	2	1
748	римской и	1	1
749	зрения всякой	1	1
750	и даже	5	1
751	силы и	2	1
752	и заключается	2	1
753	для ее	3	1
754	даже и	3	1
755	все остальные	2	1
756	и между	5	1
757	не могу	3	1
758	но при	2	1
759	и вот	1	1
760	входит в	1	1
761	греческой и	1	1
762	и позволяют	1	1
763	которые имеют	3	1
764	земле в	1	1
765	на вид	1	1
766	имеются и	1	1
767	это все	2	1
768	всем этим	2	1
769	препятствия и	1	1
770	всех сил	1	1
771	нельзя не	1	1
772	и другой	4	1
773	друга это	1	1
774	а может	1	1
775	должны знать	1	1
776	из его	1	1
777	я все-таки	1	1
778	единство и	2	1
779	и помимо	1	1
780	лучше всех	1	1
781	у того	1	1
782	кажется что	3	1
783	поэтому мы	1	1
784	в развитии	5	1
785	от всех	2	1
786	смысле слова	2	1
787	на нем	1	1
788	а за	2	1
789	увидим что	1	1
790	то ее	1	1
791	только на	3	1
792	вступает в	1	1
793	одно и	1	1
794	на миг	2	1
795	и та	1	1
796	двумя основными	1	1
797	в науке	1	1
798	и индивидуальной	1	1
799	в различных	1	1
800	это была	2	1
801	других людей	2	1
802	каждый раз	1	1
803	не сделал	2	1
804	себя на	1	1
805	сознании это	1	1
806	и затем	1	1
807	кроме этих	1	1
808	и жизни	3	1
809	проникнуть в	2	1
810	а только	2	1
811	европе и	1	1
812	можно найти	1	1
813	лишь как	1	1
814	можно было	2	1
815	на практике	1	1
816	существовать и	1	1
817	ведь если	2	1
818	себя от	1	1
819	говорили что	2	1
820	самого начала	5	1
821	еще один	1	1
822	то ведь	1	1
823	эту традицию	1	1
824	этой позиции	1	1
825	и всех	1	1
826	неизбежно должны	1	1
827	в настоящей	1	1
828	и трагическую	2	1
829	переворот в	1	1
830	тяжелы и	1	1
831	точке зрения	1	1
832	же самое	1	1
833	но этот	2	1
834	которых они	1	1
835	делает его	1	1
836	всегда и	3	1
837	над собою	2	1
838	связанной с	1	1
839	состоит в	1	1
840	собою и	2	1
841	разные типы	1	1
842	становится как	1	1
843	и подражанием	1	1
844	людей которые	1	1
845	и той	4	1
846	с большой	3	1
847	на одну	1	1
848	числе и	13	1
849	из виду	1	1
850	наиболее существенные	1	1
851	истории и	2	1
852	лишь одно	1	1
853	и еще	2	1
854	для той	1	1
855	и глубоко	2	1
856	как человек	2	1
857	он в	2	1
858	к ней	3	1
859	нее и	1	1
860	без всякого	1	1
861	заметить что	1	1
862	ней и	1	1
863	ее не	1	1
864	главным образом	3	1
865	нет и	3	1
866	и благодаря	1	1
867	наряду с	6	1
868	по другим	1	1
869	этот человек	1	1
870	перед глазами	1	1
871	при котором	1	1
872	могут быть	5	1
873	мы бы	1	1
874	всегда в	1	1
875	бы он	1	1
876	духе и	2	1
877	другом все	1	1
878	близкими к	1	1
879	благодаря этому	1	1
880	этом и	1	1
881	же они	1	1
882	их лежит	1	1
883	в друге	2	1
884	от общей	1	1
885	каждое новое	1	1
886	другие но	1	1
887	но именно	4	1
888	до конца	3	1
889	в большей	5	1
890	с нею	1	1
891	находится в	1	1
892	с элементами	1	1
893	зрения на	1	1
894	уже знаем	1	1
895	далекие от	1	1
896	стороны жизни	2	1
897	может случиться	1	1
898	как от	1	1
899	вне этого	1	1
900	не знаем	1	1
901	о тех	2	1
902	лиц здесь	1	1
903	в узком	1	1
904	к чисто	1	1
905	и вдруг	1	1
906	причем в	2	1
907	он может	2	1
908	из трех	1	1
909	если они	1	1
910	чаще всего	1	1
911	что именно	2	1
912	в современной	1	1
913	из самой	1	1
914	из самых	3	1
915	с его	4	1
916	если эта	1	1
917	сказать что	12	1
918	он сам	5	1
919	этого нельзя	1	1
920	всем мире	2	1
921	у этих	1	1
922	только эти	1	1
923	эти темы	2	1
924	все более	2	1
925	все другие	1	1
926	а как	4	1
927	это сделать	1	1
928	это просто	1	1
929	только с	3	1
930	является только	1	1
931	время мы	1	1
932	миром в	1	1
933	именно этот	1	1
934	отрешиться от	1	1
935	тождества между	1	1
936	к этим	1	1
937	мы охарактеризовали	1	1
938	этикета и	1	1
939	в так	1	1
940	к совершенно	1	1
941	а не	19	1
942	объединить в	1	1
943	же он	2	1
944	в особом	2	1
945	традиции и	2	1
946	имеет свою	1	1
947	если только	3	1
948	каждого из	2	1
949	с народом	1	1
950	всюду где	2	1
951	особый характер	2	1
952	крайней мере	2	1
953	очень многие	1	1
954	они вовсе	1	1
955	основе их	1	1
956	иногда в	2	1
957	кажется нам	1	1
958	здесь не	5	1
959	с соответствующими	1	1
960	вообще нет	1	1
961	и тем	4	1
962	ничего не	8	1
963	есть не	1	1
964	в руках	1	1
965	собой а	1	1
966	они были	1	1
967	иное как	1	1
968	лестница ступени	1	1
969	друг другу	1	1
970	на них	2	1
971	не к	3	1
972	главным предметом	1	1
973	человека но	1	1
974	своего развития	3	1
975	в риме	2	1
976	отсюда как	1	1
977	можно только	1	1
978	другими людьми	1	1
