N	3gram	Ircho_Kome	StatiiOP
121	то же самое	3	2
122	вовсе не является	1	2
123	нельзя не признать	1	2
124	из которых складывается	1	2
125	тому что в	1	2
126	в свою очередь	10	2
127	чуть ли не	2	2
128	но и здесь	2	2
129	он не только	1	2
130	это не так	1	2
131	в чем же	2	2
132	в чем он	1	2
133	тех пор пока	1	2
134	что как раз	1	2
135	он не может	1	2
136	но столь же	2	2
137	сомнения в том	1	2
138	нет и речи	3	2
139	и тех же	1	2
140	в настоящее время	1	2
141	до тех пор	5	2
142	на этот вопрос	1	2
143	что мы имеем	1	2
144	как мы видели	1	2
145	здесь нет и	3	2
146	мы имеем в	2	2
147	у меня в	2	2
148	тем что он	1	2
149	с того что	1	2
150	несколько слов о	1	2
151	появления в печати	1	2
152	навлечь на себя	1	1
153	которым он хочет	1	1
154	ней совершенно не	1	1
155	ни у кого	2	1
156	одной точки зрения	1	1
157	эти слова с	1	1
158	ясно что ни	1	1
159	а может быть	1	1
160	по собственному усмотрению	1	1
161	принадлежат к числу	1	1
162	его от себя	1	1
163	кем иным как	1	1
164	с полным правом	2	1
165	что и для	1	1
166	как будто бы	1	1
167	из его современников	1	1
168	с тем он	1	1
169	и с его	1	1
170	во время его	1	1
171	молодой человек в	1	1
172	не стал бы	1	1
173	ему все же	1	1
174	в известной степени	2	1
175	не похож на	2	1
176	того чтобы не	1	1
177	по сравнению с	3	1
178	хотя это обстоятельство	1	1
179	в ответ на	4	1
180	в сохранившемся тексте	1	1
181	вполне возможно что	2	1
182	в самом начале	1	1
183	в частности на	1	1
184	не виноват в	1	1
185	т е из	1	1
186	сих пор в	1	1
187	в собственном смысле	1	1
188	и никогда не	1	1
189	с этой точки	1	1
190	ни одно из	3	1
191	его отношение к	1	1
192	мы подходим к	1	1
193	уважение к этому	1	1
194	и здесь история	1	1
195	из них есть	1	1
196	бы он не	1	1
197	она не могла	1	1
198	сих пор они	1	1
199	отцу и сыну	1	1
200	так что он	1	1
201	потому что она	1	1
202	потому что в	2	1
203	друг от друга	1	1
204	всю свою жизнь	1	1
205	в голову не	1	1
206	и не имеет	1	1
207	только тем что	1	1
208	но и он	1	1
209	именно об этом	2	1
210	в еще более	1	1
211	этом можно судить	1	1
212	если в области	1	1
213	в центре этой	1	1
214	для того времени	1	1
215	и если бы	1	1
216	в которой все	1	1
217	мы встречаем в	1	1
218	о положении в	1	1
219	его пребывания в	1	1
220	и не могла	1	1
221	таким образом если	1	1
222	и представляют собой	1	1
223	об этом и	1	1
224	в отношении к	1	1
225	и если в	1	1
226	лет до того	1	1
227	что он в	2	1
228	время своего пребывания	1	1
229	что ни в	1	1
230	вместо того чтобы	1	1
231	на этот счет	2	1
232	ответа на вопрос	2	1
233	совсем в другом	1	1
234	это же время	1	1
235	на пути к	2	1
236	в соответствии с	1	1
237	точки зрения ее	1	1
238	в каждом из	2	1
239	в своем роде	1	1
240	не было и	1	1
241	ни разу не	3	1
242	по себе не	1	1
243	в рукописи не	1	1
244	уже говорить о	1	1
245	была не просто	1	1
246	каждой из них	2	1
247	так как его	1	1
248	и нуждается в	1	1
249	в высшей степени	2	1
250	и не хочет	1	1
251	но как раз	1	1
252	не менее и	1	1
253	гораздо ближе к	1	1
254	так как он	2	1
255	несмотря на ее	1	1
256	к этому времени	2	1
257	и по существу	1	1
258	и совершенно не	1	1
259	отдавал себе отчет	1	1
260	к ней и	1	1
261	и о том	1	1
262	и в голову	1	1
263	и речи о	3	1
264	и не может	1	1
265	того чтобы показать	1	1
266	гораздо раньше чем	1	1
267	само собой разумеется	3	1
268	несколько в ином	1	1
269	сих пор не	2	1
270	не знает что	1	1
271	вместе с ним	3	1
272	что в смысле	1	1
273	в это же	1	1
274	героев и в	1	1
275	эти две линии	1	1
276	в каждой из	1	1
277	в этом же	1	1
278	сказать что пока	1	1
279	можно спорить о	1	1
280	и тому же	1	1
281	малейшего намека на	1	1
282	время его пребывания	1	1
283	к вопросу о	1	1
284	собой разумеется что	3	1
285	может быть даже	1	1
286	можно предполагать что	1	1
287	в последние десятилетия	2	1
288	и в отношении	1	1
289	этой точки зрения	1	1
290	и его современники	1	1
291	самом деле не	1	1
292	в некоторых случаях	1	1
293	не приходится уже	1	1
294	во время своего	1	1
295	в этой комедии	3	1
296	в пятом акте	1	1
297	в ней совершенно	1	1
298	не всегда можно	1	1
299	все же будет	1	1
300	шесть лет спустя	1	1
301	за сто лет	1	1
302	середины х годов	1	1
303	и для нас	1	1
304	что и у	1	1
305	но и все	1	1
306	со всеми их	1	1
307	и в частности	1	1
308	у целого ряда	1	1
309	но и во	1	1
310	об этом можно	1	1
311	трудно было бы	1	1
312	в многочисленных высказываниях	1	1
313	судить о том	1	1
314	не по душе	1	1
315	ли можно сомневаться	1	1
316	кроме того в	1	1
317	пор они не	1	1
318	приходится уже говорить	1	1
319	однако и в	1	1
320	одному и тому	1	1
321	для каждой из	1	1
322	ни малейшего намека	1	1
323	с одной точки	1	1
324	не менее в	1	1
325	сих пор еще	1	1
326	сказать несколько слов	1	1
327	и без того	1	1
328	на сцену в	1	1
329	судя по всему	3	1
330	о чем ты	1	1
331	и все же	2	1
332	во второй половине	1	1
333	того как его	1	1
334	и сам он	2	1
335	через сто лет	1	1
336	по его мнению	2	1
337	мы сталкиваемся с	1	1
338	своего пребывания в	1	1
339	тому как мы	1	1
340	в том виде	1	1
341	заставила его принять	1	1
342	вот о чем	1	1
343	должен был бы	1	1
344	потому что с	1	1
345	сто лет назад	1	1
346	одной стороны он	1	1
347	в виду что	1	1
348	с ней в	1	1
349	ни в чем	2	1
350	один из таких	1	1
351	спорить о том	1	1
