N	2gram	Vinokur_Vv	Problema
350	в тех	2	9
351	не мешает	1	9
352	тогда когда	4	9
353	в которых	6	9
354	о котором	8	9
355	только тогда	1	9
356	д и	1	9
357	того как	3	9
358	однако не	4	9
359	имеется в	1	9
360	или как	3	9
361	этому поводу	3	9
362	само собой	2	9
363	языка и	15	9
364	в жизни	1	9
365	правда в	1	9
366	не вполне	4	9
367	вообще и	3	9
368	сравнении с	1	9
369	обратить внимание	2	9
370	между прочим	1	9
371	же касается	2	9
372	это тоже	1	9
373	бы в	2	9
374	литературы и	2	9
375	с ней	2	9
376	в сравнении	1	9
377	чем же	3	9
378	и до	2	9
379	известного рода	1	9
380	что тут	1	9
381	совсем другое	1	9
382	то более	3	9
383	это было	1	9
384	жизнь и	1	9
385	как же	1	9
386	идет речь	3	9
387	во всем	2	8
388	только что	4	8
389	с этой	5	8
390	говорится о	1	8
391	он был	1	8
392	нас и	1	8
393	во всей	1	8
394	а наоборот	1	8
395	что при	1	8
396	но для	1	8
397	от этого	5	8
398	между собой	1	8
399	но тогда	1	8
400	и самый	1	8
401	и при	2	8
402	из этих	9	8
403	только с	4	8
404	только потому	1	8
405	значение в	2	8
406	если и	1	8
407	на его	1	8
408	еще в	1	8
409	идея и	1	8
410	были бы	1	8
411	которые не	2	8
412	самом же	1	8
413	как они	1	8
414	как только	2	8
415	входит в	3	8
416	в чистом	1	8
417	мере не	1	8
418	здесь нет	4	8
419	ни было	1	8
420	но ведь	4	8
421	себе и	2	8
422	чистом виде	1	8
423	если же	2	8
424	мы здесь	1	8
425	которое мы	1	8
426	не значит	1	8
427	в силу	3	8
428	и особенно	1	8
429	это уже	2	8
430	том как	1	8
431	а если	2	8
432	это то	1	8
433	он есть	1	8
434	этот термин	1	8
435	для него	1	8
436	в г	5	8
437	говорим о	1	8
438	с самого	1	8
439	как он	6	8
440	его от	1	7
441	но что	3	7
442	из себя	1	7
443	что их	1	7
444	в значительной	3	7
445	она есть	5	7
446	все в	1	7
447	и всего	2	7
448	а с	2	7
449	или иное	1	7
450	не раз	1	7
451	жизни а	1	7
452	своего собственного	1	7
453	оно не	1	7
454	виде как	1	7
455	свой собственный	1	7
456	это только	4	7
457	что понятие	1	7
458	нечто целое	2	7
459	одной из	4	7
460	на этот	6	7
461	находятся в	2	7
462	в такой	1	7
463	мере в	6	7
464	с полным	1	7
465	же это	2	7
466	это в	2	7
467	что на	1	7
468	еще более	1	7
469	на этой	3	7
470	не прямо	1	7
471	же автора	1	7
472	уже о	1	7
473	значительной мере	2	7
474	самого начала	1	7
475	тому же	1	7
476	же как	3	7
477	чем иным	1	7
478	такого же	2	7
479	до нас	3	7
480	однако и	1	7
481	нашего исследования	1	7
482	в науке	1	7
483	не на	1	7
484	и так	2	7
485	сейчас мы	1	7
486	о своем	1	7
487	большей частью	1	7
488	времени и	4	7
489	или вообще	5	7
490	этой области	3	7
491	ее в	1	7
492	в эпоху	1	7
493	понимать как	1	7
494	говорят о	1	7
495	в какой	6	7
496	с понятием	3	7
497	с которыми	2	6
498	философии и	2	6
499	не как	3	6
500	а есть	1	6
501	именно он	1	6
502	тем или	2	6
503	действительность в	4	6
504	в действительности	1	6
505	только как	7	6
506	не всегда	1	6
507	имеем в	1	6
508	что именно	2	6
509	нами не	2	6
510	мышления и	1	6
511	до конца	3	6
512	после этого	2	6
513	или не	1	6
514	и речи	1	6
515	жизнь в	1	6
516	заставляет нас	1	6
517	в общем	14	6
518	чтобы не	1	6
519	понятия и	1	6
520	в статье	1	6
521	нечто иное	1	6
522	под этим	1	6
523	отношения к	1	6
524	не считать	1	6
525	том смысле	2	6
526	этот вопрос	7	6
527	зависимости от	3	6
528	и уже	3	6
529	именно на	2	6
530	и об	1	6
531	но который	1	6
532	природы и	2	6
533	и после	1	6
534	могут быть	6	6
535	то мы	1	6
536	и всегда	1	6
537	независимо от	5	6
538	просто как	1	6
539	есть и	5	6
540	уже у	1	6
541	конца xix	1	6
542	ведь и	1	6
543	дело здесь	1	6
544	если он	1	6
545	самой действительности	1	6
546	одновременно и	3	6
547	нам представляется	1	6
548	перестает быть	1	6
549	и того	3	6
550	как оно	3	6
551	отчет в	3	6
552	как на	12	6
553	в зависимости	3	6
554	ли кто-нибудь	1	6
555	не мог	2	6
556	вся эта	1	6
557	содержания и	1	6
558	же мы	1	6
559	во время	1	6
560	и ничего	1	6
561	можно только	2	6
562	в слове	3	6
563	в известном	3	6
564	ни к	2	6
565	и той	3	6
566	этого слова	2	6
567	этом отношении	4	6
568	но с	5	6
569	входить в	1	6
570	по существу	2	6
571	с той	1	6
572	к своему	2	6
573	для которого	1	6
574	дело не	5	6
575	мы его	1	6
576	факт что	2	6
577	стороны и	3	6
578	та или	1	6
579	само по	4	6
580	не к	2	6
581	в настоящем	1	5
582	если его	1	5
583	языке и	4	5
584	из самых	1	5
585	есть тот	1	5
586	или ином	2	5
587	другое дело	3	5
588	то менее	1	5
589	или другим	1	5
590	о чем-то	1	5
591	об ее	1	5
592	в этот	2	5
593	к этому	3	5
594	как такового	3	5
595	виде и	1	5
596	которого он	1	5
597	не больше	1	5
598	или иная	1	5
599	обстоятельство что	1	5
600	в каждом	4	5
601	одно и	2	5
602	нужно сказать	1	5
603	чем больше	2	5
604	и тот	1	5
605	человеческого духа	1	5
606	между тем	10	5
607	мы видели	3	5
608	утверждать что	1	5
609	но зато	2	5
610	к сфере	1	5
611	подобно тому	2	5
612	текста и	3	5
613	нам в	1	5
614	и будет	1	5
615	ясно и	1	5
616	тех пор	1	5
617	только один	1	5
618	это ясно	1	5
619	он должен	1	5
620	для всякого	1	5
621	что может	3	5
622	что с	3	5
623	раз в	1	5
624	ведь это	1	5
625	что ни	1	5
626	том виде	3	5
627	с теми	2	5
628	мы теперь	2	5
629	по его	2	5
630	с первого	1	5
631	до н	6	5
632	себе что	3	5
633	у того	1	5
634	человека в	1	5
635	человека и	1	5
636	же рода	1	5
637	мира в	1	5
638	все что	1	5
639	в собственном	3	5
640	себя не	1	5
641	сам же	2	5
642	до того	2	5
643	действительности в	2	5
644	в каких	1	5
645	во многих	1	5
646	себя в	2	5
647	том чтобы	6	5
648	от его	1	5
649	должно быть	2	5
650	но еще	1	5
651	в поисках	1	5
652	по содержанию	3	5
653	все прочие	1	5
654	во внимание	3	5
655	одним из	5	5
656	литературе и	1	5
657	себе не	1	5
658	одна из	3	5
659	в свете	1	5
660	чтобы понять	4	5
661	хотя в	2	5
662	слова как	2	5
663	имеет свою	2	5
664	собственном смысле	3	5
665	и этого	3	5
666	в область	1	5
667	науки и	5	5
668	как говорят	2	5
669	существует и	1	5
670	знает что	1	5
671	которая не	1	5
672	этих случаях	2	5
673	единое и	1	5
674	говорится что	1	5
675	смысле что	1	5
676	они не	1	5
677	том числе	1	5
678	без этого	1	5
679	слова но	1	5
680	ту или	1	5
681	тому как	2	5
682	от того	3	5
683	лишь в	1	5
684	отношение к	3	5
685	только по	3	5
686	анализа и	1	5
687	и прежде	1	5
688	в известной	3	5
689	и был	2	4
690	как некоторого	1	4
691	понимается как	1	4
692	в духе	1	4
693	ни одна	2	4
694	именно о	1	4
695	меня в	1	4
696	даже просто	1	4
697	на эту	1	4
698	так например	6	4
699	не могли	2	4
700	своим собственным	1	4
701	о них	2	4
702	и те	2	4
703	к ним	1	4
704	именно так	1	4
705	на котором	2	4
706	время и	1	4
707	именно для	1	4
708	или иную	1	4
709	одно из	5	4
710	тем больше	1	4
711	бы только	1	4
712	в эту	1	4
713	должны были	1	4
714	любви и	1	4
715	он только	1	4
716	что никакой	1	4
717	xix в	12	4
718	целое и	2	4
719	особого рода	4	4
720	для нашего	1	4
721	можно назвать	1	4
722	этот образ	1	4
723	в свою	2	4
724	не быть	1	4
725	для нее	2	4
726	что такая	1	4
727	той же	4	4
728	бы никакого	1	4
729	этот последний	1	4
730	у них	2	4
731	но на	1	4
732	на отдельные	1	4
733	чтобы ее	1	4
734	с их	5	4
735	на нее	3	4
736	и совсем	1	4
737	здесь говорится	1	4
738	разница между	1	4
739	отличие от	4	4
740	то обстоятельство	1	4
741	э в	1	4
742	а главное	1	4
743	эту тему	1	4
744	однако для	1	4
745	это можно	1	4
746	очень трудно	1	4
747	новое и	1	4
748	можно говорить	3	4
749	дело с	9	4
750	во втором	2	4
751	остановиться на	1	4
752	требует от	1	4
753	за ним	1	4
754	например в	2	4
755	этого понятия	5	4
756	нельзя было	1	4
757	всегда и	1	4
758	конечно и	1	4
759	особенно важно	1	4
760	себе отчет	1	4
761	должен быть	4	4
762	наряду с	3	4
763	имеем дело	1	4
764	момент в	1	4
765	которыми мы	1	4
766	ее не	1	4
767	xx в	3	4
768	она и	1	4
769	для которой	1	4
770	прийти к	2	4
771	то для	1	4
772	здесь уже	1	4
773	которое в	2	4
774	смысле и	2	4
775	теми или	1	4
776	следовательно и	2	4
777	iv в	2	4
778	могло бы	2	4
779	вопроса о	1	4
780	именно потому	1	4
781	понятий в	1	4
782	мы называем	2	4
783	и никогда	1	4
784	и др	2	4
785	с чем	2	4
786	что без	1	4
787	бы оно	1	4
788	а как	5	4
789	которого мы	2	4
790	одном случае	1	4
791	к одной	1	4
792	которых мы	1	4
793	в сущности	3	4
794	этой точки	2	4
795	если это	2	4
796	свое значение	2	4
797	сразу и	1	4
798	это понятие	2	4
799	не потому	1	4
800	из него	2	4
801	только тем	1	4
802	мог бы	2	4
803	дает нам	1	4
804	и за	1	4
805	бы на	1	4
806	что к	2	4
807	самые разнообразные	1	4
808	и которая	1	4
809	перед собой	1	4
810	у древних	1	4
811	для нашей	1	4
812	что эти	1	4
813	до тех	1	4
814	в разных	7	4
815	так чтобы	3	4
816	таких случаях	1	4
817	что из	1	4
818	и часто	1	4
819	еще на	1	4
820	вообще все	1	4
821	одного из	1	4
822	только после	2	4
823	еще раз	2	3
824	зрения на	1	3
825	таковы например	1	3
826	и говорить	1	3
827	время не	2	3
828	иначе но	2	3
829	не столько	2	3
830	чтобы в	1	3
831	точном смысле	1	3
832	и именно	13	3
833	как об	9	3
834	в некотором	1	3
835	есть та	1	3
836	существует ли	1	3
837	оказалось что	2	3
838	всю эту	1	3
839	в до	2	3
840	значение только	1	3
841	языка в	5	3
842	представляет собой	14	3
843	времени в	3	3
844	одной и	2	3
845	от той	1	3
846	мы вообще	1	3
847	может ли	2	3
848	что существует	1	3
849	они должны	1	3
850	путь от	2	3
851	в атмосфере	1	3
852	в отдельных	1	3
853	для этой	1	3
854	мы видим	1	3
855	что уже	3	3
856	этом понятии	1	3
857	есть еще	3	3
858	совершенно ясно	1	3
859	чем в	3	3
860	вещей и	1	3
861	я и	1	3
862	подлинном смысле	1	3
863	больше всего	1	3
864	и представить	2	3
865	а для	1	3
866	ведь в	1	3
867	от которых	2	3
868	относится и	1	3
869	для целей	1	3
870	и никакого	1	3
871	них не	2	3
872	был в	2	3
873	образом в	1	3
874	до наших	2	3
875	его к	2	3
876	в какой-то	1	3
877	например что	3	3
878	его из	1	3
879	из таких	2	3
880	и далее	2	3
881	и та	1	3
882	понимать что	1	3
883	к выводу	7	3
884	разобраться в	1	3
885	что нет	2	3
886	от своего	1	3
887	разных областях	1	3
888	для познания	1	3
889	выражается в	1	3
890	произведение в	1	3
891	это требует	1	3
892	к какому	2	3
893	так называемая	2	3
894	сравнению с	4	3
895	в природе	1	3
896	самое же	2	3
897	мысли и	2	3
898	в очень	3	3
899	и заключается	4	3
900	по сравнению	4	3
901	в новой	1	3
902	не сам	1	3
903	каждой из	6	3
904	то все	1	3
905	со всей	3	3
906	речь идет	2	3
907	от других	2	3
908	на основании	5	3
909	тот факт	1	3
910	каждый из	2	3
911	же только	3	3
912	в отличие	4	3
913	котором мы	1	3
914	как предмет	1	3
915	к предмету	1	3
916	но есть	1	3
917	может не	1	3
918	не содержит	1	3
919	имел в	1	3
920	что будет	1	3
921	который как	1	3
922	нечто единое	1	3
923	чтобы был	1	3
924	пока не	2	3
925	то ясно	1	3
926	в каждой	2	3
927	в одной	1	3
928	этих двух	2	3
929	это конечно	1	3
930	и других	3	3
931	каждом из	1	3
932	до бесконечности	1	3
933	в самых	1	3
934	г и	1	3
935	всего то	3	3
936	для такого	1	3
937	одного и	2	3
938	различие в	1	3
939	место в	1	3
940	может и	1	3
941	данным словом	1	3
942	что было	1	3
943	науки о	9	3
944	здесь именно	1	3
945	выводу что	7	3
946	которая в	1	3
947	язык как	5	3
948	мы хорошо	1	3
949	в первом	5	3
950	а во-вторых	2	3
951	и требует	2	3
952	вещей в	1	3
953	смотреть на	5	3
954	более то	1	3
955	и такие	1	3
956	одно целое	2	3
957	и прочих	1	3
958	вот почему	3	3
959	и другой	1	3
960	имея в	1	3
961	с помощью	2	3
962	оно было	1	3
963	говорит что	1	3
964	превращается в	1	3
965	то как	1	3
966	всего что	1	3
967	поэтического образа	1	3
968	вернуться к	1	3
969	смысле не	1	3
970	быть в	5	3
971	языка как	2	3
972	речь о	1	3
973	от другой	3	3
974	в европе	1	3
975	здесь идет	1	3
976	смысле как	3	3
977	о ней	1	3
978	после того	2	3
979	время в	2	3
980	т е	40	3
981	и нужно	1	3
982	речь не	1	3
983	то только	1	3
984	что между	1	3
985	видит в	4	3
986	а к	1	3
987	типа и	1	3
988	чтобы его	1	3
989	должен был	4	3
990	вообще в	2	3
991	на этом	3	3
992	ли это	1	3
993	говорил о	1	3
994	в нечто	2	3
995	л в	1	3
996	в системе	1	3
997	известном смысле	3	3
998	в первой	1	3
999	значило бы	1	3
1000	для которых	3	3
1001	в подлинном	2	3
1002	а потому	5	3
1003	должна быть	2	3
1004	и должно	2	3
1005	и литературе	1	3
1006	истории в	2	3
1007	о которой	2	3
1008	из того	2	3
1009	отношений между	3	3
1010	заключается не	1	3
1011	в россии	1	3
1012	существует то	1	3
1013	понимать не	1	3
1014	действительность не	1	3
1015	которые у	1	3
1016	с ними	1	3
1017	направление в	3	3
1018	со стороны	16	3
1019	бы с	2	3
1020	язык и	3	3
1021	что каждая	2	3
1022	потому и	1	3
1023	о языке	6	3
1024	заметить что	1	3
1025	том же	2	3
1026	в и	4	3
1027	будет в	2	3
1028	бы нас	1	3
1029	чтобы этот	1	3
1030	в более	4	3
1031	возможно только	1	3
1032	как она	4	3
1033	помнить что	1	3
1034	как ее	1	3
1035	весь круг	1	3
1036	с историей	3	3
1037	мысли в	1	3
1038	содержаний и	1	3
1039	поскольку она	1	3
1040	только так	2	3
1041	на такие	2	3
1042	нуждается в	3	3
1043	она действительно	1	3
1044	в чисто	4	3
1045	форме и	1	3
1046	котором он	2	3
1047	однако с	2	2
1048	хорошо знаем	1	2
1049	и имеет	1	2
1050	самый принцип	1	2
1051	к действительности	2	2
1052	эта идея	1	2
1053	формы в	1	2
1054	именно она	1	2
1055	в большей	7	2
1056	какой бы	2	2
1057	в с	3	2
1058	и понимать	4	2
1059	из двух	4	2
1060	сам собой	1	2
1061	видно из	1	2
1062	этого типа	1	2
1063	по тому	1	2
1064	человеческой истории	1	2
1065	понять как	1	2
1066	котором можно	1	2
1067	но во	1	2
1068	что представляет	3	2
1069	цвета и	1	2
1070	могут не	2	2
1071	за собой	3	2
1072	предисловии к	1	2
1073	свою очередь	2	2
1074	так называемых	4	2
1075	искусстве и	1	2
1076	и начал	1	2
1077	в прошлом	2	2
1078	обратим внимание	2	2
1079	еще нет	1	2
1080	есть действительно	2	2
1081	он служит	1	2
1082	как этого	1	2
1083	и науки	3	2
1084	бы ее	2	2
1085	отдельные области	4	2
1086	о связи	1	2
1087	тут нет	1	2
1088	этих теорий	1	2
1089	но поскольку	1	2
1090	ближе к	2	2
1091	д все	2	2
1092	этой книги	2	2
1093	в гг	1	2
1094	но от	1	2
1095	в следующем	2	2
1096	такой точки	1	2
1097	такие которые	1	2
1098	случае и	1	2
1099	этого можно	1	2
1100	степени это	1	2
1101	выделить в	1	2
1102	и надо	1	2
1103	имеет очень	1	2
1104	выходящее за	1	2
1105	вопрос что	2	2
1106	всю ее	1	2
1107	ни при	1	2
1108	принять во	2	2
1109	при полной	1	2
1110	не означает	1	2
1111	что чем	2	2
1112	чтобы он	2	2
1113	науки а	4	2
1114	этой идеи	1	2
1115	не совпадает	2	2
1116	языке или	1	2
1117	также как	1	2
1118	подход к	1	2
1119	что есть	1	2
1120	который был	1	2
1121	есть ли	1	2
1122	и чем	2	2
1123	в число	2	2
1124	идея которая	1	2
1125	хотя сам	1	2
1126	до времени	1	2
1127	должны быть	1	2
1128	его содержание	1	2
1129	в картине	1	2
1130	по адресу	1	2
1131	содержанию своему	1	2
1132	равно не	1	2
1133	о природе	7	2
1134	языкознания и	1	2
1135	себе полный	1	2
1136	содержание и	1	2
1137	по отношению	4	2
1138	в краткой	1	2
1139	представляли себе	1	2
1140	в в	3	2
1141	и такая	1	2
1142	рода и	1	2
1143	у платона	1	2
1144	которого не	1	2
1145	возникает вопрос	2	2
1146	стремлений человека	1	2
1147	понимать их	1	2
1148	дело со	1	2
1149	к нашему	1	2
1150	если принять	1	2
1151	своей целью	2	2
1152	художественных произведений	2	2
1153	у меня	1	2
1154	из которой	2	2
1155	раз вполне	1	2
1156	в значении	1	2
1157	на которые	1	2
1158	широком смысле	8	2
1159	она может	1	2
1160	речи в	1	2
1161	имеет своим	1	2
1162	а уж	1	2
1163	содержанию и	1	2
1164	языка а	2	2
1165	в произведениях	1	2
1166	так называемое	2	2
1167	известной мере	2	2
1168	всего того	3	2
1169	своего рода	3	2
1170	в свое	3	2
1171	стоит на	1	2
1172	и многие	1	2
1173	зависит от	3	2
1174	нам не	2	2
1175	в определенном	1	2
1176	в каком-нибудь	1	2
1177	на одной	1	2
1178	на которой	1	2
1179	слова а	1	2
1180	участие в	1	2
1181	к самой	2	2
1182	на разные	1	2
1183	история и	3	2
1184	в стороне	1	2
1185	мы ее	1	2
1186	было до	1	2
1187	и этих	1	2
1188	возникает необходимость	1	2
1189	и со	2	2
1190	и могут	1	2
1191	и я	1	2
1192	мы убеждаемся	1	2
1193	эта связь	1	2
1194	говорит об	1	2
1195	а так	2	2
1196	и другого	1	2
1197	которые были	2	2
1198	на них	1	2
1199	и эти	1	2
1200	и всеми	1	2
1201	в предисловии	1	2
1202	такие же	1	2
1203	вв до	1	2
1204	не с	3	2
1205	лишь как	2	2
1206	д в	2	2
1207	слова или	1	2
1208	свою роль	1	2
1209	точного определения	1	2
1210	содержанием и	1	2
1211	что изучение	1	2
1212	ее выражение	1	2
1213	значении слова	1	2
1214	и художественного	1	2
1215	и эта	1	2
1216	то такая	1	2
1217	этом необходимо	1	2
1218	почему в	1	2
1219	и содержания	1	2
1220	в момент	1	2
1221	можно и	1	2
1222	роль и	1	2
1223	познания и	2	2
1224	самое понятие	1	2
1225	момента в	2	2
1226	которые хотя	1	2
1227	ее предмет	1	2
1228	приходит к	1	2
1229	всякого научного	1	2
1230	и была	1	2
1231	то сама	1	2
1232	самого понятия	1	2
1233	места и	1	2
1234	но пока	2	2
1235	что по	1	2
1236	духа в	1	2
1237	области но	1	2
1238	нечто вполне	1	2
1239	содержания но	1	2
1240	относиться к	1	2
1241	внешним образом	1	2
1242	известно что	1	2
1243	и сейчас	2	2
1244	было не	1	2
1245	дело заключается	2	2
1246	как та	1	2
1247	не должен	1	2
1248	этим не	1	2
1249	разных сторон	1	2
1250	мы установили	1	2
1251	вообще о	1	2
1252	настолько что	1	2
1253	именно такого	1	2
1254	уже более	1	2
1255	жизни как	2	2
1256	без того	1	2
1257	или очень	1	2
1258	от себя	3	2
1259	нем не	1	2
1260	большей степени	2	2
1261	на почве	5	2
1262	этого и	1	2
1263	которое он	1	2
1264	на язык	1	2
1265	здесь нужно	1	2
1266	не теряет	1	2
1267	ясно само	1	2
1268	ним в	1	2
1269	а и	1	2
1270	энциклопедии и	1	2
1271	значит не	1	2
1272	по образцу	1	2
1273	отношения между	1	2
1274	работы и	1	2
1275	действительности к	2	2
1276	них это	1	2
1277	в изображении	1	2
1278	также в	1	2
1279	человек в	1	2
1280	нет нужды	1	2
1281	он вовсе	1	2
1282	же здесь	1	2
1283	как например	6	2
1284	каждая такая	1	2
1285	текст и	3	2
1286	что отношения	1	2
1287	терминов но	1	2
1288	был уже	1	2
1289	творческой волей	1	2
1290	не дает	1	2
1291	или же	3	2
1292	не приходится	1	2
1293	и критика	1	2
1294	в учении	1	2
1295	нас с	1	2
1296	не место	2	2
1297	или без	1	2
1298	с большой	1	2
1299	т п	5	2
1300	сведения о	1	2
1301	которыми пользуется	1	2
1302	дает ему	1	2
1303	имеет дело	5	2
1304	что об	1	2
1305	на рубеже	2	2
1306	но вместо	1	2
1307	в содержании	2	2
1308	на каком-нибудь	2	2
1309	достаточно в	1	2
1310	самих себя	1	2
1311	как с	1	2
1312	которая по	1	2
1313	но также	16	2
1314	нас от	1	2
1315	вообще с	1	2
