N	2gram	Propp_Isto	SlovoVZh
140	в его	10	2
141	она не	6	2
142	это не	8	2
143	одной стороны	7	2
144	относится к	2	2
145	как уже	2	2
146	дело с	2	2
147	мы имеем	25	2
148	и дает	2	2
149	была бы	2	2
150	несколько подробнее	1	2
151	словом и	1	2
152	на него	7	2
153	тем как	1	2
154	кроме того	3	2
155	тогда когда	2	2
156	в себя	2	2
157	в формах	1	2
158	но тем	1	2
159	как это	6	2
160	те же	1	2
161	но все	9	2
162	мы в	4	2
163	и та	1	2
164	и что	14	2
165	что и	9	2
166	в отношении	1	2
167	в форме	3	2
168	же самое	3	2
169	на примере	1	2
170	другой стороны	7	2
171	и вполне	2	2
172	но что	2	2
173	в этих	17	2
174	можно найти	2	2
175	тому же	1	2
176	связь с	8	2
177	оно не	1	2
178	и притом	1	2
179	ко всем	1	2
180	нас же	2	2
181	на это	3	2
182	имеем в	4	2
183	в материале	1	2
184	к ним	4	2
185	и здесь	15	2
186	и все	1	2
187	но не	7	2
188	быть только	1	2
189	его как	2	2
190	не есть	2	2
191	слагается из	2	2
192	могут быть	5	2
193	с другими	2	2
194	в самое	1	2
195	до конца	1	2
196	не остается	1	2
197	стороны и	1	2
198	в своем	5	2
199	в какой	4	2
200	вместе с	13	2
201	между ними	2	2
202	в зависимости	3	2
203	лежит на	1	2
204	каком отношении	1	2
205	такой же	2	2
206	мы никогда	1	2
207	и так	3	2
208	можем сказать	1	2
209	до известной	1	2
210	себя и	2	2
211	известной степени	1	2
212	к этому	2	2
213	бы не	1	2
214	подчеркнуть что	2	2
215	между собой	4	2
216	же относится	2	2
217	он не	10	2
218	определить его	1	2
219	независимо от	1	2
220	но мы	2	2
221	точку зрения	3	2
222	как только	1	2
223	едва ли	2	2
224	ничего не	6	2
225	жизнью и	1	2
226	или иным	1	1
227	он пользуется	1	1
228	только тех	1	1
229	все в	2	1
230	мы обратимся	2	1
231	в русской	7	1
232	остается в	1	1
233	заключена в	1	1
234	себе в	1	1
235	то в	1	1
236	можно в	1	1
237	же деле	1	1
238	во всяком	1	1
239	она имеет	1	1
240	от него	1	1
241	это и	1	1
242	что они	13	1
243	видели в	1	1
244	его и	6	1
245	они действительно	1	1
246	является в	1	1
247	не назван	1	1
248	нему в	1	1
249	но можно	2	1
250	знают что	1	1
251	то он	2	1
252	во всех	3	1
253	вошли в	1	1
254	не зная	1	1
255	или он	4	1
256	только из	2	1
257	сторона дела	2	1
258	слово есть	1	1
259	а с	4	1
260	человеческого тела	1	1
261	др все	1	1
262	что оно	1	1
263	и он	4	1
264	явно не	1	1
265	этой задачи	1	1
266	его это	1	1
267	мы могли	2	1
268	это делает	2	1
269	та же	1	1
270	бы показать	1	1
271	силы принимают	1	1
272	с самого	4	1
273	дано в	1	1
274	образом мы	3	1
275	он или	1	1
276	все элементы	1	1
277	на этом	3	1
278	удалось показать	1	1
279	является и	1	1
280	сложную систему	1	1
281	них в	1	1
282	которой он	1	1
283	права и	1	1
284	от целого	1	1
285	не имеют	1	1
286	но из	1	1
287	нельзя было	1	1
288	как одно	1	1
289	и сейчас	1	1
290	материала в	1	1
291	должно быть	2	1
292	мы уже	7	1
293	дело может	1	1
294	к целому	1	1
295	ли он	3	1
296	нас не	3	1
297	значение и	2	1
298	мы берем	1	1
299	явление или	1	1
300	мы увидим	17	1
301	что этому	2	1
302	уверенностью сказать	1	1
303	и вот	2	1
304	от нее	1	1
305	не знают	5	1
306	она в	1	1
307	героя в	6	1
308	особого рода	1	1
309	дать только	1	1
310	в значительной	1	1
311	нам удалось	1	1
312	входит в	1	1
313	только как	1	1
314	случае мы	1	1
315	что уже	1	1
316	того чтобы	3	1
317	не должен	8	1
318	он как	1	1
319	в основе	4	1
320	и их	4	1
321	часто в	1	1
322	еще более	1	1
323	само нуждается	1	1
324	и иных	1	1
325	ту же	1	1
326	на основе	6	1
327	в другом	6	1
328	тому как	3	1
329	несмотря на	1	1
330	это только	1	1
331	характером этого	1	1
332	герой и	1	1
333	теряет свой	1	1
334	обстоит дело	4	1
335	он находится	2	1
336	высшую степень	1	1
337	с уверенностью	1	1
338	во многих	2	1
339	на одно	1	1
340	что это	12	1
341	в противном	1	1
342	хотя и	1	1
343	и тогда	3	1
344	совершенно необходимо	1	1
345	выделены из	1	1
346	форма не	1	1
347	этом отношении	1	1
348	в новой	2	1
349	о чем	1	1
350	мы должны	17	1
351	в ее	2	1
352	и тем	2	1
353	кажется что	1	1
354	остается только	1	1
355	остается при	1	1
356	сам по	1	1
357	все основные	1	1
358	и во-вторых	1	1
359	какой бы	1	1
360	в частности	3	1
361	говорит о	2	1
362	степени их	1	1
363	здесь на	2	1
364	можно создать	1	1
365	и больше	1	1
366	в изучении	1	1
367	не как	3	1
368	увидим что	8	1
369	и вся	1	1
370	эта сторона	1	1
371	пути в	4	1
372	совпадают с	1	1
373	должны быть	4	1
374	в качестве	8	1
375	и некоторые	1	1
376	или иных	1	1
377	ее нет	1	1
378	вступает в	2	1
379	одна сторона	2	1
380	не хочет	1	1
381	события которые	1	1
382	целого они	1	1
383	то мы	6	1
384	не высказывается	1	1
385	самом же	1	1
386	далее мы	1	1
387	в одном	8	1
388	в области	2	1
389	одно из	2	1
390	у нас	1	1
391	на которой	2	1
392	можно было	8	1
393	же не	3	1
394	в результате	2	1
395	к делу	2	1
396	и это	2	1
397	стороны его	2	1
398	этом направлении	1	1
399	ни одной	2	1
400	сводится к	1	1
401	но чтобы	1	1
402	для них	1	1
403	значительной степени	1	1
404	по мере	4	1
405	этом смысле	1	1
406	с ней	2	1
407	подобно тому	3	1
408	и тот	3	1
409	природу и	1	1
410	далеко не	1	1
411	только то	1	1
412	в современной	3	1
413	и которые	1	1
414	не вполне	3	1
415	явление но	1	1
416	у него	5	1
417	стороны как	1	1
418	понять ее	1	1
419	не на	2	1
420	в истории	2	1
421	не могут	3	1
422	что например	3	1
423	не существует	2	1
424	при помощи	2	1
425	в виде	2	1
426	к которой	2	1
427	там же	3	1
428	совершенно ясно	3	1
429	входят в	1	1
430	тот не	1	1
431	здесь имеет	2	1
432	от двух	1	1
433	отметить что	1	1
434	у нее	4	1
435	гораздо чаще	1	1
436	самого начала	4	1
437	еще один	3	1
438	всего нужно	1	1
439	непосредственно в	3	1
440	в большинстве	4	1
441	материала но	1	1
442	всей его	1	1
443	в конечном	2	1
444	со словами	1	1
445	мы здесь	8	1
446	так мы	1	1
447	это один	3	1
448	не было	3	1
449	когда мы	4	1
450	идет речь	2	1
451	связи с	10	1
452	им в	1	1
453	связанных с	2	1
454	сами по	1	1
455	возникает из	2	1
456	более или	5	1
457	он еще	1	1
458	или наконец	1	1
459	он имеет	2	1
460	рассматривать как	2	1
461	не приходят	1	1
462	здесь мы	9	1
463	с ее	2	1
464	время как	3	1
465	было бы	11	1
466	не знает	7	1
467	не событиям	1	1
468	к тому	6	1
469	к некоторому	1	1
470	нем и	1	1
471	люди не	1	1
472	не сливаются	1	1
473	другая форма	1	1
474	что можно	1	1
475	это позволит	1	1
476	задачи в	1	1
477	формы действительно	1	1
478	что здесь	9	1
479	равно как	1	1
480	так называемый	2	1
481	и мы	2	1
482	как мы	3	1
483	это мы	1	1
484	миром и	1	1
485	что она	10	1
486	и о	1	1
487	на который	1	1
488	еще другая	1	1
489	показать что	2	1
490	в высшую	1	1
491	этого нельзя	1	1
492	герою и	1	1
493	всегда имеет	1	1
494	как его	1	1
495	что для	1	1
496	и вне	1	1
497	если мы	4	1
498	он будет	1	1
499	на одну	1	1
500	тем же	1	1
501	него не	1	1
502	и эта	1	1
503	когда человек	1	1
504	он вдруг	1	1
505	найти в	1	1
506	наряду с	6	1
507	но есть	3	1
508	чрезвычайно важный	1	1
509	нем но	1	1
510	и во	1	1
511	именно в	5	1
512	только одна	2	1
513	уже на	2	1
514	и всего	1	1
515	все явления	1	1
516	они должны	3	1
517	то время	3	1
518	но эта	1	1
519	мы это	1	1
520	к другим	1	1
521	не можем	4	1
522	тесное родство	1	1
523	в таком	1	1
524	обратимся к	3	1
525	всех сторон	4	1
526	ясно это	1	1
527	следующим образом	1	1
528	например в	7	1
529	тот же	3	1
530	в высшей	1	1
531	к которому	5	1
532	имеем дело	1	1
533	с которой	2	1
534	оно всегда	1	1
535	характер и	1	1
536	нигде не	2	1
537	как о	2	1
538	не исчерпывает	1	1
539	значение этих	1	1
540	себе не	2	1
541	столь же	2	1
542	и она	4	1
543	же как	7	1
544	или даже	3	1
545	к пониманию	1	1
546	исходит из	3	1
547	из его	1	1
548	момент в	1	1
549	этих явлений	1	1
550	и прежде	1	1
551	ей в	2	1
552	выйти из	1	1
553	как будто	7	1
554	весь этот	1	1
555	на второй	1	1
556	что именно	1	1
557	есть только	3	1
558	человека или	1	1
559	противном случае	1	1
560	дальше и	1	1
561	но если	4	1
562	они не	8	1
563	при таком	2	1
564	них и	1	1
565	зрения не	1	1
566	на себя	2	1
567	от его	2	1
568	тех или	1	1
569	и утверждают	1	1
570	все более	1	1
571	бы им	1	1
572	только приобщившись	1	1
573	материала это	1	1
574	и только	4	1
575	один и	2	1
576	если этот	1	1
577	и героем	1	1
578	так называемая	3	1
579	по своей	2	1
580	на этих	1	1
581	в двух	1	1
582	пор мы	4	1
583	у которой	1	1
584	или иного	1	1
585	и оно	2	1
586	здесь же	2	1
587	друг друга	2	1
588	в эти	1	1
589	но уже	3	1
590	для этой	1	1
591	себе как	1	1
592	природой и	1	1
593	учитывать его	1	1
594	для этого	3	1
595	так если	2	1
596	можно с	1	1
597	как явление	2	1
598	не из	1	1
599	если она	1	1
600	легче всего	1	1
601	что пошел	1	1
602	не всегда	9	1
603	чтобы не	3	1
604	мы еще	4	1
605	в одной	3	1
606	в целом	3	1
607	одна форма	1	1
608	себя в	2	1
609	и из	2	1
610	или менее	5	1
611	в который	1	1
612	вовсе не	3	1
613	с соответствующими	1	1
614	сливаются в	1	1
615	другого и	1	1
616	не то	4	1
617	на эту	3	1
618	и сохраняет	1	1
619	не найдем	1	1
620	мы видели	4	1
621	перед нами	5	1
622	другую форму	2	1
623	же мы	1	1
624	который и	1	1
625	зато она	1	1
626	нет можно	1	1
627	не входят	1	1
628	которые в	3	1
629	только для	3	1
630	на них	2	1
631	высшей степени	1	1
632	важнейшая форма	1	1
633	можно только	1	1
634	понять эту	2	1
635	для анализа	1	1
