N	2gram	Propp_Isto	StatiiOP
193	и о	2	8
194	такой же	3	8
195	это в	2	8
196	и очень	2	7
197	о чем	1	7
198	по себе	3	7
199	представление о	3	7
200	отличается от	1	7
201	в это	1	7
202	не мог	2	7
203	не просто	4	7
204	в ее	1	7
205	в эту	1	7
206	как это	5	7
207	из этого	1	7
208	раньше чем	6	7
209	и то	4	7
210	нет никакого	1	7
211	то время	2	7
212	еще не	15	7
213	очень мало	1	7
214	что здесь	8	7
215	одной из	1	7
216	на этот	1	7
217	связан с	5	7
218	данном случае	6	7
219	уже в	1	7
220	мы находим	1	7
221	в виде	2	7
222	но с	1	7
223	материал для	1	7
224	что этот	4	7
225	говорит об	1	7
226	тем более	1	7
227	не все	7	7
228	с самого	1	7
229	этому поводу	1	7
230	отношению к	2	7
231	вплоть до	2	7
232	что за	3	6
233	случае в	2	6
234	же и	1	6
235	на его	5	6
236	д но	1	6
237	в некоторых	9	6
238	одно из	2	6
239	и сам	1	6
240	в жизни	3	6
241	говорить о	1	6
242	несколько примеров	3	6
243	по отношению	2	6
244	даже в	4	6
245	к нему	12	6
246	только не	2	6
247	том отношении	1	6
248	время как	2	6
249	же как	8	6
250	одном из	3	6
251	должно было	2	6
252	этот вопрос	3	6
253	его как	1	6
254	в себе	2	6
255	в особенности	3	6
256	и здесь	8	6
257	из которых	1	6
258	б в	1	6
259	и все	4	6
260	том смысле	1	6
261	обратить внимание	1	6
262	и во	1	6
263	что я	2	6
264	с его	1	6
265	мы не	3	6
266	и за	3	6
267	независимо от	3	6
268	по существу	3	6
269	но я	1	6
270	и я	1	6
271	в новом	1	6
272	должен быть	1	6
273	в одной	4	6
274	действующие лица	2	6
275	этих двух	2	6
276	за то	1	6
277	его не	3	6
278	что на	6	6
279	при этом	4	5
280	как говорит	1	5
281	не как	1	5
282	целый ряд	3	5
283	в числе	2	5
284	на эту	1	5
285	уже не	11	5
286	то это	5	5
287	одной стороны	2	5
288	во многих	2	5
289	но они	2	5
290	себе целью	1	5
291	конечно не	3	5
292	можно ли	3	5
293	самого начала	1	5
294	до того	1	5
295	без всякого	1	5
296	том чтобы	1	5
297	что именно	1	5
298	никакого сомнения	2	5
299	после того	5	5
300	с одной	2	5
301	хотя и	4	5
302	его в	7	5
303	не была	1	5
304	на себя	5	5
305	что не	3	5
306	даже не	2	5
307	в сторону	3	5
308	не при	1	5
309	это были	1	5
310	если не	2	5
311	в тех	3	5
312	она была	2	5
313	сомнения что	2	5
314	возможно что	7	5
315	и почему	1	5
316	столь же	1	5
317	всех этих	3	5
318	утверждать что	2	5
319	один из	7	5
320	должна быть	2	5
321	не на	2	5
322	за что	1	5
323	никто не	2	5
324	ни с	1	5
325	в очень	2	5
326	и если	3	5
327	не могло	1	5
328	нет и	1	5
329	не совсем	5	5
330	ее в	3	5
331	но если	2	5
332	это был	1	5
333	о значении	1	5
334	это и	4	5
335	такое же	4	5
336	на нее	4	5
337	а то	2	5
338	вообще не	2	5
339	является не	1	5
340	другом месте	1	5
341	и потому	2	5
342	и только	6	5
343	как он	1	5
344	можно найти	8	5
345	на это	4	5
346	к ней	4	5
347	одного из	2	5
348	как будто	2	5
349	что было	3	4
350	и другие	6	4
351	все что	4	4
352	в центре	1	4
353	только что	3	4
354	которые не	1	4
355	академии наук	1	4
356	что по	2	4
357	а именно	8	4
358	что ни	3	4
359	свою собственную	1	4
360	не имели	1	4
361	казалось бы	2	4
362	не существует	1	4
363	не могли	1	4
364	не всегда	7	4
365	и те	1	4
366	языка не	1	4
367	на него	4	4
368	эти вопросы	1	4
369	который в	1	4
370	мы видим	15	4
371	и он	2	4
372	и эти	5	4
373	как можно	1	4
374	тому же	4	4
375	будто бы	1	4
376	в таком	1	4
377	в связи	5	4
378	одна из	2	4
379	на этом	5	4
380	в свете	6	4
381	и у	6	4
382	могло бы	2	4
383	что как	2	4
384	пребывания в	7	4
385	но как	2	4
386	для его	1	4
387	очень часто	4	4
388	только с	2	4
389	должны быть	1	4
390	и тот	3	4
391	иметь в	1	4
392	в вольных	1	4
393	отношении что	1	4
394	общего с	1	4
395	которые были	1	4
396	показывает что	13	4
397	известно что	3	4
398	в форме	1	4
399	так или	1	4
400	сами по	1	4
401	они не	4	4
402	в наших	2	4
403	обращается к	1	4
404	как о	1	4
405	и так	3	4
406	от его	1	4
407	да и	2	4
408	по своей	1	4
409	ничего общего	1	4
410	все они	1	4
411	более чем	1	4
412	совпадает с	1	4
413	связана с	4	4
414	относится к	3	4
415	тех пор	1	4
416	говорят что	2	4
417	в обоих	1	4
418	не знает	2	4
419	состоит в	4	4
420	не для	1	4
421	начиная с	1	4
422	в образе	2	4
423	с нею	1	4
424	этого слова	3	4
425	это просто	1	4
426	могли быть	1	4
427	которые в	1	4
428	нет ни	1	4
429	находим и	1	4
430	как у	2	4
431	смысле этого	3	4
432	а на	5	4
433	или в	14	4
434	или иначе	1	4
435	ставит себе	1	4
436	за свою	1	4
437	более что	1	4
438	в ряде	1	4
439	случае не	1	4
440	этого вопроса	1	4
441	в такой	1	4
442	нисколько не	1	4
443	чем в	1	4
444	уступает место	1	4
445	он говорит	1	4
446	е в	2	4
447	а по	1	4
448	и их	4	4
449	что его	2	4
450	как мы	11	4
451	это место	1	4
452	же можно	2	4
453	же это	1	4
454	в эпоху	1	4
455	для этого	1	4
456	но для	2	4
457	е с	1	3
458	люди которые	1	3
459	от него	3	3
460	является в	2	3
461	е не	1	3
462	по тому	1	3
463	царь и	2	3
464	а у	2	3
465	которые по	1	3
466	а затем	6	3
467	не хочет	3	3
468	его от	3	3
469	то не	2	3
470	и которые	1	3
471	из нее	1	3
472	их в	6	3
473	здесь дело	2	3
474	смысл этого	1	3
475	говорит у	2	3
476	себе в	2	3
477	при всей	1	3
478	и дело	1	3
479	к этой	2	3
480	больше чем	1	3
481	о той	1	3
482	можно считать	1	3
483	именно такое	1	3
484	не должен	1	3
485	но эти	1	3
486	представляет собой	6	3
487	к своей	4	3
488	в руках	1	3
489	с помощью	1	3
490	о них	1	3
491	и была	1	3
492	видно что	5	3
493	его собственной	1	3
494	быть в	1	3
495	как я	1	3
496	все время	2	3
497	от них	5	3
498	на котором	2	3
499	нет никаких	2	3
500	не то	2	3
501	ему не	1	3
502	нельзя сказать	1	3
503	без всякой	1	3
504	на том	3	3
505	что при	3	3
506	шесть лет	1	3
507	бы что	2	3
508	является и	3	3
509	бы думать	1	3
510	столько же	1	3
511	говорит в	1	3
512	не очень	1	3
513	и некоторые	3	3
514	также в	2	3
515	и перед	1	3
516	и до	1	3
517	от этого	1	3
518	больше всего	1	3
519	в других	6	3
520	особенно в	2	3
521	бы в	1	3
522	эти слова	1	3
523	не дает	3	3
524	многих случаях	1	3
525	или же	2	3
526	не будет	1	3
527	в первую	1	3
528	в системе	1	3
529	не могла	3	3
530	совершенно так	4	3
531	его работе	1	3
532	им самим	1	3
533	тем и	1	3
534	или иное	1	3
535	не раз	2	3
536	это же	1	3
537	на который	1	3
538	образом в	2	3
539	в один	1	3
540	каждого из	1	3
541	при жизни	1	3
542	от нее	1	3
543	не были	1	3
544	представляют собой	5	3
545	это уже	3	3
546	вот как	2	3
547	из того	2	3
548	ниже в	3	3
549	со всеми	1	3
550	на полу	2	3
551	е как	1	3
552	если это	4	3
553	если я	3	3
554	к его	1	3
555	себя и	1	3
556	бы не	1	3
557	которая не	1	3
558	перед нами	4	3
559	отказался от	1	3
560	то и	7	3
561	это за	1	3
562	в свою	5	3
563	такие выражения	1	3
564	так чтобы	1	3
565	и и	6	3
566	на основе	1	3
567	у меня	5	3
568	а во	1	3
569	связанных с	4	3
570	заметить что	2	3
571	только при	1	3
572	здесь не	6	3
573	найти в	1	3
574	для суждения	1	3
575	он должен	3	3
576	как к	2	3
577	этом случае	8	3
578	попадает в	14	3
579	но на	1	3
580	в нашей	1	3
581	он делает	2	3
582	том числе	1	3
583	так в	8	3
584	он и	4	3
585	что так	2	3
586	неудивительно что	1	3
587	основана на	1	3
588	в русском	3	3
589	них и	1	3
590	иногда и	1	3
591	а к	1	3
592	но эта	2	3
593	это еще	2	3
594	и как	6	3
595	при таком	1	3
596	а иногда	1	3
597	к своему	3	3
598	это несомненно	1	3
599	его же	1	3
600	на них	2	3
601	диалог между	1	3
602	она не	4	3
603	задний план	1	3
604	здесь совершенно	1	3
605	когда он	2	3
606	только у	1	3
607	пошел по	1	3
608	от того	3	3
609	могло быть	3	3
610	в книге	1	3
611	которой можно	1	3
612	в плане	1	3
613	и ее	3	3
614	считает что	1	3
615	это можно	1	3
616	действительно не	1	3
617	в голову	1	3
618	и других	1	3
619	ли в	1	3
620	слова в	1	3
621	и наконец	1	3
622	не к	1	3
623	и уже	2	3
624	еще несколько	2	2
625	для всех	1	2
626	мы и	1	2
627	на тот	2	2
628	в момент	1	2
629	которая в	2	2
630	также не	1	2
631	в наследство	1	2
632	дело с	2	2
633	из всех	1	2
634	это значит	1	2
635	в разных	1	2
636	тем как	1	2
637	или нет	2	2
638	те же	2	2
639	точно так	8	2
640	остановиться на	1	2
641	не годится	4	2
642	по мере	2	2
643	на свой	1	2
644	жизнь в	1	2
645	по их	1	2
646	в сборнике	1	2
647	меня в	1	2
648	показаться что	1	2
649	уже выше	4	2
650	выражения как	1	2
651	обоих случаях	1	2
652	одновременно и	1	2
653	но очень	1	2
654	роль в	2	2
655	прочим и	2	2
656	есть только	4	2
657	он является	3	2
658	он по	2	2
659	и стал	1	2
660	было написано	1	2
661	всем его	1	2
662	на материале	1	2
663	а что	1	2
664	на этой	2	2
665	такие случаи	1	2
666	чтобы найти	1	2
667	и медный	1	2
668	следовало бы	1	2
669	которой он	3	2
670	входит в	1	2
671	выходит из	1	2
672	вот почему	3	2
673	и другой	1	2
674	очень широко	1	2
675	чего не	1	2
676	представлением о	1	2
677	связь между	2	2
678	превращается в	10	2
679	свою очередь	1	2
680	всего что	1	2
681	но этот	3	2
682	как правило	3	2
683	именно так	3	2
684	за него	3	2
685	имеем дело	1	2
686	в зависимости	1	2
687	именно на	2	2
688	это почти	1	2
689	тут же	4	2
690	бы это	1	2
691	для этой	1	2
692	но там	1	2
693	фольклорный материал	1	2
694	и всей	2	2
695	мы знаем	11	2
696	объясняется тем	1	2
697	с тех	1	2
698	в работах	1	2
699	следить за	2	2
700	с нашей	1	2
701	нигде не	1	2
702	по содержанию	1	2
703	то она	2	2
704	большой и	1	2
705	бы только	1	2
706	а за	1	2
707	и можно	1	2
708	с одним	2	2
709	указывает что	3	2
710	и она	5	2
711	и вместе	1	2
712	уже давно	2	2
713	между собой	2	2
714	к вопросу	1	2
715	на себе	1	2
716	действительности и	1	2
717	объяснения в	1	2
718	как иначе	1	2
719	несомненно в	1	2
720	доказывать что	2	2
721	ту же	2	2
722	с какой	1	2
723	уже к	1	2
724	этих трех	1	2
725	на нем	4	2
726	лет и	1	2
727	др в	1	2
728	в нее	2	2
729	не оставляют	1	2
730	когда мы	1	2
731	ни одной	3	2
732	в связь	2	2
733	это вовсе	1	2
734	или о	1	2
735	что есть	1	2
736	но нет	1	2
737	в общих	1	2
738	что только	1	2
739	и от	3	2
740	всю жизнь	2	2
741	не сразу	2	2
742	бы быть	1	2
743	его к	5	2
744	хотелось бы	2	2
745	который был	2	2
746	с ее	2	2
747	не случайно	2	2
748	он его	1	2
749	в одну	3	2
750	еще одно	1	2
751	какой же	1	2
752	она является	1	2
753	мы видели	18	2
754	быть и	3	2
755	были бы	1	2
756	с полной	1	2
757	не нашел	1	2
758	он уже	2	2
759	и этот	2	2
760	за ним	4	2
761	например что	1	2
762	был очень	1	2
763	к одной	1	2
764	надо сказать	1	2
765	его с	2	2
766	с такой	1	2
767	и кто	1	2
768	и при	2	2
769	говорит и	2	2
770	художественного творчества	1	2
771	тогда он	1	2
772	связанное с	2	2
773	никак не	1	2
774	ему все	1	2
775	хотя в	1	2
776	я могу	1	2
777	случаях в	1	2
778	для них	3	2
779	том значении	1	2
780	за это	2	2
781	спрашивает как	1	2
782	все его	1	2
783	к нам	1	2
784	на историческую	2	2
785	от своего	3	2
786	с ней	6	2
787	их и	4	2
788	и русская	1	2
789	это положение	1	2
790	показать что	1	2
791	о своей	1	2
792	совершенно правильно	1	2
793	героев и	1	2
794	и они	4	2
795	как не	2	2
796	историческое явление	2	2
797	состоит из	1	2
798	они говорят	1	2
799	из которого	3	2
800	пр но	1	2
801	своей жизни	1	2
802	было у	1	2
803	только одно	1	2
804	то он	1	2
805	чем же	1	2
806	а если	3	2
807	тех же	2	2
808	не имеют	2	2
809	за очень	2	2
810	еще на	2	2
811	не знаю	9	2
812	это то	1	2
813	этой работы	1	2
814	можно усмотреть	2	2
815	вышел из	1	2
816	зависимости от	1	2
817	в середине	1	2
818	только тогда	2	2
819	от других	1	2
820	для такой	1	2
821	тогда как	6	2
822	цели и	1	2
823	также с	1	2
824	в силе	1	2
825	и той	2	2
826	имеем в	6	2
827	соответствии с	1	2
828	или с	1	2
829	не за	1	2
830	их с	2	2
831	далеко не	3	2
832	видел в	1	2
833	у них	1	2
834	все с	1	2
835	тот же	2	2
836	с того	5	2
837	но есть	3	2
838	с каким	1	2
839	меня не	4	2
840	из этой	2	2
841	впрочем в	1	2
842	не означает	1	2
843	близок к	1	2
844	это делает	2	2
845	когда речь	1	2
846	только по	1	2
847	здесь есть	2	2
848	сам он	2	2
849	и вот	3	2
850	ли ты	1	2
851	в указанном	1	2
852	и этим	1	2
853	стола и	1	2
854	что собственно	1	2
855	которых он	1	2
856	этой мысли	1	2
857	где он	2	2
858	видеть в	3	2
859	на которой	3	2
860	собой в	1	2
861	как нечто	3	2
862	любопытно что	1	2
863	вот тебе	3	2
864	к которым	3	2
865	и тому	1	2
866	и эта	1	2
867	кто в	1	2
868	долгое время	2	2
869	как она	2	2
870	но нельзя	1	2
871	говорят о	2	2
872	становится понятным	3	2
873	перед собой	1	2
874	по своему	1	2
875	на все	2	2
876	но уже	1	2
877	в ином	6	2
878	что тот	1	2
879	совершенно ясно	2	2
880	другом случае	3	2
881	жизнь и	1	2
882	и тех	1	2
883	в малой	2	2
884	только к	1	2
885	понятно почему	1	2
886	в таких	3	2
887	глаза на	1	2
888	течение лет	1	2
889	ни один	2	2
890	здесь только	1	2
891	на другое	1	2
892	тому времени	1	2
893	что там	2	2
894	и может	1	2
895	выйти за	2	2
896	что действующие	1	2
897	это однако	1	2
898	в пределах	5	2
899	не должно	1	2
900	но вместе	1	2
901	показывает как	2	2
902	же самое	1	2
903	вступают в	4	2
904	в репертуаре	1	2
905	явление в	1	2
906	них нет	1	2
907	не верит	1	2
908	бы он	1	2
909	по моему	1	2
910	времени в	1	2
911	из другой	1	2
912	в эти	1	2
913	эти два	3	2
914	и совершенно	1	2
915	гл ii	1	2
916	с этих	1	2
917	переходил на	1	1
918	на большую	1	1
919	во всем	3	1
920	мы можем	10	1
921	которое однако	1	1
922	был и	1	1
923	несомненно что	2	1
924	дают в	2	1
925	не считает	1	1
926	хорошо и	1	1
927	чтобы дать	1	1
928	что почти	1	1
929	а когда	2	1
930	окрашены в	1	1
931	реже и	1	1
932	и стали	1	1
933	трудно сказать	1	1
934	героини и	1	1
935	которые состояли	1	1
936	он попадает	1	1
937	по всему	2	1
938	в подвал	1	1
939	смысле и	1	1
940	его за	1	1
941	вступает в	4	1
942	и социальной	1	1
943	его чтобы	1	1
944	забывает о	2	1
945	изображено как	1	1
946	ну вот	1	1
947	однако еще	1	1
948	что человек	1	1
949	одному из	2	1
950	который исследователями	1	1
951	только тот	1	1
952	за время	2	1
953	в открытом	1	1
954	особенно если	1	1
955	ссылкой на	1	1
956	точности соответствует	2	1
957	он отличается	1	1
958	впрочем это	1	1
959	с собой	4	1
960	лошади в	2	1
961	наш случай	1	1
962	в борьбе	1	1
963	он имеет	1	1
964	влюбляется в	2	1
965	случаях обычно	1	1
966	найти кого-нибудь	1	1
967	а она	3	1
968	так часто	4	1
969	которого можно	1	1
970	каким образом	1	1
971	не хотят	1	1
972	разные формы	1	1
973	еще некоторые	1	1
974	форму и	1	1
975	где они	2	1
976	качестве мотивировки	1	1
977	к более	2	1
978	уже на	3	1
979	см в	4	1
980	ходит по	1	1
981	если он	2	1
982	или другие	3	1
983	видно из	1	1
984	и другим	1	1
985	новая форма	2	1
986	в корне	1	1
987	правда в	1	1
988	всего с	1	1
989	там же	2	1
990	начинается с	3	1
991	в бою	1	1
992	в порядке	1	1
993	представляли собой	1	1
994	являются именно	1	1
995	бы теперь	1	1
996	относящихся сюда	1	1
997	становится особенно	1	1
998	не подвергались	1	1
999	этой стороны	2	1
1000	только частный	1	1
1001	не его	1	1
1002	их нельзя	1	1
1003	фольклоре это	1	1
1004	целый год	2	1
1005	где оно	1	1
1006	в дальнейшем	8	1
1007	догадку что	1	1
1008	поле в	1	1
1009	представляла собой	1	1
1010	с подобного	1	1
1011	перестает быть	1	1
1012	во дворец	2	1
1013	которые мы	1	1
1014	он находит	1	1
1015	у царя	1	1
1016	знал что	1	1
1017	где-то в	3	1
1018	редких случаях	1	1
1019	нельзя было	2	1
1020	сам не	1	1
1021	отсюда и	1	1
1022	этом мы	1	1
1023	служить и	1	1
1024	в русских	5	1
1025	д в	1	1
1026	в каких	1	1
1027	являются не	1	1
1028	а после	2	1
1029	теперь к	3	1
1030	что вся	1	1
1031	анализ этого	1	1
1032	одной и	2	1
1033	нам что	1	1
1034	когда она	1	1
1035	средних веков	1	1
1036	только на	2	1
1037	в плен	4	1
1038	приходит к	1	1
1039	играть не	1	1
1040	может поэтому	1	1
1041	себе и	2	1
1042	есть очень	2	1
1043	и отец	1	1
1044	которую здесь	1	1
1045	уже и	1	1
1046	не вполне	7	1
1047	что еще	2	1
1048	что ее	3	1
1049	дать ответ	2	1
1050	перед ним	1	1
1051	в глаза	2	1
1052	оно также	1	1
1053	с другим	1	1
1054	двух лет	1	1
1055	приходит на	2	1
1056	это означало	2	1
1057	так то	1	1
1058	к ним	1	1
1059	спрашивает что	1	1
1060	ней и	1	1
1061	вернуться к	1	1
1062	себе объяснения	1	1
1063	почему и	1	1
1064	он так	1	1
1065	она у	1	1
1066	наряду с	4	1
1067	они должны	1	1
1068	с большим	5	1
1069	такая же	1	1
1070	только самый	2	1
1071	и несомненно	1	1
1072	находится в	4	1
1073	материала к	1	1
1074	о причинах	1	1
1075	обратимся теперь	1	1
1076	материал в	1	1
1077	противоречие в	1	1
1078	чего она	1	1
1079	исходит из	1	1
1080	из трех	3	1
1081	каждое из	1	1
1082	это ничего	1	1
1083	и всякого	1	1
1084	в особой	1	1
1085	он сам	2	1
1086	с середины	1	1
1087	есть некоторые	2	1
1088	время ее	1	1
1089	идут в	1	1
1090	вопрос и	1	1
1091	же действительно	1	1
1092	о связи	5	1
1093	говорит следующее	1	1
1094	себя в	2	1
1095	есть также	1	1
1096	быта и	1	1
1097	доступ к	1	1
1098	смысле как	1	1
1099	о ней	2	1
1100	та и	1	1
1101	он все	5	1
1102	действуют как	1	1
1103	д все	1	1
1104	изловить и	1	1
1105	еще одну	3	1
1106	него как	1	1
1107	обо всем	1	1
1108	по возвращении	1	1
1109	не противоречит	5	1
1110	она и	1	1
1111	о двух	1	1
1112	один пример	1	1
1113	похожи на	1	1
1114	жить в	3	1
1115	и реже	1	1
1116	указать на	4	1
1117	но еще	1	1
1118	к себе	3	1
1119	в состоянии	2	1
1120	это человеческая	1	1
1121	в поисках	2	1
1122	еще больше	1	1
1123	и братских	1	1
1124	узком смысле	1	1
1125	обращаются с	2	1
1126	а и	1	1
1127	то для	1	1
1128	более поздних	2	1
1129	вероятно он	1	1
1130	обычно не	1	1
1131	о себе	3	1
1132	довольно ясно	1	1
1133	своем пути	1	1
1134	не соответствует	1	1
1135	гл iii	2	1
1136	обратил внимание	1	1
1137	чтобы иметь	1	1
1138	тесно связан	1	1
1139	е г	1	1
1140	на площадь	1	1
1141	с другими	1	1
1142	и один	3	1
1143	одна с	1	1
1144	сколько бы	1	1
1145	так не	1	1
1146	в особых	1	1
1147	в отдельные	1	1
1148	подходит к	1	1
1149	культуру и	1	1
1150	эта голова	1	1
1151	что после	2	1
1152	они любят	1	1
1153	в несколько	2	1
1154	в народных	1	1
1155	случаях это	2	1
1156	состояли из	1	1
1157	из приведенных	3	1
1158	и говорит	10	1
1159	два типа	2	1
1160	пожалуй ни	1	1
1161	тут и	1	1
1162	всем что	2	1
1163	на одну	2	1
1164	по которому	1	1
1165	здесь же	1	1
1166	на заре	1	1
1167	он берет	1	1
1168	так много	1	1
1169	между ними	1	1
1170	но иногда	1	1
1171	встречается в	2	1
1172	большинстве случаев	3	1
1173	из четырех	1	1
1174	и герои	1	1
1175	века в	1	1
1176	связь этого	1	1
1177	где уже	1	1
1178	нечто цельное	1	1
1179	ней вполне	1	1
1180	в себя	3	1
1181	в упомянутой	1	1
1182	был не	1	1
1183	например как	1	1
1184	полагает что	1	1
1185	его тело	2	1
1186	вопрос что	1	1
1187	кого же	1	1
1188	историческим материалом	1	1
1189	свою историческую	1	1
1190	и стоит	1	1
1191	с образом	1	1
1192	но можно	1	1
1193	это вполне	1	1
1194	и быть	1	1
1195	что отношения	1	1
1196	увидим ниже	4	1
1197	как они	1	1
1198	при себе	1	1
1199	только путем	1	1
1200	в исторической	3	1
1201	был уже	1	1
1202	дана в	1	1
1203	бы она	2	1
1204	случаев в	2	1
1205	виде эта	1	1
1206	близко к	1	1
1207	чтобы он	3	1
1208	такую большую	1	1
1209	на новый	1	1
1210	особого рода	3	1
1211	как новое	1	1
1212	мне его	1	1
1213	зрелости и	1	1
1214	на другой	3	1
1215	в работе	3	1
1216	гостям но	1	1
1217	не говорят	2	1
1218	не один	2	1
1219	понимать в	1	1
1220	изучить все	1	1
1221	человека как	1	1
1222	речи и	1	1
1223	на которых	2	1
1224	это по	1	1
1225	это отдельные	1	1
1226	в городе	1	1
1227	к самому	1	1
1228	неподалеку от	1	1
1229	никого не	3	1
1230	мысль что	1	1
1231	от которых	2	1
1232	в желании	1	1
1233	и та	1	1
1234	из каких	1	1
1235	так далеко	1	1
1236	и является	1	1
1237	она до	1	1
1238	эти материалы	3	1
1239	в приведенном	1	1
1240	уже потому	1	1
1241	русском фольклоре	2	1
1242	и хотя	1	1
1243	дает их	1	1
1244	однако что	4	1
1245	обстановка и	1	1
1246	в современной	2	1
1247	из нас	1	1
1248	и другая	1	1
1249	это может	1	1
1250	что бы	1	1
1251	его голову	1	1
1252	над ним	1	1
1253	те члены	1	1
1254	я буду	2	1
1255	в известных	1	1
1256	но тут	1	1
1257	сравнительно с	1	1
1258	должны были	4	1
1259	холм и	2	1
1260	нас теперь	1	1
1261	мы здесь	7	1
1262	вопрос можно	1	1
1263	этот период	1	1
1264	прийти в	1	1
1265	могла бы	1	1
1266	и голова	3	1
1267	того кто	1	1
1268	и несколько	1	1
1269	несколько лет	3	1
1270	почему же	1	1
1271	он в	3	1
1272	с просьбами	1	1
1273	сходные с	1	1
1274	быть установлены	1	1
1275	однако в	1	1
1276	этой форме	1	1
1277	известна и	1	1
1278	внимание и	1	1
1279	друг другу	2	1
1280	о его	2	1
1281	также имеют	1	1
1282	иногда это	1	1
1283	его отца	1	1
1284	нашей точки	1	1
1285	это те	1	1
1286	форм в	1	1
1287	и есть	3	1
1288	мы будем	1	1
1289	в некотором	3	1
1290	ты мне	1	1
1291	итак в	1	1
1292	показывают что	1	1
1293	для тебя	1	1
1294	в силу	2	1
1295	ней в	2	1
1296	представлением об	2	1
1297	мы теперь	1	1
1298	действительно есть	2	1
1299	же мы	2	1
1300	в совершенно	1	1
1301	которых нельзя	1	1
1302	ненужное и	1	1
1303	сказать о	1	1
1304	суждения об	1	1
1305	это совершенно	1	1
1306	материалов в	1	1
1307	таких примеров	2	1
1308	для чего	1	1
1309	выйдя из	1	1
1310	разве только	1	1
1311	очень рано	1	1
1312	нам кажется	1	1
1313	по наследству	2	1
1314	это он	1	1
1315	чем обычно	1	1
1316	где мы	1	1
1317	мы до	1	1
