N	2gram	Propp_Isto	Russkaja
242	она не	3	2
243	другом и	1	2
244	но даже	1	2
245	в ней	4	2
246	во многих	2	2
247	не играет	1	2
248	и тогда	1	2
249	такое стремление	1	2
250	и тем	4	2
251	быть и	1	2
252	в частности	3	2
253	для нее	2	2
254	а не	9	2
255	но она	2	2
256	только на	2	2
257	в противоречие	1	2
258	есть и	6	2
259	в силу	2	2
260	точно так	2	2
261	и что	15	2
262	не должен	1	2
263	время когда	1	2
264	и тот	3	2
265	на основании	1	2
266	этого не	2	2
267	людей и	1	2
268	у других	1	2
269	в начале	2	2
270	по отношению	3	2
271	тем самым	3	2
272	и те	2	2
273	этот вопрос	3	2
274	от своей	1	2
275	существование в	1	2
276	отметить что	2	2
277	у народов	6	2
278	состоит в	1	2
279	только с	1	2
280	друг другу	1	2
281	пути к	1	2
282	их к	1	2
283	приводят к	2	2
284	этом и	2	2
285	смотрят на	1	2
286	совершенно таким	1	2
287	и от	5	2
288	но в	7	2
289	и есть	2	2
290	по этому	3	2
291	так что	6	2
292	принадлежность к	1	2
293	и о	2	2
294	если они	4	2
295	согласиться с	2	2
296	как будто	4	2
297	бы ни	1	2
298	всех народов	1	2
299	в области	3	2
300	это в	3	2
301	некоторых из	1	2
302	стоящий на	1	2
303	другим народам	1	2
304	но это	5	2
305	во время	7	2
306	будет в	1	2
307	не просто	3	2
308	не можем	3	2
309	и наконец	6	2
310	эта работа	1	2
311	к нему	8	2
312	когда он	5	1
313	тем не	4	1
314	всего в	1	1
315	то этим	2	1
316	строя и	2	1
317	трудно сказать	1	1
318	и весь	1	1
319	связан с	5	1
320	союзе с	1	1
321	однако и	1	1
322	общественное мнение	1	1
323	обе стороны	2	1
324	государство и	1	1
325	как это	6	1
326	что его	2	1
327	ее и	2	1
328	а другие	1	1
329	еще одну	1	1
330	этой задачи	3	1
331	один из	7	1
332	что у	6	1
333	в жертву	1	1
334	за ним	3	1
335	и конечно	1	1
336	ничем не	2	1
337	от религии	1	1
338	не поддается	1	1
339	хотелось бы	1	1
340	на эти	2	1
341	нет ни	2	1
342	же и	1	1
343	они не	4	1
344	вообще не	4	1
345	к пребыванию	1	1
346	то есть	1	1
347	на тех	1	1
348	но из	1	1
349	а по	2	1
350	это будет	1	1
351	роль и	1	1
352	которые не	2	1
353	нас не	2	1
354	отношению к	3	1
355	где это	2	1
356	собой в	1	1
357	они имеют	1	1
358	мы не	10	1
359	на ее	1	1
360	других странах	1	1
361	в состоянии	4	1
362	нужно бросить	1	1
363	отличное от	1	1
364	с этой	7	1
365	это не	14	1
366	он как	3	1
367	мы знаем	4	1
368	при переходе	3	1
369	народов но	1	1
370	начале этой	1	1
371	можно назвать	1	1
372	случае совершенно	1	1
373	даже в	2	1
374	то у	1	1
375	прийти к	1	1
376	от которого	2	1
377	не для	1	1
378	переносится в	2	1
379	силы на	1	1
380	ни было	1	1
381	уже знаем	5	1
382	бы на	1	1
383	которых как	1	1
384	в разных	1	1
385	а это	1	1
386	и результаты	1	1
387	что при	3	1
388	и оба	1	1
389	в ее	3	1
390	с некоторым	1	1
391	которой они	2	1
392	это обстоятельство	2	1
393	эти задачи	7	1
394	для борьбы	1	1
395	только часто	1	1
396	так и	8	1
397	он на	3	1
398	те же	2	1
399	действительно можно	1	1
400	и за	1	1
401	то самое	2	1
402	все свое	1	1
403	в полном	1	1
404	не хочет	1	1
405	не меняется	1	1
406	не простой	1	1
407	не столько	4	1
408	случай как	1	1
409	силу и	3	1
410	борьбы с	1	1
411	смысле этого	1	1
412	в состав	1	1
413	но на	1	1
414	тому же	1	1
415	там в	3	1
416	церковь и	1	1
417	совершенно ясно	8	1
418	может но	1	1
419	а на	2	1
420	связь с	7	1
421	а там	2	1
422	как наши	1	1
423	ним с	1	1
424	что ни	2	1
425	он имеет	2	1
426	или не	1	1
427	здесь мы	11	1
428	в которой	2	1
429	пребыванию в	1	1
430	и некоторые	2	1
431	а о	1	1
432	как видно	1	1
433	в свои	3	1
434	что к	1	1
435	основывается и	1	1
436	можно согласиться	1	1
437	с ней	4	1
438	что по	2	1
439	это положение	2	1
440	заключается не	1	1
441	показать что	1	1
442	может видеть	1	1
443	только сам	1	1
444	два вида	1	1
445	на свою	1	1
446	дело в	1	1
447	мысль о	1	1
448	из двух	1	1
449	оно есть	2	1
450	тоже будут	1	1
451	что не	3	1
452	они их	1	1
453	формы жизни	1	1
454	эта опасность	1	1
455	и другое	4	1
456	а если	3	1
457	окрашено в	1	1
458	а то	1	1
459	из всего	3	1
460	и действительно	4	1
461	превращается в	10	1
462	представление о	9	1
463	очевидно что	1	1
464	здесь же	3	1
465	пор мы	3	1
466	если он	5	1
467	выход из	1	1
468	в жизни	2	1
469	случае не	1	1
470	человек и	1	1
471	тем же	1	1
472	она и	3	1
473	на другую	2	1
474	в союзе	1	1
475	и без	1	1
476	в связи	3	1
477	к самому	2	1
478	похож на	1	1
479	свой взор	2	1
480	с ними	2	1
481	этой цели	1	1
482	если и	1	1
483	есть та	2	1
484	же как	6	1
485	но по	2	1
486	или даже	3	1
487	только то	1	1
488	между прочим	3	1
489	к другу	1	1
490	при ближайшем	1	1
491	в одно	2	1
492	и вопрос	1	1
493	того ни	1	1
494	другом месте	2	1
495	ближайшем рассмотрении	1	1
496	соединяется с	1	1
497	себе можно	1	1
498	в которых	2	1
499	есть только	1	1
500	однако это	1	1
501	не менее	5	1
502	этим самым	3	1
503	этого слова	1	1
504	перед собой	1	1
505	участвовать в	1	1
506	без ее	1	1
507	от этого	2	1
508	по своему	1	1
509	на все	1	1
510	того и	1	1
511	этого вопроса	2	1
512	со своей	2	1
513	стоят на	1	1
514	если этот	1	1
515	дело так	1	1
516	по своим	3	1
517	должно было	2	1
518	прочим и	2	1
519	как не	1	1
520	в свете	4	1
521	древних греков	1	1
522	вот на	1	1
523	всей той	1	1
524	а церковь	1	1
525	которая сама	1	1
526	и это	9	1
527	а только	1	1
528	европы и	1	1
529	из одного	3	1
530	в обстановке	1	1
531	принимать участие	1	1
532	начал с	1	1
533	об этом	7	1
534	должен быть	2	1
535	рассмотренные нами	1	1
536	и стал	4	1
537	своей жизни	1	1
538	к ложному	1	1
539	она требует	1	1
540	так например	5	1
541	и у	3	1
542	как только	5	1
543	вовсе не	6	1
544	этой власти	1	1
545	представляется в	1	1
546	на другие	1	1
547	искусство и	1	1
548	на первый	6	1
549	в одной	3	1
550	тем более	2	1
551	перед нами	4	1
552	связано с	7	1
553	казалось бы	1	1
554	и другого	1	1
555	бы в	1	1
556	на них	1	1
557	первый взгляд	5	1
558	причем эти	1	1
559	такое положение	2	1
560	что эти	4	1
561	у которых	1	1
562	и дело	2	1
563	и хочет	1	1
564	может иметь	1	1
565	можно сказать	3	1
566	но все	5	1
567	человека в	1	1
568	но как	4	1
569	и эти	5	1
570	это конечно	2	1
571	ее к	2	1
572	и других	2	1
573	в полной	1	1
574	в основе	2	1
575	помощи которых	1	1
576	может создать	1	1
577	по которому	2	1
578	все три	1	1
579	язык и	1	1
580	становится и	2	1
581	ни у	1	1
582	своей собственной	1	1
583	в очень	3	1
584	тех же	2	1
585	свои личные	2	1
586	свое место	2	1
587	мы рассмотрели	1	1
588	нельзя было	1	1
589	он был	2	1
590	нас и	1	1
591	это как	2	1
592	силы и	1	1
593	то и	6	1
594	доказать что	1	1
595	с новыми	1	1
596	такие люди	1	1
597	представления о	13	1
598	она могла	1	1
599	в свою	1	1
600	входит в	1	1
601	ни один	1	1
602	но тогда	1	1
603	связь и	2	1
604	не видят	2	1
605	неблагоприятных условиях	1	1
606	ту же	3	1
607	не по	2	1
608	которые и	1	1
609	но при	2	1
610	не удастся	1	1
611	в китае	3	1
612	однако ни	1	1
613	главное и	1	1
614	вступление в	2	1
615	а после	2	1
616	не должны	1	1
617	первый случай	1	1
618	и задача	1	1
619	не всегда	6	1
620	своим собственным	1	1
621	не сам	1	1
622	или все	1	1
623	можно формулировать	1	1
624	тогда все	1	1
625	а ее	1	1
626	в руках	2	1
627	сознании и	1	1
628	только тогда	1	1
629	имеет в	1	1
630	может принимать	1	1
631	у народа	2	1
632	себя не	1	1
633	что касается	1	1
634	к такой	1	1
635	на нем	1	1
636	и вся	1	1
637	не могло	2	1
638	другим и	1	1
639	и их	1	1
640	не исключает	1	1
641	что эта	1	1
642	всех других	2	1
643	на его	6	1
644	народов у	1	1
645	силы в	1	1
646	в различных	3	1
647	в индии	2	1
648	не могла	1	1
649	и когда	2	1
650	задачи и	3	1
651	ее с	2	1
652	эта задача	5	1
653	но дело	1	1
654	стороны и	4	1
655	всякие попытки	1	1
656	дать ему	2	1
657	может сделать	1	1
658	от своего	2	1
659	вот в	2	1
660	по своей	1	1
661	что отдельные	1	1
662	он есть	1	1
663	этих случаях	18	1
664	должны были	4	1
665	а во	1	1
666	в странах	1	1
667	на свое	2	1
668	ему задачи	1	1
669	им в	2	1
670	он весь	1	1
671	могла бы	1	1
672	на ней	5	1
673	с ее	1	1
674	с другой	20	1
675	много есть	1	1
676	как мы	6	1
677	к ним	3	1
678	же должны	2	1
679	же самое	1	1
680	роли не	1	1
681	к ней	3	1
682	без всякого	2	1
683	со своими	1	1
684	природы и	1	1
685	которых он	2	1
686	ее не	1	1
687	что во	2	1
688	у всех	1	1
689	если мы	1	1
690	чтобы они	1	1
691	тот кто	5	1
692	мог бы	1	1
693	от которой	1	1
694	могут быть	3	1
695	с большим	1	1
696	формы в	1	1
697	и личные	1	1
698	именно так	1	1
699	и все	6	1
700	условиях и	1	1
701	играют в	1	1
702	на него	3	1
703	должны быть	4	1
704	у некоторых	2	1
705	может оказаться	1	1
706	только при	1	1
707	эту мысль	1	1
708	означало бы	1	1
709	в зависимости	3	1
710	это делалось	1	1
711	на этот	4	1
712	также как	2	1
713	он может	4	1
714	чтобы все	2	1
715	такой же	3	1
716	сведения о	1	1
717	происходит в	3	1
718	нечего и	1	1
719	чаще всего	8	1
720	же мы	6	1
721	те кто	1	1
722	об этой	2	1
723	важно отметить	1	1
724	от них	2	1
725	оно может	3	1
726	в царстве	4	1
727	на место	2	1
728	к этому	5	1
729	оказывается что	3	1
730	этих задач	5	1
731	образом оказывается	1	1
732	стать на	1	1
733	связаны с	4	1
734	может и	1	1
735	для чего	1	1
736	не удалось	1	1
737	разницей что	1	1
738	же он	1	1
739	того же	3	1
740	совместной борьбе	1	1
741	в самой	1	1
742	в один	2	1
743	дает ему	2	1
744	он с	1	1
745	в лице	1	1
746	в одну	3	1
747	был в	2	1
748	что на	1	1
749	есть не	1	1
750	потом и	1	1
751	они были	1	1
752	никак не	2	1
753	прямо в	1	1
754	от ее	1	1
755	суть дела	1	1
