N	2gram	Losev_Prob	Sovremen
214	и все-таки	3	1
215	но как	6	1
216	и живой	1	1
217	развиваться дальше	1	1
218	делать так	1	1
219	чем же	7	1
220	случае такого	1	1
221	только из	1	1
222	не является	19	1
223	в данном	14	1
224	это конечно	1	1
225	до сих	4	1
226	только к	4	1
227	все его	1	1
228	при условии	4	1
229	бы к	3	1
230	он уже	1	1
231	принадлежит только	1	1
232	еще раз	2	1
233	и более	6	1
234	угодно и	1	1
235	по преимуществу	1	1
236	живых существ	1	1
237	в любом	3	1
238	хотя конечно	1	1
239	все элементы	1	1
240	необходимости возникновения	1	1
241	возникновения и	1	1
242	через несколько	1	1
243	от его	4	1
244	есть такой	1	1
245	что иное	6	1
246	ведь именно	1	1
247	в процессе	2	1
248	данном случае	12	1
249	и красота	1	1
250	ведь в	2	1
251	в очень	2	1
252	не имеют	4	1
253	связи с	10	1
254	приходится сказать	1	1
255	например у	1	1
256	здесь нет	1	1
257	раз и	6	1
258	в самый	1	1
259	первом же	1	1
260	живое существо	4	1
261	если в	1	1
262	и эту	1	1
263	если понимать	1	1
264	что сказать	1	1
265	можно взять	1	1
266	почти у	1	1
267	указать на	1	1
268	должно быть	1	1
269	мы уже	4	1
270	к области	1	1
271	это как	1	1
272	несколько слов	1	1
273	общего и	8	1
274	человек и	1	1
275	мы получили	1	1
276	где это	1	1
277	значение но	2	1
278	с бесконечным	2	1
279	для ее	3	1
280	жизни вообще	1	1
281	роли и	1	1
282	всего человек	1	1
283	же процесс	1	1
284	идет о	1	1
285	она не	3	1
286	да еще	3	1
287	на ее	2	1
288	она в	2	1
289	но еще	1	1
290	и критику	1	1
291	ровно ничего	2	1
292	можно дробить	1	1
293	что уже	1	1
294	одной стороны	2	1
295	и ни	5	1
296	только своей	1	1
297	им термины	1	1
298	это то	3	1
299	ничто не	2	1
300	мы имеем	7	1
301	и у	2	1
302	быть в	2	1
303	если у	1	1
304	и речи	1	1
305	в другом	4	1
306	совсем не	4	1
307	несмотря на	4	1
308	это только	2	1
309	том как	4	1
310	может выполнять	1	1
311	в ней	12	1
312	из всех	1	1
313	ни было	5	1
314	на второй	1	1
315	своими собственными	1	1
316	а может	3	1
317	это значит	12	1
318	хотя и	9	1
319	с другой	14	1
320	и тогда	3	1
321	а это	6	1
322	в этот	1	1
323	подчеркнуть что	1	1
324	с ним	11	1
325	она уже	3	1
326	это уже	4	1
327	что вся	2	1
328	он не	10	1
329	кроме того	5	1
330	еще следующее	1	1
331	себя самого	1	1
332	за собой	1	1
333	и той	2	1
334	никакому сомнению	1	1
335	одной и	2	1
336	строится эта	1	1
337	какой бы	2	1
338	не будет	3	1
339	что с	1	1
340	только фактически	1	1
341	дело если	2	1
342	те или	9	1
343	что дело	2	1
344	одинаково возможны	1	1
345	далее что	1	1
346	в область	1	1
347	мы в	6	1
348	и вся	2	1
349	поэтому в	2	1
350	только на	6	1
351	но они	4	1
352	общим характером	1	1
353	или иные	6	1
354	и всегда	2	1
355	элементов а	2	1
356	бы так	1	1
357	всего мы	1	1
358	нужно сказать	1	1
359	остановиться на	1	1
360	все что	1	1
361	и та	1	1
362	правда и	1	1
363	какую бы	1	1
364	если нет	2	1
365	данного элемента	1	1
366	для объяснения	1	1
367	можем ли	1	1
368	и при	2	1
369	объяснения всех	1	1
370	в известном	3	1
371	собою ясно	1	1
372	на самом	13	1
373	здесь в	3	1
374	на которой	1	1
375	самое что	1	1
376	что каждый	1	1
377	для них	4	1
378	определенным образом	3	1
379	сколько угодно	4	1
380	из нескольких	1	1
381	можно было	7	1
382	xix века	2	1
383	термин этот	1	1
384	и наиболее	1	1
385	разобраться в	1	1
386	ни в	17	1
387	но только	10	1
388	случае он	1	1
389	новое время	1	1
390	и действительное	1	1
391	как всякая	1	1
392	и от	11	1
393	в начале	3	1
394	нами в	2	1
395	факт что	1	1
396	говорить что	1	1
397	но отнюдь	2	1
398	этого объяснения	1	1
399	стороны и	3	1
400	конечно не	3	1
401	и ничего	1	1
402	весь мир	2	1
403	и само	1	1
404	и тот	2	1
405	ценность и	1	1
406	но что	3	1
407	и те	1	1
408	только в	33	1
409	тот факт	1	1
410	в совершенно	1	1
411	которая не	3	1
412	отличать от	2	1
413	этот вопрос	3	1
414	функции в	1	1
415	все равно	6	1
416	существующими в	1	1
417	и может	4	1
418	так же	11	1
419	которых она	2	1
420	конечно нет	1	1
421	чего же	4	1
422	его в	4	1
423	ведь если	3	1
424	явления то	1	1
425	с понятием	4	1
426	отметить что	1	1
427	или как	4	1
428	себе в	5	1
429	чем в	2	1
430	за такое	1	1
431	назвать в	1	1
432	в своих	2	1
433	наконец мы	1	1
434	не представляет	1	1
435	не было	6	1
436	в предыдущей	1	1
437	строго отличать	1	1
438	без всяких	1	1
439	всегда и	1	1
440	на это	1	1
441	если бы	9	1
442	лишено всякой	1	1
443	не знает	1	1
444	или в	7	1
445	из одной	1	1
446	очень мало	2	1
447	много и	2	1
448	ничего общего	7	1
449	определяет собою	1	1
450	образом если	1	1
451	равно как	2	1
452	ни о	8	1
453	к одному	1	1
454	наших дней	1	1
455	промежуток времени	1	1
456	и еще	2	1
457	что его	3	1
458	в гости	1	1
459	и цельное	1	1
460	как его	1	1
461	может ли	2	1
462	понятия и	2	1
463	мы говорим	8	1
464	но эта	4	1
465	исчезает из	1	1
466	для каждого	2	1
467	дело в	6	1
468	крайней мере	9	1
469	собой но	1	1
470	известном смысле	1	1
471	сами по	8	1
472	одного из	1	1
473	о каком	2	1
474	природы и	3	1
475	же как	5	1
476	идти некуда	1	1
477	по существу	2	1
478	сказать что	24	1
479	и эта	1	1
480	быть только	1	1
481	и им	1	1
482	в ту	2	1
483	при одном	1	1
484	но для	3	1
485	мы надеемся	1	1
486	так называемое	1	1
487	и благодаря	1	1
488	когда и	1	1
489	именно в	4	1
490	уже на	1	1
491	ее даже	1	1
492	и начала	2	1
493	и действительно	2	1
494	такое же	1	1
495	и до	3	1
496	совсем иное	1	1
497	представление о	1	1
498	именно таковы	1	1
499	это делает	1	1
500	мы это	1	1
501	на какое-нибудь	1	1
502	виде и	3	1
503	образом одна	1	1
504	благодаря этому	1	1
505	для науки	2	1
506	или скажем	1	1
507	этого можно	1	1
508	твердая и	1	1
509	более и	1	1
510	не сказано	1	1
511	эту терминологию	1	1
512	случае не	7	1
513	в своем	7	1
514	общего не	1	1
515	тем легче	1	1
516	мы конечно	1	1
517	своя собственная	3	1
518	она и	1	1
519	на другую	1	1
520	мы ее	1	1
521	но ведь	2	1
522	этом смысле	5	1
523	в связи	9	1
524	в какой	1	1
525	них это	1	1
526	между ними	1	1
527	случае только	2	1
528	мы будем	3	1
529	одном случае	4	1
530	значение этих	1	1
531	во всей	3	1
532	природы не	1	1
533	которых данное	1	1
534	может стать	1	1
535	этот раз	3	1
536	же в	6	1
537	том что	25	1
538	рядом с	1	1
539	и прежде	3	1
540	все данное	1	1
541	нельзя говорить	1	1
542	это просто	1	1
543	всю эту	1	1
544	но не	6	1
545	всякой реальной	1	1
546	нельзя сказать	3	1
547	нет нужды	2	1
548	но этим	1	1
549	но если	12	1
550	здесь и	4	1
551	они не	1	1
552	по себе	36	1
553	явлений и	3	1
554	от другой	2	1
555	он сам	7	1
556	не имеет	12	1
557	в природе	2	1
558	и могут	2	1
559	на какой	1	1
560	к этому	2	1
561	в такой	1	1
562	все более	1	1
563	там где	1	1
564	и значит	3	1
565	вся эта	3	1
566	в то	18	1
567	один смысл	1	1
568	вполне достаточно	1	1
569	то его	2	1
570	и только	10	1
571	функций в	1	1
572	один и	2	1
573	значит что	13	1
574	по своим	1	1
575	мы имели	1	1
576	другое дело	5	1
577	ли он	1	1
578	в отдельных	1	1
579	является только	8	1
580	только и	9	1
581	именно эта	1	1
582	уже чисто	1	1
583	и следовательно	3	1
584	но это	13	1
585	для чего	3	1
586	независимо от	4	1
587	когда в	4	1
588	но уже	4	1
589	и для	5	1
590	диалектического материализма	1	1
591	есть то	5	1
592	с ее	5	1
593	для их	1	1
594	не что	6	1
595	и это	11	1
596	входящих в	2	1
597	точка зрения	1	1
598	того же	2	1
599	сказать несколько	1	1
600	все время	2	1
601	нет в	2	1
602	и если	11	1
603	не думаем	2	1
604	и развития	1	1
605	для нашей	1	1
606	только о	3	1
607	он с	1	1
608	и его	12	1
609	чем отличается	2	1
610	жизни не	2	1
611	и особенно	3	1
612	случае когда	2	1
613	не давая	1	1
614	вовсе не	62	1
615	целого и	1	1
616	мере в	1	1
617	себе очень	1	1
618	о том	14	1
619	сих пор	4	1
620	в заключение	5	1
621	есть не	13	1
622	и вообще	20	1
623	ним или	1	1
624	мысли в	1	1
625	по крайней	9	1
626	образом на	1	1
627	иное как	6	1
628	в новое	3	1
629	сцене появляются	1	1
630	которая и	1	1
631	современная наука	1	1
632	зрения и	1	1
633	и нет	2	1
634	или другой	6	1
635	сказать так	2	1
636	человека и	1	1
637	к нему	3	1
638	никогда не	7	1
639	той или	22	1
640	на них	1	1
641	свое время	1	1
642	а потом	2	1
