N	2gram	Propp_Isto	Stilisti
554	наших дней	1	1
555	дает ответ	1	1
556	есть явление	2	1
557	что его	2	1
558	из сознания	1	1
559	и где	1	1
560	не нуждается	1	1
561	одним из	1	1
562	теперь мы	1	1
563	мысль о	1	1
564	мало для	1	1
565	и отношение	1	1
566	же как	6	1
567	по существу	5	1
568	на себя	3	1
569	образом мы	4	1
570	вступаем в	1	1
571	вложена в	1	1
572	уже совершенно	1	1
573	другой и	2	1
574	именно в	2	1
575	или на	1	1
576	здесь даже	1	1
577	характер его	1	1
578	на месте	1	1
579	уже говорили	1	1
580	и действительно	4	1
581	при которой	1	1
582	в таком	1	1
583	вообще не	4	1
584	например в	6	1
585	происходит и	3	1
586	той роли	1	1
587	не остается	1	1
588	и данный	1	1
589	одна сторона	1	1
590	характер и	1	1
591	с ума	1	1
592	с той	1	1
593	я не	1	1
594	без него	1	1
595	и вновь	1	1
596	с ними	2	1
597	сама в	1	1
598	людей он	1	1
599	многих других	1	1
600	эта форма	4	1
601	существует между	1	1
602	и именно	1	1
603	самое и	1	1
604	если и	1	1
605	есть в	1	1
606	эти две	1	1
607	большинстве случаев	1	1
608	при разных	1	1
609	они были	1	1
610	в одно	2	1
611	так на	1	1
612	который уже	1	1
613	отразиться в	1	1
614	другом месте	2	1
615	совершенно одинаково	1	1
616	ситуации при	1	1
617	мира и	2	1
618	следовательно и	1	1
619	этим самым	3	1
620	это происходит	4	1
621	по себе	2	1
622	как вся	1	1
623	от этого	2	1
624	на все	1	1
625	если я	2	1
626	этого вопроса	2	1
627	он сидит	1	1
628	со своей	2	1
629	связь со	2	1
630	незадолго до	2	1
631	и всякий	1	1
632	мы сразу	1	1
633	остановимся только	1	1
634	от всех	2	1
635	у древних	1	1
636	в иной	3	1
637	о котором	1	1
638	и оно	2	1
639	языке и	1	1
640	лежит в	2	1
641	но уже	1	1
642	сделать ее	1	1
643	из которого	1	1
644	со стороны	3	1
645	или их	1	1
646	в тридесятом	6	1
647	знает что	2	1
648	пока он	1	1
649	из одного	3	1
650	в чем	5	1
651	нет в	2	1
652	с громадным	1	1
653	или менее	3	1
654	так например	5	1
655	в одной	3	1
656	тем более	2	1
657	обращение к	1	1
658	как ее	1	1
659	которые были	1	1
660	для выражения	1	1
661	долго не	1	1
662	этот мотив	8	1
663	еще один	3	1
664	представления связанные	1	1
665	но оно	3	1
666	все они	1	1
667	превратилось в	3	1
668	и стала	1	1
669	не здесь	1	1
670	речь может	2	1
671	в русской	8	1
672	плоть и	1	1
673	качестве примера	1	1
674	в большинстве	1	1
675	играет в	1	1
676	всего предыдущего	1	1
677	еще до	1	1
678	не менее	5	1
679	которое существует	1	1
680	нам не	1	1
681	в стиле	1	1
682	в знак	1	1
683	и та	1	1
684	как часть	1	1
685	к нашему	1	1
686	может иметь	1	1
687	одна из	7	1
688	к лицу	1	1
689	и уничтожение	1	1
690	для его	1	1
691	лица и	1	1
692	это конечно	2	1
693	герой получает	5	1
694	того в	1	1
695	который является	1	1
696	те которые	1	1
697	на новые	3	1
698	где бы	1	1
699	в действительности	2	1
700	и такие	3	1
701	что этот	4	1
702	в исторической	1	1
703	она должна	1	1
704	я тебе	1	1
705	которую мы	2	1
706	роли которую	2	1
707	ясно и	1	1
708	тех же	2	1
709	которой он	3	1
710	не имеют	3	1
711	нельзя было	1	1
712	в наши	1	1
713	видели в	1	1
714	уже раньше	1	1
715	это как	2	1
716	такой случай	5	1
717	указать на	1	1
718	друга но	1	1
719	типичным представителем	1	1
720	это чрезвычайно	1	1
721	являются и	1	1
722	в руки	2	1
723	доказать что	1	1
724	совпадает с	1	1
725	с новыми	1	1
726	она не	3	1
727	представления о	13	1
728	в противоположность	1	1
729	только как	1	1
730	и если	4	1
731	ему и	1	1
732	нас важнее	1	1
733	представлений в	1	1
734	здесь только	1	1
735	только мы	1	1
736	в другом	2	1
737	и тех	1	1
738	всей той	1	1
739	в каких	2	1
740	но то	1	1
741	зависимости между	1	1
742	может и	1	1
743	этих трех	1	1
744	вышел из	1	1
745	так что	6	1
746	довольно часто	1	1
747	дело не	5	1
748	не дана	1	1
749	во время	7	1
750	когда в	3	1
751	для тех	1	1
752	эту связь	1	1
753	характер в	2	1
754	позволяет нам	2	1
755	всецело зависит	1	1
756	рассмотрены нами	1	1
757	когда он	5	1
758	сознании и	1	1
759	уже только	1	1
760	мира социальной	1	1
761	солнце и	3	1
762	но зато	1	1
763	и вся	1	1
764	мы все	1	1
765	огромное количество	2	1
766	и станет	2	1
767	если же	1	1
768	должны быть	4	1
769	но они	4	1
770	здесь нас	1	1
771	с этой	7	1
772	что эта	1	1
773	за собой	2	1
774	он взял	2	1
775	связь не	2	1
776	и что	15	1
777	не будем	2	1
778	как он	11	1
779	всегда один	1	1
780	не могла	1	1
781	нечто оторванное	1	1
782	приходит к	4	1
783	ее но	1	1
784	оно нам	1	1
785	оказывается что	3	1
786	вот что	1	1
787	почти всегда	6	1
788	вслед за	2	1
789	он в	4	1
790	превращается в	10	1
791	и до	2	1
792	того где	1	1
793	только то	1	1
794	на своего	1	1
795	образом если	1	1
796	перед тем	1	1
797	но вместе	2	1
798	как по	1	1
799	также при	1	1
800	явление а	1	1
801	при помощи	6	1
802	к которой	2	1
803	дальнейший этап	1	1
804	появлением собственности	1	1
805	отметить что	2	1
806	природы но	1	1
807	и исторически	2	1
808	так называемых	1	1
809	ему теперь	1	1
810	и часто	2	1
811	например на	2	1
812	уже у	1	1
813	достаточно чтобы	1	1
814	этого может	2	1
815	задачу выполняет	1	1
816	его места	1	1
817	свое существование	1	1
818	с другой	20	1
819	разных условиях	1	1
820	образом не	1	1
821	имеем в	8	1
822	нем и	1	1
823	поэтому если	1	1
824	пребывание в	3	1
825	и принимает	1	1
826	говорит о	2	1
827	превратилась в	3	1
828	к ним	3	1
829	видели не	1	1
830	взял в	1	1
831	людей так	1	1
832	ту сторону	2	1
833	сидит за	1	1
834	и вне	1	1
835	без всякого	2	1
836	это позволяет	1	1
837	иное явление	1	1
838	носит характер	1	1
839	он является	1	1
840	может сделаться	1	1
841	по всей	2	1
842	и о	2	1
843	мужчины и	1	1
844	слова из	1	1
845	ее не	1	1
846	в голове	1	1
847	и никогда	1	1
848	нам необходимо	1	1
849	что тот	2	1
850	нас на	1	1
851	его как	2	1
852	он так	1	1
853	мог бы	1	1
854	наряду с	2	1
855	жизни которые	1	1
856	и во	1	1
857	говорится и	1	1
858	значение имеет	1	1
859	мы возьмем	1	1
860	это мы	1	1
861	не можем	3	1
862	возможно что	4	1
863	на свою	1	1
864	это служит	1	1
865	не совсем	3	1
866	именно так	1	1
867	за него	4	1
868	в общих	1	1
869	сказать ни	1	1
870	в своем	3	1
871	не значит	1	1
872	это дает	1	1
873	на один	1	1
874	как от	1	1
875	вне этого	1	1
876	и есть	2	1
877	во всей	1	1
878	в силу	2	1
879	игры на	1	1
880	он может	4	1
881	мы смогли	1	1
882	к пониманию	1	1
883	его голове	1	1
884	каждый день	1	1
885	особое внимание	1	1
886	в форму	2	1
887	все еще	2	1
888	как будто	4	1
889	совсем другое	2	1
890	же в	1	1
891	на то	5	1
892	это прежде	1	1
893	но если	2	1
894	оно может	3	1
895	и по	7	1
896	там где	7	1
897	наконец он	1	1
898	своим собственным	1	1
899	увидим ниже	1	1
900	долго и	2	1
901	здесь в	1	1
902	стоящий на	1	1
903	должны перейти	1	1
904	еще в	3	1
905	он будет	2	1
906	здесь же	3	1
907	со своими	1	1
908	и после	2	1
909	однако все	2	1
910	что сам	1	1
911	на весах	1	1
912	превратился в	4	1
913	и соответствующие	2	1
914	всех этих	6	1
915	того же	3	1
916	можно с	1	1
917	же он	1	1
918	где все	1	1
919	о связи	2	1
920	в самой	1	1
921	что при	3	1
922	только о	2	1
923	и нельзя	1	1
924	так возникает	1	1
925	думать что	3	1
926	мы условно	1	1
927	в заключение	1	1
928	на ту	2	1
929	ключ к	1	1
930	в подобных	1	1
931	эту задачу	3	1
