N	2gram	Voloshinov	Istorich
228	тогда когда	1	9
229	и так	2	9
230	зависимости от	1	9
231	это и	1	9
232	в течение	1	9
233	в свою	1	9
234	на этот	1	9
235	тот же	1	9
236	зависит от	1	9
237	не могут	2	9
238	в себя	1	9
239	в основе	3	9
240	с его	7	9
241	из него	1	9
242	с другом	1	9
243	приводит к	1	9
244	что на	2	9
245	жизни и	3	9
246	только что	1	8
247	и сам	1	8
248	во всяком	3	8
249	он был	1	8
250	конечно не	6	8
251	с другими	3	8
252	есть еще	1	8
253	большинстве случаев	3	8
254	чем это	1	8
255	на другой	1	8
256	в лодке	1	8
257	есть ли	1	8
258	та же	1	8
259	подобно тому	1	8
260	ту же	2	8
261	и потому	3	8
262	но вместе	1	8
263	же самое	1	8
264	которые в	1	8
265	для этого	2	8
266	роль в	1	8
267	можно сказать	4	8
268	входит в	1	8
269	что его	1	8
270	здесь же	2	8
271	не дает	1	8
272	образом и	1	8
273	на своем	1	8
274	во сне	2	8
275	кажется что	2	8
276	может оказаться	1	8
277	что такое	5	8
278	здесь в	1	8
279	и эта	1	8
280	вообще не	2	8
281	не имеют	1	8
282	тому как	1	8
283	в жизни	2	8
284	от того	1	8
285	на это	1	8
286	можно указать	1	8
287	первый взгляд	1	7
288	уже и	1	7
289	этот момент	1	7
290	для объяснения	1	7
291	не есть	2	7
292	между собой	2	7
293	в эту	1	7
294	самом деле	6	7
295	становится ясным	1	7
296	что оно	2	7
297	на самом	4	7
298	но эта	1	7
299	на них	2	7
300	иногда и	1	7
301	в начале	2	7
302	еще в	1	7
303	в области	3	7
304	по всему	2	7
305	те же	3	7
306	в каких	1	7
307	во многих	1	7
308	и стали	1	7
309	как на	1	7
310	о ней	1	7
311	это мы	1	7
312	в конце	1	7
313	того же	2	7
314	однако в	1	7
315	совершенно не	8	7
316	тех же	3	7
317	того чтобы	1	7
318	если мы	2	7
319	что я	1	7
320	всяком случае	3	7
321	для него	6	7
322	а то	1	7
323	по его	1	7
324	с самого	4	7
325	в большинстве	3	7
326	и часто	1	7
327	и о	2	7
328	эти два	1	7
329	же и	1	6
330	между ними	3	6
331	из всего	1	6
332	не удается	2	6
333	дело с	1	6
334	можно ли	1	6
335	именно так	1	6
336	той же	1	6
337	это приводит	1	6
338	на место	1	6
339	нам кажется	2	6
340	еще одно	1	6
341	к сожалению	1	6
342	не ясно	1	6
343	что по	1	6
344	нет ничего	1	6
345	в русском	1	6
346	этих двух	1	6
347	же что	1	6
348	не случайно	1	6
349	для того	1	6
350	сводится к	2	6
351	его за	1	6
352	в море	1	6
353	он является	1	6
354	самого начала	4	6
355	к чему	1	6
356	даже не	3	6
357	это может	1	6
358	более позднее	1	6
359	видим и	1	6
360	почти не	2	6
361	отношения к	3	6
362	не на	2	6
363	этой точки	1	6
364	со всех	1	6
365	заметить что	1	6
366	мог бы	1	6
367	формы и	1	6
368	а иногда	1	6
369	и оно	3	6
370	вступают в	1	6
371	в виду	1	5
372	в своих	1	5
373	мы и	1	5
374	за ней	1	5
375	только как	3	5
376	и мы	2	5
377	к отцу	6	5
378	пока только	1	5
379	это же	1	5
380	с ее	4	5
381	ним и	1	5
382	для них	1	5
383	оно не	2	5
384	особого рода	1	5
385	от своего	1	5
386	по женской	1	5
387	можно назвать	2	5
388	в каком	2	5
389	это только	1	5
390	что если	1	5
391	в которую	1	5
392	она может	1	5
393	в свое	2	5
394	эти две	1	5
395	по своему	2	5
396	на все	1	5
397	однако не	1	5
398	но этим	1	5
399	в самых	1	5
400	мы узнаем	1	5
401	и может	4	5
402	еще более	1	5
403	в одно	2	5
404	только для	5	5
405	но даже	1	5
406	художественного творчества	4	5
407	материал в	1	5
408	несмотря на	1	5
409	что между	1	5
410	хотя в	1	5
411	очень мало	1	5
412	нем и	1	5
413	друг другу	1	5
414	это делает	2	5
415	всех сторон	1	5
416	если они	1	5
417	в один	4	5
418	это уже	1	5
419	в область	2	5
420	пути в	1	5
421	в нашей	1	5
422	одним словом	1	5
423	без всякого	1	5
424	ее не	1	5
425	отличается от	1	5
426	мы сейчас	1	5
427	мира и	3	5
428	это было	1	5
429	их на	1	5
430	может иметь	2	5
431	это в	1	5
432	и социальной	1	5
433	эта сторона	1	5
434	не говорит	1	5
435	в самом	2	4
436	только из	1	4
437	в разных	1	4
438	в мир	2	4
439	полагают что	1	4
440	уже у	1	4
441	друг на	2	4
442	во всей	2	4
443	нет никаких	2	4
444	к этим	1	4
445	к их	1	4
446	на волю	1	4
447	из одного	1	4
448	где же	1	4
449	как один	1	4
450	что есть	1	4
451	не сразу	1	4
452	отнюдь не	4	4
453	от нее	1	4
454	ранних ступенях	2	4
455	на друга	2	4
456	по сравнению	3	4
457	быть не	1	4
458	матери и	3	4
459	потом в	1	4
460	взял его	1	4
461	а это	1	4
462	не существует	2	4
463	есть в	2	4
464	перейти к	1	4
465	говорит об	1	4
466	свою противоположность	1	4
467	здесь только	1	4
468	выходит из	1	4
469	в свои	1	4
470	человека и	1	4
471	что было	1	4
472	мифах и	1	4
473	привести к	1	4
474	нас в	1	4
475	теперь мы	1	4
476	так чтобы	1	4
477	в руках	1	4
478	и три	1	4
479	по которой	1	4
480	с этими	1	4
481	под названием	1	4
482	все время	1	4
483	и вообще	2	4
484	на почве	1	4
485	с точки	6	4
486	как раз	1	4
487	здесь она	1	4
488	не будут	1	4
489	о его	1	4
490	столь же	1	4
491	и этот	2	4
492	только те	1	4
493	через некоторое	1	4
494	тела и	1	4
495	такие представления	1	4
496	себя и	2	4
497	отец не	1	4
498	вытекает из	1	4
499	и через	2	4
500	входить в	1	4
501	дело в	1	4
502	в глубине	1	4
503	войти в	2	4
504	путь к	2	4
505	всем мире	1	4
506	искать в	1	4
507	к тем	1	4
508	в человеческом	1	4
509	только то	2	4
510	как не	2	4
511	быть только	1	4
512	женской линии	1	4
513	со всем	1	3
514	на своей	1	3
515	на другую	1	3
516	заметим что	1	3
517	ребенка и	3	3
518	находится на	2	3
519	где оно	1	3
520	смерти но	2	3
521	отметить что	1	3
522	обратим внимание	1	3
523	мифов и	4	3
524	когда человек	1	3
525	бы то	1	3
526	о двух	1	3
527	внимание на	1	3
528	этой же	1	3
529	самым важным	1	3
530	и быть	1	3
531	оно и	2	3
532	и та	1	3
533	говорили что	1	3
534	совсем не	2	3
535	центр тяжести	1	3
536	как кажется	1	3
537	говорит и	1	3
538	и делает	1	3
539	нам в	1	3
540	на престол	1	3
541	том смысле	1	3
542	каждого из	1	3
543	сейчас же	1	3
544	на другие	1	3
545	которые можно	1	3
546	в самую	1	3
547	только при	1	3
548	лучше всего	1	3
549	каждый день	1	3
550	нельзя сказать	1	3
551	в особом	1	3
552	на языке	1	3
553	одна и	1	3
554	у многих	1	3
555	них и	1	3
556	всего сказанного	1	3
557	от всех	1	3
558	с теми	1	3
559	к нашей	1	3
560	на одном	1	3
561	и могут	1	3
562	с чего	1	3
563	на один	1	3
564	что можно	2	3
565	к изучению	1	3
566	для всех	4	3
567	которая была	1	3
568	которая в	1	3
569	как они	1	3
570	или во	1	3
571	при таком	1	3
572	при всей	2	3
573	и такие	1	3
574	даже и	1	3
575	этим не	1	3
576	нам что	1	3
577	момент в	2	3
578	на свет	1	3
579	едва ли	3	3
580	ни было	2	3
581	имеем дело	1	3
582	в угол	1	3
583	как его	1	3
584	есть та	1	3
585	мире и	1	3
586	этих способностей	1	3
587	еще совершенно	2	3
588	то ни	1	3
589	но зато	2	3
590	всех других	2	3
591	в землю	1	3
592	с которым	1	3
593	которые были	1	3
594	но никогда	1	3
595	его мнению	1	3
596	во власти	1	3
597	только не	1	3
598	из того	1	3
599	все то	2	3
600	оказывается в	1	3
601	оно есть	1	3
602	он будет	1	3
603	как нам	1	3
604	не пытается	1	3
605	своей жизни	2	3
606	этом нет	1	3
607	сравнению с	3	3
608	утверждают что	1	3
609	на первых	1	3
610	в свой	1	3
611	точку зрения	1	3
612	сделать это	2	3
613	из этой	1	3
614	в эпоху	1	3
615	по смыслу	1	3
616	в уже	1	3
617	без всякой	1	3
618	оно в	1	3
619	в науке	2	3
620	что такие	1	3
621	на всю	1	3
622	бы он	1	3
623	они являются	1	2
624	истории его	1	2
625	заранее обречены	1	2
626	в центре	1	2
627	именно и	1	2
628	жизнь в	1	2
629	к другим	2	2
630	смерть в	1	2
631	его все	2	2
632	мы считаем	1	2
633	свой смысл	1	2
634	всем его	1	2
635	отсюда и	1	2
636	роль их	1	2
637	как ее	1	2
638	при некоторых	1	2
639	план выдвигается	1	2
640	и еще	1	2
641	семейных отношений	1	2
642	надо искать	1	2
643	к ее	1	2
644	оно совершенно	1	2
645	и чрезвычайно	1	2
646	но во-первых	1	2
647	касается не	1	2
648	в конечном	3	2
649	этим и	1	2
650	характер и	1	2
651	полагает что	1	2
652	а для	1	2
653	только путем	1	2
654	значение и	1	2
655	все остальные	2	2
656	этих трех	2	2
657	в развитии	2	2
658	быть именно	1	2
659	многих случаях	1	2
660	или наконец	1	2
661	на некоторых	1	2
662	ту сторону	5	2
663	что для	1	2
664	всю жизнь	2	2
665	бы ни	1	2
666	сказать о	1	2
667	в глубину	2	2
668	и самый	1	2
669	позднее время	1	2
670	его состав	1	2
671	и связанные	1	2
672	на неудачу	1	2
673	знакомых нам	1	2
674	потом и	1	2
675	был связан	1	2
676	ведь она	1	2
677	характер этого	1	2
678	ступени развития	1	2
679	не входит	1	2
680	в известных	1	2
681	наконец в	1	2
682	и вся	2	2
683	да в	1	2
684	и об	1	2
685	в форму	1	2
686	нет и	2	2
687	не лучше	1	2
688	смерти как	1	2
689	в полном	1	2
690	для всего	1	2
691	борьбу с	1	2
692	себе но	1	2
693	обречены на	1	2
694	и со	1	2
695	и таким	2	2
696	за которой	1	2
697	быть объяснены	1	2
698	этой цели	1	2
699	позволяет нам	1	2
700	не следует	1	2
701	из представлений	1	2
702	действительно не	1	2
703	новые отношения	1	2
704	человек не	1	2
705	за счет	2	2
706	образов и	2	2
707	это желание	1	2
708	мир не	1	2
709	в момент	1	2
710	все люди	1	2
711	быть сделан	1	2
712	которые на	1	2
713	под ним	1	2
714	переносит в	1	2
715	и другими	1	2
716	возник не	1	2
717	ступенях развития	3	2
718	а во-вторых	1	2
719	легче всего	1	2
720	различные формы	1	2
721	и история	1	2
722	с помощью	2	2
723	говорить о	2	2
724	среди них	1	2
725	и вместо	1	2
726	в нашем	1	2
727	как я	1	2
728	и входит	1	2
729	как причина	1	2
730	несколько слов	1	2
731	по мнению	1	2
732	утверждение что	1	2
733	же с	1	2
734	и можно	1	2
735	всех его	2	2
736	смерти это	1	2
737	к следующему	2	2
738	в мире	1	2
739	словами мы	1	2
740	не имеющие	2	2
741	для его	1	2
742	этот страх	1	2
743	не более	1	2
744	человека который	1	2
745	человеческой психики	1	2
746	вопрос можно	1	2
747	общего с	1	2
748	этого никогда	1	2
749	но нет	1	2
750	представляет себе	1	2
751	на ее	1	2
752	учение о	3	2
753	в сущности	1	2
754	из сознания	1	2
755	основной вопрос	1	2
756	как с	2	2
757	так называемый	2	2
758	я умру	1	2
759	и жизни	1	2
760	влияния на	1	2
761	ничего общего	1	2
762	с сыном	1	2
763	быть речи	1	2
764	а может	2	2
765	к делу	1	2
766	быть это	3	2
767	а во	1	2
768	это вытекает	1	2
769	если ему	1	2
770	думая что	1	2
771	в сознании	1	2
772	это значение	1	2
773	живое существо	1	2
774	мужчин и	1	2
775	переносятся на	1	2
776	в рамках	1	2
777	и начинается	1	2
778	случае не	1	2
779	ясно из	1	2
780	он прежде	1	2
781	и тех	1	2
782	первый план	1	2
783	или при	1	2
784	нечего и	2	2
785	характерно для	2	2
786	отказ от	1	2
787	именно здесь	1	2
788	лишь в	1	2
789	нами и	1	2
790	поздно в	1	2
791	этом и	1	2
792	и прежде	1	2
793	нам сделать	1	1
794	а другие	1	1
795	животное но	1	1
796	вот она	1	1
797	на работу	1	1
798	эти очень	1	1
799	следует что	1	1
800	и говорить	2	1
801	потому не	1	1
802	государство и	1	1
803	теми которые	1	1
804	сущность этого	1	1
805	мы живем	1	1
806	сделать некоторые	1	1
807	вывести из	1	1
808	форму и	1	1
809	является его	1	1
810	материал должен	1	1
811	похож на	1	1
812	в порядке	1	1
813	и старается	1	1
814	момент и	1	1
815	не умирают	1	1
816	объясняется его	1	1
817	есть то	1	1
818	никаких сомнений	1	1
819	да по	1	1
820	скрывается в	1	1
821	коснуться лишь	1	1
822	слаб и	1	1
823	его мать	1	1
824	она же	1	1
825	века в	1	1
826	сказал я	1	1
827	нет также	1	1
828	не сделал	1	1
829	себе все	1	1
830	два момента	1	1
831	выводам что	1	1
832	ничто не	1	1
833	этого есть	1	1
834	нужно искать	1	1
835	обращение с	1	1
836	надо только	1	1
837	на противоположном	1	1
838	каком отношении	1	1
839	по-видимому в	1	1
840	можем сказать	2	1
841	иным как	1	1
842	мы скажем	1	1
843	свою работу	1	1
844	все попытки	1	1
845	с ужасом	1	1
846	первый и	1	1
847	а наоборот	1	1
848	не слишком	1	1
849	согласии с	1	1
850	сновидения и	2	1
851	научается управлять	1	1
852	в следующем	1	1
853	дела с	2	1
854	в самые	1	1
855	мы на	1	1
856	мы вправе	1	1
857	пути и	1	1
858	по аналогии	2	1
859	собственно с	1	1
860	чего оно	1	1
861	им а	1	1
862	одно только	1	1
863	пр это	1	1
864	и желаний	4	1
865	может привести	1	1
866	теряет свой	1	1
867	человеческое сознание	1	1
868	на границе	2	1
869	быть очень	1	1
870	отделение от	1	1
871	время сна	1	1
872	целиком во	1	1
873	смысл и	1	1
874	о мотивах	1	1
875	мы говорили	1	1
876	они становятся	1	1
877	имеющие отношения	1	1
878	нашего сознания	1	1
879	близко к	1	1
880	и собственно	1	1
881	человека как	1	1
882	к такой	1	1
883	новых и	1	1
884	родился в	1	1
885	что никакого	1	1
886	в систему	2	1
887	откуда у	1	1
888	он даже	1	1
889	не попасть	1	1
890	что только	1	1
891	на большой	1	1
892	чрезвычайно сложный	1	1
893	конечно у	1	1
894	высшей степени	1	1
895	он действительно	1	1
896	было на	1	1
897	подвергается своеобразной	1	1
898	можно получить	1	1
899	продвинет нас	1	1
900	то нам	1	1
901	нужно снять	1	1
902	руки или	1	1
903	теперь в	1	1
904	освободиться от	1	1
905	в корне	1	1
906	никакому сомнению	1	1
907	или к	1	1
908	со всеми	2	1
909	как акт	1	1
910	же приходится	1	1
911	этап в	1	1
912	и начало	1	1
913	быть даже	1	1
914	весь остальной	1	1
915	случае только	1	1
916	человека на	1	1
917	эта сила	1	1
918	совершенно новой	1	1
919	нельзя брать	1	1
920	жизни мы	1	1
921	жизни является	1	1
922	что конечно	1	1
923	к матери	8	1
924	как часть	1	1
925	вообще по	1	1
926	вернулись к	2	1
927	и золотого	1	1
928	с нами	1	1
929	приступая к	1	1
930	этом пути	1	1
931	ли у	1	1
932	на два	2	1
933	в образах	1	1
934	она начинает	1	1
935	та сила	1	1
936	главный материал	1	1
937	на которые	1	1
938	ее только	1	1
939	на две	3	1
940	наука и	1	1
941	и дать	1	1
942	уже непонятным	1	1
943	имеет и	1	1
944	это просто	1	1
945	с силами	1	1
946	комплекс этот	1	1
947	ii у	1	1
948	об их	1	1
949	мышления в	1	1
950	то наоборот	1	1
951	мир в	1	1
952	этот комплекс	1	1
953	образом к	1	1
954	наших глазах	1	1
955	случайно но	1	1
956	и всегда	1	1
957	сексуального характера	1	1
958	быть сведен	1	1
959	самое и	1	1
960	в движение	1	1
961	все остальное	1	1
962	нам важен	1	1
963	вне этой	1	1
964	их так	1	1
965	ужас и	1	1
966	этом моменте	1	1
967	этого на	1	1
968	в переводе	2	1
969	почти во	1	1
970	такой работе	1	1
971	в буржуазной	1	1
972	деле мы	1	1
973	живем в	1	1
974	ведь это	1	1
975	пр в	1	1
976	и социального	1	1
977	а просто	1	1
978	же знакомых	1	1
979	и ни	1	1
980	но всегда	1	1
981	а сын	1	1
982	но должны	1	1
983	полового созревания	1	1
984	кусок дерева	1	1
985	мать была	1	1
986	его смерти	1	1
987	борьба с	1	1
988	сон есть	1	1
989	из корней	1	1
990	само нуждается	1	1
991	всем этим	1	1
992	как совершенно	1	1
993	этой теории	2	1
994	мы утверждаем	1	1
995	наконец что	1	1
996	у самого	1	1
997	в высшую	1	1
998	не осталось	1	1
999	и самого	1	1
1000	правда все	1	1
1001	но вернемся	1	1
1002	а часто	1	1
1003	в голову	2	1
1004	о перенесении	1	1
1005	или иной	1	1
1006	до меня	1	1
1007	память о	1	1
1008	каком направлении	1	1
1009	половой голод	1	1
1010	ничего удивительного	1	1
1011	совместно с	1	1
1012	и любой	1	1
1013	вспомним хотя	1	1
1014	часто мы	1	1
1015	это первое	1	1
1016	здесь начинается	1	1
1017	вражда к	1	1
1018	самое важное	1	1
1019	сын не	1	1
1020	др но	1	1
1021	в году	1	1
1022	каков же	1	1
1023	было до	1	1
1024	и им	1	1
1025	можем коснуться	1	1
1026	правда по	1	1
1027	и момент	1	1
1028	рай и	1	1
1029	спрятаться в	1	1
1030	мы только	1	1
1031	них мы	1	1
1032	чем бы	1	1
1033	науки в	1	1
1034	уберечься от	1	1
1035	всего и	1	1
1036	или что	1	1
1037	имеет очень	1	1
1038	только отражение	1	1
1039	повторять и	1	1
1040	с нашим	1	1
1041	очень широко	1	1
1042	стороны формы	1	1
1043	не чем	1	1
1044	не стали	2	1
1045	душу и	1	1
1046	даже с	1	1
1047	мотив и	1	1
1048	он что	1	1
1049	его тянет	1	1
1050	на наших	1	1
1051	мир для	2	1
1052	утробу матери	1	1
1053	каждое из	1	1
1054	пользуется этой	1	1
1055	по поводу	1	1
1056	были в	1	1
1057	оно же	1	1
1058	что жизнь	1	1
1059	эта работа	1	1
1060	имеет по	1	1
1061	и столь	1	1
1062	на протяжении	2	1
1063	конечно есть	1	1
1064	оно само	1	1
1065	чем на	1	1
1066	и основной	1	1
1067	из моментов	1	1
1068	происхождения из	1	1
1069	на этих	2	1
1070	аналогии с	2	1
1071	матери а	1	1
1072	в стадии	1	1
1073	останавливаться не	1	1
1074	от окружающей	1	1
1075	от матери	2	1
1076	самый предмет	1	1
1077	и притом	3	1
1078	не их	1	1
1079	так было	1	1
1080	это касается	1	1
1081	служит в	1	1
1082	значение так	1	1
1083	бы сделать	1	1
1084	но ведь	2	1
1085	уходить на	1	1
1086	чем иным	1	1
1087	и жизнь	1	1
1088	матери или	1	1
1089	не был	1	1
1090	он склонен	2	1
1091	того в	1	1
1092	однако сказать	1	1
1093	свободна от	1	1
1094	м году	1	1
1095	с новыми	1	1
1096	дать полную	1	1
1097	всей этой	1	1
1098	из мира	1	1
1099	для человека	1	1
1100	этом смысле	3	1
1101	очень важен	1	1
1102	как известно	1	1
1103	я в	1	1
1104	так велико	1	1
1105	знает все	1	1
1106	что может	1	1
1107	значение как	1	1
1108	ни одно	1	1
1109	словесное выражение	1	1
1110	мир но	1	1
1111	помощи и	1	1
1112	предположение о	1	1
1113	и ту	1	1
1114	остановиться подробнее	1	1
1115	один шаг	1	1
1116	не нашел	1	1
1117	друга в	1	1
1118	первый этап	1	1
1119	б не	1	1
1120	этой работе	1	1
1121	задолго до	1	1
1122	для сознания	3	1
1123	тело в	1	1
1124	власти и	1	1
1125	поэтому и	2	1
1126	связанная с	1	1
1127	любовь и	1	1
1128	месте и	1	1
1129	загадку сфинкса	1	1
1130	из тех	2	1
1131	те формы	1	1
1132	может стать	1	1
1133	в душу	1	1
1134	свое время	1	1
1135	ли они	1	1
1136	всей его	1	1
1137	наконец и	1	1
1138	он владеет	1	1
1139	именно тех	1	1
1140	нас очень	1	1
1141	это выдает	1	1
1142	должны перейти	1	1
1143	словами на	1	1
1144	жизнь с	1	1
1145	времени и	1	1
1146	цели и	2	1
1147	рождение человека	1	1
1148	потому и	2	1
1149	он сохраняет	1	1
1150	известной степени	1	1
1151	слияния представлений	1	1
1152	не разработана	1	1
1153	своем месте	1	1
1154	но именно	1	1
1155	с нею	2	1
1156	но вообще	1	1
1157	для достижения	1	1
1158	не найдут	1	1
1159	доступ в	2	1
1160	я у	1	1
1161	одних и	1	1
1162	который всегда	1	1
1163	на матери	1	1
1164	этом отношении	1	1
1165	день и	1	1
1166	исследования мы	1	1
1167	хорошо и	1	1
1168	нами до	1	1
1169	по ту	4	1
1170	очень важный	1	1
1171	и представления	1	1
1172	основано на	1	1
1173	уже совершенно	1	1
1174	форма гроба	1	1
1175	между собою	2	1
1176	основные черты	1	1
1177	мы останавливаться	1	1
1178	не подлежит	1	1
1179	лежит на	1	1
1180	же на	1	1
1181	ко всему	1	1
1182	достаточно для	1	1
1183	и снова	1	1
1184	страх и	1	1
1185	и имеют	1	1
1186	очень близко	1	1
1187	вся жизнь	1	1
1188	сыном в	1	1
1189	руки но	1	1
1190	и образуют	1	1
1191	говоря о	1	1
1192	эта аналогия	1	1
1193	нам из	1	1
1194	они-то и	2	1
1195	и всех	2	1
1196	идущее от	1	1
1197	весь тот	1	1
1198	которой можно	1	1
1199	не нуждается	2	1
1200	приводящая к	1	1
1201	в высшей	1	1
1202	она исторически	1	1
1203	как наиболее	1	1
1204	жизни индивида	1	1
1205	нуждается в	5	1
1206	дело обстоит	1	1
