N	3gram	Medvedev_F	FransuaR
198	все дело в	1	2
199	из того что	1	2
200	в общем не	1	2
201	и потому не	1	2
202	итоги нашего анализа	1	2
203	то что он	1	2
204	и может быть	1	2
205	в том чтобы	3	2
206	этого нельзя забывать	1	2
207	тем путем что	2	2
208	в более широком	1	2
209	мы здесь не	1	2
210	со всеми другими	1	2
211	и с помощью	1	2
212	именно в этом	1	2
213	с помощью которого	1	2
214	по своей природе	1	2
215	хотя бы в	4	2
216	не могут быть	4	2
217	можем судить о	1	2
218	точки зрения этих	1	2
219	новые и новые	1	2
220	том или ином	1	2
221	в реальном пространстве	1	2
222	же что и	1	2
223	в последнем счете	2	2
224	так и от	1	2
225	во всех ее	1	2
226	все новые и	1	2
227	мы знаем что	1	2
228	все более и	3	2
229	в некоторых отношениях	1	2
230	прежде всего мы	1	2
231	для этого прежде	2	2
232	не подлежит конечно	1	2
233	и в его	1	2
234	теми или иными	1	2
235	жизнь и судьба	1	2
236	к нему и	1	2
237	с помощью которых	1	2
238	не могли не	1	2
239	этом отношении он	1	2
240	вышедшая в году	1	2
241	ничего общего с	2	2
242	более и более	3	2
243	своей статье о	1	2
244	и с точки	1	2
245	же время и	2	2
246	в нашу задачу	1	2
247	то что было	1	2
248	этого прежде всего	2	2
249	существенное влияние на	1	2
250	в этом случае	1	2
251	же как и	1	2
252	мы не можем	3	2
253	не могло не	3	2
254	настоящее время в	3	2
255	быть самим собой	1	2
256	как одной из	1	2
257	главным образом на	2	2
258	во всех сферах	1	2
259	ни о каком	1	2
260	следует однако отметить	1	1
261	и исторической жизни	1	1
262	задачу не входит	1	1
263	ради нее самой	2	1
264	нет почти ни	1	1
265	с его помощью	2	1
266	еще одну особенность	1	1
267	своей силы и	1	1
268	нам в корне	1	1
269	не одна а	1	1
270	еще одна очень	1	1
271	именно в таком	1	1
272	и если в	1	1
273	по-видимому не было	1	1
274	главе нашей работы	1	1
275	понятно что при	1	1
276	художественных функций в	1	1
277	к действительности и	1	1
278	и многие другие	1	1
279	и отчасти в	1	1
280	однако отметить что	1	1
281	одним из первых	1	1
282	не в этом	1	1
283	и все те	1	1
284	если же мы	1	1
285	но все эти	2	1
286	менее всего может	2	1
287	лишь одной из	1	1
288	и его формы	1	1
289	может быть наиболее	1	1
290	мы не найдем	1	1
291	хотя бы и	1	1
292	перестал бы быть	1	1
293	в процессе перехода	1	1
294	это приводит к	2	1
295	что между ними	1	1
296	важным с точки	1	1
297	в целях пропаганды	2	1
298	здесь все время	1	1
299	было бы нелепо	3	1
300	вместе с ними	1	1
301	очень большое место	1	1
302	элементы речи и	1	1
303	в общем можно	1	1
304	оказывает определяющее влияние	1	1
305	на фоне этих	1	1
306	которая могла бы	1	1
307	могли не оказать	1	1
308	в этой смене	1	1
309	том чтобы установить	1	1
310	и должна быть	1	1
311	становится особенно ясным	1	1
312	которая именно и	1	1
313	эпохи так и	1	1
314	чтобы убедиться в	2	1
315	становится еще более	1	1
316	сделано ни одной	1	1
317	с тем и	2	1
318	где она была	1	1
319	увидим дальше что	1	1
320	каждого из этих	1	1
321	а в связи	1	1
322	традиции то она	1	1
323	во всех своих	2	1
324	бы нелепо думать	1	1
325	в данную эпоху	1	1
326	и тем самым	2	1
327	контекст в котором	1	1
328	с исторической точки	1	1
329	и в нашем	1	1
330	сочетаются здесь с	1	1
331	слова мы имеем	1	1
332	не только на	1	1
333	самому своему существу	1	1
334	чем иным как	1	1
335	нашу задачу не	1	1
336	но вместе с	1	1
337	в последнее время	1	1
338	как если бы	2	1
339	существует как бы	1	1
340	и пр в	1	1
341	в первой главе	1	1
342	только и может	4	1
343	потому что не	1	1
344	но в особенности	1	1
345	ничего не говорят	1	1
346	его целом так	1	1
347	это резко отличает	1	1
348	все это не	1	1
349	в литературе о	1	1
350	в жизни этих	1	1
351	по существу это	1	1
352	даже и не	1	1
353	друг друга по	1	1
354	в художественном произведении	3	1
355	но вовсе не	1	1
356	этого слова но	1	1
357	у них и	1	1
358	и здесь не	2	1
359	может и не	1	1
360	не был понят	1	1
361	как они его	1	1
362	особенно важное значение	1	1
363	и вступает в	1	1
364	художественной формы и	1	1
365	процессе борьбы за	1	1
366	таким образом мы	1	1
367	человек не боится	1	1
368	чуть ли не	1	1
369	дело шло о	1	1
370	не по существу	1	1
371	с конкретностью и	1	1
372	его здесь не	1	1
373	еще в самом	2	1
374	на своем пути	1	1
375	свою серьезность и	1	1
376	и во всяком	1	1
377	отдельности и в	1	1
378	при известных условиях	2	1
379	что связано с	1	1
380	эта тенденция к	1	1
381	как и для	1	1
382	были и в	1	1
383	целое так и	1	1
384	как это было	2	1
385	мы видели только	1	1
386	ни взяли мы	2	1
387	а не из	1	1
388	и в дальнейшем	1	1
389	в одном отношении	1	1
390	они не способны	1	1
391	в нем слиты	1	1
392	к тому чтобы	2	1
393	было бы сказать	1	1
394	громадное влияние на	1	1
395	концы с концами	1	1
396	так и с	1	1
397	точки зрения их	2	1
398	резко отличается от	1	1
399	место в его	1	1
400	один из важнейших	1	1
401	в художественном творчестве	1	1
402	гораздо большей степени	1	1
403	и для всех	1	1
404	именно и была	1	1
405	глубокое миросозерцательное значение	1	1
406	пр и пр	4	1
407	в своей основе	1	1
408	и культуры в	1	1
409	что на самом	1	1
410	они ничего не	1	1
411	в этом романе	1	1
412	не только освобождение	1	1
413	мира и его	1	1
414	совсем не так	2	1
415	всем миром и	1	1
416	в общем правильно	1	1
417	здесь нет и	1	1
418	из этих элементов	1	1
419	то или иное	1	1
420	высшей степени характерно	1	1
421	прежде всего как	1	1
422	во всей его	1	1
423	в виду что	1	1
424	что каждый из	1	1
425	и от всего	1	1
426	и все в	1	1
427	в своем развитии	1	1
428	по самому своему	1	1
429	в самом зародыше	1	1
430	с разных сторон	1	1
431	нашей работы мы	1	1
432	с тем что	3	1
433	теорий и философий	1	1
434	бы при этом	1	1
435	том случае если	1	1
436	его именно как	1	1
437	дело здесь идет	1	1
438	прежде всего все	1	1
439	его с другими	1	1
440	та или иная	1	1
441	это и не	1	1
442	определяется прежде всего	1	1
443	в этом последнем	1	1
444	всех тех действий	1	1
445	же время здесь	1	1
446	неправильно в духе	1	1
447	не перестает быть	3	1
448	ни в чем	1	1
449	сводится к тому	2	1
450	у них своя	1	1
451	но характерно что	1	1
452	такого подхода к	1	1
453	что он не	1	1
454	так сказать в	2	1
455	сказать что во	1	1
456	и в лице	1	1
457	он полагает что	1	1
458	в самом языке	3	1
459	как она есть	1	1
460	он может и	1	1
461	мира в этой	1	1
462	произведений в их	1	1
463	он стал бы	1	1
464	тем более не	1	1
465	само собою разумеющимся	1	1
466	и не менее	3	1
467	тело никогда не	1	1
468	по своему замыслу	1	1
469	мы наблюдаем в	1	1
470	одним словом не	1	1
471	есть еще одна	1	1
472	и наконец в	2	1
473	ни о какой	2	1
474	ни на кого	2	1
475	но это единство	1	1
476	нелепо думать что	1	1
477	должно было быть	1	1
478	что для последовательного	1	1
479	таким образом не	3	1
480	в нем как	2	1
481	частях нашей работы	1	1
482	однако и здесь	1	1
483	и еще более	1	1
484	в процессе борьбы	2	1
485	в их конкретной	1	1
486	в систему языка	1	1
487	исторической точки зрения	1	1
488	наконец в году	1	1
489	находится в противоречии	1	1
490	всех своих моментах	2	1
491	тем не менее	2	1
492	но в менее	1	1
493	и пр но	2	1
494	как и всякое	1	1
495	не в том	3	1
496	в следующих словах	1	1
497	лишь в этом	1	1
498	и пр и	4	1
499	могут быть найдены	1	1
500	языке но в	1	1
501	широком смысле включая	1	1
502	как целое так	1	1
503	сами по себе	4	1
504	прежде всего это	1	1
505	в этом достаточно	1	1
506	в том случае	2	1
507	то же что	1	1
508	не чем иным	1	1
509	это может быть	1	1
510	создает специфическую атмосферу	1	1
511	в зависимости от	4	1
512	только на основе	2	1
513	как и всякий	1	1
514	мы видели является	2	1
515	в этой книге	1	1
516	но для этого	1	1
517	для всего этого	1	1
518	людей и вещей	1	1
519	с помощью каких	1	1
520	лишена подхода к	1	1
521	не похож на	1	1
522	это было в	1	1
523	историков и теоретиков	1	1
524	по преимуществу на	1	1
525	что они не	1	1
526	эпоху и в	1	1
527	не могло быть	1	1
528	может быть конечно	1	1
529	роль в истории	2	1
530	тех действий и	1	1
531	ее в свою	1	1
532	к миру когда	1	1
533	в художественном образе	1	1
534	состоит в том	1	1
535	настоящее время можно	1	1
536	в высшей степени	4	1
537	века особенно в	1	1
538	или даже в	1	1
539	по существу и	1	1
540	были в нем	1	1
541	в точном смысле	1	1
542	и до известной	1	1
543	той или другой	1	1
544	что он есть	1	1
545	чем-то само собою	1	1
546	все без исключения	1	1
547	в широком смысле	2	1
548	и как таковой	1	1
549	тем что он	1	1
550	и речи о	1	1
551	или хотя бы	1	1
552	и глубже чем	2	1
553	раз и навсегда	2	1
554	их отношения к	3	1
555	только на фоне	2	1
556	а отчасти и	3	1
557	и в европейском	1	1
558	между тем в	1	1
559	вовсе не как	1	1
560	в том и	1	1
561	лишь в тех	1	1
562	по аналогии с	4	1
563	в его движении	1	1
564	того или иного	6	1
565	не боится мира	1	1
566	одна очень существенная	1	1
567	не сделано ни	1	1
568	тем что в	1	1
569	проникнуть во все	1	1
570	к ней как	1	1
571	в какой мере	2	1
572	быть отнесено к	1	1
573	он должен быть	1	1
574	литературного творчества и	1	1
575	оставаясь в пределах	1	1
576	лучше всего можно	1	1
577	от того что	1	1
578	каждый из этих	1	1
579	данной эпохи и	1	1
580	и в конце	1	1
581	один из моментов	1	1
582	его представителями и	1	1
583	мы увидим что	1	1
584	оно было в	1	1
585	что же касается	1	1
586	бы ни были	2	1
587	мы остановимся здесь	1	1
588	в высшую степень	1	1
589	и ее требования	1	1
590	и наконец от	1	1
591	характерно что и	1	1
592	говорить о нем	1	1
593	часть и все	1	1
594	определяющее влияние и	1	1
595	миросозерцательное значение это	1	1
596	а не как	1	1
597	этом отношении очень	2	1
598	в отношении к	1	1
599	его от всех	1	1
600	очень характерна в	1	1
601	таким образом является	1	1
602	настоящего времени еще	1	1
603	с ее помощью	2	1
604	на кого не	2	1
605	в нем дается	1	1
606	целом так и	2	1
607	говорить не приходится	2	1
608	иногда и в	1	1
609	как в своем	1	1
610	нам важно лишь	1	1
611	реального пространства и	1	1
612	в лучшем случае	3	1
613	ярко проявляется в	1	1
614	нами в предыдущей	1	1
615	и притом в	1	1
616	некоторое влияние на	1	1
617	они никогда не	1	1
618	всего может быть	2	1
619	до конца и	1	1
620	и важным с	1	1
621	именно в том	2	1
622	убедиться в этом	2	1
623	и здесь в	1	1
624	них и в	1	1
625	раз и не	1	1
626	в поэтических произведениях	1	1
627	точки зрения более	1	1
628	живые связи с	1	1
629	связи со всем	1	1
630	но не для	1	1
631	художественном творчестве особенно	1	1
632	и не о	1	1
633	по этому вопросу	1	1
634	применении к литературе	1	1
635	совершенно неправильно в	1	1
636	и в истории	1	1
637	в гораздо большей	1	1
638	прежде всего и	1	1
639	к диалектам и	1	1
640	остается и до	1	1
641	он был бы	1	1
642	между прочим и	1	1
643	вне связи с	1	1
644	в этой области	1	1
645	или же в	1	1
646	литература но и	1	1
647	по себе конечно	1	1
648	в истории литературы	4	1
649	сих пор недостаточно	1	1
