N	3gram	Voloshinov	formyVre
174	переходим к другому	1	1
175	рано или поздно	2	1
176	распадается на ряд	1	1
177	или иной момент	1	1
178	уже указывали что	1	1
179	не было в	1	1
180	точка зрения на	1	1
181	становится как бы	1	1
182	для себя и	1	1
183	в применении к	1	1
184	сознания и с	1	1
185	в той же	1	1
186	о каждом из	1	1
187	они еще не	1	1
188	как это делают	1	1
189	и других представителей	1	1
190	снова и снова	1	1
191	на том что	1	1
192	и тогда когда	1	1
193	этот далеко не	1	1
194	как мы говорили	1	1
195	в этом смысле	2	1
196	и они же	1	1
197	самого начала не	1	1
198	и в другом	1	1
199	если мы вспомним	1	1
200	по-новому в этом	1	1
201	постоянно имеет место	1	1
202	мы отвлекаемся здесь	1	1
203	мира и он	1	1
204	имеют громадное значение	2	1
205	человек в литературе	1	1
206	до наших дней	1	1
207	не выходит за	1	1
208	хотя бы и	1	1
209	лишь там где	3	1
210	с этой точки	1	1
211	лишь в отношении	2	1
212	вовсе не в	1	1
213	между словом и	1	1
214	в самом деле	13	1
215	в ней в	1	1
216	специфической закономерностью и	1	1
217	тем не менее	3	1
218	и не существует	1	1
219	на протяжении веков	1	1
220	половины xix века	1	1
221	в своем чистом	1	1
222	более или менее	3	1
223	но они не	1	1
224	и пр и	5	1
225	это не значит	1	1
226	граница между ними	1	1
227	жизни в этом	2	1
228	всего сказанного нами	1	1
229	исторического времени с	1	1
230	дело идет о	1	1
231	xvii и xviii	1	1
232	в тот же	1	1
233	зрения этого сознания	1	1
234	в каждом явлении	1	1
235	мы можем сказать	2	1
236	в особенности же	1	1
237	еще и иной	1	1
238	все творческие и	1	1
239	возможно лишь в	1	1
240	что им принадлежит	1	1
241	вместо того чтобы	1	1
242	по аналогии с	1	1
243	и для самого	1	1
244	одну из этих	1	1
245	своей специфической закономерностью	1	1
246	в его произведениях	1	1
247	точки зрения в	1	1
248	точки зрения этого	1	1
249	значит конечно что	1	1
250	взятая в ее	1	1
251	по мере своего	1	1
252	что во всех	2	1
253	и в самый	1	1
254	того же материала	1	1
255	и в нем	1	1
256	вне всякой связи	1	1
257	мы уже знаем	2	1
258	и в маленьких	1	1
259	совершенно независимо от	2	1
260	в данном отношении	1	1
261	это же самое	1	1
262	в высшей степени	5	1
263	одну и ту	1	1
264	и в основе	1	1
265	и как он	1	1
266	ни к какой	1	1
267	и вопрос о	1	1
268	отнюдь не оправдывается	1	1
269	сама по себе	2	1
270	в конечном счете	1	1
271	в предыдущем разделе	1	1
272	и т.п в	3	1
273	мы увидим дальше	1	1
274	это вовсе не	1	1
275	которые отнюдь не	1	1
276	не подлежит конечно	1	1
277	и следовательно по	1	1
278	отношение к языку	1	1
279	и во всяком	1	1
280	конечно эти моменты	1	1
281	свет и на	1	1
282	наиболее отчетливое и	1	1
283	как бы не	1	1
284	рядом друг с	1	1
285	пр и пр	5	1
286	или во всяком	1	1
287	там нет и	1	1
288	так же и	1	1
289	в значительной степени	3	1
290	мы знаем сплошь	1	1
291	в этом моменте	1	1
292	и в том	1	1
293	важно было показать	1	1
294	мы увидим далее	1	1
295	или хотя бы	2	1
296	и не может	11	1
297	в этом последнем	2	1
298	в этой своей	1	1
299	но в смысле	1	1
300	в непосредственном и	1	1
301	разрешения этой проблемы	1	1
302	по преимуществу в	1	1
303	сих пор не	1	1
304	чувствует себя в	1	1
305	широком смысле слова	1	1
306	от отношения к	1	1
307	обладает своей специфической	1	1
308	отнюдь не являются	1	1
309	в разных контекстах	1	1
310	и для него	1	1
311	языка и в	2	1
312	но кроме того	1	1
313	у них нет	1	1
314	прежде всего на	1	1
315	в последующем в	1	1
316	но менее всего	1	1
317	так сказать не	1	1
318	но и это	1	1
319	лежат в основе	1	1
320	там где они	1	1
321	и ту же	1	1
322	как мы знаем	6	1
323	громадное значение в	1	1
324	характерно что и	1	1
325	громадное значение имеет	1	1
326	входящих в него	1	1
327	contradictio in adjecto	1	1
328	точном смысле слова	1	1
329	имеет большое значение	1	1
330	друг друга не	1	1
331	как человек с	1	1
332	бы он был	2	1
333	этой точки зрения	1	1
334	и следовательно входит	1	1
335	является не индивидуальное	1	1
336	и все вообще	1	1
337	в данный момент	2	1
338	в русской литературе	1	1
339	имеет громадное значение	1	1
340	и той же	2	1
341	с двух сторон	1	1
342	не переставая быть	1	1
343	в этом и	1	1
344	наука искусство и	2	1
345	своем чистом виде	1	1
346	для наших задач	1	1
347	определяющее влияние на	1	1
348	но к этому	1	1
349	с такою же	1	1
350	индивидуального сознания и	1	1
351	во времени и	1	1
352	мы не будем	3	1
353	того что имеет	1	1
354	оно прежде всего	1	1
355	кроме того в	1	1
356	в одной из	1	1
357	зрения другого в	1	1
358	на самом деле	5	1
359	до сегодняшнего дня	1	1
360	если же мы	1	1
361	почти ничего не	1	1
362	во всех случаях	1	1
363	и с точки	1	1
364	смысле этого слова	6	1
365	его жизни и	1	1
366	в других областях	1	1
367	в литературу в	1	1
368	оно ничего не	1	1
369	в отрыве от	1	1
370	всех этих случаях	1	1
371	в конце концов	3	1
372	не будем останавливаться	1	1
373	нашей работы мы	2	1
374	подобно тому как	1	1
375	следовательно входит в	1	1
376	в основном в	1	1
377	с установкой на	2	1
378	прямой и косвенной	1	1
379	и не без	1	1
380	из этих форм	1	1
381	в тесной связи	3	1
382	в нее и	1	1
383	но отнюдь не	1	1
384	всего может быть	1	1
385	бы они ни	1	1
386	не значит конечно	1	1
387	именно в том	1	1
388	в пределах одного	2	1
389	есть прежде всего	2	1
390	как мы видели	4	1
391	и так сказать	2	1
392	могут быть сведены	1	1
393	они ни были	1	1
394	в себе не	1	1
395	во время которой	1	1
396	но во всяком	1	1
397	том что он	3	1
398	они конечно не	1	1
399	не могут быть	3	1
400	выходит за пределы	1	1
401	жизни данного лица	1	1
402	в новое время	1	1
403	или иной форме	1	1
404	и речи о	3	1
405	здесь в этом	1	1
406	в отношении к	7	1
407	никогда не может	1	1
408	будем говорить в	1	1
409	как оно было	1	1
410	уже говорили что	1	1
411	в каких формах	1	1
412	мы увидим в	1	1
413	связи с тем	1	1
414	одной и той	2	1
415	только с помощью	2	1
416	в себе и	1	1
417	и в результате	1	1
418	целом ряде существенных	1	1
419	теперь мы должны	2	1
420	нашу точку зрения	1	1
421	связанных с ними	1	1
422	и в процессе	1	1
423	в другом случае	1	1
424	сводится к тому	2	1
425	в жизни и	1	1
426	же и здесь	1	1
