N	2gram	Vygotskiy_	NovoeSre
480	оно должно	1	1
481	они сами	2	1
482	всю жизнь	2	1
483	мысли но	2	1
484	которые могут	2	1
485	что мы	9	1
486	и вместе	2	1
487	тайны жизни	1	1
488	и которые	2	1
489	которые видят	1	1
490	нельзя будет	1	1
491	от духовного	1	1
492	человеке и	1	1
493	в этих	6	1
494	к расширению	1	1
495	я хочу	2	1
496	и острее	1	1
497	эпохе по	1	1
498	для решения	1	1
499	его формальной	1	1
500	том смысле	1	1
501	становится все	1	1
502	но если	2	1
503	по себе	21	1
504	приводит к	3	1
505	оно может	1	1
506	на место	3	1
507	в области	12	1
508	того и	3	1
509	видят в	1	1
510	жизни мы	1	1
511	в такой	2	1
512	нуждается в	3	1
513	с ним	2	1
514	мыслей и	3	1
515	и только	5	1
516	что само	2	1
517	человек не	1	1
518	который я	1	1
519	путей для	1	1
520	он создает	2	1
521	есть только	7	1
522	от всех	3	1
523	к той	1	1
524	всяком случае	7	1
525	и оно	1	1
526	зависимости от	7	1
527	та или	1	1
528	идей и	1	1
529	только потому	2	1
530	быть удовлетворены	1	1
531	в другие	1	1
532	в это	1	1
533	того же	3	1
534	в известном	2	1
535	служить только	1	1
536	знает что	1	1
537	в чем	5	1
538	в каком	3	1
539	звук уснул	3	1
540	моря и	1	1
541	отказаться от	4	1
542	есть своя	1	1
543	и его	14	1
544	в эту	1	1
545	слова в	5	1
546	и у	6	1
547	одного и	2	1
548	на это	2	1
549	скрывается в	1	1
550	себе и	2	1
551	понять что	1	1
552	жизни с	4	1
553	разобраться в	1	1
554	огромную роль	1	1
555	человека не	3	1
556	к идее	2	1
557	которые они	1	1
558	гораздо больше	1	1
559	всех народов	1	1
560	совершается в	2	1
561	искусство не	2	1
562	связано с	1	1
563	и нет	2	1
564	обратиться к	3	1
565	этой системы	1	1
566	себя и	3	1
567	к нему	3	1
568	чтобы понять	4	1
569	людей в	1	1
