N	2gram	Losev_Dial	Analitik
147	времени в	2	7
148	в одном	4	7
149	как мы	5	7
150	одна из	1	7
151	от себя	1	7
152	по природе	1	7
153	по преимуществу	1	7
154	внимание на	1	7
155	несмотря на	12	7
156	в ее	3	7
157	у него	2	7
158	в таком	4	7
159	природе своей	1	7
160	личности и	2	7
161	и тем	2	7
162	и является	2	7
163	приводит к	1	7
164	собственно говоря	5	7
165	реальности в	1	7
166	всяком случае	3	7
167	и для	2	7
168	жизни но	1	7
169	в литературе	1	7
170	все это	14	7
171	таком случае	2	7
172	однако не	1	7
173	в новом	1	7
174	на его	1	7
175	субъекта и	4	7
176	или иначе	3	7
177	во времени	4	7
178	себя и	1	7
179	место в	1	7
180	что иное	4	7
181	как будто	7	7
182	вплоть до	3	7
183	иное как	4	7
184	во всем	3	6
185	так или	3	6
186	а напротив	1	6
187	или в	2	6
188	при всей	1	6
189	одного и	1	6
190	хотя бы	6	6
191	превращается в	2	6
192	не что	4	6
193	с другим	1	6
194	вовсе не	19	6
195	из них	5	6
196	то в	8	6
197	тем не	3	6
198	не знает	2	6
199	что не	13	6
200	вопроса о	1	6
201	о себе	1	6
202	не будет	2	6
203	могла бы	2	6
204	его как	1	6
205	в силу	6	6
206	как система	1	6
207	в нем	25	6
208	он был	1	6
209	если в	5	6
210	на этом	4	6
211	из которых	1	6
212	из того	2	6
213	не более	1	6
214	от своего	1	6
215	и более	7	6
216	и состоит	2	6
217	из этих	2	6
218	в сознании	3	6
219	и то	15	6
220	уже в	5	6
221	есть в	2	6
222	по его	1	6
223	должен быть	2	6
224	его в	3	6
225	тем более	2	6
226	мере в	3	6
227	полной мере	1	6
228	в полной	2	6
229	объекта и	2	6
230	же в	2	6
231	что на	2	6
232	все что	2	5
233	не так	1	5
234	не как	4	5
235	в состав	1	5
236	в этих	6	5
237	в них	4	5
238	мысль о	2	5
239	тем что	2	5
240	в один	3	5
241	или ином	1	5
242	речь идет	2	5
243	в котором	5	5
244	для того	2	5
245	в эту	1	5
246	к этому	2	5
247	и он	6	5
248	проявляется в	2	5
249	с другими	2	5
250	к жизни	1	5
251	ни в	20	5
252	не о	5	5
253	будто бы	3	5
254	я не	9	5
255	и до	2	5
256	того и	3	5
257	но как	7	5
258	а с	2	5
259	так что	21	5
260	и по	5	5
261	и потому	6	5
262	в особенности	6	5
263	и здесь	1	5
264	том или	2	5
265	говорит и	1	5
266	не могут	4	5
267	самом деле	6	5
268	как о	2	5
269	к его	2	5
270	жизни в	1	5
271	да и	11	5
272	еще и	4	5
273	совершенно не	13	5
274	что мы	3	5
275	на примере	1	5
276	тот же	1	5
277	и смерти	1	5
278	ни с	8	5
279	мы не	1	5
280	с той	2	5
281	в широком	2	5
282	с их	2	5
283	в общем	2	5
284	в глубине	1	5
285	все эти	4	5
286	одно из	2	5
287	путь к	1	5
288	в поле	1	5
289	одну из	1	5
290	в искусстве	2	5
291	и их	5	5
292	нового времени	1	5
293	еще в	2	5
294	такой же	2	5
295	ты не	1	4
296	о своем	2	4
297	в своих	1	4
298	к самому	3	4
299	что по	3	4
300	большей или	1	4
301	отличается от	3	4
302	так в	1	4
303	с этим	5	4
304	во внешнем	1	4
305	реальности и	2	4
306	не должен	2	4
307	только на	3	4
308	что же	5	4
309	не становится	1	4
310	сказать что	19	4
311	известной степени	1	4
312	на него	2	4
313	что она	18	4
314	из трех	1	4
315	воли и	1	4
316	не все	1	4
317	к нему	12	4
318	ни было	2	4
319	сколько бы	1	4
320	все прочие	1	4
321	не было	7	4
322	в которой	3	4
323	между ними	1	4
324	именно такова	1	4
325	в чем	9	4
326	каждом из	2	4
327	на себе	3	4
328	бы в	3	4
329	в каждом	4	4
330	могли бы	1	4
331	мы уже	8	4
332	и что	17	4
333	этом смысле	4	4
334	или меньшей	1	4
335	силу своей	2	4
336	и от	5	4
337	и есть	20	4
338	его к	1	4
339	а как	1	4
340	были бы	3	4
341	была бы	4	4
342	как он	5	4
343	в отношении	5	4
344	однако что	1	4
345	а именно	3	4
346	с ними	4	4
347	бы не	1	4
348	который не	2	4
349	и т	31	4
350	это и	6	4
351	его и	1	4
352	потому что	23	4
353	того чтобы	1	4
354	и если	5	4
355	и тогда	4	4
356	но о	1	4
357	или иных	1	4
358	вслед за	2	4
359	и во	1	4
360	до известной	1	4
361	но это	12	4
362	все они	2	4
363	ему в	1	4
364	как у	3	4
365	ее в	2	4
366	в полном	1	4
367	здесь в	3	4
368	бы и	4	4
369	указывает на	3	4
370	сама по	12	4
371	нас к	1	4
372	или даже	1	4
373	по своему	4	4
374	об этом	7	4
375	и другого	3	4
376	жизнь и	5	4
377	тех или	5	4
378	но при	1	4
379	его не	7	4
380	в акте	2	4
381	на всех	1	4
382	свою жизнь	1	4
383	наконец в	1	4
384	и ее	1	4
385	отношение к	5	4
386	и о	4	4
387	в области	2	4
388	сознания в	1	4
389	или точнее	2	4
390	от него	4	3
391	случае в	1	3
392	человеческой жизни	2	3
393	к этой	1	3
394	с этой	3	3
395	случае не	4	3
396	одному из	1	3
397	в виду	9	3
398	быть может	5	3
399	у пушкина	6	3
400	вопрос об	5	3
401	и с	10	3
402	на свою	1	3
403	в жизни	3	3
404	с тем	2	3
405	похож на	1	3
406	только для	1	3
407	тем в	1	3
408	в такой	1	3
409	при условии	3	3
410	вопрос о	3	3
411	раз и	2	3
412	ничто не	3	3
413	на самом	5	3
414	уже о	1	3
415	это было	4	3
416	уже было	1	3
417	и той	1	3
418	не мне	1	3
419	одной и	1	3
420	себе в	1	3
421	и далее	1	3
422	именно такого	1	3
423	обратим внимание	2	3
424	как на	1	3
425	что все	2	3
426	в зависимости	2	3
427	тут же	2	3
428	к ее	1	3
429	к внутреннему	1	3
430	гораздо более	3	3
431	о личности	1	3
432	всего в	1	3
433	на почве	2	3
434	в повествовании	1	3
435	что у	3	3
436	должно быть	7	3
437	в состоянии	2	3
438	для своего	3	3
439	связи с	3	3
440	не говорит	4	3
441	очевидно что	1	3
442	в связи	3	3
443	я всегда	3	3
444	человек в	1	3
445	так сказать	1	3
446	это путь	1	3
447	что как	2	3
448	но к	2	3
449	он сам	6	3
450	не был	3	3
451	остается в	1	3
452	здесь как	2	3
453	смысл и	6	3
454	понимание есть	2	3
455	чистом виде	1	3
456	хотя в	3	3
457	в тех	2	3
458	таит в	1	3
459	теми же	1	3
460	из этого	2	3
461	бы ни	3	3
462	оно может	1	3
463	во время	2	3
464	всех этих	4	3
465	случае это	1	3
466	в одну	8	3
467	например в	2	3
468	тогда когда	6	3
469	что они	8	3
470	содержит в	6	3
471	никак не	6	3
472	и внешнего	8	3
473	борьбы с	1	3
474	себе не	7	3
475	можно было	5	3
476	оно не	2	3
477	сами по	4	3
478	если не	1	3
479	есть лишь	1	3
480	ни о	5	3
481	смысла и	3	3
482	заключается в	4	3
483	с целью	3	3
484	времени не	1	3
485	никто не	2	3
486	ли он	1	3
487	своего предмета	2	3
488	ему и	1	3
489	о котором	2	3
490	зависимости от	2	3
491	человека и	2	3
492	только одно	1	3
493	ни к	2	3
494	то он	2	3
495	своей собственной	2	3
496	тех же	1	3
497	и заключается	1	3
498	в становлении	2	3
499	принципиально не	1	3
500	тех пор	2	3
501	для нее	2	3
502	и больше	2	3
503	весьма существенно	1	3
504	в обоих	1	3
505	т п	3	3
506	неотделима от	1	3
507	она может	1	3
508	мог бы	3	3
509	субъектом и	1	3
510	попадает в	1	3
511	так как	24	3
512	они не	3	3
513	за собою	1	3
514	где он	1	3
515	указание на	1	3
516	же не	4	3
517	дело в	1	3
518	ведь это	3	3
519	но с	4	3
520	сторону и	2	3
521	а о	2	3
522	сам по	8	3
523	не от	1	3
524	который как	1	3
525	а то	1	3
526	для науки	3	3
527	понимать как	2	3
528	и без	1	3
529	в какой	3	3
530	пушкина и	1	3
531	при таком	1	3
532	мира и	2	3
533	к своему	1	3
534	и я	3	3
535	один и	1	3
536	этих двух	1	3
537	не говоря	1	3
538	ко всему	3	3
539	только лишь	1	3
540	может иметь	6	3
541	только к	2	3
542	второй и	1	3
543	она не	10	3
544	также и	7	3
545	в ней	4	3
546	но он	3	3
547	независимо от	2	3
548	мы должны	6	3
549	и может	7	3
550	и смыслом	1	3
551	на меня	2	3
552	говоря о	2	3
553	человека с	1	3
554	этих случаях	1	3
555	по этой	2	3
556	идет о	1	3
557	же самое	3	3
558	нас самих	1	3
559	которые в	1	3
560	когда он	2	3
561	может показаться	1	3
562	жизни и	9	3
563	на то	5	3
564	о своих	2	3
565	может и	5	3
566	ведь и	1	3
567	однако все	1	3
568	для этого	2	3
569	и наконец	1	3
570	из уст	1	3
571	не к	2	3
572	со мною	1	3
573	еще раз	2	2
574	говоря уже	1	2
575	я уже	2	2
576	над нами	1	2
577	времени как	1	2
578	еще более	3	2
579	тому что	4	2
580	в субъекте	1	2
581	тем или	2	2
582	следует что	2	2
583	в разных	6	2
584	два различных	1	2
585	или нет	6	2
586	не вызывает	1	2
587	далее в	2	2
588	не бывает	2	2
589	встречается в	1	2
590	более или	5	2
591	до полного	1	2
592	жизнь в	2	2
593	антитеза внутреннего	1	2
594	в новую	2	2
595	мы и	3	2
596	от всего	2	2
597	своей роли	1	2
598	к другим	1	2
599	если он	1	2
600	только через	2	2
601	их в	2	2
602	обоих случаях	2	2
603	в одно	5	2
604	другое дело	1	2
605	этой стороны	2	2
606	свою собственную	2	2
607	широком смысле	2	2
608	но мы	3	2
609	так например	1	2
610	искусство и	2	2
611	на первый	2	2
612	тогда не	1	2
613	им что	1	2
614	и дело	1	2
615	любви к	2	2
616	а лишь	3	2
617	для автора	1	2
618	на природу	2	2
619	что этот	3	2
620	своей природе	1	2
621	е о	2	2
622	и неизбежно	1	2
623	и смерть	1	2
624	во многих	1	2
625	смерти и	1	2
626	но они	2	2
627	и внешнее	3	2
628	есть ни	7	2
629	а между	1	2
630	не обязательно	5	2
631	уже и	5	2
632	так же	6	2
633	в чистом	1	2
634	в глаза	1	2
635	всегда и	4	2
636	и остается	2	2
637	в прошлом	1	2
638	к ним	3	2
639	места для	1	2
640	быть в	5	2
641	к которому	1	2
642	с этими	1	2
643	миф и	6	2
644	как я	3	2
645	сих пор	4	2
646	во всей	1	2
647	науке о	1	2
648	жизни не	1	2
649	что именно	3	2
650	коем случае	1	2
651	друг с	2	2
652	уже по	1	2
653	в системе	2	2
654	она есть	12	2
655	не просто	19	2
656	и становится	2	2
657	но сама	1	2
658	грань между	5	2
659	или иным	1	2
660	но я	4	2
661	мы видим	6	2
662	сравнении с	1	2
663	к их	1	2
664	научного анализа	1	2
665	от его	1	2
666	время и	2	2
667	искусство в	1	2
668	т е	49	2
669	не должна	2	2
670	бытия и	1	2
671	мы можем	5	2
672	что между	1	2
673	или не	5	2
674	к чему	1	2
675	и приводит	1	2
676	как его	1	2
677	не остается	2	2
678	человек и	2	2
679	но ведь	2	2
680	учение о	11	2
681	по одному	4	2
682	между прочим	1	2
683	в психике	1	2
684	место и	1	2
685	зрения и	2	2
686	в некий	1	2
687	о которых	2	2
688	же касается	1	2
689	а только	5	2
690	не узнал	2	2
691	я был	3	2
692	всех своих	1	2
693	на которую	1	2
694	что даже	2	2
695	данный момент	1	2
696	к любой	1	2
697	не могу	9	2
698	этой точки	2	2
699	здесь мы	1	2
700	вообще не	2	2
701	однако эта	1	2
702	одно и	8	2
703	не приходится	1	2
704	и та	8	2
705	не могла	1	2
706	в нас	2	2
707	и отличается	3	2
708	когда мы	3	2
709	не знаю	3	2
710	себя за	1	2
711	которое есть	1	2
712	которые и	1	2
713	личность человека	1	2
714	оно и	1	2
715	только с	3	2
716	культуры и	1	2
717	и др	2	2
718	них не	1	2
719	личность и	1	2
720	мы будем	2	2
721	об этих	1	2
722	если они	1	2
723	в данный	1	2
724	для чего	2	2
725	бы я	1	2
726	еще одно	1	2
727	себе самом	2	2
728	мире и	3	2
729	утверждать что	3	2
730	взгляд на	3	2
731	до сих	4	2
732	существования и	1	2
733	вступить в	1	2
734	та же	6	2
735	и конечно	1	2
736	внутреннего и	11	2
737	и свою	1	2
738	ним и	1	2
739	и при	3	2
740	и должно	3	2
741	что это	21	2
742	от нас	1	2
743	не требует	1	2
744	сама жизнь	1	2
745	том и	1	2
746	под этим	1	2
747	со всеми	2	2
748	сосредоточиться на	2	2
749	все его	3	2
750	творчества и	1	2
751	оно ни	1	2
752	которое как	2	2
753	о самом	2	2
754	оно есть	5	2
755	на месте	1	2
756	даже не	4	2
757	значения и	1	2
758	личности а	1	2
759	и просто	1	2
760	не имеет	15	2
761	в сравнении	1	2
762	дома и	1	2
763	может не	1	2
764	всей своей	1	2
765	к другому	1	2
766	слова о	1	2
767	не сами	1	2
768	думать что	3	2
769	нет ничего	1	2
770	к счастью	1	2
771	истории не	1	2
772	ставит себя	1	2
773	да еще	1	2
774	это только	3	2
775	в отдельности	3	2
776	у меня	4	2
777	на это	1	2
778	но лишь	4	2
779	время в	1	2
780	со всей	2	2
781	в которую	1	2
782	от других	1	2
783	внимания на	1	2
784	переносном смысле	1	2
785	при помощи	1	2
786	было и	1	2
787	но без	3	2
788	может ли	1	2
789	не для	1	2
790	своей жизни	1	2
791	тем же	3	2
792	но от	1	2
793	начиная с	1	2
794	с нею	3	2
795	он может	3	2
796	с чужой	2	2
797	но если	6	2
798	все их	1	2
799	в дальнейшем	6	2
800	первый взгляд	2	2
801	одних и	1	2
802	значение в	1	2
803	в коем	1	2
804	только по	1	2
805	что несмотря	1	2
806	в поэзии	8	2
807	зависит от	1	2
808	однако как	1	2
809	и вот	10	2
810	в художественной	1	2
811	не будем	1	2
812	он как	1	2
813	то самое	1	2
814	что с	2	2
815	для нас	1	2
816	многих отношениях	1	2
817	а все	1	2
818	как нечто	5	2
819	все равно	7	2
820	раз в	2	2
821	в церковь	1	2
822	что ни	3	2
823	образом в	1	2
824	но эта	4	2
825	это еще	2	2
826	по существу	2	2
827	пушкина а	1	2
828	с теми	2	2
829	в ту	1	2
830	этом что	1	2
831	представляет собою	1	2
832	субъект и	1	2
833	на все	2	2
834	бы мы	2	2
835	бы дать	1	2
836	с другом	2	2
837	или менее	5	2
838	в одной	4	2
839	бы это	1	2
840	как формы	1	2
841	а на	1	2
842	к одному	1	2
843	и тех	1	2
844	там где	1	2
845	и эти	2	2
846	мертвых душ	1	2
847	принадлежит только	1	2
848	оно в	1	2
849	как человек	1	2
850	дело уже	1	2
851	нет и	2	2
852	это как	3	2
853	то и	3	2
854	не по	2	2
855	но всегда	2	2
856	личность есть	11	2
857	просто не	2	2
858	элементов а	1	2
859	стало быть	17	2
860	а скорее	1	2
861	тот кто	2	2
862	не можем	1	2
863	себе самому	1	2
864	все более	1	2
865	и только	5	2
866	в личности	4	2
867	однако они	2	2
868	о человеческом	1	2
869	всегда говорит	1	2
870	мы наблюдаем	1	1
871	что говорится	1	1
872	плана обязательно	1	1
873	они являются	1	1
874	и объекта	4	1
875	они имеют	1	1
876	и другие	1	1
877	в единую	1	1
878	в душе	8	1
879	каждой из	1	1
880	не считает	1	1
881	быть по	1	1
882	это тот	1	1
883	это далеко	1	1
884	уж не	1	1
885	и сторону	1	1
886	же и	11	1
887	иное логическое	1	1
888	выводу что	2	1
889	и смыслов	1	1
890	только что	5	1
891	или других	4	1
892	мифу как	1	1
893	необходима для	2	1
894	в сферу	1	1
895	можно встретить	1	1
896	что один	1	1
897	первую очередь	1	1
898	он всегда	3	1
899	или по	2	1
900	в стороне	1	1
901	а у	1	1
902	внешнему что	1	1
903	вещи и	5	1
904	мысли и	3	1
905	положения и	1	1
906	что то	1	1
907	его то	1	1
908	оформлен и	1	1
909	общения с	1	1
910	для другой	1	1
911	миф в	1	1
912	только самих	1	1
913	почему мы	1	1
914	самом же	2	1
915	и переменчивые	1	1
916	только тогда	9	1
917	своему собственному	1	1
918	в различных	2	1
919	по способу	2	1
920	по мере	3	1
921	личность но	1	1
922	всегда противопоставление	1	1
923	как образ	1	1
924	ведь я	1	1
925	на свой	1	1
926	но все	5	1
927	от одного	1	1
928	вещь в	1	1
929	элементы в	1	1
930	на мир	2	1
931	равно как	1	1
932	и опять	1	1
933	а целую	1	1
934	отчетливо и	1	1
935	из самых	1	1
936	не доказывает	1	1
937	и действительного	1	1
938	говорят о	2	1
939	голосом и	1	1
940	показалось странным	1	1
941	для своей	1	1
942	литературе как	1	1
943	новая форма	1	1
944	жизненных и	1	1
945	стороны в	2	1
946	его на	1	1
947	столкновение с	1	1
948	от первой	1	1
949	нам уже	1	1
950	мысли о	1	1
951	по форме	1	1
952	себя всему	1	1
953	для полного	1	1
954	внимание что	1	1
955	же если	1	1
956	неделимом лике	1	1
957	как более	2	1
958	этого ни	1	1
959	к земле	1	1
960	почти все	2	1
961	за ней	1	1
962	на точку	2	1
963	мир и	1	1
964	земле как	1	1
965	действительность в	1	1
966	жизни наконец	1	1
967	и из	6	1
968	и трепещущий	1	1
969	чем мы	1	1
970	как самостоятельное	1	1
971	есть миф	6	1
972	свой смысл	2	1
973	так если	1	1
974	переменчивые акциденции	1	1
975	в брак	1	1
976	и недаром	1	1
977	говорится о	1	1
978	встреча двух	1	1
979	в первую	2	1
980	и отчасти	1	1
981	во все	1	1
982	уже давно	2	1
983	лица по	1	1
984	жизнь для	1	1
985	и жизнь	2	1
986	понять в	1	1
987	она же	1	1
988	порядок в	1	1
989	и такие	1	1
990	среди всех	1	1
991	о чем-то	3	1
992	по-видимому и	1	1
993	себе все	1	1
994	никаких оснований	1	1
995	в пределе	1	1
996	реальности как	1	1
997	мы увидим	2	1
998	пуще прежнего	1	1
999	убедиться в	2	1
1000	мере не	1	1
1001	есть встреча	1	1
1002	только как	3	1
1003	но даже	1	1
1004	христианской мифологии	1	1
1005	мифологии в	1	1
1006	почти исключительно	1	1
1007	должна быть	5	1
1008	есть откровение	1	1
1009	из жизни	2	1
1010	другом в	1	1
1011	одной общей	1	1
1012	миф о	2	1
1013	имея в	1	1
1014	относится не	1	1
1015	есть внутреннее	1	1
1016	смысле слова	1	1
1017	об отношении	6	1
1018	них и	2	1
1019	солнце и	3	1
1020	пока не	2	1
1021	о них	1	1
1022	не об	1	1
1023	точно так	3	1
1024	ни вообще	2	1
1025	и значение	1	1
1026	говорит что	3	1
1027	вообще но	1	1
1028	на научность	1	1
1029	бытие на	1	1
1030	своем значении	1	1
1031	вещь а	2	1
1032	что ее	1	1
1033	это ведет	1	1
1034	от меня	2	1
1035	то можно	1	1
1036	будучи в	1	1
1037	наедине с	1	1
1038	и еще	4	1
1039	она вполне	1	1
1040	но скорее	1	1
1041	еще нет	1	1
1042	отдельности и	1	1
1043	это какое-то	2	1
1044	от смысла	5	1
1045	еще ничего	1	1
1046	в основу	1	1
1047	следующим образом	1	1
1048	этот голос	3	1
1049	когда наука	1	1
1050	все время	4	1
1051	не умеет	1	1
1052	убит в	1	1
1053	а со	1	1
1054	их именно	1	1
1055	нас а	1	1
1056	быть как	1	1
1057	речь о	1	1
1058	однажды в	1	1
1059	именно с	1	1
1060	их понимание	4	1
1061	ином отношении	1	1
1062	возникающая в	1	1
1063	слова без	1	1
1064	тоже могут	1	1
1065	и мало	2	1
1066	подлинной реальности	1	1
1067	она ни	3	1
1068	перед нею	1	1
1069	любой другой	1	1
1070	своего развития	2	1
1071	того о	1	1
1072	евгений онегин	1	1
1073	себя самой	1	1
1074	одном неделимом	1	1
1075	не происходит	1	1
1076	при котором	1	1
1077	и оба	1	1
1078	есть выражение	4	1
1079	то оно	4	1
1080	она и	2	1
1081	менее в	1	1
1082	нельзя сказать	4	1
1083	непосредственного восприятия	1	1
1084	от поэтического	3	1
1085	жизни так	1	1
1086	указать на	1	1
1087	что каждая	1	1
1088	что я	5	1
1089	что уже	3	1
1090	внутреннее есть	3	1
1091	мы знаем	1	1
1092	ним в	1	1
1093	совершенно необходима	1	1
1094	расходится с	1	1
1095	всему внешнему	1	1
1096	него самого	1	1
1097	а ведь	1	1
1098	с тех	2	1
1099	указанных выше	1	1
1100	видите здесь	1	1
1101	что такое	13	1
1102	и сама	1	1
1103	меньше и	1	1
1104	это верно	1	1
1105	человек как	1	1
1106	или иную	1	1
1107	как миф	1	1
1108	это слово	1	1
1109	стремится к	2	1
1110	различных плана	1	1
1111	к живой	1	1
1112	не чувствовал	1	1
1113	на любом	1	1
1114	герои но	1	1
1115	ли и	1	1
1116	снимает с	1	1
1117	от тех	1	1
1118	а за	1	1
1119	сознания на	2	1
1120	есть явление	1	1
1121	таковы и	1	1
1122	такая позиция	1	1
1123	наконец в-третьих	1	1
1124	не нуждается	9	1
1125	во внимание	2	1
1126	имеем не	1	1
1127	поэзии где	1	1
1128	тоже можно	1	1
1129	в груди	1	1
1130	может трактоваться	1	1
1131	или хотя	2	1
1132	мы это	1	1
1133	или иная	4	1
1134	таково что	1	1
1135	смысле и	1	1
1136	из мифа	4	1
1137	которые могли	1	1
1138	характер и	1	1
1139	воздействие на	1	1
1140	с жизнью	1	1
1141	нечто внутреннее	2	1
1142	что никакая	2	1
1143	же как	3	1
1144	на земле	3	1
1145	и вместе	2	1
1146	сознания как	1	1
1147	обязательно два	1	1
1148	от этого	5	1
1149	это мне	1	1
1150	или преступления	1	1
1151	же эти	2	1
1152	не даны	2	1
1153	образа а	1	1
1154	больше и	1	1
1155	должно было	1	1
1156	его жизни	1	1
1157	производит впечатление	1	1
1158	понятия личности	2	1
1159	здесь ни	1	1
1160	себе и	5	1
1161	точек зрения	3	1
1162	на границе	1	1
1163	из одного	1	1
1164	большого объема	1	1
1165	мифа с	1	1
1166	и у	2	1
1167	что их	2	1
1168	когда сам	1	1
1169	действительности и	4	1
1170	вещи ибо	2	1
1171	ли что	2	1
1172	на последнем	1	1
1173	кто из	1	1
1174	сказал он	1	1
1175	что время	2	1
1176	ядро и	1	1
1177	привносит в	1	1
1178	что хотя	1	1
1179	вещь но	2	1
1180	однако так	1	1
1181	фигура не	1	1
1182	это вполне	1	1
1183	что же?	1	1
1184	лишь ее	1	1
1185	только путем	1	1
1186	не он	1	1
1187	и понимает	1	1
1188	факт не	2	1
1189	при чтении	1	1
1190	идет по	1	1
1191	можно принять	1	1
1192	говорил о	2	1
1193	в сон	2	1
1194	и остался	1	1
1195	опыт и	1	1
1196	реальность а	1	1
1197	все остальные	1	1
1198	в происхождении	1	1
1199	вступить с	1	1
1200	совсем не	1	1
1201	нечто нейтральное	1	1
1202	с какой	5	1
1203	быть осуществлено	1	1
1204	идеальные понятия	1	1
1205	существенно не	2	1
1206	будем иметь	1	1
1207	для понятия	1	1
1208	или может	1	1
1209	форма может	1	1
1210	вы как	1	1
1211	нам еще	1	1
1212	понимать и	1	1
1213	ни была	2	1
1214	отличаются от	1	1
1215	плана и	1	1
1216	на нем	2	1
1217	если же	2	1
1218	должны быть	2	1
1219	ничего нового	2	1
1220	существенное для	1	1
1221	над другими	1	1
1222	становится на	1	1
1223	это воплощение	1	1
1224	но только	6	1
1225	тем и	1	1
1226	он духовно	1	1
1227	научного знания	1	1
1228	бы уже	1	1
1229	доходит до	1	1
1230	и убедительным	1	1
1231	в современной	2	1
1232	чтобы их	1	1
1233	она хочет	1	1
1234	в ничто	1	1
1235	собственно и	1	1
1236	всякая личность	1	1
1237	отношения с	1	1
1238	как один	2	1
1239	о мире	2	1
1240	литературы и	1	1
1241	в москве	2	1
1242	имеет значение	1	1
1243	да да	2	1
1244	никакой возможности	1	1
1245	того кто	2	1
1246	имеет тот	1	1
1247	из нее	2	1
1248	два плана	1	1
1249	есть предмет	1	1
1250	но вы	1	1
1251	всегда только	1	1
1252	головой вниз	1	1
1253	более интенсивное	1	1
1254	я вам	1	1
1255	что для	3	1
1256	два года	1	1
1257	или лучше	1	1
1258	сущности это	1	1
1259	и каждый	1	1
1260	но наоборот	1	1
1261	его личности	2	1
1262	поскольку эта	1	1
1263	но ее	1	1
1264	с чем	2	1
1265	был в	2	1
1266	даже если	4	1
1267	с которым	2	1
1268	подходе к	1	1
1269	хомы брута	1	1
1270	особой формы	1	1
1271	и вызывает	1	1
1272	не ее	1	1
1273	процесса и	1	1
1274	зрительный образ	1	1
1275	был привязан	1	1
1276	мифа но	6	1
1277	структуру и	1	1
1278	себе как	3	1
1279	а главное	2	1
1280	можно с	1	1
1281	иначе не	3	1
1282	между собою	3	1
1283	физика и	2	1
1284	с идеей	1	1
1285	в какой-то	1	1
1286	сливаются в	2	1
1287	которые могут	1	1
1288	о внешнем	1	1
1289	обязательно отождествляются	1	1
1290	сущности не	1	1
1291	было с	1	1
1292	лишь по	1	1
1293	по причине	1	1
1294	себя но	1	1
1295	таков например	1	1
1296	можно только	4	1
1297	уже на	1	1
1298	она сама	2	1
1299	уже с	2	1
1300	от нее	1	1
1301	на деле	2	1
1302	а потому	3	1
1303	быть только	3	1
1304	вопрос почему	1	1
1305	из собственного	1	1
1306	приближается к	1	1
1307	в последнем	1	1
1308	они и	1	1
