N	2gram	Bakhtin_Fr	Tragedij
209	его самого	1	1
210	здесь есть	2	1
211	также что	3	1
212	же была	1	1
213	известно что	1	1
214	свидетельствует о	3	1
215	часто и	1	1
216	того как	7	1
217	к этой	1	1
218	если он	1	1
219	прием и	1	1
220	почти не	1	1
221	в последней	6	1
222	знать и	1	1
223	с одной	3	1
224	и вот	3	1
225	я знаю	1	1
226	должна быть	3	1
227	было слышать	1	1
228	к себе	3	1
229	с такой	1	1
230	безобразным и	1	1
231	он считает	1	1
232	что уже	1	1
233	вот его	1	1
234	с этой	4	1
235	и при	1	1
236	ко всему	1	1
237	дело с	1	1
238	в применении	1	1
239	в стиле	1	1
240	начала и	4	1
241	он упоминает	1	1
242	новую жизнь	1	1
243	но от	1	1
244	облик в	1	1
245	xii и	1	1
246	с образом	5	1
247	содержит в	1	1
248	подчеркнуть что	4	1
249	были написаны	1	1
250	романа в	2	1
251	вот как	1	1
252	они только	2	1
253	же легко	2	1
254	того что	5	1
255	и xiii	1	1
256	сам по	2	1
257	в недрах	2	1
258	б я	1	1
259	о нем	3	1
260	не как	2	1
261	а затем	1	1
262	для нас	2	1
263	может так	1	1
264	его произведение	1	1
265	где он	1	1
266	и всегда	2	1
267	в человеке	2	1
268	есть особое	1	1
269	одно из	2	1
270	как он	4	1
271	xix века	2	1
272	дается в	2	1
273	роман в	1	1
274	в результате	7	1
275	есть с	2	1
276	в виду	4	1
277	смысле этого	1	1
278	рот и	2	1
279	из ее	1	1
280	с собой	2	1
281	самой середине	1	1
282	только в	7	1
283	особое значение	2	1
284	по себе	2	1
285	и герои	1	1
286	этом романе	1	1
287	нас от	1	1
288	двумя образами	1	1
289	видит в	1	1
290	а на	4	1
291	за что	2	1
292	говорит он	1	1
293	а там	1	1
294	и сердце	1	1
295	борьбу с	2	1
296	не было	4	1
297	пища для	1	1
298	в духе	4	1
299	и высоким	1	1
300	но он	8	1
301	говорит в	1	1
302	этого не	1	1
303	имеет для	1	1
304	наших дней	2	1
305	а также	8	1
306	или от	1	1
307	что под	1	1
308	тот кто	1	1
309	заключается в	1	1
310	на нее	1	1
311	одним из	3	1
312	мысль о	1	1
313	эти образы	5	1
314	как его	2	1
315	все события	1	1
316	в эпоху	13	1
317	и побои	1	1
318	встречаем такие	1	1
319	не есть	2	1
320	xiii главы	1	1
321	именно в	4	1
322	и пусть	1	1
323	представление о	3	1
324	здесь дана	1	1
325	указывает на	1	1
326	вообще не	1	1
327	но самое	2	1
328	думать о	1	1
329	веке в	1	1
330	из тех	1	1
331	в связи	3	1
332	с жизнью	1	1
333	является по	1	1
334	связан и	2	1
335	очень важный	1	1
336	встречается в	1	1
337	с ними	4	1
338	и развернул	1	1
339	и она	1	1
340	переплетается с	1	1
341	страха и	1	1
342	есть в	9	1
343	сорвался с	1	1
344	на земле	5	1
345	сливается с	2	1
346	в переводе	1	1
347	в своей	4	1
348	рядом с	9	1
349	вместе с	9	1
350	на этом	6	1
351	оказалось что	2	1
352	стремление к	1	1
353	них он	1	1
354	был первым	1	1
355	роль в	4	1
356	так сказать	5	1
357	эта тема	1	1
358	смертной казни	1	1
359	на все	2	1
360	бы не	1	1
361	в такой	1	1
362	со своей	1	1
363	и жизнь	1	1
364	между собой	2	1
365	лишенный его	1	1
366	власти и	2	1
367	в двух	1	1
368	по самой	1	1
369	когда в	1	1
370	первоначальный замысел	1	1
371	это было	4	1
372	но уже	3	1
373	героя и	1	1
374	в чем	3	1
375	в момент	1	1
376	матери и	1	1
377	последней главе	4	1
378	и стал	2	1
379	а он	1	1
380	жив и	1	1
381	смысл этого	1	1
382	тогда как	1	1
383	бранью и	2	1
384	мира сего	1	1
385	бы в	3	1
386	эти же	1	1
387	в них	14	1
388	на них	3	1
389	над человеком	1	1
390	и образ	6	1
391	в iii	1	1
392	во всех	13	1
393	без конца	1	1
394	говорится о	1	1
395	такие слова	1	1
396	в x	2	1
397	во всяком	2	1
398	и потому	6	1
399	понятно что	2	1
400	это и	1	1
401	попал в	1	1
402	и благородные	1	1
403	о себе	1	1
404	тем чем	1	1
405	чтоб я	1	1
406	что имя	1	1
407	чем же	2	1
408	не является	1	1
409	за то	4	1
410	а к	1	1
411	это как	1	1
412	в котором	4	1
413	ему в	2	1
414	с самого	2	1
415	со стола	1	1
416	возвращается к	1	1
417	не могли	1	1
418	как нечто	2	1
419	и предшествующей	1	1
420	и новые	2	1
421	и которую	1	1
422	это мне	1	1
423	восходит к	1	1
424	применении к	1	1
425	которой он	2	1
426	эта связь	1	1
427	связи с	5	1
428	чувствует себя	1	1
429	она не	1	1
430	умирают в	1	1
431	бессмертие души	1	1
432	был так	2	1
433	значение этого	1	1
434	того чтобы	2	1
435	и если	1	1
436	на другой	2	1
437	нашел в	1	1
438	исключительное значение	1	1
439	одну из	2	1
440	но не	1	1
441	в другом	4	1
442	дистанции между	1	1
443	этом мире	1	1
444	силе и	1	1
445	между тем	2	1
446	xvii века	4	1
447	не быть	1	1
448	и должна	1	1
449	в ней	10	1
450	к образу	1	1
451	вот почему	1	1
452	с совершенно	1	1
453	что судьба	1	1
454	в отношениях	1	1
455	мы узнаем	1	1
456	в условиях	1	1
457	и чтобы	1	1
458	характерный для	1	1
459	в новой	7	1
460	самом деле	4	1
461	больше в	1	1
462	из себя	1	1
463	страдания но	1	1
464	в развитии	2	1
465	в которой	3	1
466	это говорит	1	1
467	в образах	8	1
468	загробной жизни	1	1
469	не исключено	1	1
470	отвращение к	1	1
471	лишь в	2	1
472	бедствия и	1	1
473	именно на	2	1
474	а не	2	1
475	а за	2	1
476	но затем	1	1
477	все образы	4	1
478	камень в	1	1
479	только на	2	1
480	и их	5	1
481	свою жизнь	2	1
482	но особо	1	1
483	есть и	4	1
484	ну а	1	1
485	романа прежде	1	1
486	один раз	2	1
487	не могла	2	1
488	это была	4	1
489	можно было	4	1
490	вещами и	2	1
491	в форме	6	1
492	за пределы	1	1
493	но только	2	1
494	конечно в	2	1
495	вместо того	2	1
496	эта книга	2	1
497	первый образ	1	1
498	и хотя	1	1
499	доходит до	1	1
500	в смерти	1	1
501	в xix	1	1
502	отметим также	1	1
503	не вполне	1	1
504	этого образа	2	1
505	друга и	1	1
506	в истории	3	1
507	рассказывает о	1	1
508	по своей	1	1
509	он есть	2	1
510	человека с	2	1
511	несколько раз	1	1
512	что когда	1	1
513	стало быть	1	1
514	ту же	3	1
515	свое значение	1	1
516	повод для	2	1
517	над ним	1	1
518	человека и	3	1
519	говорили что	4	1
520	отметить что	2	1
521	на всю	2	1
522	или как	1	1
523	самого начала	1	1
524	где и	1	1
525	литературы и	1	1
526	должны были	1	1
527	час и	1	1
528	умирает и	1	1
529	на новую	1	1
530	и т.д	3	1
531	всего этого	3	1
532	но этот	4	1
533	не раз	1	1
534	на хлеб	1	1
535	того кто	1	1
536	значение и	1	1
537	знает и	1	1
538	известной степени	1	1
539	во ii	1	1
540	на груди	1	1
541	за этим	1	1
542	к ним	1	1
543	или вообще	1	1
544	и еще	2	1
545	но без	2	1
546	в эпизоде	10	1
547	и любви	1	1
548	ту сторону	1	1
549	в книге	2	1
550	он в	2	1
551	что ты	1	1
552	как мы	19	1
553	со своими	2	1
554	что дочь	1	1
555	казалось что	1	1
556	и высокое	1	1
557	и особенно	3	1
558	и о	2	1
559	ее не	1	1
560	в голове	2	1
561	ко всей	1	1
562	я вам	1	1
563	родного дома	1	1
564	речи в	2	1
565	его как	3	1
566	на уровне	1	1
567	образы и	1	1
568	в реальный	1	1
569	наряду с	1	1
570	той же	9	1
571	и др	12	1
572	она находит	1	1
573	это мы	1	1
574	виде и	1	1
575	хлеб и	1	1
576	характерно что	4	1
577	обратимся к	1	1
578	быть в	1	1
579	во времена	2	1
580	тебе и	1	1
581	на улице	1	1
582	слова в	1	1
583	входит и	1	1
584	и от	10	1
585	и есть	3	1
586	роль играет	3	1
587	рассказ об	1	1
588	входят в	3	1
589	он показывает	1	1
590	все время	4	1
591	на этот	1	1
592	никому не	2	1
593	для понимания	1	1
594	заставляет ее	1	1
595	как во	3	1
596	этого слова	1	1
597	например в	8	1
598	в период	1	1
599	себя а	1	1
600	что именно	2	1
601	всех людей	1	1
602	и знаете	1	1
603	что вместе	1	1
604	но если	1	1
605	время он	1	1
606	горя что	1	1
607	о своих	1	1
608	в литературе	5	1
609	в сфере	1	1
610	в области	3	1
611	и по	4	1
612	и эта	4	1
613	человек не	1	1
614	это в	4	1
615	ее содержание	1	1
616	я вижу	1	1
617	всяком случае	1	1
618	на котором	1	1
619	ничего подобного	1	1
620	конце концов	5	1
621	не удалось	1	1
622	на поиски	1	1
623	что сам	1	1
624	к ее	1	1
625	женщины на	1	1
626	чтобы не	1	1
627	и наконец	6	1
628	берется в	1	1
629	некоторые черты	1	1
630	что на	1	1
631	известной мере	1	1
632	говорит не	1	1
633	он непрерывно	1	1
634	людей в	3	1
635	обратиться к	1	1
636	чем у	1	1
637	романа не	1	1
638	же эпизоде	1	1
