N	3gram	Vygotskiy_	Narrotol
96	том смысле что	1	1
97	в той же	3	1
98	то что он	3	1
99	отношение к миру	1	1
100	проявляет себя в	1	1
101	и многие другие	1	1
102	равной мере и	2	1
103	на том что	1	1
104	в этом смысле	5	1
105	по сравнению с	9	1
106	вопроса о том	2	1
107	и в другом	3	1
108	ничего не говорит	1	1
109	того что происходит	1	1
110	речь не может	1	1
111	и со стороны	1	1
112	не говорит об	1	1
113	в первый раз	1	1
114	что они не	1	1
115	то что обычно	1	1
116	за собой и	1	1
117	его собственного мышления	1	1
118	в этом процессе	1	1
119	в том числе	2	1
120	не отличается от	1	1
121	не знает и	1	1
122	но для того	1	1
123	потому что в	4	1
124	друг от друга	5	1
125	у него еще	2	1
126	но и с	1	1
127	как бы не	1	1
128	сам по себе	1	1
129	связи с этим	1	1
130	что один из	1	1
131	так и в	1	1
132	друг с другом	10	1
133	что только в	2	1
134	что именно в	2	1
135	возникает в результате	1	1
136	в обоих случаях	2	1
137	только в качестве	1	1
138	здесь имеет место	1	1
139	но и что	2	1
140	таким образом что	2	1
141	что все эти	1	1
142	сомневаться в том	1	1
143	не говорит нам	1	1
144	по аналогии с	2	1
145	само по себе	2	1
146	и к другому	1	1
147	в полной мере	1	1
148	если можно так	1	1
149	в его положении	1	1
150	а тем более	1	1
151	а во второй	1	1
152	том что в	2	1
153	потому что оно	1	1
154	подлежит сомнению и	1	1
155	представляет собой единое	1	1
156	необходимо должно быть	2	1
157	того о чем	1	1
158	так как это	3	1
159	не может иметь	1	1
160	нас нет никаких	1	1
161	то ни было	1	1
162	не может не	3	1
163	что если он	1	1
164	но в этом	2	1
165	свою очередь не	2	1
166	как раз и	1	1
167	значении этого слова	1	1
168	не может соответствовать	1	1
169	чего он сам	1	1
170	только то что	2	1
171	том числе и	2	1
172	с другой стороны	8	1
173	нет никаких оснований	2	1
174	в этой связи	1	1
175	бы то ни	1	1
176	из того что	4	1
177	как мы увидим	1	1
178	а не только	1	1
179	не то что	4	1
180	в равной мере	4	1
181	или хотя бы	1	1
182	можно так выразиться	1	1
183	есть не что	2	1
184	в этих случаях	1	1
185	только по отношению	1	1
186	связаны между собой	3	1
187	что он может	3	1
188	только в двух	1	1
189	к нему в	1	1
190	отнюдь не означает	1	1
191	в интересующей нас	1	1
192	в противоречие с	1	1
193	из которых в	1	1
194	не до конца	2	1
195	эта фраза не	1	1
196	один и тот	5	1
197	случае мы имеем	1	1
198	в которой он	1	1
199	этой точки зрения	7	1
200	что не только	1	1
201	самом деле не	1	1
202	совпадает с его	1	1
203	как один из	1	1
204	с ним происходит	1	1
205	никто не знает	1	1
206	неизмеримо более сложного	1	1
207	и тем более	2	1
208	с того что	2	1
209	и в известном	1	1
210	один из наиболее	1	1
211	в себя ту	1	1
212	той же мере	2	1
213	в то время	4	1
214	связанных между собой	1	1
215	на этот вопрос	5	1
216	известном смысле является	1	1
217	начинается с того	2	1
218	связанные между собой	2	1
219	несмотря на свою	1	1
220	тем что они	1	1
221	что к этому	1	1
222	в сознании ребенка	4	1
223	именно в этом	3	1
224	и не только	1	1
225	как и на	1	1
226	я не могу	1	1
227	не что иное	2	1
228	говорит нам о	1	1
229	в другом отношении	1	1
230	ответ на этот	2	1
231	как мы видели	4	1
232	и для другого	1	1
233	представляет собой по	1	1
234	не подлежит сомнению	1	1
235	с таким же	3	1
236	в основе этого	2	1
237	которое может быть	1	1
238	то время как	4	1
239	этого слова а	1	1
240	другому человеку и	1	1
241	с самого начала	8	1
242	и является в	1	1
243	том что он	3	1
244	и что в	2	1
245	же как и	2	1
246	более глубокий и	1	1
247	представление о том	1	1
248	него еще нет	1	1
249	было бы совершенно	1	1
250	совершается переход от	1	1
251	вместо того чтобы	5	1
252	то что я	1	1
253	в том виде	1	1
254	в следующей главе	2	1
255	что и в	1	1
256	на эту тему	1	1
257	с этой точки	7	1
258	мы не можем	2	1
259	к жизни и	1	1
260	в сущности говоря	5	1
261	что с ним	1	1
262	что еще не	1	1
