N	2gram	Tiupa_Teor	Freidism
411	о каком	1	2
412	в отличие	7	2
413	я –	3	2
414	его роли	1	2
415	мог бы	3	2
416	но именно	1	2
417	за пределами	5	2
418	может оказаться	2	2
419	только при	1	2
420	то она	1	2
421	как этого	1	2
422	для понимания	2	2
423	друг друга	1	2
424	художественной формы	1	2
425	бы в	1	2
426	только о	2	2
427	его можно	1	2
428	жизни но	2	2
429	как к	5	2
430	обе стороны	1	2
431	на языке	3	2
432	по преимуществу	5	2
433	и служит	1	2
434	– на	4	2
435	зависит от	1	2
436	с одной	3	2
437	такого рода	13	2
438	в состоянии	1	2
439	и через	1	2
440	же самых	1	2
441	ни было	2	2
442	он и	2	2
443	такое же	1	2
444	и сама	1	2
445	в качестве	33	2
446	поведения в	1	2
447	но как	2	2
448	на которой	1	2
449	весь мир	1	2
450	внешнего мира	2	2
451	в их	4	2
452	сказать не	1	2
453	а на	3	2
454	отказаться от	1	2
455	обратимся к	1	2
456	а также	7	2
457	дело в	2	2
458	в конце	2	2
459	и поступки	1	2
460	противоречие с	1	2
461	он в	1	2
462	также в	1	2
463	же как	1	2
464	всем своем	1	2
465	не есть	1	2
466	рядом с	1	2
467	сознания как	1	2
468	разрыв между	1	2
469	к своему	2	2
470	как ее	1	2
471	от этого	1	2
472	больше и	1	2
473	культуры –	1	2
474	это было	2	2
475	должен быть	2	2
476	жизни то	2	2
477	в одной	1	2
478	связаны с	1	2
479	на них	1	2
480	могли бы	2	2
481	а с	3	2
482	вырождается в	1	2
483	отличие от	7	2
484	в поле	1	2
485	сознание как	1	2
486	также и	1	2
487	всегда может	1	2
488	человека как	1	2
489	к этим	1	2
490	дело не	2	2
491	или же	1	2
492	речи и	4	2
493	является его	1	2
494	и тем	5	2
495	одним словом	1	2
496	ни одно	1	2
497	входит в	4	2
498	не следует	4	2
499	этом смысле	3	2
500	таких случаях	2	2
501	то или	1	2
502	или иное	1	2
503	когда мы	1	2
504	и поэтому	1	2
505	анализу и	1	2
506	личность в	1	2
507	всех сторон	1	2
508	даже если	1	2
509	или иной	7	2
510	всю жизнь	1	2
511	но если	1	2
512	говорить об	1	2
513	из этого	1	2
514	как система	2	2
515	то в	2	2
516	как совокупность	3	2
517	в него	1	2
518	чтобы не	2	2
519	он должен	3	2
520	даже самых	1	2
521	мира в	3	2
522	при воспоминании	1	1
523	в особенности	1	1
524	мире и	2	1
525	– у	1	1
526	пределы всего	1	1
527	бы они	1	1
528	образом и	2	1
529	по существу	1	1
530	можно говорить	1	1
531	это тот	1	1
532	и здесь	2	1
533	разные формы	1	1
534	речевой деятельности	2	1
535	и существенно	2	1
536	типа как	1	1
537	индивидуальной жизни	1	1
538	то есть	22	1
539	в хх	1	1
540	на первой	1	1
541	над тем	1	1
542	исходя из	1	1
543	в случаях	1	1
544	которая в	2	1
545	своего собственного	1	1
546	порядка в	4	1
547	все люди	1	1
548	на ее	1	1
549	хх веке	1	1
550	искусства этот	1	1
551	теперь в	1	1
552	дело с	1	1
553	ему о	1	1
554	об искусстве	2	1
555	и дает	1	1
556	даже в	3	1
557	была бы	3	1
558	не всякий	1	1
559	его за	1	1
560	и эстетический	1	1
561	а у	1	1
562	совпасть с	1	1
563	художественного творчества	5	1
564	с врачом	1	1
565	думаю что	1	1
566	этом случае	1	1
567	что основной	1	1
568	отношении к	4	1
569	и должен	1	1
570	по выражению	1	1
571	– являются	1	1
572	оно становится	1	1
573	никак не	1	1
574	в другой	1	1
575	и лучше	1	1
576	проникновения в	1	1
577	а затем	2	1
578	первых двух	1	1
579	в область	1	1
580	задолго до	1	1
581	как основная	1	1
582	требует от	1	1
583	эти перемены	1	1
584	и другими	1	1
585	переживания и	1	1
586	литературного произведения	11	1
587	быть может	1	1
588	не бывает	1	1
589	целом ряде	1	1
590	между субъективной	1	1
591	с собой	1	1
592	ценность и	1	1
593	смысла в	1	1
594	необходимо для	1	1
595	этом как	1	1
596	в плоскости	1	1
597	и строго	1	1
598	должен был	1	1
599	на смену	7	1
600	чтобы в	1	1
601	начинается с	1	1
602	читателя и	1	1
603	состав такого	1	1
604	к какому-нибудь	1	1
605	но только	1	1
606	не более	1	1
607	животного в	1	1
608	на примере	1	1
609	в наших	1	1
610	таково в	1	1
611	мы говорим	1	1
612	любовь и	1	1
613	в различные	1	1
614	тем что	1	1
615	именно о	1	1
616	каждая сторона	1	1
617	то время	1	1
618	– помимо	2	1
619	например в	3	1
620	восприниматься как	2	1
621	литературе как	1	1
622	меня в	1	1
623	с тем	1	1
624	с не	1	1
625	широком и	1	1
626	имеет место	3	1
627	отношений внешнего	1	1
628	к самому	1	1
629	к нам	2	1
630	жизни является	1	1
631	с такими	1	1
632	к искусству	1	1
633	что по	1	1
634	ли не	1	1
635	с собою	1	1
636	в слове	4	1
637	сознания при	2	1
638	третий –	1	1
639	не приводит	1	1
640	что иное	1	1
641	глазами другого	1	1
642	майора ковалева	1	1
643	не что	1	1
644	переживание уже	1	1
645	бы не	1	1
646	в иной	3	1
647	между всеми	1	1
648	вследствие этого	2	1
649	в это	1	1
650	в ряду	1	1
651	новой реальности	1	1
652	могут оказаться	2	1
653	по крайней	1	1
654	свое время	1	1
655	первый взгляд	1	1
656	свою душу	1	1
657	особенно для	1	1
658	и пути	1	1
659	и того	4	1
660	которых можно	1	1
661	нам не	1	1
662	ними и	2	1
663	к нашему	2	1
664	человек –	1	1
665	глубокий и	1	1
666	со смертью	1	1
667	остановимся на	1	1
668	читатель не	1	1
669	шире и	1	1
670	ее к	1	1
671	мы рассмотрим	1	1
672	при условии	2	1
673	истории не	1	1
674	из других	1	1
675	она же	1	1
676	этого поведения	1	1
677	жизни когда	1	1
678	о чем-то	1	1
679	после того	1	1
680	своей собственной	1	1
681	здесь –	2	1
682	в динамике	1	1
683	со всех	1	1
684	каждая вещь	1	1
685	то и	1	1
686	в противоположность	3	1
687	наконец в	1	1
688	во многих	1	1
689	с нашим	1	1
690	еще на	1	1
691	имея в	1	1
692	точно и	1	1
693	перейдем к	1	1
694	данного высказывания	1	1
695	с которой	1	1
696	и больше	2	1
697	в которую	1	1
698	речи ибо	1	1
699	может служить	2	1
700	в противоречие	1	1
701	действительного не	1	1
702	этот психологический	1	1
703	теми которые	1	1
704	о своем	2	1
705	и наиболее	1	1
706	для данного	1	1
707	образом что	1	1
708	целый ряд	1	1
709	времени и	2	1
710	принадлежит не	1	1
711	что произведение	1	1
712	и внутренней	1	1
713	всю полноту	1	1
714	и находит	1	1
715	под маской	1	1
716	например для	1	1
717	не перестанет	1	1
718	всех без	3	1
719	в окружающей	1	1
720	действия и	1	1
721	еще большей	1	1
722	– тогда	1	1
723	не представляет	1	1
724	всего что	1	1
725	и тоже	1	1
726	и формы	1	1
727	имеем в	3	1
728	этого мира	1	1
729	известной степени	3	1
730	на одну	1	1
731	из виду	2	1
732	человек должен	1	1
733	между людьми	1	1
734	т.е не	1	1
735	рассчитана на	1	1
736	в комнате	1	1
737	без его	1	1
738	и конкретном	1	1
739	настоящее время	1	1
740	в сфере	1	1
741	во внешней	1	1
742	жизни как	5	1
743	затем в	1	1
744	говорящих и	1	1
745	с иным	1	1
746	в контексте	3	1
747	человеческая личность	1	1
748	над этим	1	1
749	одной из	2	1
750	а между	1	1
751	что характерно	1	1
752	к которому	3	1
753	с нею	1	1
754	по собственному	1	1
755	творчества все	1	1
756	объект и	1	1
757	том же	1	1
758	утрачивает свою	1	1
759	все без	1	1
760	жизни поэтому	1	1
761	видим в	2	1
762	бы никакого	1	1
763	момент в	1	1
764	который в	2	1
765	этого слова	4	1
766	до известной	2	1
767	его составе	1	1
768	– значение	1	1
769	и внутренняя	1	1
770	однако в	7	1
771	процесс созидания	1	1
772	все их	1	1
773	перед нами	3	1
774	коем случае	2	1
775	общения как	1	1
776	что даже	1	1
777	человеческой деятельности	1	1
778	– при	2	1
779	на котором	2	1
780	нет никаких	1	1
781	все с	1	1
782	большей степени	1	1
783	ценностью и	1	1
784	него не	1	1
785	которая характерна	1	1
786	в настоящее	1	1
787	крайней мере	1	1
788	к окружающему	1	1
789	характерные для	1	1
790	бы развернуть	1	1
791	к содержанию	3	1
792	своего развития	1	1
793	– во	1	1
794	непосредственно с	1	1
795	на время	2	1
796	ближе к	1	1
797	читатель может	1	1
798	оно в	1	1
799	что они	2	1
800	в свое	1	1
801	к различным	1	1
802	или к	1	1
803	этой внутренней	1	1
804	но на	2	1
805	жить и	2	1
806	только одно	1	1
807	имеют место	1	1
808	общения в	1	1
809	объективной данности	1	1
810	но этим	1	1
811	связи между	1	1
812	личности а	1	1
813	рода и	2	1
814	от его	1	1
815	в коем	2	1
816	различие между	1	1
817	на вопрос	2	1
818	но из	1	1
819	при всей	2	1
820	несколько иной	1	1
821	отказаться и	1	1
822	чем на	1	1
823	собой в	1	1
824	возникает в	1	1
825	сознание в	1	1
826	общение с	1	1
827	объекта или	1	1
828	внешнего объекта	1	1
829	начала и	1	1
830	я как	2	1
831	судьба в	1	1
832	но от	2	1
833	и чрезвычайно	1	1
834	личности как	2	1
835	хотя и	4	1
836	переход к	1	1
837	которое должно	1	1
838	души и	1	1
839	для искусства	2	1
840	только во	1	1
841	свободу и	1	1
842	это ни	1	1
843	и создал	1	1
844	способность к	2	1
845	не хозяин	1	1
846	высказывания с	1	1
847	с системой	1	1
848	есть в	3	1
849	но был	1	1
850	века –	1	1
851	очень существенных	1	1
852	же явления	1	1
853	мы легко	2	1
854	из своих	1	1
855	смысл этой	1	1
856	его сознание	1	1
857	является одним	1	1
858	не обладает	1	1
859	не ограничивается	2	1
860	слово в	1	1
861	в европейской	2	1
862	вытекает из	2	1
863	в формах	2	1
864	все прочие	3	1
865	высшей ценностью	1	1
866	реальности это	1	1
867	существенное изменение	1	1
868	высказывания не	2	1
869	века и	1	1
870	бы для	1	1
871	зрения у	1	1
872	или в	3	1
873	искусства если	2	1
874	к чему	2	1
875	не говорит	1	1
876	без остатка	3	1
877	чем человек	1	1
878	перед необходимостью	1	1
879	что его	1	1
880	осуществляется в	1	1
881	но эта	1	1
882	на нее	1	1
883	он оказывается	2	1
884	является как	1	1
885	позицию по	1	1
886	при одном	1	1
887	чем состоит	1	1
888	не признает	2	1
889	сознания но	1	1
890	мы нигде	1	1
891	впрочем может	1	1
892	поведения ибо	1	1
893	простой и	1	1
894	борющихся сторон	1	1
895	как говорит	3	1
896	мира а	1	1
897	с той	1	1
898	и без	1	1
899	долгое время	1	1
900	но я	1	1
901	– всегда	2	1
902	человек в	1	1
903	мире –	3	1
904	смысла слова	1	1
905	говорят о	1	1
906	все виды	1	1
907	при таком	1	1
908	мира и	4	1
909	на фоне	2	1
910	смысле –	1	1
911	зрения не	1	1
912	особенности в	1	1
913	того и	1	1
914	не на	4	1
915	именно эту	1	1
916	должно стать	1	1
917	зрения и	2	1
918	делает ее	1	1
919	здесь не	2	1
920	и глубже	1	1
921	комплексов в	1	1
922	служит для	1	1
923	принимается за	1	1
924	в двух	1	1
925	лишь для	1	1
926	точек зрения	1	1
927	и это	2	1
928	в сторону	3	1
929	в каждой	1	1
930	делает его	2	1
931	частной жизни	2	1
932	на себе	1	1
933	особенно в	1	1
934	матерью но	1	1
935	нельзя не	1	1
936	тем более	2	1
937	мотивов этого	1	1
938	не все	3	1
939	принадлежат и	1	1
940	и другого	1	1
941	совпадает со	1	1
942	той или	3	1
943	людей в	1	1
944	прошла в	1	1
945	жизнь и	1	1
946	нашей внешней	1	1
947	иметь в	1	1
948	что хотя	1	1
949	впечатление от	1	1
950	рождается не	1	1
951	в русской	6	1
952	в каждом	1	1
953	проявляет себя	1	1
954	от первого	1	1
955	того или	6	1
956	может иметь	1	1
957	– совпадение	1	1
958	человек как	1	1
959	сознания а	1	1
960	прошлого с	1	1
961	как ни	1	1
962	он ни	1	1
963	при чтении	2	1
964	данный момент	2	1
965	связи с	3	1
966	говорил о	1	1
967	познающего субъекта	1	1
968	картины мира	3	1
969	имен и	1	1
970	зрения в	1	1
971	другом и	1	1
972	как уже	2	1
973	можно назвать	1	1
974	ту же	1	1
975	тому как	3	1
976	не по	1	1
977	от содержания	1	1
978	по этой	1	1
979	это по	1	1
980	кажется что	1	1
981	высказывания а	1	1
982	на чем	1	1
983	с я	1	1
984	не будет	3	1
985	к такой	2	1
986	но она	2	1
987	являются такими	1	1
988	не с	3	1
989	одно и	2	1
990	можно было	1	1
991	этого значения	1	1
992	в форме	4	1
993	др в	1	1
994	и привлекает	1	1
995	отдельных лиц	1	1
996	говоря о	3	1
997	– материал	1	1
998	стороны и	1	1
999	быть положен	1	1
1000	для других	1	1
1001	субъективного я	1	1
1002	жеста и	1	1
1003	его я	2	1
1004	укажем на	1	1
1005	они могут	1	1
1006	на свое	1	1
1007	и т.д	4	1
1008	мысль о	1	1
1009	могла бы	2	1
1010	основе своей	2	1
1011	и совершенно	1	1
1012	например не	1	1
1013	– ее	1	1
1014	я это	1	1
1015	о ней	3	1
1016	но всегда	1	1
1017	я в	18	1
1018	всех его	1	1
1019	тем как	1	1
1020	теоретической и	1	1
1021	что можно	3	1
1022	так называемого	1	1
1023	миф –	1	1
1024	в терминологии	1	1
1025	бытия не	1	1
1026	тот или	3	1
1027	это переживание	2	1
1028	одного из	1	1
1029	общего с	1	1
1030	культуры и	1	1
1031	в понимании	1	1
1032	этом пути	1	1
1033	для такого	2	1
1034	внимание и	1	1
1035	друг другу	1	1
1036	которые в	1	1
1037	для этического	1	1
1038	это делает	2	1
1039	когда они	1	1
1040	но прежде	1	1
1041	материала в	2	1
1042	как внутреннее	1	1
1043	– переживание	2	1
1044	материал из	1	1
1045	слова в	4	1
1046	в первой	6	1
1047	по этому	1	1
1048	до смерти	1	1
1049	же в	1	1
1050	бытия и	1	1
1051	говорит ему	1	1
1052	к пониманию	1	1
1053	переживание не	1	1
1054	иной раз	1	1
1055	как будто	2	1
1056	на то	1	1
1057	себе самому	1	1
1058	бы ни	1	1
1059	в данный	2	1
1060	этом у	1	1
1061	же типа	1	1
1062	нее нет	1	1
1063	на мир	2	1
1064	здесь мы	2	1
1065	события в	2	1
1066	или иного	6	1
1067	может и	2	1
1068	случае это	2	1
1069	таким же	1	1
1070	нет не	1	1
1071	от всего	1	1
1072	означает что	1	1
1073	дает ему	1	1
1074	каждого из	1	1
1075	и особенно	2	1
1076	происходит в	1	1
1077	дело здесь	1	1
1078	есть не	1	1
1079	искусства в	5	1
1080	иное как	1	1
1081	степени и	1	1
1082	мира с	2	1
1083	себе а	1	1
1084	являются наиболее	1	1
1085	котором он	1	1
1086	для личности	1	1
