N	2gram	Vygotskiy_	Myslijsy
176	том смысле	1	13
177	смысле этого	1	13
178	образом в	3	13
179	и может	3	13
180	и его	10	13
181	поэтического произведения	1	12
182	от него	5	12
183	одно из	1	12
184	другой стороны	8	12
185	до сих	9	12
186	более или	1	12
187	мысли о	2	12
188	это последнее	1	12
189	не то	4	12
190	никогда не	15	12
191	и при	3	12
192	хотя и	1	12
193	быть только	1	12
194	в чем	1	12
195	под влиянием	3	12
196	сих пор	9	12
197	в каждом	2	12
198	оно не	2	12
199	все остальные	1	12
200	всяком случае	1	12
201	что же	1	12
202	относится к	2	12
203	друг друга	1	12
204	только потому	1	12
205	что такое	2	12
206	все это	8	12
207	или менее	1	12
208	тем более	1	12
209	как мы	6	12
210	что на	6	12
211	все что	1	11
212	и если	13	11
213	только для	2	11
214	которые мы	1	11
215	только на	4	11
216	и это	13	11
217	к нему	1	11
218	в состоянии	3	11
219	души и	1	11
220	его в	2	11
221	подобно тому	1	11
222	для человека	1	11
223	в силу	3	11
224	речи и	2	11
225	мы видели	2	11
226	сами по	2	11
227	того чтобы	43	11
228	быть не	2	11
229	к ней	3	11
230	той же	6	11
231	что для	6	11
232	что например	1	11
233	если не	2	11
234	и вообще	2	11
235	и только	5	11
236	другими словами	1	11
237	и их	3	11
238	указывает на	8	11
239	же в	3	11
240	и с	3	10
241	хотя бы	5	10
242	одной стороны	15	10
243	одной и	4	10
244	находится в	2	10
245	представить себе	2	10
246	мы видим	13	10
247	и мы	28	10
248	что при	5	10
249	и следовательно	3	10
250	что как	1	10
251	в других	1	10
252	бы в	7	10
253	если же	3	10
254	тем и	1	10
255	что только	1	10
256	и от	2	10
257	и есть	7	10
258	бы быть	1	10
259	он не	10	10
260	то время	4	10
261	образа и	1	10
262	мы говорим	1	10
263	в словах	3	10
264	том как	1	10
265	тех пор	2	10
266	если мы	24	10
267	тем же	3	10
268	и для	13	10
269	и другое	6	10
270	так в	4	10
271	только по	1	10
272	тому что	11	10
273	и того	2	9
274	ко всем	2	9
275	и даже	4	9
276	вопрос о	6	9
277	во многих	1	9
278	связь между	2	9
279	с в	2	9
280	на него	4	9
281	что она	10	9
282	на язык	2	9
283	зрения и	1	9
284	что хотя	1	9
285	только от	1	9
286	могли бы	6	9
287	о происхождении	1	9
288	в нее	3	9
289	во время	4	9
290	одного и	2	9
291	от нее	2	9
292	не будет	3	9
293	один из	9	9
294	себе не	2	9
295	самом деле	17	9
296	звук и	1	9
297	чувство и	5	9
298	никто не	4	9
299	но оно	1	9
300	с точки	5	9
301	это было	4	9
302	не все	3	9
303	и других	2	9
304	до тех	2	9
305	далеко не	4	9
306	но вместе	1	9
307	в целом	7	9
308	нам кажется	6	9
309	и о	5	9
310	можно сказать	4	9
311	внешней природы	1	9
312	во всем	3	8
313	по тому	1	8
314	которые не	2	8
315	бы невозможно	1	8
316	говорить о	1	8
317	не как	3	8
318	но все	5	8
319	вслед за	3	8
320	от одного	2	8
321	мы называем	2	8
322	именно в	9	8
323	что по	3	8
324	их в	4	8
325	художественное произведение	5	8
326	так например	5	8
327	это содержание	2	8
328	была бы	4	8
329	что даже	3	8
330	что они	11	8
331	только не	5	8
332	мы в	3	8
333	смысле в	1	8
334	от них	1	8
335	одним словом	1	8
336	одно и	3	8
337	что есть	3	8
338	не так	4	8
339	с и	11	8
340	с ними	1	8
341	в которых	4	8
342	между ними	2	8
343	внимание на	4	8
344	остается только	1	8
345	при помощи	5	8
346	и той	4	8
347	на другие	1	8
348	в глазах	2	8
349	не из	2	8
350	в самой	1	8
351	тот же	5	8
352	этом случае	2	8
353	говоря о	1	8
354	то мы	2	8
355	на самом	9	8
356	мысли что	1	8
357	все равно	3	8
358	или в	6	8
359	и более	1	8
360	такое же	1	8
361	на все	2	8
362	по его	5	8
363	человеческой природы	1	8
364	с этой	5	7
365	в разных	1	7
366	тем как	2	7
367	но что	3	7
368	все эти	5	7
369	к другим	2	7
370	в жизни	2	7
371	в собственном	2	7
372	но мы	4	7
373	в данном	4	7
374	не существует	3	7
375	даже и	2	7
376	превращается в	2	7
377	самого начала	5	7
378	для понимания	3	7
379	что содержание	1	7
380	что именно	7	7
381	к этому	5	7
382	на котором	1	7
383	что у	7	7
384	то оно	1	7
385	несмотря на	5	7
386	одном из	2	7
387	в эту	2	7
388	но как	3	7
389	в своих	9	7
390	она не	1	7
391	не были	1	7
392	и та	5	7
393	и тот	2	7
394	за пределы	1	7
395	этом смысле	4	7
396	бы было	1	7
397	могла бы	4	7
398	значение и	2	7
399	а как	3	7
400	допустим что	1	7
401	за ним	3	7
402	его с	2	7
403	от нас	2	7
404	в другой	1	7
405	находятся в	4	7
406	себя и	3	7
407	о котором	9	7
408	бы и	1	7
409	и теперь	2	7
410	и во	2	7
411	том же	1	7
412	из него	1	7
413	дает нам	2	7
414	с но	2	7
415	за собою	1	7
416	которое мы	3	7
417	сама по	3	7
418	как она	9	7
419	один и	1	7
420	с самого	5	7
421	образом мы	3	7
422	в искусстве	12	7
423	не с	2	7
424	восприятий и	1	7
425	на это	3	7
426	и к	5	6
427	несомненно что	2	6
428	увидим что	13	6
429	нас в	2	6
430	образом и	3	6
431	в виду	5	6
432	каким образом	2	6
433	если и	1	6
434	в речи	1	6
435	давно уже	2	6
436	его на	2	6
437	в своей	8	6
438	есть то	2	6
439	не имеем	2	6
440	из виду	1	6
441	связанное с	1	6
442	она есть	2	6
443	после того	1	6
444	это будет	2	6
445	ни было	1	6
446	в ее	3	6
447	у него	9	6
448	но он	6	6
449	что его	2	6
450	заключить что	2	6
451	выше мы	1	6
452	эти последние	1	6
453	могло бы	4	6
454	мы уже	7	6
455	хотя в	1	6
456	же самое	13	6
457	заставляет нас	6	6
458	главным образом	3	6
459	но есть	1	6
460	оно есть	2	6
461	показывает что	3	6
462	и самое	1	6
463	должна быть	2	6
464	в сущности	14	6
465	никак не	10	6
466	от другого	1	6
467	с таким	2	6
468	заключается в	13	6
469	с прежним	1	6
470	как при	1	6
471	может стать	1	6
472	да и	4	6
473	друг от	2	6
474	ничего общего	1	6
475	язык и	1	6
476	сознание и	1	6
477	и уже	4	6
478	не могло	2	6
479	приводит в	1	6
480	в этой	15	6
481	и до	4	6
482	как например	2	6
483	указывают на	1	6
484	мог бы	3	6
485	но если	3	6
486	художественного произведения	3	6
487	что с	8	6
488	то он	2	6
489	у нас	7	6
490	представлений и	1	6
491	в их	3	6
492	в виде	3	6
493	что ни	4	6
494	от друга	2	6
495	на нее	2	6
496	в стороне	2	6
497	при таком	4	6
498	что между	2	6
499	на его	4	6
500	в каждой	3	6
501	об этом	5	6
502	предположить что	2	6
503	все более	1	6
504	его не	2	6
505	как он	6	6
506	смотрит на	1	6
507	в один	1	6
508	от мысли	1	6
509	мы бы	1	6
510	жизни и	8	6
511	в той	3	5
512	только из	1	5
513	были бы	3	5
514	даже в	2	5
515	или нет	1	5
516	в отдельном	1	5
517	на нас	1	5
518	не столько	1	5
519	нашего организма	5	5
520	всех остальных	2	5
521	и такое	1	5
522	и значение	1	5
523	или от	2	5
524	по мнению	6	5
525	времени и	5	5
526	и другим	2	5
527	предмета и	1	5
528	когда в	2	5
529	внутренней связи	1	5
530	проч и	1	5
531	но даже	1	5
532	состоит в	3	5
533	образом что	6	5
534	слагаются в	1	5
535	конечно не	3	5
536	вообще и	1	5
537	когда человек	1	5
538	том чтобы	7	5
539	в нашем	3	5
540	чувства в	3	5
541	и чувства	2	5
542	понятие о	1	5
543	что то	2	5
544	на которую	1	5
545	время и	1	5
546	на том	4	5
547	в произведении	1	5
548	из того	4	5
549	только при	1	5
550	а с	7	5
551	отношения между	3	5
552	чем в	3	5
553	ли мы	3	5
554	во внимание	5	5
555	одним из	1	5
556	которое в	2	5
557	бы при	1	5
558	одна из	6	5
559	о которых	3	5
560	собою и	1	5
561	полагает что	9	5
562	и у	1	5
563	рядом с	6	5
564	можно было	6	5
565	но только	3	5
566	этот вопрос	6	5
567	если это	4	5
568	природы и	1	5
569	однако в	1	5
570	оно имеет	1	5
571	что может	2	5
572	есть еще	1	5
573	что до	1	5
574	в процессе	1	5
575	если в	1	5
576	время как	5	5
577	все то	6	5
578	можно назвать	1	5
579	для создания	1	5
580	из которого	1	5
581	к другому	2	5
582	что вообще	2	5
583	известной степени	1	5
584	самое это	1	5
585	перед нами	5	5
586	смотреть как	1	5
587	вытекает из	2	5
588	оба эти	3	5
589	в течение	2	5
590	мы его	1	5
591	для нее	1	5
592	эта мысль	1	5
593	слов и	2	5
594	ее не	2	5
595	произведении искусства	1	5
596	что чувство	4	5
597	на этот	7	5
598	общего с	1	5
599	и здесь	11	5
600	ответ на	5	5
601	с каким	1	5
602	они не	3	5
603	что чувственный	1	5
604	это можно	1	5
605	мы имеем	10	5
606	указание на	1	5
607	на которой	1	5
608	нет ничего	1	5
609	бы для	2	5
610	в какой	5	5
611	но уже	2	5
612	и таким	3	5
613	в области	2	5
614	что эти	4	5
615	не говоря	1	5
616	том случае	1	5
617	человека в	3	5
618	такие же	1	5
619	но при	1	5
620	есть всегда	1	5
621	нужно было	1	5
622	в начале	1	5
623	этом слове	1	5
624	как не	1	5
625	как же	1	5
626	не по	1	5
627	отношение к	1	5
628	не к	1	5
629	вытекают из	1	5
630	или по	1	4
631	еще более	2	4
632	в применении	1	4
633	говоря что	2	4
634	в некоторых	2	4
635	что чем	1	4
636	из нее	2	4
637	равно как	2	4
638	его мнению	4	4
639	мы только	3	4
640	а нечто	3	4
641	как именно	1	4
642	в поэтическом	1	4
643	верно то	1	4
644	не имели	1	4
645	нам не	2	4
646	служит только	1	4
647	имеет в	1	4
648	но во	2	4
649	в другом	3	4
650	был бы	8	4
651	и действия	1	4
652	чего не	1	4
653	не что	2	4
654	с чем	3	4
655	при виде	1	4
656	по одной	1	4
657	что иное	2	4
658	не мог	1	4
659	но так	1	4
660	кажется нам	8	4
661	бы то	1	4
662	видели что	1	4
663	обратить внимание	2	4
664	проявляется в	1	4
665	души а	1	4
666	внешнего мира	1	4
667	говорит он	2	4
668	не знает	2	4
669	не говорит	1	4
670	но совершенно	3	4
671	это сравнение	1	4
672	без которого	2	4
673	души в	1	4
674	от этого	1	4
675	с его	6	4
676	на этом	11	4
677	не дает	2	4
678	на другой	2	4
679	ту же	3	4
680	то ни	1	4
681	языком и	1	4
682	кажется что	2	4
683	бы они	1	4
684	что нельзя	1	4
685	чем больше	3	4
686	не могла	2	4
687	иметь в	3	4
688	и затем	2	4
689	и другая	1	4
690	того кто	1	4
691	он в	3	4
692	не зная	1	4
693	на который	1	4
694	его как	1	4
695	если оно	1	4
696	в поэзии	5	4
697	ничего не	4	4
698	из этого	7	4
699	из глубины	1	4
700	и чем	1	4
701	собственном смысле	2	4
702	взгляд на	2	4
703	та же	6	4
704	душе и	1	4
705	бы мы	7	4
706	имеет место	3	4
707	ни в	5	4
708	это есть	3	4
709	том и	3	4
710	не на	1	4
711	но без	1	4
712	этой точки	3	4
713	в наших	1	4
714	ее с	1	4
715	и между	4	4
716	отношения к	2	4
717	есть что	1	4
718	к которым	3	4
719	в выражении	1	4
720	и они	1	4
721	и так	4	4
722	же мало	1	4
723	все они	2	4
724	только одно	1	4
725	одним и	3	4
726	в понятие	1	4
727	сознании и	1	4
728	не потому	2	4
729	он есть	1	4
730	начиная с	1	4
731	произведения и	1	4
732	он может	3	4
733	что во	1	4
734	есть к	2	4
735	только о	2	4
736	образы и	1	4
737	к содержанию	1	4
738	он должен	8	4
739	мы могли	5	4
740	данном случае	4	4
741	по этому	5	4
742	который бы	1	4
743	с если	1	4
744	одна и	2	4
745	этой мысли	1	4
746	и хотя	3	4
747	этом отношении	3	4
748	что так	1	4
749	со своим	2	4
750	между этими	1	4
751	от своих	1	4
752	отказаться от	1	4
753	себе что	1	4
754	что будет	1	4
755	но эта	1	4
756	дело в	4	4
757	из двух	3	4
758	том виде	1	4
759	в ту	2	4
760	или даже	1	4
761	стремление к	2	4
762	по своему	1	4
763	в такой	1	4
764	остановимся на	4	4
765	мы находим	2	4
766	и оно	1	4
767	та что	1	4
768	этой теории	2	4
769	бы совершенно	1	4
770	человеком и	1	4
771	это так	2	4
772	мы тем	1	4
773	на них	3	4
774	в строении	3	4
775	он говорит	5	4
776	языку и	1	4
777	что касается	4	4
778	но она	3	4
779	другим и	1	4
780	стороны и	5	4
781	должны будем	3	4
782	только то	1	4
783	скажем что	1	4
784	что можно	1	4
785	чувства а	1	4
786	про себя	1	4
787	во многом	1	4
788	одного из	1	4
789	произведения не	1	4
790	и значения	1	4
791	такой же	2	4
792	только после	1	4
793	мы различаем	1	4
794	иное как	2	4
795	с которыми	1	3
796	они имеют	1	3
797	каждой из	1	3
798	в простом	1	3
799	мы и	2	3
800	к этой	2	3
801	дело с	5	3
802	это значит	2	3
803	кроме того	1	3
804	и говорить	1	3
805	в результате	6	3
806	ясно что	10	3
807	одной из	2	3
808	и которые	1	3
809	их не	2	3
810	ни малейшего	1	3
811	но следует	1	3
812	от одной	1	3
813	они ни	1	3
814	более сложные	1	3
815	которое не	2	3
816	на первый	2	3
817	на одном	5	3
818	также что	1	3
819	время с	1	3
820	ответить на	1	3
821	не прямо	1	3
822	что этот	3	3
823	предположим что	1	3
824	как та	1	3
825	должно было	2	3
826	применении к	1	3
827	и мысли	1	3
828	что всякое	4	3
829	мы увидим	11	3
830	доказать что	1	3
831	пор пока	2	3
832	все свои	1	3
833	которая не	1	3
834	искусства и	8	3
835	уже о	1	3
836	нечто такое	3	3
837	и когда	12	3
838	что речь	1	3
839	чтобы показать	2	3
840	так то	1	3
841	с такою	1	3
842	по которым	1	3
843	если будем	1	3
844	хотя мы	1	3
845	быть в	1	3
846	входят в	2	3
847	искусство есть	6	3
848	можем сказать	1	3
849	он сам	1	3
850	нам остается	1	3
851	она может	1	3
852	от себя	2	3
853	казаться что	1	3
854	к этим	2	3
855	к ее	1	3
856	ними в	1	3
857	никакой возможности	3	3
858	эти звуки	2	3
859	в большей	2	3
860	человека то	1	3
861	вносит в	3	3
862	которые в	2	3
863	мысли так	1	3
864	или наоборот	3	3
865	которым мы	2	3
866	их содержания	1	3
867	не заметно	2	3
868	под конец	1	3
869	что сам	1	3
870	только до	1	3
871	мы знаем	4	3
872	то для	1	3
873	него самого	1	3
874	говоря словами	1	3
875	бы что	2	3
876	не была	1	3
877	эти образы	1	3
878	но для	1	3
879	может в	1	3
880	сходство с	1	3
881	с одним	1	3
882	человек и	1	3
883	с которой	2	3
884	представлений но	1	3
885	чувства то	1	3
886	при восприятии	1	3
887	художественном произведении	3	3
888	о которой	1	3
889	его жизни	1	3
890	в двух	9	3
891	в себя	2	3
892	себе и	4	3
893	деле есть	1	3
894	понятно если	1	3
895	чтобы понять	3	3
896	с здесь	5	3
897	что нет	3	3
898	мысль и	2	3
899	совсем не	3	3
900	многих случаях	1	3
901	как человек	1	3
902	здесь мы	2	3
903	до этого	1	3
904	как это	16	3
905	исчезает и	1	3
906	что эта	8	3
907	в форме	2	3
908	даже не	1	3
909	выражается в	1	3
910	движения и	1	3
911	нечто вроде	1	3
912	но всегда	1	3
913	я в	1	3
914	и др	2	3
915	но нет	1	3
916	мы будем	3	3
917	значило бы	1	3
918	же мы	3	3
919	та и	1	3
920	есть одна	2	3
921	и ее	1	3
922	доказывает что	1	3
923	на чем	1	3
924	его мысль	1	3
925	которых мы	5	3
926	если скажем	1	3
927	и из	3	3
928	тому какое	1	3
929	утверждает что	6	3
930	для них	1	3
931	в отношении	2	3
932	такого же	2	3
933	к самому	3	3
934	должен был	7	3
935	знать что	1	3
936	образом если	2	3
937	ни о	2	3
938	их и	1	3
939	частью в	1	3
940	чувственного восприятия	1	3
941	всем остальным	1	3
942	что называется	1	3
943	из тех	1	3
944	она и	1	3
945	к таким	3	3
946	это чувство	2	3
947	боль и	1	3
948	нам возможность	1	3
949	которого не	1	3
950	в известном	2	3
951	разница в	1	3
952	и состоит	1	3
953	бы с	1	3
954	в первый	1	3
955	он видит	5	3
956	с психологической	3	3
957	значение этого	1	3
958	это то	1	3
959	и поэтому	4	3
960	это только	5	3
961	вызывает в	4	3
962	а может	1	3
963	окажется что	1	3
964	привести в	1	3
965	именно на	6	3
966	что многие	1	3
967	мы хотим	4	3
968	с так	3	3
969	что такая	1	3
970	высокой степени	1	3
971	наука не	1	3
972	что здесь	3	3
973	без всякого	3	3
974	звуков в	1	3
975	именно то	5	3
976	котором мы	3	3
977	чувством и	2	3
978	как во	1	3
979	деле в	1	3
980	до известной	1	3
981	здесь не	1	3
982	в свой	1	3
983	отсюда можно	1	3
984	сама она	1	3
985	и поэзия	1	3
986	указанием на	1	3
987	как нельзя	2	3
988	и наконец	5	3
989	что единство	1	3
990	что ему	4	3
991	после этого	1	3
992	ничем не	1	3
993	различие между	1	3
994	ее в	2	3
995	нашей души	1	3
996	не нужен	1	3
997	удовольствие и	1	3
998	что значит	1	3
999	для всякого	1	3
1000	наоборот в	1	3
1001	и всегда	1	3
1002	из своих	1	3
1003	его сознание	1	3
1004	с которым	5	3
1005	кажется будто	1	3
1006	или другими	1	3
1007	не составляют	1	3
1008	а то	1	3
1009	нам на	1	3
1010	этой цели	3	3
1011	и неудовольствие	1	3
1012	есть как	2	3
1013	впечатления от	1	3
1014	разницы между	1	3
1015	нисколько не	3	3
1016	двойственность в	1	3
1017	такое значение	1	3
1018	должен быть	3	3
1019	в одной	4	3
1020	принять и	1	3
1021	с первого	1	3
1022	что от	2	3
1023	как ни	4	3
1024	отличие от	3	3
1025	которую мы	2	3
1026	это в	5	3
1027	слово это	1	3
1028	в самых	4	3
1029	действие на	2	3
1030	в теории	2	3
1031	отдельного слова	1	3
1032	не находит	1	3
1033	пор не	1	3
1034	в нашей	5	3
1035	например и	1	3
1036	признать что	4	3
1037	и совершенно	8	3
1038	частный случай	1	3
1039	все содержание	1	3
1040	различие в	1	3
1041	происходит в	1	3
1042	и прежде	1	3
1043	как будто	7	3
1044	чувство не	3	3
1045	для этого	12	3
1046	которой мы	1	3
1047	слово имеет	1	3
1048	то этим	1	2
1049	является в	2	2
1050	могут иметь	1	2
1051	другое направление	1	2
1052	к другу	5	2
1053	еще раз	2	2
1054	мы постараемся	1	2
1055	значение для	2	2
1056	что художественное	1	2
1057	есть знак	1	2
1058	до самого	2	2
1059	его за	1	2
1060	под ним	1	2
1061	своем развитии	1	2
1062	может служить	1	2
1063	по выражению	1	2
1064	действие и	3	2
1065	что дело	3	2
1066	сомнение в	1	2
1067	время не	1	2
1068	колебаться в	1	2
1069	не годится	1	2
1070	его от	1	2
1071	нами в	2	2
1072	же оно	1	2
1073	то ли	1	2
1074	что тогда	1	2
1075	иначе чем	1	2
1076	думаем что	1	2
1077	в порядок	1	2
1078	к делу	2	2
1079	ни одна	2	2
1080	и сам	1	2
1081	не вся	1	2
1082	по одному	1	2
1083	мы желаем	1	2
1084	есть та	2	2
1085	всякий раз	6	2
1086	каждом отдельном	1	2
1087	или на	2	2
1088	уже на	1	2
1089	если он	2	2
1090	принадлежат к	1	2
1091	когда это	1	2
1092	с не	2	2
1093	одно которое	1	2
1094	прямо а	1	2
1095	основано на	2	2
1096	убеждения что	1	2
1097	внимание что	1	2
1098	и сделал	1	2
1099	отличается от	4	2
1100	по признаку	1	2
1101	в это	2	2
1102	разные стороны	1	2
1103	но несомненно	1	2
1104	даже с	1	2
1105	необходимые для	1	2
1106	и нет	1	2
1107	нам представляется	2	2
1108	действительность и	1	2
1109	еще один	2	2
1110	большей части	1	2
1111	говорится о	2	2
1112	понятно что	6	2
1113	во все	4	2
1114	не хотим	1	2
1115	которая в	1	2
1116	не могли	4	2
1117	человека не	1	2
1118	случаи когда	1	2
1119	чувства но	1	2
1120	в противоположность	3	2
1121	и другой	1	2
1122	можем назвать	1	2
1123	того которое	1	2
1124	к своей	3	2
1125	который прежде	1	2
1126	и трудно	1	2
1127	она еще	2	2
1128	его действия	1	2
1129	людей и	1	2
1130	произведения искусства	2	2
1131	он думает	1	2
1132	но такая	1	2
1133	от той	2	2
1134	ход мысли	1	2
1135	что те	1	2
1136	чувства как	2	2
1137	в глаза	2	2
1138	нам что	3	2
1139	и формы	1	2
1140	факт что	8	2
1141	на самое	3	2
1142	это единство	1	2
1143	тела в	1	2
1144	нас на	1	2
1145	по которой	1	2
1146	следующим образом	2	2
1147	на другом	1	2
1148	такая же	1	2
1149	с этими	1	2
1150	во времена	1	2
1151	как я	1	2
1152	общего закона	1	2
1153	но никак	2	2
1154	на две	1	2
1155	теории и	1	2
1156	который в	1	2
1157	из самой	1	2
1158	нужно для	1	2
1159	имели бы	1	2
1160	в картине	1	2
1161	и искусство	2	2
1162	вопроса о	2	2
1163	это к	1	2
1164	себя в	4	2
1165	следовательно так	1	2
1166	какой именно	1	2
1167	едва ли	3	2
1168	но сама	1	2
1169	смысле как	1	2
1170	не найдем	2	2
1171	применить это	1	2
1172	он все	2	2
1173	ближе к	2	2
1174	и представляет	1	2
1175	уже здесь	1	2
1176	ее и	1	2
1177	того и	1	2
1178	быть выражены	1	2
1179	необходимо должно	1	2
1180	которое он	2	2
1181	эта особенность	1	2
1182	указать на	1	2
1183	не принадлежит	1	2
1184	и заставляет	2	2
1185	но еще	3	2
1186	первый раз	1	2
1187	народной жизни	1	2
1188	поэзии в	1	2
1189	мы старались	1	2
1190	вбирает в	1	2
1191	выше о	1	2
1192	которого он	2	2
1193	сильные чувства	1	2
1194	мы принимаем	1	2
1195	не кажется	2	2
1196	и за	4	2
1197	чувством которое	1	2
1198	для своего	2	2
1199	мы легко	5	2
1200	с пути	1	2
1201	в следующем	1	2
1202	лежит в	1	2
1203	и развития	1	2
1204	тому же	4	2
1205	видит в	3	2
1206	например при	1	2
1207	мы на	1	2
1208	от тех	1	2
1209	с двумя	3	2
1210	на которое	2	2
1211	и говорит	4	2
1212	открывает нам	1	2
1213	заботясь о	1	2
1214	большее количество	2	2
1215	из прежних	1	2
1216	на пути	1	2
1217	этом последнем	1	2
1218	на другую	1	2
1219	же как	4	2
1220	из чего	1	2
1221	но когда	1	2
1222	если я	2	2
1223	с как	1	2
1224	и отдельные	1	2
1225	быть что	1	2
1226	двумя другими	1	2
1227	к истине	1	2
1228	не имея	2	2
1229	что отношения	1	2
1230	тут же	1	2
1231	что сущность	1	2
1232	ни для	1	2
1233	свое место	1	2
1234	бы она	1	2
1235	не выражается	1	2
1236	от самого	1	2
1237	очевидно не	1	2
1238	на той	1	2
1239	сравнения и	1	2
1240	имеем дело	1	2
1241	уже потому	1	2
1242	такое что	3	2
1243	бы уже	1	2
1244	по своей	1	2
1245	то или	1	2
1246	совершенно справедливо	4	2
1247	в которое	2	2
1248	как эта	1	2
1249	истории и	1	2
1250	удовольствие от	1	2
1251	образом то	1	2
1252	этом единстве	1	2
1253	но столь	1	2
1254	дойти до	1	2
1255	о его	1	2
1256	обратимся к	1	2
1257	и почему	3	2
1258	сомнения в	1	2
1259	в первой	1	2
1260	все остальное	2	2
1261	бы оно	1	2
1262	взаимной связи	1	2
1263	и насколько	4	2
1264	с с	1	2
1265	для чего	4	2
1266	себе как	1	2
1267	с ее	1	2
1268	всех этих	3	2
1269	произведением искусства	1	2
1270	искусство может	2	2
1271	и нельзя	1	2
1272	всякое произведение	1	2
1273	эту последнюю	1	2
1274	еще одно	1	2
1275	понять что	1	2
1276	вопросом о	1	2
1277	почему он	1	2
1278	нас те	1	2
1279	друг к	5	2
1280	связи которая	2	2
1281	и музыка	1	2
1282	этот закон	4	2
1283	что слова	1	2
1284	мы при	1	2
1285	на ее	1	2
1286	нас как	1	2
1287	с такой	5	2
1288	говорит нам	3	2
1289	и одно	1	2
1290	что цель	1	2
1291	одних только	1	2
1292	в экономии	1	2
1293	из которых	5	2
1294	ощущения и	1	2
1295	переходит в	1	2
1296	о чувстве	3	2
1297	как говорят	1	2
1298	никогда еще	3	2
1299	то с	1	2
1300	под этим	1	2
1301	от действия	1	2
1302	психологическая теория	1	2
1303	его словам	1	2
1304	что должно	2	2
1305	отличаются от	1	2
1306	есть лишь	1	2
1307	всегда в	1	2
1308	это положение	1	2
1309	показать что	17	2
1310	становится уже	1	2
1311	имеет дело	4	2
1312	обращается к	1	2
1313	существует и	1	2
1314	состоит из	1	2
1315	произведение в	2	2
1316	нет ни	4	2
1317	как наука	1	2
