N	2gram	Propp_Isto	Russkaja
155	тем чтобы	1	3
156	из этого	1	3
157	он сам	2	3
158	и по	6	3
159	друг друга	6	3
160	из этих	5	3
161	для этого	1	3
162	всех этих	3	3
163	таким же	5	3
164	из них	7	3
165	того что	8	3
166	были бы	1	2
167	от него	3	2
168	именно на	2	2
169	что такое	1	2
170	переносится на	3	2
171	зависит от	1	2
172	или нескольких	1	2
173	и вот	3	2
174	должна быть	2	2
175	к себе	3	2
176	и должно	1	2
177	из всех	1	2
178	же образом	1	2
179	с ним	1	2
180	будет ли	1	2
181	в некоторых	9	2
182	для нас	6	2
183	видеть в	3	2
184	одному из	2	2
185	на которой	3	2
186	ни в	2	2
187	у многих	2	2
188	там и	1	2
189	в этих	18	2
190	у него	4	2
191	по себе	3	2
192	и даже	4	2
193	если не	2	2
194	бы для	1	2
195	от друга	1	2
196	ее в	3	2
197	к чему	2	2
198	бы таким	1	2
199	все эти	8	2
200	на себя	5	2
201	но для	2	2
202	указывает на	6	2
203	в таком	1	2
204	тому что	1	2
205	ясно что	2	2
206	которой она	1	2
207	так часто	4	2
208	их в	6	2
209	большинстве случаев	3	2
210	в порядке	1	2
211	является не	1	2
212	и вместе	1	2
213	на эту	1	2
214	только для	1	2
215	отличается от	1	2
216	нисколько не	1	2
217	так же	16	2
218	друг от	1	2
219	тогда как	6	2
220	в других	6	2
221	если же	2	2
222	уже не	11	2
223	все члены	2	2
224	бы нас	1	2
225	другом случае	3	2
226	с этим	13	2
227	его и	6	2
228	совершенно не	2	2
229	мы можем	10	2
230	на этой	2	2
231	за то	1	2
232	больше чем	1	2
233	и более	3	2
234	в таких	3	2
235	в котором	5	2
236	мы уже	9	2
237	в борьбе	1	2
238	она не	4	2
239	в течение	6	2
240	это только	2	2
241	в ней	3	2
242	во многих	2	2
243	и тем	2	2
244	быть и	3	2
245	в частности	6	2
246	для нее	2	2
247	а не	13	2
248	народов и	1	2
249	но она	2	2
250	только на	2	2
251	есть и	7	2
252	в силу	2	2
253	и является	1	2
254	точно так	8	2
255	и что	6	2
256	не должен	1	2
257	и тот	3	2
258	этого не	1	2
259	в начале	2	2
260	говоря о	1	2
261	по отношению	2	2
262	целый ряд	3	2
263	даже не	2	2
264	и те	1	2
265	чтобы их	1	2
266	этот вопрос	3	2
267	состоит в	4	2
268	на это	4	2
269	только с	2	2
270	бы его	1	2
271	друг другу	2	2
272	приводят к	2	2
273	что только	1	2
274	совершенно таким	1	2
275	и от	3	2
276	но в	15	2
277	и есть	3	2
278	по этому	2	2
279	так что	8	2
280	и о	2	2
281	как будто	2	2
282	в области	1	2
283	это в	2	2
284	но это	5	2
285	во время	8	2
286	не просто	4	2
287	не можем	2	2
288	и наконец	1	2
289	не к	1	2
290	к нему	12	2
291	и ту	1	1
292	когда он	2	1
293	тем не	6	1
294	при жизни	1	1
295	понял что	1	1
296	который нельзя	1	1
297	какой-нибудь одной	1	1
298	люди которые	1	1
299	трудно сказать	1	1
300	и весь	1	1
301	связан с	5	1
302	к общему	1	1
303	только не	2	1
304	как это	5	1
305	что его	2	1
306	то они	1	1
307	этому у	1	1
308	еще одну	3	1
309	часто это	1	1
310	один из	7	1
311	человеческой жизни	1	1
312	человека к	1	1
313	что у	4	1
314	в жертву	1	1
315	за ним	4	1
316	окажется очень	1	1
317	если его	1	1
318	ничем не	2	1
319	хотелось бы	2	1
320	на эти	1	1
321	нет ни	1	1
322	же и	1	1
323	они не	4	1
324	вообще не	2	1
325	друга в	1	1
326	окрашены в	1	1
327	на тех	1	1
328	а по	1	1
329	себе элементы	1	1
330	роль и	1	1
331	которые не	1	1
332	которая в	2	1
333	переходит в	4	1
334	отношению к	2	1
335	или какой-нибудь	1	1
336	собой в	1	1
337	они имеют	2	1
338	том числе	1	1
339	которых мы	1	1
340	мы не	3	1
341	на ее	1	1
342	от которых	2	1
343	в состоянии	2	1
344	с этой	3	1
345	это не	10	1
346	он как	1	1
347	мы знаем	11	1
348	в себя	3	1
349	если у	1	1
350	даже в	4	1
351	была бы	1	1
352	ним в	1	1
353	не для	1	1
354	уже знаем	3	1
355	человек с	1	1
356	в разных	1	1
357	совершенно различных	1	1
358	в согласии	1	1
359	о себе	3	1
360	что при	3	1
361	в ее	1	1
362	что так	2	1
363	всегда были	1	1
364	та форма	1	1
365	только часто	1	1
366	так и	6	1
367	следить за	2	1
368	он на	2	1
369	привести к	1	1
370	те же	2	1
371	живущие в	2	1
372	в область	1	1
373	и за	3	1
374	неудивительно что	1	1
375	узнаем что	1	1
376	остановиться на	1	1
377	не хочет	3	1
378	согласии с	1	1
379	они в	2	1
380	не простой	1	1
381	не столько	1	1
382	с другими	1	1
383	силу и	2	1
384	чудо и	1	1
385	смысле этого	3	1
386	не признает	1	1
387	превратиться в	1	1
388	наоборот это	1	1
389	богу не	1	1
390	в русском	3	1
391	но на	1	1
392	не на	2	1
393	все равно	3	1
394	именно по	1	1
395	и давать	1	1
396	только они	1	1
397	тому же	4	1
398	там в	2	1
399	от своих	2	1
400	содержат в	1	1
401	совершенно ясно	2	1
402	не была	1	1
403	а на	5	1
404	особенно если	1	1
405	связь с	12	1
406	которому принадлежит	1	1
407	как же	1	1
408	что ни	3	1
409	материал для	1	1
410	он имеет	1	1
411	или не	3	1
412	столько же	1	1
413	здесь мы	6	1
414	на которых	2	1
415	в которой	1	1
416	только указать	4	1
417	а за	1	1
418	и некоторые	3	1
419	и носителей	1	1
420	наталкиваемся на	1	1
421	в свои	1	1
422	наиболее полное	1	1
423	с ней	6	1
424	то к	1	1
425	что по	2	1
426	это положение	1	1
427	согласно этому	1	1
428	показать что	1	1
429	дать человеку	1	1
430	заключается в	1	1
431	о своей	1	1
432	которые как	1	1
433	что не	3	1
434	когда речь	1	1
435	интересовать только	1	1
436	в эпоху	1	1
437	и другое	1	1
438	а если	3	1
439	а то	2	1
440	из всего	1	1
441	и действительно	5	1
442	превращается в	10	1
443	представление о	3	1
444	могут в	1	1
445	здесь же	1	1
446	здесь дело	2	1
447	является культура	1	1
448	если он	2	1
449	или другие	3	1
450	в жизни	3	1
451	понимать как	1	1
452	более что	1	1
453	с одним	2	1
454	случае не	1	1
455	человек и	1	1
456	она и	1	1
457	в союзе	1	1
458	в связи	5	1
459	мы теперь	1	1
460	всего с	1	1
461	выражается в	2	1
462	к самому	1	1
463	к его	1	1
464	с ними	5	1
465	завело бы	1	1
466	же как	8	1
467	но по	4	1
468	или даже	1	1
469	только то	1	1
470	между прочим	4	1
471	но когда	1	1
472	человека на	1	1
473	другом месте	1	1
474	при таком	1	1
475	в которых	7	1
476	есть только	4	1
477	однако это	4	1
478	или другая	2	1
479	роль в	2	1
480	не менее	6	1
481	этого слова	3	1
482	перед собой	1	1
483	от этого	1	1
484	по своему	1	1
485	на все	2	1
486	может привести	1	1
487	этого вопроса	1	1
488	бы не	1	1
489	в такой	1	1
490	к какому	1	1
491	со своей	2	1
492	если этот	1	1
493	должно было	2	1
494	прочим и	2	1
495	как не	2	1
496	в свете	6	1
497	оградить себя	1	1
498	власти и	1	1
499	всей той	1	1
500	войти в	1	1
501	встречается у	1	1
502	к своим	1	1
503	и это	5	1
504	в сторону	3	1
505	об этом	8	1
506	должен быть	1	1
507	то хотя	1	1
508	и стал	1	1
509	ему как	3	1
510	своей жизни	1	1
511	на себе	1	1
512	так например	3	1
513	и у	6	1
514	как только	2	1
515	вовсе не	3	1
516	могло бы	2	1
517	и обратно	1	1
518	в одной	4	1
519	тем более	1	1
520	говорили выше	1	1
521	перед нами	4	1
522	связано с	4	1
523	казалось бы	2	1
524	очень скоро	1	1
525	совершенно как	1	1
526	бы в	1	1
527	существует теснейшая	1	1
528	на них	2	1
529	своей будущей	1	1
530	значит в	1	1
531	такое положение	1	1
532	если с	1	1
533	ею как	1	1
534	к одному	1	1
535	у которых	1	1
536	наконец что	1	1
537	подготовка к	1	1
538	ко всему	1	1
539	это и	4	1
540	и дело	1	1
541	наконец и	1	1
542	и хочет	1	1
543	но можно	1	1
544	можно сказать	3	1
545	но все	5	1
546	человека в	2	1
547	но как	2	1
548	и эти	5	1
549	это конечно	1	1
550	и других	1	1
551	для создания	1	1
552	с самого	1	1
553	помощи которых	1	1
554	по которому	1	1
555	все три	2	1
556	врагом и	1	1
557	следовало бы	1	1
558	было а	1	1
559	становится и	1	1
560	в очень	2	1
561	в какой-нибудь	1	1
562	тех же	2	1
563	несомненно в	1	1
564	в европе	1	1
565	мы рассмотрели	1	1
566	нельзя было	2	1
567	всегда делают	1	1
568	он был	1	1
569	силы и	1	1
570	то и	7	1
571	это при	1	1
572	на шее	1	1
573	чтобы он	3	1
574	представления о	2	1
575	в свою	5	1
576	входит в	1	1
577	и германцев	1	1
578	ни один	2	1
579	это то	1	1
580	связь и	2	1
581	не видят	1	1
582	также и	1	1
583	ту же	2	1
584	по сравнению	2	1
585	многих случаях	1	1
586	являются не	1	1
587	нас слишком	1	1
588	это для	1	1
589	а после	2	1
590	не всегда	7	1
591	быстро и	1	1
592	не сам	1	1
593	себе что	1	1
594	из которой	1	1
595	в руках	1	1
596	только тогда	2	1
597	оно и	1	1
598	себя не	1	1
599	на нем	4	1
600	не могло	1	1
601	он всегда	1	1
602	и их	4	1
603	на некотором	1	1
604	что эта	2	1
605	на его	5	1
606	народов у	1	1
607	хотя в	1	1
608	для человека	1	1
609	в различных	1	1
610	нельзя понимать	1	1
611	не могла	3	1
612	для данного	1	1
613	что данный	1	1
614	на одну	2	1
615	кто не	1	1
616	когда оно	1	1
617	также может	1	1
618	у кого	1	1
619	иметь в	1	1
620	ее с	1	1
621	не следует	2	1
622	стороны и	3	1
623	дать ему	1	1
624	огромные размеры	1	1
625	что ее	3	1
626	от своего	3	1
627	из нас	1	1
628	по своей	1	1
629	человека с	2	1
630	этих случаях	14	1
631	это завело	1	1
632	самого начала	1	1
633	свою очередь	1	1
634	должны были	4	1
635	узок и	1	1
636	а во	1	1
637	во-вторых что	1	1
638	имя своих	1	1
639	внутренняя связь	1	1
640	их и	4	1
641	еще на	2	1
642	он весь	2	1
643	могла бы	1	1
644	на ней	5	1
645	с ее	2	1
646	с другой	10	1
647	это же	1	1
648	вступила в	1	1
649	как мы	11	1
650	из нее	1	1
651	по их	1	1
652	забыв о	1	1
653	к ним	1	1
654	же самое	1	1
655	к ней	4	1
656	явление в	1	1
657	одной или	1	1
658	без всякого	1	1
659	нет и	1	1
660	со своими	2	1
661	почему не	1	1
662	одного из	2	1
663	себе черты	1	1
664	которых он	1	1
665	называет себя	1	1
666	наука и	1	1
667	не верит	1	1
668	в силе	1	1
669	могут быть	9	1
670	не за	1	1
671	с большим	5	1
672	слишком далеко	2	1
673	именно так	3	1
674	и дать	1	1
675	и все	4	1
676	в семью	1	1
677	просто в	2	1
678	играют в	2	1
679	создателей и	1	1
680	на него	4	1
681	к которому	6	1
682	должны быть	1	1
683	нас важно	1	1
684	это отношение	1	1
685	может оказаться	1	1
686	только при	1	1
687	означало бы	2	1
688	в зависимости	1	1
689	образом в	2	1
690	столь же	1	1
691	на этот	1	1
692	никому не	2	1
693	также как	1	1
694	исходит из	1	1
695	такой же	3	1
696	другим способом	1	1
697	происходит в	4	1
698	и прежде	1	1
699	же мы	2	1
700	идет не	1	1
701	переходил в	1	1
702	об этой	2	1
703	именно с	1	1
704	когда эти	1	1
705	видно из	1	1
706	от них	5	1
707	в царстве	1	1
708	на место	1	1
709	всем мире	3	1
710	к этому	10	1
711	оказывается что	2	1
712	жизни является	1	1
713	же это	1	1
714	являются уже	1	1
715	бы это	1	1
716	что вся	1	1
717	воздействия на	1	1
718	связаны с	1	1
719	для чего	1	1
720	к своей	4	1
721	и стать	1	1
722	к ее	1	1
723	же он	3	1
724	и сама	1	1
725	они могут	2	1
726	имеет свою	3	1
727	в один	1	1
728	дает ему	2	1
729	не будучи	1	1
730	в лице	2	1
731	потому все	1	1
732	в одну	3	1
733	быта и	1	1
734	найти в	1	1
735	что на	6	1
736	есть не	2	1
737	где мы	1	1
738	они были	1	1
739	иное как	6	1
740	никак не	1	1
741	и ничего	1	1
742	суть дела	1	1
