N	2gram	Berdyaev_M	Myslijsy
694	а может	1	3
695	человека только	2	3
696	идеи в	1	3
697	известного рода	1	3
698	человек должен	6	3
699	дух человеческий	1	3
700	до известной	1	3
701	в свой	2	3
702	сама она	1	3
703	жизни не	2	3
704	в свое	1	3
705	и наконец	1	3
706	что ему	1	3
707	непосредственно примыкает	1	3
708	после этого	1	3
709	различие между	2	3
710	ни с	4	3
711	ее в	1	3
712	нашей души	1	3
713	не нужен	1	3
714	ничего кроме	2	3
715	и всегда	3	3
716	его сознание	1	3
717	оторваться от	1	3
718	с которым	2	3
719	себя а	1	3
720	как ее	2	3
721	и я	5	3
722	нисколько не	1	3
723	идеи и	2	3
724	самой мысли	1	3
725	должен быть	4	3
726	в одной	1	3
727	с первого	1	3
728	еще до	2	3
729	и человека	5	3
730	как ни	1	3
731	отличие от	1	3
732	это в	1	3
733	случае если	1	3
734	в самых	2	3
735	не находит	1	3
736	пор не	1	3
737	в нашей	1	3
738	образа который	1	3
739	в развитии	1	3
740	движения в	2	3
741	человека с	2	3
742	признать что	1	3
743	как для	2	3
744	людьми и	3	3
745	происходит в	1	3
746	и прежде	1	3
747	как будто	4	3
748	лишь по	1	3
749	для этого	3	3
750	которой мы	1	3
751	могут понять	1	2
752	ее образ	1	2
753	люди которые	1	2
754	и человеческого	2	2
755	является в	1	2
756	к другу	6	2
757	ничего и	1	2
758	что природа	2	2
759	ко второй	2	2
760	значение для	1	2
761	степени как	1	2
762	есть знак	1	2
763	к более	1	2
764	под ним	2	2
765	явление совершенно	1	2
766	потому не	3	2
767	его от	1	2
768	этом основании	1	2
769	этим объясняется	1	2
770	и сам	1	2
771	умственной жизни	1	2
772	есть та	2	2
773	всякий раз	2	2
774	уже на	1	2
775	если он	7	2
776	принадлежат к	3	2
777	существует лишь	1	2
778	духа в	5	2
779	выйти из	2	2
780	может существовать	1	2
781	роль в	2	2
782	человека есть	6	2
783	отличается от	2	2
784	в это	1	2
785	для их	1	2
786	разные стороны	1	2
787	жизни к	1	2
788	и нет	3	2
789	ничего но	1	2
790	нужно знать	1	2
791	не могли	1	2
792	и свобода	9	2
793	предположении что	1	2
794	человека не	6	2
795	другого в	2	2
796	духовной жизни	3	2
797	хотя с	1	2
798	в противоположность	1	2
799	бы из	1	2
800	с восприятиями	1	2
801	не сама	1	2
802	сознания в	2	2
803	уже было	1	2
804	и трудно	1	2
805	этой связи	1	2
806	людей и	5	2
807	произведения искусства	1	2
808	он думает	1	2
809	есть переход	1	2
810	есть свобода	6	2
811	любви к	14	2
812	нем есть	5	2
813	в глаза	1	2
814	но этот	3	2
815	его собственной	2	2
816	друг на	1	2
817	в прошлом	1	2
818	может ли	2	2
819	и еще	3	2
820	уже более	1	2
821	теперь и	1	2
822	своего народа	1	2
823	на внешние	1	2
824	по которой	1	2
825	ключ к	1	2
826	такая же	1	2
827	во времена	1	2
828	есть по	1	2
829	из самой	1	2
830	а следовательно	1	2
831	нужно для	1	2
832	что дух	2	2
833	в движении	4	2
834	в картине	2	2
835	вопроса о	1	2
836	лишь один	2	2
837	себя в	6	2
838	он все	1	2
839	себе самом	1	2
840	ближе к	1	2
841	ее и	2	2
842	него как	2	2
843	к человеку	21	2
844	не принадлежит	3	2
845	с любовью	2	2
846	обнаруживается в	2	2
847	никакого другого	1	2
848	как нет	1	2
849	и за	2	2
850	как с	1	2
851	лежит в	2	2
852	видит в	1	2
853	существует только	1	2
854	от тех	1	2
855	к чему	5	2
856	два периода	1	2
857	как его	1	2
858	на пути	4	2
859	я не	4	2
860	быть даны	1	2
861	же как	1	2
862	но когда	3	2
863	понимается как	1	2
864	находится во	1	2
865	точек зрения	1	2
866	не производит	1	2
867	есть положительное	1	2
868	быть что	1	2
869	не имея	1	2
870	его внутреннюю	1	2
871	не одну	1	2
872	не видит	1	2
873	можно принять	1	2
874	был уже	1	2
875	образа если	1	2
876	близко к	1	2
877	на той	1	2
878	значение но	1	2
879	из мира	1	2
880	бы уже	1	2
881	силы человека	1	2
882	времен и	1	2
883	по своей	4	2
884	должны были	1	2
885	истории и	2	2
886	его стороны	1	2
887	каждый человек	2	2
888	о его	1	2
889	сознание необходимости	1	2
890	и почему	1	2
891	своей души	3	2
892	слова что	1	2
893	этих словах	1	2
894	нам все	1	2
895	не вижу	1	2
896	не сразу	1	2
897	человека или	1	2
898	люди не	1	2
899	слова нельзя	1	2
900	собственной природы	2	2
901	который был	4	2
902	кто знает	1	2
903	всех этих	1	2
904	человечества не	1	2
905	другое его	1	2
906	могли быть	1	2
907	вопросом о	1	2
908	почему он	1	2
909	конечной цели	1	2
910	относится ко	1	2
911	друг к	6	2
912	его уже	1	2
913	им как	1	2
914	с такой	2	2
915	и кто	2	2
916	и должно	3	2
917	с внутренней	2	2
918	что свобода	3	2
919	его во	2	2
920	переходит в	23	2
921	начинается с	1	2
922	и идеал	2	2
923	не образ	1	2
924	есть лишь	23	2
925	всегда в	1	2
926	общество и	1	2
927	его собственная	1	2
928	нему как	1	2
929	и чувств	1	2
930	нет ни	3	2
931	человека на	7	2
932	не приводит	1	2
933	о любви	1	2
934	зависимости от	1	2
935	дальше и	2	2
936	же есть	4	2
937	одного к	1	2
938	это и	7	2
939	ни к	2	2
940	его и	2	2
941	нас не	2	2
942	того самого	1	2
943	уже из	1	2
944	по своим	1	2
945	быть при	1	2
946	соединяются в	1	2
947	можно лишь	1	2
948	на друга	1	2
949	не знали	2	2
950	которые должны	1	2
951	и об	1	2
952	человека до	1	2
953	котором она	1	2
954	целый ряд	2	2
955	земного шара	1	2
956	друга и	1	2
957	себя от	1	2
958	только это	2	2
959	другому и	1	2
960	раз когда	2	2
961	почему не	2	2
962	ибо он	1	2
963	имеем в	1	2
964	без участия	1	2
965	есть его	1	2
966	и там	10	2
967	нет и	6	2
968	в сфере	2	2
969	принадлежит к	3	2
970	бы на	1	2
971	только с	3	2
972	ожидать от	1	2
973	и после	1	2
974	мы еще	4	2
975	они были	2	2
976	человека но	5	2
977	изменения в	1	2
978	уже с	1	2
979	этот мир	2	2
980	этот процесс	5	2
981	ее на	1	2
982	сам в	1	2
983	тем он	2	2
984	наших глазах	1	2
985	без основания	1	2
986	тому чтобы	2	2
987	не для	2	2
988	к его	1	2
989	которое должно	1	2
990	может казаться	1	2
991	не достигает	1	2
992	из души	1	2
993	о нем	2	2
994	как у	2	2
995	может показаться	1	2
996	у тютчева	1	2
997	же не	2	2
998	есть акт	1	2
999	с их	2	2
1000	человек есть	5	2
1001	а на	1	2
1002	а еще	1	2
1003	для других	1	2
1004	а все	1	2
1005	не иметь	2	2
1006	и эта	3	2
1007	которое было	1	2
1008	способен к	4	2
1009	перестать быть	1	2
1010	и высшее	1	2
1011	со своей	2	2
1012	тех же	1	2
1013	века не	1	2
1014	с себя	1	2
1015	человека к	10	2
1016	человеку но	2	2
1017	показать в	1	2
1018	и эти	1	2
1019	будет видно	1	2
1020	то чего	1	2
1021	не могу	4	2
1022	мысли для	1	2
1023	бы назвать	1	2
1024	связано с	5	2
1025	может понять	1	2
1026	быть и	2	2
1027	от всех	2	2
1028	во второй	1	2
1029	когда он	3	2
1030	основы и	1	2
1031	в пути	3	2
1032	стороны его	1	2
1033	и всякая	1	2
1034	с человеком	2	2
1035	человека из	2	2
1036	указывать на	1	2
1037	и самого	2	2
1038	есть если	1	2
1039	бы он	2	2
1040	сказать в	1	2
1041	есть прежде	4	2
1042	даже для	1	2
1043	эту мысль	1	2
1044	том только	1	2
1045	можно будет	1	2
1046	пришел к	1	2
1047	которой нет	1	2
1048	чего бы	1	2
1049	сила не	1	2
1050	всех есть	1	1
1051	мир не	2	1
1052	тогда человек	2	1
1053	со страданием	1	1
1054	ее пути	1	1
1055	непостижима в	1	1
1056	ближнему и	1	1
1057	от национальных	1	1
1058	тянется к	1	1
1059	свободы с	4	1
1060	он соединял	1	1
1061	закона и	3	1
1062	них человек	1	1
1063	можно и	2	1
1064	творчества в	1	1
1065	друга потому	1	1
1066	и люди	2	1
1067	человеке но	1	1
1068	он считает	2	1
1069	и переходит	2	1
1070	бы мысль	1	1
1071	любовь к	10	1
1072	который должен	2	1
1073	нужно искать	2	1
1074	природу в	2	1
1075	внутреннее состояние	1	1
1076	и над	1	1
1077	с самим	5	1
1078	из всех	1	1
1079	она уже	1	1
1080	человеком который	1	1
1081	их было	1	1
1082	их жизни	1	1
1083	его вполне	1	1
1084	мысль достигает	1	1
1085	к душевному	1	1
1086	может так	1	1
1087	всем и	2	1
1088	с той	1	1
1089	с умом	1	1
1090	свобода есть	4	1
1091	раскрывается в	6	1
1092	которой все	2	1
1093	у пушкина	1	1
1094	тогда только	3	1
1095	основывается на	1	1
1096	как они	1	1
1097	быть названа	1	1
1098	стоит в	3	1
1099	связано у	1	1
1100	он уже	8	1
1101	в духе	6	1
1102	быть признана	1	1
1103	извне а	1	1
1104	есть очень	1	1
1105	определяется тем	1	1
1106	для человечества	2	1
1107	небо и	4	1
1108	добрый и	2	1
1109	уже как	1	1
1110	всегда остается	2	1
1111	глубины человеческой	4	1
1112	быть непосредственно	1	1
1113	участие в	1	1
1114	человека для	4	1
1115	пути которые	1	1
1116	если человек	3	1
1117	сторона его	1	1
1118	отношением к	2	1
1119	много раз	2	1
1120	так это	2	1
1121	для ума	1	1
1122	открывает в	2	1
1123	сознанием и	1	1
1124	сознания но	1	1
1125	которой она	1	1
1126	начал в	1	1
1127	не заставляет	1	1
1128	принадлежит не	1	1
1129	за жизнью	1	1
1130	чем не	3	1
1131	себе он	1	1
1132	именно от	1	1
1133	к высшему	1	1
1134	от своей	2	1
1135	мир и	3	1
1136	он по	1	1
1137	разных людей	1	1
1138	в письме	1	1
1139	цели и	1	1
1140	нигде нет	2	1
1141	казалось бы	1	1
1142	он из	1	1
1143	понять как	1	1
1144	к ближнему	3	1
1145	человека перед	1	1
1146	было не	1	1
1147	в жизнь	1	1
1148	все и	1	1
1149	это с	1	1
1150	как существо	1	1
1151	природы человека	2	1
1152	природа не	1	1
1153	дает человеку	1	1
1154	духа которая	1	1
1155	опять не	1	1
1156	знал что	1	1
1157	образ лишь	2	1
1158	существование и	1	1
1159	которой он	2	1
1160	все к	2	1
1161	человек если	1	1
1162	он был	18	1
1163	сам не	4	1
1164	так для	1	1
1165	своей природе	1	1
1166	с божественным	1	1
1167	другу как	1	1
1168	мир его	1	1
1169	в творчестве	13	1
1170	в понимании	1	1
1171	в нескольких	1	1
1172	не должен	1	1
1173	ничто не	1	1
1174	это его	1	1
1175	всю мою	1	1
1176	была только	1	1
1177	моей воли	1	1
1178	смотрели бы	2	1
1179	лишь для	1	1
1180	духа так	1	1
1181	изображение отношений	1	1
1182	в этот	2	1
1183	свободы потому	1	1
1184	мир был	4	1
1185	но судьба	1	1
1186	если нет	9	1
1187	в недосягаемую	1	1
1188	и всякому	1	1
1189	втором случае	1	1
1190	приходит к	2	1
1191	говорит что	3	1
1192	этим не	1	1
1193	потому нельзя	1	1
1194	в красном	1	1
1195	найти нельзя	1	1
1196	для которого	1	1
1197	и те	4	1
1198	человеку его	2	1
1199	и потом	1	1
1200	в вопросе	1	1
1201	перед ним	3	1
1202	в чистом	1	1
1203	всего что	2	1
1204	делает его	1	1
1205	сила и	1	1
1206	не меньшее	1	1
1207	но ни	1	1
1208	на наших	1	1
1209	бога и	13	1
1210	в голове	1	1
1211	к великому	1	1
1212	не другого	1	1
1213	к знанию	1	1
1214	ее как	2	1
1215	в массе	1	1
1216	ли нам	1	1
1217	полярных противоположностей	1	1
1218	еще ничего	1	1
1219	человек хочет	1	1
1220	сущности и	1	1
1221	видеть на	1	1
1222	же она	1	1
1223	она ведет	2	1
1224	особенно в	3	1
1225	связи со	1	1
1226	не умеет	1	1
1227	человека вообще	1	1
1228	в царстве	2	1
1229	границы но	1	1
1230	были в	1	1
1231	все ли	5	1
1232	бы так	1	1
1233	человеку и	5	1
1234	выходя из	2	1
1235	х и	1	1
1236	не будут	2	1
1237	человек находит	1	1
1238	образа к	1	1
1239	вопрос и	2	1
1240	жизни как	1	1
1241	человек что	1	1
1242	всякий кто	1	1
1243	жизни с	1	1
1244	начало и	1	1
1245	скажет я	1	1
1246	свое собственное	1	1
1247	не имеющим	1	1
1248	в греции	1	1
1249	друга не	1	1
1250	считает все	1	1
1251	привело к	1	1
1252	и создания	1	1
1253	и судьбе	1	1
1254	и желание	1	1
1255	той мере	1	1
1256	действует в	1	1
1257	и он	21	1
1258	и мир	2	1
1259	по преимуществу	4	1
1260	мышления и	1	1
1261	как две	1	1
1262	приблизиться к	1	1
1263	есть единственное	2	1
1264	землю и	1	1
1265	он от	1	1
1266	но из	1	1
1267	всякого человека	2	1
1268	своего я	1	1
1269	быть признаны	1	1
1270	не внешний	1	1
1271	на сторону	2	1
1272	не останется	1	1
1273	поэтому в	1	1
1274	очень далеко	1	1
1275	такого рода	1	1
1276	мира материального	1	1
1277	к себе	3	1
1278	мы читаем	1	1
1279	останется для	1	1
1280	это нужно	1	1
1281	прийти к	3	1
1282	что мир	1	1
1283	соединению с	1	1
1284	прежде не	1	1
1285	силы но	2	1
1286	на опыте	1	1
1287	свободу и	8	1
1288	чтобы иметь	1	1
1289	человека во	1	1
1290	и через	1	1
1291	пройти через	4	1
1292	это верно	2	1
1293	в тот	1	1
1294	они в	1	1
1295	многих отношениях	1	1
1296	отказывается от	1	1
1297	жизни она	1	1
1298	начинается в	4	1
1299	даны человеку	1	1
1300	этими двумя	2	1
1301	понять его	2	1
1302	весь мир	1	1
1303	как можно	1	1
1304	своего пути	1	1
1305	содержания как	1	1
1306	основании что	2	1
1307	себе путь	2	1
1308	самом жестоком	1	1
1309	в зависимости	1	1
1310	во всей	1	1
1311	их движение	1	1
1312	быть решен	1	1
1313	окружающего мира	1	1
1314	духа чем	1	1
1315	не о	2	1
1316	состояние в	1	1
1317	и можно	3	1
