N	2gram	Tiupa_Hudo	Psycholo
394	либо в	2	6
395	области искусства	3	6
396	к этим	1	6
397	рядом с	1	6
398	того и	1	6
399	в сторону	2	6
400	в русской	3	6
401	не могла	1	6
402	обратимся к	1	6
403	события в	2	6
404	одного и	3	6
405	в отношении	4	6
406	оно не	2	6
407	к его	3	6
408	никто не	3	6
409	приводит к	6	6
410	да и	1	6
411	он же	1	6
412	каждой из	1	6
413	каждый из	1	6
414	событий в	1	6
415	нуждается в	1	6
416	в русском	1	6
417	от всех	2	6
418	на нее	1	6
419	сама по	2	6
420	и без	1	6
421	не все	2	6
422	и другого	1	6
423	впечатление от	1	6
424	как ни	1	6
425	которые в	1	6
426	слова и	2	6
427	из нее	1	6
428	имеет в	1	6
429	говорить о	4	6
430	не что	1	6
431	или менее	6	6
432	основу этого	1	6
433	для понимания	2	6
434	что иное	1	6
435	второй план	1	6
436	тем не	3	6
437	евгении онегине	1	6
438	в себя	4	6
439	а только	4	6
440	не дает	1	6
441	или же	1	6
442	за пределы	2	6
443	уже не	6	6
444	о его	2	6
445	или иного	4	6
446	тот кто	2	6
447	то и	1	6
448	жизни но	2	6
449	в новелле	1	6
450	творческий акт	2	6
451	так в	4	6
452	что касается	1	6
453	или его	1	6
454	отношение к	7	6
455	иное как	1	6
456	совершается в	1	6
457	в душе	9	5
458	к действительности	3	5
459	тем как	1	5
460	в евгении	1	5
461	а затем	2	5
462	между ними	5	5
463	и сам	3	5
464	нам не	1	5
465	к которому	4	5
466	во всей	3	5
467	бы то	2	5
468	произведении искусства	2	5
469	мы легко	2	5
470	что составляет	1	5
471	между собой	2	5
472	которое существует	1	5
473	в лучшем	1	5
474	и является	1	5
475	тем и	1	5
476	отдельных лиц	1	5
477	подход к	1	5
478	материала в	2	5
479	если в	1	5
480	в другой	1	5
481	смысла и	1	5
482	отношения к	4	5
483	одновременно и	1	5
484	у читателя	1	5
485	для читателя	4	5
486	на вопрос	1	5
487	быть не	1	5
488	и теперь	1	5
489	и больше	2	5
490	и наоборот	2	5
491	она может	1	5
492	то или	1	5
493	когда они	1	5
494	зависит от	1	5
495	неизмеримо более	1	5
496	таком случае	2	5
497	нас к	1	5
498	в каждой	1	5
499	к одному	1	5
500	но она	2	5
501	не следует	4	5
502	человека и	2	5
503	для такого	2	5
504	по выражению	1	5
505	только для	1	5
506	то в	2	5
507	же самую	1	5
508	хотя и	4	5
509	не знает	4	5
510	которое в	1	5
511	это делает	1	5
512	себя в	8	5
513	к такому	1	5
514	представляют собой	1	5
515	в область	1	5
516	в романе	3	5
517	в известном	2	5
518	еще и	2	5
519	видим в	2	5
520	принадлежит к	3	5
521	том же	1	5
522	русском языке	1	5
523	только о	2	5
524	все они	1	5
525	мы находим	1	5
526	искусства если	2	5
527	произведения с	1	5
528	дело не	2	5
529	лучшем случае	1	5
530	с которыми	1	4
531	от одного	1	4
532	из всего	1	4
533	и другим	1	4
534	в порядке	2	4
535	в противоположность	3	4
536	для своей	1	4
537	и формы	1	4
538	у каждого	1	4
539	но для	1	4
540	не остается	1	4
541	в связи	3	4
542	это на	1	4
543	одним словом	1	4
544	или иное	1	4
545	от своего	2	4
546	можно назвать	1	4
547	из нас	1	4
548	к другому	2	4
549	он мог	1	4
550	с которой	1	4
551	художественного впечатления	4	4
552	отношении к	3	4
553	эстетический объект	4	4
554	одной из	2	4
555	здесь не	2	4
556	значение в	1	4
557	основе своей	2	4
558	может не	1	4
559	бы для	1	4
560	произведения как	3	4
561	это еще	1	4
562	могут служить	2	4
563	также и	1	4
564	не по	1	4
565	не с	2	4
566	именно эта	1	4
567	при всем	2	4
568	идет не	1	4
569	может и	1	4
570	делает то	1	4
571	себе а	1	4
572	автор должен	1	4
573	к числу	1	4
574	строго говоря	2	4
575	никак нельзя	1	4
576	в первом	1	4
577	по отношению	10	4
578	в это	1	4
579	и страсти	1	4
580	и того	3	4
581	тем в	1	4
582	остановимся на	1	4
583	в воображении	4	4
584	что речь	1	4
585	всю жизнь	1	4
586	перед ним	1	4
587	я думаю	2	4
588	на наших	2	4
589	настоящее время	1	4
590	с этими	1	4
591	который в	2	4
592	после того	1	4
593	нигде не	1	4
594	в мире	24	4
595	на один	1	4
596	его жизни	1	4
597	в уста	1	4
598	это может	2	4
599	однако в	4	4
600	что может	2	4
601	означает что	1	4
602	в состав	6	4
603	вступить в	1	4
604	не на	5	4
605	если не	1	4
606	мы говорим	1	4
607	в настоящее	1	4
608	с ними	2	4
609	в слове	4	4
610	вытекает из	2	4
611	автора и	3	4
612	в истории	1	4
613	же время	7	4
614	имеем в	3	4
615	мог бы	3	4
616	одним и	1	4
617	обе эти	1	4
618	не для	1	4
619	как у	1	4
620	несет в	3	4
621	без остатка	2	4
622	и где	1	4
623	к своему	2	4
624	ли не	1	4
625	что от	1	4
626	к области	3	4
627	говоря о	3	4
628	в пределах	3	4
629	в понимании	1	4
630	в центре	1	3
631	же и	1	3
632	с героем	1	3
633	вишневый сад	1	3
634	образа в	1	3
635	какой бы	1	3
636	не столько	7	3
637	а напротив	1	3
638	жизнь в	1	3
639	не мыслью	1	3
640	меня в	1	3
641	с не	1	3
642	или ином	1	3
643	по своим	1	3
644	у искусства	1	3
645	на первый	1	3
646	всем его	1	3
647	все и	1	3
648	мы рассмотрим	1	3
649	чего не	1	3
650	по которым	1	3
651	на котором	2	3
652	мышления и	2	3
653	под маской	1	3
654	здесь как	1	3
655	что сама	2	3
656	и чрезвычайно	1	3
657	которого он	2	3
658	с другими	5	3
659	искусства по	1	3
660	на земле	1	3
661	воздействия на	2	3
662	трагедия и	1	3
663	материалом и	1	3
664	другом и	1	3
665	иметь в	1	3
666	его как	1	3
667	трагедии шекспира	1	3
668	теми же	1	3
669	для построения	1	3
670	этом не	1	3
671	произведением искусства	1	3
672	действительной жизни	1	3
673	героя в	1	3
674	от нас	1	3
675	в более	1	3
676	в форме	4	3
677	обращается к	1	3
678	с такими	1	3
679	означает для	1	3
680	нимало не	1	3
681	на их	1	3
682	то я	1	3
683	и состоит	3	3
684	на основе	2	3
685	только мы	1	3
686	не быть	1	3
687	перейдем к	1	3
688	для меня	2	3
689	в которую	1	3
690	вступает в	2	3
691	переходит к	1	3
692	общего с	1	3
693	этом случае	1	3
694	в последней	2	3
695	наших глазах	2	3
696	он и	2	3
697	том в	1	3
698	в таких	1	3
699	им с	1	3
700	это возможно	1	3
701	и я	1	3
702	со своей	4	3
703	тем более	2	3
704	бы ни	1	3
705	связаны с	1	3
706	мере в	1	3
707	на них	1	3
708	в малой	1	3
709	в полной	1	3
710	встречаемся с	1	3
711	чистом виде	1	3
712	в комедии	2	3
713	в сознание	1	3
714	смысл слова	1	3
715	могло быть	2	3
716	что можно	3	3
717	может показаться	1	3
718	толстого в	1	3
719	от имени	2	3
720	случае не	2	3
721	привести к	1	3
722	быть может	1	3
723	не бывает	1	3
724	дело здесь	1	3
725	том или	1	3
726	поскольку он	1	3
727	перед собой	1	3
728	все их	1	3
729	жизни а	2	3
730	и такие	1	3
731	а чем-то	1	3
732	между двумя	2	3
733	превращается в	2	3
734	из виду	2	3
735	имеем дело	2	3
736	как я	1	3
737	никакого определенного	1	3
738	что говорит	1	3
739	под именем	1	3
740	чем-то другим	1	3
741	нас на	1	3
742	на почве	4	3
743	на язык	1	3
744	не принадлежит	2	3
745	собой в	1	3
746	аффектов и	1	3
747	ни было	2	3
748	души и	1	3
749	чем у	1	3
750	речевого материала	1	3
751	противоречие между	1	3
752	все прочие	3	3
753	не была	1	3
754	одним из	2	3
755	от одной	1	3
756	от обычного	1	3
757	зрения и	1	3
758	этом как	1	3
759	точек зрения	1	3
760	и сделать	1	3
761	на которую	1	3
762	говорил о	1	3
763	определенным образом	2	3
764	то ни	2	3
765	личности и	3	3
766	не более	1	3
767	ни одно	2	3
768	превратилась в	1	3
769	нельзя не	1	3
770	и др	2	3
771	части и	1	3
772	с чем	2	3
773	речи и	4	3
774	бы быть	1	3
775	чаще всего	1	3
776	слова как	5	3
777	эстетическое переживание	2	3
778	всякое произведение	1	3
779	однако и	1	3
780	героев и	1	3
781	и который	2	3
782	на ее	1	3
783	для себя	4	3
784	есть для	1	3
785	толстым в	1	3
786	ясно говорит	2	3
787	из тех	2	3
788	речь в	1	3
789	друг от	1	3
790	которая не	2	3
791	но напротив	1	3
792	ни к	2	3
793	такого рода	12	3
794	не могло	2	3
795	значение для	1	3
796	быть это	1	3
797	эта возможность	1	3
798	отношению к	10	3
799	свести к	1	3
800	мире в	1	3
801	для искусства	2	3
802	двоякого рода	3	3
803	что каждый	2	3
804	слово в	1	3
805	но с	1	3
806	от друга	1	3
807	или иначе	5	3
808	а также	6	3
809	места в	1	3
810	смерти в	1	3
811	форма в	1	3
812	отношения между	1	3
813	оно в	1	3
814	отклонения от	1	3
815	быть и	2	3
816	у нее	1	3
817	в отдельности	1	3
818	роман и	2	3
819	означало бы	1	3
820	в узком	3	3
821	в уме	1	3
822	и прежде	3	3
823	говорит не	1	3
824	к каким	1	3
825	произведения она	1	2
826	человеком который	1	2
827	героя о	1	2
828	читателя и	1	2
829	о мире	1	2
830	на свою	2	2
831	поводу этой	1	2
832	они ни	1	2
833	в центр	1	2
834	порядок в	3	2
835	уже до	1	2
836	введено в	2	2
837	случаи когда	1	2
838	своей природе	2	2
839	она могла	1	2
840	ничто не	1	2
841	но во	2	2
842	из жизни	1	2
843	времени в	2	2
844	не всегда	2	2
845	существенное значение	1	2
846	человек имеет	1	2
847	это необходимо	1	2
848	вопросу о	1	2
849	эстетического объекта	4	2
850	него не	1	2
851	мы конечно	1	2
852	как искусства	1	2
853	в структуре	3	2
854	самые различные	1	2
855	крайней мере	1	2
856	или иным	4	2
857	всего в	1	2
858	к герою	2	2
859	при сохранении	1	2
860	что хотя	1	2
861	как такового	1	2
862	но из	1	2
863	же самых	1	2
864	ее можно	1	2
865	вбирает в	1	2
866	может оказаться	2	2
867	вокруг себя	1	2
868	произведения не	1	2
869	для иллюстрации	1	2
870	в практике	1	2
871	и некоторые	2	2
872	ни от	1	2
873	перед необходимостью	1	2
874	этим и	1	2
875	этого события	1	2
876	же оно	1	2
877	при чтении	2	2
878	данный момент	2	2
879	к вопросу	1	2
880	а для	2	2
881	той или	5	2
882	искусства она	1	2
883	о себе	2	2
884	говоря в	1	2
885	речи с	1	2
886	не составляет	1	2
887	не один	1	2
888	человека как	1	2
889	составлено не	1	2
890	на чем	1	2
891	бы они	1	2
892	так просто	1	2
893	по своей	7	2
894	не совпадает	1	2
895	действующего лица	1	2
896	приводят к	1	2
897	не ее	1	2
898	случае это	1	2
899	чтобы не	2	2
900	нет на	1	2
901	мы встречаем	1	2
902	произведения это	1	2
903	образа и	1	2
904	и делает	1	2
905	литературного произведения	13	2
906	то с	1	2
907	искусство имеет	1	2
908	быть так	1	2
909	и одновременно	5	2
910	каждой новой	1	2
911	мы встречаемся	1	2
912	жизни в	2	2
913	непременно должен	1	2
914	законам искусства	1	2
915	и формой	1	2
916	вследствие этого	2	2
917	жизни если	1	2
918	нет в	1	2
919	как один	1	2
920	же я	1	2
921	тем или	2	2
922	поэт в	1	2
923	более чем	1	2
924	в значительной	2	2
925	наконец в	1	2
926	оно является	1	2
927	а через	1	2
928	и воспринимающего	1	2
929	быть определена	1	2
930	ни для	2	2
931	разговор с	1	2
932	еще один	2	2
933	было и	2	2
934	на которые	1	2
935	и т.д	4	2
936	в сфере	1	2
937	понимая что	1	2
938	которую в	1	2
939	автором в	1	2
940	для установления	1	2
941	во времени	4	2
942	жизни не	1	2
943	к содержанию	3	2
944	не означает	1	2
945	именно к	1	2
946	в свое	1	2
947	не поддается	1	2
948	жизнь это	1	2
949	что одна	1	2
950	которое должно	1	2
951	в литературе	2	2
952	части романа	1	2
953	она пользуется	1	2
954	обладает двумя	1	2
955	его сознание	1	2
956	когда же	1	2
957	ведь это	1	2
958	чтобы оно	1	2
959	такого что	1	2
960	всего романа	1	2
961	быть признано	1	2
962	иной раз	1	2
963	и со	1	2
964	в условиях	1	2
965	ему не	1	2
966	основе его	1	2
967	читателя в	3	2
968	на задний	1	2
969	к значению	1	2
970	повести белкина	1	2
971	по одним	1	2
972	и жизни	1	2
973	для других	1	2
974	поскольку оно	1	2
975	время и	1	2
976	своей цели	1	2
977	чтобы служить	1	2
978	или иной	9	2
979	и поступки	1	2
980	это тот	1	2
981	русской литературе	2	2
982	рассказ о	2	2
983	которая в	1	2
984	все люди	1	2
985	случае мы	1	2
986	об искусстве	2	2
987	его за	1	2
988	для восприятия	1	2
989	требует от	1	2
990	к более	2	2
991	ведет к	2	2
992	вовсе может	1	2
993	душевное состояние	1	2
994	жизни ее	1	2
995	как с	1	2
996	но у	1	2
997	действительную жизнь	1	2
998	и свою	1	2
999	своему герою	1	2
1000	художественного восприятия	4	2
1001	во внешнем	2	2
1002	для автора	3	2
1003	и предполагает	1	2
1004	читатель не	1	2
1005	изобразительных искусств	1	2
1006	в любом	1	2
1007	не упоминается	1	2
1008	сводятся к	3	2
1009	во многих	1	2
1010	не об	1	2
1011	этого переживания	1	2
1012	данного литературного	1	2
1013	не вполне	2	2
1014	значения этого	1	2
1015	до того	1	2
1016	всего что	1	2
1017	его чувства	1	2
1018	отношений и	1	2
1019	у себя	1	2
1020	жизни как	4	2
1021	это отношение	3	2
1022	входят в	1	2
1023	не имело	1	2
1024	и становится	1	2
1025	и возможности	1	2
1026	чем на	1	2
1027	народной жизни	1	2
1028	чтобы этот	1	2
1029	полной мере	1	2
1030	о ком	1	2
1031	не обладает	1	2
1032	не от	2	2
1033	в европейской	2	2
1034	сознания к	1	2
1035	не говорит	1	2
1036	искусства говорит	1	2
1037	между этими	1	2
1038	именно эту	1	2
1039	эти последние	1	2
1040	образом с	1	2
1041	вошел в	1	2
1042	так или	4	2
1043	так называемые	1	2
1044	для художника	1	2
1045	мы обнаруживаем	1	2
1046	ту или	2	2
1047	имеет значение	1	2
1048	в особый	1	2
1049	друг другу	1	2
1050	это ощущение	1	2
1051	как система	2	2
1052	в данный	2	2
1053	есть от	1	2
1054	дает ему	1	2
1055	можно только	1	2
1056	во втором	4	2
1057	произведение и	1	2
1058	я уже	1	2
1059	живет в	1	2
1060	одном и	1	2
1061	это была	1	2
1062	до этого	1	2
1063	так называемый	1	2
1064	всем остальным	1	2
1065	от его	1	2
1066	на каждом	1	2
1067	своей жизни	2	2
1068	по крайней	1	2
1069	говоря и	2	2
1070	художественный образ	1	2
1071	себя смысл	1	2
1072	тех же	1	2
1073	задний план	1	2
1074	и трагическое	1	2
1075	самое существенное	1	2
1076	в стихотворении	3	2
1077	или иных	2	2
1078	автора в	1	2
1079	функции которую	1	2
1080	легко может	1	2
1081	друг друга	1	2
1082	дело со	1	2
1083	на время	2	2
1084	истории литературы	2	2
1085	так с	1	2
1086	во внешних	1	2
1087	или к	1	2
1088	произведения является	1	2
1089	сказать в	1	2
1090	который может	1	2
1091	который бы	1	2
1092	уклоняется от	1	2
1093	переход к	1	2
1094	разница в	1	2
1095	из своих	1	2
1096	на которой	1	2
1097	вытекающее из	1	2
1098	без этого	1	2
1099	в повести	2	2
1100	героев или	1	2
1101	для эстетической	1	2
1102	и читателя	1	2
1103	такого понимания	1	2
1104	говорят о	1	2
1105	это происходит	1	2
1106	как ее	1	2
1107	предполагает его	1	2
1108	первой части	2	2
1109	и художественного	1	2
1110	для которого	2	2
1111	только к	1	2
1112	он это	1	2
1113	как уже	3	2
1114	просто не	1	2
1115	другим и	2	2
1116	лежат в	1	2
1117	что из	1	2
1118	в литературном	1	2
1119	литературное произведение	1	2
1120	над его	1	2
1121	является именно	1	2
1122	а можно	1	2
1123	переживаний если	1	2
1124	тех или	2	2
1125	не сумеет	2	2
1126	дело обстоит	1	2
1127	более не	2	1
1128	жизни которая	1	1
1129	тем оно	1	1
1130	таковы например	2	1
1131	автором и	1	1
1132	как прямая	1	1
1133	как историк	1	1
1134	эстетическим объектом	1	1
1135	искусства этот	1	1
1136	искусства это	3	1
1137	воображении а	1	1
1138	выразить основу	1	1
1139	на второй	1	1
1140	чего-то другого	1	1
1141	могут приобретать	1	1
1142	и лучше	1	1
1143	смысл не	1	1
1144	представлений о	1	1
1145	до последнего	1	1
1146	между субъективной	2	1
1147	и само	1	1
1148	понимается как	1	1
1149	в драматическом	1	1
1150	значение это	1	1
1151	по пути	4	1
1152	подробностей и	1	1
1153	такими же	1	1
1154	героя как	2	1
1155	своеобразие искусства	1	1
1156	в новую	1	1
1157	художественной деятельности	17	1
1158	говорится у	1	1
1159	и вокруг	1	1
1160	в соответствии	1	1
1161	через героя	1	1
1162	здесь именно	1	1
1163	литературных жанров	1	1
1164	предмета и	1	1
1165	как более	1	1
1166	является продолжением	1	1
1167	с максимальной	1	1
1168	более как	1	1
1169	действительность в	1	1
1170	комизм и	1	1
1171	обычно говорят	1	1
1172	восприятия все	1	1
1173	художественную деятельность	1	1
1174	первый взгляд	1	1
1175	если с	1	1
1176	ту форму	1	1
1177	ними и	2	1
1178	воображении и	1	1
1179	при условии	2	1
1180	вследствие которого	1	1
1181	в такое	1	1
1182	этой деятельности	1	1
1183	о чем-то	1	1
1184	совершенно особое	1	1
1185	она оперирует	1	1
1186	в пределе	1	1
1187	их восприятия	1	1
1188	поэзии есть	1	1
1189	бунин в	1	1
1190	в лесу	1	1
1191	подлежит оценке	1	1
1192	другу и	1	1
1193	понимаем что	1	1
1194	не таково	1	1
1195	непосредственно словами	1	1
1196	сознания в	4	1
1197	из своего	1	1
1198	на многих	1	1
1199	быть названо	2	1
1200	эта система	1	1
1201	не обязательно	3	1
1202	периоды его	1	1
1203	своем значении	1	1
1204	своим произведением	1	1
1205	от своей	1	1
1206	себе в	1	1
1207	на новую	1	1
1208	содержания в	1	1
1209	читателя зрителя	3	1
1210	обратим внимание	1	1
1211	не дай	1	1
1212	в комнате	1	1
1213	ключ к	1	1
1214	в контексте	3	1
1215	над этим	1	1
1216	что отличает	2	1
1217	именно так	1	1
1218	не переставая	1	1
1219	тот что	1	1
1220	проникновение в	1	1
1221	это своеобразие	1	1
1222	в противном	2	1
1223	коем случае	2	1
1224	в отдельных	1	1
1225	нет никаких	1	1
1226	и бунин	1	1
1227	идея или	1	1
1228	к катарсису	1	1
1229	голубой цвет	1	1
1230	этих моментов	1	1
1231	совершенно иными	1	1
1232	такой установке	1	1
1233	не принадлежат	2	1
1234	той мере	1	1
1235	эта перемена	1	1
1236	и мир	1	1
1237	по художественной	1	1
1238	этом становится	1	1
1239	воображения так	1	1
1240	сюжет в	1	1
1241	глубокий и	1	1
1242	воображении читателя	1	1
1243	так он	1	1
1244	обычной речи	1	1
1245	проявляется в	1	1
1246	но от	2	1
1247	однако этот	1	1
1248	например с	1	1
1249	прежде но	1	1
1250	известные нам	1	1
1251	бытия и	1	1
1252	на мягкую	1	1
1253	или иную	2	1
1254	говоря словами	5	1
1255	не ограничивается	1	1
1256	художника не	1	1
1257	то она	1	1
1258	пушкина я	1	1
1259	сторону его	1	1
1260	на объект	1	1
1261	и гамлета	1	1
1262	в объективную	1	1
1263	xviii века	1	1
1264	или иная	1	1
1265	простой и	1	1
1266	от читателя	1	1
1267	особенности в	1	1
1268	связь со	1	1
1269	всему свету	1	1
1270	людей в	1	1
1271	действительности и	1	1
1272	деятельности и	1	1
1273	я на	2	1
1274	состояние общественного	1	1
1275	человек как	1	1
1276	выбора или	1	1
1277	я в	13	1
1278	оно состоит	1	1
1279	свое место	1	1
1280	этой своей	1	1
1281	стиля в	1	1
1282	подробностями и	1	1
1283	является непременным	1	1
1284	не тот	1	1
1285	от содержания	1	1
1286	говорится и	1	1
1287	этой причине	1	1
1288	зрения в	1	1
1289	к такой	2	1
1290	существенное для	1	1
1291	др в	1	1
1292	в историческом	1	1
1293	общая идея	1	1
