N	2gram	Potebnia_M	Hudozhes
606	есть его	1	1
607	к ним	3	1
608	обратим внимание	1	1
609	человек должен	1	1
610	языка не	5	1
611	самом начале	1	1
612	но всякий	1	1
613	не для	2	1
614	ее не	1	1
615	событий в	1	1
616	она может	3	1
617	звука и	9	1
618	нас на	2	1
619	тем же	4	1
620	затем в	1	1
621	по которым	2	1
622	ключ к	2	1
623	той же	3	1
624	ее как	1	1
625	упустить из	1	1
626	оно стало	1	1
627	именно так	2	1
628	становится для	2	1
629	невозможно так	1	1
630	с нею	6	1
631	за его	1	1
632	с этими	1	1
633	только во	1	1
634	только при	3	1
635	как я	1	1
636	достаточного основания	1	1
637	раз и	1	1
638	что все	4	1
639	то она	3	1
640	том же	3	1
641	все без	1	1
642	в сознании	8	1
643	легко может	1	1
644	бы никакого	1	1
645	языка а	3	1
646	всего к	1	1
647	но если	4	1
648	по поводу	7	1
649	не внешним	1	1
650	что даже	2	1
651	человеческой деятельности	1	1
652	не имело	1	1
653	его личным	1	1
654	к этим	2	1
655	уже по	2	1
656	стороны а	1	1
657	друг друга	6	1
658	в деятельности	4	1
659	к языку	6	1
660	и субъективная	1	1
661	которое должно	1	1
662	не будучи	1	1
663	пришлось бы	1	1
664	крайней мере	6	1
665	из них	2	1
666	едва ли	1	1
667	тот же	5	1
668	быть без	1	1
669	внимание и	1	1
670	человека но	1	1
671	может как	1	1
672	могли быть	1	1
673	себе самом	1	1
674	действительно имеет	1	1
675	представить себе	3	1
676	голубой цвет	1	1
677	себя самой	1	1
678	глядя на	1	1
679	именно к	1	1
680	душа не	1	1
681	что они	6	1
682	к общему	4	1
683	только не	2	1
684	проникает в	1	1
685	к различным	1	1
686	той мере	1	1
687	мы видим	5	1
688	в более	4	1
689	язык представляет	1	1
690	к индивидуальной	1	1
691	нами не	2	1
692	тоже не	1	1
693	так как	29	1
694	многих других	2	1
695	на которую	3	1
696	что иное	2	1
697	они не	5	1
698	после того	3	1
699	себя только	3	1
700	он от	1	1
701	не во	3	1
702	только отдельные	2	1
703	на вопрос	3	1
704	на язык	7	1
705	не решает	1	1
706	должно быть	9	1
707	время и	2	1
708	взаимодействиях с	1	1
709	внимание на	3	1
710	который бы	1	1
711	в состоянии	5	1
712	чем-то внешним	1	1
713	жизни человека	2	1
714	проявляется в	2	1
715	а и	5	1
716	народной жизни	2	1
717	переход к	1	1
718	вбирает в	2	1
719	души и	9	1
720	нее как	2	1
721	известные нам	1	1
722	что несмотря	1	1
723	для нас	29	1
724	из своих	2	1
725	у нас	3	1
726	сознания и	2	1
727	вытекающее из	1	1
728	действительно существует	1	1
729	на которой	1	1
730	и от	5	1
731	стремится к	1	1
732	слово в	2	1
733	противоречие между	1	1
734	и есть	4	1
735	себе никаких	1	1
736	сколько бы	1	1
737	весь мир	1	1
738	без этого	1	1
739	том в	1	1
740	когда же	2	1
741	мы находим	3	1
742	поэтому не	1	1
743	и развития	2	1
744	тому же	1	1
745	не была	2	1
746	но с	3	1
747	в таких	2	1
748	не было	7	1
749	внутреннее единство	2	1
750	бы для	2	1
751	говорим о	1	1
752	от друга	3	1
753	не говорит	1	1
754	для других	2	1
755	что его	2	1
756	существует как	1	1
757	слова могут	1	1
758	для говорящего	2	1
759	не прямо	1	1
760	на нее	2	1
761	дело в	3	1
762	которое в	1	1
763	но одно	1	1
764	не ограничивается	3	1
765	и усиливается	1	1
766	что не	15	1
767	его мысли	1	1
768	чем состоит	1	1
769	виду что	2	1
770	средствами искусства	1	1
771	но для	1	1
772	этом что	1	1
773	это возможно	1	1
774	такое же	3	1
775	быть признано	1	1
776	мнения о	2	1
777	но само	1	1
778	индивидуальности и	1	1
779	предположить в	1	1
780	и без	4	1
781	же оно	1	1
782	нас к	1	1
783	не подлежит	1	1
784	можно предположить	1	1
785	человек в	1	1
786	же как	1	1
787	других в	2	1
788	на земле	1	1
789	и произведения	1	1
790	всем своем	1	1
791	не есть	13	1
792	все виды	1	1
793	между прочим	5	1
794	рядом с	3	1
795	при таком	5	1
796	как ее	1	1
797	от этого	2	1
798	предполагает его	1	1
799	языка но	3	1
800	в такой	2	1
801	остановимся на	3	1
802	зрения и	7	1
803	его жизни	1	1
804	по его	7	1
805	служит для	2	1
806	принимается за	1	1
807	в условиях	1	1
808	это было	3	1
809	тех же	1	1
810	на его	1	1
811	форма в	1	1
812	всего данного	1	1
813	себе и	2	1
814	нашему сознанию	1	1
815	себе никакого	1	1
816	в каждой	1	1
817	в одной	2	1
818	при виде	3	1
819	связаны с	1	1
820	как сказано	1	1
821	бы в	6	1
822	каждом человеке	1	1
823	мере в	1	1
824	деятельности и	5	1
825	на них	1	1
826	людей в	1	1
827	и сделать	1	1
828	относительно языка	1	1
829	словом или	2	1
830	в каждом	6	1
831	всякое понимание	1	1
832	здесь как	1	1
833	могли бы	4	1
834	может иметь	1	1
835	том случае	1	1
836	человек как	1	1
837	и субъективности	4	1
838	что от	1	1
839	только к	1	1
840	сознания а	1	1
841	в полной	1	1
842	как ни	1	1
843	которому принадлежит	1	1
844	он говорит	1	1
845	в своих	4	1
846	на задний	1	1
847	случается с	1	1
848	эти последние	3	1
849	каждом из	1	1
850	сознанию не	1	1
851	между лицом	1	1
852	если на	1	1
853	случае если	1	1
854	две стороны	1	1
855	говоря только	1	1
856	не дает	2	1
857	ту же	1	1
858	здесь только	1	1
859	две другие	1	1
860	но всегда	3	1
861	собою как	2	1
862	не один	2	1
863	чувства и	16	1
864	или же	7	1
865	просто не	1	1
866	в развитии	2	1
867	что касается	2	1
868	в первом	5	1
869	для этого	2	1
870	ни от	1	1
871	по одним	1	1
872	не могла	2	1
873	это была	1	1
874	отношений между	5	1
875	рефлексия в	1	1
876	этого значения	1	1
877	заключает в	6	1
878	тем и	1	1
879	смысл слова	1	1
880	отдельных лиц	4	1
881	и своя	1	1
882	даже при	3	1
883	стороны и	3	1
884	только то	3	1
885	что из	2	1
886	субъективное что	1	1
887	следует признать	1	1
888	представляются в	1	1
889	когда мы	4	1
890	не совпадает	1	1
891	этом не	2	1
892	над собою	3	1
893	на это	2	1
894	было бы	21	1
895	а тем	1	1
896	ее смысл	1	1
897	например не	1	1
898	не по	4	1
899	из нее	2	1
900	литературы или	1	1
901	но без	2	1
902	гегелевское определение	1	1
903	же природы	1	1
904	как мы	3	1
905	что хотя	1	1
906	общего с	3	1
907	что для	5	1
908	это правило	1	1
909	его как	1	1
910	друг другу	4	1
911	каждый человек	1	1
912	которые в	1	1
913	в зависимости	1	1
914	сказать в	1	1
915	внутреннее и	1	1
916	того времени	2	1
917	произведения не	1	1
918	этом и	1	1
919	обратимся к	1	1
920	как внутреннее	1	1
921	узнает в	1	1
922	связи между	2	1
923	может показаться	1	1
924	по этому	2	1
925	так что	23	1
926	теми же	1	1
927	же в	7	1
928	бытия и	3	1
929	к пониманию	1	1
930	бы быть	7	1
931	в уме	1	1
932	как будто	2	1
933	себя а	2	1
934	на то	5	1
935	бы ни	8	1
936	этими примерами	1	1
937	нуждается в	2	1
938	себе еще	1	1
939	а как	3	1
940	как представляется	1	1
941	по произволу	1	1
942	может и	1	1
943	отрешиться от	1	1
944	всей духовной	1	1
945	нет не	1	1
946	и том	3	1
947	и совершенно	2	1
948	или точнее	1	1
949	объективности и	4	1
950	как знак	1	1
951	всякое произведение	2	1
952	есть не	7	1
953	жизнью и	1	1
954	кажется что	1	1
955	иное как	2	1
956	себе а	1	1
957	более того	1	1
958	посредством этого	1	1
959	с этих	1	1
