N	3gram	Vygotskiy_	slovoVRo
117	одни и те	1	1
118	мы говорим о	2	1
119	в первый раз	1	1
120	влечет за собой	1	1
121	в какой степени	2	1
122	что в этой	1	1
123	того же в	1	1
124	в том числе	2	1
125	намеренный и сознательный	1	1
126	совпадая с ним	1	1
127	это не может	2	1
128	слово в этом	1	1
129	с ним в	1	1
130	с целым рядом	1	1
131	друг на друга	2	1
132	как бы не	1	1
133	прежде чем перейти	2	1
134	в научном мышлении	2	1
135	сами по себе	1	1
136	не столько в	1	1
137	и самое слово	1	1
138	как например в	1	1
139	именно потому что	3	1
140	мы уже указывали	1	1
141	основных и существенных	1	1
142	данном случае не	2	1
143	как мы видим	1	1
144	так и по	1	1
145	речь идет о	1	1
146	и непосредственное отношение	1	1
147	совершенно иным путем	1	1
148	в его сознании	1	1
149	том числе и	2	1
150	на которые оно	1	1
151	само по себе	2	1
152	с помощью одного	1	1
153	сказать что в	1	1
154	а во второй	1	1
155	том что в	2	1
156	слова не только	1	1
157	мы и можем	1	1
158	что они не	1	1
159	так как во	1	1
160	не могло быть	1	1
161	отличие от второй	1	1
162	в этом направлении	1	1
163	работы над самим	1	1
164	то ни было	1	1
165	не знает ни	1	1
166	отношения к ней	1	1
167	ничего не может	1	1
168	точки зрения является	1	1
169	во всем ее	1	1
170	бы то ни	1	1
171	последнего времени почти	1	1
172	говорили что в	2	1
173	она исходит из	1	1
174	все эти явления	1	1
175	параллельно с этим	1	1
176	для этой цели	1	1
177	в какой мере	1	1
178	с другом в	2	1
179	раз и навсегда	1	1
180	влияние их на	1	1
181	не только по	1	1
182	может идти не	1	1
183	связи с изучением	1	1
184	в этих случаях	1	1
185	находит свое выражение	1	1
186	связанная с ней	1	1
187	в основе этой	2	1
188	по аналогии с	2	1
189	равно как и	1	1
190	и во всяком	1	1
191	лежали в основе	1	1
192	речи так и	1	1
193	и те же	1	1
194	на то что	5	1
195	за пределы его	1	1
196	и может быть	1	1
197	между собой в	1	1
198	лежат в основе	1	1
199	и ту же	1	1
200	непосредственно связан с	1	1
201	в том чтобы	3	1
202	заключается в том	12	1
203	имеем в виду	1	1
204	не до конца	2	1
205	с их внутренней	1	1
206	и в отношении	1	1
207	в свое время	2	1
208	мы увидим что	1	1
209	в целом ряде	1	1
210	все более и	3	1
211	не менее чем	1	1
212	же о чем	1	1
213	и других не	1	1
214	как один из	1	1
215	как мы неоднократно	1	1
216	которая лежит в	1	1
217	в процессе развития	3	1
218	есть в сущности	1	1
219	зрения не только	1	1
220	да и в	1	1
221	связи с этим	1	1
222	стоит и падает	1	1
223	более и более	3	1
224	того чтобы увидеть	1	1
225	не в меньшей	1	1
226	но не знает	1	1
227	как и на	1	1
228	в последние два	1	1
229	он принимает за	1	1
230	в новые и	1	1
231	чтобы прийти к	1	1
232	как раз в	1	1
233	синтаксических форм и	1	1
234	подобно тому как	6	1
235	с ним но	2	1
236	это и не	1	1
237	одной и той	3	1
238	и ничего не	1	1
239	каждом шагу в	1	1
240	так же как	9	1
241	с таким же	3	1
242	он не знает	1	1
243	тогда когда это	1	1
244	связанное с ним	1	1
245	того чтобы их	1	1
246	мы имеем в	1	1
247	этого основного факта	1	1
248	эта точка зрения	2	1
249	и здесь в	1	1
250	но во всяком	1	1
251	том что он	3	1
252	в письменной речи	5	1
253	точки зрения так	1	1
254	тем или иным	2	1
255	для всех этих	1	1
256	именно в процессе	1	1
257	только с помощью	1	1
258	точки зрения и	1	1
259	исходя из этого	1	1
260	и в известной	1	1
261	прежде всего в	1	1
262	и той же	3	1
263	сливается с ними	1	1
264	это было бы	1	1
265	если бы он	1	1
266	новые и новые	1	1
267	лежит в основе	2	1
268	друг к другу	3	1
