N	2gram	Vygotskiy_	VerxiiNi
176	один из	3	2
177	и здесь	1	2
178	и на	8	2
179	только что	7	2
180	и сейчас	1	2
181	уже в	8	2
182	гораздо менее	3	2
183	тогда когда	8	2
184	или по	1	2
185	мы имеем	2	2
186	не с	2	2
187	ни было	1	2
188	этом отношении	6	2
189	в пользу	6	2
190	только не	2	2
191	те же	2	2
192	прежде всего	12	2
193	из своих	1	2
194	одно из	3	2
195	его от	1	2
196	этими двумя	2	2
197	не могут	1	2
198	когда же	1	2
199	со всеми	2	2
200	в них	5	2
201	связь с	2	2
202	из него	1	2
203	не было	1	2
204	психической жизни	3	2
205	к его	3	2
206	не потому	2	2
207	этой точки	2	2
208	значительной части	1	2
209	не в	9	2
210	образом если	1	2
211	а также	1	2
212	в виду	5	2
213	одним из	1	2
214	том виде	1	2
215	по существу	8	2
216	именно в	8	2
217	и действительно	1	2
218	он один	1	2
219	в процессе	19	2
220	в среде	1	2
221	между этими	7	2
222	можно назвать	2	2
223	эти черты	2	2
224	положение в	1	2
225	к которым	3	2
226	виде в	3	2
227	выход из	1	2
228	к другу	3	2
229	в одно	1	2
230	по своему	1	2
231	приводит к	8	2
232	на все	5	2
233	только для	6	2
234	отличается от	1	2
235	в новом	3	2
236	этого периода	1	2
237	о котором	3	2
238	сравнению с	9	2
239	в эту	4	2
240	так например	1	2
241	связано с	3	2
242	еще не	1	2
243	во всех	4	2
244	и мир	1	2
245	ли они	1	2
246	перестает быть	1	2
247	начиная с	2	2
248	мы можем	11	2
249	больше чем	1	2
250	что мы	9	2
251	ни у	1	2
252	совершенно иной	1	2
253	со времени	1	2
254	силы и	1	2
255	если не	3	2
256	этого последнего	1	2
257	еще только	1	2
258	его не	3	2
259	всегда останется	1	2
260	наконец в	2	2
261	на друга	1	2
262	по сравнению	10	2
263	то ни	1	2
264	между тем	10	2
265	в свою	4	2
266	не всегда	1	2
267	из себя	1	2
268	сознании и	1	2
269	должна была	2	2
270	связана с	4	2
271	и больше	1	2
272	не могло	5	2
273	всех других	1	2
274	и является	2	2
275	заключает в	1	2
276	тем и	3	2
277	вслед за	3	2
278	и это	3	2
279	в начале	2	2
280	этот факт	1	2
281	превращается в	3	2
282	конечно не	1	2
283	по своей	9	2
284	же время	2	2
285	но вместе	5	2
286	самого начала	9	2
287	признать что	3	2
288	еще на	4	2
289	состоит в	4	2
290	друг на	1	2
291	же самое	4	2
292	он в	6	2
293	духовного развития	1	2
294	сказать что	16	2
295	самых древних	1	2
296	когда человек	1	2
297	этот путь	2	2
298	с самых	1	2
299	которые в	2	2
300	не могла	1	2
301	тенденции к	2	2
302	и другой	1	2
303	к которому	4	2
304	или иной	3	2
305	жизни и	2	2
306	но если	3	2
307	оно является	1	2
308	что именно	3	2
309	на то	11	2
310	из этого	6	2
311	с его	7	2
312	для этих	1	2
313	от них	2	2
314	древних времен	1	2
315	и после	1	2
316	и все	7	2
317	для этого	7	2
318	и из	2	2
319	в самой	4	2
320	и особенно	1	2
321	тот же	7	2
322	и наконец	3	2
323	той или	3	2
324	вплоть до	1	2
325	нее не	1	2
326	мы видели	8	2
327	не к	3	2
328	его можно	1	2
329	из этой	2	2
330	в той	1	1
331	как основной	1	1
332	течение приблизительно	1	1
333	заставляет его	1	1
334	к началу	1	1
335	представить себе	5	1
336	рисуется в	1	1
337	находим в	1	1
338	которые только	1	1
339	то в	1	1
340	против этого	1	1
341	самый термин	1	1
342	первую очередь	3	1
343	из чистого	2	1
344	новое и	1	1
345	к общему	1	1
346	в свое	1	1
347	не указывает	1	1
348	а потому	1	1
349	видели что	6	1
350	социальной жизни	1	1
351	или к	3	1
352	постольку поскольку	2	1
353	сделан в	1	1
354	от до	4	1
355	мы видим	7	1
356	что с	6	1
357	эти элементы	1	1
358	изменить в	1	1
359	быть по	1	1
360	и этот	1	1
361	та же	1	1
362	не позволяет	1	1
363	значение в	4	1
364	этого в	1	1
365	тоже не	1	1
366	между этим	2	1
367	свою очередь	3	1
368	друг к	2	1
369	что учение	1	1
370	указывает на	4	1
371	со всем	2	1
372	нельзя сказать	1	1
373	ли эти	1	1
374	может не	4	1
375	этой области	1	1
376	данном случае	5	1
377	что такое	1	1
378	ни с	1	1
379	в момент	1	1
380	дальнейшее развитие	1	1
381	представляющее собой	1	1
382	над проблемой	1	1
383	должно быть	4	1
384	того как	6	1
385	этой идее	1	1
386	т.е к	1	1
387	время и	1	1
388	зависит от	2	1
389	мы получили	2	1
390	как к	1	1
391	за исключением	1	1
392	его с	2	1
393	следует сказать	1	1
394	краски и	1	1
395	для себя	7	1
396	смысле слова	6	1
397	обе эти	4	1
398	это не	5	1
399	себе две	1	1
400	он как	4	1
401	у другого	1	1
402	мы знаем	3	1
403	эти особенности	1	1
404	что сама	2	1
405	именно к	1	1
406	законы природы	1	1
407	стать во	1	1
408	только от	2	1
409	зрения а	1	1
410	идет о	5	1
411	и менее	1	1
412	до самого	1	1
413	и взаимодействие	2	1
414	то у	1	1
415	прийти к	2	1
416	нечто подобное	3	1
417	не для	1	1
418	а и	1	1
419	которых он	3	1
420	ничего кроме	3	1
421	эта новая	1	1
422	представляют собой	2	1
423	взаимодействия между	1	1
424	а ведь	1	1
425	чтобы стать	1	1
426	к установлению	6	1
427	с ним	3	1
428	однако этот	1	1
429	кроме того	1	1
430	о чем	2	1
431	которые играют	1	1
432	в постоянном	1	1
433	в сущности	13	1
434	в ее	3	1
435	две основные	1	1
436	как раз	8	1
437	каждом шагу	2	1
438	что так	1	1
439	но тем	3	1
440	одном и	1	1
441	чем у	1	1
442	это изменение	1	1
443	от этой	1	1
444	этих слов	1	1
445	что человек	1	1
446	то станет	1	1
447	другой с	1	1
448	внешнее сходство	1	1
449	него в	1	1
450	невозможно и	1	1
451	взгляда может	1	1
452	надеяться на	1	1
453	у нас	1	1
454	на которой	4	1
455	далее в	1	1
456	когда его	1	1
457	которых ни	1	1
458	развития не	2	1
459	ни в	6	1
460	и делает	2	1
461	же что	2	1
462	путем от	1	1
463	себе не	1	1
464	о происхождении	1	1
465	этим именем	1	1
466	этого момента	1	1
467	сущности идея	1	1
468	сообразно с	2	1
469	другой стороны	10	1
470	эти явления	1	1
471	и развитие	1	1
472	у многих	1	1
473	это есть	2	1
474	смысле этого	6	1
475	как нечто	2	1
476	зрения то	1	1
477	не является	16	1
478	с их	2	1
479	по мере	5	1
480	с собой	5	1
481	другого эти	1	1
482	все прочие	2	1
483	основана на	1	1
484	у него	2	1
485	в их	5	1
486	к рассмотрению	1	1
487	под этим	2	1
488	в данном	5	1
489	лежит в	3	1
490	зрения того	1	1
491	есть продукт	1	1
492	всех прочих	2	1
493	чем в	1	1
494	в своих	6	1
495	борьбу с	1	1
496	как эти	1	1
497	и заменить	1	1
498	в соответствии	1	1
499	самом деле	8	1
500	живет и	1	1
501	от тех	1	1
502	в первом	2	1
503	когда их	2	1
504	другой вид	2	1
505	пути и	2	1
506	что к	1	1
507	к чему	1	1
508	имеет для	1	1
509	как по	2	1
510	виде он	1	1
511	о мире	3	1
512	что его	6	1
513	общего правила	1	1
514	совершенно особую	1	1
515	всех его	1	1
516	во внимание	1	1
517	заключается в	12	1
518	но эта	3	1
519	оно есть	2	1
520	и вниз	1	1
521	которые как	1	1
522	лишь постольку	2	1
523	мы и	3	1
524	сознании в	1	1
525	иначе как	1	1
526	тем что	7	1
527	на нечто	1	1
528	она является	1	1
529	и том	1	1
530	эти разнообразные	1	1
531	значения и	2	1
532	которого вся	1	1
533	существо которое	1	1
534	в сферу	1	1
535	в жизни	2	1
536	отношения к	3	1
537	и другим	2	1
538	или скрыто	1	1
539	показаться что	1	1
540	этом последнем	1	1
541	что перед	3	1
542	и следствием	1	1
543	личности с	1	1
544	существует и	1	1
545	более широкую	1	1
546	одном из	3	1
547	как и	20	1
548	но пока	1	1
549	всех тех	6	1
550	как не	1	1
551	от слова	1	1
552	к нам	1	1
553	время как	4	1
554	поставить эту	1	1
555	этот раз	1	1
556	их в	6	1
557	себя как	1	1
558	а именно	2	1
559	однако несмотря	2	1
560	не есть	1	1
561	только то	2	1
562	в своей	7	1
563	в слове	2	1
564	и так	1	1
565	т.д то	1	1
566	на эту	2	1
567	на этом	3	1
568	как в	7	1
569	упрощенном виде	1	1
570	стремление к	1	1
571	во главе	1	1
572	мира и	2	1
573	что еще	1	1
574	следовательно и	1	1
575	отчасти и	1	1
576	лишь о	1	1
577	силу этого	4	1
578	так сказать	1	1
579	как с	1	1
580	ли не	1	1
581	на одном	3	1
582	от этого	4	1
583	всегда свидетельствует	1	1
584	является для	6	1
585	в такой	4	1
586	они сейчас	1	1
587	один и	2	1
588	так называемая	1	1
589	однако это	1	1
590	после того	1	1
591	о которых	4	1
592	может явиться	3	1
593	том как	1	1
594	и следовательно	3	1
595	другому человеку	2	1
596	грамматики и	1	1
597	в себя	2	1
598	это было	1	1
599	исследований в	3	1
600	он сам	3	1
601	на его	1	1
602	от всей	1	1
603	к мысли	3	1
604	в сторону	1	1
605	всей своей	2	1
606	в воздухе	1	1
607	в чем	5	1
608	в каком	3	1
609	нет в	1	1
610	явлениями в	1	1
611	к связи	1	1
612	что тот	2	1
613	сейчас же	1	1
614	как только	3	1
615	могло бы	2	1
616	в ином	2	1
617	же есть	1	1
618	которая у	1	1
619	весь вопрос	1	1
620	в какое-то	1	1
621	в одной	3	1
622	как результат	1	1
623	тем более	7	1
624	казалось бы	8	1
625	что они	5	1
626	бы в	5	1
627	а вместе	2	1
628	с первого	1	1
629	на них	1	1
630	с этим	8	1
631	могли бы	10	1
632	не встречает	1	1
633	ни к	1	1
634	с психологической	2	1
635	совершенно не	1	1
636	как показывает	1	1
637	все более	4	1
638	тех проблем	1	1
639	там где	8	1
640	в первую	3	1
641	бы и	4	1
642	и ясно	1	1
643	на этой	2	1
644	находит свое	1	1
645	не существует	4	1
646	что от	1	1
647	к этой	4	1
648	и других	4	1
649	жизни а	1	1
650	и более	6	1
651	не могли	2	1
652	да и	1	1
653	бы с	3	1
654	которые могли	1	1
655	когда на	1	1
656	и пр	2	1
657	отличие от	3	1
658	между собой	5	1
659	жизни он	1	1
660	по тем	1	1
661	в очень	1	1
662	единое целое	4	1
663	которой не	2	1
664	желаний и	1	1
665	психологической точки	1	1
666	роли в	2	1
667	рассматриваться как	3	1
668	мы уже	7	1
669	это как	2	1
670	есть известный	2	1
671	чистом виде	1	1
672	зрения представляет	1	1
673	трудно было	1	1
674	совпадает с	1	1
675	другими словами	1	1
676	эти проблемы	1	1
677	эти два	1	1
678	чтобы он	1	1
679	входит в	1	1
680	именно потому	2	1
681	по возможности	1	1
682	но даже	2	1
683	себе связь	3	1
684	живет в	3	1
685	одну из	4	1
686	при рассмотрении	2	1
687	или действительно	1	1
688	мы не	13	1
689	была еще	1	1
690	не по	1	1
691	не связанных	1	1
692	в ней	2	1
693	взглядом всю	1	1
694	причиной и	1	1
695	стоит и	1	1
696	поскольку с	1	1
697	чем именно	1	1
698	дело не	1	1
699	как из	1	1
700	важно то	1	1
701	первого взгляда	1	1
702	раскрытой в	1	1
703	позволяет нам	1	1
704	работы к	1	1
705	с помощью	16	1
706	собой совершенно	1	1
707	только тогда	4	1
708	к известной	2	1
709	недоступной для	1	1
710	идти по	1	1
711	только как	1	1
712	что касается	1	1
713	сферу влияния	1	1
714	когда она	2	1
715	и лишь	1	1
716	всей этой	2	1
717	а по	1	1
718	психологии но	1	1
719	нужно было	1	1
720	целым рядом	2	1
721	эта мысль	3	1
722	только на	1	1
723	и их	5	1
724	речь идет	4	1
725	не были	1	1
726	все те	2	1
727	к одному	1	1
728	как она	1	1
729	силу этой	1	1
730	к области	1	1
731	в строгом	1	1
732	в количестве	1	1
733	связь между	10	1
734	согласно этой	1	1
735	совершенно так	1	1
736	из двух	3	1
737	имеет никакого	1	1
738	иметь в	1	1
739	факт что	3	1
740	по отношению	12	1
741	в учении	7	1
742	учения о	8	1
743	не следует	1	1
744	учений и	1	1
745	и до	5	1
746	более и	3	1
747	уже говорили	3	1
748	тот факт	1	1
749	не знающий	1	1
750	от своего	1	1
751	этот вопрос	6	1
752	этой грани	1	1
753	на каждом	2	1
754	между отдельными	3	1
755	при помощи	2	1
756	себе в	1	1
757	природы но	1	1
758	ином виде	1	1
759	должны были	6	1
760	так называемых	2	1
761	не представляет	1	1
762	по окончании	1	1
763	когда мы	2	1
764	как совершенно	3	1
765	всего что	1	1
766	как известно	8	1
767	сила и	1	1
768	и остается	3	1
769	на это	1	1
770	общаться с	1	1
771	в нашей	1	1
772	было бы	12	1
773	ибо он	1	1
774	имеем в	1	1
775	этих элементов	1	1
776	что здесь	2	1
777	и заставить	1	1
778	ряд других	1	1
779	в отличие	3	1
780	без всякого	2	1
781	заметить что	3	1
782	качестве таких	1	1
783	это позволяет	1	1
784	болезненное сознание	1	1
785	одного из	4	1
786	ней и	1	1
787	впервые в	1	1
788	по всей	2	1
789	с развитием	4	1
790	вернуться к	2	1
791	однако в	1	1
792	в сфере	4	1
793	чтобы они	1	1
794	этих последних	1	1
795	по себе	9	1
796	речь есть	2	1
797	когда тот	1	1
798	в самую	1	1
799	могут быть	5	1
800	сдвиг в	1	1
801	рассматривается как	5	1
802	всей вероятности	1	1
803	привели к	1	1
804	не можем	3	1
805	о его	1	1
806	человека и	6	1
807	формы в	1	1
808	их с	1	1
809	в общих	1	1
810	которое мы	6	1
811	соответствии с	1	1
812	мы начали	1	1
813	само понятие	4	1
814	же пути	1	1
815	другой социальной	1	1
816	из первых	1	1
817	в нашем	3	1
818	и ввести	1	1
819	может показаться	2	1
820	параллельно с	1	1
821	психологии мы	2	1
822	что самый	1	1
823	и есть	2	1
824	место в	1	1
825	во всей	8	1
826	т.е как	1	1
827	том же	4	1
828	нам все	1	1
829	и источником	1	1
830	связи со	1	1
831	в сознании	2	1
832	что она	6	1
833	он может	2	1
834	и должно	1	1
835	такой же	3	1
836	и специальные	1	1
837	бы быть	1	1
838	в уме	1	1
839	этого слова	7	1
840	работа в	2	1
841	этом процессе	2	1
842	стороны с	1	1
843	и волю	1	1
844	и его	10	1
845	на двух	3	1
846	его к	3	1
847	у этих	1	1
848	под именем	2	1
849	к новой	1	1
850	и никогда	1	1
851	что даже	2	1
852	а следовательно	2	1
853	с представлением	1	1
854	даже в	4	1
855	значительно превышает	2	1
856	анализа к	2	1
857	только с	2	1
858	дела не	2	1
859	эта тенденция	1	1
860	в ту	2	1
861	быть в	1	1
862	к этим	3	1
863	которого мы	1	1
864	друг друга	5	1
865	не удалось	2	1
866	общих чертах	1	1
867	видели выше	1	1
868	с ее	3	1
869	всех этих	2	1
870	есть ли	1	1
871	к ее	2	1
872	таким же	4	1
873	целое к	1	1
874	и тот	1	1
875	иногда даже	1	1
876	именно заключается	1	1
877	но для	2	1
878	должны быть	2	1
879	в связь	2	1
880	не надо	2	1
881	и ее	9	1
882	здесь не	1	1
883	сливаются в	1	1
884	думать что	1	1
885	всякий кто	1	1
886	ничего не	6	1
887	есть не	3	1
888	совершается в	1	1
889	то время	5	1
890	и самый	2	1
891	существуют у	1	1
892	и во	1	1
893	он должен	4	1
894	той же	4	1
895	отдельных сторон	1	1
