N	3gram	Medvedev_V	StatiiOP
97	а между тем	1	2
98	в зависимости от	5	2
99	том числе и	2	2
100	и вместе с	1	2
101	от ума и	1	2
102	и в то	3	2
103	все же и	1	2
104	в каждом отдельном	2	2
105	не может не	2	2
106	то же самое	1	2
107	только тогда когда	1	2
108	нельзя не признать	1	2
109	уже о том	1	2
110	а как бы	1	2
111	в свою очередь	1	2
112	чуть ли не	2	2
113	и др в	3	2
114	той или иной	1	2
115	примером может служить	1	2
116	в чем же	2	2
117	в которой он	1	2
118	на этот вопрос	1	2
119	известном письме к	1	2
120	что мы имеем	1	2
121	но в то	1	2
122	том что и	1	2
123	прежде всего необходимо	1	2
124	в известном письме	1	2
125	из писем к	2	2
126	вот несколько примеров	1	2
127	п в анненкова	1	2
128	имеем дело с	1	2
129	но с другой	1	2
130	может быть и	1	2
131	но ведь это	1	1
132	в этой системе	1	1
133	как увидим ниже	1	1
134	своем рассказе о	1	1
135	некоторые из них	1	1
136	как будто бы	1	1
137	по его собственному	1	1
138	в конце года	1	1
139	т е тот	1	1
140	и в ту	1	1
141	очень близко к	1	1
142	этого образа в	1	1
143	это не является	1	1
144	в ту же	1	1
145	по сравнению с	1	1
146	представляет собою особенно	1	1
147	он работал над	2	1
148	его собственному признанию	1	1
149	в ином контексте	1	1
150	т е из	1	1
151	того или другого	1	1
152	мы говорим о	1	1
153	и никогда не	2	1
154	или иной мере	1	1
155	с этой точки	1	1
156	пушкину и в	1	1
157	таким образом уже	1	1
158	а в том	1	1
159	творческих сил в	1	1
160	в следующих словах	1	1
161	об этом у	1	1
162	могло бы быть	1	1
163	но даже и	1	1
164	и то же	1	1
165	но и он	2	1
166	совершенно очевидно что	1	1
167	хотя бы уже	1	1
168	в том случае	1	1
169	к этому и	1	1
170	следует подчеркнуть что	1	1
171	ту же ночь	1	1
172	для правильного понимания	1	1
173	что он в	1	1
174	или иного вида	1	1
175	все это имеет	1	1
176	оснований видеть в	1	1
177	одним из элементов	1	1
178	когда он работал	1	1
179	том же духе	1	1
180	очевидно что для	1	1
181	и художественного творчества	2	1
182	быть и речи	1	1
183	в соответствии с	1	1
184	даже и в	1	1
185	никаких оснований видеть	1	1
186	что в них	1	1
187	к этому сводится	2	1
188	и по отношению	1	1
189	действительному положению вещей	1	1
190	см хотя бы	1	1
191	и очевидно что	1	1
192	которая должна быть	1	1
193	характеристики действующих лиц	1	1
194	каждой из этих	2	1
195	и он отстаивает	1	1
196	жанровых особенностей и	1	1
197	это вовсе не	1	1
198	только то что	2	1
199	на почве этих	1	1
200	бы совершенно неосновательно	1	1
201	не только у	1	1
202	нет никаких оснований	2	1
203	и в качестве	1	1
204	ответа на эти	1	1
205	идей и образов	2	1
206	и речи о	1	1
207	и не может	2	1
208	мы имеем дело	1	1
209	на вопрос что	1	1
210	поводу легенды о	1	1
211	сих пор не	1	1
212	этому поводу с	1	1
213	в известной статье	1	1
214	одним из наиболее	1	1
215	в значительной мере	3	1
216	обратил внимание на	1	1
217	в каждой из	1	1
218	и может быть	1	1
219	от того что	2	1
220	в этом же	1	1
221	понимать в том	1	1
222	этом случае она	1	1
223	может быть даже	1	1
224	выйти за пределы	1	1
225	ни в какой	1	1
226	а не по	1	1
227	этой точки зрения	2	1
228	ту или иную	1	1
229	п в анненков	1	1
230	что все они	1	1
231	в результате этого	1	1
232	связи с его	1	1
233	того как он	1	1
234	в стихах и	1	1
235	в этом и	2	1
236	дают возможность поднять	1	1
237	что конечно не	1	1
238	горя от ума	1	1
239	может быть никакого	1	1
240	приводит к тому	2	1
241	именно в этом	1	1
242	одно и то	1	1
243	то все же	1	1
244	не заметить что	1	1
245	ответ на этот	1	1
246	если бы все	1	1
247	еще не означает	1	1
248	именно в том	1	1
249	хотя бы в	3	1
250	и без того	1	1
251	может быть признана	1	1
252	же как и	1	1
253	он говорит и	1	1
254	спорного и просто	1	1
255	не могут быть	4	1
256	в процессе работы	5	1
257	можно ли считать	1	1
258	те или иные	1	1
259	по поводу легенды	1	1
260	с другой в	1	1
261	по его мнению	1	1
262	как это делает	3	1
263	из которых каждая	1	1
264	также и в	2	1
265	в виду что	1	1
266	в своем рассказе	1	1
267	тот или иной	1	1
268	и это самое	1	1
