N	3gram	Losev_Dial	Formalny
87	и ни на	2	2
88	в жизни и	1	2
89	вовсе не в	3	2
90	это вполне понятно	1	2
91	что в данном	1	2
92	друг от друга	1	2
93	она не может	1	2
94	но даже и	1	2
95	одних и тех	1	2
96	не потому что	5	2
97	как например в	1	2
98	бы оно было	1	2
99	точки зрения своей	1	2
100	иметь в виду	4	2
101	в отношении к	1	2
102	но для этого	1	2
103	тех или иных	1	2
104	не было и	1	2
105	в отдельности и	1	2
106	тем или другим	2	2
107	что это не	1	2
108	в таком случае	2	2
109	из того что	1	2
110	так же и	1	2
111	в широком смысле	2	2
112	и в том	1	2
113	не нуждается ни	1	2
114	может быть только	2	2
115	может и не	2	2
116	в какой мере	1	2
117	как это было	1	2
118	выйти за пределы	1	2
119	не выходя за	2	2
120	в это время	1	2
121	не может и	3	2
122	том или ином	1	2
123	как один из	2	2
124	в корне искажает	1	2
125	от того что	1	2
126	ничего общего с	3	2
127	и тех же	1	2
128	по себе в	1	2
129	но что же	1	2
130	при известных условиях	1	2
131	не говоря уже	1	2
132	да и не	1	2
133	и до сих	1	2
134	и с точки	1	2
135	вовсе не есть	3	2
136	дело в том	1	2
137	так как они	1	2
138	не только в	2	2
139	так же как	1	2
140	они никогда не	1	2
141	ни в каких	1	2
142	в виду что	2	2
143	что в нем	4	2
144	так как и	2	2
145	или хотя бы	2	2
146	дело не в	1	2
147	в нем должна	1	2
148	нуждается ни в	1	2
149	т е самое	1	2
150	что и в	1	2
151	ни в чем	2	2
152	в литературе как	1	2
153	если же он	1	2
154	что он не	2	1
155	как она есть	3	1
156	она никогда не	1	1
157	это то что	1	1
158	время никогда не	1	1
159	не имеет и	1	1
160	и как бы	1	1
161	отнюдь не в	1	1
162	потому что нет	1	1
163	а не иначе	1	1
164	это значило бы	1	1
165	по себе но	2	1
166	можем сказать что	3	1
167	то что он	1	1
168	же время никогда	1	1
169	на задний план	1	1
170	в том как	1	1
171	них и в	1	1
172	и потому нет	1	1
173	же это за	1	1
174	она совершенно не	1	1
175	и не стремится	1	1
176	которые могут быть	1	1
177	по сравнению с	2	1
178	как таковым а	1	1
179	в своей отвлеченности	2	1
180	вопроса о том	1	1
181	относительно и условно	1	1
182	не в такой	1	1
183	самое и в	1	1
184	т е самого	1	1
185	в искусстве но	1	1
186	что под жизнью	1	1
187	от души и	1	1
188	нем должна быть	1	1
189	не значит что	6	1
190	мы замечаем что	1	1
191	в коем случае	1	1
192	если они не	1	1
193	как быть с	1	1
194	а с точки	2	1
195	прежде всего необходимо	2	1
196	в этом его	1	1
197	имеет никакого отношения	1	1
198	может быть заменено	1	1
199	и то же	8	1
200	ничего не говорят	1	1
201	как таковой не	1	1
202	это не значит	3	1
203	т е оно	1	1
204	с реальной жизнью	1	1
205	все новые и	1	1
206	этих понятий и	1	1
207	время может быть	1	1
208	так а не	1	1
209	в данном месте	1	1
210	с этой стороны	2	1
211	мы можем сказать	3	1
212	вовсе не обязательно	2	1
213	и чаще всего	1	1
214	это конечно не	2	1
215	она дана в	1	1
216	в нем уже	1	1
217	это нисколько не	1	1
218	это не просто	1	1
219	и не должна	2	1
220	и извне и	1	1
221	и вместе с	1	1
222	т е это	1	1
223	в одних и	1	1
224	в нем нет	3	1
225	только тогда и	2	1
226	мы все время	1	1
227	в чем не	1	1
228	в одном месте	1	1
229	а потому что	2	1
230	по себе не	7	1
231	таким образом есть	1	1
232	без нее не	1	1
233	они вовсе не	2	1
234	каждой из них	1	1
235	у них есть	1	1
236	только через нее	1	1
237	и в нем	3	1
238	может быть конечно	1	1
239	есть не что	3	1
240	может быть названа	1	1
241	что в основе	1	1
242	что же это	1	1
243	же и в	1	1
244	не может не	1	1
245	точки зрения какого-нибудь	1	1
246	но как раз	1	1
247	этих и подобных	1	1
248	оно не есть	1	1
249	совершенно не нуждается	1	1
250	так как он	2	1
251	богов и т	1	1
252	все это не	1	1
253	это значит что	16	1
254	но и к	1	1
255	так как здесь	1	1
256	он не был	1	1
257	той или другой	7	1
258	своего реального осуществления	1	1
259	внимание еще на	1	1
260	а не только	1	1
261	как голое и	1	1
262	всего того что	1	1
263	то же и	2	1
264	никогда не кончается	2	1
265	в чистом виде	1	1
266	конечно это не	1	1
267	т е о	2	1
268	есть всегда нечто	1	1
269	в этих случаях	1	1
270	может показаться что	1	1
271	в том и	1	1
272	и тем не	1	1
273	они вообще не	1	1
274	т е не	1	1
275	взятые сами по	1	1
276	той или иной	4	1
277	это может быть	1	1
278	большей или меньшей	1	1
279	же необходимо поставить	1	1
280	не вещь не	1	1
281	наука до сих	1	1
282	на то что	4	1
283	ни в каком	9	1
284	и может быть	3	1
285	мере того как	1	1
286	таково же и	3	1
287	не нуждается в	6	1
288	не с точки	2	1
289	в чем же	1	1
290	чтобы не видеть	1	1
291	не имеет никакого	3	1
292	и в особенности	1	1
293	о том что	6	1
294	ни в какой	3	1
295	ясно что это	1	1
296	по крайней мере	11	1
297	а не по	1	1
298	не происходит в	1	1
299	и даже просто	2	1
300	ту или иную	1	1
301	по мере того	1	1
302	и все вообще	1	1
303	остановиться на этих	1	1
304	исторического процесса и	1	1
305	выходя за пределы	2	1
306	чтобы можно было	1	1
307	е в конце	1	1
308	можно сказать что	6	1
309	в основе всех	1	1
310	и даже в	3	1
311	только в том	1	1
312	так всегда и	1	1
313	и той же	1	1
314	но никак не	1	1
315	что и до	1	1
316	мы говорим не	2	1
317	ли она или	1	1
318	но и все	1	1
319	в то время	2	1
320	от смысла и	1	1
321	бы ни было	1	1
322	что не есть	3	1
323	потому что и	2	1
324	все же не	1	1
325	же в таком	1	1
326	самом деле это	1	1
327	хотя и не	1	1
328	самого по себе	3	1
329	не было бы	2	1
330	изображения т е	1	1
331	из этих областей	1	1
332	прямого отношения к	1	1
333	что ни в	1	1
334	что на самом	1	1
335	она уже не	1	1
336	другой стороны в	1	1
337	не что иное	4	1
338	с той или	2	1
339	другой стороны без	1	1
340	что иное как	4	1
341	и еще более	1	1
342	ни в коем	1	1
343	лишь с точки	1	1
344	что он есть	2	1
345	одно и то	8	1
346	отличное от тех	1	1
347	это и не	2	1
348	одной и той	1	1
349	оно должно предстать	1	1
350	мы можем считать	1	1
351	в душе и	1	1
352	только потому что	4	1
353	оно имеет значение	1	1
354	я и не	1	1
355	что там где	1	1
356	данной эпохи а	1	1
357	так и его	1	1
358	во всех этих	1	1
359	никакого отношения к	1	1
360	что если бы	1	1
361	не менее в	1	1
362	этим в корне	1	1
363	в их полном	1	1
364	в новое время	1	1
365	но так как	1	1
366	и все в	1	1
367	как бы она	1	1
368	же как и	1	1
369	эти явления и	1	1
370	самом деле с	1	1
371	было бы показать	1	1
372	в таком виде	1	1
373	действительности как она	1	1
374	можем судить о	1	1
375	никогда не может	2	1
376	между тем в	1	1
377	и потому в	1	1
378	и в литературе	1	1
379	та или иная	4	1
380	самого начала что	1	1
381	мы уже говорили	1	1
382	вопрос о том	1	1
383	не должна быть	2	1
384	коем случае не	1	1
385	жизни и в	2	1
386	теперь мы должны	1	1
387	именно так и	1	1
388	бы ни была	1	1
389	это и есть	3	1
390	очень много но	1	1
391	материала с другой	1	1
392	можно было бы	4	1
393	на сцене то	1	1
394	новые и новые	1	1
395	потому что они	2	1
396	же самое и	1	1
