N	2gram	Bakhtin_Pr	TeoriaLi
139	не знает	6	4
140	или даже	2	4
141	так в	1	4
142	мира и	7	4
143	по своему	1	4
144	со своей	1	4
145	а только	1	4
146	личности в	4	4
147	личности и	1	4
148	речи и	4	4
149	в свою	1	4
150	и что	5	4
151	самим собой	1	4
152	в форме	8	4
153	далеко не	7	4
154	того же	3	4
155	художественного мира	5	4
156	одного и	1	4
157	с ее	1	4
158	в целом	8	4
159	и ее	5	4
160	и к	5	3
161	во втором	1	3
162	в таком	3	3
163	в момент	1	3
164	для себя	3	3
165	с этой	2	3
166	даже в	6	3
167	была бы	5	3
168	о чем	1	3
169	только не	2	3
170	подобно тому	3	3
171	если бы	12	3
172	может выступать	1	3
173	все эти	13	3
174	а именно	2	3
175	в романе	12	3
176	именно в	5	3
177	например в	5	3
178	в жизни	5	3
179	к его	1	3
180	их в	8	3
181	роль в	1	3
182	из которого	1	3
183	тем не	2	3
184	перед нами	12	3
185	свою очередь	1	3
186	между собой	2	3
187	в противоположность	2	3
188	потому что	8	3
189	одной стороны	1	3
190	искусства и	1	3
191	между двумя	1	3
192	или иных	1	3
193	в одном	20	3
194	не обязательно	1	3
195	имеем в	1	3
196	известной степени	2	3
197	на две	1	3
198	мог бы	1	3
199	во всей	3	3
200	не все	1	3
201	от себя	1	3
202	из этих	3	3
203	и для	7	3
204	к содержанию	1	3
205	таким образом	15	3
206	на языке	2	3
207	мышления и	1	3
208	с одной	1	3
209	и вот	1	3
210	том числе	1	3
211	в произведении	7	3
212	авторской позиции	1	3
213	в художественной	2	3
214	и потому	7	3
215	с точки	21	3
216	к которому	2	3
217	как раз	9	3
218	не слияние	1	3
219	есть в	2	3
220	прежде всего	16	3
221	несет в	1	3
222	иного рода	2	3
223	а на	1	3
224	и притом	1	3
225	связи с	3	3
226	или в	7	3
227	одним из	7	3
228	в контексте	2	3
229	в равной	1	3
230	в связи	1	3
231	и как	9	3
232	в сторону	2	3
233	вовсе не	12	3
234	той или	1	3
235	во всех	4	3
236	а с	2	3
237	тому как	3	3
238	принадлежит к	1	3
239	в которой	2	3
240	не будет	1	3
241	он должен	2	3
242	не с	1	3
243	нового времени	3	3
244	к области	1	3
245	этом смысле	12	3
246	человека с	1	3
247	равной степени	1	3
248	в этой	5	3
249	одного сознания	9	3
250	и др	7	3
251	в узком	2	3
252	и по	1	3
253	слова как	3	3
254	тех или	1	3
255	в точке	2	3
256	как совокупность	1	3
257	герой не	2	3
258	мира в	5	3
259	в той	5	2
260	ведет к	1	2
261	и другие	1	2
262	образом и	4	2
263	однако с	1	2
264	один из	3	2
265	и здесь	6	2
266	и мира	1	2
267	и на	16	2
268	если в	1	2
269	жизни а	3	2
270	которая в	1	2
271	в литературной	2	2
272	оказывается уже	1	2
273	строго говоря	1	2
274	классицизма в	1	2
275	на этом	2	2
276	из которых	3	2
277	а затем	1	2
278	но чтобы	1	2
279	по себе	16	2
280	не могут	10	2
281	в них	5	2
282	оно не	3	2
283	и даже	5	2
284	этой точки	2	2
285	здесь мы	4	2
286	самом деле	10	2
287	героя как	2	2
288	на мир	6	2
289	заключается в	1	2
290	на свою	1	2
291	одно слово	1	2
292	к более	2	2
293	во множестве	1	2
294	из тех	2	2
295	и соответственно	1	2
296	в одно	4	2
297	с ними	2	2
298	вместе с	1	2
299	сознания при	1	2
300	себя и	5	2
301	отличается от	5	2
302	собою в	1	2
303	вследствие этого	2	2
304	в известном	1	2
305	в каком	1	2
306	к другому	6	2
307	своей жизни	2	2
308	к своему	2	2
309	о том	5	2
310	в аспекте	1	2
311	могут оказаться	2	2
312	не входит	5	2
313	при всей	2	2
314	это и	5	2
315	еще и	1	2
316	ними и	1	2
317	как художественное	1	2
318	в диалоге	3	2
319	для автора	4	2
320	при наличии	1	2
321	в прозе	1	2
322	при условии	2	2
323	совершенно иной	2	2
324	чужого я	1	2
325	высказывания и	3	2
326	к нему	11	2
327	в значительной	1	2
328	и иных	1	2
329	е о	1	2
330	времени в	1	2
331	не всегда	2	2
332	сознания в	1	2
333	и больше	1	2
334	воздействия на	1	2
335	не могло	2	2
336	только на	3	2
337	весь целиком	1	2
338	вступает в	1	2
339	может служить	3	2
340	о своем	3	2
341	и это	8	2
342	превращается в	5	2
343	времени и	2	2
344	значительной степени	1	2
345	перед ним	1	2
346	если мы	3	2
347	тем же	3	2
348	что отличает	1	2
349	что она	7	2
350	для понимания	4	2
351	который в	1	2
352	до известной	1	2
353	здесь не	7	2
354	в противном	1	2
355	в структуре	3	2
356	на котором	3	2
357	в произведениях	6	2
358	он и	8	2
359	лишь один	2	2
360	видения мира	1	2
361	в самой	9	2
362	для такого	1	2
363	повесть о	1	2
364	бы то	3	2
365	то в	2	2
366	что они	1	2
367	но на	3	2
368	менее чем	1	2
369	на вопрос	2	2
370	материала в	1	2
371	в поэзии	2	2
372	одной из	1	2
373	что сама	1	2
374	несмотря на	7	2
375	ни было	4	2
376	корнями в	1	2
377	в формах	3	2
378	что такое	2	2
379	ее в	3	2
380	все это	9	2
381	что и	7	2
382	у нас	3	2
383	что каждый	1	2
384	с их	7	2
385	таком случае	1	2
386	слова не	2	2
387	у него	11	2
388	внешнего мира	3	2
389	даже самая	1	2
390	от всех	1	2
391	говорит в	1	2
392	в присутствии	1	2
393	к чему	1	2
394	дело в	2	2
395	этих двух	1	2
396	каждая из	2	2
397	на себя	4	2
398	не могли	1	2
399	в конце	8	2
400	я и	2	2
401	сама по	5	2
402	тому что	3	2
403	случае не	1	2
404	в какой	2	2
405	я не	6	2
406	вследствие этой	1	2
407	противном случае	1	2
408	на фоне	5	2
409	не от	1	2
410	зрения и	5	2
411	первой части	1	2
412	только и	1	2
413	это было	1	2
414	делает его	1	2
415	об этом	3	2
416	должен быть	1	2
417	это тоже	1	2
418	такова например	1	2
419	к одному	7	2
420	могли бы	2	2
421	о себе	19	2
422	но как	4	2
423	определенным образом	1	2
424	как уже	1	2
425	одну из	1	2
426	то ни	3	2
427	этом мире	1	2
428	в рассказе	2	2
429	в случае	1	2
430	быть и	2	2
431	и существенно	1	2
432	в первом	2	2
433	но она	1	2
434	одно и	1	2
435	и является	2	2
436	автора и	7	2
437	за пределы	7	2
438	существа в	1	2
439	другого я	1	2
440	от своего	2	2
441	во мне	1	2
442	человека и	2	2
443	в большинстве	11	2
444	с человеком	1	2
445	всей его	2	2
446	тем или	2	2
447	идет о	5	2
448	могла бы	1	2
449	так же	8	2
450	числе и	1	2
451	человеческих отношений	1	2
452	что может	4	2
453	известном смысле	1	2
454	и особенно	2	2
455	доминирует в	1	2
456	роман и	1	2
457	нас самих	1	2
458	к чужому	8	2
459	как будто	4	2
460	автора как	5	2
461	может и	1	2
462	ни был	2	2
463	случае это	1	2
464	чтобы не	1	2
465	в пространстве	3	2
466	самим собою	3	2
467	или напротив	1	2
468	мира с	1	2
469	в особенности	1	1
470	различных художественных	1	1
471	с которыми	1	1
472	вопрос кто	3	1
473	от него	1	1
474	однако и	1	1
475	своего я	1	1
476	является в	2	1
477	один голос	2	1
478	все что	4	1
479	бы вбирает	1	1
480	приводящего к	1	1
481	вступить в	1	1
482	бы несколько	1	1
483	художественном мире	4	1
484	не позволяет	2	1
485	за ним	4	1
486	субъективного порядка	1	1
487	и принципиальной	1	1
488	же и	5	1
489	типа как	1	1
490	героев и	4	1
491	другом но	1	1
492	также что	1	1
493	с формой	1	1
494	своего собственного	1	1
495	тех кто	1	1
496	его с	1	1
497	живет в	1	1
498	на ее	1	1
499	на первом	1	1
500	теперь в	1	1
501	образа и	1	1
502	можно назвать	1	1
503	связей с	1	1
504	не всякий	1	1
505	во внешних	1	1
506	а перед	1	1
507	а у	1	1
508	что это	2	1
509	герой реалистического	1	1
510	с ним	8	1
511	тем как	5	1
512	и души	2	1
513	в сущности	10	1
514	никак не	4	1
515	какой бы	2	1
516	в другой	4	1
517	самой жизни	1	1
518	те же	3	1
519	не как	20	1
520	и лучше	1	1
521	художественной конструкции	1	1
522	из существеннейших	1	1
523	одному из	1	1
524	впрочем и	1	1
525	и другими	1	1
526	в результате	7	1
527	оно стремится	1	1
528	героя о	4	1
529	не бывает	1	1
530	целом ряде	3	1
531	речи от	1	1
532	с собой	3	1
533	и вполне	2	1
534	и само	2	1
535	не оставляющей	1	1
536	том и	2	1
537	литературной речи	2	1
538	синтаксических и	1	1
539	в единстве	9	1
540	этом как	1	1
541	в плоскости	6	1
542	для данного	1	1
543	в центре	1	1
544	со всеми	2	1
545	должен был	1	1
546	и приобретает	1	1
547	оглядывается на	2	1
548	сознаний в	5	1
549	мире он	2	1
550	чтобы в	2	1
551	тон в	2	1
552	в драматическом	1	1
553	рядом в	1	1
554	он уже	1	1
555	ориентировано на	1	1
556	к какому-нибудь	1	1
557	все то	5	1
558	делает в	1	1
559	на свой	6	1
560	на каждого	1	1
561	сознание не	1	1
562	внутренне не	2	1
563	от одного	2	1
564	такими же	1	1
565	в собственном	1	1
566	и делают	1	1
567	также может	1	1
568	однако что	1	1
569	о мире	7	1
570	имеет значение	2	1
571	с ней	1	1
572	жизнь в	2	1
573	смысла и	1	1
574	произведения в	2	1
575	новой художественной	1	1
576	подлинная жизнь	1	1
577	введенное в	1	1
578	его произведений	1	1
579	значение в	2	1
580	слова с	7	1
581	нему как	1	1
582	в различные	1	1
583	тем что	6	1
584	этого в	1	1
585	одним словом	1	1
586	него но	1	1
587	напротив мы	2	1
588	и действительно	1	1
589	то время	2	1
590	их взаимная	1	1
591	но самое	1	1
592	том или	2	1
593	чужому слову	11	1
594	литературе как	1	1
595	и должен	1	1
596	самому герою	1	1
597	этого типа	1	1
598	его сознании	1	1
599	к самому	2	1
600	завершенность и	1	1
601	приходит в	2	1
602	художественный мир	2	1
603	с собою	4	1
604	все же	11	1
605	в творческом	1	1
606	они ни	2	1
607	быть назван	1	1
608	в словах	4	1
609	не имеет	2	1
610	а этот	1	1
611	речь в	2	1
612	как более	1	1
613	бы не	2	1
614	но у	4	1
615	да и	2	1
616	ему и	1	1
617	о котором	1	1
618	с героем	3	1
619	зависимости от	5	1
620	авторская позиция	1	1
621	и слово	4	1
622	эта внутренняя	1	1
623	в это	1	1
624	на их	2	1
625	друг от	1	1
626	свою собственную	1	1
627	нет в	1	1
628	личность как	1	1
629	комизм и	1	1
630	ней о	1	1
631	ведется рассказчиком	1	1
632	высказывание в	1	1
633	внешней среды	1	1
634	на первый	1	1
635	другого чужого	1	1
636	по крайней	2	1
637	жизни является	1	1
638	своему герою	1	1
639	и завершенный	1	1
640	первый взгляд	1	1
641	с этим	3	1
642	формы повествования	1	1
643	все они	2	1
644	быть это	2	1
645	от внешней	1	1
646	условии что	1	1
647	можно в	1	1
648	художественный образ	2	1
649	совершенно не	5	1
650	существенный момент	1	1
651	типов но	1	1
652	возможно в	1	1
653	европейского романа	4	1
654	не существует	1	1
655	не умел	1	1
656	мы рассмотрим	1	1
657	ему принадлежит	1	1
658	в котором	7	1
659	зависит от	1	1
660	в действительности	1	1
661	и пр	5	1
662	между несколькими	1	1
663	время оно	2	1
664	вопрос о	3	1
665	реплики и	1	1
666	сливается с	6	1
667	по своим	4	1
668	о чем-то	1	1
669	своей собственной	1	1
670	лишь одним	2	1
671	на чужое	12	1
672	внутренней свободой	1	1
673	их восприятия	1	1
674	на рынок	1	1
675	то и	3	1
676	помимо его	1	1
677	всех его	1	1
678	что достоевский	1	1
679	к сверхличному	1	1
680	собой как	1	1
681	высказывания а	1	1
682	наконец в	4	1
683	единства в	1	1
684	можно лишь	1	1
685	служить и	1	1
686	только такие	1	1
687	слова эта	1	1
688	художественных произведений	1	1
689	героем и	2	1
690	не средство	1	1
691	ним и	3	1
692	оно является	2	1
693	самого автора	8	1
694	сознание в	3	1
695	слова и	8	1
696	но каждая	1	1
697	с которой	2	1
698	прямой речи	1	1
699	с помощью	2	1
700	что из	2	1
701	жизни и	3	1
702	из своего	3	1
703	многих сознаний	1	1
704	значение для	3	1
705	вы говорите	1	1
706	чужое сознание	4	1
707	художественной прозы	1	1
708	я для	2	1
709	не об	2	1
710	оценки и	1	1
711	точно так	1	1
712	в различных	3	1
713	переходит к	2	1
714	и наиболее	1	1
715	а между	2	1
716	с автором	1	1
717	чем с	1	1
718	одно из	2	1
719	в мир	4	1
720	целый ряд	2	1
721	ни были	3	1
722	и до	6	1
723	что речь	1	1
724	в совершенно	1	1
725	в истории	2	1
726	руках и	1	1
727	не так	1	1
728	поэтике и	1	1
729	это имеет	1	1
730	могут нести	1	1
731	и несет	2	1
732	при анализе	1	1
733	является как	2	1
734	еще один	1	1
735	каждый из	1	1
736	данного художественного	1	1
737	позиции и	1	1
738	в чистом	1	1
739	автора с	1	1
740	между людьми	1	1
741	своей индивидуальной	1	1
742	автора в	4	1
743	этого мира	6	1
744	как следствие	1	1
745	опоры вне	1	1
746	на одну	2	1
747	но вы	1	1
748	принадлежащих к	2	1
749	прозы в	1	1
750	выбора в	1	1
751	к третьему	2	1
752	к ним	1	1
753	не становится	6	1
754	своими корнями	1	1
755	становится сама	1	1
756	с самим	3	1
757	настоящее время	3	1
758	впервые в	1	1
759	она может	2	1
760	и многих	1	1
761	него не	4	1
762	той же	8	1
763	ее как	4	1
764	и оценки	1	1
765	смысле не	1	1
766	целого и	1	1
767	но именно	3	1
768	до конца	10	1
769	мира где	1	1
770	с нею	2	1
771	у себя	1	1
772	нести в	3	1
773	только при	1	1
774	нигде не	1	1
775	в одной	8	1
776	раз и	6	1
777	что все	2	1
778	то она	1	1
779	входят в	2	1
780	этом так	1	1
781	том же	4	1
782	к миру	3	1
783	в сознании	3	1
784	ивана карамазова	5	1
785	исходит из	1	1
786	одна из	5	1
787	смысла не	1	1
788	к явлениям	1	1
789	речь о	1	1
790	поэтому не	2	1
791	рассказчика здесь	1	1
792	и внутренняя	2	1
793	со словом	1	1
794	но если	1	1
795	также является	2	1
796	из участников	1	1
797	по поводу	1	1
798	реальность и	1	1
799	автора на	1	1
800	зрения автора	1	1
801	что даже	1	1
802	к предмету	1	1
803	он от	1	1
804	с собственной	1	1
805	к этим	2	1
806	друг друга	4	1
807	как художественной	1	1
808	в преобладании	1	1
809	говорит следующее	1	1
810	они могут	4	1
811	идея или	1	1
812	в настоящее	3	1
813	крайней мере	2	1
814	предмет речи	1	1
815	и становится	1	1
816	из них	3	1
817	едва ли	1	1
818	тот же	2	1
819	другого и	1	1
820	друг другу	3	1
821	жанра в	1	1
822	перед нею	1	1
823	от ее	3	1
824	его можно	2	1
825	искусства не	1	1
826	не входят	2	1
827	себе самом	12	1
828	бывает в	1	1
829	лишает их	2	1
830	героя не	5	1
831	что автор	1	1
832	слова так	1	1
833	не друг	1	1
834	именно к	2	1
835	на не	1	1
836	не возникает	2	1
837	этом случае	1	1
838	его личности	1	1
839	к различным	2	1
840	или к	3	1
841	мы видим	3	1
842	в более	1	1
843	от автора	6	1
844	нами не	1	1
845	не поддается	2	1
846	тоже не	3	1
847	так как	9	1
848	она и	1	1
849	и автором	1	1
850	голосов в	6	1
851	от его	1	1
852	они не	5	1
853	произведения как	2	1
854	может не	1	1
855	героев в	4	1
856	после того	1	1
857	автору и	1	1
858	не во	5	1
859	но из	1	1
860	ее на	1	1
861	в драме	6	1
862	первом случае	1	1
863	должно быть	8	1
864	время и	1	1
865	действительно является	1	1
866	так я	2	1
867	его характера	1	1
868	в состоянии	1	1
869	у каждого	1	1
870	так он	1	1
871	начала и	2	1
872	художников слова	1	1
873	не для	1	1
874	и чрезвычайно	1	1
875	речи как	3	1
876	второй план	1	1
877	мире в	3	1
878	переход к	1	1
879	читатель всегда	1	1
880	художественной формы	1	1
881	себя самого	3	1
882	завершающая его	1	1
883	мы конечно	1	1
884	которого он	1	1
885	этому сознанию	1	1
886	романе достоевского	9	1
887	чем у	2	1
888	и создал	1	1
889	как у	1	1
890	для нас	2	1
891	и сама	2	1
892	и одна	1	1
893	художественного задания	3	1
894	авторский кругозор	1	1
895	же явления	2	1
896	из своих	1	1
897	к определенному	2	1
898	сознания и	8	1
899	его сознание	1	1
900	глубже чем	1	1
901	по типу	1	1
902	на которой	1	1
903	слово в	10	1
904	весь мир	1	1
905	быть или	2	1
906	замысла и	2	1
907	вокруг себя	1	1
908	не путем	1	1
909	тому же	2	1
910	раз в	1	1
911	отношения между	1	1
912	не была	4	1
913	ведь это	4	1
914	но с	4	1
915	ко второму	2	1
916	не было	5	1
917	от друга	1	1
918	кругозоров в	1	1
919	просто как	1	1
920	является таким	1	1
921	отношения являются	1	1
922	героев или	1	1
923	а о	1	1
924	толстой например	1	1
925	утрачивает свою	1	1
926	для других	2	1
927	перед необходимостью	1	1
928	основой художественного	1	1
929	становления и	1	1
930	но эта	5	1
931	на нее	1	1
932	его кругозора	1	1
933	же по	1	1
934	адресата к	1	1
935	быть настоящим	1	1
936	места в	1	1
937	себя а	1	1
938	весь его	1	1
939	по существу	6	1
940	что не	3	1
941	в бытии	1	1
942	как впрочем	1	1
943	иных языковых	1	1
944	виду что	1	1
945	такое слово	4	1
946	это возможно	1	1
947	из уст	1	1
948	xviii века	1	1
949	документ но	1	1
950	сознания но	2	1
951	и непосредственное	1	1
952	по ту	2	1
953	как рассказчик	1	1
954	или иная	1	1
955	чтобы быть	1	1
956	характерное для	1	1
957	между этими	1	1
958	индивидуальности и	1	1
959	с одним	1	1
960	явной и	1	1
961	бы быть	1	1
962	лежащей в	1	1
963	мира а	1	1
964	зрения нашего	1	1
965	такова что	1	1
966	для основного	1	1
967	человек в	1	1
968	художественном произведении	1	1
969	времени что	1	1
970	большинстве случаев	10	1
971	не есть	4	1
972	как другого	1	1
973	с кругозором	1	1
974	рядом с	19	1
975	является не	2	1
976	что ж	4	1
977	художника не	1	1
978	сознания как	2	1
979	ее составе	1	1
980	ли не	1	1
981	от этого	2	1
982	наташи ростовой	1	1
983	в авторском	5	1
984	особенности в	1	1
985	в еще	1	1
986	данного типа	1	1
987	и со	4	1
988	того и	4	1
989	осуществляет себя	1	1
990	в такой	1	1
991	его жизни	2	1
992	творчества он	1	1
993	и художественного	2	1
994	лишь для	2	1
995	в условиях	2	1
996	на его	2	1
997	для героя	1	1
998	материал его	2	1
999	форма в	1	1
1000	себе и	5	1
1001	точек зрения	7	1
1002	ибо и	2	1
1003	в каждой	2	1
1004	как ряд	1	1
1005	единство и	1	1
1006	на себе	3	1
1007	и строго	1	1
1008	своей значимости	1	1
1009	особенно в	2	1
1010	что две	1	1
1011	и другого	3	1
1012	нормативного сознания	1	1
1013	бы в	7	1
1014	ему не	2	1
1015	людей в	1	1
1016	же как	2	1
1017	и сделать	1	1
1018	и мир	1	1
1019	остается в	2	1
1020	в каждом	15	1
1021	чужой речи	3	1
1022	здесь как	1	1
1023	ему известную	1	1
1024	может иметь	1	1
1025	полной мере	1	1
1026	человек как	1	1
1027	вошел в	1	1
1028	со всех	1	1
1029	системы языка	1	1
1030	в уста	4	1
1031	перед тем	1	1
1032	только к	1	1
1033	сознания а	1	1
1034	в полной	1	1
1035	как ни	1	1
1036	он это	1	1
1037	жизнь и	1	1
1038	которому принадлежит	1	1
1039	в своих	4	1
1040	плоскости их	2	1
1041	он ни	2	1
1042	героя к	2	1
1043	утверждение о	1	1
1044	карамазова в	1	1
1045	позиций и	1	1
1046	каждом из	1	1
1047	композиционные формы	2	1
1048	случае если	1	1
1049	этой своей	1	1
1050	стиля в	1	1
1051	очень часто	1	1
1052	в лучшем	2	1
1053	чего нет	1	1
1054	материалом и	1	1
1055	ивана ильича	2	1
1056	две стороны	1	1
1057	если не	1	1
1058	зрения как	3	1
1059	она не	10	1
1060	другом и	1	1
1061	между сознаниями	2	1
1062	не дает	3	1
1063	д как	1	1
1064	ту же	2	1
1065	я к	1	1
1066	дистанции между	1	1
1067	мир как	1	1
1068	нельзя не	1	1
1069	как человек	3	1
1070	на всех	1	1
1071	к жизненному	1	1
1072	части и	1	1
1073	человека как	1	1
1074	отношение между	2	1
1075	она здесь	1	1
1076	так что	6	1
1077	или же	2	1
1078	говорить об	1	1
1079	является его	1	1
1080	две реплики	1	1
1081	для художника	1	1
1082	например слова	1	1
1083	к собственному	1	1
1084	именно потому	2	1
1085	оно и	2	1
1086	что касается	1	1
1087	мире на	1	1
1088	свобода его	1	1
1089	и их	3	1
1090	другим в	1	1
1091	и внутреннюю	1	1
1092	его смысла	1	1
1093	существенное для	1	1
1094	такого что	3	1
1095	не могла	1	1
1096	главного героя	1	1
1097	можно было	3	1
1098	с чужим	8	1
1099	но только	1	1
1100	в европейском	1	1
1101	иметь в	2	1
1102	является одним	1	1
1103	ни одно	1	1
1104	рассказчиком в	1	1
1105	на раскрытие	1	1
1106	человеческого духа	2	1
1107	но дело	1	1
1108	стороны и	4	1
1109	ничто не	1	1
1110	свобода и	1	1
1111	лежат в	1	1
1112	только то	3	1
1113	не способна	2	1
1114	себя наше	1	1
1115	то во	1	1
1116	также и	3	1
1117	этих случаях	2	1
1118	смотрит и	1	1
1119	как один	2	1
1120	достигается не	1	1
1121	чем является	2	1
1122	не совпадает	1	1
1123	себя за	1	1
1124	и возникает	1	1
1125	этом не	2	1
1126	воспринимать ее	1	1
1127	на это	1	1
1128	уст в	1	1
1129	было бы	8	1
1130	например не	1	1
1131	из нее	1	1
1132	герой из	2	1
1133	так называемого	1	1
1134	двуголосого слова	3	1
1135	же самое	1	1
1136	вступают в	1	1
1137	ту сторону	2	1
1138	он в	3	1
1139	как мы	13	1
1140	данного произведения	2	1
1141	жизни не	2	1
1142	в литературном	1	1
1143	указывает на	2	1
1144	своей организации	1	1
1145	что для	2	1
1146	литературное произведение	1	1
1147	та или	1	1
1148	его как	5	1
1149	под определенным	1	1
1150	в зависимости	5	1
1151	которые в	1	1
1152	когда они	1	1
1153	сказать в	1	1
1154	в чужом	4	1
1155	но прежде	1	1
1156	произведения не	2	1
1157	из условий	1	1
1158	связи между	3	1
1159	здесь остается	1	1
1160	это ощущение	1	1
1161	может показаться	1	1
1162	даже если	1	1
1163	лишь путем	1	1
1164	оно живет	1	1
1165	и от	3	1
1166	я но	1	1
1167	и есть	3	1
1168	по этому	1	1
1169	к откровениям	1	1
1170	теми же	1	1
1171	же в	2	1
1172	бытия и	1	1
1173	как высшей	1	1
1174	из его	3	1
1175	собственного сознания	3	1
1176	речи именно	1	1
1177	пушкиным в	1	1
1178	иной раз	1	1
1179	для построения	2	1
1180	идет не	2	1
1181	на то	5	1
1182	себе самому	6	1
1183	свою речь	2	1
1184	героя но	4	1
1185	бы ни	3	1
1186	некоторого единого	1	1
1187	а говоря	1	1
1188	вот он	1	1
1189	теории искусства	1	1
1190	себе еще	4	1
1191	образ его	1	1
1192	степени и	1	1
1193	и только	3	1
1194	толстого в	1	1
1195	авторского замысла	4	1
1196	отрешиться от	1	1
1197	независимо от	1	1
1198	условность и	1	1
1199	лучшем случае	2	1
1200	в него	6	1
1201	своей индивидуальности	1	1
1202	для этого	3	1
1203	не появляется	1	1
1204	мире герой	1	1
1205	таким же	3	1
1206	другого сознания	1	1
1207	ориентирована на	1	1
1208	бы развернуть	1	1
1209	интонации и	1	1
1210	и совершенно	1	1
1211	или точнее	1	1
1212	настоящего времени	2	1
1213	проблема взаимоотношений	1	1
1214	лишь одного	1	1
1215	дело здесь	2	1
1216	в известной	1	1
1217	образов и	1	1
1218	кажется что	4	1
1219	момент его	2	1
1220	себе а	3	1
1221	к автору	1	1
1222	других типов	1	1
1223	более того	8	1
1224	в статье	1	1
