N	2gram	Berdyaev_M	Istorich
333	в истории	2	9
334	с его	6	9
335	из него	1	9
336	ему в	1	9
337	же не	2	9
338	но по	1	9
339	это так	1	9
340	стоит в	3	9
341	приводит к	2	9
342	что на	1	9
343	жизни и	6	9
344	только что	1	8
345	это значит	3	8
346	и сам	1	8
347	во всяком	1	8
348	он был	18	8
349	конечно не	3	8
350	они должны	1	8
351	есть еще	1	8
352	есть ли	2	8
353	не так	6	8
354	та же	4	8
355	на нем	1	8
356	также что	1	8
357	подобно тому	2	8
358	с целью	1	8
359	он же	3	8
360	только тогда	1	8
361	и наоборот	1	8
362	у них	4	8
363	смысле этого	1	8
364	ту же	1	8
365	и потому	17	8
366	в преисподнюю	1	8
367	значит что	4	8
368	но она	3	8
369	не с	1	8
370	оказывается что	2	8
371	которые в	2	8
372	для этого	3	8
373	одно из	3	8
374	роль в	2	8
375	входит в	3	8
376	в зависимости	1	8
377	она и	1	8
378	не дает	1	8
379	его с	4	8
380	и из	1	8
381	за это	1	8
382	на своем	4	8
383	кажется что	1	8
384	что такое	2	8
385	но с	2	8
386	и эта	3	8
387	вообще не	2	8
388	не имеют	2	8
389	должен быть	4	8
390	тому как	2	8
391	в жизни	7	8
392	от того	4	8
393	на это	1	8
394	не столько	1	7
395	этим объясняется	1	7
396	и когда	2	7
397	уже и	1	7
398	ключ к	1	7
399	этот момент	1	7
400	землю и	1	7
401	будто бы	3	7
402	тому что	2	7
403	не есть	21	7
404	под влиянием	1	7
405	между тем	2	7
406	мы опять	1	7
407	над ним	1	7
408	небо и	4	7
409	если в	2	7
410	большую роль	1	7
411	самом деле	2	7
412	нет в	5	7
413	на самом	2	7
414	что ни	1	7
415	но эта	2	7
416	на них	1	7
417	не по	1	7
418	иногда и	1	7
419	в начале	2	7
420	еще в	4	7
421	в области	1	7
422	вплоть до	1	7
423	свою жену	1	7
424	те же	5	7
425	во многих	2	7
426	как на	1	7
427	он живет	2	7
428	в европе	2	7
429	ее и	2	7
430	в конце	11	7
431	также в	2	7
432	себе и	4	7
433	не видят	1	7
434	когда мы	2	7
435	не то	1	7
436	был бы	11	7
437	не знал	7	7
438	то он	3	7
439	тех же	1	7
440	того чтобы	4	7
441	что я	1	7
442	этого слова	1	7
443	всяком случае	1	7
444	для него	28	7
445	как у	2	7
446	со своим	2	7
447	в какой	1	7
448	земли и	1	7
449	думать что	4	7
450	и часто	2	7
451	одного из	1	7
452	и о	1	7
453	об этой	1	7
454	есть не	9	7
455	же и	2	6
456	его от	1	6
457	между ними	1	6
458	но что	1	6
459	не потому	2	6
460	из всего	1	6
461	уже нет	3	6
462	на эту	1	6
463	этой связи	1	6
464	можно ли	2	6
465	на могиле	1	6
466	той же	3	6
467	все его	3	6
468	как можно	1	6
469	с одним	1	6
470	как говорит	1	6
471	что как	1	6
472	доходит до	6	6
473	его как	2	6
474	уже на	1	6
475	с миром	1	6
476	нет ничего	9	6
477	сам он	2	6
478	в подземелье	1	6
479	одна сторона	1	6
480	в русском	1	6
481	это еще	1	6
482	этого вопроса	3	6
483	отличие от	1	6
484	также и	6	6
485	же что	2	6
486	не случайно	1	6
487	для того	4	6
488	а после	1	6
489	говорит что	3	6
490	то в	2	6
491	отец и	1	6
492	от его	3	6
493	мы читаем	1	6
494	и за	2	6
495	к жизни	1	6
496	что все	5	6
497	к чему	5	6
498	уходит в	1	6
499	имеет свою	1	6
500	пришел к	1	6
501	быть и	2	6
502	были бы	1	6
503	они и	3	6
504	отношения к	6	6
505	не на	1	6
506	к которой	4	6
507	и тогда	2	6
508	в середине	4	6
509	он дает	1	6
510	видим в	1	6
511	мог бы	5	6
512	он все	1	6
513	же он	1	6
514	в другое	1	6
515	не знают	4	6
516	переносится на	1	6
517	у тебя	1	6
518	на одной	2	6
519	с той	1	6
520	говорят о	2	6
521	а иногда	1	6
522	и оно	1	6
523	на той	1	6
524	и уже	1	6
525	не хочет	3	5
526	в виду	2	5
527	в своих	4	5
528	происходит не	1	5
529	бы в	3	5
530	за ней	1	5
531	из себя	2	5
532	она всегда	1	5
533	ее как	2	5
534	показывает как	3	5
535	и мы	2	5
536	к отцу	1	5
537	но когда	3	5
538	в сторону	1	5
539	эти слова	2	5
540	проникнуть в	1	5
541	по своей	4	5
542	них не	1	5
543	это он	1	5
544	переносится в	1	5
545	для них	3	5
546	оно не	3	5
547	о природе	1	5
548	особого рода	1	5
549	от своего	2	5
550	их и	1	5
551	можно назвать	1	5
552	есть на	1	5
553	да и	1	5
554	в каком	2	5
555	что если	1	5
556	и начал	1	5
557	в отличие	1	5
558	она может	2	5
559	его пути	1	5
560	что во	1	5
561	не видит	1	5
562	уже с	1	5
563	не означает	2	5
564	в свое	1	5
565	нас не	2	5
566	этом он	4	5
567	чтобы узнать	1	5
568	по своему	3	5
569	на все	3	5
570	в самых	2	5
571	своей жены	1	5
572	это можно	1	5
573	которые не	2	5
574	в религии	1	5
575	еще более	3	5
576	и связь	1	5
577	только для	1	5
578	у которых	2	5
579	со своей	2	5
580	бежит от	1	5
581	всего что	2	5
582	но этот	3	5
583	связи со	1	5
584	не видел	3	5
585	такого рода	1	5
586	прийти к	3	5
587	xix века	4	5
588	видит в	1	5
589	на тот	1	5
590	он также	2	5
591	хотя в	1	5
592	нем и	1	5
593	и почему	1	5
594	бы быть	1	5
595	можно видеть	1	5
596	переходит в	23	5
597	лежит в	2	5
598	царства в	2	5
599	в нашей	1	5
600	одним словом	1	5
601	как о	1	5
602	дальше и	2	5
603	попал в	1	5
604	не могло	1	5
605	знает что	1	5
606	ее не	1	5
607	они были	2	5
608	вокруг него	1	5
609	отличается от	2	5
610	им и	1	5
611	мира и	6	5
612	к концу	5	5
613	это было	1	5
614	в плену	1	5
615	они стали	2	5
616	это в	1	5
617	и социальной	1	5
618	момент когда	1	5
619	не сам	2	5
620	как живой	1	5
621	в самом	15	4
622	в разных	3	4
623	его он	2	4
624	в мир	3	4
625	этим он	1	4
626	почему это	1	4
627	по своим	1	4
628	а что	1	4
629	и пришли	1	4
630	на пути	4	4
631	людей и	5	4
632	и те	4	4
633	друг на	1	4
634	формы в	1	4
635	во всей	1	4
636	он сам	11	4
637	и во	5	4
638	нет никаких	2	4
639	к этим	3	4
640	чем в	3	4
641	это один	1	4
642	есть явление	3	4
643	одном из	1	4
644	из одного	1	4
645	него есть	2	4
646	в наше	2	4
647	вера в	3	4
648	две формы	1	4
649	тот момент	1	4
650	что отец	1	4
651	не раз	1	4
652	что есть	7	4
653	не сразу	1	4
654	от нее	5	4
655	это одна	1	4
656	он уже	8	4
657	к браку	1	4
658	собой смерть	1	4
659	он мог	2	4
660	в греческой	1	4
661	себя за	1	4
662	на друга	1	4
663	по сравнению	3	4
664	быть не	2	4
665	с которой	2	4
666	которых он	5	4
667	общественное мнение	1	4
668	находятся в	1	4
669	но на	2	4
670	он становится	1	4
671	к царству	1	4
672	не существует	5	4
673	руки в	1	4
674	в стороне	1	4
675	есть в	3	4
676	говорит об	1	4
677	свою противоположность	4	4
678	особенно в	3	4
679	тем более	1	4
680	две стороны	1	4
681	выходит из	1	4
682	в свои	2	4
683	человека с	2	4
684	человека и	19	4
685	люди не	1	4
686	что было	2	4
687	или нет	1	4
688	привести к	9	4
689	нас в	3	4
690	и возвращается	2	4
691	мысль о	2	4
692	ведет к	16	4
693	дома и	1	4
694	он по	1	4
695	перед собой	2	4
696	ответить на	2	4
697	нельзя было	3	4
698	перед ним	3	4
699	в чистом	1	4
700	в глаза	1	4
701	по которой	1	4
702	есть момент	2	4
703	все время	3	4
704	на почве	3	4
705	с точки	1	4
706	они в	1	4
707	не от	3	4
708	там и	6	4
709	когда его	1	4
710	так много	1	4
711	что их	1	4
712	не будут	2	4
713	как человек	2	4
714	можно сделать	1	4
715	бы его	2	4
716	о его	1	4
717	все в	7	4
718	и этот	4	4
719	только те	1	4
720	и должно	3	4
721	он за	1	4
722	себя и	6	4
723	все они	1	4
724	ни к	2	4
725	более поздний	1	4
726	все три	1	4
727	в человека	4	4
728	она все	1	4
729	принадлежит к	3	4
730	есть царство	2	4
731	по отдельным	1	4
732	многих других	1	4
733	ни с	4	4
734	и через	1	4
735	вывод что	1	4
736	в тот	1	4
737	чтобы получить	2	4
738	в глубине	10	4
739	идет на	3	4
740	нисколько не	1	4
741	войти в	1	4
742	путь к	2	4
743	человеком и	1	4
744	ему как	3	4
745	с одного	1	4
746	в брачную	1	4
747	не могу	4	4
748	во второй	1	4
749	к тем	2	4
750	как не	1	4
751	к пониманию	1	4
752	тех которые	2	4
753	понял что	2	3
754	является в	1	3
755	о пути	1	3
756	тем как	2	3
757	не знающие	2	3
758	или от	2	3
759	человек в	12	3
760	к самому	2	3
761	он стоит	1	3
762	казалось бы	1	3
763	на природу	4	3
764	в религиозных	1	3
765	не могли	1	3
766	опять не	1	3
767	в противоположность	1	3
768	и той	2	3
769	борьбе с	1	3
770	есть знак	1	3
771	бога и	13	3
772	переход от	1	3
773	из всех	1	3
774	в голове	1	3
775	когда человек	5	3
776	такая же	1	3
777	хотелось бы	1	3
778	о двух	1	3
779	новым человеком	1	3
780	всякий раз	2	3
781	есть один	3	3
782	под его	2	3
783	больше и	1	3
784	с царством	1	3
785	могли бы	1	3
786	о себе	3	3
787	и быть	2	3
788	отразилось в	1	3
789	и та	2	3
790	и братья	1	3
791	говорили что	1	3
792	в иных	3	3
793	совсем не	3	3
794	слишком далеко	1	3
795	в обоих	1	3
796	может ее	1	3
797	время он	1	3
798	который был	4	3
799	потому ли	2	3
800	чтобы не	4	3
801	поэтому он	2	3
802	и бессмертие	1	3
803	там есть	1	3
804	его уже	1	3
805	явление но	1	3
806	была бы	1	3
807	думает что	1	3
808	поэтому в	1	3
809	с природой	1	3
810	и делает	1	3
811	в огне	1	3
812	к его	1	3
813	вряд ли	3	3
814	том смысле	2	3
815	бы не	4	3
816	ему и	1	3
817	к другому	4	3
818	есть какая-то	1	3
819	это все	2	3
820	и поэтому	3	3
821	не отражает	1	3
822	только один	3	3
823	у других	2	3
824	он весь	8	3
825	этой мысли	1	3
826	в самую	5	3
827	лучше всего	1	3
828	чтобы все	1	3
829	и после	1	3
830	могли быть	1	3
831	как к	2	3
832	своего дома	1	3
833	когда они	1	3
834	мог быть	1	3
835	пришли к	1	3
836	в последней	2	3
837	одна и	3	3
838	а все	1	3
839	у многих	1	3
840	есть акт	1	3
841	все равно	3	3
842	а еще	1	3
843	от всех	2	3
844	кто бы	1	3
845	всегда есть	1	3
846	долгое время	2	3
847	на одном	1	3
848	нет у	6	3
849	и я	5	3
850	в такой	4	3
851	с чего	2	3
852	и хочет	1	3
853	многие другие	1	3
854	можно будет	1	3
855	к женщине	1	3
856	он с	1	3
857	вопросом о	1	3
858	которая была	1	3
859	не знающих	1	3
860	одинаково и	1	3
861	она уже	1	3
862	это обычно	1	3
863	этом направлении	1	3
864	как они	1	3
865	в борьбе	1	3
866	или во	1	3
867	из нее	1	3
868	или у	1	3
869	и нет	3	3
870	как существо	1	3
871	даже и	2	3
872	этого мира	3	3
873	этим не	1	3
874	отец его	1	3
875	духа и	6	3
876	еще ничего	1	3
877	же она	1	3
878	момент в	5	3
879	от нас	1	3
880	а мы	1	3
881	часто является	1	3
882	и весь	1	3
883	должно быть	5	3
884	имеет своего	1	3
885	собой в	1	3
886	есть одно	2	3
887	есть у	1	3
888	тогда и	1	3
889	обычно не	1	3
890	чтобы иметь	1	3
891	этими двумя	2	3
892	в угол	1	3
893	исходит от	2	3
894	как его	1	3
895	и именно	2	3
896	есть та	2	3
897	с женщиной	1	3
898	связанным с	1	3
899	держит в	1	3
900	мире и	1	3
901	все основные	1	3
902	к превращению	2	3
903	все те	1	3
904	а от	3	3
905	в землю	1	3
906	и русская	2	3
907	и каждый	2	3
908	сам в	1	3
909	с которым	2	3
910	ней в	1	3
911	которые были	1	3
912	но никогда	1	3
913	всего в	2	3
914	народа в	1	3
915	такова же	1	3
916	во власти	5	3
917	он уходит	1	3
918	все то	1	3
919	оно есть	1	3
920	он будет	1	3
921	к самым	2	3
922	своей жизни	1	3
923	в которые	2	3
924	быть признаны	1	3
925	этом нет	1	3
926	сравнению с	2	3
927	иных случаях	1	3
928	бросается в	1	3
929	эта мысль	3	3
930	и до	1	3
931	при котором	1	3
932	и увидел	1	3
933	в свой	2	3
934	точку зрения	1	3
935	подойти к	1	3
936	из этой	2	3
937	от начала	1	3
938	нет ни	3	3
939	с начала	1	3
940	человека за	2	3
941	это верно	2	3
942	бы на	1	3
943	только он	1	3
944	в эпоху	2	3
945	кто в	1	3
946	с началом	2	3
947	о своих	2	3
948	она должна	1	3
949	что нужно	1	3
950	себе что	1	3
951	выйти за	1	3
952	она принадлежит	1	3
953	пор не	1	3
954	стороны его	1	3
955	еще до	2	3
956	которых они	1	3
957	знает и	1	3
958	переходит на	1	3
959	бы он	2	3
960	в эти	1	3
961	это более	1	3
962	был и	1	2
963	сам был	2	2
964	и этого	1	2
965	это тем	1	2
966	силой и	1	2
967	своего сына	1	2
968	церковь и	2	2
969	в центре	4	2
970	к другу	6	2
971	что вопрос	1	2
972	от одного	1	2
973	жизнь в	4	2
974	и другим	1	2
975	так это	2	2
976	и перед	3	2
977	пути к	1	2
978	раз когда	2	2
979	понять эту	1	2
980	очень важное	3	2
981	когда будет	1	2
982	одной и	2	2
983	как ее	2	2
984	уже есть	1	2
985	с другим	3	2
986	в прошлом	1	2
987	и еще	3	2
988	он так	2	2
989	него не	3	2
990	вещи и	1	2
991	человека а	3	2
992	к ее	1	2
993	царство не	1	2
994	доступ к	3	2
995	они идут	1	2
996	они потеряли	1	2
997	мышления и	1	2
998	но из	1	2
999	жизни так	1	2
1000	и чрезвычайно	1	2
1001	никогда нет	1	2
1002	они до	1	2
1003	природу и	2	2
1004	не путем	1	2
1005	процесс этот	1	2
1006	а за	2	2
1007	человек а	1	2
1008	дано в	1	2
1009	чтобы заставить	1	2
1010	мир он	2	2
1011	не остается	2	2
1012	человек и	7	2
1013	с отцом	1	2
1014	земле и	2	2
1015	он знал	5	2
1016	а для	2	2
1017	в каждом	4	2
1018	он дал	1	2
1019	т п	1	2
1020	не исчезает	1	2
1021	значение и	1	2
1022	он ничего	1	2
1023	все остальные	1	2
1024	с какой	1	2
1025	земного и	4	2
1026	в развитии	1	2
1027	от которых	1	2
1028	не были	2	2
1029	он пишет	1	2
1030	она была	2	2
1031	он еще	1	2
1032	дома с	1	2
1033	ту сторону	1	2
1034	ней нет	1	2
1035	природы и	1	2
1036	или о	1	2
1037	был в	4	2
1038	легенды о	3	2
1039	он до	4	2
1040	из самых	9	2
1041	всю жизнь	7	2
1042	бы ни	2	2
1043	это совершенно	1	2
1044	в глубину	5	2
1045	и самый	2	2
1046	так человек	2	2
1047	с такой	2	2
1048	и оттуда	1	2
1049	женской природе	1	2
1050	другого человека	2	2
1051	пребывает в	4	2
1052	очень интересно	1	2
1053	сам по	2	2
1054	действует в	1	2
1055	себя этот	1	2
1056	которым он	1	2
1057	более глубокую	1	2
1058	был связан	1	2
1059	и спрашивай	1	2
1060	только одной	1	2
1061	быть назван	3	2
1062	к какому	2	2
1063	было уже	1	2
1064	что вообще	1	2
1065	который он	1	2
1066	или этот	1	2
1067	и землю	1	2
1068	один только	1	2
1069	он часто	1	2
1070	в новой	1	2
1071	и вся	1	2
1072	и ему	1	2
1073	и об	1	2
1074	на примере	1	2
1075	мужчины в	1	2
1076	связанной с	1	2
1077	ибо он	1	2
1078	эта вера	1	2
1079	и потом	1	2
1080	в описании	1	2
1081	нет и	6	2
1082	мастер в	2	2
1083	от которой	1	2
1084	глубже чем	1	2
1085	только потому	1	2
1086	оно имеет	1	2
1087	не из	1	2
1088	обратиться к	1	2
1089	и всякий	2	2
1090	и злая	1	2
1091	перестает быть	1	2
1092	для всего	1	2
1093	способность к	2	2
1094	отцом и	1	2
1095	но одно	1	2
1096	слова а	1	2
1097	участие в	1	2
1098	не связано	2	2
1099	бы для	1	2
1100	за этим	1	2
1101	без этой	1	2
1102	с них	1	2
1103	видим уже	1	2
1104	но нельзя	1	2
1105	есть начало	1	2
1106	и глубже	2	2
1107	то царство	1	2
1108	с изображением	1	2
1109	стоит и	1	2
1110	к одному	2	2
1111	перед тем	1	2
1112	случае если	1	2
1113	лишь через	1	2
1114	но надо	1	2
1115	у всех	4	2
1116	в огненную	1	2
1117	в пути	3	2
1118	как явление	1	2
1119	как то	2	2
1120	те которые	12	2
1121	на путь	2	2
1122	он открывает	3	2
1123	место в	4	2
1124	вопрос же	1	2
1125	я все	1	2
1126	идет не	1	2
1127	был ли	2	2
1128	человек не	17	2
1129	в мышлении	1	2
1130	природой и	3	2
1131	которой мы	1	2
1132	идет он	1	2
1133	к богу	5	2
1134	себе а	1	2
1135	на большую	2	2
1136	мир не	2	2
1137	не связан	1	2
1138	человек может	3	2
1139	в момент	3	2
1140	можно и	2	2
1141	самого себя	6	2
1142	сама по	1	2
1143	жизнь ее	1	2
1144	это лишь	2	2
1145	под ним	2	2
1146	их было	1	2
1147	что человек	5	2
1148	это нужно	1	2
1149	требует от	1	2
1150	мыслится как	1	2
1151	есть очень	1	2
1152	есть что-то	6	2
1153	всегда остается	2	2
1154	две женщины	1	2
1155	к более	1	2
1156	было очень	1	2
1157	в христианстве	3	2
1158	духа в	5	2
1159	не приведет	1	2
1160	выйти из	2	2
1161	был очень	2	2
1162	почти все	1	2
1163	отца и	1	2
1164	ней так	1	2
1165	он из	1	2
1166	не закон	1	2
1167	не боится	1	2
1168	душа и	1	2
1169	не узнает	1	2
1170	огонь а	1	2
1171	уже было	1	2
1172	говорить о	1	2
1173	могущество и	1	2
1174	то чтобы	1	2
1175	уже как	1	2
1176	образа и	2	2
1177	этот дар	1	2
1178	знает о	1	2
1179	этот странный	1	2
1180	быть в	1	2
1181	в нашем	2	2
1182	и недостаточно	2	2
1183	из самой	1	2
1184	бы так	1	2
1185	выходя из	2	2
1186	вопрос и	2	2
1187	в картине	2	2
1188	он очень	1	2
1189	там не	1	2
1190	есть выражение	2	2
1191	него как	2	2
1192	элемент в	1	2
1193	он от	1	2
1194	как нет	1	2
1195	быть решен	1	2
1196	не о	2	2
1197	и можно	3	2
1198	всех его	1	2
1199	между этими	1	2
1200	себя как	1	2
1201	в мире	12	2
1202	которой она	1	2
1203	но все-таки	1	2
1204	остается в	1	2
1205	именно потому	1	2
1206	к образу	1	2
1207	мысль что	4	2
1208	она там	1	2
1209	зрения так	1	2
1210	вопрос можно	1	2
1211	соединение с	2	2
1212	но нет	1	2
1213	этом они	1	2
1214	он сказал	1	2
1215	также должна	1	2
1216	есть вместе	1	2
1217	женщиной и	1	2
1218	не значит	2	2
1219	путь на	1	2
1220	человека или	1	2
1221	для людей	1	2
1222	центральное место	1	2
1223	и ничего	1	2
1224	почему он	1	2
1225	как отец	1	2
1226	его нет	2	2
1227	обнаруживает что	1	2
1228	и кто	2	2
1229	учение о	3	2
1230	человек с	1	2
1231	но раньше	1	2
1232	в сущности	2	2
1233	что сам	1	2
1234	него нет	6	2
1235	как с	1	2
1236	в самой	8	2
1237	царство его	1	2
1238	так называемый	2	2
1239	о своей	2	2
1240	же этот	2	2
1241	русской и	1	2
1242	я умру	1	2
1243	к нам	1	2
1244	центре внимания	1	2
1245	с небесной	1	2
1246	он ведет	1	2
1247	влияния на	1	2
1248	уже к	1	2
1249	только одно	3	2
1250	традиции в	1	2
1251	ни у	2	2
1252	не должно	1	2
1253	гибнет от	1	2
1254	а может	1	2
1255	его нельзя	2	2
1256	совпадают с	1	2
1257	он хочет	4	2
1258	а о	1	2
1259	силы в	1	2
1260	друга и	1	2
1261	он есть	1	2
1262	перед этими	1	2
1263	существо и	2	2
1264	себя от	1	2
1265	только это	2	2
1266	а во	1	2
1267	без участия	1	2
1268	много в	2	2
1269	в состояние	1	2
1270	действия не	1	2
1271	к миру	3	2
1272	не стоит	1	2
1273	видел в	1	2
1274	все с	1	2
1275	нее и	1	2
1276	проникает в	3	2
1277	только одного	1	2
1278	берет на	1	2
1279	все так	1	2
1280	этот процесс	5	2
1281	о человеке	24	2
1282	который может	1	2
1283	от мира	2	2
1284	тому чтобы	2	2
1285	не для	2	2
1286	мире в	1	2
1287	многие из	1	2
1288	их они	1	2
1289	на помощь	2	2
1290	есть уже	8	2
1291	она никогда	3	2
1292	они будут	1	2
1293	это очень	3	2
1294	знает не	1	2
1295	нее он	1	2
1296	но я	1	2
1297	и мать	1	2
1298	у этого	1	2
1299	не стал	2	2
1300	жизнь и	5	2
1301	более чем	3	2
1302	ее он	2	2
1303	к солнцу	1	2
1304	в новый	1	2
1305	не находит	1	2
1306	характерно для	1	2
1307	нужно было	1	2
1308	отказ от	1	2
1309	явлений в	1	2
1310	болезнь и	1	2
1311	с земли	1	2
1312	с человеком	2	2
1313	во всю	1	2
1314	не выходит	1	2
1315	лишь в	8	2
1316	он знает	2	2
1317	она очень	1	2
1318	он во	1	2
1319	к новому	2	2
1320	и прежде	1	2
1321	все более	1	2
1322	бог в	1	2
1323	совершается в	1	2
1324	не к	6	2
1325	все было	1	2
1326	такие явления	1	2
1327	сознании и	1	1
1328	есть брат	1	1
1329	он отказывается	1	1
1330	знал только	1	1
1331	важно для	1	1
1332	жизнь но	1	1
