N	2gram	Vinokur_St	Problemy
172	всяком случае	8	9
173	ни в	5	9
174	да и	4	9
175	или в	1	9
176	и потому	3	9
177	же и	4	8
178	в результате	5	8
179	и до	2	8
180	о том	30	8
181	а что	1	8
182	из них	11	8
183	и он	2	8
184	несмотря на	4	8
185	ни было	1	8
186	но как	1	8
187	одним из	2	8
188	здесь не	1	8
189	и у	2	8
190	и от	2	8
191	должна быть	3	8
192	был бы	1	8
193	что это	5	8
194	вот как	1	8
195	никак не	1	8
196	не на	3	8
197	с ними	1	8
198	и так	3	8
199	наконец в	2	8
200	из его	3	8
201	как к	3	8
202	уже в	3	8
203	того что	14	8
204	это и	5	8
205	с их	2	8
206	в стиле	1	8
207	знает и	2	8
208	и о	4	8
209	бы он	1	8
210	от него	1	7
211	в виду	6	7
212	на свой	2	7
213	отличается от	2	7
214	вопрос о	9	7
215	только на	1	7
216	сказать что	9	7
217	что все	3	7
218	что она	5	7
219	от себя	1	7
220	что они	9	7
221	все его	1	7
222	не было	7	7
223	не о	2	7
224	лишь на	1	7
225	между ними	1	7
226	в этих	5	7
227	во всех	8	7
228	то ни	2	7
229	кажется что	5	7
230	и др	1	7
231	были бы	2	7
232	бы то	2	7
233	например в	8	7
234	в процессе	3	7
235	его и	1	7
236	не хочу	3	7
237	он в	1	7
238	на этот	5	7
239	т д	25	7
240	точку зрения	3	7
241	тот же	2	7
242	но на	2	7
243	в их	3	7
244	в виде	3	7
245	но эта	1	7
246	к своему	3	7
247	и их	3	7
248	со всею	1	7
249	он с	1	7
250	такой же	6	7
251	что было	3	6
252	кроме того	3	6
253	время не	1	6
254	него в	1	6
255	в своих	2	6
256	в построении	1	6
257	самому и	1	6
258	и внутренне	1	6
259	не менее	8	6
260	с этим	6	6
261	но эти	2	6
262	должна была	6	6
263	превращается в	2	6
264	конечно не	2	6
265	как на	10	6
266	не становится	1	6
267	одна из	1	6
268	не мог	3	6
269	на почве	2	6
270	и этим	1	6
271	но ведь	8	6
272	на этом	1	6
273	слово как	1	6
274	выражение в	2	6
275	а с	6	6
276	но зато	1	6
277	можно было	14	6
278	этот вопрос	6	6
279	в этой	13	6
280	я в	1	6
281	себя в	1	6
282	стиля и	1	6
283	во время	5	6
284	он говорил	1	6
285	и здесь	2	6
286	в другой	1	6
287	отношения к	2	6
288	ни был	1	6
289	в которых	5	6
290	зависимости от	2	6
291	в основе	4	6
292	и вот	1	6
293	в отличие	1	6
294	и во	3	6
295	которым он	1	6
296	на вопрос	7	6
297	и пр	4	6
298	но с	7	6
299	по существу	3	6
300	на его	2	6
301	на них	2	6
302	отличие от	1	6
303	на меня	2	6
304	как он	3	6
305	в начале	5	6
306	идет о	3	6
307	и вы	1	6
308	жизни и	6	6
309	на то	5	6
310	и только	3	6
311	для этого	2	6
312	но для	3	6
313	те же	1	5
314	не хочет	2	5
315	с собой	1	5
316	именно в	8	5
317	с тем	3	5
318	на материале	1	5
319	в высшей	1	5
320	а между	2	5
321	в глаза	1	5
322	к которому	4	5
323	в зависимости	2	5
324	того же	4	5
325	него не	1	5
326	крайней мере	2	5
327	тому же	2	5
328	на себя	3	5
329	в чем	4	5
330	в такой	2	5
331	той или	1	5
332	в уста	3	5
333	не могу	2	5
334	если б	5	5
335	однако в	1	5
336	бы его	1	5
337	в общем	2	5
338	себе как	1	5
339	один из	1	5
340	в последнем	1	5
341	то есть	2	5
342	я бы	2	5
343	была бы	10	5
344	сам по	1	5
345	со всеми	2	5
346	о своей	2	5
347	героев и	1	5
348	на протяжении	1	5
349	вместе с	5	5
350	по крайней	2	5
351	ни на	3	5
352	совершенно не	7	5
353	но у	1	5
354	мы не	3	5
355	нет и	1	5
356	но именно	3	5
357	том же	3	5
358	в ее	6	5
359	меня не	2	5
360	высшей степени	1	5
361	и то	6	5
362	они не	2	5
363	голоса в	1	5
364	где он	2	5
365	ведь это	1	5
366	как можно	2	5
367	является лишь	1	5
368	по своему	2	5
369	нисколько не	3	5
370	не укладывается	1	5
371	но при	1	5
372	литературы о	1	5
373	в ней	9	5
374	быть и	2	5
375	когда он	1	5
376	и самого	1	5
377	или иной	1	5
378	тому что	8	5
379	является в	1	4
380	все что	1	4
381	с этой	5	4
382	без исключения	1	4
383	еще более	5	4
384	более или	2	4
385	в духе	2	4
386	в первом	2	4
387	в одно	1	4
388	двух реплик	1	4
389	то это	3	4
390	он был	5	4
391	даже и	2	4
392	за собой	1	4
393	в свете	1	4
394	уже и	1	4
395	но этот	1	4
396	его за	1	4
397	или менее	2	4
398	во всей	1	4
399	для понимания	2	4
400	от них	1	4
401	на котором	1	4
402	не то	1	4
403	все в	2	4
404	поэтому в	4	4
405	тем не	4	4
406	которого он	1	4
407	что такое	2	4
408	при чем	6	4
409	и кажется	1	4
410	не была	2	4
411	связи с	3	4
412	в которой	13	4
413	и говорит	1	4
414	то в	3	4
415	время как	2	4
416	в сторону	2	4
417	в эту	3	4
418	оно не	3	4
419	если оно	1	4
420	эти слова	1	4
421	именно потому	1	4
422	одно и	1	4
423	но только	2	4
424	а вовсе	1	4
425	ни были	2	4
426	в тоне	1	4
427	почему же	1	4
428	не значит	3	4
429	в первой	12	4
430	всех этих	2	4
431	он уже	1	4
432	полемика с	1	4
433	романа в	1	4
434	из которых	1	4
435	да ведь	2	4
436	если не	4	4
437	конечно и	5	4
438	быть даже	1	4
439	и действительно	1	4
440	как нам	1	4
441	бы не	2	4
442	вследствие этого	1	4
443	нет в	1	4
444	здесь нет	1	4
445	то и	1	4
446	совпадает с	3	4
447	на два	1	4
448	и лишь	2	4
449	которую он	3	4
450	времени и	4	4
451	каждый из	1	4
452	сами по	2	4
453	только с	4	4
454	он должен	2	4
455	что оно	4	4
456	нет ни	3	4
457	этом отношении	13	4
458	что с	4	4
459	здесь в	1	4
460	смысле этого	2	4
461	а то	3	4
462	вообще не	5	4
463	в плоскость	1	4
464	бы с	1	4
465	и без	4	4
466	слова не	1	4
467	к концу	3	4
468	и понимания	1	4
469	это было	2	4
470	в каждой	1	4
471	об этом	9	4
472	особенно в	2	4
473	мысли в	1	4
474	бы ни	3	4
475	этого самосознания	1	4
476	ни один	2	4
477	также и	10	4
478	только так	1	4
479	конечно в	1	4
480	еще в	3	4
481	стороны и	1	4
482	от того	1	4
483	как их	1	4
484	это в	4	4
485	б м	1	4
486	момент его	1	4
487	с которыми	3	3
488	нет здесь	1	3
489	тему о	2	3
490	по всему	1	3
491	говорить о	3	3
492	же степени	1	3
493	о чем	4	3
494	какой бы	1	3
495	говорит о	5	3
496	а затем	1	3
497	но что	2	3
498	чтобы в	1	3
499	жизнь в	1	3
500	есть в	2	3
501	его романа	1	3
502	форме в	1	3
503	они ни	1	3
504	является для	1	3
505	он является	1	3
506	ты сам	1	3
507	в письме	5	3
508	без труда	1	3
509	можно сказать	2	3
510	в данном	16	3
511	что этот	3	3
512	сам не	1	3
513	отсюда и	1	3
514	но они	3	3
515	о них	3	3
516	настоящее время	2	3
517	в голове	1	3
518	одной из	4	3
519	как я	1	3
520	и вообще	5	3
521	согласиться с	1	3
522	это ничего	1	3
523	только не	2	3
524	и среди	1	3
525	так я	1	3
526	узком смысле	1	3
527	него самого	2	3
528	чем у	2	3
529	это очень	5	3
530	внешнего мира	1	3
531	чем в	3	3
532	что вы	1	3
533	что его	1	3
534	будто бы	4	3
535	в таком	4	3
536	целом ряде	1	3
537	в изображении	1	3
538	между собой	1	3
539	именно как	1	3
540	материалом для	1	3
541	мы можем	1	3
542	с какой-то	1	3
543	от характера	1	3
544	очень часто	3	3
545	не дает	2	3
546	ту же	1	3
547	совсем не	3	3
548	и та	1	3
549	в приведенном	1	3
550	себя на	1	3
551	по своей	2	3
552	это действительно	1	3
553	ни одной	2	3
554	это вовсе	2	3
555	на который	2	3
556	и есть	1	3
557	критической литературе	1	3
558	значение в	1	3
559	и по	6	3
560	чтобы не	1	3
561	в один	1	3
562	для самого	1	3
563	своего рода	7	3
564	почти не	1	3
565	которых мы	1	3
566	должны быть	4	3
567	и кто	1	3
568	и при	1	3
569	не умеют	1	3
570	романа и	1	3
571	и делает	1	3
572	том и	1	3
573	там в	1	3
574	обращается к	1	3
575	то время	2	3
576	только себя	1	3
577	литературе о	1	3
578	в конкретном	1	3
579	не является	5	3
580	в диалог	2	3
581	на нее	3	3
582	который не	3	3
583	зрения как	1	3
584	того чтобы	15	3
585	а может	1	3
586	и уже	3	3
587	именно на	1	3
588	значение для	2	3
589	говорят что	2	3
590	как например	2	3
591	им в	2	3
592	без всякого	2	3
593	если мы	1	3
594	тем же	3	3
595	мог бы	1	3
596	не за	1	3
597	лишь о	1	3
598	слова он	1	3
599	в сознании	2	3
600	есть только	2	3
601	совсем другое	1	3
602	правда в	1	3
603	в настоящее	2	3
604	связан с	3	3
605	этом случае	3	3
606	данном случае	7	3
607	того как	8	3
608	сам в	3	3
609	сколько в	2	3
610	не для	3	3
611	которых он	2	3
612	и соответствующие	1	3
613	что так	3	3
614	тут не	3	3
615	ее в	2	3
616	и всегда	2	3
617	в других	2	3
618	на которой	2	3
619	у нас	12	3
620	раз в	4	3
621	в руках	2	3
622	дело в	9	3
623	никому не	1	3
624	места в	3	3
625	на тему	2	3
626	если и	1	3
627	была для	1	3
628	так в	1	3
629	и могут	1	3
630	но уже	1	3
631	которой он	1	3
632	дело и	1	3
633	чтобы сделать	2	3
634	того или	4	3
635	а к	2	3
636	тут и	1	3
637	е в	3	3
638	из этих	7	3
639	уже после	3	3
640	а за	1	3
641	выйти за	1	3
642	не с	1	3
643	его речи	1	3
644	только у	2	3
645	только то	1	3
646	что из	1	3
647	которые в	2	3
648	что на	3	3
649	в узком	1	3
650	же в	1	3
651	нуждается в	2	3
652	то все	1	3
653	в чисто	2	3
654	и тонкая	1	2
655	и другие	3	2
656	сам был	1	2
657	в настоящем	1	2
658	и очень	5	2
659	перед вами	1	2
660	вывод из	1	2
661	самого себя	1	2
662	которая в	1	2
663	за исключением	1	2
664	в виноградова	1	2
665	и имеет	1	2
666	степени как	1	2
667	из всех	1	2
668	романа эти	1	2
669	нечего сказать	1	2
670	и говорить	1	2
671	говорите что	1	2
672	одному из	1	2
673	одно из	3	2
674	не столько	6	2
675	еще очень	1	2
676	служить своим	1	2
677	вот что	3	2
678	из нее	3	2
679	для осуществления	1	2
680	никому в	1	2
681	само собою	2	2
682	меня в	2	2
683	в корне	1	2
684	а именно	3	2
685	оценок и	1	2
686	роль в	1	2
687	укладывается в	1	2
688	теперь не	1	2
689	почти все	2	2
690	сделать его	1	2
691	материала в	1	2
692	обращает на	2	2
693	быть не	2	2
694	было в	2	2
695	эти проблемы	1	2
696	но даже	1	2
697	для того	15	2
698	которых я	1	2
699	не всегда	2	2
700	что вся	1	2
701	из письма	1	2
702	ну а	1	2
703	на пути	1	2
704	нужно быть	1	2
705	совершенно неправильно	2	2
706	всю жизнь	1	2
707	отметить что	4	2
708	он писал	3	2
709	себе в	2	2
710	до того	4	2
711	слов о	1	2
712	художественного изображения	1	2
713	я с	3	2
714	во всякой	1	2
715	он так	1	2
716	быть в	2	2
717	в нашем	1	2
718	эти вопросы	3	2
719	нигде не	2	2
720	иначе и	2	2
721	вот тут	1	2
722	к этому	4	2
723	отказаться от	2	2
724	к этим	1	2
725	нею и	1	2
726	последнего слова	1	2
727	слышим все	1	2
728	ненависть и	1	2
729	своего социального	1	2
730	после того	5	2
731	с одной	3	2
732	на том	1	2
733	у каждого	1	2
734	тогда и	1	2
735	значительной степени	3	2
736	в качестве	7	2
737	и других	1	2
738	прежде чем	1	2
739	полемики с	2	2
740	бы как	1	2
741	отношений к	2	2
742	на одну	1	2
743	под его	2	2
744	но иногда	1	2
745	и именно	2	2
746	же как	5	2
747	одном из	4	2
748	и перед	2	2
749	главный мотив	1	2
750	от этого	2	2
751	если я	1	2
752	его жизни	3	2
753	письме к	7	2
754	больше всего	2	2
755	же касается	3	2
756	здесь и	1	2
757	что их	1	2
758	что как	3	2
759	но к	2	2
760	не был	1	2
761	и быть	1	2
762	того в	1	2
763	его служить	1	2
764	ведь в	1	2
765	этот замысел	1	2
766	в лучшем	1	2
767	и речи	3	2
768	или же	3	2
769	в роман	1	2
770	в ответ	1	2
771	бы они	1	2
772	никого не	1	2
773	мысль что	1	2
774	своего времени	4	2
775	и является	1	2
776	не могла	2	2
777	слова без	1	2
778	утверждение в	1	2
779	над ним	1	2
780	сейчас еще	1	2
781	должны были	1	2
782	у которого	1	2
783	другой и	1	2
784	не раз	2	2
785	что для	4	2
786	его личности	1	2
787	лучше сказать	2	2
788	столь же	5	2
789	художественного произведения	1	2
790	бы оно	1	2
791	точкой зрения	1	2
792	иной раз	1	2
793	же мы	1	2
794	из этого	1	2
795	которые были	1	2
796	ни одно	1	2
797	для чего	1	2
798	независимо от	1	2
799	не случайно	1	2
800	вообще нет	2	2
801	в статье	9	2
802	в особенности	1	2
803	к сожалению	4	2
804	не так	2	2
805	очень важно	1	2
806	а потому	2	2
807	во втором	5	2
808	в содержании	1	2
809	я уже	3	2
810	и этот	1	2
811	они и	1	2
812	был очень	1	2
813	известно что	2	2
814	критической литературы	2	2
815	в литературной	1	2
816	тогда когда	1	2
817	на первом	1	2
818	смысле слова	1	2
819	у другого	1	2
820	освободиться от	1	2
821	своего образа	1	2
822	человек с	1	2
823	он почти	1	2
824	для них	2	2
825	и вполне	4	2
826	идет лишь	1	2
827	второй части	2	2
828	такого же	1	2
829	будто и	1	2
830	во что	1	2
831	от своего	2	2
832	иметь в	2	2
833	имеет значение	1	2
834	с ней	1	2
835	их и	2	2
836	произведения в	2	2
837	в россии	7	2
838	показать что	1	2
839	о самом	1	2
840	в одних	1	2
841	к его	2	2
842	была и	1	2
843	не место	1	2
844	не имеет	5	2
845	ему и	1	2
846	из которого	2	2
847	друг от	1	2
848	два слова	2	2
849	лишь те	1	2
850	взаимоотношения между	2	2
851	но оно	1	2
852	не давая	1	2
853	еще и	5	2
854	тем или	3	2
855	время оно	1	2
856	она была	2	2
857	т а	1	2
858	в значительной	2	2
859	не знаю	2	2
860	по сравнению	1	2
861	его личного	1	2
862	не могло	4	2
863	очень хорошо	2	2
864	вы говорите	1	2
865	и ему	2	2
866	и об	7	2
867	чтобы она	1	2
868	не потому	3	2
869	в критической	1	2
870	целый ряд	3	2
871	чем не	2	2
872	в истории	5	2
873	я хотел	1	2
874	среди которых	1	2
875	а во	3	2
876	что здесь	2	2
877	и там	1	2
878	заметить что	1	2
879	был действительно	1	2
880	речи в	1	2
881	весь в	1	2
882	из истории	3	2
883	их с	1	2
884	отрывок из	1	2
885	в образе	3	2
886	с нею	3	2
887	автор может	1	2
888	это кажется	1	2
889	столько в	1	2
890	не видит	1	2
891	идей и	1	2
892	найти в	1	2
893	самое слово	1	2
894	такое же	2	2
895	целом это	1	2
896	ответ на	4	2
897	в прямом	2	2
898	это место	2	2
899	в поэзии	1	2
900	знает сам	1	2
901	что значит	2	2
902	случаев в	1	2
903	этой мысли	2	2
904	для всего	1	2
905	для своего	2	2
906	впечатление что	1	2
907	для нас	7	2
908	видеть в	1	2
909	чем он	3	2
910	зрения его	1	2
911	в г	10	2
912	и тут	1	2
913	без всяких	2	2
914	при условии	1	2
915	материал для	6	2
916	от друга	1	2
917	образом в	1	2
918	от всех	1	2
919	этом не	1	2
920	с теми	1	2
921	вот это	1	2
922	положение в	1	2
923	случае не	3	2
924	бы быть	1	2
925	в какой	4	2
926	как она	1	2
927	этот раз	2	2
928	е не	2	2
929	знал что	1	2
930	является не	4	2
931	в еще	1	2
932	только и	1	2
933	в условиях	1	2
934	он приводит	1	2
935	должен быть	3	2
936	его же	2	2
937	первостепенное значение	1	2
938	не все	3	2
939	другом случае	1	2
940	ему не	3	2
941	этих двух	4	2
942	еще до	4	2
943	этого он	1	2
944	и тех	1	2
945	и эти	2	2
946	каждая из	1	2
947	и почти	1	2
948	во второй	10	2
949	что касается	4	2
950	и обратно	1	2
951	не следует	1	2
952	одного слова	1	2
953	можно найти	3	2
954	всей его	1	2
955	развивается в	1	2
956	этом произведении	1	2
957	зависимость от	1	2
958	всех его	1	2
959	в книге	1	2
960	к ней	1	2
961	данного произведения	1	2
962	во многом	3	2
963	для такого	1	2
964	того времени	8	2
965	произведения не	1	2
966	не успел	1	2
967	действительно не	3	2
968	но я	5	2
969	идет не	1	2
970	же это	3	2
971	лучшем случае	1	2
972	и совершенно	1	2
973	не к	2	2
974	какого бы	1	1
975	они являются	1	1
976	всего это	1	1
977	мысль действительно	1	1
978	случае в	4	1
979	еще раз	1	1
980	можно говорить	1	1
981	бы несколько	1	1
982	отвечает на	1	1
983	этого в	1	1
984	никогда и	1	1
985	что почти	1	1
986	на эти	7	1
987	в крайнем	1	1
988	в момент	1	1
989	которые не	3	1
990	с толку	1	1
991	со всей	1	1
992	к этой	1	1
993	с формой	1	1
994	своей статье	4	1
995	которые также	1	1
996	до него	3	1
997	важно для	1	1
998	сверх того	1	1
999	д но	4	1
1000	свое дело	1	1
1001	которой трудно	1	1
1002	в применении	3	1
1003	однако и	2	1
1004	в равной	2	1
1005	и когда	1	1
1006	свою мысль	1	1
1007	самое важное	1	1
1008	ни стало	1	1
1009	детали в	1	1
1010	в некоторых	3	1
1011	отсюда как	1	1
1012	каждый новый	1	1
1013	что человек	1	1
1014	потому не	1	1
1015	и стремится	1	1
1016	не являются	3	1
1017	раскрыто в	1	1
1018	какое место	1	1
1019	связь между	1	1
1020	вопроса и	1	1
1021	у пушкина	17	1
1022	что слово	1	1
1023	его тело	1	1
1024	которая была	3	1
1025	а там	1	1
1026	я вовсе	3	1
1027	в борьбе	1	1
1028	или во	1	1
1029	в материал	1	1
1030	на которых	1	1
1031	делает в	2	1
1032	кто и	3	1
1033	из двух	3	1
1034	а во-вторых	2	1
1035	мне кажется	7	1
1036	на свою	1	1
1037	мысль о	2	1
1038	его произведений	1	1
1039	он эту	1	1
1040	каждом отдельном	1	1
1041	форму и	1	1
1042	голосом и	1	1
1043	времени была	1	1
1044	конкретных литературных	1	1
1045	решении вопроса	1	1
1046	я же	1	1
1047	после него	1	1
1048	нем нельзя	1	1
1049	давно уже	3	1
1050	показаться что	1	1
1051	с ума	1	1
1052	я могу	1	1
1053	на определенной	1	1
1054	мнение у	1	1
1055	самого и	2	1
1056	самый диалог	1	1
1057	оказаться в	1	1
1058	что по	1	1
1059	всеми его	1	1
1060	но очень	1	1
1061	что действие	1	1
1062	другом месте	2	1
1063	мы так	1	1
1064	как более	2	1
1065	ничего а	1	1
1066	с удивительным	1	1
1067	он по	2	1
1068	сойдутся и	1	1
1069	элементы этого	1	1
1070	свою собственную	3	1
1071	раз когда	1	1
1072	не его	1	1
1073	так например	12	1
1074	материала для	3	1
1075	обращение к	1	1
1076	всем его	1	1
1077	связано с	1	1
1078	было быть	1	1
1079	время с	1	1
1080	серьезностью и	1	1
1081	сам же	1	1
1082	сделать в	1	1
1083	одно время	1	1
1084	действительности в	1	1
1085	является их	1	1
1086	и дело	2	1
1087	было не	3	1
1088	как справедливо	1	1
1089	не существует	4	1
1090	а порой	1	1
1091	я ни	1	1
1092	не могли	1	1
1093	для тебя	1	1
1094	следовало бы	2	1
1095	о чем-то	1	1
1096	слову в	1	1
1097	в приведенных	1	1
1098	атмосферы вокруг	1	1
1099	доказать что	2	1
1100	но кто	1	1
1101	ведь то	1	1
1102	о которых	3	1
1103	материал но	1	1
1104	не должен	2	1
1105	служить и	1	1
1106	бы даже	1	1
1107	в каких	1	1
1108	но то	1	1
1109	искусства и	1	1
1110	же порядка	1	1
1111	что первая	1	1
1112	мы очень	1	1
1113	и другой	1	1
1114	не признать	1	1
1115	во многих	3	1
1116	времени в	1	1
1117	которыми он	3	1
1118	совершенно пассивно	1	1
1119	точно и	2	1
1120	е для	1	1
1121	могло в	1	1
1122	особое место	1	1
1123	точно так	2	1
1124	предисловии к	2	1
1125	говорит что	4	1
1126	и другом	1	1
1127	чувствую что	1	1
1128	о самой	1	1
1129	на своего	1	1
1130	от той	1	1
1131	я буду	1	1
1132	всякого сомнения	2	1
1133	убедиться в	2	1
1134	мере не	1	1
1135	именно такие	1	1
1136	всегда и	1	1
1137	его собственной	3	1
1138	и дает	1	1
1139	в прошлом	1	1
1140	так то	1	1
1141	к ним	1	1
1142	о тех	1	1
1143	у себя	1	1
1144	это тоже	1	1
1145	функция этого	1	1
1146	наоборот для	1	1
1147	для всей	1	1
1148	реагировать на	1	1
1149	она ни	1	1
1150	они должны	1	1
1151	е слова	1	1
1152	в основу	5	1
1153	нее в	1	1
1154	построении образов	1	1
1155	в самое	1	1
1156	это приятно	1	1
1157	простое и	1	1
1158	не умеет	1	1
1159	с величайшим	2	1
1160	исходит из	1	1
1161	скажу что	1	1
1162	который в	1	1
1163	что именно	2	1
1164	это прежде	2	1
1165	по поводу	13	1
1166	капитанской дочки	2	1
1167	этого мировоззрения	1	1
1168	тут же	1	1
1169	больной я	1	1
1170	в идеале	1	1
1171	в пользу	5	1
1172	лица для	1	1
1173	которой в	3	1
1174	не просто	2	1
1175	но там	1	1
1176	в пушкинских	2	1
1177	или лучше	2	1
1178	едва ли	1	1
1179	смысле как	1	1
1180	свое собственное	1	1
1181	всех их	1	1
1182	или иным	3	1
1183	склонен объяснять	1	1
1184	даже по	1	1
1185	неизбежно должна	1	1
1186	слово должно	1	1
1187	стилистический прием	1	1
1188	не зная	2	1
1189	все здесь	1	1
1190	фактом что	1	1
1191	этому пути	1	1
1192	от его	2	1
1193	конечно есть	1	1
1194	внутри одного	1	1
1195	в обеих	5	1
1196	один пример	1	1
1197	на основную	1	1
1198	и всей	2	1
1199	с трагедией	1	1
1200	не говоря	2	1
1201	время и	1	1
1202	вообще а	1	1
1203	что каждая	1	1
1204	такого рода	2	1
1205	в повестях	6	1
1206	внимание на	5	1
1207	притом не	1	1
1208	своей социальной	1	1
1209	были эти	1	1
1210	формы но	1	1
1211	проявляется в	1	1
1212	в живых	1	1
1213	помимо того	1	1
1214	в социальной	1	1
1215	довольно ясно	1	1
1216	с народом	1	1
1217	по мнению	4	1
1218	даже так	1	1
1219	народ и	1	1
1220	это объясняется	2	1
1221	и за	3	1
1222	место для	1	1
1223	велико что	1	1
1224	очень рад	1	1
1225	не больше	1	1
1226	в каждый	1	1
1227	в третьем	1	1
1228	и опасностей	1	1
1229	слово во	1	1
1230	чем ты	1	1
1231	и притом	1	1
1232	видит в	1	1
1233	есть еще	1	1
1234	только к	2	1
1235	отношения между	1	1
1236	утверждения в	1	1
1237	презрение к	1	1
1238	произведении но	1	1
1239	первая часть	1	1
1240	бы только	2	1
1241	п но	1	1
1242	сказать чего	1	1
1243	о возможности	1	1
1244	роман но	1	1
1245	литература о	2	1
1246	о в	1	1
1247	говорит в	3	1
1248	каждой его	1	1
1249	о золотом	1	1
1250	сколько я	1	1
1251	не подходят	1	1
1252	русской критической	1	1
1253	случае и	2	1
1254	не исчерпываются	1	1
1255	xviii века	1	1
1256	и всю	1	1
1257	на тот	1	1
1258	в среде	1	1
1259	с одним	1	1
1260	личности от	1	1
1261	деле оно	1	1
1262	была не	2	1
1263	ясно что	10	1
1264	которыми мы	1	1
1265	не вытекает	1	1
1266	в кельи	1	1
1267	роман на	2	1
1268	долго и	2	1
1269	романтизма не	1	1
1270	и вместе	1	1
1271	место и	1	1
1272	иным как	1	1
1273	белинский он	1	1
1274	говорят не	1	1
1275	кажется в	2	1
1276	и герои	1	1
1277	уже давно	1	1
1278	больше и	1	1
1279	должно было	5	1
1280	в двух	4	1
1281	единственный способ	1	1
1282	а только	1	1
1283	сейчас с	1	1
1284	могло бы	3	1
1285	вопроса о	3	1
1286	для правильного	1	1
1287	менее и	1	1
1288	характере и	1	1
1289	не при	5	1
1290	в русской	4	1
1291	замысла а	1	1
1292	не воспроизводит	1	1
1293	т vi	3	1
1294	инстанцией в	1	1
1295	опору в	1	1
1296	читателя в	1	1
1297	поэтому так	1	1
1298	но между	1	1
1299	говорил о	1	1
1300	ответом на	1	1
1301	бы она	1	1
1302	в отдельных	2	1
1303	сцену в	1	1
1304	в обычных	1	1
1305	и твердого	1	1
1306	у них	1	1
1307	был так	1	1
1308	еще только	1	1
1309	в работе	1	1
1310	как материал	1	1
1311	вместо того	1	1
1312	для оценки	1	1
1313	чтобы он	1	1
1314	по одной	1	1
1315	но вовсе	1	1
1316	в случае	2	1
1317	является его	1	1
1318	действующих лиц	1	1
1319	и тем	3	1
1320	например слова	1	1
