N	3gram	Vygotskiy_	Mirosoze
125	но не имеет	1	1
126	в самом деле	13	1
127	указывает на то	4	1
128	вместить в себя	1	1
129	в русской поэзии	1	1
130	что все это	2	1
131	в своей основе	1	1
132	он говорит что	2	1
133	я не знаю	1	1
134	не значит что	1	1
135	когда мы говорим	1	1
136	как и учение	1	1
137	но я не	1	1
138	который может быть	1	1
139	значит ли это	1	1
140	у него в	1	1
141	в прошлое и	1	1
142	но и тут	1	1
143	и мы увидим	1	1
144	только с другой	1	1
145	и каким образом	1	1
146	он всю жизнь	2	1
147	возможны только в	2	1
148	что у него	3	1
149	на этом основании	1	1
150	сам по себе	4	1
151	не в том	7	1
152	в том случае	3	1
153	оно есть не	1	1
154	этим сказать что	1	1
155	не потому что	2	1
156	а также в	1	1
157	что он сам	1	1
158	а между тем	1	1
159	хотел этим сказать	1	1
160	то же что	2	1
161	самому себе а	1	1
162	и по ним	1	1
163	в которой она	1	1
164	и состоит чтобы	1	1
165	речь идет о	1	1
166	в зависимости от	6	1
167	должны быть признаны	1	1
168	вместо того чтобы	1	1
169	человека того самого	1	1
170	внешних условий все	1	1
171	как и всякая	1	1
172	быть отнесена к	1	1
173	в отличие от	4	1
174	точки зрения в	1	1
175	и в других	1	1
176	той мере в	1	1
177	есть вместе с	1	1
178	никогда не откажется	1	1
179	так поступали те	1	1
180	в котором она	1	1
181	не только о	1	1
182	что в основе	4	1
183	и есть в	1	1
184	удивительно что и	1	1
185	и в основе	1	1
186	что она есть	1	1
187	несмотря на все	4	1
188	смысле слова так	1	1
189	не только у	1	1
190	с другой стороны	7	1
191	тогда когда он	1	1
192	с психологической точки	3	1
193	был бы тот	4	1
194	только тогда когда	4	1
195	но так как	2	1
196	и в том	2	1
197	склонен думать что	1	1
198	в тех случаях	1	1
199	и идет к	1	1
200	жизнь и судьба	1	1
201	и не быть	1	1
202	психологической точки зрения	4	1
203	потому не может	2	1
204	к нему и	1	1
205	мыслей и чувств	1	1
206	лишь тогда когда	1	1
207	которые не могут	1	1
208	и на деле	1	1
209	и могут быть	1	1
210	но и это	1	1
211	мы видим в	1	1
212	вся она в	1	1
213	в смысле психологического	1	1
214	с точки зрения	12	1
215	с того что	1	1
216	но она не	1	1
217	в чем же	2	1
218	а не как	1	1
219	из нее одной	1	1
220	ничего подобного нет	1	1
221	ни в какой	3	1
222	которой может быть	1	1
223	но к чему	1	1
224	не есть еще	1	1
225	тут не будет	1	1
226	а следовательно и	1	1
227	и различие между	1	1
228	творчество достоевского говорит	1	1
229	потому что мы	1	1
230	нужно сказать что	1	1
231	приводит нас к	1	1
232	в то же	2	1
233	во всех своих	1	1
234	всего того что	1	1
235	ни на что	1	1
236	до тех пор	2	1
237	которые принадлежат к	1	1
238	то же время	2	1
239	русской интеллигенции по	1	1
240	его во всех	1	1
241	ли это что	1	1
242	на самом деле	6	1
243	не хотел этим	1	1
244	революции а не	1	1
245	своего осуществления и	1	1
246	не означает что	2	1
247	потому что все	2	1
248	в мире в	1	1
249	искусство никогда не	1	1
250	что в самых	1	1
251	это роковым образом	1	1
252	так как они	2	1
253	делает то же	1	1
254	на что не	1	1
255	разрушения мира и	1	1
256	только потому что	2	1
257	до конца к	1	1
258	разных точек зрения	1	1
259	было бы и	2	1
260	и русской литературе	1	1
261	и в той	1	1
262	все что есть	1	1
263	того чтобы сделать	1	1
264	не может найти	1	1
265	х годов но	1	1
266	не меньше чем	1	1
267	между тем в	1	1
268	которые заключены в	1	1
269	том случае если	2	1
270	а вовсе не	1	1
271	та или иная	1	1
272	с одной стороны	6	1
273	то есть к	2	1
274	до конца и	1	1
275	сама по себе	2	1
276	это было бы	1	1
277	если бы не	1	1
