N	2gram	Bakhtin_Pr	EvropaiE
187	во втором	1	2
188	и во	2	2
189	мы видим	5	2
190	по преимуществу	3	2
191	данном случае	3	2
192	этот процесс	1	2
193	на язык	1	2
194	и того	1	2
195	должна быть	4	2
196	тогда когда	2	2
197	и имеет	1	2
198	в его	44	2
199	еще более	1	2
200	мира но	2	2
201	что это	1	2
202	хотя и	1	2
203	наблюдения над	1	2
204	с этим	2	2
205	будет ли	1	2
206	которого мы	1	2
207	в некоторых	1	2
208	какой бы	2	2
209	его на	2	2
210	и тут	1	2
211	ценностей в	1	2
212	и если	1	2
213	из того	1	2
214	в содержании	1	2
215	для них	3	2
216	подходит к	5	2
217	с другими	11	2
218	другой стороны	3	2
219	участие в	1	2
220	в этих	5	2
221	не могут	6	2
222	и наиболее	1	2
223	но с	4	2
224	одну и	1	2
225	в своих	5	2
226	как же	5	2
227	при условии	1	2
228	от друга	2	2
229	если бы	12	2
230	или в	2	2
231	в свои	2	2
232	и с	10	2
233	и можно	1	2
234	заключается в	3	2
235	и все	4	2
236	и совершенной	1	2
237	и эта	3	2
238	в одинаковом	1	2
239	другой и	1	2
240	в сферу	1	2
241	в какой	2	2
242	вместе с	2	2
243	и как	10	2
244	как не	9	2
245	притом в	1	2
246	есть в	10	2
247	не есть	2	2
248	в мире	10	2
249	одном из	3	2
250	дело идет	12	2
251	самым в	1	2
252	между ними	4	2
253	сравнению с	2	2
254	поскольку он	1	2
255	в сторону	1	2
256	друг от	2	2
257	в эту	1	2
258	в других	1	2
259	а именно	4	2
260	к той	2	2
261	на них	1	2
262	нашему мнению	3	2
263	вопрос не	1	2
264	ко всему	1	2
265	но как	4	2
266	и отчасти	1	2
267	только к	1	2
268	и других	8	2
269	значение только	1	2
270	и более	2	2
271	в котором	6	2
272	и человеческой	1	2
273	и что	2	2
274	она не	9	2
275	в значительной	1	2
276	именно потому	3	2
277	по сравнению	2	2
278	он не	11	2
279	мы должны	6	2
280	кажется что	4	2
281	в развитии	1	2
282	и теперь	1	2
283	что если	4	2
284	а не	30	2
285	и та	1	2
286	в одном	14	2
287	на одну	1	2
288	тому или	1	2
289	далеко не	3	2
290	этот вопрос	3	2
291	в истории	3	2
292	по своей	1	2
293	при помощи	1	2
294	а в	9	2
295	в большинстве	3	2
296	его собственная	1	2
297	культурной традиции	2	2
298	с большой	1	2
299	в этой	5	2
300	что же	5	2
301	и еще	2	2
302	как их	3	2
303	заметить что	2	2
304	во многом	1	2
305	наряду с	1	2
306	могут быть	5	2
307	но именно	5	2
308	что все	5	2
309	во всей	2	2
310	на этот	2	2
311	же в	3	2
312	жизни и	21	2
313	такой же	1	2
314	происходит в	1	2
315	для понимания	5	2
316	можем сказать	2	2
317	как будто	4	2
318	он сам	9	2
319	для этих	1	2
320	в случае	1	2
321	мира не	2	2
322	точка зрения	14	2
323	бы в	7	2
324	и чем	1	2
325	или точнее	2	2
326	не можем	1	2
327	и наконец	5	2
328	что на	1	2
329	есть не	3	2
330	не к	1	2
331	к нему	13	2
332	его мысль	1	1
333	во всем	1	1
334	других более	1	1
335	мире и	1	1
336	нельзя признать	1	1
337	но тем	1	1
338	и другие	4	1
339	может найти	1	1
340	нет ли	2	1
341	в мировом	1	1
342	является в	1	1
343	сводить к	2	1
344	обращены к	1	1
345	пределы данного	1	1
346	все что	6	1
347	ее и	2	1
348	или наоборот	1	1
349	или к	2	1
350	в более	1	1
351	однако с	1	1
352	именно об	1	1
353	что оно	2	1
354	к другу	4	1
355	один из	4	1
356	идеологической жизни	2	1
357	человеческой жизни	4	1
358	та же	1	1
359	фактом что	1	1
360	значение в	1	1
361	самой природе	1	1
362	друг к	4	1
363	выходит за	2	1
364	с которыми	2	1
365	она и	3	1
366	представленная в	1	1
367	мир в	4	1
368	приблизиться к	1	1
369	как таковой	2	1
370	гораздо сложнее	1	1
371	нельзя сказать	1	1
372	как с	1	1
373	и было	1	1
374	в последнее	1	1
375	на тех	1	1
376	на вопрос	2	1
377	но из	1	1
378	и среди	1	1
379	они являются	1	1
380	также что	1	1
381	на западе	2	1
382	должно быть	4	1
383	к этой	1	1
384	которая в	1	1
385	его построения	1	1
386	земли в	1	1
387	то существенно	1	1
388	от нее	1	1
389	до него	1	1
390	том числе	1	1
391	вполне понятно	1	1
392	уже в	9	1
393	например в	5	1
394	был бы	6	1
395	в жизни	7	1
396	нужно признать	1	1
397	в угоду	1	1
398	в состоянии	1	1
399	для себя	5	1
400	он считает	1	1
401	для всякого	1	1
402	высшей и	1	1
403	время не	3	1
404	идеологии с	1	1
405	кто иной	1	1
406	и далее	1	1
407	при этом	5	1
408	для него	23	1
409	эта идея	1	1
410	пределах одного	1	1
411	такая постановка	1	1
412	не находим	1	1
413	говорили в	2	1
414	следует что	1	1
415	мире в	3	1
416	с ним	13	1
417	тем как	4	1
418	кроме того	3	1
419	многие из	1	1
420	получает в	1	1
421	своей совокупности	1	1
422	и творческого	1	1
423	не как	15	1
424	только отдельные	2	1
425	мира только	1	1
426	поэтому в	2	1
427	этот принцип	3	1
428	не являются	1	1
429	со своим	4	1
430	к сознанию	2	1
431	которая утверждает	1	1
432	у нас	2	1
433	и другими	6	1
434	бы во	2	1
435	нами в	5	1
436	смысле этого	2	1
437	с их	9	1
438	располагались в	1	1
439	весь мир	1	1
440	не допускает	1	1
441	дают для	1	1
442	в рамки	2	1
443	однако не	2	1
444	а на	1	1
445	творчества и	2	1
446	существует только	2	1
447	оно не	2	1
448	не было	5	1
449	связи с	1	1
450	ко всем	2	1
451	психологии и	1	1
452	если не	2	1
453	мог осуществиться	1	1
454	более или	1	1
455	о возможности	1	1
456	воспринимается как	3	1
457	отказаться от	1	1
458	более широких	1	1
459	на которых	1	1
460	находим у	1	1
461	не о	3	1
462	но все	8	1
463	такими же	1	1
464	к некоторому	1	1
465	именно и	2	1
466	и значительно	1	1
467	и сам	5	1
468	как по	1	1
469	иной как	1	1
470	наблюдений над	1	1
471	имеет значение	2	1
472	и философские	1	1
473	с ней	1	1
474	с таким	1	1
475	на такой	1	1
476	по природе	4	1
477	что за	1	1
478	по отношению	17	1
479	же по	3	1
480	что не	6	1
481	как его	2	1
482	существенно новую	1	1
483	и другое	1	1
484	именно о	1	1
485	есть то	4	1
486	в построении	5	1
487	она является	2	1
488	исходит из	3	1
489	воспринять как	1	1
490	при том	1	1
491	не делает	1	1
492	в идеологической	1	1
493	из всего	2	1
494	то время	3	1
495	может в	1	1
496	или иная	1	1
497	рядом с	16	1
498	тому что	3	1
499	xx века	1	1
500	никак нельзя	2	1
501	еще далеко	1	1
502	из положения	1	1
503	и поскольку	1	1
504	конечно не	7	1
505	правда в	2	1
506	находит себе	1	1
507	лишь на	3	1
508	те же	3	1
509	звучит как	2	1
510	не кто	2	1
511	есть нечто	2	1
512	с ними	3	1
513	время как	2	1
514	и радикально	1	1
515	многих других	1	1
516	с такими	2	1
517	что по	1	1
518	если и	2	1
519	все эти	12	1
520	себя как	5	1
521	эти две	1	1
522	на земле	1	1
523	огромного большинства	1	1
524	можно еще	1	1
525	борьбы за	1	1
526	все же	9	1
527	оценок и	1	1
528	определяющим фактором	1	1
529	той части	1	1
530	есть только	5	1
531	противном случае	1	1
532	том смысле	1	1
533	только ее	1	1
534	этого слова	3	1
535	одно из	2	1
536	к концу	1	1
537	отдельные этапы	1	1
538	как более	1	1
539	не относится	1	1
540	его жизни	2	1
541	на минуту	1	1
542	ли он	2	1
543	почти все	1	1
544	в новом	1	1
545	только и	1	1
546	этой концепции	1	1
547	о котором	1	1
548	и следовательно	7	1
549	по самой	1	1
550	войти в	2	1
551	же касается	1	1
552	бы дать	1	1
553	с большей	1	1
554	и это	5	1
555	был не	2	1
556	в каждой	3	1
557	суждений о	1	1
558	как обычно	1	1
559	об этом	4	1
560	говорит об	2	1
561	он определяет	1	1
562	на себе	2	1
563	или менее	1	1
564	тогда как	1	1
565	жизни вообще	1	1
566	найти во	1	1
567	что как	1	1
568	уже не	14	1
569	в одной	9	1
570	в аспекте	1	1
571	казалось бы	1	1
572	а для	1	1
573	активности и	1	1
574	людей в	1	1
575	с только	1	1
576	в индивидуальном	1	1
577	как последняя	1	1
578	бы сказали	1	1
579	но его	1	1
580	дальнейшее развитие	2	1
581	интересующей нас	1	1
582	не менее	3	1
583	могли бы	3	1
584	которые не	1	1
585	признать что	1	1
586	полной мере	1	1
587	мы думаем	1	1
588	от себя	2	1
589	перед тем	1	1
590	рассматривать как	1	1
591	большей ясностью	1	1
592	того в	1	1
593	в основе	6	1
594	переходит в	2	1
595	не перед	1	1
596	и сами	1	1
597	и происходит	1	1
598	зависит от	1	1
599	нельзя конечно	3	1
600	то это	1	1
601	смысле она	1	1
602	бы с	1	1
603	отличие от	3	1
604	мы увидим	1	1
605	такие же	1	1
606	что мы	2	1
607	на этом	1	1
608	смысле будет	1	1
609	чтобы в	2	1
610	ведь в	1	1
611	и однако	1	1
612	бы только	1	1
613	сам и	1	1
614	собой это	1	1
615	случае если	1	1
616	как одно	3	1
617	не несут	1	1
618	тех кто	1	1
619	в лучшем	3	1
620	мы говорили	1	1
621	силы и	1	1
622	пределы и	1	1
623	действительности как	1	1
624	то и	2	1
625	все остальные	1	1
626	традиции с	1	1
627	для одних	1	1
628	и необходимость	1	1
629	относится к	2	1
630	в последних	1	1
631	ту же	1	1
632	таком смысле	1	1
633	более того	5	1
634	не способны	3	1
635	и неизбежно	1	1
636	именно поэтому	1	1
637	времени в	2	1
638	или же	2	1
639	выше именно	1	1
640	в этот	2	1
641	которую по	1	1
642	слова и	2	1
643	быть и	1	1
644	положений и	1	1
645	бы они	1	1
646	можно конечно	1	1
647	значение для	2	1
648	должны быть	1	1
649	но они	4	1
650	или иных	1	1
651	и их	7	1
652	в человеческом	1	1
653	говорить о	3	1
654	что эта	1	1
655	на его	7	1
656	в тех	1	1
657	на пути	2	1
658	к области	1	1
659	и когда	1	1
660	от других	2	1
661	за пределы	10	1
662	ценности и	1	1
663	сознания что	1	1
664	не обязательно	1	1
665	в начале	3	1
666	это стремление	1	1
667	еще в	1	1
668	входит в	11	1
669	поэтому даже	1	1
670	и до	5	1
671	тут есть	1	1
672	даже не	1	1
673	значительной степени	1	1
674	и земли	2	1
675	и затем	1	1
676	совершенно неправильно	1	1
677	в совершенно	2	1
678	сделан из	1	1
679	теперь не	1	1
680	рассуждении нашем	1	1
681	от своей	1	1
682	на практике	1	1
683	свое значение	1	1
684	к которой	1	1
685	ими с	1	1
686	что из	3	1
687	только это	1	1
688	иной степени	2	1
689	почти никогда	2	1
690	достаточно чтобы	1	1
691	другие не	1	1
692	пространства и	1	1
693	этот период	1	1
694	бы по	1	1
695	в каких	1	1
696	которая как	1	1
697	всегда и	1	1
698	потому и	2	1
699	лишь в	4	1
700	чем это	1	1
701	в рамках	2	1
702	этого мира	6	1
703	некоторых из	1	1
704	нем и	2	1
705	претендовать на	1	1
706	числе и	1	1
707	истории и	1	1
708	так то	1	1
709	значение и	1	1
710	вопрос в	1	1
711	в отличие	3	1
712	он в	3	1
713	среды и	1	1
714	элементов в	1	1
715	является та	2	1
716	каждой из	1	1
717	их до	1	1
718	она может	1	1
719	что для	4	1
720	та или	1	1
721	него не	4	1
722	для такого	2	1
723	друг другу	3	1
724	той же	7	1
725	которые в	2	1
726	мы бы	1	1
727	и ее	5	1
728	она неизбежно	1	1
729	подходят к	1	1
730	считает что	1	1
731	сам в	1	1
732	лишь весьма	2	1
733	каком смысле	1	1
734	быть в	2	1
735	что может	2	1
736	тот же	4	1
737	и несколько	1	1
738	в нашем	3	1
739	к которому	1	1
740	не значит	4	1
741	бы тот	2	1
742	в осуществлении	1	1
743	по этому	2	1
744	котором мы	2	1
745	то она	1	1
746	с которым	1	1
747	более всего	1	1
748	в сознании	4	1
749	бытия и	1	1
750	бы как	2	1
751	в полном	2	1
752	ней в	1	1
753	и о	5	1
754	принципа в	2	1
755	который в	2	1
756	одна из	4	1
757	все еще	2	1
758	или уже	1	1
759	ибо в	2	1
760	с его	14	1
761	и его	21	1
762	вовлекает в	1	1
763	оно может	2	1
764	его к	4	1
765	которых может	1	1
766	их на	1	1
767	чтобы войти	1	1
768	реальность и	1	1
769	тех или	1	1
770	в противном	1	1
771	что даже	1	1
772	это в	3	1
773	в европе	1	1
774	в нем	38	1
775	но это	7	1
776	от того	4	1
777	если мы	1	1
778	современности и	1	1
779	лучшем случае	3	1
780	для этого	4	1
781	она есть	1	1
782	с ее	5	1
783	всех этих	3	1
784	в самой	10	1
785	они могут	2	1
786	мы сказали	2	1
787	или вовсе	1	1
788	не показывает	1	1
789	однако же	2	1
790	кажется нам	1	1
791	одного и	2	1
792	в чисто	2	1
793	что имеет	2	1
794	за их	1	1
795	свою способность	1	1
796	его можно	1	1
797	гораздо более	1	1
798	мы привели	1	1
