N	2gram	Losev_Vesc	EvropaiE
122	в определенном	2	3
123	последние годы	2	3
124	этом отношении	2	3
125	ее в	1	3
126	что и	11	3
127	в результате	9	3
128	или иную	3	3
129	мы можем	4	3
130	не является	3	3
131	себе не	3	3
132	можно было	6	3
133	на себя	5	3
134	дело в	6	3
135	тем что	7	3
136	очевидно что	2	3
137	в таком	1	3
138	вообще не	6	3
139	в стороне	1	3
140	как в	3	3
141	жизни в	3	3
142	и со	2	3
143	в которых	1	3
144	с другом	2	3
145	бы ни	3	3
146	в них	1	3
147	во всяком	4	3
148	ни на	7	3
149	бы и	9	3
150	во все	1	3
151	в данном	6	3
152	ли это	9	3
153	идет о	1	3
154	в свою	5	3
155	не дает	1	3
156	ту или	3	3
157	потому что	25	3
158	и тем	7	3
159	когда он	2	3
160	не будет	13	3
161	и для	13	3
162	этом смысле	2	3
163	уже и	1	3
164	себе в	5	3
165	с тем	8	3
166	в данной	2	3
167	в сфере	6	3
168	это так	4	3
169	и от	4	3
170	о том	11	3
171	в общем	1	3
172	и прежде	2	3
173	от них	1	3
174	мы видели	3	3
175	и только	11	3
176	друг с	2	3
177	всяком случае	2	3
178	не из	2	3
179	того же	5	3
180	из них	7	3
181	никогда не	5	3
182	данной области	2	2
183	таким образом	16	2
184	сказывается в	1	2
185	именно к	1	2
186	утверждать что	2	2
187	и то	14	2
188	во втором	2	2
189	и во	3	2
190	мы видим	5	2
191	и этот	2	2
192	по преимуществу	2	2
193	их из	1	2
194	только те	2	2
195	видим как	1	2
196	данном случае	2	2
197	если в	1	2
198	на язык	3	2
199	и того	2	2
200	должна быть	8	2
201	но еще	3	2
202	тогда когда	5	2
203	в его	5	2
204	свою очередь	5	2
205	или по	2	2
206	еще более	4	2
207	но также	1	2
208	что это	18	2
209	это значит	30	2
210	хотя и	5	2
211	с этим	4	2
212	в некоторых	1	2
213	более к	1	2
214	какой бы	1	2
215	его на	4	2
216	и тут	7	2
217	и если	5	2
218	из того	3	2
219	например с	1	2
220	подходит к	2	2
221	с другими	8	2
222	то не	7	2
223	другой стороны	3	2
224	в этих	1	2
225	но нужно	1	2
226	не могут	1	2
227	и наиболее	1	2
228	всех прочих	3	2
229	но с	2	2
230	в своих	3	2
231	как же	6	2
232	нужно иметь	1	2
233	если бы	8	2
234	или в	3	2
235	что к	1	2
236	и с	11	2
237	и можно	2	2
238	заключается в	3	2
239	и все	6	2
240	и эта	4	2
241	в одинаковом	1	2
242	представление о	1	2
243	или хотя	1	2
244	в сферу	2	2
245	относятся к	1	2
246	стороны в	1	2
247	в какой	1	2
248	вместе с	4	2
249	и как	12	2
250	нас к	1	2
251	как не	2	2
252	помнить что	1	2
253	есть в	4	2
254	но по	1	2
255	не есть	79	2
256	в порядке	1	2
257	как оно	4	2
258	между собой	2	2
259	если этот	1	2
260	между ними	6	2
261	сравнению с	7	2
262	даже что	1	2
263	не нужно	3	2
264	бы совершенно	1	2
265	и таким	2	2
266	в других	1	2
267	а именно	1	2
268	и никакое	1	2
269	к той	1	2
270	бы о	1	2
271	только одно	2	2
272	что эти	2	2
273	вопрос не	1	2
274	но как	3	2
275	все другие	1	2
276	только к	2	2
277	и более	4	2
278	в котором	4	2
279	или вернее	2	2
280	эти последние	1	2
281	и что	22	2
282	она не	9	2
283	в –	1	2
284	именно потому	2	2
285	имеет в	1	2
286	на основе	1	2
287	по сравнению	8	2
288	ли к	1	2
289	он не	4	2
290	мы должны	5	2
291	кажется что	1	2
292	что если	2	2
293	а не	34	2
294	нечто абсолютно	2	2
295	и та	2	2
296	есть ли	10	2
297	в одном	6	2
298	с в	3	2
299	то нельзя	1	2
300	далеко не	2	2
301	этот вопрос	6	2
302	и другая	1	2
303	в истории	3	2
304	каких бы	1	2
305	по своей	3	2
306	при помощи	4	2
307	а в	6	2
308	его собственная	1	2
309	а тем	3	2
310	всего человечества	1	2
311	с большой	1	2
312	в этой	4	2
313	что же	17	2
314	и еще	4	2
315	во многом	1	2
316	культуры и	1	2
317	главным образом	3	2
318	мог бы	7	2
319	наряду с	2	2
320	могут быть	1	2
321	но именно	3	2
322	с а	4	2
323	к природе	2	2
324	что все	2	2
325	во всей	1	2
326	в силу	4	2
327	на этот	1	2
328	же в	1	2
329	жизни и	6	2
330	всего к	1	2
331	как будто	2	2
332	в потенции	3	2
333	он сам	2	2
334	для этих	1	2
335	в случае	1	2
336	ведь и	6	2
337	точка зрения	5	2
338	бы в	9	2
339	и чем	4	2
340	исключительно в	1	2
341	не можем	3	2
342	экономическом отношении	1	2
343	и наконец	1	2
344	что на	2	2
345	есть не	17	2
346	не к	3	2
347	прочим и	2	2
348	к нему	3	2
349	ничего иного	3	1
350	внутри этих	1	1
351	самом понятии	1	1
352	ближе к	2	1
353	представить себе	1	1
354	во всем	2	1
355	ли эти	1	1
356	находим в	2	1
357	значит ли	7	1
358	об их	3	1
359	с полной	6	1
360	и останется	1	1
361	и другие	2	1
362	является в	2	1
363	в свое	2	1
364	отличным от	2	1
365	они должны	1	1
366	находятся в	2	1
367	все что	3	1
368	видели что	3	1
369	самое бытие	1	1
370	ее и	2	1
371	для всех	1	1
372	в более	2	1
373	что оно	10	1
374	один из	5	1
375	человеческой жизни	1	1
376	та же	1	1
377	с но	2	1
378	перевести на	1	1
379	не выходит	1	1
380	значение в	1	1
381	религии и	2	1
382	суть реальные	1	1
383	смысле что	2	1
384	она и	2	1
385	как таковой	1	1
386	в свой	2	1
387	нельзя сказать	3	1
388	как с	7	1
389	обращаться с	1	1
390	может не	4	1
391	различие между	3	1
392	окружающей ее	1	1
393	на вопрос	2	1
394	но из	2	1
395	также что	1	1
396	на западе	1	1
397	указать на	1	1
398	должно быть	8	1
399	к этой	1	1
400	имеют в	1	1
401	которая в	1	1
402	за исключением	1	1
403	от природы	1	1
404	от нее	2	1
405	уже в	2	1
406	которых мы	1	1
407	отношении с	1	1
408	в жизни	5	1
409	внимание на	1	1
410	в угоду	1	1
411	от которых	1	1
412	общение с	11	1
413	в состоянии	2	1
414	для себя	6	1
415	том же	1	1
416	часть его	1	1
417	сказать чтобы	1	1
418	для всякого	6	1
419	мы знаем	1	1
420	к сфере	1	1
421	дело с	1	1
422	не входя	1	1
423	при этом	1	1
424	и культура	1	1
425	для него	8	1
426	сказать даже	4	1
427	бы на	3	1
428	что принцип	1	1
429	в разных	6	1
430	с ним	8	1
431	качества но	1	1
432	кроме того	5	1
433	связанное с	1	1
434	и различие	1	1
435	получает в	2	1
436	есть собственно	1	1
437	эту сферу	3	1
438	что с	1	1
439	и творческого	1	1
440	не как	2	1
441	в принципе	1	1
442	а затем	2	1
443	поэтому в	2	1
444	сущности которая	1	1
445	этот принцип	1	1
446	нас в	3	1
447	не отрицает	1	1
448	со своим	8	1
449	то мы	3	1
450	у нас	9	1
451	ли чтобы	1	1
452	исторического процесса	1	1
453	нами в	1	1
454	это есть	8	1
455	смысле этого	1	1
456	как нечто	3	1
457	быть может	3	1
458	отличной от	1	1
459	с их	1	1
460	его ни	1	1
461	в третьем	1	1
462	что между	2	1
463	мы находим	5	1
464	тому же	1	1
465	однако не	4	1
466	а на	1	1
467	существует только	2	1
468	оно не	6	1
469	не было	4	1
470	связи с	1	1
471	если не	3	1
472	более или	4	1
473	есть полный	2	1
474	как самостоятельной	1	1
475	отказаться от	1	1
476	сущность этого	1	1
477	своей части	1	1
478	находим у	1	1
479	не о	2	1
480	но все	3	1
481	такими же	1	1
482	именно и	1	1
483	все ее	1	1
484	и сам	3	1
485	в столь	1	1
486	или иначе	5	1
487	как по	1	1
488	наряду со	1	1
489	имеет значение	1	1
490	с ней	2	1
491	на несколько	1	1
492	с таким	1	1
493	но совершенно	4	1
494	на такой	2	1
495	так называемый	1	1
496	и где	1	1
497	о характере	1	1
498	по природе	2	1
499	из явлений	1	1
500	во внимание	1	1
501	это мы	1	1
502	же по	2	1
503	что не	11	1
504	как его	1	1
505	в ту	1	1
506	своем она	1	1
507	как сказал	1	1
508	и другое	6	1
509	есть то	12	1
510	она является	4	1
511	исходит из	2	1
512	из всего	1	1
513	и будет	1	1
514	то время	4	1
515	сводится к	4	1
516	может в	2	1
517	или иная	1	1
518	всякой иной	3	1
519	но само	1	1
520	понимать как	2	1
521	не сразу	1	1
522	можно назвать	1	1
523	тому что	2	1
524	мы получаем	1	1
525	никак нельзя	2	1
526	оно всегда	2	1
527	и поскольку	1	1
528	на другую	1	1
529	конечно не	2	1
530	в связи	1	1
531	лишь на	1	1
532	есть нечто	12	1
533	с ними	4	1
534	возможности и	2	1
535	время как	4	1
536	многих других	1	1
537	с такими	1	1
538	всегда в	1	1
539	е не	5	1
540	если и	1	1
541	все эти	5	1
542	себя как	3	1
543	эти две	6	1
544	поскольку в	1	1
545	такой вопрос	1	1
546	все же	18	1
547	имеется в	1	1
548	но когда	3	1
549	совершенно одинаково	1	1
550	есть только	18	1
551	основных направлений	1	1
552	том смысле	1	1
553	силу этого	1	1
554	только ее	1	1
555	своего существования	3	1
556	этого слова	1	1
557	и т	37	1
558	одно из	2	1
559	ли не	1	1
560	к какому	1	1
561	не относится	2	1
562	один и	2	1
563	ли он	1	1
564	почти все	2	1
565	о которых	2	1
566	только и	8	1
567	в явлении	4	1
568	о котором	2	1
569	в двух	1	1
570	и следовательно	20	1
571	которое не	1	1
572	с большей	1	1
573	речь идет	1	1
574	и это	17	1
575	то можно	1	1
576	но все-таки	1	1
577	об этом	5	1
578	если взять	1	1
579	также к	1	1
580	говорит об	1	1
581	одна другую	1	1
582	на себе	5	1
583	или менее	4	1
584	тогда как	3	1
585	и явление	13	1
586	что как	1	1
587	уже не	15	1
588	и вообще	6	1
589	в аспекте	1	1
590	быть обязательно	1	1
591	казалось бы	3	1
592	что конечно	1	1
593	что обе	1	1
594	и обращенность	1	1
595	нет ничего	2	1
596	интересующей нас	1	1
597	не менее	11	1
598	конечно это	1	1
599	могли бы	1	1
600	которые не	1	1
601	наука в	1	1
602	признать что	2	1
603	входя в	1	1
604	полной мере	1	1
605	существовать в	1	1
606	от себя	1	1
607	области и	1	1
608	больше чем	1	1
609	в основе	4	1
610	переходит в	4	1
611	совершенно абстрактной	1	1
612	зависит от	1	1
613	а если	6	1
614	то это	5	1
615	ее собственного	1	1
616	бы с	1	1
617	ли уже	1	1
618	отличие от	1	1
619	мы увидим	1	1
620	быть речи	1	1
621	язык и	1	1
622	что мы	17	1
623	на этом	4	1
624	значит что	32	1
625	но нам	1	1
626	когда мы	6	1
627	существование и	1	1
628	бы только	2	1
629	представим себе	1	1
630	сам и	1	1
631	тех кто	2	1
632	мы говорили	2	1
633	силы и	2	1
634	действительности как	2	1
635	то и	7	1
636	чем то	2	1
637	нужно как	1	1
638	всего этого	1	1
639	связана с	1	1
640	всей силой	1	1
641	не переходит	2	1
642	относится к	6	1
643	как некая	3	1
644	ту же	2	1
645	они все-таки	1	1
646	культуры нужно	1	1
647	вместо того	1	1
648	поэтому если	1	1
649	являются не	1	1
650	другой в	1	1
651	не быть	4	1
652	с совершенно	1	1
653	из их	1	1
654	когда в	1	1
655	для тех	3	1
656	из себя	6	1
657	было только	1	1
658	слова и	7	1
659	быть и	5	1
660	совершенно достаточно	1	1
661	только тогда	4	1
662	для нее	2	1
663	но мыслима	1	1
664	в изучении	1	1
665	мы все	1	1
666	значение для	1	1
667	должны быть	6	1
668	но они	2	1
669	или иных	2	1
670	и их	11	1
671	другим в	1	1
672	говорить о	9	1
673	что эта	2	1
674	формулировать в	1	1
675	и всякая	1	1
676	ее например	1	1
677	есть звук	4	1
678	и когда	5	1
679	связь между	1	1
680	от других	1	1
681	они относятся	1	1
682	сознания что	1	1
683	не обязательно	2	1
684	в начале	1	1
685	каком же	1	1
686	мы хотим	1	1
687	но необходимо	3	1
688	имеет свое	1	1
689	где в	1	1
690	и до	6	1
691	тут есть	1	1
692	даже не	8	1
693	и законченной	1	1
694	принадлежит не	1	1
695	мы но	1	1
696	в отдельности?	1	1
697	то как	2	1
698	создано и	1	1
699	чтобы не	2	1
700	это может	3	1
701	даже с	1	1
702	что из	3	1
703	это различие	2	1
704	как то	1	1
705	только это	4	1
706	литературы и	1	1
707	с то	1	1
708	то его	1	1
709	или иное	1	1
710	всем другим	1	1
711	вопрос можно	1	1
712	достаточно чтобы	1	1
713	будет уже	3	1
714	входить в	1	1
715	будучи в	2	1
716	но этот	1	1
717	которая как	1	1
718	всегда и	1	1
719	связанной с	1	1
720	оно будет	2	1
721	потому и	1	1
722	лишь в	1	1
723	претендовать на	1	1
724	то чтобы	3	1
725	истории и	2	1
726	так то	4	1
727	вопрос в	1	1
728	в отличие	1	1
729	среды и	1	1
730	каждой из	2	1
731	это потому	1	1
732	одного из	2	1
733	и должна	2	1
734	она может	4	1
735	что для	5	1
736	та или	2	1
737	него не	1	1
738	для такого	2	1
739	и тот	1	1
740	той же	2	1
741	только одна	1	1
742	пребывает в	1	1
743	их к	1	1
744	и культуры	1	1
745	существует в	3	1
746	качестве одного	1	1
747	и ее	19	1
748	так но	2	1
749	сам в	1	1
750	это можно	2	1
751	которое мы	1	1
752	быть в	1	1
753	что может	1	1
754	тот же	4	1
755	относиться к	1	1
756	к которому	1	1
757	с собой	2	1
758	не значит	11	1
759	по этому	1	1
760	мы будем	3	1
761	то она	2	1
762	с которым	1	1
763	указывать на	1	1
764	в сознании	1	1
765	и новой	2	1
766	это что	5	1
767	бытия и	6	1
768	сущности к	1	1
769	и о	4	1
770	и науки	1	1
771	себя с	5	1
772	сущностью этого	1	1
773	одна из	6	1
774	все еще	3	1
775	каждой своей	1	1
776	которую не	1	1
777	которые мы	2	1
778	ибо в	1	1
779	те кто	3	1
780	иного кроме	1	1
781	с его	2	1
782	и его	4	1
783	будь то	3	1
784	оно может	3	1
785	чем та	1	1
786	реальность и	2	1
787	тех или	6	1
788	т д	36	1
789	не вообще	1	1
790	это в	1	1
791	в отдельных	1	1
792	может касаться	1	1
793	в нем	6	1
794	мы различаем	1	1
795	речи о	1	1
796	но это	14	1
797	от того	7	1
798	если мы	12	1
799	для этого	5	1
800	она есть	12	1
801	с ее	10	1
802	всех этих	1	1
803	для всего	2	1
804	обратиться к	1	1
805	но так	1	1
806	то или	5	1
807	в самой	3	1
808	они могут	1	1
809	е прежде	1	1
810	и обычаи	1	1
811	мы сказали	2	1
812	одного и	1	1
813	всех существующих	1	1
814	или ее	3	1
815	в чисто	5	1
816	свое собственное	1	1
817	мира есть	1	1
818	степени и	2	1
819	та и	1	1
820	же смысл	1	1
821	вне ее	1	1
822	гораздо более	2	1
823	конечно имени	1	1
824	как некий	1	1
