N	2gram	Tiupa_Narr	KulturaY
116	не могут	1	13
117	в которых	1	13
118	по крайней	1	13
119	той же	2	13
120	для нас	2	13
121	это и	2	13
122	слово это	2	13
123	в пределах	2	13
124	и его	12	13
125	с этой	3	12
126	в результате	4	12
127	но также	1	12
128	того же	2	12
129	ясно что	2	12
130	а только	1	12
131	вопроса о	1	12
132	этот вопрос	1	12
133	могут быть	1	12
134	как в	9	12
135	однако не	2	12
136	в рамках	6	12
137	для этого	1	12
138	язык как	2	11
139	должен быть	1	11
140	языка как	1	11
141	в своем	7	11
142	речи и	1	11
143	он не	8	11
144	в нем	9	11
145	и здесь	3	11
146	должна быть	2	11
147	и то	3	11
148	еще и	1	11
149	совершенно не	1	11
150	из этих	6	11
151	этом отношении	5	11
152	уже в	1	11
153	слова в	4	11
154	в их	1	11
155	в какой	2	11
156	или иной	6	11
157	в особенности	2	10
158	в первом	4	10
159	в речи	5	10
160	как и	15	10
161	речь идет	3	10
162	так же	2	10
163	к этому	2	10
164	несмотря на	1	10
165	бы в	2	10
166	этом смысле	1	10
167	не просто	2	10
168	в общем	1	10
169	в то	9	10
170	со стороны	14	10
171	в каком	1	10
172	с этим	1	10
173	они не	3	10
174	на фоне	2	10
175	тем более	2	10
176	того или	3	10
177	тех же	1	10
178	в нашей	1	10
179	тем самым	9	10
180	что слово	1	9
181	в своей	8	9
182	можно сказать	11	9
183	что все	1	9
184	xix века	1	9
185	в которой	2	9
186	но для	5	9
187	очевидно что	1	9
188	здесь не	4	9
189	и есть	1	9
190	слова как	1	9
191	или иного	3	9
192	ни в	1	9
193	не имеет	3	9
194	что мы	2	9
195	но это	2	9
196	и для	4	9
197	и вот	2	9
198	а также	11	9
199	ли не	3	9
200	но уже	2	9
201	на то	4	9
202	в целом	5	9
203	своего рода	17	8
204	в этих	3	8
205	но все	1	8
206	может служить	5	8
207	на практике	1	8
208	в структуре	1	8
209	что они	1	8
210	по преимуществу	1	8
211	с одной	5	8
212	тому же	9	8
213	в таком	4	8
214	тому что	4	8
215	в чем	3	8
216	в своих	2	8
217	в тех	1	8
218	отнюдь не	6	8
219	мы видели	1	8
220	а потому	2	8
221	да и	5	8
222	то и	3	8
223	что я	4	8
224	состоит в	19	8
225	с его	6	8
226	на самом	1	8
227	и как	4	8
228	об этом	8	8
229	мере в	1	8
230	не говоря	1	8
231	в частности	23	8
232	далеко не	6	8
233	и о	4	8
234	же в	6	8
235	само по	1	8
236	что на	4	8
237	например в	2	7
238	а именно	2	7
239	казалось бы	2	7
240	в котором	3	7
241	в одном	5	7
242	свою очередь	2	7
243	была бы	1	7
244	той мере	1	7
245	указать на	1	7
246	на том	2	7
247	внимание на	7	7
248	так сказать	4	7
249	а с	2	7
250	столь же	6	7
251	одной стороны	5	7
252	в процессе	2	7
253	с ним	6	7
254	никак не	5	7
255	сводится к	10	7
256	как о	2	7
257	с ними	5	7
258	в слове	4	7
259	и более	2	7
260	идет о	3	7
261	в свою	4	7
262	до конца	2	7
263	на этот	2	7
264	в самой	1	7
265	все равно	2	7
266	лишь с	1	7
267	есть в	1	7
268	нисколько не	1	7
269	не все	2	7
270	и потому	2	7
271	том случае	1	7
272	она не	2	7
273	не знает	2	7
274	когда он	1	7
275	что касается	3	7
276	как он	3	7
277	не следует	3	7
278	только что	4	6
279	даже в	1	6
280	в корне	1	6
281	в соответствии	8	6
282	отличается от	1	6
283	не всегда	4	6
284	о них	5	6
285	можно ли	1	6
286	что именно	2	6
287	по поводу	3	6
288	она есть	1	6
289	гораздо более	1	6
290	слов в	2	6
291	в ее	4	6
292	не столько	2	6
293	прежде чем	1	6
294	той или	7	6
295	могли бы	1	6
296	на этом	1	6
297	так называемые	1	6
298	за пределы	1	6
299	однако что	1	6
300	я в	7	6
301	главным образом	1	6
302	его к	1	6
303	не на	1	6
304	оно не	4	6
305	если не	4	6
306	этой точки	1	6
307	содержание и	1	6
308	перед нами	9	6
309	роль в	4	6
310	когда в	4	6
311	же время	7	6
312	в отличие	6	6
313	соответствии с	7	6
314	в сфере	2	6
315	тем же	3	6
316	в свое	1	6
317	в себе	14	6
318	данном случае	12	6
319	мы не	5	6
320	что с	2	6
321	или в	7	6
322	этого не	2	6
323	как будто	4	6
324	может иметь	1	6
325	отличие от	6	6
326	дело не	3	6
327	не с	1	6
328	говоря о	2	6
329	только то	1	6
330	чтобы не	1	6
331	это только	1	6
332	приводит к	2	6
333	как к	3	6
334	на себя	5	6
335	нуждается в	1	6
336	и к	7	5
337	говорить и	2	5
338	еще более	1	5
339	в большей	1	5
340	не как	1	5
341	нас в	2	5
342	то не	1	5
343	но что	1	5
344	и даже	4	5
345	более или	2	5
346	имеет смысл	2	5
347	на которых	1	5
348	и того	5	5
349	на мой	1	5
350	нельзя было	1	5
351	в другом	5	5
352	превращается в	2	5
353	и еще	2	5
354	ни одного	2	5
355	могло бы	3	5
356	точка зрения	5	5
357	не то	1	5
358	никогда не	8	5
359	и он	8	5
360	на протяжении	12	5
361	к себе	11	5
362	как же	1	5
363	в конце	4	5
364	в двух	2	5
365	и у	4	5
366	у него	13	5
367	но как	3	5
368	слово есть	1	5
369	мой взгляд	1	5
370	всего лишь	8	5
371	и является	2	5
372	в форме	7	5
373	в современной	4	5
374	так что	1	5
375	одного и	2	5
376	в кругу	1	5
377	речи но	1	5
378	интерес к	3	5
379	из того	1	5
380	речи как	1	5
381	в отношении	1	5
382	к его	5	5
383	о котором	4	5
384	относится к	1	5
385	быть не	3	5
386	и тогда	2	5
387	смысл который	1	5
388	переход от	2	5
389	только о	1	5
390	бы на	1	5
391	о нем	5	5
392	п все	1	5
393	и от	3	5
394	а на	2	5
395	но с	1	5
396	материал для	1	5
397	так в	4	5
398	по своему	3	5
399	или менее	2	5
400	это так	1	5
401	только не	2	5
402	в конечном	6	5
403	мы должны	1	5
404	как не	1	5
405	или иначе	2	5
406	что можно	1	5
407	отношение к	2	5
408	и только	2	5
409	в разговоре	1	5
410	еще раз	3	4
411	мы и	2	4
412	случае мы	1	4
413	о чем	6	4
414	одно из	2	4
415	зрения на	2	4
416	иначе как	1	4
417	конечном счете	4	4
418	так например	1	4
419	связано с	2	4
420	и где	1	4
421	к этой	1	4
422	мы увидим	1	4
423	и прочих	2	4
424	точно так	2	4
425	в различных	1	4
426	есть продукт	1	4
427	право говорить	1	4
428	быть в	2	4
429	к которому	1	4
430	что даже	1	4
431	не мог	7	4
432	из них	4	4
433	к нему	5	4
434	иначе говоря	14	4
435	но еще	1	4
436	в году	2	4
437	подчеркнуть что	2	4
438	аналогии с	1	4
439	как можно	2	4
440	его в	1	4
441	то она	1	4
442	отношения между	1	4
443	но он	2	4
444	не о	2	4
445	не говорит	4	4
446	будто бы	2	4
447	что за	1	4
448	характер и	3	4
449	но ведь	1	4
450	между ними	3	4
451	же как	2	4
452	себе и	2	4
453	мы можем	2	4
454	отнестись к	1	4
455	данный момент	1	4
456	ли это	1	4
457	если б	1	4
458	если же	2	4
459	собственно и	3	4
460	это действительно	1	4
461	как известно	3	4
462	могла бы	1	4
463	что для	1	4
464	и все	7	4
465	и по	3	4
466	а главное	1	4
467	однако и	5	4
468	во втором	6	4
469	через посредство	3	4
470	то в	4	4
471	которых мы	1	4
472	это уже	3	4
473	сам по	1	4
474	из которых	1	4
475	так или	1	4
476	нам в	1	4
477	здесь мы	1	4
478	отношения к	1	4
479	пор еще	1	4
480	бы не	1	4
481	который не	2	4
482	именно поэтому	1	4
483	в известном	4	4
484	все они	1	4
485	первом случае	3	4
486	по сравнению	1	4
487	именно на	1	4
488	не понимает	1	4
489	он есть	1	4
490	а лишь	1	4
491	на более	1	4
492	в данной	2	4
493	мог бы	1	4
494	однако в	4	4
495	точку зрения	3	4
496	этого термина	1	4
497	но на	1	4
498	различие между	1	4
499	и было	1	4
500	свидетельствует о	4	4
501	указание на	1	4
502	по словам	2	4
503	в виде	2	4
504	в стороне	1	4
505	и без	1	4
506	в такой	1	4
507	сразу же	1	4
508	к одному	1	4
509	поскольку она	1	4
510	с языком	2	4
511	нужно было	1	4
512	одного из	6	4
513	для обозначения	2	4
514	не более	1	4
515	ли в	2	4
516	не к	4	4
517	а то	2	4
518	речь здесь	1	3
519	это на	1	3
520	все что	4	3
521	тех кто	1	3
522	тем как	1	3
523	мысли и	1	3
524	по мере	2	3
525	чтобы в	1	3
526	всего следует	1	3
527	знание языка	1	3
528	давно уже	2	3
529	в последнем	1	3
530	на эту	1	3
531	большей или	2	3
532	по своим	2	3
533	другое дело	1	3
534	но мы	1	3
535	на материале	1	3
536	и дело	2	3
537	следовало бы	1	3
538	раз и	2	3
539	но даже	1	3
540	во многих	1	3
541	за собой	1	3
542	к ним	2	3
543	наряду с	2	3
544	в контексте	1	3
545	на него	4	3
546	все время	2	3
547	который в	2	3
548	в противном	1	3
549	на котором	1	3
550	как сказано	1	3
551	в системе	1	3
552	или иным	2	3
553	представить себе	3	3
554	бы то	1	3
555	в большинстве	1	3
556	согласно которому	1	3
557	всю свою	2	3
558	к жизни	3	3
559	в следующем	2	3
560	одним из	2	3
561	по аналогии	2	3
562	быть только	1	3
563	пример из	1	3
564	мере того	1	3
565	большею частью	1	3
566	также в	2	3
567	большинстве случаев	1	3
568	в сторону	1	3
569	из одного	1	3
570	в других	2	3
571	смысловом отношении	2	3
572	от себя	1	3
573	к слову	1	3
574	становится и	1	3
575	при отсутствии	2	3
576	зрения в	1	3
577	так называемую	1	3
578	себя внимание	3	3
579	но зато	4	3
580	не приходится	1	3
581	иметь в	1	3
582	даже не	1	3
583	также не	2	3
584	а из	1	3
585	то ни	1	3
586	она была	2	3
587	не раз	1	3
588	значение и	1	3
589	или меньшей	1	3
590	известном смысле	4	3
591	только с	2	3
592	о его	3	3
593	которое мы	1	3
594	мы будем	1	3
595	во время	2	3
596	в него	2	3
597	меньшей степени	2	3
598	в одну	1	3
599	и сами	2	3
600	эта фраза	2	3
601	та же	2	3
602	например что	1	3
603	если в	2	3
604	и сейчас	1	3
605	человеческого общения	1	3
606	чтобы создать	1	3
607	их как	1	3
608	и делает	1	3
609	вместо того	1	3
610	что у	6	3
611	и мы	1	3
612	в романе	3	3
613	то время	1	3
614	же слово	1	3
615	не понимают	1	3
616	том смысле	1	3
617	так называемая	2	3
618	том как	3	3
619	свое внимание	1	3
620	его и	2	3
621	в прозе	4	3
622	вернемся к	1	3
623	своей собственной	2	3
624	более чем	2	3
625	и уже	4	3
626	не могло	3	3
627	письма и	1	3
628	тогда как	23	3
629	каждый из	3	3
630	действия и	1	3
631	образом не	1	3
632	она может	2	3
633	нам и	1	3
634	говоря об	1	3
635	со словом	1	3
636	именно к	1	3
637	в более	1	3
638	значение в	1	3
639	в первый	1	3
640	для него	8	3
641	не для	1	3
642	как у	6	3
643	таком случае	1	3
644	в противовес	3	3
645	как именно	2	3
646	это еще	1	3
647	этом что	1	3
648	с той	2	3
649	случаях когда	1	3
650	или даже	3	3
651	противном случае	1	3
652	и со	1	3
653	и я	1	3
654	сколь бы	1	3
655	со своей	3	3
656	на минуту	1	3
657	как формы	1	3
658	предположить что	1	3
659	а как	2	3
660	имя с	1	3
661	случае если	1	3
662	не по	5	3
663	в искусстве	1	3
664	но она	1	3
665	в начале	4	3
666	признать что	1	3
667	за ними	3	3
668	понять что	1	3
669	с таким	1	3
670	ряде случаев	2	3
671	иное как	1	3
672	более того	1	3
673	что было	1	2
674	с которыми	1	2
675	во всем	1	2
676	они являются	1	2
677	и составляет	2	2
678	которая была	1	2
679	которые не	1	2
680	которая в	2	2
681	в общий	1	2
682	тем для	1	2
683	без исключения	1	2
684	дело с	4	2
685	любовь к	1	2
686	из всех	1	2
687	самое важное	1	2
688	в принципе	6	2
689	одному из	1	2
690	втором случае	1	2
691	не годится	1	2
692	его от	1	2
693	значение это	1	2
694	по пути	1	2
695	он имеет	1	2
696	время как	1	2
697	значения в	1	2
698	ведет к	3	2
699	том или	1	2
700	в жизни	9	2
701	меня в	1	2
702	имеет место	4	2
703	приходит в	1	2
704	или ином	1	2
705	тем или	2	2
706	достоевского и	2	2
707	он является	4	2
708	поскольку он	1	2
709	и слово	1	2
710	всего тем	1	2
711	следует подчеркнуть	3	2
712	сам же	1	2
713	обращает на	3	2
714	большей части	5	2
715	к смыслу	1	2
716	во все	1	2
717	в действительности	2	2
718	что этот	1	2
719	по его	3	2
720	как принцип	1	2
721	трудно было	1	2
722	этот не	1	2
723	не должен	1	2
724	и иных	3	2
725	бы из	1	2
726	но эти	1	2
727	вот и	1	2
728	действительно так	1	2
729	что вся	1	2
730	когда она	2	2
731	но они	4	2
732	эти старые	1	2
733	в строгом	3	2
734	и когда	3	2
735	на своего	2	2
736	что еще	1	2
737	видно что	2	2
738	в глаза	1	2
739	думал о	1	2
740	конечном итоге	1	2
741	такая же	1	2
742	иное дело	1	2
743	а так	1	2
744	не умеет	1	2
745	момент в	1	2
746	одна из	5	2
747	мы тем	1	2
748	и н	1	2
749	понятие о	1	2
750	важно что	1	2
751	чем это	2	2
752	едва ли	5	2
753	смысле как	1	2
754	средствами языка	1	2
755	по природе	1	2
756	хотелось бы	1	2
757	что иное	1	2
758	что сама	1	2
759	то у	3	2
760	ни было	1	2
761	о роли	2	2
762	самих этих	1	2
763	и через	2	2
764	может оказаться	2	2
765	система языка	1	2
766	с другими	1	2
767	наше внимание	1	2
768	что между	1	2
769	русской литературы	1	2
770	более широкий	1	2
771	автором в	1	2
772	сказал что	1	2
773	что история	1	2
774	лишь к	1	2
775	он говорит	1	2
776	такова что	3	2
777	себе не	1	2
778	человек в	3	2
779	вследствие того	2	2
780	особенности в	1	2
781	достаточно для	1	2
782	его жизни	5	2
783	в себя	3	2
784	точек зрения	2	2
785	речевой практики	1	2
786	на событие	1	2
787	в русской	3	2
788	их не	1	2
789	как следует	1	2
790	не означает	1	2
791	идет по	2	2
792	ср в	1	2
793	которой и	1	2
794	природе своей	1	2
795	отношение между	1	2
796	в случае	4	2
797	является его	2	2
798	это по	1	2
799	не будет	2	2
800	к такой	1	2
801	что эта	1	2
802	и тот	1	2
803	тем и	1	2
804	это дух	1	2
805	где в	3	2
806	характером и	1	2
807	в москве	2	2
808	того кто	2	2
809	а тем	1	2
810	на некоторые	1	2
811	функции не	1	2
812	это вовсе	1	2
813	его как	2	2
814	или о	1	2
815	внимание и	1	2
816	что только	1	2
817	в данный	1	2
818	и чтобы	1	2
819	вся эта	1	2
820	как семантической	1	2
821	я сам	2	2
822	нет никаких	1	2
823	и ничего	1	2
824	на жизнь	1	2
825	а теперь	2	2
826	в очерке	1	2
827	он уже	3	2
828	я уже	2	2
829	как с	1	2
830	бы составить	1	2
831	вместе со	1	2
832	сто лет	1	2
833	поэтому в	1	2
834	все свое	1	2
835	смысле можно	2	2
836	для них	2	2
837	однако он	1	2
838	я все	1	2
839	не могла	2	2
840	за это	1	2
841	и строго	1	2
842	должен был	1	2
843	сами по	2	2
844	с этого	1	2
845	фигуры и	1	2
846	строгом смысле	1	2
847	у читателя	1	2
848	значении этого	1	2
849	это время	1	2
850	и так	1	2
851	никто не	1	2
852	сравнению с	1	2
853	не до	1	2
854	которого не	1	2
855	которая не	3	2
856	этих случаях	1	2
857	к другому	2	2
858	зрения как	2	2
859	два слова	1	2
860	который и	1	2
861	у нее	8	2
862	но тут	1	2
863	что теперь	1	2
864	не является	7	2
865	нам о	1	2
866	в греческой	1	2
867	совершенно иной	1	2
868	пушкина как	1	2
869	еще на	1	2
870	это все	1	2
871	и теперь	1	2
872	для нее	2	2
873	отношении к	1	2
874	вслед за	4	2
875	слова с	1	2
876	и до	1	2
877	друг от	1	2
878	никаких оснований	1	2
879	языком в	1	2
880	начиная с	3	2
881	из истории	1	2
882	одной из	2	2
883	в глазах	7	2
884	не знаем	1	2
885	в каждый	1	2
886	всякий раз	2	2
887	знания о	1	2
888	характерное для	1	2
889	деле в	1	2
890	у них	1	2
891	и после	3	2
892	не из	1	2
893	читателя или	1	2
894	исключительно в	3	2
895	нам только	1	2
896	деле не	1	2
897	ответ на	6	2
898	было как	5	2
899	ничем не	1	2
900	нас нет	2	2
901	это был	1	2
902	исторической жизни	1	2
903	зависит от	3	2
904	том числе	1	2
905	одним и	1	2
906	слово а	1	2
907	конечно в	1	2
908	от которого	3	2
909	от основной	1	2
910	для всего	1	2
911	он и	2	2
912	себя самого	1	2
913	в литературе	8	2
914	ее в	1	2
915	где он	1	2
916	говорит и	1	2
917	сознания и	2	2
918	а все	1	2
919	слова а	1	2
920	этом в	1	2
921	речь но	1	2
922	сказать не	1	2
923	от друга	1	2
924	дело в	2	2
925	вовсе еще	1	2
926	в ряде	2	2
927	лишний раз	1	2
928	нас к	1	2
929	возможно и	1	2
930	является не	1	2
931	иной раз	1	2
932	к своему	2	2
933	не столь	2	2
934	один и	2	2
935	до их	1	2
936	именно эта	2	2
937	все слова	1	2
938	это было	3	2
939	для которого	1	2
940	ничего нельзя	1	2
941	и вообще	1	2
942	которая как	1	2
943	и мысли	1	2
944	только к	3	2
945	же с	1	2
946	же к	1	2
947	по большей	5	2
948	могут служить	2	2
949	может идти	1	2
950	ни один	1	2
951	тому как	4	2
952	с совершенно	1	2
953	быть и	3	2
954	а по	2	2
955	оказывается что	1	2
956	только у	1	2
957	событие и	4	2
958	как то	1	2
959	собственно говоря	3	2
960	как правило	8	2
961	этом своем	1	2
962	во многом	1	2
963	указывает на	1	2
964	в ходе	4	2
965	все содержание	1	2
966	это очевидно	1	2
967	них как	2	2
968	жизни и	7	2
969	свидетельствуют о	1	2
970	малом количестве	1	2
971	в период	1	2
972	является ли	1	2
973	эти два	2	2
974	ведь и	1	2
975	именно это	1	2
976	здесь следует	1	2
977	дело здесь	1	2
978	не можем	2	2
979	возможна только	1	2
980	течением времени	1	2
981	со двора	1	1
982	поскольку о	1	1
983	более не	3	1
984	что один	1	1
985	было показано	1	1
986	не легко	1	1
987	тот ни	1	1
988	человеческой жизни	3	1
989	тургенева в	1	1
990	письма не	2	1
991	русской литературе	1	1
992	исходя из	4	1
993	сколько к	1	1
994	за исключением	1	1
995	какой есть	1	1
996	каждого отдельного	1	1
997	всей жизни	1	1
998	где о	1	1
999	искусства это	1	1
1000	связанных между	1	1
1001	в равной	3	1
1002	на второй	1	1
1003	эта новая	1	1
1004	именно она	1	1
1005	она уже	1	1
1006	после которых	1	1
1007	является в	1	1
1008	не зависит	1	1
1009	какой бы	1	1
1010	говорит о	3	1
1011	привести к	1	1
1012	сам автор	1	1
1013	проникновения в	2	1
1014	иначе но	1	1
1015	в последние	2	1
1016	например с	1	1
1017	случае он	2	1
1018	от этих	3	1
1019	средств в	1	1
1020	с собой	2	1
1021	ни слова	2	1
1022	однако при	1	1
1023	среди других	1	1
1024	характерного и	1	1
1025	следует здесь	1	1
1026	отсутствии у	1	1
1027	на сцену	1	1
1028	связь с	1	1
1029	установки на	1	1
1030	только внешние	1	1
1031	обращением к	1	1
1032	зрения вполне	1	1
1033	стороне от	1	1
1034	ни одна	1	1
1035	и сам	4	1
1036	лет в	1	1
1037	и опять	2	1
1038	русских ведомостей	1	1
1039	естественно не	1	1
1040	в некотором	2	1
1041	воображении в	1	1
1042	от всего	1	1
1043	такого содержания	1	1
1044	порядка и	1	1
1045	к другим	1	1
1046	значительной степени	1	1
1047	со смыслом	1	1
1048	бы стать	1	1
1049	тебе не	1	1
1050	но стоит	1	1
1051	и внутренне	1	1
1052	их в	4	1
1053	общий контекст	1	1
1054	оказываются в	1	1
1055	мысли о	1	1
1056	одновременно и	1	1
1057	так легко	1	1
1058	внимание к	2	1
1059	не обладают	1	1
1060	и социально	1	1
1061	человеческой речи	1	1
1062	но у	1	1
1063	смыслу или	1	1
1064	себя не	1	1
1065	мир и	2	1
1066	искусство слова	1	1
1067	матери и	5	1
1068	которую всякий	1	1
1069	на первый	1	1
1070	даже с	1	1
1071	для исследования	1	1
1072	любовь которая	1	1
1073	постановки вопросов	1	1
1074	словами как	1	1
1075	является их	1	1
1076	ровным счетом	2	1
1077	шире и	2	1
1078	которые мы	1	1
1079	сказал я	1	1
1080	когда на	1	1
1081	уже до	1	1
1082	тех слов	1	1
1083	которой он	4	1
1084	себе лишь	1	1
1085	соответствии со	1	1
1086	имеет право	1	1
1087	на следующем	1	1
1088	их отношений	1	1
1089	этом я	1	1
1090	легко но	1	1
1091	важное и	1	1
1092	но во	1	1
1093	и уж	1	1
1094	языка например	1	1
1095	и неизбежно	1	1
1096	это главным	1	1
1097	с другим	2	1
1098	аргументом в	1	1
1099	времени в	3	1
1100	к своей	2	1
1101	и действия	2	1
1102	граница между	1	1
1103	не встречается	1	1
1104	между двумя	6	1
1105	а когда	1	1
1106	жизни по	1	1
1107	которым в	1	1
1108	только на	4	1
1109	правда и	1	1
1110	и вторая	1	1
1111	претендовать на	1	1
1112	образом что	1	1
1113	определяется его	1	1
1114	что ее	1	1
1115	бывает как	1	1
1116	имеют для	1	1
1117	отношениях к	1	1
1118	то его	1	1
1119	не лишним	1	1
1120	другом отношении	1	1
1121	некоторых общих	1	1
1122	то чтобы	2	1
1123	пока еще	4	1
1124	не становится	1	1
1125	было понятно	1	1
1126	об отсутствии	1	1
1127	у себя	2	1
1128	новых для	1	1
1129	чтобы они	1	1
1130	и притом	3	1
1131	рассказать о	1	1
1132	сдвиг в	1	1
1133	следующим образом	1	1
1134	в отвлечении	1	1
1135	объект и	1	1
1136	как результат	1	1
1137	речь о	1	1
1138	это прежде	1	1
1139	тем это	1	1
1140	от другой	1	1
1141	он сам	4	1
1142	эти не	1	1
1143	он живет	1	1
1144	жизни есть	1	1
1145	или особенно	1	1
1146	к ее	3	1
1147	в обращении	2	1
1148	они могут	2	1
1149	формируется в	1	1
1150	себя в	4	1
1151	быть использован	1	1
1152	которая обладает	1	1
1153	начало и	3	1
1154	что обычно	1	1
1155	о ней	5	1
1156	перед нею	1	1
1157	не скучно	1	1
1158	той степени	1	1
1159	от которой	2	1
1160	иным причинам	1	1
1161	рассказа что	1	1
1162	может обойтись	1	1
1163	в большем	1	1
1164	к различным	2	1
1165	во всех	2	1
1166	все его	4	1
1167	вам в	1	1
1168	нами не	2	1
1169	различного рода	3	1
1170	труд в	1	1
1171	возвращение к	1	1
1172	так можно	1	1
1173	от его	2	1
1174	последние десятилетия	1	1
1175	сказать и	1	1
1176	похожи на	2	1
1177	это будет	1	1
1178	как средство	1	1
1179	гораздо существеннее	1	1
1180	об одном	2	1
1181	такого рода	17	1
1182	она в	3	1
1183	случайное и	1	1
1184	о событии	2	1
1185	с воспоминаниями	1	1
1186	первый раз	2	1
1187	становится очевидным	1	1
1188	смысл которого	1	1
1189	получает в	1	1
1190	для которой	1	1
1191	протяжении столетия	1	1
1192	не владеет	3	1
1193	здесь говорить	1	1
1194	возможна не	1	1
1195	по мнению	2	1
1196	далеко за	1	1
1197	лучше чем	1	1
1198	или иному	1	1
1199	после этого	1	1
1200	предмет своего	1	1
1201	чем у	1	1
1202	слово не	1	1
1203	состоящий в	1	1
1204	фраз и	1	1
1205	отказывается от	1	1
1206	не обладает	1	1
1207	своей точки	1	1
1208	не ограничивается	1	1
1209	смысл данного	1	1
1210	бы рассказать	1	1
1211	том именно	1	1
1212	или не	5	1
1213	столько же	2	1
1214	он может	1	1
1215	от тех	1	1
1216	события в	3	1
1217	слова во	1	1
1218	к чему	3	1
1219	отделаться от	1	1
1220	в изложении	1	1
1221	это социальная	1	1
1222	место лишь	1	1
1223	из уст	2	1
1224	было ясно	2	1
1225	легкой руки	1	1
1226	сообщает нам	1	1
1227	xx века	1	1
1228	с одним	1	1
1229	у тургенева	2	1
1230	простой и	2	1
1231	этом последнем	2	1
1232	как говорит	1	1
1233	как видим	1	1
1234	роль принадлежит	2	1
1235	а со	1	1
1236	лишь на	1	1
1237	думать о	1	1
1238	следует понимать	1	1
1239	в пределы	1	1
1240	и характер	1	1
1241	образом для	1	1
1242	перехода от	2	1
1243	того и	1	1
1244	между собой	3	1
1245	не определяется	1	1
1246	которым не	1	1
1247	на границе	1	1
1248	например как	1	1
1249	сомневаться в	2	1
1250	полагает что	1	1
1251	теперь и	2	1
1252	речи или	1	1
1253	не иначе	1	1
1254	и понимание	1	1
1255	совершенно прав	1	1
1256	и своей	1	1
1257	и блестит	1	1
1258	не имел	2	1
1259	я был	1	1
1260	войне и	2	1
1261	или слушателя	1	1
1262	только от	2	1
1263	будто и	1	1
1264	в уста	1	1
1265	еще одним	1	1
1266	сознания а	1	1
1267	мы способны	2	1
1268	ним было	1	1
1269	не совсем	1	1
1270	в живой	1	1
1271	о предмете	1	1
1272	более понятны	1	1
1273	до нас	1	1
1274	этой своей	2	1
1275	английский язык	1	1
1276	на другой	6	1
1277	не тот	1	1
1278	собеседника и	1	1
1279	бы она	1	1
1280	с легкой	1	1
1281	в характеристике	1	1
1282	художественной литературе	1	1
1283	в ответ	4	1
1284	действующих лиц	8	1
1285	именно что	1	1
1286	о пользе	1	1
1287	и смысла	1	1
1288	оно и	1	1
1289	возвращаясь к	1	1
1290	легко можно	1	1
1291	одно и	2	1
1292	было для	1	1
1293	и та	1	1
1294	ситуации к	1	1
1295	сущности говоря	1	1
1296	ни тот	1	1
1297	не такова	1	1
1298	время когда	1	1
1299	вспомним что	1	1
1300	кажется и	1	1
1301	по удачному	1	1
1302	с очевидной	1	1
1303	серые глаза	1	1
1304	из нас	3	1
1305	и другая	2	1
1306	по своей	3	1
1307	лет а	1	1
1308	известно по	1	1
1309	первого и	2	1
1310	следует признать	2	1
