N	2gram	Bakhtin_Pr	UchenyiS
125	а между	1	2
126	смысле этого	1	2
127	с его	2	2
128	и у	2	2
129	на первый	2	2
130	сих пор	1	2
131	только в	13	2
132	формы и	5	2
133	по себе	1	2
134	что все	2	2
135	не все	2	2
136	вопроса о	3	2
137	но конечно	4	2
138	и исторические	1	1
139	степени характерно	1	1
140	на большую	1	1
141	без труда	1	1
142	в той	1	1
143	и исторически	1	1
144	так то	1	1
145	что в	7	1
146	к лицу	1	1
147	этой тенденции	1	1
148	определяемая систематически	1	1
149	крайним выражением	1	1
150	может обойтись	1	1
151	художественного восприятия	2	1
152	не было	2	1
153	эстетический объект	37	1
154	бы только	1	1
155	и даже	3	1
156	содержания в	4	1
157	первый план	2	1
158	этого и	1	1
159	слова правда	1	1
160	она все	1	1
161	и потому	4	1
162	для научного	1	1
163	и художник	1	1
164	но он	1	1
165	эстетического восприятия	1	1
166	в свое	1	1
167	или просто	1	1
168	в которой	1	1
169	понятие эстетического	1	1
170	подобных работ	1	1
171	все и	2	1
172	можно сказать	2	1
173	эстетически значимый	1	1
174	этого не	1	1
175	восприятия и	1	1
176	мы можем	6	1
177	или иначе	1	1
178	в данном	4	1
179	и быть	1	1
180	что под	1	1
181	художественное творчество	7	1
182	как таковая	1	1
183	и техники	1	1
184	нет и	3	1
185	вещи это	1	1
186	равно как	1	1
187	в словесном	2	1
188	вообще в	1	1
189	его форма	1	1
190	у толстого	1	1
191	это содержание	1	1
192	произведение как	4	1
193	быть эстетикой	1	1
194	быть не	1	1
195	данного произведения	1	1
196	и все	3	1
197	объекта и	7	1
198	которые могли	1	1
199	анализу и	1	1
200	что угодно	1	1
201	содержание и	2	1
202	как таковое	1	1
203	направлено на	1	1
204	сказать что	4	1
205	в сфере	1	1
206	произведения как	8	1
207	и эта	2	1
208	в процессе	1	1
209	данном случае	4	1
210	его как	3	1
211	поэтики в	1	1
212	но для	1	1
213	то есть	46	1
214	на эстетику	1	1
215	и всей	1	1
216	нем но	1	1
217	и др	8	1
218	и содержание	3	1
219	и действительно	1	1
220	очень часто	1	1
221	сдвиг в	1	1
222	на материал	2	1
223	в эстетический	12	1
224	в таком	3	1
225	о сущности	2	1
226	она не	2	1
227	степени и	2	1
228	как науки	1	1
229	в произведении	4	1
230	смысле и	1	1
231	но именно	1	1
232	до конца	1	1
233	формальным методом	1	1
234	является только	1	1
235	творчество и	3	1
236	впрочем не	1	1
237	в своем	5	1
238	с тем	1	1
239	в значительной	2	1
240	входит в	8	1
241	по теории	1	1
242	объекта в	5	1
243	стороны в	1	1
244	только как	6	1
245	есть конечно	1	1
246	содержания или	1	1
247	только при	2	1
248	одной стороны	3	1
249	только материал	1	1
250	относится к	4	1
251	мы имеем	2	1
252	культурная ценность	1	1
253	у тех	1	1
254	является эстетически	1	1
255	понимая под	1	1
256	об искусстве	3	1
257	анализа в	1	1
258	искусства и	3	1
259	что по	1	1
260	не для	1	1
261	он может	2	1
262	с самим	2	1
263	искусств а	1	1
264	в ней	4	1
265	или даже	1	1
266	но что	1	1
267	эстетики словесного	1	1
268	только единство	2	1
269	и прежде	5	1
270	язык в	2	1
271	и независимо	1	1
272	место и	2	1
273	разрыв с	1	1
274	словесного искусства	2	1
275	оно является	1	1
276	не вполне	2	1
277	на то	2	1
278	техники только	1	1
279	которой и	1	1
280	художественного объекта	2	1
281	случайно и	1	1
282	строго говоря	1	1
283	но если	1	1
284	области в	1	1
285	словесного художественного	2	1
286	бы ни	1	1
287	не входит	10	1
288	словами как	1	1
289	не столь	1	1
290	в которых	1	1
291	к этому	2	1
292	так и	5	1
293	обе эти	1	1
294	искусства вообще	1	1
295	что с	1	1
296	из которых	2	1
297	это в	1	1
298	отнюдь не	19	1
299	находятся в	1	1
300	и вся	2	1
301	эстетикой словесного	1	1
302	о котором	2	1
303	искусстве форма	1	1
304	в нем	15	1
305	художественного впечатления	2	1
306	работ в	1	1
307	он не	3	1
308	содержания и	6	1
309	словесных произведений	1	1
310	последние годы	2	1
311	физикой и	1	1
312	независимо от	13	1
313	может служить	1	1
314	материал и	2	1
315	все что	3	1
316	композиции в	1	1
317	без систематического	1	1
318	есть ли	1	1
319	и что	2	1
320	содержание в	7	1
321	художником и	1	1
322	и эстетической	1	1
323	форма в	1	1
324	отказ от	1	1
325	и это	3	1
326	приходится учитывать	1	1
327	с одной	3	1
328	и как-то	1	1
329	в поэтическом	1	1
330	области словесного	1	1
331	за пределы	12	1
332	эстетики содержания	1	1
333	они в	1	1
334	должно быть	5	1
335	поступка в	1	1
336	до крайности	1	1
337	не ставит	1	1
338	задачи и	2	1
339	в виду	4	1
340	и искусства	2	1
341	к которой	1	1
342	широком смысле	1	1
343	лирических стихотворений	1	1
344	планах и	1	1
345	к созданию	1	1
346	случайной и	1	1
347	предмете изучения	1	1
348	в пределах	6	1
349	уже не	1	1
350	ценность в	1	1
351	и вне	1	1
352	научного мышления	1	1
353	о том	4	1
354	объекта анализ	1	1
355	слагается из	1	1
356	произведения в	5	1
357	далеко не	5	1
358	и лингвистической	1	1
359	формы как	1	1
360	того что	2	1
361	искусства в	2	1
362	вне которой	1	1
363	слишком часто	1	1
364	в котором	2	1
365	не существует	1	1
366	бы в	1	1
367	которых слово	1	1
368	в виде	2	1
369	искусства не	3	1
370	отвлеченное от	1	1
371	приводит к	3	1
372	никогда не	5	1
373	его эстетической	1	1
374	ориентация на	1	1
375	человека и	1	1
