N	3gram	Voloshinov	Formalny
182	но если бы	1	1
183	по себе не	1	1
184	конечно не может	2	1
185	так именно и	1	1
186	какой степени не	1	1
187	может быть более	1	1
188	они как бы	1	1
189	и по отношению	3	1
190	и в нем	1	1
191	таким образом лишь	1	1
192	не могут выйти	1	1
193	так называемый формальный	1	1
194	к вопросу о	1	1
195	которая только и	1	1
196	же справедливо и	1	1
197	как не может	1	1
198	шаг не приблизимся	1	1
199	приблизимся к пониманию	1	1
200	определяется прежде всего	1	1
201	в определенную эпоху	1	1
202	и потому не	1	1
203	формой и содержанием	1	1
204	не приблизимся к	1	1
205	между тем художественное	1	1
206	и теоретическая поэтика	1	1
207	марксистский метод в	1	1
208	в процессе социального	1	1
209	при этом слово	1	1
210	в том и	1	1
211	особенно важное значение	1	1
212	следует отметить что	1	1
213	таким образом мы	1	1
214	так и все	1	1
215	в кругозор говорящих	1	1
216	истории литературы и	1	1
217	взаимодействие литературы с	1	1
218	для других идеологических	1	1
219	как о материале	1	1
220	мы ни на	1	1
221	хотя бы не	1	1
222	быть более или	1	1
223	сказать что и	1	1
224	можно выставить обратное	1	1
225	оно ни было	1	1
226	о том что	1	1
227	ни в какой	1	1
228	мы обратимся к	1	1
229	того чтобы не	1	1
230	по крайней мере	1	1
231	таким образом во	1	1
232	если мы обратимся	1	1
233	форму социального общения	1	1
234	содержания и выбор	1	1
235	в такой степени	1	1
236	общения не может	1	1
237	во внутренней речи	1	1
238	и в поэзии	1	1
239	конечно эта своеобразная	1	1
240	в высшую степень	1	1
241	не из словаря	1	1
242	здесь вовсе не	1	1
243	можно сказать что	5	1
244	с ним на	1	1
245	то едва ли	1	1
246	художественного восприятия и	1	1
247	место в творчестве	1	1
248	в то время	1	1
249	в высказывание как	1	1
250	зависит от того	2	1
251	все же не	1	1
252	самом деле это	1	1
253	себе в своей	1	1
254	художественное произведение если	1	1
255	и его в	1	1
256	же самое справедливо	2	1
257	каких бы то	1	1
258	продукты идеологического творчества	1	1
259	значения и ценности	1	1
260	ни в коем	1	1
261	опираться только на	1	1
262	одно и то	2	1
263	с социологией не	1	1
264	к предмету высказывания	4	1
265	таком понимании форма	1	1
266	с помощью материала	1	1
267	каждое жизненное высказывание	1	1
268	каково бы оно	1	1
269	называемый формальный метод	1	1
270	формы в поэзии	1	1
271	не может опираться	1	1
272	но тем не	2	1
273	поэтического стиля как	1	1
274	входит в высказывание	1	1
275	же как и	1	1
276	для историка литературы	1	1
277	так и о	1	1
278	задача социологической поэтики	1	1
279	для всего современного	1	1
280	выбор содержания и	1	1
281	было бы показать	1	1
282	а лишь поскольку	1	1
283	словаря а из	1	1
284	сводится только к	1	1
285	хотя бы только	1	1
286	бы только возможность	1	1
287	не должна быть	1	1
288	может быть оторвано	1	1
289	бы оно ни	1	1
290	литературы и ее	1	1
291	выражение она находит	1	1
292	можно было бы	1	1
293	хотя и здесь	1	1
