N	2gram	Tiupa_Lite	KulturaY
261	и вовсе	1	7
262	есть в	1	7
263	не все	1	7
264	и потому	1	7
265	до тех	2	7
266	она не	1	7
267	не знает	3	7
268	когда он	1	7
269	только как	1	7
270	как он	2	7
271	не следует	1	7
272	говоря уже	3	6
273	только что	1	6
274	даже в	6	6
275	о революции	1	6
276	в соответствии	2	6
277	только для	1	6
278	отличается от	1	6
279	не всегда	1	6
280	уже о	2	6
281	о них	1	6
282	ср также	1	6
283	по поводу	2	6
284	гораздо более	1	6
285	мы знаем	1	6
286	в ее	1	6
287	не столько	8	6
288	от этого	1	6
289	той или	1	6
290	могли бы	1	6
291	на этом	3	6
292	за пределы	3	6
293	я в	12	6
294	пушкина в	2	6
295	не на	2	6
296	разумеется не	2	6
297	если не	1	6
298	этой точки	3	6
299	но только	3	6
300	перед нами	1	6
301	а если	2	6
302	роль в	2	6
303	на основе	2	6
304	же время	12	6
305	в отличие	6	6
306	соответствии с	3	6
307	в сфере	7	6
308	тем же	5	6
309	свое время	1	6
310	в свое	1	6
311	в себе	8	6
312	данном случае	6	6
313	мы не	5	6
314	или в	1	6
315	этого не	2	6
316	то это	2	6
317	если и	1	6
318	как будто	2	6
319	это конечно	1	6
320	отличие от	6	6
321	дело не	2	6
322	не с	2	6
323	говоря о	1	6
324	только то	3	6
325	чтобы не	2	6
326	приводит к	4	6
327	как к	4	6
328	на себя	4	6
329	нуждается в	3	6
330	же это	3	6
331	и к	1	5
332	думаю что	1	5
333	не как	4	5
334	и даже	9	5
335	а во-вторых	1	5
336	языка на	1	5
337	и того	2	5
338	на мой	1	5
339	поэзии как	1	5
340	даже и	2	5
341	в другом	3	5
342	превращается в	2	5
343	и еще	1	5
344	установка на	1	5
345	могло бы	1	5
346	никогда не	5	5
347	и он	3	5
348	к себе	3	5
349	ставит себе	1	5
350	живет и	1	5
351	в конце	6	5
352	я и	10	5
353	и у	1	5
354	у него	5	5
355	здесь как	2	5
356	но как	3	5
357	мой взгляд	1	5
358	всего лишь	7	5
359	и является	2	5
360	так что	4	5
361	всех этих	1	5
362	одного и	1	5
363	в кругу	1	5
364	не так	1	5
365	мы в	3	5
366	из того	3	5
367	в отношении	2	5
368	к его	1	5
369	то он	3	5
370	относится к	3	5
371	быть не	2	5
372	переход от	1	5
373	на вопрос	1	5
374	бы на	2	5
375	о нем	1	5
376	и от	1	5
377	мы находим	1	5
378	а на	1	5
379	но с	3	5
380	более что	1	5
381	так в	6	5
382	в конечном	9	5
383	русской культуры	3	5
384	или иначе	9	5
385	отношение к	1	5
386	и только	4	5
387	в разговоре	2	5
388	не надо	2	5
389	есть не	2	5
390	мы и	1	4
391	случае мы	1	4
392	или иных	2	4
393	а вот	2	4
394	одно из	3	4
395	прошлого столетия	1	4
396	конечном счете	8	4
397	само собою	1	4
398	так например	1	4
399	и где	1	4
400	так называемых	2	4
401	к этой	2	4
402	вот почему	1	4
403	в различных	1	4
404	уже и	1	4
405	именно так	3	4
406	быть в	1	4
407	как я	3	4
408	что даже	1	4
409	не мог	3	4
410	из них	5	4
411	к нему	1	4
412	всего в	4	4
413	иначе говоря	2	4
414	в году	18	4
415	аналогии с	3	4
416	его в	4	4
417	отношения между	3	4
418	но он	1	4
419	не о	1	4
420	которое в	1	4
421	между ними	1	4
422	же как	3	4
423	в ряду	1	4
424	себе и	2	4
425	в каждом	2	4
426	мы можем	1	4
427	в лучшем	1	4
428	эти слова	2	4
429	сюда же	1	4
430	если б	2	4
431	как известно	1	4
432	так называемого	2	4
433	тот или	1	4
434	что для	2	4
435	и все	1	4
436	и по	1	4
437	наше время	1	4
438	однако и	2	4
439	на деле	1	4
440	во втором	3	4
441	уже на	1	4
442	языка который	1	4
443	то в	3	4
444	это уже	2	4
445	из которых	3	4
446	так или	8	4
447	нам в	1	4
448	здесь мы	1	4
449	отношения к	1	4
450	бы не	3	4
451	который не	1	4
452	в известном	1	4
453	я говорю	1	4
454	все они	2	4
455	ни на	1	4
456	не должно	1	4
457	в современном	1	4
458	в значении	1	4
459	как проблема	1	4
460	мог бы	1	4
461	автор статьи	1	4
462	однако в	7	4
463	поэтому что	1	4
464	различие между	3	4
465	и было	1	4
466	свидетельствует о	3	4
467	указание на	1	4
468	по словам	1	4
469	в виде	1	4
470	и без	1	4
471	последнее время	1	4
472	в такой	1	4
473	в условиях	1	4
474	к одному	1	4
475	в наши	1	4
476	нужно было	1	4
477	но дело	1	4
478	на это	2	4
479	одного из	4	4
480	такой же	3	4
481	только после	1	4
482	не более	2	4
483	не к	3	4
484	а то	2	4
485	все что	3	3
486	случае в	1	3
487	со всем	1	3
488	можно и	2	3
489	над языком	2	3
490	тех кто	3	3
491	тем как	1	3
492	мысли и	1	3
493	в некоторых	1	3
494	отношений в	1	3
495	чтобы в	1	3
496	на эту	1	3
497	в это	1	3
498	но мы	1	3
499	мы с	3	3
500	в дальнейшем	1	3
501	еще один	1	3
502	раз и	2	3
503	разумеется и	1	3
504	но даже	2	3
505	во многих	3	3
506	за собой	2	3
507	общения и	1	3
508	с общей	1	3
509	себе в	3	3
510	за рамки	1	3
511	наряду с	1	3
512	в контексте	1	3
513	на него	1	3
514	все время	1	3
515	который в	2	3
516	от них	1	3
517	на котором	1	3
518	как сказано	2	3
519	для этой	2	3
520	в системе	1	3
521	представить себе	1	3
522	бы то	1	3
523	классической литературы	3	3
524	в большинстве	1	3
525	глаза на	1	3
526	от языка	2	3
527	всю свою	1	3
528	к жизни	2	3
529	в следующем	1	3
530	что его	3	3
531	одним из	8	3
532	по аналогии	3	3
533	ссылки на	1	3
534	литературе и	1	3
535	поэтической речи	1	3
536	большинстве случаев	1	3
537	в сторону	1	3
538	от себя	2	3
539	в наше	1	3
540	на долю	1	3
541	но зато	2	3
542	политики в	1	3
543	иметь в	1	3
544	также не	1	3
545	образом если	1	3
546	ни были	1	3
547	то ни	1	3
548	не раз	2	3
549	например не	1	3
550	только с	1	3
551	что есть	2	3
552	о его	1	3
553	которое мы	1	3
554	эпохи в	1	3
555	речь а	1	3
556	чаще всего	1	3
557	во время	1	3
558	в него	1	3
559	меньшей степени	1	3
560	в одну	1	3
561	русской классической	9	3
562	меня и	1	3
563	та же	2	3
564	например что	1	3
565	если в	2	3
566	лишь тогда	1	3
567	их как	1	3
568	не принял	1	3
569	и мы	2	3
570	в россии	2	3
571	показать что	1	3
572	в романе	1	3
573	языка есть	1	3
574	поэзии и	3	3
575	роли в	1	3
576	в стихах	8	3
577	пока он	1	3
578	виду не	2	3
579	своей собственной	2	3
580	более чем	4	3
581	и уже	1	3
582	с большой	1	3
583	те или	1	3
584	не могло	3	3
585	пока мы	1	3
586	например для	1	3
587	тогда как	20	3
588	каждый из	4	3
589	знает что	1	3
590	образом не	1	3
591	тому чтобы	1	3
592	нет и	1	3
593	он в	1	3
594	почти целиком	1	3
595	при котором	2	3
596	том же	3	3
597	культурной жизни	1	3
598	значение в	1	3
599	выходит за	1	3
600	в первый	2	3
601	для него	6	3
602	не для	2	3
603	в основании	1	3
604	из своих	2	3
605	все той	2	3
606	с их	3	3
607	в противовес	2	3
608	это еще	1	3
609	между собою	1	3
610	духовной культуры	1	3
611	с той	1	3
612	от слова	2	3
613	этой цели	2	3
614	и я	7	3
615	сколь бы	1	3
616	со своей	3	3
617	только и	1	3
618	с первого	1	3
619	этой книге	3	3
620	что от	1	3
621	а как	2	3
622	из ряда	1	3
623	не по	2	3
624	конце концов	1	3
625	в искусстве	4	3
626	лучшем случае	1	3
627	отказ от	7	3
628	в начале	4	3
629	и самой	1	3
630	как некоторое	1	3
631	за ними	1	3
632	значение слова	1	3
633	а скорее	2	3
634	тем чтобы	1	3
635	этой же	1	3
636	тех или	2	3
637	более того	1	3
638	во всем	1	2
639	от него	2	2
640	без особых	1	2
641	только из	1	2
642	язык а	1	2
643	по тому	1	2
644	материалом поэзии	1	2
645	которые не	1	2
646	которая в	3	2
647	без исключения	1	2
648	дело с	1	2
649	из всех	1	2
650	литература и	1	2
651	в принципе	7	2
652	но сам	1	2
653	есть наиболее	3	2
654	в день	1	2
655	приходит к	1	2
656	понимается как	1	2
657	у пушкина	1	2
658	все ту	3	2
659	и поэтикой	1	2
660	ведет к	5	2
661	том или	1	2
662	в жизни	7	2
663	имеет место	1	2
664	здесь дело	1	2
665	или ином	1	2
666	поскольку он	2	2
667	у достоевского	2	2
668	культуры в	5	2
669	это например	1	2
670	сам же	2	2
671	большей части	1	2
672	в основном	1	2
673	в действительности	2	2
674	что этот	1	2
675	не хуже	1	2
676	этот не	1	2
677	имеет в	1	2
678	не должен	3	2
679	почти исключительно	1	2
680	и иных	2	2
681	но эти	1	2
682	вот и	1	2
683	с такой	1	2
684	правда ли	1	2
685	но может	1	2
686	но они	1	2
687	в строгом	1	2
688	и когда	1	2
689	и те	1	2
690	любви к	1	2
691	было сказано	1	2
692	над словом	3	2
693	конечном итоге	1	2
694	а так	1	2
695	речь не	1	2
696	не умеет	1	2
697	исходит из	3	2
698	и письменная	1	2
699	одна из	8	2
700	в текст	2	2
701	революции и	1	2
702	понятие о	1	2
703	в пользу	1	2
704	едва ли	5	2
705	целого ряда	1	2
706	быть с	1	2
707	на почве	2	2
708	не выходит	1	2
709	как такового	1	2
710	после чего	2	2
711	в состоянии	1	2
712	ни было	2	2
713	целого а	1	2
714	сказали бы	1	2
715	счете к	1	2
716	поскольку речь	2	2
717	может оказаться	1	2
718	с другими	1	2
719	х годов	5	2
720	полагать в	1	2
721	и всякой	1	2
722	русской литературы	3	2
723	на память	1	2
724	к настоящему	1	2
725	борьбы с	1	2
726	ее от	1	2
727	и говорит	2	2
728	и позволяет	1	2
729	который по	1	2
730	и хорошо	1	2
731	он говорит	2	2
732	бы вполне	1	2
733	всякой иной	1	2
734	речь шла	1	2
735	такова что	1	2
736	себе не	2	2
737	человек в	2	2
738	одном из	3	2
739	его жизни	1	2
740	в себя	5	2
741	враг и	2	2
742	слово как	1	2
743	не был	1	2
744	в русской	13	2
745	нами как	1	2
746	их не	2	2
747	это как	3	2
748	как следует	1	2
749	идет по	1	2
750	свое место	1	2
751	с какой	1	2
752	к новым	2	2
753	в случае	5	2
754	вниманием к	1	2
755	своего времени	2	2
756	расшифровывается как	1	2
757	где в	2	2
758	в москве	2	2
759	совершенно справедливо	1	2
760	не слова	1	2
761	того кто	2	2
762	с полным	1	2
763	общего с	3	2
764	и др	4	2
765	когда они	1	2
766	этой фразы	1	2
767	здесь я	1	2
768	себе как	2	2
769	он стал	1	2
770	искусства в	2	2
771	с неба	1	2
772	на жизнь	1	2
773	надо полагать	1	2
774	в очерке	1	2
775	он уже	1	2
776	как с	1	2
777	сказано в	3	2
778	предметы и	1	2
779	переходит в	1	2
780	поэтому в	1	2
781	задолго до	1	2
782	для них	2	2
783	однако он	1	2
784	я все	3	2
785	за это	1	2
786	творчества и	1	2
787	должен был	1	2
788	капитанской дочке	1	2
789	с этого	1	2
790	с некоторыми	1	2
791	и одновременно	2	2
792	в моем	1	2
793	у читателя	1	2
794	№ г	1	2
795	легко и	2	2
796	льва толстого	1	2
797	человек который	1	2
798	есть нечто	1	2
799	подхода к	1	2
800	это время	1	2
801	состоит из	1	2
802	никто не	1	2
803	это всего	2	2
804	которая не	2	2
805	имеет здесь	1	2
806	нет в	2	2
807	к другому	1	2
808	ничего общего	2	2
809	это самое	1	2
810	в словах	2	2
811	но тут	1	2
812	язык только	1	2
813	не является	3	2
814	нам о	1	2
815	совершенно иной	1	2
816	себе уже	1	2
817	к свету	2	2
818	еще на	1	2
819	для нее	2	2
820	отношении к	2	2
821	мы получим	1	2
822	вслед за	1	2
823	следует перейти	1	2
824	и до	1	2
825	в обществе	1	2
826	самого пушкина	3	2
827	потому и	1	2
828	все в	1	2
829	одной из	2	2
830	в глазах	4	2
831	то здесь	1	2
832	не стоит	1	2
833	у них	1	2
834	исключительно в	1	2
835	последнего времени	1	2
836	тогда в	1	2
837	ответ на	1	2
838	с известными	1	2
839	когда речь	1	2
840	который уже	1	2
841	исторической жизни	1	2
842	том числе	2	2
843	одним и	1	2
844	от которого	1	2
845	он и	5	2
846	себя самого	1	2
847	в литературе	2	2
848	ее в	1	2
849	говорит и	1	2
850	сознания и	1	2
851	а все	1	2
852	слова а	1	2
853	этом в	3	2
854	по этому	2	2
855	надобности в	1	2
856	отказаться от	1	2
857	нас только	1	2
858	дело в	3	2
859	преодоления и	1	2
860	язык поэзии	1	2
861	иной раз	1	2
862	имеется в	2	2
863	основана на	1	2
864	другом месте	1	2
865	живой и	1	2
866	к своему	2	2
867	перейти к	1	2
868	один и	1	2
869	до их	1	2
870	это было	1	2
871	для которого	1	2
872	путь к	2	2
873	в одной	1	2
874	которая как	1	2
875	принципиальное значение	1	2
876	в эти	1	2
877	за то	2	2
878	по большей	1	2
879	интеллигенции и	1	2
880	могут служить	2	2
881	ни один	1	2
882	тому как	4	2
883	не станем	2	2
884	к тем	1	2
885	а по	2	2
886	пушкиным в	1	2
887	есть и	1	2
888	оказывается что	1	2
889	например и	2	2
890	которую я	1	2
891	как то	1	2
892	и всякая	1	2
893	собственно говоря	1	2
894	как правило	5	2
895	этом своем	1	2
896	культуры но	1	2
897	который как	1	2
898	в ходе	2	2
899	за счет	1	2
900	первая же	1	2
901	годы не	1	2
902	жизни и	6	2
903	и прежде	4	2
904	в силах	1	2
905	как заявил	1	2
906	все более	3	2
907	языка если	1	2
908	и новые	1	2
909	может и	1	2
910	приобретает уже	1	2
911	не можем	2	2
912	возможна только	1	2
913	более не	2	1
914	практически не	2	1
915	что видно	1	1
916	и возможностей	1	1
917	пушкин в	1	1
918	таких моментов	1	1
919	этой проблеме	1	1
920	как форма	1	1
921	в последнее	1	1
922	русской литературе	7	1
923	в ноябре	1	1
924	это акт	1	1
925	самого себя	3	1
926	исходя из	3	1
927	бы лишь	1	1
928	литература это	1	1
929	всей жизни	1	1
930	культуры из	1	1
931	искусства это	2	1
932	об искусстве	1	1
933	в равной	4	1
934	оказывается не	2	1
935	на второй	2	1
936	эта новая	1	1
937	могут приобретать	1	1
938	всей русской	2	1
939	советской власти	1	1
940	литературы а	1	1
941	именно она	1	1
942	помочь ему	1	1
943	она уже	1	1
944	является в	1	1
945	но тем	4	1
946	угодно но	1	1
947	какой бы	1	1
948	говорит о	1	1
949	сам автор	1	1
950	и лучше	1	1
951	проникновения в	1	1
952	и двух	1	1
953	всем и	2	1
954	например с	1	1
955	почему мы	1	1
956	ты не	1	1
957	шла о	1	1
958	литературной и	2	1
959	раз с	1	1
960	и другими	1	1
961	с собой	4	1
962	вопреки всем	1	1
963	среди других	1	1
964	установки на	1	1
965	в борьбе	1	1
966	смысл этот	1	1
967	это должно	1	1
968	товарищ с	1	1
969	и сам	6	1
970	русской поэзии	5	1
971	на свою	3	1
972	историю литературы	1	1
973	естественно не	1	1
974	за ним	1	1
975	от всего	1	1
976	стиля как	1	1
977	сущности не	1	1
978	к более	1	1
979	говорят о	1	1
980	значительной степени	1	1
981	традиции для	1	1
982	кстати сказать	1	1
983	я от	2	1
984	что по	1	1
985	и коллективного	1	1
986	человеческой речи	1	1
987	и сделал	1	1
988	теперь не	1	1
989	прочим и	1	1
990	от поэзии	1	1
991	я здесь	1	1
992	мир и	2	1
993	образом от	1	1
994	искусство слова	1	1
995	нам ясен	1	1
996	на первый	1	1
997	к объекту	2	1
998	и общества	1	1
999	самого начала	1	1
1000	всегда возможны	1	1
1001	у которых	1	1
1002	перестает быть	5	1
1003	если судить	1	1
1004	ставят перед	1	1
1005	как таковому	1	1
1006	положение при	1	1
1007	задним числом	1	1
1008	как справедливо	1	1
1009	значение только	1	1
1010	же следует	1	1
1011	дня и	1	1
1012	как речь	1	1
1013	знал что	1	1
1014	имеет право	1	1
1015	нас и	1	1
1016	в ссср	1	1
1017	раз не	1	1
1018	в позу	1	1
1019	те в	1	1
1020	что подобное	1	1
1021	в понимании	1	1
1022	процесс в	1	1
1023	варианте в	1	1
1024	все тот	1	1
1025	и неизбежно	1	1
1026	искусства и	6	1
1027	с другим	1	1
1028	времени в	1	1
1029	с нашим	1	1
1030	в этот	1	1
1031	к своей	2	1
1032	слов но	2	1
1033	не мне	1	1
1034	однако нет	1	1
1035	граница между	2	1
1036	из наших	1	1
1037	из таких	2	1
1038	между двумя	1	1
1039	следует отнести	1	1
1040	путь для	1	1
1041	жизни по	1	1
1042	которым в	1	1
1043	только на	3	1
1044	ты скажешь	1	1
1045	каждое слово	1	1
1046	становится для	2	1
1047	обращаясь к	4	1
1048	несколько примеров	1	1
1049	начале xix	1	1
1050	то как	2	1
1051	элементы не	1	1
1052	от своей	1	1
1053	как таковую	1	1
1054	в странах	1	1
1055	перед ним	2	1
1056	году но	1	1
1057	литературы как	1	1
1058	близость к	1	1
1059	бы потому	1	1
1060	пока еще	1	1
1061	рассчитана на	2	1
1062	поэта и	1	1
1063	тенденцию к	1	1
1064	вернуться к	1	1
1065	нас на	1	1
1066	него не	1	1
1067	по которым	2	1
1068	революции в	1	1
1069	но разве	1	1
1070	кино и	1	1
1071	а сам	1	1
1072	с товарищем	1	1
1073	сохраняется в	1	1
1074	следующим образом	2	1
1075	путь от	1	1
1076	как от	1	1
1077	есть по	1	1
1078	объект и	2	1
1079	во всей	1	1
1080	каком отношении	1	1
1081	не удивительно	1	1
1082	году и	1	1
1083	это прежде	1	1
1084	он сам	2	1
1085	нам остается	1	1
1086	следует и	1	1
1087	действительности по	1	1
1088	лишь при	1	1
1089	весьма точной	1	1
1090	идут в	2	1
1091	пути с	1	1
1092	к ее	1	1
1093	в обращении	1	1
1094	этом же	1	1
1095	затем в	1	1
1096	себя в	7	1
1097	до свиданья	2	1
1098	они умеют	1	1
1099	все перечисленные	1	1
1100	но было	1	1
1101	эпохи с	1	1
1102	у футуристов	1	1
1103	все мы	1	1
1104	пусть и	1	1
1105	к общему	3	1
1106	в западных	2	1
1107	которой я	1	1
1108	во всех	4	1
1109	равной мере	2	1
1110	стороны к	1	1
1111	этой задачи	1	1
1112	собой и	1	1
1113	не противоречит	1	1
1114	нами не	2	1
1115	не подозревая	1	1
1116	письмо в	1	1
1117	она и	1	1
1118	различного рода	2	1
1119	на смежные	1	1
1120	от его	1	1
1121	толстого и	1	1
1122	она как	1	1
1123	об одном	1	1
1124	так я	2	1
1125	такого рода	18	1
1126	всего разумеется	1	1
1127	первый раз	2	1
1128	к жене	1	1
1129	не привык	1	1
1130	для которой	1	1
1131	это я	1	1
1132	традиция в	1	1
1133	на нас	1	1
1134	из моментов	1	1
1135	было все	1	1
1136	например природа	1	1
1137	с тех	1	1
1138	и омега	1	1
1139	письма в	1	1
1140	имени в	3	1
1141	в недрах	1	1
1142	земле в	1	1
1143	о пиковой	1	1
1144	согласно которой	1	1
1145	для своего	2	1
1146	или иную	2	1
1147	к определенному	1	1
1148	не обладает	2	1
1149	и развитие	1	1
1150	задачу и	1	1
1151	если есть	1	1
1152	не станет	1	1
1153	что а	1	1
1154	вл соловьева	2	1
1155	что вы	1	1
1156	или не	1	1
1157	столько же	1	1
1158	простите за	2	1
1159	чем ближе	1	1
1160	маяковского или	1	1
1161	от тех	2	1
1162	деятельности в	4	1
1163	рассказов а	1	1
1164	то чтоб	1	1
1165	не нуждается	1	1
1166	это мы	1	1
1167	всей духовной	1	1
1168	мне в	2	1
1169	место лишь	1	1
1170	xviii века	2	1
1171	легкой руки	2	1
1172	свой литературный	1	1
1173	xx века	2	1
1174	простой и	1	1
1175	этом последнем	1	1
1176	по чужому	1	1
1177	не зря	1	1
1178	и перед	1	1
1179	из четырех	1	1
1180	к попыткам	1	1
1181	в употреблении	1	1
1182	для культуры	1	1
1183	это путь	1	1
1184	должно было	1	1
1185	данной стадии	1	1
1186	воздействия на	2	1
1187	связанным с	1	1
1188	письма как	1	1
1189	например как	1	1
1190	в эту	1	1
1191	то лишь	1	1
1192	лишь способ	1	1
1193	имеет ничего	1	1
1194	своих он	1	1
1195	я был	2	1
1196	творчество в	1	1
1197	войне и	2	1
1198	только от	1	1
1199	из ничего	1	1
1200	слов или	1	1
1201	если оно	2	1
1202	сознания а	2	1
1203	во главу	1	1
1204	за ту	1	1
1205	автора или	1	1
1206	виде эта	1	1
1207	не тот	2	1
1208	с легкой	2	1
1209	от тебя	1	1
1210	многих случаях	1	1
1211	но до	1	1
1212	за обедом	1	1
1213	есть так	1	1
1214	ли на	1	1
1215	и весьма	2	1
1216	процесса в	2	1
1217	в ответ	1	1
1218	переживаний и	1	1
1219	кажется что	1	1
1220	в образы	1	1
1221	оно и	1	1
1222	одно и	1	1
1223	сущности говоря	1	1
1224	периода не	1	1
1225	соединении с	1	1
1226	разногласия и	1	1
1227	и газета	1	1
1228	из нас	2	1
1229	по своей	3	1
1230	для наших	1	1
1231	лет а	1	1
1232	первого и	1	1
1233	от культуры	2	1
1234	следует признать	2	1
1235	поэтического письма	1	1
1236	которого в	1	1
1237	не себе	1	1
1238	у которого	1	1
1239	а вы	2	1
1240	должно явиться	1	1
1241	в школе	1	1
1242	движения и	1	1
1243	но без	2	1
1244	в акте	1	1
1245	что ты	2	1
1246	не видя	1	1
1247	я вам	1	1
1248	году в	1	1
1249	культуры и	2	1
1250	говорит это	1	1
1251	случае как	1	1
1252	практики футуризма	1	1
1253	и каждый	2	1
1254	онегина и	1	1
1255	устная и	1	1
1256	и ты	4	1
1257	три строки	1	1
1258	силу своей	3	1
1259	мысль в	2	1
1260	в первой	1	1
1261	невозможным без	1	1
1262	например о	1	1
1263	которое бы	1	1
1264	бы быть	1	1
1265	с сыном	2	1
1266	это проблема	1	1
1267	всего наше	1	1
1268	бы ни	1	1
1269	которые были	1	1
1270	свое собственное	3	1
1271	я люблю	3	1
1272	искусство которое	1	1
1273	точно в	1	1
1274	на чью	1	1
1275	мышления представляется	1	1
1276	есть ли	1	1
1277	чем и	1	1
1278	бы я	2	1
1279	в один	1	1
1280	каждого из	2	1
1281	и особенно	1	1
1282	он говорил	1	1
1283	при жизни	1	1
1284	я рад	2	1
1285	как теперь	2	1
1286	не мешает	1	1
1287	человеческой личности	1	1
1288	было но	1	1
1289	однако с	2	1
1290	часто оказываются	1	1
1291	и этот	1	1
1292	россии не	1	1
1293	и конечно	1	1
1294	достоевского в	1	1
1295	оппозиция в	1	1
1296	от жизни	2	1
1297	по определению	1	1
1298	то есть	11	1
1299	такова же	1	1
1300	но за	1	1
1301	на всей	1	1
1302	равно с	1	1
1303	и который	1	1
1304	такой системе	1	1
1305	уже об	1	1
1306	поэтому было	1	1
1307	нас как	1	1
