N	2gram	Bakhtin_Fr	Hudozhes
667	на которой	1	1
668	и от	6	1
669	слово в	1	1
670	и есть	5	1
671	весь мир	10	1
672	в третьем	3	1
673	мы находим	5	1
674	вокруг себя	1	1
675	праздничность в	1	1
676	тому же	5	1
677	раз в	2	1
678	не была	1	1
679	ведь это	3	1
680	но с	1	1
681	как внешний	1	1
682	не было	3	1
683	слиться в	1	1
684	это всегда	1	1
685	века и	2	1
686	от друга	1	1
687	реальной действительности	1	1
688	в присутствии	1	1
689	он это	2	1
690	для других	1	1
691	по утверждению	1	1
692	существует как	1	1
693	всех его	1	1
694	становления и	2	1
695	и где	1	1
696	на нее	1	1
697	дело в	5	1
698	же по	1	1
699	которое в	1	1
700	о каком	1	1
701	что не	4	1
702	не несет	1	1
703	всего романа	2	1
704	виду что	1	1
705	эту свободу	1	1
706	по ту	1	1
707	в конце	12	1
708	не остается	4	1
709	мира а	2	1
710	в последние	1	1
711	и без	3	1
712	же оно	1	1
713	заполнить собою	1	1
714	фольклора и	1	1
715	нас к	1	1
716	не подлежит	2	1
717	и непристойность	1	1
718	же как	4	1
719	на земле	2	1
720	все виды	1	1
721	между прочим	1	1
722	рядом с	6	1
723	акта в	2	1
724	является не	1	1
725	что ж	1	1
726	же точно	1	1
727	жизнью в	2	1
728	на фоне	4	1
729	как ее	2	1
730	от этого	2	1
731	особенности в	2	1
732	и со	1	1
733	языка но	2	1
734	остановимся на	2	1
735	папы и	4	1
736	по его	1	1
737	служит для	1	1
738	в условиях	3	1
739	это было	4	1
740	а всего	1	1
741	тех же	1	1
742	на его	2	1
743	поэтому у	1	1
744	и строго	1	1
745	в одной	3	1
746	действующие лица	1	1
747	времени то	1	1
748	связаны с	8	1
749	бы в	5	1
750	войны и	2	1
751	на них	2	1
752	людей в	1	1
753	контакт между	1	1
754	в каждом	3	1
755	нее нет	2	1
756	здесь как	4	1
757	грани между	1	1
758	полной мере	1	1
759	опираясь на	1	1
760	в уста	2	1
761	что от	1	1
762	в полной	1	1
763	как ни	1	1
764	вырождается в	1	1
765	в своих	1	1
766	от окружающих	1	1
767	он ни	1	1
768	и праздника	1	1
769	игра без	1	1
770	эти последние	3	1
771	каждом из	1	1
772	до нас	4	1
773	границы и	1	1
774	две стороны	1	1
775	есть свидетельство	1	1
776	именно потому	1	1
777	не дает	2	1
778	о трагическом	1	1
779	также и	11	1
780	ту же	3	1
781	здесь только	5	1
782	дистанции между	2	1
783	как человек	1	1
784	прямо как	1	1
785	всего только	1	1
786	она здесь	1	1
787	на какие-то	1	1
788	или же	1	1
789	всего эпизода	6	1
790	в развитии	1	1
791	в первом	3	1
792	и внутреннюю	1	1
793	для этого	2	1
794	после чего	1	1
795	и является	1	1
796	главного героя	1	1
797	это была	1	1
798	между жизнью	1	1
799	др в	2	1
800	тем и	1	1
801	в европейском	1	1
802	является одним	2	1
803	даже при	2	1
804	стороны и	1	1
805	еще два	1	1
806	только то	1	1
807	и жизни	2	1
808	у нее	3	1
809	как один	1	1
810	живота и	1	1
811	проникнута вся	2	1
812	традиции как	2	1
813	он еще	1	1
814	изобразительные искусства	1	1
815	на это	1	1
816	было бы	5	1
817	например не	1	1
818	не по	1	1
819	из нее	1	1
820	же самое	3	1
821	вступают в	2	1
822	ту сторону	1	1
823	как мы	16	1
824	в литературном	1	1
825	своей полноте	1	1
826	общего с	1	1
827	в понимании	1	1
828	что для	1	1
829	его как	4	1
830	друг другу	1	1
831	подход к	1	1
832	которые в	1	1
833	в зависимости	1	1
834	когда они	2	1
835	приводят к	1	1
836	того времени	1	1
837	обратимся к	2	1
838	в лучшем	1	1
839	связи между	1	1
840	основания для	1	1
841	не отделен	1	1
842	в резком	1	1
843	на отдельные	1	1
844	это ни	2	1
845	может показаться	1	1
846	по этому	1	1
847	так что	1	1
848	здесь также	1	1
849	происходит в	3	1
850	говорить об	1	1
851	чаще всего	1	1
852	как будто	2	1
853	идет не	2	1
854	на то	2	1
855	нуждается в	3	1
856	художественная литература	1	1
857	праздника нет	1	1
858	а как	3	1
859	и глубокий	1	1
860	отрешиться от	1	1
861	лучшем случае	1	1
862	в него	1	1
863	крайними пределами	1	1
864	именно это	2	1
865	и том	1	1
866	дело здесь	3	1
867	в известной	5	1
868	есть не	1	1
869	жизнью и	1	1
870	образов и	8	1
871	кажется что	2	1
872	в готовом	1	1
873	иное как	1	1
874	как ряд	1	1
875	более того	3	1
876	котором он	1	1
