N	2gram	Potebnia_M	DiskursI
582	в круг	1	2
583	заключать в	1	2
584	не должно	2	2
585	и теперь	1	2
586	в значении	1	2
587	народа и	2	2
588	и вся	1	2
589	отношении к	1	2
590	к одному	3	2
591	смысл в	1	2
592	вслед за	2	2
593	на их	2	2
594	он есть	3	2
595	и возможность	1	2
596	каждый из	1	2
597	не представляет	1	2
598	поэзии как	1	2
599	и той	4	2
600	есть его	1	2
601	событий в	1	2
602	имеет своим	1	2
603	народного творчества	1	2
604	со своими	1	2
605	не знаем	2	2
606	всякий раз	1	2
607	на этот	2	2
608	легко может	1	2
609	этого слова	5	2
610	есть к	1	2
611	друг друга	6	2
612	в самой	5	2
613	только о	2	2
614	могли быть	1	2
615	которому он	1	2
616	что говорящий	1	2
617	ответ на	2	2
618	но на	3	2
619	ни с	2	2
620	все это	3	2
621	что так	2	2
622	что с	3	2
623	ее в	1	2
624	видеть в	3	2
625	что собственно	1	2
626	лицом к	1	2
627	же не	2	2
628	возможно только	6	2
629	как нечто	1	2
630	в г	2	2
631	отказаться от	1	2
632	то к	1	2
633	речи это	1	2
634	мифа и	1	2
635	за этим	1	2
636	что будет	1	2
637	себя а	2	2
638	можно предположить	1	2
639	так в	4	2
640	света и	3	2
641	по его	7	2
642	это было	3	2
643	сомнение в	1	2
644	вовсе не	13	2
645	за его	1	2
646	и вообще	5	2
647	тем более	2	2
648	связаны с	1	2
649	как формы	1	2
650	совмещает в	1	2
651	ожидания и	3	2
652	первобытный человек	2	2
653	с самого	5	2
654	к божественному	1	2
655	случае если	1	2
656	его не	3	2
657	не по	4	2
658	для кого	2	2
659	мы должны	4	2
660	не знаю	1	2
661	и их	6	2
662	в науке	1	2
663	к области	1	2
664	заключает в	6	2
665	только то	3	2
666	чтобы не	3	2
667	с понятием	2	2
668	в голову	1	2
669	такой же	4	2
670	языка с	6	2
671	на то	5	2
672	и только	6	2
673	человек не	2	2
674	от субъекта	1	2
675	не могло	3	2
676	есть не	7	2
677	жизнью и	1	2
678	для другого	1	2
679	события о	1	1
680	с которыми	3	1
681	и другие	1	1
682	сколько и	4	1
683	к сожалению	1	1
684	нем а	1	1
685	а другие	1	1
686	для нее	4	1
687	что если	7	1
688	говорит но	1	1
689	мы и	1	1
690	же и	1	1
691	самого себя	4	1
692	к этой	3	1
693	они имеют	1	1
694	понятие как	1	1
695	и имеет	1	1
696	случае мы	1	1
697	степени как	1	1
698	в применении	3	1
699	столетия и	1	1
700	чувства как	1	1
701	тому что	4	1
702	даже в	1	1
703	с указания	2	1
704	в разных	2	1
705	тем как	3	1
706	примыкает к	1	1
707	в категориях	1	1
708	по общему	2	1
709	язык как	7	1
710	что человек	6	1
711	на нас	1	1
712	например с	2	1
713	другое в	1	1
714	его от	2	1
715	само себя	1	1
716	мнению что	1	1
717	место также	1	1
718	как она	3	1
719	разговора с	1	1
720	предполагает в	2	1
721	этим путем	1	1
722	быть названа	1	1
723	вопрос на	1	1
724	он имеет	1	1
725	от одного	2	1
726	а речи	1	1
727	всего следует	1	1
728	на мир	1	1
729	не выходя	1	1
730	из нее	2	1
731	по их	1	1
732	равно как	1	1
733	для осуществления	1	1
734	и там	1	1
735	вопрос этот	1	1
736	значении и	1	1
737	человека для	1	1
738	на земле	1	1
739	к более	1	1
740	в речи	1	1
741	а их	1	1
742	отношением к	1	1
743	по внутренней	1	1
744	и другим	1	1
745	с тем	9	1
746	стороны в	1	1
747	бы стать	1	1
748	я сказал	1	1
749	к самому	1	1
750	а именно	1	1
751	может существовать	1	1
752	при таком	5	1
753	в природе	11	1
754	человеческой речи	6	1
755	как более	1	1
756	которое не	1	1
757	случае по	1	1
758	что природа	2	1
759	и слово	2	1
760	мир и	1	1
761	при помощи	2	1
762	не имели	1	1
763	на одном	1	1
764	во-первых в	3	1
765	и нет	1	1
766	на все	5	1
767	и образ	2	1
768	вступая в	1	1
769	смерть только	1	1
770	общее потому	2	1
771	тем в	2	1
772	состоит не	1	1
773	в такой	2	1
774	оно имеет	2	1
775	которые не	5	1
776	нечто общее	3	1
777	в жизнь	1	1
778	восприятия и	3	1
779	во все	2	1
780	не существует	2	1
781	ее к	1	1
782	может так	1	1
783	коренится в	1	1
784	во-вторых что	1	1
785	видно что	2	1
786	то это	8	1
787	можно считать	2	1
788	следовало бы	1	1
789	применении к	3	1
790	раз и	1	1
791	человека не	2	1
792	наука не	1	1
793	одно целое	3	1
794	духовной жизни	2	1
795	что всякое	1	1
796	о красоте	1	1
797	даже и	4	1
798	она могла	2	1
799	имеет в	1	1
800	по возможности	1	1
801	но даже	2	1
802	в каких	1	1
803	но эти	4	1
804	самое понимание	1	1
805	в действие	1	1
806	остается неизменным	1	1
807	с другим	3	1
808	в этот	1	1
809	могут не	3	1
810	душе человека	1	1
811	двух или	1	1
812	она еще	2	1
813	быть названо	5	1
814	втором случае	1	1
815	значение чем	1	1
816	актов речи	1	1
817	вообще но	1	1
818	превращается в	2	1
819	в игру	1	1
820	в смысле	4	1
821	не что	2	1
822	этом по	1	1
823	от своей	1	1
824	так же	7	1
825	первоначально весьма	1	1
826	даже с	2	1
827	природы но	3	1
828	большую или	1	1
829	составляет сущность	1	1
830	его собственной	1	1
831	друг на	2	1
832	некоторое время	1	1
833	звук в	2	1
834	но ни	1	1
835	направленного на	1	1
836	если это	2	1
837	же так	1	1
838	теории представляют	1	1
839	этих последних	5	1
840	ошибочно было	1	1
841	ключ к	2	1
842	упустить из	1	1
843	но всякий	1	1
844	такой как	1	1
845	именно так	2	1
846	следующим образом	1	1
847	быть в	1	1
848	находится в	2	1
849	от физиологических	1	1
850	как я	1	1
851	есть по	1	1
852	отношения в	1	1
853	так не	1	1
854	теории и	2	1
855	человека вообще	1	1
856	которое само	1	1
857	без которой	2	1
858	от них	2	1
859	в противном	3	1
860	были в	1	1
861	от себя	2	1
862	явлений с	1	1
863	чувства в	5	1
864	являются уже	1	1
865	солнца а	1	1
866	последнем в	1	1
867	на котором	1	1
868	и две	1	1
869	или нет	3	1
870	к этим	2	1
871	вроде тех	1	1
872	уже по	2	1
873	наблюдения но	1	1
874	собственном значении	1	1
875	в заключение	1	1
876	на них	1	1
877	себе самом	1	1
878	представить себе	3	1
879	только не	2	1
880	не зная	3	1
881	о влиянии	1	1
882	особенности как	1	1
883	и мы	1	1
884	к индивидуальной	1	1
885	нами не	2	1
886	то оно	3	1
887	менее в	2	1
888	что иное	2	1
889	же словом	1	1
890	как полагает	1	1
891	быть продолжен	1	1
892	после того	3	1
893	он от	1	1
894	похожи на	1	1
895	мысли только	1	1
896	быть признаны	1	1
897	то будет	1	1
898	сливаются с	1	1
899	состояний в	1	1
900	в явлениях	1	1
901	стремление не	1	1
902	но еще	1	1
903	дополняется и	1	1
904	в состоянии	5	1
905	взглядом на	1	1
906	могут представиться	1	1
907	несколько выше	1	1
908	могло бы	4	1
909	между различными	1	1
910	которого он	1	1
911	по мнению	4	1
912	его восприятием	1	1
913	второй в	1	1
914	проявляясь в	1	1
915	природе не	1	1
916	отказывается от	1	1
917	жизни она	1	1
918	личного творчества	1	1
919	есть с	1	1
920	свет и	5	1
921	все прочие	1	1
922	его сознанию	1	1
923	лежит в	1	1
924	не была	2	1
925	чем в	2	1
926	из мысли	1	1
927	иначе чем	2	1
928	и отношения	1	1
929	не говорит	1	1
930	зрения но	1	1
931	что его	2	1
932	но совершенно	2	1
933	про себя	2	1
934	в представлении	1	1
935	которое в	1	1
936	быть только	7	1
937	в понятии	2	1
938	развития как	1	1
939	в таком	7	1
940	мере того	6	1
941	между этими	2	1
942	которой было	1	1
943	исторического развития	1	1
944	человек и	1	1
945	необходимости и	2	1
946	в связи	2	1
947	постепенном развитии	1	1
948	между ними	2	1
949	места где	1	1
950	противоположностей и	1	1
951	при восприятии	1	1
952	чего бы	2	1
953	всем своем	1	1
954	только его	1	1
955	к прежнему	2	1
956	между человеком	3	1
957	на который	1	1
958	человеке и	2	1
959	бытия с	1	1
960	они как	1	1
961	следует думать	1	1
962	от этого	2	1
963	уже давно	1	1
964	и следовательно	4	1
965	но существует	1	1
966	из одного	3	1
967	своей мысли	1	1
968	по характеру	1	1
969	встречается только	1	1
970	а понимание	1	1
971	жизни то	1	1
972	в других	6	1
973	сих пор	5	1
974	вопрос что	1	1
975	человека а	1	1
976	как сказано	1	1
977	бы в	6	1
978	и находил	1	1
979	существуют как	1	1
980	и жизненная	1	1
981	что хотя	1	1
982	однако очевидно	1	1
983	на которую	3	1
984	не имеющие	1	1
985	должен был	1	1
986	искать не	1	1
987	только от	2	1
988	именно как	1	1
989	к истине	2	1
990	необходимое условие	1	1
991	что такое	3	1
992	если оно	1	1
993	можно принять	1	1
994	человеческой деятельности	1	1
995	делает его	1	1
996	в мысль	1	1
997	есть мы	1	1
998	очень часто	1	1
999	самый процесс	2	1
1000	разных местах	1	1
1001	времени для	1	1
1002	все остальные	9	1
1003	близко к	1	1
1004	еще только	2	1
1005	как новое	1	1
1006	не дает	2	1
1007	обнаруживается не	1	1
1008	очевидно не	1	1
1009	не один	2	1
1010	своей субъективности	1	1
1011	для теории	3	1
1012	или же	7	1
1013	и исторический	1	1
1014	в ответ	1	1
1015	в развитии	2	1
1016	не мог	3	1
1017	не будет	2	1
1018	как объект	2	1
1019	на нем	1	1
1020	возвращаясь к	1	1
1021	всех других	1	1
1022	для сохранения	1	1
1023	язык вообще	3	1
1024	еще для	1	1
1025	к ее	2	1
1026	сложный процесс	1	1
1027	но только	2	1
1028	отдельных лиц	4	1
1029	с собственно	1	1
1030	но об	1	1
1031	этом смысле	4	1
1032	проникнуть в	1	1
1033	несколько иначе	1	1
1034	посредством слова	6	1
1035	должны были	2	1
1036	эмпиризма и	1	1
1037	когда мы	4	1
1038	которого в	1	1
1039	например не	1	1
1040	занимает в	1	1
1041	но без	2	1
1042	стороны он	1	1
1043	состояний как	2	1
1044	мере так	1	1
1045	природы и	1	1
1046	мы называем	4	1
1047	но есть	1	1
1048	это приводит	1	1
1049	их к	2	1
1050	которое мы	5	1
1051	предполагают в	1	1
1052	форм в	1	1
1053	так что	23	1
1054	в некотором	2	1
1055	содержание и	1	1
1056	образом в	5	1
1057	в человеческой	3	1
1058	в общем	1	1
1059	из этого	2	1
1060	в образовании	1	1
1061	к человеку	1	1
1062	которые были	1	1
1063	слушающий не	1	1
1064	оно может	2	1
1065	там где	8	1
1066	других вполне	1	1
1067	отрешиться от	1	1
1068	во время	5	1
1069	этом не	2	1
1070	нам только	1	1
1071	и чем	1	1
1072	нет не	1	1
1073	процессе речи	1	1
1074	как без	1	1
1075	всякое произведение	2	1
1076	становится объектом	2	1
1077	что до	2	1
1078	пришел к	1	1
1079	не отвергая	1	1
1080	это новое	1	1
1081	были бы	4	1
1082	деятельности по	2	1
1083	от нее	6	1
1084	с содержанием	1	1
1085	связи и	1	1
1086	образом и	2	1
1087	до сих	5	1
1088	существования и	1	1
1089	в тени	1	1
1090	от сознания	1	1
1091	ни малейшего	3	1
1092	проч но	2	1
1093	и здесь	1	1
1094	вопросы о	1	1
1095	не определяет	1	1
1096	до своего	2	1
1097	мы назвали	1	1
1098	душа в	1	1
1099	к одной	3	1
1100	если же	5	1
1101	которая по	1	1
1102	не идет	1	1
1103	ср с	2	1
1104	другие и	1	1
1105	но такая	2	1
1106	связан в	1	1
1107	о мертвых	2	1
1108	и дает	1	1
1109	же образом	1	1
1110	что это	5	1
1111	а развитием	1	1
1112	это уже	1	1
1113	вытесняется из	1	1
1114	иное значение	1	1
1115	не были	2	1
1116	никак не	3	1
1117	сам по	5	1
1118	одном и	3	1
1119	предполагает не	1	1
1120	жизни именно	1	1
1121	не исчерпывается	2	1
1122	о которой	2	1
1123	мы в	2	1
1124	и народной	1	1
1125	мира то	1	1
1126	утверждает что	3	1
1127	к сознанию	3	1
1128	для них	2	1
1129	где как	1	1
1130	употребление языка	1	1
1131	можно было	1	1
1132	в более	4	1
1133	со всеми	1	1
1134	связующим звеном	1	1
1135	от их	4	1
1136	поэтому и	1	1
1137	начинается с	1	1
1138	с ними	2	1
1139	отличаются от	1	1
1140	язык представляет	1	1
1141	которое как	1	1
1142	наблюдений над	1	1
1143	этого круга	1	1
1144	что у	2	1
1145	как при	2	1
1146	указывает не	1	1
1147	разных степеней	1	1
1148	тоже не	1	1
1149	например и	1	1
1150	не значение	1	1
1151	и действительно	1	1
1152	то время	3	1
1153	значения и	1	1
1154	может получить	1	1
1155	в одних	2	1
1156	может стать	3	1
1157	при более	1	1
1158	для каждого	1	1
1159	и так	1	1
1160	в слове	21	1
1161	последующее развитие	1	1
1162	этим в	1	1
1163	никто не	3	1
1164	в словах	6	1
1165	и были	1	1
1166	бы не	11	1
1167	том как	6	1
1168	сравнению с	1	1
1169	зависимости от	1	1
1170	в известном	2	1
1171	говорить и	1	1
1172	друг от	3	1
1173	которая не	1	1
1174	в каком	7	1
1175	своей жизни	1	1
1176	такого положения	1	1
1177	сущности своей	1	1
1178	на другие	1	1
1179	этого движения	1	1
1180	него других	1	1
1181	который при	1	1
1182	нет ничего	2	1
1183	но их	1	1
1184	слова является	1	1
1185	языка которое	2	1
1186	его и	1	1
1187	разные времена	2	1
1188	для говорящих	1	1
1189	ряду других	1	1
1190	сложившиеся в	2	1
1191	где нет	1	1
1192	таких актов	1	1
1193	не воспроизводится	1	1
1194	что сила	1	1
1195	в слово	2	1
1196	оба эти	2	1
1197	или меньшую	1	1
1198	или нескольких	1	1
1199	то и	15	1
1200	задний план	1	1
1201	в психологических	1	1
1202	их сочетания	1	1
1203	наконец в	1	1
1204	того чтобы	4	1
1205	и если	6	1
1206	сознание и	1	1
1207	на друга	2	1
1208	по сравнению	1	1
1209	из его	1	1
1210	же которые	1	1
1211	следует сказать	2	1
1212	мне представляется	1	1
1213	обойтись без	1	1
1214	развития и	3	1
1215	вся ее	2	1
1216	то все	6	1
1217	природы в	2	1
1218	приводит в	5	1
1219	слов и	5	1
1220	чтобы она	1	1
1221	знания об	1	1
1222	ближе всего	1	1
1223	человека только	1	1
1224	в мир	1	1
1225	ни были	3	1
1226	только тем	2	1
1227	друга и	2	1
1228	например для	1	1
1229	цели и	1	1
1230	напротив в	1	1
1231	только это	1	1
1232	и наоборот	10	1
1233	действия и	1	1
1234	как например	4	1
1235	жизни что	1	1
1236	им в	1	1
1237	вообще может	1	1
1238	которому мы	2	1
1239	не встречается	1	1
1240	таким путем	4	1
1241	на что	3	1
1242	что здесь	1	1
1243	он в	1	1
1244	непосредственно из	1	1
1245	имеют не	1	1
1246	на две	2	1
1247	это вообще	1	1
1248	прошедшего времени	1	1
1249	мог бы	5	1
1250	начиная с	2	1
1251	не за	1	1
1252	произведения и	1	1
1253	предмета в	3	1
1254	в образе	1	1
1255	в глазах	4	1
1256	или наполеон	1	1
1257	только при	3	1
1258	субъектом и	1	1
1259	ею при	1	1
1260	двух противоположных	2	1
1261	покидает его	1	1
1262	том же	3	1
1263	мысли не	1	1
1264	языка а	3	1
1265	всего к	1	1
1266	и проч	11	1
1267	течение жизни	1	1
1268	но если	4	1
1269	как предмет	3	1
1270	языка возможно	1	1
1271	утверждая что	1	1
1272	что во	4	1
1273	удовольствия но	1	1
1274	теперь уже	2	1
1275	так называемое	1	1
1276	только потому	4	1
1277	связанных между	1	1
1278	возможности но	1	1
1279	движения и	3	1
1280	нет дела	1	1
1281	тот же	5	1
1282	на некоторое	1	1
1283	внешнее и	1	1
1284	человека но	1	1
1285	и том	3	1
1286	он должен	2	1
1287	каждом шагу	1	1
1288	слово то	1	1
1289	и условными	1	1
1290	им как	2	1
1291	как нельзя	1	1
1292	вместе со	3	1
1293	проникает в	1	1
1294	мысли а	2	1
1295	особенности а	1	1
1296	содержания а	1	1
1297	тем какие	2	1
1298	бывает при	1	1
1299	ничем не	2	1
1300	так как	29	1
1301	мир в	1	1
1302	и также	1	1
1303	зависит и	1	1
1304	только по	5	1
1305	не во	3	1
1306	этот процесс	1	1
1307	на письме	1	1
