N	2gram	Propp_Isto	Tvorches
382	жизни и	3	3
383	этой связи	2	3
384	в области	3	3
385	и только	4	3
386	это в	3	3
387	а я	2	3
388	они имеют	1	2
389	он приходит	1	2
390	мы наблюдаем	1	2
391	все что	4	2
392	еще раз	1	2
393	на эти	2	2
394	же и	1	2
395	вообще говоря	1	2
396	этот момент	1	2
397	сам автор	1	2
398	время не	1	2
399	представлений о	4	2
400	в результате	1	2
401	ясно что	2	2
402	по мере	1	2
403	на смену	2	2
404	вслед за	2	2
405	вот что	1	2
406	героя как	1	2
407	относится и	1	2
408	человек в	1	2
409	было очень	1	2
410	меня в	2	2
411	с тем	8	2
412	начинается с	4	2
413	только через	3	2
414	приходит в	2	2
415	их в	3	2
416	в бою	1	2
417	и очень	1	2
418	в одно	2	2
419	его личной	1	2
420	с героем	3	2
421	когда в	3	2
422	но мы	3	2
423	связано с	7	2
424	и нет	3	2
425	всякого рода	1	2
426	а что	1	2
427	из действительности	1	2
428	в первую	8	2
429	в данном	8	2
430	не могли	1	2
431	можно не	1	2
432	то это	7	2
433	в действительности	2	2
434	очень точно	1	2
435	которой он	3	2
436	он был	2	2
437	нас и	1	2
438	входит в	1	2
439	имеет в	1	2
440	только как	1	2
441	но даже	1	2
442	своим собственным	1	2
443	из себя	1	2
444	когда она	2	2
445	литературе нет	1	2
446	самого себя	2	2
447	но этот	1	2
448	на ней	5	2
449	как на	3	2
450	нас на	1	2
451	ключ к	1	2
452	о чем	2	2
453	не просто	3	2
454	того же	3	2
455	жизнь и	1	2
456	во всех	8	2
457	этой задачи	3	2
458	в жертву	1	2
459	мышления и	1	2
460	и красота	1	2
461	здесь нет	4	2
462	там нет	1	2
463	с одной	12	2
464	на том	10	2
465	тем не	4	2
466	которого он	1	2
467	после этого	8	2
468	в качестве	5	2
469	и холод	1	2
470	вокруг себя	1	2
471	страх перед	1	2
472	мы все	1	2
473	связи с	3	2
474	ли и	2	2
475	который является	1	2
476	не говорит	1	2
477	героя с	1	2
478	причем в	3	2
479	как его	2	2
480	всему миру	2	2
481	да я	1	2
482	тому что	2	2
483	человек и	1	2
484	в связи	3	2
485	котором говорилось	1	2
486	между прочим	3	2
487	рядом с	1	2
488	между собой	1	2
489	в эту	3	2
490	что как	1	2
491	и м	1	2
492	но как	4	2
493	ли это	1	2
494	эти примеры	1	2
495	мы уже	10	2
496	и книга	1	2
497	не дает	1	2
498	во что	1	2
499	самому себе	1	2
500	он стал	2	2
501	кажется что	7	2
502	не будет	6	2
503	для этой	2	2
504	если же	1	2
505	и та	1	2
506	в тех	8	2
507	в современной	2	2
508	по своей	1	2
509	в нее	1	2
510	сравнительно с	1	2
511	было бы	4	2
512	нем и	1	2
513	это самая	1	2
514	я в	1	2
515	что ты	1	2
516	слова из	1	2
517	что во	2	2
518	в доме	1	2
519	не значит	1	2
520	в силу	2	2
521	чаще всего	8	2
522	из этого	2	2
523	время он	1	2
524	бы ни	1	2
525	которые были	1	2
526	а как	2	2
527	нет не	1	2
528	означает что	1	2
529	нет ли	1	2
530	и здесь	13	2
531	о своих	1	2
532	никого не	1	2
533	и свою	1	2
534	своего собственного	1	2
535	с такой	1	2
536	брак с	2	2
537	большую роль	1	2
538	представляют собой	5	2
539	ни в	4	2
540	и делает	2	2
541	не могут	3	2
542	за что	1	2
543	должен был	2	2
544	здесь мы	11	2
545	мы понимаем	1	2
546	в целях	2	2
547	тоже не	3	2
548	уже говорили	1	2
549	так вот	1	2
550	не знал	2	2
551	как о	1	2
552	свое лицо	1	2
553	не имеет	6	2
554	не видно	1	2
555	ли он	5	2
556	несколько ниже	1	2
557	которого не	1	2
558	в известном	1	2
559	знает что	2	2
560	показалось что	1	2
561	то он	2	2
562	со смертью	1	2
563	родился в	1	2
564	где нет	1	2
565	не дают	2	2
566	своей собственной	1	2
567	наконец в	1	2
568	того чтобы	1	2
569	и поэтому	1	2
570	героем и	2	2
571	у меня	1	2
572	не должны	1	2
573	а через	1	2
574	и уже	1	2
575	что если	2	2
576	героя а	3	2
577	играет в	1	2
578	о своем	1	2
579	он пришел	1	2
580	не потому	1	2
581	а во	1	2
582	им в	2	2
583	ибо он	2	2
584	что же	2	2
585	характер в	2	2
586	он в	4	2
587	мог бы	1	2
588	он все	1	2
589	он продолжает	1	2
590	всякий раз	1	2
591	не стоит	2	2
592	же он	1	2
593	в классической	1	2
594	в другое	2	2
595	д и	1	2
596	влечет за	1	2
597	ответ на	6	2
598	и всякий	1	2
599	в прямом	1	2
600	мир в	1	2
601	данном случае	7	2
602	сам он	3	2
603	о человеке	1	2
604	нас не	2	2
605	где он	3	2
606	он как	3	2
607	он начинает	1	2
608	прямо в	1	2
609	этом он	1	2
610	во время	7	2
611	со своим	4	2
612	в египте	13	2
613	в таких	3	2
614	из форм	1	2
615	не замечая	1	2
616	своей воле	1	2
617	за этим	1	2
618	не от	3	2
619	и где	1	2
620	в силах	1	2
621	обращаясь в	1	2
622	указывает на	1	2
623	в литературу	1	2
624	очень много	2	2
625	в ряде	1	2
626	совершенно точно	2	2
627	или даже	3	2
628	смерти в	2	2
629	сразу же	1	2
630	и без	1	2
631	должен быть	2	2
632	отсюда же	4	2
633	мир с	1	2
634	перед тем	1	2
635	свою противоположность	1	2
636	действительности но	1	2
637	героя к	1	2
638	ли в	1	2
639	на свадьбе	1	2
640	в руки	2	2
641	не могу	2	2
642	она не	3	2
643	но при	2	2
644	а от	1	2
645	от всех	2	2
646	но она	2	2
647	всех этих	6	2
648	в зеркало	1	2
649	только то	1	2
650	самое время	2	2
651	что можно	1	2
652	по всей	2	2
653	со своими	1	2
654	и о	2	2
655	говорилось выше	3	2
656	й главе	1	2
657	же в	1	2
658	их на	2	2
659	все более	1	2
660	эти два	1	2
661	это довольно	2	2
662	может и	1	2
663	однако все	2	2
664	но для	3	2
665	он с	1	2
666	есть не	1	2
667	это указание	2	1
668	сюжет о	1	1
669	туман и	1	1
670	они являются	1	1
671	был и	1	1
672	заметим что	2	1
673	в возможности	1	1
674	отвечает на	1	1
675	выражена в	1	1
676	мы и	1	1
677	религии и	1	1
678	не единственный	1	1
679	не понимает	1	1
680	а когда	1	1
681	оно так	1	1
682	эта теория	1	1
683	чего не	1	1
684	рассказ о	2	1
685	которые не	2	1
686	к этой	2	1
687	античной мифологии	1	1
688	на огонь	1	1
689	она всегда	1	1
690	не знающих	2	1
691	вопросу о	1	1
692	дочери и	2	1
693	глаза и	1	1
694	формы в	1	1
695	на щеке	1	1
696	ссылаясь на	1	1
697	зеркало и	2	1
698	тем как	1	1
699	но тем	2	1
700	взрослой дочери	1	1
701	так можно	1	1
702	красивых женщин	1	1
703	всего мы	1	1
704	заранее обречены	1	1
705	не хочет	1	1
706	чем суть	1	1
707	несколько в	1	1
708	требует от	1	1
709	другое в	1	1
710	здесь необходимо	2	1
711	нами в	2	1
712	отдельно от	1	1
713	вопрос об	1	1
714	не сможет	1	1
715	а там	2	1
716	их не	3	1
717	этого на	1	1
718	но все	5	1
719	именно и	1	1
720	я за	1	1
721	о мире	1	1
722	мне кажется	1	1
723	равно как	1	1
724	общественный строй	1	1
725	о городе	1	1
726	происходит не	1	1
727	из самых	2	1
728	большей частью	2	1
729	что весь	1	1
730	как драгоценный	1	1
731	нет есть	1	1
732	или на	1	1
733	из всего	3	1
734	и требует	1	1
735	не сказано	2	1
736	характер за	1	1
737	по голове	1	1
738	золотом веке	1	1
739	с ума	1	1
740	я могу	2	1
741	рай и	1	1
742	мотив он	1	1
743	похож на	1	1
744	девушки он	1	1
745	его отец	3	1
746	что по	2	1
747	выход из	1	1
748	видит сон	1	1
749	спускается в	1	1
750	но очень	1	1
751	бросил в	2	1
752	он является	1	1
753	за ней	1	1
754	свои руки	1	1
755	себя не	1	1
756	из героев	1	1
757	этой стороны	4	1
758	в обстановке	1	1
759	жизни на	1	1
760	направлен на	2	1
761	не его	2	1
762	и стал	4	1
763	смысл этого	1	1
764	как только	5	1
765	искусство и	1	1
766	в темноте	1	1
767	за один	1	1
768	становятся в	1	1
769	и смерти	1	1
770	для выражения	1	1
771	первый взгляд	5	1
772	у которых	1	1
773	при всей	1	1
774	на этой	1	1
775	ее к	2	1
776	герой получает	5	1
777	мире не	1	1
778	к другой	2	1
779	он сделал	1	1
780	что душа	1	1
781	же следует	1	1
782	можно считать	1	1
783	и такие	3	1
784	ином мире	12	1
785	вопрос о	6	1
786	он играет	1	1
787	то этот	1	1
788	не согласиться	1	1
789	свои личные	2	1
790	эта связь	7	1
791	вся вселенная	1	1
792	выражения этого	1	1
793	имеет право	1	1
794	вышла за	1	1
795	так для	1	1
796	в цикле	1	1
797	даже и	1	1
798	представления о	13	1
799	мифа а	1	1
800	в противоположность	1	1
801	не должен	1	1
802	одной стороны	12	1
803	меня на	3	1
804	нам по	3	1
805	есть печать	1	1
806	миф о	2	1
807	действительности он	1	1
808	его принять	1	1
809	уже было	1	1
810	в руках	2	1
811	таким же	2	1
812	между двумя	2	1
813	на золотых	1	1
814	легенды в	1	1
815	но они	4	1
816	встречи с	1	1
817	если нет	1	1
818	в различных	3	1
819	связь между	1	1
820	происходить и	1	1
821	обнаруживает в	1	1
822	и те	2	1
823	сил в	1	1
824	можно ли	2	1
825	себе в	3	1
826	до того	1	1
827	как существо	1	1
828	души человеческой	1	1
829	всего что	1	1
830	друг на	2	1
831	сила и	1	1
832	ты должен	1	1
833	этого мира	2	1
834	и новая	1	1
835	то чтобы	2	1
836	выше мы	4	1
837	к ним	3	1
838	совершенно ясна	2	1
839	с кровати	1	1
840	это весьма	1	1
841	под ним	1	1
842	еще нет	4	1
843	на могиле	1	1
844	в голове	1	1
845	дает нам	3	1
846	виде это	1	1
847	ее но	1	1
848	него не	1	1
849	ее как	2	1
850	том чтобы	3	1
851	еще ничего	1	1
852	а только	1	1
853	любой человек	1	1
854	такая же	1	1
855	под названием	1	1
856	в одиссее	1	1
857	как я	1	1
858	как от	1	1
859	чего он	1	1
860	есть только	1	1
861	бросает в	1	1
862	ним на	1	1
863	говорит ты	1	1
864	от них	2	1
865	для всего	1	1
866	за полтора	1	1
867	общих чертах	1	1
868	о связи	2	1
869	вот как	1	1
870	чем это	1	1
871	до них	1	1
872	этом очень	1	1
873	это объяснение	1	1
874	на дне	1	1
875	их еще	1	1
876	героя не	1	1
877	бы то	1	1
878	он имел	1	1
879	в самую	1	1
880	этап развития	1	1
881	и оба	1	1
882	все его	3	1
883	мы как	1	1
884	к их	1	1
885	где его	2	1
886	же роль	1	1
887	хотелось бы	1	1
888	и стад	1	1
889	от его	2	1
890	что иное	2	1
891	пришедшего в	1	1
892	подробную разработку	1	1
893	и всей	1	1
894	после чего	5	1
895	и функции	1	1
896	что сам	1	1
897	впадает в	1	1
898	и вместе	3	1
899	какой-то другой	1	1
900	что уже	1	1
901	в поисках	1	1
902	первый раз	1	1
903	ни было	1	1
904	которых как	1	1
905	него самого	2	1
906	т е	34	1
907	эти детали	1	1
908	от начала	1	1
909	чтобы иметь	1	1
910	что такое	2	1
911	и за	1	1
912	отнести и	1	1
913	им кажется	1	1
914	в герое	3	1
915	или иную	1	1
916	на стадии	1	1
917	холод и	1	1
918	от такого	1	1
919	делает это	1	1
920	бы что	2	1
921	ничего специфически	1	1
922	сквозь землю	1	1
923	как можно	1	1
924	видит в	3	1
925	для исследователя	1	1
926	его совесть	1	1
927	положение и	1	1
928	воспринимается как	1	1
929	в несколько	1	1
930	такое понимание	2	1
931	живет и	1	1
932	и некоторые	2	1
933	они представляют	2	1
934	как видно	1	1
935	женщина и	1	1
936	так герой	1	1
937	рода не	1	1
938	именно здесь	1	1
939	и говорит	5	1
940	всех его	2	1
941	что за	3	1
942	это мы	1	1
943	в день	2	1
944	с представлением	2	1
945	прямо не	2	1
946	о смерти	5	1
947	здесь же	3	1
948	и всю	1	1
949	с водой	2	1
950	из трех	1	1
951	характер и	1	1
952	бог с	1	1
953	учение о	1	1
954	без него	1	1
955	между ними	1	1
956	места где	1	1
957	спрашивается что	1	1
958	время как	4	1
959	с отцом	1	1
960	и она	3	1
961	большинстве случаев	1	1
962	развивается и	2	1
963	так на	1	1
964	и перед	1	1
965	основано на	1	1
966	с женщиной	1	1
967	он тебя	1	1
968	этого характера	1	1
969	если я	2	1
970	уже давно	1	1
971	незадолго до	2	1
972	о которых	1	1
973	и достижение	1	1
974	глазах у	1	1
975	сильной и	1	1
976	себе и	3	1
977	большого города	1	1
978	это тоже	1	1
979	что их	1	1
980	под влиянием	2	1
981	в других	6	1
982	встрече с	1	1
983	что одной	1	1
984	он склонен	1	1
985	на которую	1	1
986	остров на	2	1
987	меня но	1	1
988	так я	1	1
989	я его	3	1
990	мы можем	11	1
991	от себя	1	1
992	находит свое	1	1
993	вопрос но	1	1
994	того в	1	1
995	и цель	1	1
996	которые ссылается	1	1
997	есть признак	1	1
998	они же	3	1
999	противоположность в	1	1
1000	я тебе	1	1
1001	с золотыми	2	1
1002	с матерью	1	1
1003	не хочешь	1	1
1004	чтобы герой	1	1
1005	собой это	1	1
1006	не составляет	1	1
1007	сердца а	1	1
1008	вон и	1	1
1009	или во	1	1
1010	случаев в	3	1
1011	не видят	2	1
1012	такую большую	1	1
1013	взор на	1	1
1014	на другой	2	1
1015	в работе	1	1
1016	то ни	1	1
1017	и собственно	1	1
1018	в ответ	3	1
1019	в апокалипсисе	1	1
1020	в городе	1	1
1021	мире на	1	1
1022	что эта	1	1
1023	один раз	1	1
1024	вспомним что	2	1
1025	можно было	3	1
1026	в форме	4	1
1027	почти всегда	6	1
1028	он принимается	1	1
1029	того где	1	1
1030	картину этого	1	1
1031	от своего	2	1
1032	над ним	1	1
1033	осталась на	1	1
1034	должны были	4	1
1035	или иное	1	1
1036	в иных	1	1
1037	на свое	2	1
1038	меняется и	1	1
1039	героя соответствует	1	1
1040	не раз	1	1
1041	возможно что	4	1
1042	и никогда	1	1
1043	главным образом	3	1
1044	он прямо	1	1
1045	это делает	1	1
1046	обратимся к	2	1
1047	всех сторон	1	1
1048	узнаем в	1	1
1049	он показывает	7	1
1050	вопрос этот	1	1
1051	об этих	1	1
1052	говорит ему	2	1
1053	прием в	1	1
1054	особое внимание	1	1
1055	если они	4	1
1056	представление об	6	1
1057	за год	1	1
1058	не отметить	1	1
1059	на место	2	1
1060	сказать о	1	1
1061	он создает	1	1
1062	это совершенно	1	1
1063	яркий образ	1	1
1064	если герой	1	1
1065	является его	1	1
1066	случае это	1	1
1067	египте в	1	1
1068	дух в	1	1
1069	очень рано	1	1
1070	в какой-то	1	1
1071	каждого из	1	1
1072	не остается	1	1
1073	до его	1	1
1074	еще одно	2	1
1075	раньше чем	4	1
1076	живет на	1	1
1077	три месяца	2	1
1078	крови на	1	1
1079	с неба	2	1
1080	можно только	1	1
1081	мифа не	1	1
1082	на месте	1	1
1083	в особенности	2	1
1084	и бессмертие	1	1
1085	мире и	1	1
1086	это неверно	1	1
1087	однако и	1	1
1088	он бросил	1	1
1089	то время	4	1
1090	это одна	1	1
1091	и возможно	1	1
1092	да не	1	1
1093	на той	2	1
1094	и этот	1	1
1095	можно понять	1	1
1096	приближается к	1	1
1097	облика и	1	1
1098	что герой	15	1
1099	вскоре он	1	1
1100	он только	1	1
1101	оно могло	1	1
1102	показано как	1	1
1103	можно назвать	1	1
1104	форме в	1	1
1105	его происхождением	1	1
1106	дела в	1	1
1107	связанное с	1	1
1108	в картине	2	1
1109	и из	2	1
1110	никак не	2	1
1111	здесь он	1	1
1112	по адресу	1	1
1113	он на	3	1
1114	намечалась уже	1	1
1115	на глазах	2	1
1116	в живых	1	1
1117	его но	1	1
1118	к выводу	1	1
1119	здесь герой	7	1
1120	когда его	1	1
1121	очень интересны	1	1
1122	это есть	1	1
1123	и вновь	1	1
1124	и вполне	1	1
1125	а кто	1	1
1126	за это	2	1
1127	такой силой	1	1
1128	кости и	2	1
1129	идет от	1	1
1130	во дворце	1	1
1131	нами открывается	1	1
1132	оно не	2	1
1133	беседует с	1	1
1134	собой и	1	1
1135	до возвращения	1	1
1136	образом если	1	1
1137	в огонь	2	1
1138	необходимо отметить	1	1
1139	с ней	4	1
1140	в наших	1	1
1141	в моем	1	1
1142	в ад	2	1
1143	это положение	2	1
1144	этап в	1	1
1145	но вот	2	1
1146	он будет	2	1
1147	большого дома	5	1
1148	обращается к	4	1
1149	с женой	2	1
1150	происхождение и	1	1
1151	него за	1	1
1152	и действительно	4	1
1153	но никогда	1	1
1154	к будущему	1	1
1155	который на	1	1
1156	его золотым	1	1
1157	и они	2	1
1158	к самым	1	1
1159	как не	1	1
1160	как озеро	1	1
1161	человеческое существо	1	1
1162	и так	2	1
1163	и лишена	1	1
1164	город в	1	1
1165	связанные с	3	1
1166	матери они	1	1
1167	себя и	1	1
1168	и другая	1	1
1169	он ее	1	1
1170	древних греков	1	1
1171	важно отметить	1	1
1172	при всех	1	1
1173	этот образ	2	1
1174	которая сама	1	1
1175	объяснение только	1	1
1176	с начала	1	1
1177	нет в	2	1
1178	перенесенный в	1	1
1179	как впоследствии	1	1
1180	выступает как	1	1
1181	происходит его	1	1
1182	в любой	1	1
1183	этот мотив	8	1
1184	все они	1	1
1185	восходе солнца	1	1
1186	этого явления	1	1
1187	материальной жизни	1	1
1188	и должны	1	1
1189	в главе	2	1
1190	область пока	1	1
1191	древнее происхождение	1	1
1192	того самого	1	1
1193	а если	3	1
1194	что совсем	1	1
1195	бы с	2	1
1196	его слабость	1	1
1197	язык и	1	1
1198	когда мы	2	1
1199	видим что	4	1
1200	тех же	2	1
1201	со всех	1	1
1202	такую же	1	1
1203	то и	6	1
1204	его губы	1	1
1205	не знаю	3	1
1206	руки а	1	1
1207	на друга	2	1
1208	на основе	1	1
1209	том как	3	1
1210	характер не	1	1
1211	в деталях	1	1
1212	из его	2	1
1213	нечто вроде	4	1
1214	в середине	2	1
1215	женитьбе на	1	1
1216	в фольклоре	1	1
1217	вывод что	1	1
1218	на берегах	1	1
1219	вступает в	4	1
1220	и ему	1	1
1221	люди не	1	1
1222	у других	1	1
1223	ее с	2	1
1224	общее положение	1	1
1225	борьбу и	1	1
1226	может сделать	1	1
1227	знаем что	5	1
1228	в обоих	1	1
1229	еще один	3	1
1230	например на	2	1
1231	он пошел	1	1
1232	двойника не	1	1
1233	он весь	1	1
1234	состоит в	1	1
1235	он дает	3	1
1236	не встречается	1	1
1237	положением в	1	1
1238	образом не	1	1
1239	дворец и	3	1
1240	имеем в	8	1
1241	на которые	1	1
1242	мне не	1	1
1243	и милостиво	1	1
1244	заметить что	1	1
1245	не совсем	3	1
1246	ее не	1	1
1247	если мы	1	1
1248	этой легенды	1	1
1249	представлениями о	3	1
1250	это тем	1	1
1251	значение имеет	1	1
1252	совершенно иного	1	1
1253	свою жену	1	1
1254	на первый	6	1
1255	может оказаться	1	1
1256	в сознании	1	1
1257	предмет а	1	1
1258	прямом смысле	1	1
1259	этого слова	1	1
1260	живут только	1	1
1261	его место	1	1
1262	не имел	2	1
1263	она будет	2	1
1264	однако такое	1	1
1265	месте в	1	1
1266	опускает голову	1	1
1267	в мировой	1	1
1268	власть над	8	1
1269	только потому	1	1
1270	для ясности	1	1
1271	в самой	1	1
1272	с того	5	1
1273	они были	1	1
1274	от своей	1	1
1275	поэтому он	1	1
1276	на время	1	1
1277	дворцов и	1	1
1278	на поверхность	1	1
1279	мосту и	1	1
1280	такое же	3	1
1281	этом случае	4	1
1282	находятся в	1	1
1283	в более	3	1
1284	вокруг него	1	1
1285	ему в	1	1
1286	видно будет	1	1
1287	ничем не	2	1
1288	понять этот	1	1
1289	они не	4	1
1290	и было	1	1
1291	на тех	1	1
1292	на вопрос	5	1
1293	того как	5	1
1294	в первый	1	1
1295	свое внимание	1	1
1296	выражен в	1	1
1297	который бы	1	1
1298	одна и	1	1
1299	мы имеем	27	1
1300	он бросает	1	1
1301	от которого	2	1
1302	которых он	2	1
1303	одновременно в	1	1
1304	она его	3	1
1305	однако здесь	1	1
1306	может происходить	1	1
1307	а это	1	1
1308	играют большую	1	1
1309	ясным что	1	1
1310	нее как	2	1
1311	для нас	8	1
1312	видеть в	3	1
1313	то самое	2	1
1314	в полном	1	1
1315	что собственно	2	1
1316	не содержит	2	1
1317	на одной	1	1
1318	на которой	1	1
