N	2gram	Tiupa_Narr	Stilisti
315	эти три	1	2
316	что он	7	2
317	случаях когда	1	2
318	для каждого	1	2
319	или даже	3	2
320	в своей	8	2
321	в мире	8	2
322	на эту	1	2
323	в этих	3	2
324	ли не	3	2
325	на одном	2	2
326	и сам	4	2
327	на минуту	1	2
328	ли он	2	2
329	существенным моментом	1	2
330	обращения к	1	2
331	по своей	3	2
332	которое не	2	2
333	и точек	1	2
334	говорить и	2	2
335	себе и	2	2
336	в каком	1	2
337	тому же	9	2
338	должен быть	1	2
339	но мы	1	2
340	и ответ	1	2
341	почувствовал что	1	2
342	на первый	1	2
343	сих пор	3	2
344	и вообще	1	2
345	жизни мы	2	2
346	связано с	2	2
347	первый взгляд	1	2
348	с этим	1	2
349	не говоря	1	2
350	к этому	2	2
351	всю совокупность	1	2
352	бы не	1	2
353	еще и	1	2
354	достаточно для	1	2
355	человека в	2	2
356	вошел в	1	2
357	при условии	1	2
358	голоса и	1	2
359	не останется	1	2
360	между собой	3	2
361	вопрос о	1	2
362	слово это	2	2
363	от лица	1	2
364	разных местах	1	2
365	нашего сознания	1	2
366	в значительной	1	2
367	из этих	6	2
368	его не	1	2
369	ни один	1	2
370	не должен	1	2
371	относится к	1	2
372	также и	4	2
373	представляет собой	21	2
374	в какой	2	2
375	за столом	2	2
376	не всегда	4	2
377	и тогда	2	2
378	что вся	1	2
379	он не	8	2
380	значение и	1	2
381	бытия в	2	2
382	в него	2	2
383	между двумя	6	2
384	нужно было	1	2
385	за ними	3	2
386	для этого	1	2
387	они еще	1	2
388	этими словами	1	2
389	и когда	3	2
390	тем и	1	2
391	в нашей	1	2
392	по отношению	5	2
393	времени и	9	2
394	в пределах	2	2
395	значительной степени	1	2
396	смог бы	1	2
397	у человека	1	2
398	этот вопрос	1	2
399	но даже	1	2
400	с кем	1	2
401	должны были	1	2
402	смысл высказывания	1	2
403	встречи и	1	2
404	отношение к	2	2
405	у себя	2	2
406	первобытного человека	2	2
407	вовсе не	2	2
408	одной из	2	2
409	тот же	1	2
410	до конца	2	2
411	к которому	1	2
412	в первой	3	2
413	место в	3	2
414	к миру	2	2
415	отношению к	5	2
416	природы и	1	2
417	в реальной	1	2
418	здесь не	4	2
419	однако в	4	2
420	этой ситуации	1	2
421	словами в	1	2
422	человек не	1	2
423	в которых	1	2
424	в разговоре	1	2
425	не будут	1	2
426	ведь и	1	2
427	друг друга	2	2
428	только потому	1	2
429	и нет	1	2
430	не из	1	2
431	иное как	1	2
432	гораздо более	1	2
433	к нему	5	2
434	может обойтись	1	1
435	в особенности	2	1
436	что в	6	1
437	от социального	1	1
438	ближе к	1	1
439	это на	1	1
440	они являются	1	1
441	то в	4	1
442	не происходит	3	1
443	как к	3	1
444	глядя на	3	1
445	именно к	1	1
446	вместе со	1	1
447	в смысловом	2	1
448	является в	1	1
449	только не	2	1
450	все что	4	1
451	даже чисто	1	1
452	и автор	1	1
453	до сих	3	1
454	на языке	1	1
455	все его	4	1
456	автор и	1	1
457	он уже	3	1
458	внешней обстановки	1	1
459	еще раз	3	1
460	которым он	1	1
461	в определенный	1	1
462	ему в	2	1
463	нами не	2	1
464	ведь для	1	1
465	на протяжении	12	1
466	пока что	2	1
467	с действительной	1	1
468	обстановкой в	1	1
469	них в	1	1
470	здесь нет	1	1
471	и читатель	3	1
472	русской литературе	1	1
473	его самого	1	1
474	и среди	1	1
475	если в	2	1
476	в романе	3	1
477	к внешнему	1	1
478	свидетельствует о	4	1
479	где-нибудь в	1	1
480	от имени	1	1
481	исторической жизни	1	1
482	того как	1	1
483	структуру в	1	1
484	и уж	1	1
485	из комнаты	1	1
486	которой является	1	1
487	об одном	2	1
488	что человек	1	1
489	теперь как	5	1
490	которых мы	1	1
491	в произведении	2	1
492	о художественной	1	1
493	но еще	1	1
494	сознании не	1	1
495	граница между	1	1
496	хх веке	1	1
497	каждого отдельного	1	1
498	что я	4	1
499	всей жизни	1	1
500	бросается в	1	1
501	дело с	4	1
502	одна и	1	1
503	человеческого общения	1	1
504	смысл который	1	1
505	даже в	1	1
506	то у	3	1
507	была бы	1	1
508	связанных между	1	1
509	речь как	1	1
510	которых он	1	1
511	из всех	1	1
512	лишь впоследствии	1	1
513	же мере	1	1
514	уже знаем	1	1
515	бы на	1	1
516	содержит в	1	1
517	чтобы стать	2	1
518	этот момент	1	1
519	который можно	1	1
520	с внутренним	1	1
521	это уже	3	1
522	тем как	1	1
523	ни единого	1	1
524	и теперь	1	1
525	с точкой	1	1
526	как говорит	1	1
527	никак не	5	1
528	как раз	9	1
529	тем не	7	1
530	от всего	1	1
531	в литературе	8	1
532	нашего времени	1	1
533	определенный момент	1	1
534	могла бы	1	1
535	о нем	5	1
536	не имея	1	1
537	не как	1	1
538	времени когда	1	1
539	ее в	1	1
540	искать в	1	1
541	но достаточно	2	1
542	язык как	2	1
543	о которой	3	1
544	поэтому в	1	1
545	будет сказано	1	1
546	одному из	1	1
547	не являются	2	1
548	это будет	1	1
549	с каждым	1	1
550	одно из	2	1
551	лишь из	1	1
552	посредством которых	1	1
553	ни в	1	1
554	и делает	1	1
555	в результате	4	1
556	от этих	3	1
557	другой стороны	2	1
558	между этими	1	1
559	слова а	1	1
560	по ходу	1	1
561	нет никакого	1	1
562	последний случай	1	1
563	по мере	2	1
564	сознания и	2	1
565	из многочисленных	1	1
566	себе не	1	1
567	предположить что	1	1
568	как можно	2	1
569	самое происходит	1	1
570	у него	13	1
571	в следующем	2	1
572	не могут	1	1
573	все равно	2	1
574	он почувствовал	1	1
575	в более	1	1
576	и смысл	1	1
577	что слово	1	1
578	в виде	2	1
579	дома в	1	1
580	и строго	1	1
581	сознания к	1	1
582	однако не	2	1
583	должен был	1	1
584	не думал	1	1
585	в конечном	6	1
586	порядок и	1	1
587	даже вовсе	1	1
588	теперь на	1	1
589	как же	1	1
590	единого слова	1	1
591	в сущности	2	1
592	это всегда	1	1
593	более или	2	1
594	или не	5	1
595	или положение	1	1
596	на разных	1	1
597	от тех	1	1
598	не о	2	1
599	а о	2	1
600	относится и	1	1
601	человеческой культуры	1	1
602	речи хотя	1	1
603	этом не	1	1
604	о действительной	1	1
605	сказал что	1	1
606	в организации	2	1
607	так называемый	1	1
608	и событий	1	1
609	несет в	1	1
610	и где	1	1
611	будто бы	2	1
612	крайней мере	1	1
613	уважения но	1	1
614	одним из	2	1
615	пространство и	1	1
616	мысль о	1	1
617	это еще	1	1
618	естественно не	1	1
619	вследствие того	2	1
620	же как	2	1
621	на себя	5	1
622	где они	2	1
623	именно в	5	1
624	или на	1	1
625	в речи	5	1
626	общественное положение	1	1
627	конечном счете	4	1
628	голосом и	1	1
629	при которой	3	1
630	в таком	4	1
631	иначе как	1	1
632	данного лица	1	1
633	например в	2	1
634	значений но	1	1
635	его мы	1	1
636	репликами со	1	1
637	происходит и	2	1
638	с одним	1	1
639	не остается	1	1
640	становится совершенно	1	1
641	к которым	1	1
642	разрыв с	1	1
643	в наиболее	2	1
644	с которой	1	1
645	характер и	3	1
646	с той	2	1
647	отдельного человека	1	1
648	бы стать	1	1
649	языка может	1	1
650	я не	5	1
651	и последующих	1	1
652	защиты от	1	1
653	разговоре с	2	1
654	мы встречаемся	1	1
655	лишь с	1	1
656	в последнем	1	1
657	нашем сознании	2	1
658	свидетельствуют о	1	1
659	с ними	5	1
660	в цепи	1	1
661	есть в	1	1
662	большинстве случаев	1	1
663	с еще	1	1
664	какие только	1	1
665	ему по	1	1
666	является не	1	1
667	так на	1	1
668	после первого	1	1
669	внимание к	2	1
670	и характер	1	1
671	мира и	2	1
672	этой тайной	1	1
673	это происходит	1	1
674	нет это	1	1
675	и социально	1	1
676	всех их	1	1
677	по себе	4	1
678	если я	1	1
679	только себя	1	1
680	творчества в	1	1
681	может не	1	1
682	смысл но	1	1
683	со своей	3	1
684	его жизни	5	1
685	и всякий	1	1
686	не обладают	1	1
687	вполне определенным	1	1
688	в новом	1	1
689	о котором	4	1
690	именно эта	2	1
691	и оно	1	1
692	именно поэтому	1	1
693	в себя	3	1
694	но уже	2	1
695	со стороны	14	1
696	и смысловой	1	1
697	так а	3	1
698	в сторону	1	1
699	в каждой	1	1
700	всей своей	1	1
701	в гостиной	1	1
702	из одного	1	1
703	в чем	3	1
704	в историю	1	1
705	которая неизбежно	1	1
706	историю в	2	1
707	то хотя	1	1
708	ему как	1	1
709	или менее	2	1
710	так например	1	1
711	могло бы	3	1
712	понимания а	2	1
713	социальной ситуации	1	1
714	речи или	1	1
715	это так	1	1
716	не иначе	1	1
717	не смог	1	1
718	время является	1	1
719	как результат	1	1
720	тем более	2	1
721	по крайней	1	1
722	обращение к	1	1
723	только пример	1	1
724	в хх	1	1
725	я был	1	1
726	внешняя сторона	3	1
727	долго не	1	1
728	достаточно вспомнить	1	1
729	внутренние миры	1	1
730	все они	1	1
731	обмен репликами	2	1
732	жизнь человека	1	1
733	в русской	3	1
734	к одному	1	1
735	большей части	5	1
736	в общении	1	1
737	в большинстве	1	1
738	и того	5	1
739	одним и	1	1
740	не менее	6	1
741	еще слишком	1	1
742	это и	2	1
743	и та	1	1
744	по большей	5	1
745	как часть	1	1
746	к нашему	1	1
747	может иметь	1	1
748	было легко	1	1
749	кем я	1	1
750	одна из	5	1
751	выступает в	2	1
752	более чем	2	1
753	для его	1	1
754	лица и	2	1
755	к одной	1	1
756	фразы но	1	1
757	истории не	3	1
758	окружающего мира	1	1
759	оба эти	1	1
760	осуществляется в	1	1
761	и ушел	1	1
762	пламя и	1	1
763	в действительности	2	1
764	что этот	1	1
765	это сделать	2	1
766	уже до	1	1
767	на этом	1	1
768	в исторической	1	1
769	и личность	2	1
770	как высказывания	1	1
771	высказываний как	1	1
772	в поле	3	1
773	совершенно иной	1	1
774	тех же	1	1
775	которой он	4	1
776	мы воспринимаем	1	1
777	раз и	2	1
778	и главное	1	1
779	нельзя было	1	1
780	и жены	1	1
781	которой и	1	1
782	всю свою	2	1
783	на следующем	1	1
784	указать на	1	1
785	действительности как	1	1
786	друга но	1	1
787	личность не	3	1
788	внутренняя жизнь	2	1
789	она не	2	1
790	чужое слово	1	1
791	каким бы	1	1
792	в течение	1	1
793	в противоположность	1	1
794	человеческого культурного	1	1
795	иному типу	1	1
796	т.п как	1	1
797	в умении	1	1
798	в речевом	1	1
799	бы из	1	1
800	в другом	5	1
801	тому как	4	1
802	но то	1	1
803	это только	1	1
804	и неизбежно	1	1
805	являются не	1	1
806	обладает определенной	1	1
807	сравнению с	1	1
808	слушателя нет	1	1
809	и продукт	1	1
810	свой характер	1	1
811	другое дело	1	1
812	так что	1	1
813	дело не	3	1
814	во время	2	1
815	говорить не	1	1
816	когда в	4	1
817	к своей	2	1
818	жизни вместо	1	1
819	как вещь	1	1
820	позволяет нам	3	1
821	действующих лиц	8	1
822	в развитии	1	1
823	зрения с	1	1
824	нашем случае	1	1
825	истории а	2	1
826	когда он	1	1
827	уже только	1	1
828	особое место	4	1
829	его нельзя	1	1
830	и лишь	2	1
831	не существовало	1	1
832	солнце и	1	1
833	народов и	1	1
834	но зато	4	1
835	и вся	1	1
836	если же	2	1
837	но они	4	1
838	возвращаясь к	1	1
839	с этой	3	1
840	что эта	1	1
841	этого как	1	1
842	за собой	1	1
843	облик героя	1	1
844	правда и	1	1
845	только внешним	1	1
846	и что	1	1
847	как он	3	1
848	не могла	2	1
849	определенным образом	1	1
850	слова во	1	1
851	есть продукт	1	1
852	за пределы	1	1
853	оказывается что	1	1
854	смотрит на	1	1
855	свое отражение	1	1
856	конечно в	1	1
857	вслед за	4	1
858	иметь в	1	1
859	говоря о	2	1
860	тому или	1	1
861	а тот	1	1
862	превращается в	2	1
863	и до	1	1
864	даже не	1	1
865	ничто не	1	1
866	средство общения	1	1
867	только то	1	1
868	на своего	2	1
869	которые по	1	1
870	как по	2	1
871	однако слово	1	1
872	имя может	1	1
873	и постоянной	1	1
874	говорили что	1	1
875	чем он	3	1
876	а из	1	1
877	или иному	1	1
878	собственно говоря	3	1
879	правда мы	1	1
880	оказывается с	1	1
881	ни от	2	1
882	в глаза	1	1
883	еще на	1	1
884	т.п то	1	1
885	и тоже	1	1
886	свое существование	1	1
887	неразрывно связано	1	1
888	с другой	6	1
889	человеческого сознания	2	1
890	образом не	1	1
891	смысле как	1	1
892	ответы на	1	1
893	истории и	1	1
894	внешний облик	1	1
895	говорит о	3	1
896	принадлежащих к	1	1
897	история это	2	1
898	дистанция между	2	1
899	может послужить	1	1
900	к ним	2	1
901	в литературном	2	1
902	людей так	1	1
903	слова должны	1	1
904	на бумаге	1	1
905	переход от	2	1
906	в комнате	1	1
907	думал о	1	1
908	это позволяет	1	1
909	жизни писателя	1	1
910	он является	4	1
911	самой своей	1	1
912	одного из	6	1
913	на две	2	1
914	и о	4	1
915	художественное произведение	1	1
916	что для	1	1
917	и самого	3	1
918	его как	2	1
919	жизни как	2	1
920	с кем-нибудь	2	1
921	мог бы	1	1
922	и благодаря	1	1
923	не литературное	1	1
924	наряду с	2	1
925	их как	1	1
926	предполагаем что	1	1
927	принадлежит к	1	1
928	в сложившейся	1	1
929	качестве одного	1	1
930	по сравнению	1	1
931	не можем	2	1
932	нами два	1	1
933	благодаря этому	1	1
934	произведения и	1	1
935	не совсем	1	1
936	происходящего в	2	1
937	словам а	1	1
938	и условий	1	1
939	быть в	2	1
940	что может	2	1
941	но возможно	2	1
942	языка как	1	1
943	за пределами	3	1
944	обращаться к	1	1
945	в своем	7	1
946	имя и	1	1
947	даже если	2	1
948	фраз и	1	1
949	в зеркале	2	1
950	и есть	1	1
951	чему мы	1	1
952	нами совершенно	1	1
953	столь же	6	1
954	в общем	1	1
955	в силу	5	1
956	и изменением	1	1
957	он может	1	1
958	было довольно	1	1
959	но благодаря	1	1
960	перед лицом	1	1
961	поскольку о	1	1
962	вокруг одного	1	1
963	как будто	4	1
964	историю не	1	1
965	же в	6	1
966	как внутренняя	1	1
967	на то	4	1
968	это прежде	1	1
969	историю и	1	1
970	и по	3	1
971	там где	1	1
972	является ли	1	1
973	просто не	1	1
974	еще в	4	1
975	все происходящее	1	1
976	со своими	3	1
977	и после	3	1
978	однако все	1	1
979	растворяется в	1	1
980	лишь то	1	1
981	того же	2	1
982	если она	3	1
983	такое слово	1	1
984	чтобы не	1	1
985	действие или	1	1
986	в самой	1	1
987	что при	1	1
988	только о	1	1
989	с языком	2	1
990	само по	1	1
991	и нельзя	1	1
992	другому человеку	2	1
993	одного и	2	1
994	для образования	1	1
995	понять что	1	1
996	эту тему	1	1
997	не то	1	1
998	жизни с	1	1
999	событие или	1	1
1000	же самым	1	1
1001	мысли и	1	1
1002	результатов своего	1	1
1003	ключ к	2	1
1004	т.п это	1	1
1005	без помощи	1	1
1006	течением времени	1	1
1007	решительно все	1	1
1008	человека но	1	1
1009	и сами	2	1
1010	организуют и	1	1
1011	другими людьми	1	1
