N	2gram	Bakhtin_Fr	TeoriaLi
242	на свою	1	2
243	имеет дело	1	2
244	к более	1	2
245	значения и	1	2
246	каждый такой	1	2
247	с ними	4	2
248	вместе с	4	2
249	жизни в	1	2
250	отличается от	1	2
251	вследствие этого	2	2
252	ни для	4	2
253	в известном	1	2
254	в следующей	1	2
255	своей жизни	3	2
256	к своему	1	2
257	о том	5	2
258	в аспекте	1	2
259	не входит	2	2
260	казалось бы	1	2
261	мире это	1	2
262	при всем	1	2
263	это и	4	2
264	еще и	6	2
265	во внешнем	1	2
266	и состоит	1	2
267	к нему	4	2
268	в значительной	3	2
269	имеет в	2	2
270	на основе	3	2
271	не всегда	1	2
272	сознания в	1	2
273	только на	4	2
274	и читателей	1	2
275	о своем	2	2
276	говорит что	1	2
277	и это	5	2
278	превращается в	4	2
279	времени и	5	2
280	значительной степени	2	2
281	тем же	2	2
282	ключ к	1	2
283	всякий раз	2	2
284	для понимания	5	2
285	который в	2	2
286	до известной	1	2
287	здесь не	5	2
288	коем случае	1	2
289	на котором	2	2
290	в мировой	4	2
291	в произведениях	2	2
292	он и	10	2
293	в системе	3	2
294	лишь один	1	2
295	в самой	1	2
296	бы то	1	2
297	то в	2	2
298	что они	3	2
299	при котором	1	2
300	последующих частях	1	2
301	но на	1	2
302	вокруг него	1	2
303	войне и	1	2
304	основе своей	2	2
305	в коем	1	2
306	в последней	1	2
307	одной из	3	2
308	несмотря на	1	2
309	ни было	1	2
310	к нашему	2	2
311	в формах	1	2
312	что такое	1	2
313	ее в	1	2
314	способность к	1	2
315	все это	6	2
316	что и	3	2
317	у нас	4	2
318	xix века	5	2
319	что каждый	1	2
320	с их	5	2
321	к жизни	2	2
322	слова не	1	2
323	у него	14	2
324	от всех	1	2
325	говорит в	1	2
326	дело в	4	2
327	не могли	1	2
328	в конце	8	2
329	тому что	1	2
330	восприниматься как	1	2
331	на фоне	1	2
332	текста но	1	2
333	это было	2	2
334	в чем	3	2
335	делает его	1	2
336	об этом	3	2
337	жизни то	1	2
338	а для	1	2
339	к одному	2	2
340	но как	5	2
341	данном контексте	1	2
342	свободы но	1	2
343	то ни	1	2
344	дело не	3	2
345	есть как	1	2
346	быть и	2	2
347	и существенно	1	2
348	в первом	1	2
349	свою жизнь	1	2
350	одно и	1	2
351	автора и	1	2
352	перед лицом	2	2
353	таких случаях	1	2
354	ослабляет и	1	2
355	это может	1	2
356	во мне	1	2
357	в большинстве	3	2
358	могла бы	1	2
359	так же	3	2
360	числе и	3	2
361	на уровне	2	2
362	что может	1	2
363	и мире	1	2
364	и особенно	2	2
365	для обозначения	1	2
366	это делает	1	2
367	о его	2	2
368	и прежде	4	2
369	как будто	2	2
370	право на	2	2
371	включает в	2	2
372	этой системе	2	2
373	в особенности	6	1
374	характера как	1	1
375	бытия всякий	1	1
376	однако и	1	1
377	в последующих	3	1
378	все что	4	1
379	такие и	1	1
380	случае в	2	1
381	и эпизод	1	1
382	это тот	1	1
383	он обнаруживает	1	1
384	же и	4	1
385	типа как	1	1
386	героев и	1	1
387	такова же	1	1
388	художественное сознание	1	1
389	тех кто	2	1
390	существенным образом	1	1
391	словами из	1	1
392	случае мы	1	1
393	теперь в	1	1
394	дело с	2	1
395	и дает	2	1
396	его за	2	1
397	это игра	1	1
398	развития но	1	1
399	же образом	1	1
400	что это	4	1
401	в следующих	2	1
402	с ним	3	1
403	это уже	2	1
404	тем как	1	1
405	которой в	1	1
406	в сущности	15	1
407	никак не	3	1
408	какой бы	2	1
409	в другой	2	1
410	говорит о	2	1
411	самой жизни	2	1
412	те же	6	1
413	не как	1	1
414	одному из	2	1
415	смыслу и	1	1
416	представлений о	1	1
417	и делает	1	1
418	в результате	1	1
419	быть может	2	1
420	и вполне	2	1
421	которые будут	1	1
422	в плоскости	1	1
423	области художественного	1	1
424	и первый	1	1
425	из характернейших	1	1
426	со всеми	5	1
427	особенно продуктивной	1	1
428	его лице	1	1
429	стоит в	1	1
430	все то	2	1
431	с некоторыми	1	1
432	системе образов	6	1
433	одновременно не	1	1
434	до этого	1	1
435	новое время	1	1
436	между всеми	1	1
437	такими же	1	1
438	в собственном	1	1
439	о мире	3	1
440	в наших	2	1
441	жизнь в	3	1
442	смысла и	1	1
443	как об	1	1
444	это скорее	1	1
445	значение в	4	1
446	слова с	1	1
447	тем что	6	1
448	от всего	1	1
449	говорят о	3	1
450	то время	1	1
451	если он	1	1
452	принадлежат к	2	1
453	они существенно	1	1
454	мира это	2	1
455	по собственному	1	1
456	с тем	1	1
457	единственной в	1	1
458	к самому	1	1
459	вещей в	1	1
460	возможна только	1	1
461	нам уже	1	1
462	все же	6	1
463	не приводит	1	1
464	они ни	1	1
465	в словах	1	1
466	своему смыслу	1	1
467	не имеет	1	1
468	а этот	1	1
469	смертью в	3	1
470	бы не	1	1
471	да и	2	1
472	в историческом	2	1
473	ему и	2	1
474	о котором	2	1
475	и слово	2	1
476	в это	2	1
477	нимало не	1	1
478	на их	4	1
479	на первый	1	1
480	будущее в	1	1
481	к объекту	1	1
482	он мог	2	1
483	они создают	3	1
484	включая и	2	1
485	свое время	1	1
486	с этим	2	1
487	все они	5	1
488	особенно для	2	1
489	одним и	1	1
490	и я	1	1
491	совершенно не	1	1
492	все и	1	1
493	существенный момент	2	1
494	со смертью	3	1
495	в первую	1	1
496	он же	1	1
497	культуры не	1	1
498	шире и	4	1
499	в котором	3	1
500	в действительности	1	1
501	и такие	2	1
502	когда на	1	1
503	и комедия	1	1
504	языка и	1	1
505	время оно	1	1
506	в любом	1	1
507	сливается с	1	1
508	и конец	1	1
509	чем за	1	1
510	его исторического	1	1
511	связана с	4	1
512	значений и	1	1
513	наконец в	3	1
514	укажем на	1	1
515	художественных произведений	1	1
516	платона и	2	1
517	в отдельности	1	1
518	поэтому речевая	1	1
519	героем и	1	1
520	самое существенное	2	1
521	во многих	1	1
522	эти стороны	2	1
523	оно является	1	1
524	имея в	1	1
525	существенное значение	2	1
526	самого автора	1	1
527	и книги	2	1
528	становится возможной	1	1
529	слова и	3	1
530	положений и	1	1
531	с помощью	5	1
532	что из	2	1
533	жизни и	6	1
534	от морального	1	1
535	области литературы	1	1
536	и вся	1	1
537	значение для	1	1
538	втором случае	1	1
539	в различных	2	1
540	эта система	2	1
541	переходит к	1	1
542	и соответствующих	1	1
543	образом что	1	1
544	в эпосе	1	1
545	одно из	3	1
546	и до	14	1
547	смех это	1	1
548	для своей	2	1
549	для которого	2	1
550	и те	1	1
551	не что	1	1
552	в совершенно	1	1
553	именно таков	1	1
554	в истории	5	1
555	последних двух	1	1
556	и находит	1	1
557	не так	3	1
558	от своей	1	1
559	значения этого	1	1
560	это имеет	1	1
561	при анализе	3	1
562	каждый из	2	1
563	ни от	2	1
564	на новую	1	1
565	между людьми	1	1
566	второй половины	3	1
567	когда же	2	1
568	своих моментов	1	1
569	в прошлом	2	1
570	на которые	1	1
571	этого мира	1	1
572	к ним	1	1
573	настоящее время	2	1
574	ее не	2	1
575	той же	9	1
576	и оценки	1	1
577	над этим	1	1
578	целого и	1	1
579	за него	2	1
580	смыслом в	1	1
581	и гротескные	1	1
582	но именно	3	1
583	до конца	10	1
584	с нею	2	1
585	с этими	2	1
586	в концепции	1	1
587	только во	3	1
588	в одной	3	1
589	в каждый	1	1
590	раз и	2	1
591	что все	2	1
592	входят в	1	1
593	этом так	1	1
594	том же	4	1
595	к миру	1	1
596	исходит из	1	1
597	случайно они	1	1
598	момент в	2	1
599	одна из	3	1
600	языка но	1	1
601	нем по	1	1
602	но если	1	1
603	здесь и	6	1
604	своей цели	1	1
605	из участников	1	1
606	культуры и	7	1
607	что даже	1	1
608	в отдельных	1	1
609	к этим	1	1
610	значении в	1	1
611	после его	1	1
612	друг друга	2	1
613	литературе в	1	1
614	как явление	1	1
615	в настоящее	2	1
616	пришлось бы	1	1
617	из них	8	1
618	характерно что	2	1
619	тот же	4	1
620	характерные для	1	1
621	как традиция	1	1
622	его естественной	1	1
623	друг другу	1	1
624	его можно	1	1
625	своего развития	2	1
626	персонажей в	1	1
627	так с	1	1
628	специально для	1	1
629	такое же	1	1
630	к общему	1	1
631	этом случае	1	1
632	и такой	2	1
633	в свое	1	1
634	к различным	1	1
635	мы видим	9	1
636	в более	4	1
637	собой и	1	1
638	известные нам	1	1
639	так как	7	1
640	она и	1	1
641	и автором	1	1
642	ею как	1	1
643	от его	1	1
644	что иное	1	1
645	они не	4	1
646	произведения как	1	1
647	после того	1	1
648	не во	1	1
649	первого из	2	1
650	но из	1	1
651	до минимума	1	1
652	на язык	1	1
653	свидетельствует о	2	1
654	ее на	1	1
655	первом случае	1	1
656	должно быть	1	1
657	время и	1	1
658	всех сторон	2	1
659	профанация священного	1	1
660	и процесс	1	1
661	это особенно	1	1
662	в состоянии	2	1
663	обе эти	1	1
664	так он	1	1
665	веселую относительность	1	1
666	начала и	8	1
667	своей причастности	1	1
668	существенно связаны	1	1
669	не для	1	1
670	речи как	1	1
671	подчеркнуть что	1	1
672	свободу и	2	1
673	xix веке	3	1
674	и создал	1	1
675	случае его	1	1
676	для нас	1	1
677	и сама	2	1
678	одновременно и	3	1
679	части романа	1	1
680	приобщение к	1	1
681	требует от	1	1
682	мальчика а	1	1
683	сознания и	1	1
684	из дальнейшего	1	1
685	слово в	3	1
686	этом в	1	1
687	весь мир	4	1
688	в третьем	1	1
689	вокруг себя	1	1
690	раз в	4	1
691	не была	2	1
692	ведь это	3	1
693	но с	1	1
694	в таких	3	1
695	ко второму	2	1
696	не было	7	1
697	века и	5	1
698	отказаться от	1	1
699	кладет начало	1	1
700	знал и	3	1
701	и более	2	1
702	утрачивает свою	1	1
703	и где	1	1
704	но эта	1	1
705	на нее	1	1
706	тексте является	1	1
707	и иронии	1	1
708	места в	2	1
709	поэтому ему	1	1
710	что не	1	1
711	и свободы	1	1
712	xviii века	6	1
713	по ту	1	1
714	этого события	1	1
715	между этими	1	1
716	с одним	1	1
717	несовместимое с	1	1
718	с той	1	1
719	с жизнью	1	1
720	нашем примере	3	1
721	долгое время	1	1
722	также в	2	1
723	не подлежит	4	1
724	можно предположить	1	1
725	человек в	1	1
726	художественном произведении	1	1
727	большинстве случаев	3	1
728	и произведения	1	1
729	всем своем	1	1
730	от одной	1	1
731	все виды	1	1
732	между прочим	1	1
733	рядом с	5	1
734	что ж	1	1
735	жизнью в	1	1
736	функционирование в	1	1
737	в ряду	1	1
738	за это	2	1
739	от этого	2	1
740	особенности в	1	1
741	и со	2	1
742	и глубже	5	1
743	именно эта	1	1
744	в условиях	3	1
745	на его	4	1
746	себе и	1	1
747	точек зрения	1	1
748	в каждой	1	1
749	как ряд	1	1
750	из этого	3	1
751	путь к	1	1
752	последней главе	1	1
753	на себе	1	1
754	этой игрой	1	1
755	особенно в	6	1
756	при виде	1	1
757	менее важным	1	1
758	действительности и	1	1
759	встрече с	1	1
760	наивной и	2	1
761	связаны с	6	1
762	ему не	2	1
763	на них	3	1
764	людей в	1	1
765	же как	1	1
766	остается в	2	1
767	проявляет себя	1	1
768	здесь как	1	1
769	и смягчает	1	1
770	том случае	1	1
771	полной мере	1	1
772	вошел в	1	1
773	со всех	1	1
774	ними здесь	1	1
775	только к	1	1
776	в полной	1	1
777	вырождается в	1	1
778	он это	1	1
779	жизнь и	2	1
780	сама литература	1	1
781	в своих	7	1
782	от окружающих	1	1
783	значительное место	1	1
784	эти последние	1	1
785	до нас	8	1
786	если на	1	1
787	случае если	1	1
788	очень часто	2	1
789	имен и	2	1
790	две стороны	1	1
791	единую систему	1	1
792	эти два	1	1
793	себя свою	1	1
794	не дает	4	1
795	о трагическом	1	1
796	делает например	1	1
797	от содержания	1	1
798	нельзя не	1	1
799	как человек	2	1
800	средств и	1	1
801	она здесь	1	1
802	так что	1	1
803	не более	1	1
804	из древнейших	2	1
805	отклонения от	1	1
806	или же	2	1
807	так называемые	2	1
808	же типа	1	1
809	для художника	1	1
810	в развитии	2	1
811	на чем	1	1
812	оно и	1	1
813	природой и	1	1
814	эта сторона	1	1
815	и их	5	1
816	его смысла	1	1
817	не могла	1	1
818	главного героя	1	1
819	для установления	2	1
820	это была	1	1
821	между жизнью	3	1
822	можно было	3	1
823	др в	1	1
824	если она	1	1
825	но только	2	1
826	но дело	4	1
827	и своя	1	1
828	автору не	1	1
829	даже при	1	1
830	стороны и	2	1
831	только то	2	1
832	в xix	3	1
833	время они	1	1
834	также и	6	1
835	жеста и	1	1
836	в новое	1	1
837	да да	1	1
838	границ и	1	1
839	на свое	1	1
840	себя за	1	1
841	над собою	1	1
842	было бы	4	1
843	а тем	1	1
844	дает ему	1	1
845	не по	1	1
846	своего значения	1	1
847	ту сторону	1	1
848	он в	2	1
849	так называемый	1	1
850	как мы	18	1
851	одного из	3	1
852	и весело	3	1
853	указывает на	1	1
854	в понимании	2	1
855	что для	2	1
856	же об	1	1
857	которые в	2	1
858	над его	1	1
859	но прежде	2	1
860	этом и	1	1
861	примененные к	1	1
862	узнает в	1	1
863	здесь остается	1	1
864	материал из	1	1
865	на отдельные	1	1
866	особое отношение	1	1
867	это ни	1	1
868	ее оболочек	1	1
869	и от	4	1
870	и есть	5	1
871	по этому	1	1
872	в тексты	1	1
873	с которым	1	1
874	же в	2	1
875	здесь также	1	1
876	бытия и	1	1
877	из его	2	1
878	происходит в	1	1
879	на то	1	1
880	свою речь	3	1
881	нуждается в	4	1
882	художественная литература	1	1
883	и только	1	1
884	узком и	1	1
885	особый язык	1	1
886	процесс формирования	1	1
887	а другому	1	1
888	в него	1	1
889	основе всех	1	1
890	для этого	3	1
891	таким же	1	1
892	ориентирована на	1	1
893	в руке	1	1
894	и совершенно	1	1
895	или точнее	2	1
896	каждого из	1	1
897	дело здесь	1	1
898	есть не	1	1
899	жизнью и	4	1
900	образов и	2	1
901	который выставляет	1	1
902	иное как	1	1
903	более того	1	1
