N	2gram	Trubetskoy	Problema
611	и говорить	1	3
612	не столько	1	3
613	чтобы в	2	3
614	есть та	1	3
615	всю эту	2	3
616	всем этим	2	3
617	что вся	1	3
618	является вполне	1	3
619	может ли	1	3
620	образом как	1	3
621	именно с	1	3
622	от них	1	3
623	в отдельных	1	3
624	эти элементы	1	3
625	и мы	1	3
626	проявляется в	2	3
627	совершенно ясно	1	3
628	особенно если	1	3
629	того и	1	3
630	что хотя	1	3
631	только от	1	3
632	но можно	1	3
633	ведь в	2	3
634	свое место	1	3
635	на чем	1	3
636	от которых	1	3
637	из нас	1	3
638	вот в	1	3
639	для целей	1	3
640	и никакого	1	3
641	этой действительности	1	3
642	был в	1	3
643	образом в	1	3
644	появляется у	1	3
645	на нем	1	3
646	себе представить	1	3
647	из таких	1	3
648	с некоторым	1	3
649	не тем	2	3
650	для человека	1	3
651	как акт	2	3
652	от своего	1	3
653	выражается в	1	3
654	что такой	4	3
655	к какому	1	3
656	в те	1	3
657	сейчас же	1	3
658	представляется в	1	3
659	к той	2	3
660	такое положение	1	3
661	и состоит	2	3
662	в очень	1	3
663	и заключается	1	3
664	по сравнению	1	3
665	оно является	1	3
666	не сам	1	3
667	то все	1	3
668	речь идет	2	3
669	на основании	2	3
670	тот факт	2	3
671	в совершенно	4	3
672	знаем что	3	3
673	основан на	1	3
674	котором мы	1	3
675	может не	3	3
676	не во	1	3
677	что значит	1	3
678	естественно что	2	3
679	бы для	2	3
680	в свои	1	3
681	возможно и	1	3
682	в одной	1	3
683	сказать только	1	3
684	это конечно	1	3
685	и других	1	3
686	эти последние	1	3
687	привело бы	1	3
688	но при	1	3
689	ни один	1	3
690	не существуют	2	3
691	кто не	1	3
692	одного и	1	3
693	место в	2	3
694	происходит в	1	3
695	может и	1	3
696	которая в	1	3
697	борьбе с	3	3
698	которой они	1	3
699	от этих	1	3
700	говорить что	1	3
701	к полной	1	3
702	а во-вторых	2	3
703	из нее	1	3
704	результате этого	1	3
705	мысль о	1	3
706	смотреть на	4	3
707	остается только	1	3
708	превращается в	1	3
709	всего этого	1	3
710	чтобы они	1	3
711	это отношение	1	3
712	с реальными	1	3
713	а следовательно	3	3
714	в европе	1	3
715	собой а	3	3
716	от ее	1	3
717	ее и	1	3
718	время в	2	3
719	речь не	1	3
720	в последние	5	3
721	ли это	4	3
722	за ними	1	3
723	всех других	1	3
724	важно только	1	3
725	друг другу	2	3
726	столь же	1	3
727	значило бы	2	3
728	если они	2	3
729	быть для	1	3
730	для которых	1	3
731	и действительно	1	3
732	а потому	5	3
733	должна быть	2	3
734	на ее	1	3
735	и должно	2	3
736	о которой	1	3
737	борьбы с	1	3
738	заключается не	1	3
739	в россии	6	3
740	оно есть	1	3
741	с ними	1	3
742	древних греков	1	3
743	по самому	2	3
744	со стороны	4	3
745	язык и	1	3
746	мы хотим	1	3
747	не за	1	3
748	том же	2	3
749	он может	1	3
750	будет в	2	3
751	при современном	1	3
752	бы нас	2	3
753	жизни но	1	3
754	связан с	1	3
755	от которого	1	3
756	возможно только	1	3
757	помнить что	2	3
758	тогда это	1	3
759	только та	1	3
760	поскольку она	1	3
761	себе еще	1	3
762	однако если	1	3
763	важно то	1	3
764	мы указали	2	3
765	всем мире	1	3
766	ничего подобного	1	3
767	он считает	1	2
768	до самого	1	2
769	эта идея	1	2
770	формы в	1	2
771	говорили в	2	2
772	в общей	1	2
773	будет ли	2	2
774	которое является	1	2
775	чтобы она	2	2
776	или для	1	2
777	из двух	1	2
778	к каким	1	2
779	уверен в	1	2
780	исходить из	1	2
781	видно из	1	2
782	этой огромной	1	2
783	его жизни	1	2
784	внутри себя	1	2
785	могут не	2	2
786	не исключает	1	2
787	в равновесии	1	2
788	для данного	1	2
789	это значило	1	2
790	свою очередь	1	2
791	точке зрения	3	2
792	в прошлом	1	2
793	все-таки не	1	2
794	то чем	1	2
795	иначе и	1	2
796	понятие о	1	2
797	и живет	1	2
798	точка зрения	1	2
799	ближе к	1	2
800	при переходе	1	2
801	если у	1	2
802	если такой	1	2
803	они будут	2	2
804	в будущем	3	2
805	и некоторые	1	2
806	случае и	1	2
807	с одним	1	2
808	мыслящего человека	1	2
809	большинстве случаев	2	2
810	и надо	1	2
811	земли но	1	2
812	из предыдущего	1	2
813	при полной	1	2
814	а будет	1	2
815	чтобы он	1	2
816	зрения в	1	2
817	говоря только	1	2
818	по пути	1	2
819	время когда	2	2
820	с общим	1	2
821	на свое	1	2
822	также как	1	2
823	подход к	1	2
824	когда они	4	2
825	без этой	1	2
826	они были	1	2
827	бы ни	2	2
828	и конечно	1	2
829	цивилизации так	1	2
830	отличное от	1	2
831	должны быть	1	2
832	никакому сомнению	1	2
833	он на	1	2
834	не признает	1	2
835	только вполне	1	2
836	том и	2	2
837	которому принадлежит	1	2
838	людей или	2	2
839	по отношению	2	2
840	разума и	1	2
841	это вдруг	1	2
842	не требуют	1	2
843	и логики	1	2
844	бы о	1	2
845	и довольно	1	2
846	к своим	1	2
847	этой борьбы	2	2
848	из которой	1	2
849	россии в	7	2
850	тоже нет	1	2
851	в данной	1	2
852	она может	3	2
853	с людьми	1	2
854	от которой	1	2
855	и дать	1	2
856	в глазах	2	2
857	чтобы все	1	2
858	для этих	1	2
859	духом любви	1	2
860	самом и	1	2
861	и многие	1	2
862	ничего другого	2	2
863	ему что	1	2
864	зависит от	2	2
865	то самое	1	2
866	силу и	1	2
867	на которой	2	2
868	участие в	2	2
869	когда же	1	2
870	новой и	1	2
871	вот это	1	2
872	со своей	1	2
873	то естественно	1	2
874	и таким	1	2
875	и другого	1	2
876	бы это	1	2
877	на них	1	2
878	и внутреннее	1	2
879	и эти	1	2
880	случае если	3	2
881	освободится от	1	2
882	доказать что	1	2
883	с виду	3	2
884	у кого	1	2
885	человека с	1	2
886	конечно нет	1	2
887	являются не	1	2
888	а самый	1	2
889	одной или	1	2
890	никому не	1	2
891	такой же	1	2
892	со своими	1	2
893	сколько и	1	2
894	роль и	1	2
895	до такой	1	2
896	приходит к	3	2
897	в борьбе	2	2
898	собой все	2	2
899	черты в	1	2
900	и будут	3	2
901	создал человека	1	2
902	до степени	1	2
903	бы все	1	2
904	что по	1	2
905	роль в	1	2
906	не освободится	1	2
907	и стал	1	2
908	внешним образом	1	2
909	на все	1	2
910	и сейчас	3	2
911	этого вопроса	1	2
912	природы в	1	2
913	тем в	1	2
914	было не	1	2
915	как та	1	2
916	силы и	1	2
917	говорить не	1	2
918	имеет в	1	2
919	не должен	2	2
920	а после	1	2
921	входящего в	1	2
922	разных сторон	2	2
923	что ее	1	2
924	без того	1	2
925	являются уже	1	2
926	они могут	1	2
927	исключительно только	1	2
928	значит в	1	2
929	на почве	2	2
930	этого и	1	2
931	в состоянии	1	2
932	то у	1	2
933	ним в	1	2
934	том случае	4	2
935	по образцу	1	2
936	они в	1	2
937	на создание	1	2
938	или хотя	1	2
939	или мы	1	2
940	при ближайшем	1	2
941	остается в	2	2
942	не видят	1	2
943	ту же	1	2
944	в семье	1	2
945	их и	1	2
946	с большой	1	2
947	сведения о	1	2
948	чем и	1	2
949	в один	1	2
950	дает ему	1	2
951	которых нет	1	2
952	к такому	2	2
953	областях жизни	1	2
954	в состав	1	2
955	самих себя	3	2
956	а по	1	2
957	самому своему	2	2
958	власти и	1	2
959	нас от	1	2
960	только они	1	2
961	однако отнюдь	2	2
962	о своей	1	2
963	как понятие	1	2
964	и поскольку	1	2
965	для настоящего	1	2
966	поэтому для	1	2
967	именно тем	1	2
968	ведь даже	1	2
969	наконец и	1	2
970	признать что	6	2
971	весьма часто	2	2
972	стоять на	2	2
973	нельзя понимать	1	2
974	а во	1	2
975	известной степени	1	2
976	можем и	1	2
977	оказался бы	1	2
978	же он	1	2
979	не будучи	1	2
980	в другое	4	2
981	души и	1	2
982	наконец только	1	2
983	цивилизации в	1	2
984	и вот	2	2
985	обе эти	1	2
986	тому чтобы	4	2
987	многие из	1	2
988	с богом	1	2
989	а на	1	2
990	отказаться от	4	2
991	и представления	1	2
992	этого не	2	2
993	раз навсегда	2	2
994	лишь с	1	2
995	наша мысль	1	2
996	этим самым	1	2
997	последнее время	2	2
998	в меру	2	2
999	человека к	1	2
1000	ко всему	1	2
1001	которая может	1	2
1002	выше что	1	2
1003	единое целое	1	2
1004	подготовка к	1	2
1005	нечего и	1	2
1006	говоря о	2	2
1007	подпадает под	1	2
1008	россии и	3	2
1009	отношению к	1	2
1010	свидетельствуют о	1	2
1011	понял что	1	1
1012	они имеют	1	1
1013	был и	3	1
1014	и теоретическая	1	1
1015	а другие	1	1
1016	не страшны	1	1
1017	в такое	1	1
1018	которых идет	1	1
1019	отношениях к	1	1
1020	вопросу о	3	1
1021	советской власти	4	1
1022	ведь уже	1	1
1023	решения вопроса	1	1
1024	она стала	1	1
1025	на другую	1	1
1026	далее что	1	1
1027	будут не	2	1
1028	какой-то новой	1	1
1029	оно сразу	1	1
1030	или от	2	1
1031	в новую	1	1
1032	из всего	1	1
1033	прочно и	1	1
1034	всего с	1	1
1035	о полном	1	1
1036	здесь дело	1	1
1037	есть самое	1	1
1038	собой не	1	1
1039	мире является	1	1
1040	по своим	1	1
1041	на известной	1	1
1042	что князь	1	1
1043	при полном	2	1
1044	и дело	1	1
1045	же то	1	1
1046	самое себя	1	1
1047	следовало бы	1	1
1048	близких друг	1	1
1049	и политической	1	1
1050	по возможности	1	1
1051	только эта	1	1
1052	может явиться	1	1
1053	всей той	1	1
1054	и технического	1	1
1055	к своей	1	1
1056	к мысли	1	1
1057	от своей	2	1
1058	любовь к	2	1
1059	отметить что	2	1
1060	всегда будет	1	1
1061	на ней	1	1
1062	разные виды	1	1
1063	всех областях	1	1
1064	для всей	1	1
1065	этот человек	2	1
1066	таких условиях	3	1
1067	сущности и	1	1
1068	к ее	1	1
1069	бог есть	1	1
1070	в некоторых	2	1
1071	всего в	1	1
1072	которую можно	1	1
1073	ведь вся	1	1
1074	отдельных представителей	1	1
1075	и оба	1	1
1076	эпохи не	1	1
1077	есть ничто	1	1
1078	и материальный	1	1
1079	как другие	1	1
1080	где это	1	1
1081	или какой-нибудь	1	1
1082	к себе	2	1
1083	мы знаем	1	1
1084	принципом является	1	1
1085	к творчеству	1	1
1086	сильнее чем	1	1
1087	наиболее совершенным	1	1
1088	которых как	1	1
1089	только возможно	1	1
1090	язык да	1	1
1091	мышление и	1	1
1092	в подобном	1	1
1093	нельзя считать	2	1
1094	претендующих на	2	1
1095	всегда помнить	1	1
1096	мировоззрение в	1	1
1097	отличие этого	1	1
1098	не требуется	1	1
1099	цивилизации и	1	1
1100	тоже будут	1	1
1101	даже тогда	1	1
1102	этого вида	2	1
1103	во главе	2	1
1104	которые якобы	1	1
1105	значит иметь	1	1
1106	к вопросу	4	1
1107	в сторону	1	1
1108	из одного	1	1
1109	за другой	1	1
1110	чтобы мы	1	1
1111	по количеству	1	1
1112	и соединение	1	1
1113	стать принципом	1	1
1114	принадлежит в	1	1
1115	которые и	1	1
1116	постепенно в	1	1
1117	языком и	1	1
1118	к такой	1	1
1119	себе на	1	1
1120	творчества таким	1	1
1121	не могла	1	1
1122	оно вовсе	1	1
1123	и ярко	1	1
1124	сами эти	2	1
1125	независимое от	1	1
1126	которое к	1	1
1127	перехода в	1	1
1128	могла бы	1	1
1129	недостатков и	1	1
1130	себя однако	1	1
1131	сделать это	2	1
1132	самостоятельно и	1	1
1133	слишком далеко	1	1
1134	существовать и	1	1
1135	тем легче	1	1
1136	теми же	1	1
1137	привести только	1	1
1138	орудием для	1	1
1139	за нее	2	1
1140	разочарование в	1	1
1141	те кто	1	1
1142	на место	1	1
1143	только такое	1	1
1144	все такие	1	1
1145	и осуществить	1	1
1146	том чем	1	1
1147	может интересовать	1	1
1148	все-таки остается	1	1
1149	на точке	1	1
1150	греков на	1	1
1151	христианин в	1	1
1152	потом и	1	1
1153	упомянутой выше	1	1
1154	чтобы стать	1	1
1155	это она	1	1
1156	всегда были	1	1
1157	бы привести	1	1
1158	схемы и	1	1
1159	знать не	1	1
1160	с данным	1	1
1161	с таким	1	1
1162	существуют а	1	1
1163	этот тип	1	1
1164	те же	1	1
1165	практически это	2	1
1166	находит возможным	1	1
1167	в определенной	1	1
1168	все элементы	1	1
1169	сталкивались с	1	1
1170	от каких	1	1
1171	целое как	1	1
1172	и вопрос	1	1
1173	ближайшем рассмотрении	1	1
1174	на целый	1	1
1175	важно отметить	1	1
1176	говорить и	1	1
1177	подходить к	1	1
1178	на другие	1	1
1179	жизни является	1	1
1180	необходимых для	1	1
1181	его и	2	1
1182	указали на	1	1
1183	жизни при	1	1
1184	несомненно в	1	1
1185	и народов	1	1
1186	в течение	2	1
1187	всех элементов	1	1
1188	то совершенно	1	1
1189	быть не	1	1
1190	и относиться	1	1
1191	и теперь	1	1
1192	народов и	2	1
1193	отношении к	2	1
1194	у других	2	1
1195	работу по	1	1
1196	он весь	1	1
1197	художников и	1	1
1198	состоит в	2	1
1199	претендовать на	1	1
1200	вступать в	1	1
1201	искусство и	1	1
1202	той истинной	1	1
1203	нас важно	1	1
1204	до известной	1	1
1205	не таков	1	1
1206	культурной жизни	2	1
1207	уверенность в	1	1
1208	в любви	1	1
1209	на полную	1	1
1210	двадцать три	1	1
1211	народных масс	1	1
1212	делает возможным	1	1
1213	субъективным и	1	1
1214	которых он	1	1
1215	на службу	1	1
1216	в согласии	1	1
1217	в сфере	1	1
1218	мало того	1	1
1219	причем все	1	1
1220	с определенным	1	1
1221	невозможно без	1	1
1222	смысле этого	1	1
1223	нетрудно было	1	1
1224	содержат в	1	1
1225	и стремления	1	1
1226	собой он	1	1
1227	что действительно	2	1
1228	неразрывно связаны	1	1
1229	борьбы и	1	1
1230	каждого элемента	1	1
1231	чтобы освободиться	1	1
1232	стремление к	7	1
1233	силу этого	1	1
1234	в какой-нибудь	1	1
1235	нем все	1	1
1236	но особенно	1	1
1237	все черты	1	1
1238	мир со	1	1
1239	связаны с	1	1
1240	не хочется	1	1
1241	совершенно самостоятельные	1	1
1242	которая как	1	1
1243	не нужна	2	1
1244	ради этой	1	1
1245	логически и	2	1
1246	он верит	1	1
1247	жизни нет	1	1
1248	то нужно	1	1
1249	не по	1	1
1250	представителей и	1	1
1251	самого факта	1	1
1252	деле для	1	1
1253	но дело	1	1
1254	не следует	1	1
1255	к которой	6	1
1256	полное и	2	1
1257	это единственная	1	1
1258	где прежде	1	1
1259	явление в	1	1
1260	такие элементы	1	1
1261	не верит	1	1
1262	понять что	2	1
1263	вне всякой	2	1
1264	что о	1	1
1265	бытия и	1	1
1266	естественной и	1	1
1267	и единственный	1	1
1268	относится не	1	1
1269	главным образом	3	1
1270	степени и	1	1
1271	например тот	1	1
1272	человек или	1	1
1273	совместно с	1	1
1274	то этим	1	1
1275	строя и	1	1
1276	ее части	1	1
1277	союзе с	1	1
1278	хочет действительно	1	1
1279	творчества или	1	1
1280	совершенно очевидно	2	1
1281	каждого отдельного	2	1
1282	которые на	1	1
1283	будет не	2	1
1284	означала бы	1	1
1285	в противоречие	2	1
1286	в принципе	1	1
1287	ясностью и	2	1
1288	быть может	1	1
1289	противоречие с	2	1
1290	а между	5	1
1291	он имеет	1	1
1292	на такой	2	1
1293	и современный	1	1
1294	вся его	1	1
1295	и внутренне	1	1
1296	на ноги	1	1
1297	веры и	1	1
1298	стремления к	2	1
1299	себя к	1	1
1300	без ее	1	1
1301	может оказаться	1	1
1302	прочим и	1	1
1303	или другая	1	1
1304	обусловливают друг	1	1
1305	что оба	1	1
1306	в какие	1	1
