N	2gram	Tiupa_Narr	Psycholo
216	то время	1	14
217	это и	2	14
218	это только	1	14
219	того как	1	14
220	прежде всего	7	14
221	заключает в	2	14
222	что на	4	14
223	в жизни	9	14
224	при таком	1	14
225	не то	1	14
226	этих двух	2	14
227	бы в	2	14
228	столь же	6	14
229	должна быть	2	14
230	всяком случае	2	14
231	этом отношении	5	14
232	с той	2	14
233	или в	7	14
234	к которым	1	14
235	есть только	1	14
236	в области	4	14
237	с ним	6	14
238	само по	1	14
239	именно в	5	13
240	не могли	1	13
241	точка зрения	5	13
242	а с	2	13
243	могла бы	1	13
244	отнюдь не	6	13
245	этот вопрос	1	13
246	в той	4	13
247	речь идет	3	13
248	когда она	2	13
249	едва ли	5	13
250	и он	8	13
251	могло бы	3	13
252	как он	3	13
253	должен был	1	13
254	со стороны	14	13
255	в этих	3	12
256	их в	4	12
257	не менее	6	12
258	может служить	5	12
259	того же	2	12
260	в конечном	6	12
261	я не	5	12
262	в рассказе	10	12
263	в самой	1	12
264	сам по	1	12
265	в свою	4	12
266	и уже	4	12
267	состоит в	19	12
268	идет о	3	12
269	и с	3	12
270	например в	2	12
271	что этот	1	12
272	что не	2	12
273	этой точки	1	12
274	и до	1	12
275	действия и	1	12
276	характера и	3	12
277	ничего не	8	12
278	об этом	8	12
279	мы воспринимаем	1	12
280	в нашей	1	12
281	конечном счете	4	11
282	так например	1	11
283	не было	3	11
284	о смерти	2	11
285	не будет	2	11
286	мы видели	1	11
287	и сейчас	1	11
288	была бы	1	11
289	подобно тому	4	11
290	сравнению с	1	11
291	оба эти	1	11
292	по сравнению	1	11
293	но мы	1	11
294	на этот	2	11
295	как к	3	11
296	уже в	1	11
297	раз в	4	11
298	отличие от	6	11
299	исходя из	4	11
300	есть в	1	11
301	по поводу	3	11
302	его в	1	11
303	ли это	1	11
304	отдельного человека	1	11
305	у шекспира	1	11
306	с его	6	11
307	но совершенно	1	11
308	во всем	1	10
309	в другом	5	10
310	в тех	1	10
311	сами по	2	10
312	именно на	1	10
313	данном случае	12	10
314	в их	1	10
315	что ни	1	10
316	противоречие с	1	10
317	отличается от	1	10
318	в данном	17	10
319	должно быть	1	10
320	по мнению	2	10
321	тому же	9	10
322	и у	4	10
323	но как	3	10
324	и от	3	10
325	представить себе	3	10
326	здесь мы	1	10
327	не является	7	10
328	ее в	1	10
329	это было	3	10
330	но что	1	9
331	так сказать	4	9
332	в действительности	2	9
333	вопрос о	1	9
334	образом что	1	9
335	на него	4	9
336	что даже	1	9
337	внимание на	7	9
338	в чем	3	9
339	героя и	4	9
340	и та	1	9
341	мы будем	1	9
342	в него	2	9
343	с ее	3	9
344	бы не	1	9
345	его и	2	9
346	из его	1	9
347	на основании	1	9
348	в отличие	6	9
349	ответ на	6	9
350	в виде	2	9
351	по своему	3	9
352	по его	3	9
353	и по	3	9
354	оказывается что	1	9
355	тем самым	9	9
356	и ее	3	9
357	которые не	1	9
358	о чем	6	9
359	точно так	2	9
360	но все	1	9
361	мысль о	1	9
362	роль в	4	9
363	можно сказать	11	9
364	к чему	3	9
365	если же	2	9
366	которое мы	1	9
367	в силу	5	9
368	каждого из	2	9
369	который не	2	9
370	должен быть	1	9
371	том случае	1	9
372	с совершенно	1	9
373	именно это	1	9
374	и наконец	2	9
375	не к	4	9
376	из двух	1	8
377	себе и	2	8
378	то чтобы	2	8
379	жизни с	1	8
380	в сознании	6	8
381	будто бы	2	8
382	одно и	2	8
383	и тот	1	8
384	в общем	1	8
385	имеет дело	1	8
386	тем же	3	8
387	о нем	5	8
388	в такой	1	8
389	как все	2	8
390	и вообще	1	8
391	место в	3	8
392	и составляет	2	8
393	из всех	1	8
394	самое важное	1	8
395	с другом	1	8
396	наряду с	2	8
397	гораздо более	1	8
398	по преимуществу	1	8
399	в произведении	2	8
400	из того	1	8
401	уже давно	1	8
402	друг с	1	8
403	этом смысле	1	8
404	в нее	2	8
405	во время	2	8
406	к нему	5	8
407	в противоречие	1	8
408	в процессе	2	8
409	и более	2	8
410	относится к	1	8
411	том как	3	8
412	он может	1	8
413	жизнь и	1	8
414	эти два	2	8
415	стороны и	1	8
416	только то	1	8
417	еще раз	3	7
418	мысли и	1	7
419	не как	1	7
420	на которых	1	7
421	во все	1	7
422	представляет собой	21	7
423	свою очередь	2	7
424	ни одного	2	7
425	она есть	1	7
426	чем это	2	7
427	на том	2	7
428	она в	3	7
429	связи с	3	7
430	полагал что	1	7
431	что только	1	7
432	в особенности	2	7
433	принадлежат к	1	7
434	имеет место	4	7
435	себе не	1	7
436	со всеми	3	7
437	они не	3	7
438	в течение	1	7
439	к ним	2	7
440	именно то	1	7
441	не существует	3	7
442	действующие лица	1	7
443	того или	3	7
444	случае если	1	7
445	но при	5	7
446	же в	6	7
447	все что	4	7
448	для всех	1	7
449	к этой	1	7
450	нас в	2	7
451	одно из	2	7
452	когда в	4	7
453	которые мы	1	7
454	в глаза	1	7
455	в нашем	4	7
456	от себя	1	7
457	о ней	5	7
458	в качестве	27	7
459	к жизни	3	7
460	видит в	3	7
461	на другой	6	7
462	бы его	1	7
463	с которым	1	7
464	а как	2	7
465	его мнению	1	7
466	признать что	1	7
467	это то	1	7
468	времени и	9	7
469	что автор	1	7
470	различие между	1	7
471	в полном	1	7
472	а на	2	7
473	дело в	2	7
474	слова в	4	7
475	даже в	1	6
476	более или	2	6
477	он был	1	6
478	что вся	1	6
479	людей и	2	6
480	первый раз	2	6
481	после этого	1	6
482	эти три	1	6
483	того и	1	6
484	в сторону	1	6
485	в русской	3	6
486	не могла	2	6
487	она была	2	6
488	обратимся к	1	6
489	события в	3	6
490	одного и	2	6
491	говорит нам	1	6
492	в отношении	1	6
493	оно не	4	6
494	содержание и	1	6
495	к его	5	6
496	никто не	1	6
497	приводит к	2	6
498	да и	5	6
499	у меня	2	6
500	для нее	2	6
501	и вся	1	6
502	как если	2	6
503	от других	1	6
504	каждый из	3	6
505	на две	2	6
506	событий в	1	6
507	только с	2	6
508	в эстетике	1	6
509	находятся в	1	6
510	нуждается в	1	6
511	материал для	1	6
512	на нее	2	6
513	один и	2	6
514	и без	1	6
515	не все	2	6
516	и другого	1	6
517	мы узнаем	2	6
518	к ней	3	6
519	слова и	1	6
520	событий и	1	6
521	еще более	1	6
522	иначе как	1	6
523	басни крылова	1	6
524	или менее	2	6
525	что иное	1	6
526	второй план	1	6
527	тем не	7	6
528	евгении онегине	1	6
529	что за	1	6
530	в себя	3	6
531	а только	1	6
532	за пределы	1	6
533	уже не	11	6
534	о его	3	6
535	или иного	3	6
536	почему он	1	6
537	а потому	2	6
538	как не	1	6
539	только одно	1	6
540	тот кто	2	6
541	то и	3	6
542	что я	4	6
543	в плане	1	6
544	жизни но	3	6
545	ничем не	1	6
546	в первый	1	6
547	о ее	1	6
548	так в	4	6
549	нисколько не	1	6
550	что касается	3	6
551	отношение к	2	6
552	иное как	1	6
553	мы переживаем	1	6
554	в душе	3	5
555	действующее лицо	2	5
556	тем как	1	5
557	в евгении	1	5
558	сам автор	1	5
559	между ними	3	5
560	ни одна	1	5
561	и сам	4	5
562	и опять	2	5
563	на эту	1	5
564	им в	1	5
565	с конца	1	5
566	можно ли	1	5
567	и еще	2	5
568	к которому	1	5
569	бы то	1	5
570	и кажется	1	5
571	становится совершенно	1	5
572	следует понимать	1	5
573	между собой	3	5
574	и чтобы	1	5
575	реакции на	1	5
576	и является	2	5
577	тем и	1	5
578	над ним	1	5
579	точку зрения	3	5
580	все остальное	1	5
581	его к	1	5
582	в одну	1	5
583	если в	2	5
584	он только	1	5
585	своих героев	2	5
586	нет никакого	1	5
587	вместо того	1	5
588	отношения к	1	5
589	одновременно и	1	5
590	у читателя	1	5
591	том смысле	1	5
592	он прямо	2	5
593	для читателя	1	5
594	это все	1	5
595	быть не	3	5
596	он является	4	5
597	значение и	1	5
598	и теперь	1	5
599	не понимает	1	5
600	и наоборот	1	5
601	она может	2	5
602	у них	1	5
603	этими словами	1	5
604	нам только	1	5
605	совершенно другим	1	5
606	зависит от	3	5
607	он как	1	5
608	одна и	1	5
609	которых он	1	5
610	таком случае	1	5
611	все равно	2	5
612	и смысл	1	5
613	однако не	2	5
614	том виде	1	5
615	нас к	1	5
616	на одном	2	5
617	в каждой	1	5
618	к одному	1	5
619	его словам	1	5
620	но она	1	5
621	не следует	3	5
622	для такого	1	5
623	по выражению	1	5
624	разговора с	1	5
625	связь с	1	5
626	но даже	1	5
627	его рассказа	1	5
628	но они	4	5
629	не мог	7	5
630	то в	4	5
631	и было	1	5
632	это будет	1	5
633	указать на	1	5
634	но еще	1	5
635	хотя и	8	5
636	наше внимание	1	5
637	столько же	2	5
638	не знает	2	5
639	и она	1	5
640	в других	2	5
641	это делает	1	5
642	есть все	1	5
643	в один	1	5
644	себя в	4	5
645	представляют собой	5	5
646	однако он	1	5
647	в романе	3	5
648	евгения онегина	1	5
649	в известном	4	5
650	еще и	1	5
651	разговор о	1	5
652	и тогда	2	5
653	в творчестве	1	5
654	принадлежит к	1	5
655	только о	1	5
656	все они	1	5
657	это означает	2	5
658	а то	2	5
659	он указывает	1	5
660	человека в	2	5
661	его не	1	5
662	или не	5	5
663	дело не	3	5
664	смотрит на	1	5
665	конечно в	1	5
666	одного из	6	5
667	вызывает в	1	5
668	надо было	1	5
669	а я	1	5
670	с которыми	1	4
671	является в	1	4
672	характер и	3	4
673	его от	1	4
674	с собой	2	4
675	в речи	5	4
676	к другим	1	4
677	и смерти	1	4
678	нам в	1	4
679	в противоположность	1	4
680	из одного	1	4
681	потому не	2	4
682	это верно	1	4
683	рассказа как	1	4
684	но для	5	4
685	не остается	1	4
686	человек и	2	4
687	в связи	3	4
688	это на	1	4
689	нашего сознания	1	4
690	на самый	1	4
691	должны были	1	4
692	природы и	1	4
693	указанием на	1	4
694	с с	1	4
695	рассказ в	1	4
696	любви и	1	4
697	в корне	1	4
698	можно назвать	2	4
699	из нас	3	4
700	к другому	2	4
701	которую она	1	4
702	с которой	1	4
703	отношении к	1	4
704	вот этот	1	4
705	отступает от	1	4
706	одной из	2	4
707	тот самый	2	4
708	в глазах	7	4
709	это вовсе	1	4
710	этот второй	1	4
711	здесь не	4	4
712	только потому	1	4
713	если только	1	4
714	и всякий	1	4
715	значение в	1	4
716	основе своей	1	4
717	может не	1	4
718	где он	1	4
719	на кладбище	1	4
720	в первой	3	4
721	произведения как	1	4
722	это еще	1	4
723	в стороне	1	4
724	говоря мы	1	4
725	чтобы сделать	1	4
726	могут служить	2	4
727	также и	4	4
728	не по	5	4
729	не с	1	4
730	к анализу	1	4
731	кто не	1	4
732	именно эта	2	4
733	при такой	3	4
734	чем те	1	4
735	больше не	1	4
736	если она	3	4
737	к фабуле	1	4
738	вплоть до	5	4
739	себе а	1	4
740	а когда	1	4
741	строго говоря	2	4
742	от этих	3	4
743	в первом	4	4
744	этих героев	1	4
745	по отношению	5	4
746	что ее	1	4
747	и того	5	4
748	остановимся на	1	4
749	с помощью	2	4
750	всю жизнь	1	4
751	который в	2	4
752	свое собственное	1	4
753	ее и	1	4
754	начала и	5	4
755	слов в	2	4
756	что между	1	4
757	и восприятие	1	4
758	сказал что	1	4
759	произведение как	1	4
760	в мире	8	4
761	без которого	1	4
762	его жизни	5	4
763	в уста	1	4
764	для его	1	4
765	однако в	4	4
766	и каждый	1	4
767	что может	2	4
768	означает что	1	4
769	в состав	5	4
770	не на	1	4
771	если не	4	4
772	с ними	5	4
773	в слове	4	4
774	ли он	2	4
775	не до	1	4
776	вытекает из	1	4
777	автора и	2	4
778	же время	7	4
779	во сне	4	4
780	мог бы	1	4
781	произведения и	1	4
782	не знаем	1	4
783	как во	1	4
784	рассказ и	1	4
785	аналогии с	1	4
786	сам себя	2	4
787	одним и	1	4
788	не для	1	4
789	бы на	1	4
790	как у	6	4
791	несет в	1	4
792	и где	1	4
793	по смыслу	1	4
794	но по	1	4
795	к своему	2	4
796	ли не	3	4
797	это так	1	4
798	предположить что	1	4
799	не могу	2	4
800	не имея	1	4
801	обстоит дело	1	4
802	плана в	1	4
803	говоря о	2	4
804	в пределах	2	4
805	стало быть	4	4
806	рассказа в	5	4
807	благодаря этому	1	4
808	и объяснить	1	3
809	в центре	4	3
810	зрения на	2	3
811	с героем	1	3
812	в большей	1	3
813	какой бы	1	3
814	а есть	1	3
815	не столько	2	3
816	бы перед	1	3
817	именно он	1	3
818	и личного	2	3
819	людей а	1	3
820	или на	1	3
821	меня в	1	3
822	или ином	1	3
823	по своим	2	3
824	своего исследования	1	3
825	на первый	1	3
826	в сердце	2	3
827	связано с	2	3
828	творчества в	1	3
829	из их	1	3
830	к своей	2	3
831	о них	5	3
832	автор как	1	3
833	он сам	4	3
834	на котором	1	3
835	понятие о	1	3
836	ближе к	1	3
837	что сама	1	3
838	с другими	1	3
839	как можно	2	3
840	по аналогии	2	3
841	была в	1	3
842	сообщает нам	1	3
843	в последних	1	3
844	на земле	1	3
845	образом для	1	3
846	если я	1	3
847	действие которое	1	3
848	бы она	1	3
849	в ответ	4	3
850	другом и	1	3
851	в детском	1	3
852	иметь в	1	3
853	выражается в	1	3
854	и другая	2	3
855	это действительно	1	3
856	согласуется с	1	3
857	его как	2	3
858	теми же	1	3
859	своего героя	1	3
860	она оказывается	2	3
861	этом не	1	3
862	простейший пример	1	3
863	порядка и	1	3
864	героя в	6	3
865	уже знаем	1	3
866	в более	1	3
867	один человек	1	3
868	в форме	7	3
869	который она	1	3
870	обращается к	3	3
871	это время	1	3
872	мыслей и	1	3
873	словами и	1	3
874	к той	1	3
875	то я	1	3
876	бросается в	1	3
877	в прозе	4	3
878	своем роде	1	3
879	и состоит	6	3
880	и воображения	1	3
881	роли и	1	3
882	вступает в	2	3
883	этого как	1	3
884	одном полюсе	1	3
885	еще в	4	3
886	не из	1	3
887	мы еще	1	3
888	то они	3	3
889	ему что	1	3
890	он и	2	3
891	слова а	1	3
892	участие в	2	3
893	как именно	2	3
894	всех прочих	1	3
895	возможно и	1	3
896	и я	1	3
897	со своей	3	3
898	но уже	2	3
899	как результат	1	3
900	тем более	2	3
901	бы ни	1	3
902	мере в	1	3
903	в полной	1	3
904	связь и	1	3
905	ни один	1	3
906	оказывается и	2	3
907	нам о	1	3
908	могло быть	2	3
909	что можно	1	3
910	животных в	1	3
911	чтобы создать	1	3
912	может показаться	1	3
913	понять что	1	3
914	для рассказа	1	3
915	нам как	2	3
916	мы и	2	3
917	ней не	1	3
918	от имени	1	3
919	случае не	1	3
920	рассказа это	1	3
921	привести к	1	3
922	что человек	1	3
923	которое может	2	3
924	быть может	1	3
925	дело здесь	1	3
926	том или	1	3
927	его на	1	3
928	внимание что	1	3
929	которое не	2	3
930	поскольку он	1	3
931	и нет	1	3
932	от тех	1	3
933	жизни а	4	3
934	которой он	4	3
935	которое никак	1	3
936	являются не	1	3
937	действительно так	1	3
938	между двумя	6	3
939	превращается в	2	3
940	пока еще	4	3
941	рассказа он	1	3
942	следующим образом	1	3
943	быть в	2	3
944	имеем дело	4	3
945	под именем	1	3
946	этом автор	1	3
947	музыки и	1	3
948	и столь	2	3
949	здесь нет	1	3
950	не принадлежит	1	3
951	собой в	1	3
952	случайное и	1	3
953	ни было	1	3
954	чем у	1	3
955	не была	1	3
956	действий и	1	3
957	как же	1	3
958	же с	1	3
959	не о	2	3
960	характеры действующих	2	3
961	одним из	2	3
962	быть только	1	3
963	свой особый	1	3
964	но ведь	1	3
965	и характер	1	3
966	точек зрения	2	3
967	не иначе	1	3
968	вопроса о	1	3
969	на которую	1	3
970	говорил о	2	3
971	определенным образом	1	3
972	от самого	1	3
973	то ни	1	3
974	не более	1	3
975	художника и	1	3
976	даже не	1	3
977	на стороне	3	3
978	как известно	3	3
979	речи и	1	3
980	слова как	1	3
981	и ничего	1	3
982	однако и	5	3
983	на ее	2	3
984	для себя	3	3
985	о которой	3	3
986	ни о	3	3
987	которые могут	2	3
988	именно поэтому	1	3
989	друг от	1	3
990	которая не	3	3
991	но напротив	1	3
992	мы его	2	3
993	такого рода	17	3
994	к себе	11	3
995	не могло	3	3
996	любопытно что	1	3
997	решительно все	1	3
998	моя мысль	1	3
999	нам и	1	3
1000	все так	1	3
1001	фон для	1	3
1002	отношению к	5	3
1003	свести к	2	3
1004	же мере	1	3
1005	и восприятия	1	3
1006	узнаем что	1	3
1007	всего тем	1	3
1008	что каждый	1	3
1009	чем он	3	3
1010	как нечто	1	3
1011	по словам	2	3
1012	за которой	1	3
1013	но с	1	3
1014	от друга	1	3
1015	другой смысл	1	3
1016	или иначе	2	3
1017	а также	11	3
1018	вся суть	1	3
1019	и оно	1	3
1020	самое замечательное	1	3
1021	отношения между	1	3
1022	поскольку она	1	3
1023	а к	3	3
1024	узнает о	1	3
1025	оно в	1	3
1026	быть и	3	3
1027	у нее	8	3
1028	в новой	1	3
1029	ничего подобного	1	3
1030	же самым	1	3
1031	говорит не	1	3
1032	будто автор	1	2
1033	можем обозначить	1	2
1034	не зависит	1	2
1035	героя о	1	2
1036	всей ее	1	2
1037	этим объясняется	1	2
1038	читателя и	1	2
1039	или положение	1	2
1040	именно они	1	2
1041	последних словах	1	2
1042	от первой	2	2
1043	мысли о	1	2
1044	в лирике	1	2
1045	характера у	1	2
1046	другое дело	1	2
1047	произведении и	1	2
1048	эстетике и	1	2
1049	некоторые из	1	2
1050	повествования и	4	2
1051	осуществляется в	1	2
1052	можно не	1	2
1053	уже до	1	2
1054	следовало бы	1	2
1055	своей природе	1	2
1056	ничто не	1	2
1057	но во	1	2
1058	это его	1	2
1059	из жизни	1	2
1060	времени в	3	2
1061	не всегда	4	2
1062	есть продукт	1	2
1063	свое отражение	1	2
1064	на практике	1	2
1065	с другим	2	2
1066	на пересечении	1	2
1067	в не	1	2
1068	казалось что	2	2
1069	говорит с	2	2
1070	гораздо существеннее	1	2
1071	конструктивный принцип	1	2
1072	чего он	1	2
1073	в структуре	1	2
1074	к ее	3	2
1075	крайней мере	1	2
1076	или иным	2	2
1077	к восприятию	1	2
1078	увидим впоследствии	1	2
1079	и представляет	2	2
1080	о влиянии	1	2
1081	события а	1	2
1082	к герою	2	2
1083	все его	4	2
1084	хотелось бы	1	2
1085	и читатель	3	2
1086	не останется	1	2
1087	происходит это	2	2
1088	второй смысл	1	2
1089	он бы	1	2
1090	объединены в	1	2
1091	может оказаться	2	2
1092	из басни	1	2
1093	в будущем	1	2
1094	ни от	2	2
1095	как по	2	2
1096	этом последнем	2	2
1097	мы никак	1	2
1098	данный момент	1	2
1099	был не	1	2
1100	а для	4	2
1101	той или	7	2
1102	а потом	2	2
1103	когда под	1	2
1104	точкой зрения	1	2
1105	только от	2	2
1106	о себе	2	2
1107	люди как	1	2
1108	же обстоит	1	2
1109	говоря в	1	2
1110	не один	1	2
1111	человека как	2	2
1112	самому себе	1	2
1113	между характером	1	2
1114	на чем	1	2
1115	рассказа является	1	2
1116	сомневаться в	2	2
1117	по своей	3	2
1118	себя за	1	2
1119	не раз	1	2
1120	того кто	2	2
1121	действующего лица	1	2
1122	необходимо чтобы	1	2
1123	случае это	1	2
1124	чтобы не	1	2
1125	и сами	2	2
1126	эта фраза	2	2
1127	даже чисто	1	2
1128	от сознания	2	2
1129	в городе	2	2
1130	если за	1	2
1131	однако эта	1	2
1132	бы составить	1	2
1133	рассказа о	2	2
1134	он на	1	2
1135	интерес к	3	2
1136	для них	2	2
1137	и делает	1	2
1138	литературного произведения	1	2
1139	всеми предыдущими	1	2
1140	с этого	1	2
1141	можно согласиться	1	2
1142	и событий	1	2
1143	исключительно в	3	2
1144	но никогда	1	2
1145	всякий другой	1	2
1146	мы встречаемся	1	2
1147	косвенным путем	1	2
1148	для каждого	1	2
1149	произведение в	1	2
1150	жизни в	7	2
1151	на минуту	1	2
1152	же мало	1	2
1153	непременно должен	1	2
1154	вследствие этого	1	2
1155	первой главе	1	2
1156	это был	1	2
1157	как один	1	2
1158	впечатление что	1	2
1159	словами он	1	2
1160	не обнаруживается	2	2
1161	тем или	2	2
1162	более чем	2	2
1163	с нами	2	2
1164	в значительной	1	2
1165	наконец в	1	2
1166	ни для	1	2
1167	смысл который	1	2
1168	и ему	1	2
1169	и придает	1	2
1170	так легко	1	2
1171	чем не	1	2
1172	было и	2	2
1173	и т.д	7	2
1174	в сфере	2	2
1175	от которой	2	2
1176	мы всякий	1	2
1177	по ходу	1	2
1178	автором в	1	2
1179	деле в	1	2
1180	смерти он	1	2
1181	мать и	3	2
1182	отдельной личности	1	2
1183	во времени	9	2
1184	жизни не	1	2
1185	не означает	1	2
1186	именно к	1	2
1187	в свое	1	2
1188	в любви	1	2
1189	которым он	1	2
1190	не поддается	1	2
1191	и ей	1	2
1192	настроение и	1	2
1193	образ и	1	2
1194	в литературе	8	2
1195	сходятся в	1	2
1196	когда же	2	2
1197	различия между	1	2
1198	со словами	3	2
1199	иной раз	1	2
1200	и со	1	2
1201	ему не	1	2
1202	читателя в	4	2
1203	выше в	1	2
1204	другой в	1	2
1205	позволяет нам	3	2
1206	в начале	4	2
1207	и времени	1	2
1208	для других	3	2
1209	или читатель	1	2
1210	иначе он	1	2
1211	или иной	6	2
1212	никому не	1	2
1213	человек не	1	2
1214	является ли	1	2
1215	на своих	2	2
1216	ведь и	1	2
1217	узнаем о	1	2
1218	что было	1	2
1219	новое и	2	2
1220	результате его	1	2
1221	роковым образом	1	2
1222	которая была	1	2
1223	ко второй	1	2
1224	русской литературе	1	2
1225	рассказ о	1	2
1226	которая в	2	2
1227	случае мы	1	2
1228	любовь к	1	2
1229	жизнь которая	1	2
1230	жизни есть	1	2
1231	за собой	1	2
1232	это нужно	1	2
1233	не являются	2	2
1234	или иному	1	2
1235	не годится	1	2
1236	очень серьезно	1	2
1237	их не	1	2
1238	она из	1	2
1239	ведет к	3	2
1240	давно уже	2	2
1241	они и	2	2
1242	внимание к	2	2
1243	как с	1	2
1244	но у	1	2
1245	во внешнем	1	2
1246	для автора	2	2
1247	и предполагает	1	2
1248	нельзя было	1	2
1249	и мысли	1	2
1250	сводятся к	4	2
1251	жизнь а	1	2
1252	жизни тогда	1	2
1253	но то	1	2
1254	во многих	1	2
1255	и показывает	1	2
1256	чем его	1	2
1257	не вполне	3	2
1258	его собственной	1	2
1259	мы привыкли	1	2
1260	у себя	2	2
1261	жизни как	2	2
1262	например когда	1	2
1263	говорит сам	1	2
1264	человеку и	1	2
1265	тут же	1	2
1266	характер ее	1	2
1267	смысле как	1	2
1268	и направляет	1	2
1269	от ее	1	2
1270	той степени	1	2
1271	на свете	1	2
1272	на протяжении	12	2
1273	отражение в	1	2
1274	и всей	1	2
1275	первом случае	3	2
1276	они все	1	2
1277	такая же	1	2
1278	элементов из	1	2
1279	народной жизни	1	2
1280	предмет своего	1	2
1281	с каждым	1	2
1282	полной мере	1	2
1283	тайны и	1	2
1284	о ком	1	2
1285	не обладает	1	2
1286	не от	1	2
1287	в европейской	1	2
1288	преимущественно в	1	2
1289	сознания к	1	2
1290	рассказ об	1	2
1291	том именно	1	2
1292	в разные	1	2
1293	не говорит	4	2
1294	получает возможность	1	2
1295	прямо не	1	2
1296	или хотя	1	2
1297	между этими	1	2
1298	читателя к	1	2
1299	вошел в	1	2
1300	всю свою	2	2
1301	так или	1	2
1302	природе своей	1	2
1303	так называемые	1	2
1304	человека который	2	2
1305	рассказа а	1	2
1306	это по	1	2
1307	для художника	1	2
1308	и смысла	1	2
1309	не приходится	1	2
1310	в которое	1	2
1311	подошла к	1	2
