N	2gram	Trubetskoy	Analitik
249	в которой	1	4
250	на себе	1	4
251	бы в	1	4
252	мы уже	2	4
253	то ни	4	4
254	и что	2	4
255	него на	1	4
256	и от	2	4
257	и есть	2	4
258	чем и	1	4
259	были бы	2	4
260	была бы	1	4
261	о своей	1	4
262	с ними	1	4
263	бы не	1	4
264	и т	3	4
265	что позволяет	1	4
266	это и	1	4
267	его и	2	4
268	все три	1	4
269	потому что	5	4
270	того чтобы	8	4
271	и если	7	4
272	и тогда	2	4
273	или иных	1	4
274	и во	3	4
275	до известной	1	4
276	по воле	2	4
277	но это	2	4
278	все они	3	4
279	от которого	1	4
280	ее в	2	4
281	в полном	1	4
282	на которой	2	4
283	указывает на	2	4
284	сама по	2	4
285	или даже	1	4
286	по своему	1	4
287	об этом	1	4
288	и другого	1	4
289	тех или	1	4
290	человека в	1	4
291	но при	1	4
292	в значительной	3	4
293	и о	2	4
294	в области	2	4
295	от него	2	3
296	человеческой жизни	1	3
297	к этой	4	3
298	с этой	1	3
299	случае не	1	3
300	одному из	2	3
301	быть может	1	3
302	и с	7	3
303	на свою	1	3
304	в жизни	1	3
305	с тем	6	3
306	похож на	1	3
307	и внутренне	1	3
308	только для	2	3
309	тем в	1	3
310	в такой	1	3
311	при условии	3	3
312	вопрос о	5	3
313	на самом	6	3
314	и те	2	3
315	от своей	2	3
316	как на	8	3
317	что все	3	3
318	в зависимости	1	3
319	в противном	1	3
320	и внешней	1	3
321	к ее	1	3
322	всего в	1	3
323	бы то	4	3
324	на почве	2	3
325	что у	1	3
326	должно быть	3	3
327	в единое	2	3
328	в состоянии	1	3
329	и за	1	3
330	связи с	3	3
331	очевидно что	1	3
332	в связи	1	3
333	между собой	5	3
334	он сам	3	3
335	не был	1	3
336	остается в	2	3
337	хотя в	1	3
338	и тот	2	3
339	следует признать	1	3
340	таит в	1	3
341	тот или	1	3
342	теми же	1	3
343	из этого	3	3
344	бы ни	2	3
345	оно может	1	3
346	на место	1	3
347	и следует	1	3
348	во время	2	3
349	всех этих	3	3
350	в одну	1	3
351	тогда когда	4	3
352	что они	3	3
353	никак не	1	3
354	борьбы с	1	3
355	можно было	4	3
356	если не	2	3
357	также может	1	3
358	заключается в	1	3
359	о котором	3	3
360	ни к	7	3
361	языка и	1	3
362	своей собственной	1	3
363	тех же	1	3
364	и заключается	1	3
365	принципиально не	1	3
366	быть не	1	3
367	для нее	2	3
368	она может	3	3
369	с людьми	1	3
370	мог бы	1	3
371	на этот	1	3
372	взгляде на	2	3
373	его можно	1	3
374	так как	4	3
375	они не	1	3
376	том числе	1	3
377	на роль	1	3
378	видеть в	2	3
379	дело в	1	3
380	когда же	1	3
381	в таких	2	3
382	а о	1	3
383	а то	1	3
384	понимать как	1	3
385	и без	1	3
386	при таком	1	3
387	противном случае	1	3
388	ко всему	1	3
389	может иметь	1	3
390	только к	3	3
391	с новыми	1	3
392	она не	2	3
393	также и	1	3
394	однако если	1	3
395	в ней	2	3
396	мы должны	7	3
397	борьба с	1	3
398	говоря о	2	3
399	человека с	1	3
400	этих случаях	1	3
401	идет о	1	3
402	же самое	1	3
403	когда он	1	3
404	жизни и	4	3
405	личности к	1	3
406	на то	5	3
407	душевной жизни	1	3
408	может и	1	3
409	для этого	3	3
410	и наконец	2	3
411	не к	2	3
412	по нашему	1	3
413	над нами	1	2
414	в применении	1	2
415	тому что	2	2
416	в разных	1	2
417	не вызывает	1	2
418	не являются	1	2
419	от них	1	2
420	ко всем	3	2
421	более или	4	2
422	нами и	1	2
423	в новую	1	2
424	к другим	1	2
425	если он	1	2
426	их в	2	2
427	выход из	1	2
428	в одно	1	2
429	на эту	2	2
430	себя к	1	2
431	собой не	1	2
432	но мы	3	2
433	культуры в	3	2
434	так например	1	2
435	искусство и	1	2
436	на первый	1	2
437	следует подчеркнуть	1	2
438	и дело	1	2
439	любви к	2	2
440	а лишь	4	2
441	было не	1	2
442	на этой	2	2
443	применении к	1	2
444	имеет в	1	2
445	может явиться	1	2
446	и неизбежно	1	2
447	во многих	2	2
448	совершенно очевидно	2	2
449	войти в	1	2
450	борьбе с	3	2
451	а между	5	2
452	так же	2	2
453	всегда и	1	2
454	в прошлом	1	2
455	к ним	1	2
456	двух других	1	2
457	к которому	1	2
458	сих пор	5	2
459	этой роли	2	2
460	друг с	14	2
461	в отдельных	1	2
462	не просто	2	2
463	они могут	1	2
464	ближе к	1	2
465	русской культуре	1	2
466	ее и	1	2
467	этому пути	1	2
468	время и	1	2
469	собой в	1	2
470	к себе	2	2
471	при переходе	1	2
472	внутренней и	1	2
473	что при	1	2
474	бытия и	1	2
475	мы можем	2	2
476	там и	2	2
477	или не	1	2
478	том же	2	2
479	к чему	2	2
480	исходит из	1	2
481	противоречие с	2	2
482	с одним	1	2
483	человек и	1	2
484	но ведь	1	2
485	между прочим	1	2
486	в психике	1	2
487	о которых	3	2
488	а только	1	2
489	могло бы	1	2
490	данный момент	1	2
491	зрения в	1	2
492	здесь мы	1	2
493	вообще не	1	2
494	для человека	1	2
495	не могла	1	2
496	этот вопрос	2	2
497	которые и	1	2
498	оно и	1	2
499	только с	2	2
500	культуры и	2	2
501	что во	1	2
502	подход к	1	2
503	что может	3	2
504	понимание и	1	2
505	если они	2	2
506	для чего	1	2
507	имеет свою	1	2
508	любви и	1	2
509	себе самом	1	2
510	до сих	5	2
511	за ним	1	2
512	и конечно	1	2
513	в противоречие	2	2
514	и при	6	2
515	и должно	2	2
516	что это	3	2
517	от нас	2	2
518	о которой	1	2
519	том и	2	2
520	собой и	3	2
521	оно есть	1	2
522	обозначить как	1	2
523	даже не	2	2
524	и просто	1	2
525	целое как	1	2
526	может не	3	2
527	ставит себя	1	2
528	в течение	2	2
529	это только	2	2
530	и второй	1	2
531	вступление в	1	2
532	на это	2	2
533	весьма часто	2	2
534	не сам	1	2
535	время в	2	2
536	себя не	1	2
537	то у	1	2
538	может ли	1	2
539	и стал	1	2
540	не для	1	2
541	своей жизни	1	2
542	тем же	1	2
543	с нею	3	2
544	он может	1	2
545	но если	3	2
546	в самой	1	2
547	первый взгляд	1	2
548	создания и	1	2
549	зависит от	2	2
550	и вот	2	2
551	обе эти	1	2
552	он как	1	2
553	то самое	1	2
554	упускать из	1	2
555	что с	2	2
556	для нас	2	2
557	это именно	1	2
558	смысле этого	1	2
559	все равно	1	2
560	что ни	1	2
561	образом в	1	2
562	по существу	5	2
563	более что	1	2
564	исторически сложившихся	1	2
565	это рассуждение	1	2
566	перед собой	1	2
567	на все	1	2
568	с другом	14	2
569	которой он	4	2
570	но особенно	1	2
571	или менее	4	2
572	и таким	1	2
573	в одной	1	2
574	бы это	1	2
575	связаны с	1	2
576	а на	1	2
577	к одному	1	2
578	будучи по	2	2
579	и внутреннее	1	2
580	между нами	1	2
581	и эти	1	2
582	единое целое	1	2
583	нет и	1	2
584	это как	1	2
585	следовало ожидать	1	2
586	то и	1	2
587	церкви и	9	2
588	не по	1	2
589	у всех	1	2
590	но дело	1	2
591	стало быть	1	2
592	борьбе за	1	2
593	в большинстве	3	2
594	зависимость от	2	2
595	а скорее	1	2
596	тот кто	1	2
597	не можем	2	2
598	означало бы	1	2
599	по этому	2	2
600	и прежде	1	2
601	и только	5	2
602	и ту	1	2
603	событий и	1	2
604	однако они	2	2
605	ибо тот	1	1
606	практически не	1	1
607	они имеют	1	1
608	с уверенностью	2	1
609	был и	3	1
610	возможно лишь	4	1
611	же и	1	1
612	другим и	1	1
613	люди которые	1	1
614	самого себя	7	1
615	которому оно	1	1
616	он всегда	1	1
617	национальной культуре	5	1
618	означала бы	1	1
619	привести к	1	1
620	осуществить в	1	1
621	в общей	1	1
622	только тогда	1	1
623	особенно если	1	1
624	в различных	1	1
625	свою родину	1	1
626	одним общим	1	1
627	чтобы в	2	1
628	но все	1	1
629	а во-вторых	2	1
630	ни одна	3	1
631	к внешней	1	1
632	к каким	1	1
633	открываются перспективы	1	1
634	исходить из	1	1
635	принадлежат к	2	1
636	вся его	1	1
637	всего с	1	1
638	общими для	1	1
639	сказанное относится	1	1
640	на ноги	1	1
641	для русской	2	1
642	внешней жизни	1	1
643	прочим и	1	1
644	на точку	1	1
645	к своим	1	1
646	что оба	1	1
647	службу к	1	1
648	этим самым	1	1
649	или все	1	1
650	было проведено	1	1
651	вступая в	1	1
652	у которых	1	1
653	и пути	1	1
654	с родным	1	1
655	себя если	1	1
656	недостаточно ясно	1	1
657	чему не	1	1
658	но даже	2	1
659	должна быть	2	1
660	другом в	1	1
661	своим собственным	1	1
662	деятельности для	1	1
663	с собственным	1	1
664	относится не	1	1
665	формы так	1	1
666	таком взгляде	1	1
667	не исключает	1	1
668	не об	1	1
669	точно так	2	1
670	приходит к	3	1
671	что ее	1	1
672	отклик в	1	1
673	отметить что	2	1
674	всего этого	1	1
675	и писать	1	1
676	таких условиях	3	1
677	такой поворот	1	1
678	до такой	1	1
679	речь не	1	1
680	не умеет	1	1
681	они сами	1	1
682	быть как	1	1
683	именно с	1	1
684	под именем	1	1
685	свою судьбу	1	1
686	части не	1	1
687	людей в	1	1
688	из ранних	1	1
689	и весь	1	1
690	при котором	3	1
691	и оба	1	1
692	влияние на	1	1
693	этой внутренней	1	1
694	первый и	1	1
695	зрения которая	1	1
696	как другие	1	1
697	она и	1	1
698	хотелось бы	1	1
699	а наоборот	1	1
700	на такую	2	1
701	по соображениям	2	1
702	ввести в	1	1
703	мы знаем	1	1
704	начале этой	1	1
705	весь смысл	2	1
706	случае совершенно	1	1
707	другого для	1	1
708	ним в	1	1
709	не поднимается	1	1
710	что такое	2	1
711	и сама	1	1
712	в тот	1	1
713	они в	1	1
714	в подобном	1	1
715	противоречие между	1	1
716	иной культурной	1	1
717	богу не	1	1
718	в разные	1	1
719	от тех	1	1
720	а за	1	1
721	что его	1	1
722	или хотя	1	1
723	принадлежащего к	1	1
724	на исключительную	1	1
725	в последние	5	1
726	воздействия на	1	1
727	не требуется	1	1
728	себя как	2	1
729	же как	1	1
730	на земле	4	1
731	большинстве случаев	2	1
732	и вместе	2	1
733	но когда	1	1
734	данный человек	1	1
735	от этого	1	1
736	должно было	1	1
737	его жизни	1	1
738	второй к	1	1
739	работы по	1	1
740	себе и	4	1
741	к мысли	1	1
742	из одного	1	1
743	и у	1	1
744	человека а	1	1
745	как сказано	1	1
746	что хотя	1	1
747	культуре и	2	1
748	наличности в	1	1
749	россии к	2	1
750	более на	1	1
751	становится и	1	1
752	и однако	2	1
753	творца и	1	1
754	при отсутствии	2	1
755	чтобы он	1	1
756	личности где	1	1
757	языком и	1	1
758	а ее	1	1
759	на чем	1	1
760	на нем	1	1
761	если же	2	1
762	должны быть	1	1
763	за ними	1	1
764	какой это	1	1
765	но только	1	1
766	себя на	2	1
767	его жизнь	1	1
768	чтобы их	2	1
769	из нас	1	1
770	отчасти в	1	1
771	должны были	1	1
772	между несколькими	1	1
773	из нее	1	1
774	что для	3	1
775	его личности	1	1
776	на отдельные	1	1
777	сопряжена с	1	1
778	был в	1	1
779	даже если	2	1
780	у разных	1	1
781	с которым	1	1
782	подходе к	1	1
783	случае речь	1	1
784	уйти в	1	1
785	же мы	1	1
786	те кто	1	1
787	общечеловеческой культуре	1	1
788	а главное	1	1
789	дает ему	1	1
790	было только	1	1
791	где мы	1	1
792	сам уже	1	1
793	целом производит	1	1
794	никто из	1	1
795	культура есть	1	1
796	на деле	1	1
797	а потому	5	1
798	личности на	1	1
799	к единой	2	1
800	отношению ко	1	1
801	представить себе	2	1
802	на точке	1	1
803	две части	1	1
804	и сейчас	3	1
805	этого и	1	1
806	аспекта одного	1	1
807	на ее	1	1
808	христианин в	1	1
809	не всякий	1	1
810	к общему	1	1
811	же образом	2	1
812	подлежит никакому	1	1
813	с некоторым	1	1
814	меру его	2	1
815	при наличности	1	1
816	в область	1	1
817	этот принцип	1	1
818	с внешней	1	1
819	эволюции они	1	1
820	схемы и	1	1
821	для них	3	1
822	не признает	1	1
823	не на	1	1
824	они были	1	1
825	такого же	1	1
826	культуры к	1	1
827	сил и	3	1
828	с ней	1	1
829	их и	1	1
830	и гибели	1	1
831	нами не	1	1
832	том виде	1	1
833	и будет	1	1
834	реальная возможность	1	1
835	лишь к	4	1
836	борьбы и	1	1
837	из тех	1	1
838	как не	1	1
839	вряд ли	3	1
840	конечно мы	1	1
841	что такой	4	1
842	в которых	1	1
843	о церкви	1	1
844	он есть	1	1
845	которая сама	1	1
846	кроме одной	1	1
847	к той	2	1
848	является для	1	1
849	жизни конечно	1	1
850	к индивидуальному	1	1
851	ни на	1	1
852	не допускает	1	1
853	всему этому	1	1
854	к утрате	1	1
855	не учитывать	1	1
856	а если	1	1
857	ни у	1	1
858	существующая в	1	1
859	на том	3	1
860	можно лишь	1	1
861	прежнее время	1	1
862	и теперь	1	1
863	всего на	1	1
864	только один	1	1
865	то все	1	1
866	есть то	1	1
867	и вся	1	1
868	не могло	1	1
869	может лишь	1	1
870	отношении к	2	1
871	чаще всего	1	1
872	силы в	1	1
873	идет не	1	1
874	при довольно	1	1
875	целый ряд	2	1
876	тот факт	2	1
877	в совершенно	4	1
878	в истории	1	1
879	себя от	3	1
880	претендовать на	1	1
881	другая в	1	1
882	в данной	1	1
883	ее не	1	1
884	в сфере	1	1
885	если мы	1	1
886	индивидуальный характер	1	1
887	к коллективному	1	1
888	не за	1	1
889	всех остальных	1	1
890	может оказаться	1	1
891	только при	1	1
892	в каждый	1	1
893	для достижения	1	1
894	состоящая в	1	1
895	друг друга	3	1
896	от степени	1	1
897	не будучи	1	1
898	точку зрения	4	1
899	в лоне	2	1
900	такой путь	1	1
901	он должен	5	1
902	прийти к	1	1
903	они принадлежат	2	1
904	связан с	1	1
905	в любви	1	1
906	обе стороны	1	1
907	но на	1	1
908	если с	1	1
909	что оно	3	1
910	и многие	1	1
911	не поддается	1	1
912	когда речь	1	1
913	ничем не	1	1
914	хоть и	1	1
915	не во	1	1
916	на тех	1	1
917	церкви в	1	1
918	к соединению	4	1
919	эстетическим и	1	1
920	которых он	1	1
921	естественно что	2	1
922	бы на	1	1
923	видеть только	1	1
924	она будет	2	1
925	неудивительно что	1	1
926	силу и	1	1
927	возможно только	1	1
928	и постоянно	1	1
929	содержат в	1	1
930	что действительно	2	1
931	материал для	1	1
932	бы для	2	1
933	от друга	2	1
934	отказаться от	4	1
935	и представления	1	1
936	когда оно	1	1
937	если сознание	1	1
938	только сам	1	1
939	в будущее	1	1
940	лишь две	1	1
941	и другое	1	1
942	европейской цивилизации	2	1
943	духовной культуры	1	1
944	участие в	2	1
945	не подлежит	2	1
946	помнить что	2	1
947	очередь является	1	1
948	если и	1	1
949	может только	3	1
950	но по	1	1
951	и следовало	1	1
952	является не	2	1
953	а быть	1	1
954	этой соотносительности	1	1
955	нисколько не	2	1
956	и небольшой	1	1
957	мысль об	1	1
958	ему как	1	1
959	от своих	1	1
960	на них	1	1
961	именно вследствие	1	1
962	собой он	1	1
963	как проявление	1	1
964	отказа от	1	1
965	том случае	4	1
966	нас и	1	1
967	не изменится	1	1
968	и других	1	1
969	каждая из	1	1
970	что высшей	1	1
971	у кого	1	1
972	усомниться в	1	1
973	случае если	3	1
974	и религии	1	1
975	способен лишь	1	1
976	мире есть	1	1
977	который мы	1	1
978	силе и	1	1
979	первый случай	1	1
980	говорить не	1	1
981	быть и	2	1
982	а по	1	1
983	но она	2	1
984	есть и	2	1
985	оказывается что	1	1
986	чудесным образом	4	1
987	факт что	2	1
988	отвергает и	1	1
989	стороны и	1	1
990	только то	1	1
991	к которой	6	1
992	признать что	6	1
993	в россию	2	1
994	это его	1	1
995	этого не	2	1
996	числе и	1	1
997	к ней	1	1
998	со своими	1	1
999	смысл бытия	1	1
1000	принципиальное отличие	1	1
1001	национальной и	1	1
1002	однако для	1	1
1003	внутри себя	1	1
1004	национальной самобытности	3	1
1005	этом и	2	1
1006	связи между	1	1
1007	эту мысль	1	1
1008	понять что	2	1
1009	друг от	2	1
1010	самом себе	2	1
1011	никому не	1	1
1012	что о	1	1
1013	происходит в	1	1
1014	культуры с	2	1
1015	в виде	3	1
1016	себе еще	1	1
1017	это в	2	1
1018	само собой	1	1
1019	надо признать	3	1
1020	ли может	1	1
1021	не вне	1	1
1022	конце концов	3	1
1023	носит в	1	1
1024	опасностью и	1	1
1025	он с	1	1
1026	в лице	1	1
1027	к богу	7	1
1028	это отнюдь	1	1
1029	из двух	1	1
1030	степени и	1	1
