N	2gram	Vygotskiy_	FransuaR
295	что они	11	11
296	той или	2	11
297	и что	14	11
298	того как	6	11
299	наконец в	3	11
300	в отличие	4	11
301	из этого	4	11
302	в ряде	1	11
303	на фоне	3	11
304	и т.д	4	11
305	культуры в	1	11
306	все время	3	11
307	момент в	3	11
308	время в	3	11
309	очень часто	2	11
310	в системе	3	11
311	и особенно	2	11
312	и более	2	11
313	слова и	10	11
314	формы и	1	11
315	он говорит	1	11
316	другими словами	1	11
317	в заключение	2	11
318	целый ряд	6	10
319	по отношению	10	10
320	на котором	4	10
321	все его	1	10
322	что для	3	10
323	его как	1	10
324	поэтому в	2	10
325	но оно	1	10
326	данном случае	5	10
327	или иной	2	10
328	конце концов	1	10
329	новое и	1	10
330	для всех	2	10
331	нас в	4	10
332	самом же	1	10
333	где они	4	10
334	к тому	13	10
335	на этот	2	10
336	значительной степени	1	10
337	весь эпизод	1	10
338	не просто	1	10
339	к которому	3	10
340	в изображении	1	10
341	здесь как	2	10
342	выражение в	6	10
343	ту же	4	10
344	мы остановимся	4	10
345	в процессе	12	10
346	он хочет	1	10
347	им в	1	10
348	же деле	1	10
349	во второй	5	10
350	в целом	7	10
351	еще раз	1	9
352	в разных	6	9
353	связано с	4	9
354	характер в	1	9
355	в основу	1	9
356	нашей работы	3	9
357	пародии на	1	9
358	как это	7	9
359	в тех	1	9
360	значение и	2	9
361	но на	3	9
362	в которых	3	9
363	о котором	1	9
364	до известной	2	9
365	как к	4	9
366	ведь это	2	9
367	это как	1	9
368	же в	1	9
369	что на	5	9
370	отношения к	5	9
371	но как	3	9
372	мы можем	7	9
373	как известно	6	9
374	не имеет	6	9
375	чем же	1	9
376	относится к	5	9
377	известной степени	2	9
378	между людьми	1	9
379	том же	7	9
380	и то	10	9
381	для нас	4	9
382	первый план	1	9
383	это место	1	9
384	отношению к	9	9
385	что не	2	9
386	с этой	5	8
387	не менее	6	8
388	следовательно и	1	8
389	на первый	1	8
390	понятно что	3	8
391	но эти	2	8
392	в этот	3	8
393	и те	1	8
394	всего в	2	8
395	от этого	3	8
396	под влиянием	1	8
397	речи и	36	8
398	оно было	1	8
399	и при	2	8
400	с тем	8	8
401	то время	8	8
402	его связь	1	8
403	языка и	6	8
404	в совершенно	3	8
405	значение в	3	8
406	он как	1	8
407	но эта	2	8
408	движение в	3	8
409	почти до	1	8
410	на одном	1	8
411	человека с	1	8
412	включает в	2	8
413	для этого	4	8
414	мы сказали	1	8
415	как они	2	8
416	перестает быть	1	8
417	нельзя было	2	8
418	мы увидим	1	8
419	всего этого	1	8
420	по поводу	3	8
421	видели что	3	8
422	после того	1	8
423	ко всему	2	8
424	они в	1	8
425	тому же	2	8
426	и она	2	8
427	так что	8	8
428	здесь мы	2	8
429	все те	2	8
430	в это	1	8
431	если бы	8	8
432	но с	4	8
433	и без	2	8
434	этой системы	1	8
435	с самого	13	8
436	и почти	1	8
437	дело не	1	8
438	нуждается в	5	8
439	в эти	1	8
440	мы найдем	1	7
441	не как	1	7
442	во всяком	2	7
443	себе и	2	7
444	к ним	1	7
445	и там	3	7
446	на него	1	7
447	от них	1	7
448	к этим	1	7
449	точка зрения	2	7
450	что у	4	7
451	на том	2	7
452	связанный с	1	7
453	мы говорили	3	7
454	в развитии	27	7
455	мы будем	1	7
456	в одну	2	7
457	пролог к	1	7
458	связи и	3	7
459	интерес к	2	7
460	подобно тому	2	7
461	нет и	4	7
462	только с	2	7
463	нас не	1	7
464	в виде	2	7
465	между вещами	1	7
466	но она	1	7
467	освобождение от	2	7
468	и очень	1	7
469	жить и	2	7
470	представление о	8	7
471	правда в	1	7
472	что по	2	7
473	притом в	1	7
474	здесь он	1	7
475	тенденция к	6	7
476	эта связь	2	7
477	значительной мере	2	7
478	настоящее время	1	7
479	своего развития	4	7
480	и всей	3	7
481	в состоянии	4	7
482	правильного понимания	1	7
483	как его	1	7
484	так много	1	7
485	в целях	1	7
486	в таком	2	7
487	а как	1	7
488	связанное с	1	7
489	никак не	5	7
490	из которых	3	7
491	том как	2	7
492	из области	1	7
493	в настоящее	1	7
494	точку зрения	4	7
495	как нечто	1	7
496	есть только	3	7
497	должен быть	1	7
498	тому как	2	7
499	в свою	3	7
500	думать что	1	7
501	на всю	1	7
502	и часто	1	7
503	одного из	2	7
504	по этому	4	7
505	в центре	2	6
506	в один	1	6
507	казалось бы	4	6
508	не могли	5	6
509	в противоположность	1	6
510	вещами и	1	6
511	себе в	5	6
512	свою очередь	3	6
513	формах и	1	6
514	поэтому все	1	6
515	находится в	3	6
516	что она	8	6
517	для своего	1	6
518	котором мы	2	6
519	судить о	1	6
520	он знал	1	6
521	и следовательно	8	6
522	всей их	1	6
523	и тот	1	6
524	его так	1	6
525	смысле слова	1	6
526	для них	1	6
527	к его	3	6
528	в нее	1	6
529	его и	2	6
530	еще один	2	6
531	тем же	8	6
532	у них	2	6
533	как у	1	6
534	и пр	1	6
535	для всего	2	6
536	за этим	1	6
537	чем мы	3	6
538	при виде	1	6
539	начала в	1	6
540	которые в	5	6
541	происходит в	2	6
542	как будто	1	6
543	в устной	14	6
544	за счет	4	6
545	исторического развития	3	6
546	и которые	3	6
547	но по	1	6
548	его на	1	6
549	а именно	1	6
550	и слово	4	6
551	и мысли	1	6
552	представления о	2	6
553	говорить о	1	6
554	самого начала	13	6
555	до того	2	6
556	его развития	1	6
557	мысль и	3	6
558	что эта	7	6
559	с таким	3	6
560	могут быть	7	6
561	совершенно не	2	6
562	мы знаем	5	6
563	что здесь	2	6
564	он может	1	6
565	всех тех	1	6
566	этого слова	5	6
567	друг друга	9	6
568	поэтому он	2	6
569	дает нам	1	6
570	принадлежит к	2	6
571	остановимся на	1	6
572	ее в	11	6
573	как она	6	6
574	в новом	2	6
575	входит в	3	6
576	и обратно	6	6
577	от того	6	6
578	свое значение	1	6
579	со своими	1	6
580	него и	1	6
581	таким же	3	6
582	с собой	3	5
583	к самому	2	5
584	для выражения	1	5
585	раз и	1	5
586	отсюда и	1	5
587	всем этим	3	5
588	для всей	2	5
589	выступает с	1	5
590	с другими	5	5
591	чем в	5	5
592	из важнейших	4	5
593	в ряду	3	5
594	из одного	2	5
595	и речи	19	5
596	один раз	4	5
597	не могла	2	5
598	почти всегда	3	5
599	на место	1	5
600	одного и	3	5
601	и самое	2	5
602	тогда когда	12	5
603	на первом	2	5
604	в другой	4	5
605	этого процесса	3	5
606	вместо того	2	5
607	значения и	3	5
608	бы не	1	5
609	сравнению с	21	5
610	на основе	5	5
611	по сравнению	23	5
612	подобного рода	2	5
613	и целый	1	5
614	как например	1	5
615	связанной с	1	5
616	что слово	2	5
617	брани и	1	5
618	но мы	5	5
619	но прежде	1	5
620	мы имеем	3	5
621	неразрывно связаны	1	5
622	этой новой	1	5
623	тем более	1	5
624	в акте	1	5
625	есть не	3	5
626	оказывается что	2	5
627	тем самым	14	5
628	же самое	12	5
629	на то	5	5
630	которой мы	2	5
631	он с	2	5
632	дело здесь	1	5
633	что было	2	5
634	находим в	2	5
635	можно говорить	2	5
636	ко всем	6	5
637	в первом	6	5
638	в собственном	4	5
639	было не	1	5
640	нами выше	2	5
641	оба полюса	1	5
642	имеет в	4	5
643	но даже	2	5
644	говорит что	3	5
645	с этими	1	5
646	входят в	2	5
647	а следовательно	1	5
648	друг с	6	5
649	то в	4	5
650	и весь	3	5
651	от его	2	5
652	первом случае	5	5
653	должно быть	3	5
654	и сама	1	5
655	в несколько	1	5
656	всех и	1	5
657	между этими	3	5
658	же как	14	5
659	он сам	2	5
660	для его	2	5
661	совсем не	2	5
662	всех других	1	5
663	но только	5	5
664	на отдельные	1	5
665	независимо от	1	5
666	во втором	5	5
667	и этот	1	5
668	почти не	1	5
669	и из	2	5
670	первых двух	1	5
671	мы в	3	5
672	их как	2	5
673	в слове	11	5
674	себя и	2	5
675	не является	4	5
676	если мы	6	5
677	года и	1	5
678	всяком случае	1	5
679	ему в	1	5
680	ничем не	1	5
681	сверху вниз	5	5
682	видеть в	1	5
683	и новое	1	5
684	всей системы	1	5
685	должен был	2	5
686	места в	1	5
687	вообще не	6	5
688	словом и	10	5
689	что мы	14	5
690	живой и	1	5
691	к своему	1	5
692	с другом	6	5
693	без всякой	1	5
694	человека в	1	5
695	когда он	2	5
696	стороны и	6	5
697	связаны со	1	5
698	слова в	7	5
699	язык в	2	5
700	и только	7	5
701	не к	1	5
702	они являются	1	4
703	вещи и	2	4
704	его от	2	4
705	я не	3	4
706	и само	1	4
707	при анализе	1	4
708	к этой	2	4
709	в действительности	3	4
710	и той	5	4
711	одной и	5	4
712	втором случае	5	4
713	ни одного	1	4
714	всех областях	1	4
715	ее как	2	4
716	о его	3	4
717	с более	2	4
718	время и	1	4
719	внимание на	4	4
720	ссылается на	1	4
721	что самая	1	4
722	распространяется на	1	4
723	ее от	2	4
724	была в	2	4
725	но для	2	4
726	эти три	2	4
727	особенности в	2	4
728	о которых	3	4
729	действительности и	1	4
730	в каждом	3	4
731	что во	1	4
732	уже к	1	4
733	новых и	2	4
734	одно и	3	4
735	этот вопрос	2	4
736	над ним	1	4
737	он еще	1	4
738	не раз	2	4
739	ту сторону	1	4
740	когда они	1	4
741	обратимся к	3	4
742	что только	1	4
743	них в	1	4
744	если в	6	4
745	также что	1	4
746	он только	1	4
747	речи как	9	4
748	этот же	1	4
749	оно не	3	4
750	с некоторыми	1	4
751	самим собой	2	4
752	есть нечто	1	4
753	в словах	1	4
754	он мог	2	4
755	в очень	1	4
756	у меня	1	4
757	она дает	1	4
758	и больше	2	4
759	и различные	1	4
760	знаем что	3	4
761	тот самый	1	4
762	языка но	2	4
763	но если	5	4
764	не видит	2	4
765	именно этот	1	4
766	иногда в	1	4
767	он должен	1	4
768	ее на	1	4
769	оно и	1	4
770	этого нельзя	1	4
771	только и	5	4
772	и внутреннее	1	4
773	одну из	2	4
774	письменной и	1	4
775	кто не	1	4
776	к ней	2	4
777	совершенно иначе	2	4
778	в период	2	4
779	но вся	1	4
780	мы и	5	4
781	не так	1	4
782	дело с	3	4
783	которые по	1	4
784	нами в	6	4
785	по себе	5	4
786	площади в	1	4
787	всегда в	2	4
788	выйти из	1	4
789	мы упоминали	2	4
790	видеть и	1	4
791	что этот	6	4
792	которой он	2	4
793	которых мы	5	4
794	связь между	10	4
795	и значение	5	4
796	самом начале	5	4
797	это целое	1	4
798	который в	1	4
799	и именно	1	4
800	к языку	1	4
801	и становится	1	4
802	только не	14	4
803	ведь они	1	4
804	что между	2	4
805	нового и	1	4
806	и притом	4	4
807	что за	1	4
808	но ведь	1	4
809	учение о	3	4
810	также в	1	4
811	есть именно	1	4
812	здесь перед	1	4
813	удельный вес	1	4
814	представляется нам	3	4
815	в смысле	9	4
816	но к	1	4
817	о происхождении	1	4
818	находит свое	3	4
819	и тем	10	4
820	все основные	1	4
821	если же	2	4
822	за ними	1	4
823	не по	7	4
824	друг другу	5	4
825	заключается в	14	4
826	основываясь на	1	4
827	имеет дело	1	4
828	собственном смысле	4	4
829	уже упоминали	1	4
830	о которой	2	4
831	утверждает что	1	4
832	самый характер	1	4
833	это есть	6	4
834	ни о	1	4
835	состоит из	1	4
836	дело идет	1	4
837	нельзя сказать	2	4
838	в известном	2	4
839	будущее в	2	4
840	из тех	2	4
841	не должно	1	4
842	самое существенное	2	4
843	всего на	1	4
844	что уже	2	4
845	не могло	3	4
846	значение для	2	4
847	делает его	1	4
848	и своего	2	4
849	без всякого	2	4
850	заметить что	1	4
851	эти последние	2	4
852	ее не	1	4
853	что я	1	4
854	из этой	1	4
855	образом все	2	4
856	на которой	1	4
857	по ту	1	4
858	и слова	6	4
859	там и	1	4
860	так часто	1	4
861	говорят о	1	4
862	что эти	3	4
863	истории но	1	4
864	из своей	1	4
865	у нее	5	4
866	на это	1	4
867	в отдельности	1	4
868	в чисто	2	4
869	развития и	4	3
870	классической форме	1	3
871	языке и	2	3
872	никаких сомнений	2	3
873	двойное значение	1	3
874	момента во-первых	1	3
875	какой бы	1	3
876	в общей	1	3
877	из ее	3	3
878	в живом	3	3
879	переходит к	4	3
880	это определение	1	3
881	в новую	2	3
882	или на	1	3
883	в речи	6	3
884	же точно	6	3
885	по своим	2	3
886	до самых	1	3
887	есть то	4	3
888	от целого	1	3
889	два момента	1	3
890	по линии	1	3
891	этой речи	7	3
892	рассказывает о	1	3
893	чтобы показать	1	3
894	с вещами	2	3
895	на ней	2	3
896	в прошлом	1	3
897	в голове	1	3
898	ключ к	3	3
899	они должны	1	3
900	том чтобы	1	3
901	сущности и	1	3
902	речи в	31	3
903	всех деталях	1	3
904	образом на	1	3
905	ближе к	2	3
906	на глазах	1	3
907	и мы	1	3
908	до минимума	1	3
909	это слово	1	3
910	перехода от	10	3
911	а с	3	3
912	остается в	2	3
913	напомним что	1	3
914	снизу вверх	4	3
915	тому что	14	3
916	ясно что	4	3
917	время как	7	3
918	не есть	4	3
919	между собой	15	3
920	как ряд	1	3
921	контакт между	1	3
922	в лучшем	3	3
923	эти слова	1	3
924	рассказывается как	1	3
925	являются по	1	3
926	проникнуть в	1	3
927	должны были	2	3
928	в систему	1	3
929	подойти к	1	3
930	это совершенно	2	3
931	следовательно не	2	3
932	и сами	1	3
933	от всякого	1	3
934	которые он	2	3
935	эти особенности	4	3
936	содержит в	4	3
937	более глубокое	1	3
938	имеет место	4	3
939	и создает	1	3
940	о природе	9	3
941	с этого	1	3
942	самому существу	1	3
943	совершенно правильно	1	3
944	явлений и	1	3
945	приводит к	10	3
946	вперед и	1	3
947	вследствие этого	1	3
948	в каком	2	3
949	сторона этого	2	3
950	значение этого	2	3
951	этой работы	3	3
952	он часто	1	3
953	основе этого	1	3
954	и второй	1	3
955	и наиболее	2	3
956	если их	1	3
957	вопрос об	1	3
958	всех трех	1	3
959	к первому	1	3
960	которым мы	1	3
961	из первых	1	3
962	это снижение	1	3
963	и после	1	3
964	не из	2	3
965	у вас	1	3
966	это нашло	1	3
967	и всякий	1	3
968	есть такой	2	3
969	действительности в	3	3
970	из основных	3	3
971	что с	7	3
972	смысле этого	4	3
973	к самой	1	3
974	для других	15	3
975	и новых	1	3
976	в сферу	3	3
977	в переводе	1	3
978	нашло свое	1	3
979	в каждой	4	3
980	этих двух	4	3
981	к одному	1	3
982	в такие	1	3
983	которого и	1	3
984	она не	7	3
985	связь и	1	3
986	но при	1	3
987	т.е с	1	3
988	и может	2	3
989	вперед по	1	3
990	и всякая	1	3
991	а скорее	1	3
992	само собой	2	3
993	противоречии с	1	3
994	что один	1	3
995	становится возможным	6	3
996	которые не	1	3
997	т.е в	1	3
998	время его	1	3
999	нашем примере	1	3
1000	и ругательства	1	3
1001	одной плоскости	2	3
1002	речь эта	2	3
1003	иначе чем	3	3
1004	нашего исследования	10	3
1005	в предыдущей	1	3
1006	особое отношение	1	3
1007	начинается с	2	3
1008	вещей в	1	3
1009	в одно	1	3
1010	не что	1	3
1011	гораздо больше	3	3
1012	я видел	2	3
1013	во внешнем	1	3
1014	то его	1	3
1015	не существует	1	3
1016	этот путь	3	3
1017	этом мы	1	3
1018	вот почему	3	3
1019	между двумя	5	3
1020	представлением о	1	3
1021	между отдельными	4	3
1022	в iv	1	3
1023	быть в	1	3
1024	связи со	1	3
1025	наряду с	2	3
1026	нам важно	1	3
1027	все признаки	1	3
1028	что иное	1	3
1029	в меньшей	3	3
1030	на этих	2	3
1031	и через	1	3
1032	что его	2	3
1033	свой особый	1	3
1034	и того	3	3
1035	такие же	1	3
1036	должно было	2	3
1037	что их	2	3
1038	смысловой связи	1	3
1039	в живой	2	3
1040	именно потому	1	3
1041	на другой	1	3
1042	этом смысле	2	3
1043	первый из	2	3
1044	в современной	2	3
1045	вперед в	1	3
1046	иерархических отношений	1	3
1047	в силу	21	3
1048	есть все	1	3
1049	которого мы	2	3
1050	дает ему	1	3
1051	а потому	1	3
1052	за ним	3	3
1053	по форме	1	3
1054	известно что	3	3
1055	теснейшим образом	1	3
1056	высшей ступени	2	3
1057	и оба	1	3
1058	в большом	1	3
1059	рассказывается о	1	3
1060	из того	7	3
1061	же самые	1	3
1062	собой и	1	3
1063	с ней	3	3
1064	в наших	8	3
1065	мы говорим	2	3
1066	к их	1	3
1067	относятся к	1	3
1068	может стать	2	3
1069	именно поэтому	3	3
1070	друг от	3	3
1071	всей своей	1	3
1072	которая не	1	3
1073	в любой	2	3
1074	ни к	1	3
1075	все три	1	3
1076	и тогда	3	3
1077	в первых	1	3
1078	не потому	1	3
1079	ее с	1	3
1080	видим таким	1	3
1081	и находит	1	3
1082	в новых	1	3
1083	необходимо и	1	3
1084	обратимся в	1	3
1085	всякий раз	3	3
1086	слово и	10	3
1087	в понимании	2	3
1088	огонь в	1	3
1089	дает в	1	3
1090	дальнейшего развития	1	3
1091	не для	2	3
1092	этот ряд	1	3
1093	от друга	3	3
1094	напоминает нам	1	3
1095	для нее	3	3
1096	то новое	3	3
1097	слова но	3	3
1098	нам в	2	3
1099	является не	4	3
1100	и понимания	2	3
1101	идет не	1	3
1102	что тот	1	3
1103	сказать и	1	3
1104	нее нет	2	3
1105	он это	1	3
1106	предыдущей главе	1	3
1107	которую мы	1	3
1108	эти два	1	3
1109	в необходимости	1	3
1110	в основной	2	3
1111	особый тип	1	3
1112	от земли	1	3
1113	даже при	2	3
1114	лежат в	1	3
1115	движения в	3	3
1116	признать что	2	3
1117	на других	1	3
1118	бы он	1	3
1119	выражения в	3	3
1120	все более	2	3
1121	образом связаны	1	3
1122	не удалось	1	3
1123	устной речи	18	3
1124	иное как	1	3
1125	и уже	1	3
1126	котором он	1	3
1127	в сложном	1	2
1128	с которыми	3	2
1129	особенности и	1	2
1130	к другу	4	2
1131	с большими	1	2
1132	и самому	1	2
1133	некоторой степени	1	2
1134	содержащийся в	3	2
1135	этих вопросов	1	2
1136	и самые	2	2
1137	чтобы в	1	2
1138	до одного	1	2
1139	о необходимости	1	2
1140	самых основных	2	2
1141	конечном счете	2	2
1142	по горизонтали	3	2
1143	этого влияния	1	2
1144	не имели	1	2
1145	от внешней	6	2
1146	говорится о	1	2
1147	восприятия и	3	2
1148	и сделали	1	2
1149	языка в	2	2
1150	внешние признаки	1	2
1151	нас и	2	2
1152	своей природе	8	2
1153	только как	2	2
1154	жестов и	1	2
1155	ибо он	1	2
1156	должна была	1	2
1157	не исключает	2	2
1158	за собой	1	2
1159	образом что	1	2
1160	для своей	1	2
1161	можно ли	2	2
1162	от своей	1	2
1163	с абсолютной	1	2
1164	процессе развития	1	2
1165	было сказано	3	2
1166	некоторое время	1	2
1167	эти факты	1	2
1168	это единство	2	2
1169	не ограничилось	1	2
1170	тенденцию к	4	2
1171	переход от	5	2
1172	оно впервые	1	2
1173	речь не	6	2
1174	и неизменности	1	2
1175	чего он	1	2
1176	ибо она	1	2
1177	теории и	1	2
1178	в отдельных	1	2
1179	огромное влияние	1	2
1180	на вопрос	6	2
1181	формой он	1	2
1182	или наоборот	1	2
1183	мышления и	16	2
1184	о двух	1	2
1185	поэтому можно	1	2
1186	или иными	1	2
1187	что при	4	2
1188	в недрах	1	2
1189	в конечном	2	2
1190	как по	5	2
1191	и говорит	1	2
1192	он оказывается	1	2
1193	как таковое	2	2
1194	для развития	3	2
1195	сходство с	1	2
1196	т.е от	3	2
1197	оно совершается	1	2
1198	очень силен	1	2
1199	в двух	2	2
1200	в сторону	1	2
1201	полагает что	2	2
1202	свою силу	4	2
1203	с вопросом	1	2
1204	столом и	1	2
1205	точкой зрения	1	2
1206	речи мы	7	2
1207	если оно	2	2
1208	и специфическую	1	2
1209	и осмысления	1	2
1210	образом это	1	2
1211	понимания его	1	2
1212	в работе	1	2
1213	мы всегда	3	2
1214	на чем	1	2
1215	одним словом	2	2
1216	должны быть	5	2
1217	и является	5	2
1218	чем больше	1	2
1219	время когда	1	2
1220	совершенно так	1	2
1221	деятельность в	1	2
1222	вниз в	2	2
1223	все дело	1	2
1224	оно имеет	2	2
1225	что есть	2	2
1226	законов и	3	2
1227	все остальное	1	2
1228	не исчерпывает	2	2
1229	оно может	2	2
1230	а главное	1	2
1231	есть ли	1	2
1232	именно таким	1	2
1233	понятия и	5	2
1234	к сожалению	1	2
1235	друг к	3	2
1236	всеми ее	1	2
1237	себе представить	1	2
1238	условий и	1	2
1239	жизни а	1	2
1240	высшую ступень	2	2
1241	сам по	2	2
1242	хотя в	1	2
1243	и делает	2	2
1244	но этого	1	2
1245	том и	3	2
1246	функции в	2	2
1247	и первый	2	2
1248	такого же	1	2
1249	что оно	9	2
1250	на особую	1	2
1251	тем и	2	2
1252	и внутренне	1	2
1253	это положение	4	2
1254	его теории	1	2
1255	зрения тех	1	2
1256	выражения и	2	2
1257	мы встречаемся	2	2
1258	природе в	2	2
1259	ступени развития	7	2
1260	оказалось что	1	2
1261	ключом к	2	2
1262	сейчас же	1	2
1263	к той	1	2
1264	нему и	1	2
1265	ряду этих	1	2
1266	и завершается	2	2
1267	но у	1	2
1268	оба эти	10	2
1269	это все	1	2
1270	и поэтому	1	2
1271	же задаче	1	2
1272	только тогда	1	2
1273	что если	2	2
1274	то все	1	2
1275	первых мест	1	2
1276	кажется нам	1	2
1277	постановке проблемы	1	2
1278	как только	1	2
1279	его только	1	2
1280	играют и	1	2
1281	языка а	1	2
1282	мы называем	2	2
1283	часто и	1	2
1284	вокруг которого	1	2
1285	именно к	1	2
1286	этом случае	15	2
1287	хорошо известны	1	2
1288	находятся в	2	2
1289	быть самим	1	2
1290	что ему	3	2
1291	это движение	2	2
1292	рода и	2	2
1293	в ущерб	1	2
1294	чтобы выразить	1	2
1295	он делает	1	2
1296	и точно	1	2
1297	они входят	1	2
1298	на развитие	1	2
1299	ключ ко	1	2
1300	в первую	3	2
1301	однако не	2	2
1302	всего сказанного	3	2
1303	больше в	1	2
1304	новой и	1	2
1305	однако по	1	2
1306	в другую	3	2
1307	в резком	1	2
1308	с теми	2	2
1309	из общей	1	2
1310	в стороне	1	2
1311	все особенности	1	2
