N	3gram	Vygotskiy_	Narrotol
104	со своей точки	1	1
105	и со стороны	2	1
106	как только в	1	1
107	он не может	1	1
108	ни у кого	1	1
109	то что обычно	1	1
110	в этом процессе	1	1
111	в том числе	3	1
112	по всей вероятности	1	1
113	но для того	1	1
114	потому что в	1	1
115	друг от друга	4	1
116	том виде в	1	1
117	виде в каком	2	1
118	мы встречаемся в	2	1
119	сам по себе	3	1
120	друг с другом	6	1
121	что именно в	1	1
122	лишь в самом	1	1
123	таким образом что	3	1
124	в строгом смысле	1	1
125	прямо или косвенно	1	1
126	занимает в этом	1	1
127	большей или меньшей	1	1
128	само по себе	3	1
129	если можно так	1	1
130	сам того не	1	1
131	это позволяет нам	1	1
132	том что в	3	1
133	следует рассматривать в	1	1
134	потому что оно	1	1
135	то что речь	1	1
136	представляет собой единое	2	1
137	в которых он	1	1
138	то ни было	1	1
139	не может не	1	1
140	в целом и	6	1
141	как раз и	1	1
142	значении этого слова	1	1
143	что с точки	2	1
144	и т.п но	1	1
145	сказать что он	1	1
146	мере того как	1	1
147	только то что	2	1
148	том числе и	3	1
149	с другой стороны	10	1
150	той или другой	1	1
151	в этой связи	1	1
152	бы то ни	1	1
153	то что и	1	1
154	из того что	7	1
155	как мы увидим	1	1
156	в равной мере	2	1
157	в чем же	1	1
158	в значительной степени	2	1
159	и т.п в	1	1
160	и т.п то	1	1
161	или хотя бы	1	1
162	оно не является	1	1
163	можно так выразиться	1	1
164	между ними не	1	1
165	и т д	1	1
166	является не только	1	1
167	связаны между собой	1	1
168	является в данном	1	1
169	если говорить о	1	1
170	в интересующей нас	1	1
171	как со стороны	1	1
172	по крайней мере	1	1
173	и ему не	1	1
174	в данный момент	1	1
175	в результате чего	1	1
176	из которых он	1	1
177	один и тот	1	1
178	этой точки зрения	2	1
179	и в самом	2	1
180	точки зрения развития	2	1
181	что не только	1	1
182	которые могли бы	1	1
183	самом деле не	1	1
184	как и в	2	1
185	вопрос не имеет	1	1
186	того и другого	1	1
187	и тем более	2	1
188	одной из них	1	1
189	окружающими его людьми	1	1
190	этом отношении только	1	1
191	и целый ряд	1	1
192	не служит целям	1	1
193	и в известном	3	1
194	в то время	5	1
195	это действительно так	1	1
196	тем более что	1	1
197	связанных между собой	1	1
198	на этот вопрос	5	1
199	к которым приводит	2	1
200	пространство и время	1	1
201	что к этому	1	1
202	который ничего не	1	1
203	именно в этом	3	1
204	свидетельствует об этом	1	1
205	не может изменить	1	1
206	я не могу	2	1
207	в нем своего	1	1
208	и в конечном	1	1
209	в основе которого	2	1
210	и с точки	1	1
211	так и со	1	1
212	как и все	2	1
213	ответ на этот	3	1
214	на протяжении всего	2	1
215	тем более от	2	1
216	содержит в себе	1	1
217	как мы видели	1	1
218	на этой основе	1	1
219	зависит не только	1	1
220	с таким же	2	1
221	отношению к себе	1	1
222	в основе этого	1	1
223	то время как	4	1
224	во всей его	1	1
225	в результате его	1	1
226	этого слова а	1	1
227	с самого начала	9	1
228	самом деле когда	1	1
229	том что он	2	1
230	только внешняя сторона	1	1
231	оставляя за собой	1	1
232	и не то	2	1
233	же как и	4	1
234	речи и мышления	12	1
235	ничего не объясняет	2	1
236	представление о том	1	1
237	картину в целом	2	1
238	происходит и с	1	1
239	у детей в	1	1
240	по его мнению	1	1
241	вместо того чтобы	3	1
242	то что я	1	1
243	то что мы	1	1
244	в том виде	1	1
245	по мере того	1	1
246	должен был бы	1	1
247	строго говоря не	1	1
248	с этой точки	1	1
249	мы не можем	3	1
250	в сущности говоря	3	1
