N	2gram	Losev_Prob	Narrotol
338	связи с	11	3
339	но он	5	3
340	в которой	7	3
341	что не	3	3
342	в связи	11	3
343	и это	3	3
344	сих пор	3	3
345	а потом	4	3
346	должен был	2	3
347	могли бы	2	3
348	о себе	3	3
349	но как	3	3
350	а с	4	3
351	за ними	2	3
352	и что	9	3
353	можно было	4	3
354	не просто	12	3
355	перед лицом	1	3
356	даже если	2	3
357	в первой	2	3
358	а как	2	3
359	здесь мы	2	3
360	или иного	2	3
361	в него	1	3
362	до сих	3	3
363	свою жизнь	1	3
364	ни о	1	3
365	себя с	1	3
366	в романе	2	3
367	обращается к	1	3
368	и т	2	3
369	бы не	4	3
370	всей своей	2	3
371	своей жизни	1	3
372	жизни мы	1	3
373	еще и	6	3
374	что мы	4	3
375	как на	1	3
376	в роли	2	3
377	на друга	1	3
378	и тогда	4	3
379	подобного рода	9	3
380	было и	1	3
381	тем же	4	3
382	как освободиться	1	3
383	от которой	1	3
384	одной из	5	3
385	до конца	4	3
386	своей матери	1	3
387	мать и	1	3
388	но это	7	3
389	и после	4	3
390	в едином	1	3
391	собственно говоря	1	3
392	жизни но	1	3
393	и уж	1	3
394	и вот	1	3
395	от которого	1	3
396	которых он	1	3
397	он и	5	3
398	же не	4	3
399	о герое	1	3
400	чем он	1	3
401	участие в	2	3
402	все равно	1	3
403	в виде	25	3
404	а о	1	3
405	этого не	2	3
406	дело в	4	3
407	как она	1	3
408	не подлежит	1	3
409	все эти	12	3
410	на фоне	2	3
411	со своей	1	3
412	по его	2	3
413	должен быть	2	3
414	и потому	4	3
415	того или	3	3
416	только к	1	3
417	а к	1	3
418	а его	5	3
419	его не	3	3
420	дело не	1	3
421	же самое	2	3
422	и самого	3	3
423	и только	4	3
424	ли в	2	3
425	если она	1	3
426	является в	1	2
427	мы и	2	2
428	русской литературе	3	2
429	еще более	4	2
430	но о	2	2
431	простой и	2	2
432	по выражению	1	2
433	те же	1	2
434	глубоко и	1	2
435	в году	9	2
436	нас в	5	2
437	с той	1	2
438	рассказано в	1	2
439	случае он	1	2
440	другой стороны	8	2
441	лишь с	1	2
442	людей и	13	2
443	в настоящем	1	2
444	чтобы в	1	2
445	более или	1	2
446	но все	6	2
447	жизнь в	3	2
448	людей а	2	2
449	тем что	2	2
450	от всего	1	2
451	дело здесь	2	2
452	и делает	2	2
453	мира это	1	2
454	чем иным	3	2
455	достоевского и	1	2
456	в это	3	2
457	мир и	2	2
458	и стал	1	2
459	как только	1	2
460	и смерть	1	2
461	на первый	1	2
462	казалось бы	1	2
463	первый взгляд	1	2
464	было не	1	2
465	и наиболее	3	2
466	в действительности	1	2
467	раз и	2	2
468	и который	4	2
469	из жизни	1	2
470	в этот	4	2
471	больше не	1	2
472	с помощью	2	2
473	и такого	1	2
474	когда она	1	2
475	превращается в	1	2
476	на своего	1	2
477	можно ли	2	2
478	видно что	2	2
479	с другим	1	2
480	то чтобы	2	2
481	с такою	2	2
482	в контексте	1	2
483	вовсе не	18	2
484	же она	1	2
485	преимущественно в	1	2
486	веяло чем-то	2	2
487	русской литературы	1	2
488	иным как	3	2
489	тут же	7	2
490	так у	1	2
491	бы в	2	2
492	того же	7	2
493	они могут	1	2
494	чем это	1	2
495	с настоящим	1	2
496	смысловом отношении	1	2
497	жизни с	1	2
498	себе самом	1	2
499	в смысловом	1	2
500	и мы	1	2
501	что иное	3	2
502	должно быть	1	2
503	они все	1	2
504	время в	2	2
505	в человеке	1	2
506	добра и	2	2
507	по мнению	3	2
508	до их	1	2
509	как своего	1	2
510	в будущем	1	2
511	от тех	1	2
512	будто бы	5	2
513	одним из	1	2
514	по аналогии	1	2
515	быть только	6	2
516	о смерти	1	2
517	углубиться в	1	2
518	человек и	2	2
519	ясно что	11	2
520	мира глава	1	2
521	и будущего	1	2
522	не есть	3	2
523	идет по	1	2
524	к фигуре	1	2
525	при изложении	1	2
526	и всякий	2	2
527	в двух	1	2
528	жизни то	2	2
529	в других	5	2
530	во всех	2	2
531	войне и	1	2
532	мы можем	5	2
533	всю свою	4	2
534	перехода от	1	2
535	говорил о	1	2
536	теперь уже	3	2
537	человека как	1	2
538	так что	18	2
539	в городе	1	2
540	хотя в	1	2
541	и является	6	2
542	им самим	1	2
543	даже не	1	2
544	также не	1	2
545	в нее	1	2
546	того кто	1	2
547	т п	1	2
548	его как	2	2
549	с кем-нибудь	1	2
550	могут быть	2	2
551	что может	1	2
552	и есть	4	2
553	мы будем	2	2
554	с которым	2	2
555	в общем	1	2
556	без этой	1	2
557	в мировой	3	2
558	это он	1	2
559	сливаются в	2	2
560	на рубеже	1	2
561	и ничего	1	2
562	по причине	1	2
563	любви и	4	2
564	в особенности	1	2
565	всем своим	1	2
566	они и	2	2
567	и зла	1	2
568	если в	2	2
569	и прочих	1	2
570	другого человека	1	2
571	в сущности	1	2
572	из которых	2	2
573	утверждает что	1	2
574	xix в	4	2
575	для них	3	2
576	и вновь	1	2
577	один человек	1	2
578	теперь на	1	2
579	от своего	1	2
580	в россии	2	2
581	в составе	1	2
582	можно назвать	2	2
583	как о	6	2
584	солнца и	5	2
585	это время	3	2
586	никто не	1	2
587	есть на	1	2
588	который не	1	2
589	так называемая	2	2
590	ли он	2	2
591	древних греков	1	2
592	том смысле	2	2
593	в каком	1	2
594	к другому	5	2
595	не входит	2	2
596	это и	4	2
597	тот кто	2	2
598	бы с	2	2
599	новейшей литературе	1	2
600	с нами	1	2
601	это то	1	2
602	это все	2	2
603	обыкновенного человека	1	2
604	у меня	2	2
605	мир это	1	2
606	по полю	1	2
607	слова и	1	2
608	вступает в	1	2
609	в мир	3	2
610	местах и	1	2
611	над собой	1	2
612	автора в	1	2
613	нем не	1	2
614	и во	2	2
615	тот самый	1	2
616	это сделать	1	2
617	только потому	1	2
618	из него	1	2
619	в любви	1	2
620	в более	1	2
621	со времен	1	2
622	после этого	1	2
623	его матери	1	2
624	ни с	4	2
625	только по	2	2
626	это был	3	2
627	не для	2	2
628	личности как	1	2
629	бы на	3	2
630	видя в	2	2
631	все это	8	2
632	со своим	1	2
633	сознания и	1	2
634	а все	1	2
635	в их	4	2
636	таком случае	2	2
637	когда же	1	2
638	в повести	1	2
639	как именно	5	2
640	однако не	2	2
641	но с	1	2
642	себе но	2	2
643	в войне	1	2
644	и более	3	2
645	жизни это	2	2
646	или иначе	3	2
647	на нее	1	2
648	когда все	1	2
649	указывает на	4	2
650	матери в	1	2
651	за которым	1	2
652	есть в	6	2
653	к своему	3	2
654	по словам	2	2
655	не столь	3	2
656	но уже	3	2
657	для которого	1	2
658	в каждой	2	2
659	в гостиной	1	2
660	говорит об	1	2
661	или менее	1	2
662	при виде	1	2
663	и вообще	11	2
664	мере в	4	2
665	как показывает	2	2
666	он говорит	2	2
667	слово это	1	2
668	не могу	1	2
669	значимость в	2	2
670	церкви и	1	2
671	мы его	3	2
672	когда он	3	2
673	а по	1	2
674	всей его	1	2
675	на это	2	2
676	человеческого сознания	1	2
677	отношение к	3	2
678	и мире	1	2
679	однако для	2	2
680	убеждения и	1	2
681	никому не	2	2
682	бытия и	1	2
683	это в	2	2
684	впоследствии в	1	2
685	таким же	1	2
686	как для	1	2
687	и наконец	4	2
688	иное как	3	2
689	однако на	2	2
690	во всем	5	1
691	и останется	1	1
692	видели в	1	1
693	результате его	1	1
694	и едва	2	1
695	в единую	1	1
696	никогда и	1	1
697	затем к	1	1
698	духе в	1	1
699	к вечеру	1	1
700	этот труд	1	1
701	рассказ о	2	1
702	которые не	1	1
703	тех кто	1	1
704	и люди	2	1
705	как хотелось	1	1
706	последняя из	1	1
707	в тумане	1	1
708	всей жизни	1	1
709	любовь к	1	1
710	мир человеческих	1	1
711	жизнь которая	1	1
712	из всех	2	1
713	именно она	2	1
714	этот момент	1	1
715	тем как	2	1
716	и был	2	1
717	конца не	1	1
718	к самоубийству	1	1
719	в большей	2	1
720	не как	3	1
721	как некоторого	1	1
722	что человек	1	1
723	иначе но	1	1
724	это нужно	1	1
725	за всех	1	1
726	например с	1	1
727	а есть	1	1
728	самых общих	1	1
729	которым был	1	1
730	для всех	2	1
731	в живом	1	1
732	пространства в	1	1
733	что слово	1	1
734	его тело	1	1
735	которая была	2	1
736	он вырвется	1	1
737	в предыдущей	1	1
738	по пути	1	1
739	в духе	4	1
740	возрождения жизни	1	1
741	обращением к	1	1
742	именно он	1	1
743	поведения и	1	1
744	из двух	1	1
745	и этот	1	1
746	категории но	1	1
747	небо и	2	1
748	но по	3	1
749	у людей	5	1
750	или на	1	1
751	представление о	2	1
752	вся его	1	1
753	том или	3	1
754	сознании можно	1	1
755	меня в	4	1
756	в корне	2	1
757	его на	3	1
758	бы стать	1	1
759	себе с	1	1
760	он стоит	1	1
761	приходит в	1	1
762	у которого	2	1
763	здесь именно	1	1
764	мысли о	1	1
765	на эту	2	1
766	всю эту	2	1
767	жили в	1	1
768	ней не	1	1
769	них мы	1	1
770	но у	1	1
771	поскольку он	1	1
772	не думал	1	1
773	заходящего солнца	9	1
774	сердце не	1	1
775	этой стороны	1	1
776	так например	1	1
777	людей с	1	1
778	и нет	4	1
779	себе представить	1	1
780	и смерти	3	1
781	и образ	1	1
782	с этим	3	1
783	сам же	4	1
784	его мать	1	1
785	и предполагает	1	1
786	творчества в	1	1
787	теперь эта	1	1
788	во все	3	1
789	на этой	2	1
790	человеческой мысли	1	1
791	при условии	1	1
792	выше в	2	1
793	ее своим	1	1
794	не могли	2	1
795	с классическим	1	1
796	построены на	1	1
797	что этот	6	1
798	следовало бы	1	1
799	вопрос о	2	1
800	символ может	1	1
801	об ее	1	1
802	человека не	1	1
803	нельзя было	1	1
804	он был	5	1
805	мы увидим	1	1
806	отсюда и	1	1
807	говорить не	1	1
808	от боли	2	1
809	но эти	2	1
810	что никогда	1	1
811	образ жизни	1	1
812	привлекается не	1	1
813	из земли	4	1
814	миф о	8	1
815	имея в	1	1
816	умирает в	1	1
817	что вся	1	1
818	уже было	1	1
819	солнце и	1	1
820	обыкновенный человек	2	1
821	людей то	1	1
822	в различных	1	1
823	обращаясь к	1	1
824	веселовский писал	1	1
825	и была	1	1
826	на ногах	1	1
827	периода творчества	1	1
828	и те	1	1
829	что еще	1	1
830	не что	3	1
831	что ее	1	1
832	этого символического	1	1
833	даже с	1	1
834	самого начала	3	1
835	не я	1	1
836	но кажется	1	1
837	в глаза	3	1
838	всего что	1	1
839	и тоже	3	1
840	второй половины	1	1
841	настолько что	1	1
842	рода но	1	1
843	в прошлом	1	1
844	впрочем еще	1	1
845	символики это	2	1
846	чтобы они	2	1
847	в одной	2	1
848	что все	1	1
849	во всей	1	1
850	момент в	1	1
851	какие только	1	1
852	воли и	2	1
853	именно с	1	1
854	и страхом	1	1
855	под именем	1	1
856	что даже	1	1
857	она уже	1	1
858	а мы	1	1
859	нет никаких	1	1
860	мыслится в	2	1
861	такой картины	1	1
862	но так	2	1
863	этом же	2	1
864	заглянуть в	1	1
865	свои собственные	1	1
866	вовсе и	1	1
867	смысле как	2	1
868	не то	4	1
869	и направляет	2	1
870	свое собственное	2	1
871	не стабильно	1	1
872	вся эта	3	1
873	гораздо более	5	1
874	от солнца	2	1
875	самой себе	1	1
876	в перспективе	1	1
877	героя не	1	1
878	не замечают	1	1
879	бы то	4	1
880	бог а	2	1
881	эпохи не	1	1
882	и автор	1	1
883	о наличии	1	1
884	она и	2	1
885	хотелось бы	5	1
886	необходимо должно	1	1
887	о двойственности	1	1
888	думает о	1	1
889	здесь нет	4	1
890	его самого	1	1
891	это будет	1	1
892	указать на	1	1
893	не принадлежит	1	1
894	оно необходимо	1	1
895	его дочь	1	1
896	и борьбы	1	1
897	ногах и	1	1
898	нет места	1	1
899	в воспитании	1	1
900	душ и	1	1
901	проявляется в	3	1
902	матери о	1	1
903	ни было	2	1
904	аналогии с	1	1
905	чем у	1	1
906	верит в	4	1
907	являются здесь	1	1
908	с творчеством	1	1
909	xix века	1	1
910	согласно которому	1	1
911	с другими	1	1
912	не обладает	1	1
913	каждого человека	1	1
914	есть с	1	1
915	в пустую	1	1
916	прежде в	1	1
917	не от	1	1
918	стремится к	1	1
919	в европейской	1	1
920	по содержанию	2	1
921	в середине	2	1
922	его в	9	1
923	говорит он	1	1
924	ни в	17	1
925	здесь вполне	2	1
926	они присутствуют	1	1
927	бы поговорить	1	1
928	о возможности	1	1
929	страдает от	1	1
930	на разных	1	1
931	пути и	1	1
932	пока только	1	1
933	и говорит	2	1
934	отделаться от	1	1
935	и чисто	2	1
936	тех же	1	1
937	человек по	1	1
938	всем миром	1	1
939	прошлом и	1	1
940	необходимого для	1	1
941	здесь же	1	1
942	в атмосфере	2	1
943	и по-видимому	1	1
944	время как	4	1
945	и она	1	1
946	лет до	1	1
947	на земле	11	1
948	большинстве случаев	2	1
949	в пределы	1	1
950	в до	3	1
951	из четырех	1	1
952	тайной жизни	1	1
953	он вовсе	1	1
954	уже давно	2	1
955	века в	1	1
956	вполне закономерно	1	1
957	о которых	2	1
958	своей первоначальной	1	1
959	он забывает	1	1
960	лишь для	1	1
961	как вечный	1	1
962	что только	3	1
963	человеческое сознание	1	1
964	а только	5	1
965	числе и	1	1
966	не нужно	1	1
967	однако подобное	1	1
968	но все-таки	1	1
969	это тоже	1	1
970	и своей	2	1
971	всю ее	1	1
972	вопроса о	1	1
973	чтобы понять	1	1
974	я на	1	1
975	братьев карамазовых	1	1
976	именно как	1	1
977	не сказали	1	1
978	вошел в	1	1
979	в уста	1	1
980	для его	1	1
981	и быть	1	1
982	превращаясь в	1	1
983	можно читать	1	1
984	на этом	1	1
985	личность в	1	1
986	до нас	7	1
987	мы уже	2	1
988	него есть	1	1
989	жизнь то	1	1
990	простому человеку	1	1
991	называет его	1	1
992	в конечно	1	1
993	зрения в	1	1
994	на котором	1	1
995	то ни	4	1
996	совсем не	4	1
997	с какой	1	1
998	эти слова	1	1
999	все вокруг	2	1
1000	или же	2	1
1001	остается на	2	1
1002	но ясно	3	1
1003	именно что	1	1
1004	если б	1	1
1005	о пользе	1	1
1006	ничто не	1	1
1007	результате которого	1	1
1008	что эта	3	1
1009	сущности говоря	1	1
1010	в тех	2	1
1011	время когда	1	1
1012	вспомним что	1	1
1013	за пределы	1	1
1014	свободными и	1	1
1015	без этих	1	1
1016	более они	1	1
1017	категории в	1	1
1018	и знает	3	1
1019	этом смысле	4	1
1020	однако сам	1	1
1021	этот вопрос	1	1
1022	от страха	1	1
1023	некоторый смысл	1	1
1024	то или	1	1
1025	характером и	1	1
1026	или иное	1	1
1027	в которое	1	1
1028	в самой	5	1
1029	и возникает	1	1
1030	или наконец	1	1
1031	тип в	1	1
1032	значение и	2	1
1033	на некоторые	1	1
1034	истории и	1	1
1035	вторая часть	3	1
1036	себя однако	1	1
1037	тьмы и	1	1
1038	это вовсе	1	1
1039	природы и	2	1
1040	на который	1	1
1041	что для	2	1
1042	и каждый	2	1
1043	любви в	1	1
1044	который так	1	1
1045	гор или	1	1
1046	грядущего в	1	1
1047	был в	3	1
1048	человеку в	1	1
1049	здесь также	1	1
1050	не сразу	1	1
1051	который теперь	1	1
1052	иной раз	4	1
1053	бы эти	1	1
1054	из этого	6	1
1055	бы ни	1	1
1056	его к	2	1
1057	человеческий но	1	1
1058	там где	1	1
1059	за все	3	1
1060	с с	1	1
1061	в духовном	2	1
1062	случае это	1	1
1063	так или	3	1
1064	иначе не	1	1
1065	до времени	1	1
1066	чтобы не	1	1
1067	он его	1	1
1068	прежде чем	2	1
1069	колеблется в	1	1
1070	и нельзя	1	1
1071	мы видели	2	1
1072	другой более	1	1
1073	почему он	1	1
1074	то время	4	1
1075	на чем	1	1
1076	за ним	1	1
1077	трактовать его	1	1
1078	его мнению	1	1
1079	как с	2	1
1080	жизнь была	1	1
1081	у русских	1	1
1082	и сейчас	2	1
1083	он только	1	1
1084	бы составить	1	1
1085	был бы	2	1
1086	с такой	2	1
1087	и символы	1	1
1088	красоте и	1	1
1089	оно было	1	1
1090	и должно	1	1
1091	была бы	3	1
1092	люди весь	1	1
1093	говорит и	1	1
1094	к христианским	1	1
1095	содержит в	1	1
1096	двадцать четыре	1	1
1097	с внутренним	1	1
1098	с тем	7	1
1099	образом зависит	1	1
1100	сам по	3	1
1101	он на	1	1
1102	в другой	1	1
1103	хотя о	1	1
1104	поэтому в	1	1
1105	все свое	1	1
1106	не обходится	2	1
1107	в отношении	8	1
1108	однако он	1	1
1109	во взгляде	1	1
1110	нет никакого	6	1
1111	автор в	1	1
1112	и создает	1	1
1113	на читателя	1	1
1114	и вполне	7	1
1115	него нет	1	1
1116	за это	6	1
1117	не могут	3	1
1118	только еще	3	1
1119	в плоскости	1	1
1120	в я	1	1
1121	для писателя	1	1
1122	к феномену	1	1
1123	этой точки	2	1
1124	во что	1	1
1125	что согласно	1	1
1126	фигуры и	1	1
1127	по преимуществу	2	1
1128	в большинстве	1	1
1129	однако тут	1	1
1130	сущности в	1	1
1131	которые у	2	1
1132	что когда-то	1	1
1133	но никогда	1	1
1134	отношения к	1	1
1135	к которым	1	1
1136	свой собственный	2	1
1137	разумом и	1	1
1138	это сообщение	1	1
1139	мы встречаемся	1	1
1140	и они	3	1
1141	вполне по	1	1
1142	тоски и	1	1
1143	анализа в	1	1
1144	поскольку в	4	1
1145	и так	3	1
1146	отражение в	1	1
1147	себя и	1	1
1148	позицию и	1	1
1149	в ясный	1	1
1150	которого не	2	1
1151	эта последняя	2	1
1152	которую она	1	1
1153	по крайней	8	1
1154	к той	1	1
1155	зла и	3	1
1156	она любила	1	1
1157	который и	2	1
1158	как некий	1	1
1159	и пишет	1	1
1160	но оно	1	1
1161	только одно	1	1
1162	чуждо и	1	1
1163	в новое	3	1
1164	не давая	1	1
1165	бросается в	3	1
1166	ни к	2	1
1167	совершенно не	1	1
1168	возможно в	1	1
1169	в главе	1	1
1170	который всегда	1	1
1171	он замечает	1	1
1172	их самих	1	1
1173	ни у	1	1
1174	кто может	1	1
1175	ночь эту	1	1
1176	даже сказать	1	1
1177	если он	4	1
1178	первая из	1	1
1179	на какой	2	1
1180	была такая	1	1
1181	задний план	1	1
1182	в значительной	3	1
1183	себе появление	1	1
1184	мы встречали	1	1
1185	не раз	4	1
1186	кристаллизуется в	1	1
1187	на основе	1	1
1188	оказывается здесь	2	1
1189	это только	1	1
1190	из его	1	1
1191	не утрачивает	1	1
1192	в новой	3	1
1193	с которой	1	1
1194	что если	1	1
1195	каждой из	1	1
1196	именно на	2	1
1197	для меня	1	1
1198	то все	1	1
1199	и вся	1	1
1200	результате чего	2	1
1201	отношении к	1	1
1202	своей работе	1	1
1203	частности как	1	1
1204	он как	2	1
1205	него с	1	1
1206	и до	2	1
1207	только тем	1	1
1208	мировой литературе	1	1
1209	так легко	1	1
1210	у человека	1	1
1211	чем не	2	1
1212	он есть	1	1
1213	определенного рода	1	1
1214	входящая в	1	1
1215	им в	1	1
1216	это сделал	2	1
1217	и будущее	1	1
1218	ему становится	1	1
1219	людей так	1	1
1220	что здесь	8	1
1221	заметить что	1	1
1222	нет и	3	1
1223	стороны после	1	1
1224	это единое	1	1
1225	и многих	1	1
1226	не случаен	1	1
1227	еще определеннее	1	1
1228	не за	2	1
1229	роль не	1	1
1230	в небе	1	1
1231	уж во	2	1
1232	в образе	2	1
1233	нам и	1	1
1234	художественном смысле	1	1
1235	то она	1	1
1236	конкретной жизни	1	1
1237	в ряд	3	1
1238	представляет их	1	1
1239	последней в	1	1
1240	характерное для	2	1
1241	сомневается в	1	1
1242	этом свидетельствует	1	1
1243	покоем и	1	1
1244	смерти не	1	1
1245	не делают	1	1
1246	отдельной личности	1	1
1247	т д	1	1
1248	не видит	1	1
1249	главным образом	1	1
1250	у них	1	1
1251	после его	3	1
1252	если только	2	1
1253	только о	3	1
1254	в м	2	1
1255	тот же	6	1
1256	стали говорить	1	1
1257	толстой в	1	1
1258	мировой истории	1	1
1259	поздно и	1	1
1260	или другой	1	1
1261	человека но	2	1
1262	людей не	3	1
1263	этого героя	1	1
1264	об их	1	1
1265	вместе со	2	1
1266	но на	1	1
1267	от окружающего	1	1
1268	и прямо	1	1
1269	что оно	2	1
1270	что ему	1	1
1271	значение в	1	1
1272	со мной	1	1
1273	тоже не	2	1
1274	это такая	1	1
1275	ничем не	1	1
1276	так как	10	1
1277	смысле что	1	1
1278	ему что	1	1
1279	мог быть	2	1
1280	наказание но	1	1
1281	того как	5	1
1282	форме так	1	1
1283	можно в	1	1
1284	уходя в	1	1
1285	с детским	1	1
1286	том числе	2	1
1287	уже в	4	1
1288	одним и	1	1
1289	который бы	1	1
1290	в художественной	1	1
1291	всего мира	2	1
1292	в предыдущем	1	1
1293	как сама	1	1
1294	образ и	1	1
1295	однако здесь	1	1
1296	же мере	1	1
1297	для всего	2	1
1298	настоящего и	1	1
1299	себя самого	3	1
1300	я теперь	1	1
1301	оно существенно	1	1
1302	день и	1	1
1303	причем все	1	1
1304	ее в	2	1
1305	где он	2	1
1306	в полном	1	1
1307	указание на	2	1
1308	чего вся	1	1
1309	выше не	1	1
