N	2gram	Medvedev_V	slovoVRo
365	только с	2	3
366	как если	1	3
367	и следует	1	3
368	именно к	1	3
369	форм и	1	3
370	или наоборот	1	3
371	произведения как	6	3
372	ни с	2	3
373	должно быть	2	3
374	время и	1	3
375	у каждого	2	3
376	материала и	1	3
377	п все	1	3
378	них и	1	3
379	его от	2	3
380	сама по	1	3
381	тому что	7	3
382	в стороне	1	3
383	и без	1	3
384	данного произведения	3	3
385	а иногда	1	3
386	между собой	1	3
387	в свете	1	3
388	это было	1	3
389	и это	1	3
390	и жанров	1	3
391	не все	1	3
392	не был	1	3
393	личности и	1	3
394	этих формах	1	3
395	потому что	1	3
396	и тем	1	3
397	из этих	7	3
398	в устах	1	3
399	но она	1	3
400	к этому	9	3
401	данном случае	1	3
402	тех или	1	3
403	этими двумя	1	3
404	или иного	1	3
405	того или	2	3
406	становится в	1	3
407	мы наблюдаем	2	2
408	дальше к	1	2
409	всего произведения	4	2
410	романа с	1	2
411	утверждать что	5	2
412	могут иметь	1	2
413	человеческой личности	1	2
414	можно говорить	1	2
415	мы и	1	2
416	в последнем	2	2
417	и свою	1	2
418	по замыслу	1	2
419	этой способности	1	2
420	есть для	1	2
421	к действительности	1	2
422	чужой материал	1	2
423	связанное с	2	2
424	художественном образе	1	2
425	как он	3	2
426	для них	2	2
427	процесс этот	1	2
428	исторического романа	1	2
429	в едином	1	2
430	в плоскости	1	2
431	связанная с	1	2
432	этой точки	2	2
433	все то	1	2
434	вот что	12	2
435	на данном	3	2
436	не обязательно	1	2
437	жизнь в	1	2
438	произведения в	7	2
439	заключается в	2	2
440	но по	1	2
441	то время	1	2
442	включен в	2	2
443	в борьбу	1	2
444	в жизни	2	2
445	эти явления	2	2
446	и слове	1	2
447	как о	3	2
448	а именно	1	2
449	на себе	1	2
450	приводит к	6	2
451	можно утверждать	4	2
452	образы в	1	2
453	да и	2	2
454	в известном	1	2
455	др и	1	2
456	себя от	1	2
457	по своему	1	2
458	моменты в	1	2
459	это и	6	2
460	ни к	1	2
461	всю его	1	2
462	то что	7	2
463	в котором	3	2
464	тургенева и	2	2
465	он был	1	2
466	в течение	2	2
467	из его	4	2
468	и композиционно	1	2
469	значение для	1	2
470	действительностью и	1	2
471	а между	1	2
472	совершенно не	1	2
473	различных моментов	1	2
474	самого начала	1	2
475	как например	2	2
476	несмотря на	1	2
477	к ним	2	2
478	в социальном	1	2
479	и связанное	1	2
480	нет и	3	2
481	его художественного	2	2
482	основное содержание	1	2
483	пародия на	2	2
484	в сфере	2	2
485	и у	2	2
486	внутренней логикой	1	2
487	лишь о	1	2
488	предмета в	1	2
489	сущности и	1	2
490	в образе	2	2
491	как от	2	2
492	что все	4	2
493	во всей	2	2
494	момент в	3	2
495	у них	2	2
496	то или	1	2
497	оно входит	1	2
498	в ее	4	2
499	чтобы понять	1	2
500	образом на	1	2
501	своего развития	1	2
502	образе и	3	2
503	только не	2	2
504	как особый	2	2
505	мы видим	1	2
506	в прямом	1	2
507	сводится именно	1	2
508	гораздо сложнее	1	2
509	на язык	2	2
510	того как	2	2
511	слов в	1	2
512	наблюдения над	1	2
513	подчеркнуть что	2	2
514	как у	2	2
515	есть в	1	2
516	из своих	2	2
517	что для	4	2
518	у нас	3	2
519	и есть	5	2
520	в таких	1	2
521	материал для	1	2
522	этого рода	2	2
523	от всех	1	2
524	такое понимание	2	2
525	не для	1	2
526	этого не	1	2
527	или иначе	1	2
528	этим и	1	2
529	в другую	3	2
530	что она	2	2
531	как увидим	1	2
532	что не	3	2
533	произведения так	1	2
534	и непосредственное	1	2
535	и качеств	1	2
536	только два	1	2
537	имеет свой	1	2
538	в какой	1	2
539	между ними	3	2
540	то в	1	2
541	время как	1	2
542	в области	2	2
543	при таком	1	2
544	не столь	3	2
545	остановимся на	2	2
546	п эти	1	2
547	себя до	1	2
548	об этом	9	2
549	дело и	1	2
550	очень важную	1	2
551	за его	1	2
552	что они	3	2
553	без всякой	1	2
554	у пушкина	2	2
555	поскольку она	1	2
556	и эти	1	2
557	а с	1	2
558	вообще в	1	2
559	в своих	2	2
560	до нас	2	2
561	от характера	2	2
562	или целиком	1	2
563	очень часто	1	2
564	это как	1	2
565	в самых	2	2
566	и ни	1	2
567	не один	1	2
568	действующих лиц	5	2
569	понимает и	1	2
570	является уже	1	2
571	и та	1	2
572	плана в	2	2
573	пор не	1	2
574	и что	1	2
575	можно было	2	2
576	иметь в	2	2
577	в начале	1	2
578	и жизни	1	2
579	существенные моменты	1	2
580	полное и	1	2
581	или иное	1	2
582	как известно	2	2
583	значение и	1	2
584	только о	2	2
585	и той	1	2
586	ни одной	1	2
587	тот или	1	2
588	к ней	1	2
589	и особенно	1	2
590	главным образом	7	2
591	и борьба	1	2
592	бы его	1	2
593	образов но	1	2
594	друг другу	1	2
595	произведения не	2	2
596	материала в	1	2
597	анализа и	1	2
598	не значит	1	2
599	них не	4	2
600	же в	7	2
601	бы быть	1	2
602	на то	2	2
603	мира в	1	2
604	могут не	2	2
605	своих слов	1	2
606	чаще всего	1	2
607	не к	1	2
608	и самый	1	2
609	персонажей и	2	2
610	и ту	1	1
611	с которой	1	1
612	к сожалению	2	1
613	непосредственно как	1	1
614	сил эти	1	1
615	степень его	1	1
616	богаче и	1	1
617	сомнения в	1	1
618	является в	1	1
619	этого замысла	2	1
620	а потому	1	1
621	осознания уже	1	1
622	таковы например	1	1
623	в формировании	1	1
624	смотреть на	1	1
625	этой проблемы	3	1
626	представить себе	2	1
627	в конце	3	1
628	со всем	1	1
629	достоевского и	2	1
630	если в	2	1
631	можно и	1	1
632	рассказ о	1	1
633	которые не	1	1
634	или только	1	1
635	исходя из	1	1
636	творчества в	8	1
637	к этой	1	1
638	если он	1	1
639	своего собственного	1	1
640	сознания могут	1	1
641	он только	1	1
642	образа в	2	1
643	как один	1	1
644	в кругу	1	1
645	и имеет	1	1
646	своих героев	2	1
647	момента в	1	1
648	и дает	1	1
649	освободиться от	1	1
650	всего может	1	1
651	среда в	1	1
652	об образе	2	1
653	о чем	2	1
654	никак не	3	1
655	говорит о	7	1
656	смерть и	1	1
657	из которых	2	1
658	в комнату	3	1
659	в меньшей	1	1
660	социальную жизнь	1	1
661	в действии	1	1
662	от общего	1	1
663	все те	1	1
664	науке и	1	1
665	с каждым	1	1
666	он совершенно	1	1
667	кстати сказать	1	1
668	именно эти	1	1
669	и автор	1	1
670	сводится к	3	1
671	в живом	1	1
672	его исторической	1	1
673	но что	1	1
674	отсюда многообразие	1	1
675	свой образ	1	1
676	однако при	1	1
677	всей ее	1	1
678	часто не	2	1
679	но некоторые	1	1
680	и он	3	1
681	так или	1	1
682	сами по	1	1
683	в общественной	1	1
684	но только	1	1
685	и еще	1	1
686	конкретность как	1	1
687	психологии а	1	1
688	до полного	2	1
689	и этот	2	1
690	и каково	1	1
691	проблемы в	1	1
692	по их	1	1
693	равно как	4	1
694	мы говорим	1	1
695	жанров но	1	1
696	вступает с	1	1
697	на различные	1	1
698	этого в	1	1
699	как сказал	1	1
700	данного человека	1	1
701	бы сами	1	1
702	конечном счете	5	1
703	от реальной	1	1
704	если они	2	1
705	и стихи	1	1
706	все герои	1	1
707	относятся к	1	1
708	евгения онегина	1	1
709	язык данного	1	1
710	в нормальном	1	1
711	работы в	1	1
712	их автора	1	1
713	в в	1	1
714	осознания своего	1	1
715	герои не	1	1
716	что по	1	1
717	и просто	2	1
718	и лишенного	1	1
719	и так	1	1
720	состоит из	1	1
721	ними не	1	1
722	в творческом	3	1
723	в которых	3	1
724	что действие	2	1
725	и отдельных	3	1
726	историческая жизнь	2	1
727	весь роман	1	1
728	только для	2	1
729	бы не	2	1
730	это необходимо	1	1
731	но у	1	1
732	о котором	1	1
733	от того	2	1
734	прозаический план	1	1
735	с большей	1	1
736	со стороны	1	1
737	речь идет	1	1
738	в авторской	3	1
739	глубину и	1	1
740	полный разрыв	1	1
741	и бытового	1	1
742	по крайней	2	1
743	очень разнообразны	1	1
744	образе в	1	1
745	в основных	3	1
746	обращение к	1	1
747	придать ему	1	1
748	на одном	1	1
749	от различных	2	1
750	лишь те	1	1
751	произведения которое	1	1
752	с традицией	1	1
753	частей и	1	1
754	каждый из	1	1
755	нет ничего	1	1
756	как основные	1	1
757	случае является	1	1
758	при определенных	1	1
759	хотя может	1	1
760	чем же	4	1
761	в прозе	1	1
762	на этой	1	1
763	ему принадлежит	1	1
764	художественные образы	1	1
765	которые обычно	2	1
766	этой почве	1	1
767	что мы	2	1
768	к изучению	1	1
769	видим что	1	1
770	ни одним	1	1
771	применении к	1	1
772	под понятие	1	1
773	быть при	1	1
774	эти идеи	1	1
775	имеют громадное	1	1
776	говорить не	3	1
777	образа до	1	1
778	роли и	1	1
779	их отношение	1	1
780	что самое	1	1
781	образа его	1	1
782	всего этого	1	1
783	и если	1	1
784	в нескольких	1	1
785	почти исключительно	1	1
786	часто в	1	1
787	это его	1	1
788	выражение у	1	1
789	сложности и	1	1
790	это только	4	1
791	соотношения между	1	1
792	создает новые	1	1
793	и оттенков	1	1
794	лицо в	1	1
795	коренное отличие	1	1
796	различных его	1	1
797	образов данного	1	1
798	наиболее полно	1	1
799	о достоевском	1	1
800	в образах	2	1
801	произведения от	1	1
802	только один	1	1
803	то все	1	1
804	целым рядом	1	1
805	их роли	1	1
806	приводит в	1	1
807	проникновения в	1	1
808	над романом	2	1
809	может служить	1	1
810	и ему	1	1
811	не меньшим	1	1
812	о своем	2	1
813	на основании	8	1
814	и реплика	1	1
815	или отношение	1	1
816	числе и	2	1
817	для своей	1	1
818	и композиционные	1	1
819	а только	1	1
820	можно ли	2	1
821	и движение	1	1
822	образом даже	2	1
823	знает что	1	1
824	и сюжеты	1	1
825	в чистом	1	1
826	однако такая	1	1
827	очень многих	1	1
828	художественного произведения	6	1
829	сюжетов и	2	1
830	буквально может	1	1
831	богатой и	1	1
832	имеем в	1	1
833	этого мира	1	1
834	оказывается перед	1	1
835	процесс и	1	1
836	как на	3	1
837	других видов	2	1
838	вообще и	2	1
839	предмета до	1	1
840	изучение этих	1	1
841	затем в	1	1
842	индивидуальный характер	1	1
843	ответа на	1	1
844	начиная с	2	1
845	ее как	2	1
846	то наконец	3	1
847	в которые	1	1
848	быть в	1	1
849	с нею	2	1
850	находится в	1	1
851	частности в	2	1
852	все зависит	1	1
853	которые его	1	1
854	на этот	1	1
855	действительности и	7	1
856	и непосредственного	2	1
857	героев это	1	1
858	который в	2	1
859	еще дальше	1	1
860	варьируются в	1	1
861	творческого процесса	23	1
862	этот последний	1	1
863	что говорит	3	1
864	тем это	1	1
865	он сам	2	1
866	достаточно напомнить	1	1
867	от них	2	1
868	несводимо к	1	1
869	в противном	2	1
870	романа или	1	1
871	его роль	1	1
872	что даже	2	1
873	к ее	1	1
874	к полному	1	1
875	в самой	1	1
876	ними в	1	1
877	его стихи	1	1
878	и объединением	1	1
879	обычно же	1	1
880	крайней мере	2	1
881	и служит	1	1
882	неизбежно приводит	1	1
883	в заключение	1	1
884	психологии в	1	1
885	но было	1	1
886	приходится однако	1	1
887	его можно	1	1
888	не имеющих	1	1
889	быть включен	1	1
890	автора а	1	1
891	различиях в	1	1
892	его собственного	1	1
893	труда и	2	1
894	к общему	1	1
895	между всеми	1	1
896	которые для	1	1
897	видели что	3	1
898	показывает как	2	1
899	эти высказывания	1	1
900	но на	1	1
901	существенных отличий	1	1
902	том чтобы	2	1
903	том числе	2	1
904	выделить элементы	1	1
905	таков первый	1	1
906	органически связано	1	1
907	у гоголя	1	1
908	выражения в	1	1
909	законченное выражение	1	1
910	в систему	1	1
911	а наоборот	1	1
912	нет ни	2	1
913	на тех	1	1
914	так называемые	3	1
915	жить по	1	1
916	и кончая	1	1
917	зависит от	2	1
918	о значении	1	1
919	поэтому в	1	1
920	собой в	1	1
921	волей и	1	1
922	пушкина в	1	1
923	в состоянии	1	1
924	связи между	1	1
925	получает в	2	1
926	мы имеем	3	1
927	нет места	1	1
928	с доктором	1	1
929	своей социальной	1	1
930	быть отнесены	1	1
931	входит как	1	1
932	образ а	1	1
933	проявляется в	1	1
934	которых он	1	1
935	признать что	1	1
936	или с	1	1
937	в определенном	1	1
938	из моментов	1	1
939	обычно не	1	1
940	о творчестве	2	1
941	развитии его	1	1
942	он и	2	1
943	что при	2	1
944	произведения или	1	1
945	две основные	1	1
946	что так	2	1
947	приводят к	1	1
948	отсюда следует	1	1
949	относительно и	1	1
950	форму в	1	1
951	аналогии с	1	1
952	и через	2	1
953	значит не	1	1
954	то прежде	1	1
955	или иную	1	1
956	богатство и	1	1
957	всех других	3	1
958	же не	1	1
959	если есть	1	1
960	и художественное	3	1
961	в движение	1	1
962	находит свое	1	1
963	право говорить	1	1
964	в русском	1	1
965	для его	4	1
966	и напряженной	1	1
967	непосредственное впечатление	1	1
968	и смысл	1	1
969	сказал бы	1	1
970	процессе своего	2	1
971	как пародия	2	1
972	и углубиться	1	1
973	в конечном	7	1
974	но с	2	1
975	затем у	1	1
976	а к	2	1
977	нет это	1	1
978	правильного понимания	1	1
979	говорим о	1	1
980	в несколько	1	1
981	не о	2	1
982	и некоторые	2	1
983	из форм	1	1
984	говорят в	1	1
985	сознания на	1	1
986	в свои	1	1
987	без остатка	1	1
988	и невозможно	1	1
989	перед необходимостью	1	1
990	что его	2	1
991	и художественном	1	1
992	и социальные	2	1
993	виду не	1	1
994	раскрывается в	1	1
995	ему самому	1	1
996	роль а	1	1
997	вот основные	1	1
998	сама работа	1	1
999	с теми	1	1
1000	и строится	1	1
1001	персонажа а	1	1
1002	момент познания	1	1
1003	последнем счете	1	1
1004	когда все	1	1
1005	он говорит	5	1
1006	поставлена во	1	1
1007	на высоту	1	1
1008	этого развития	1	1
1009	борьбы и	1	1
1010	однако отметить	1	1
1011	сознание художника	3	1
1012	с жизнью	1	1
1013	ней не	1	1
1014	подобно тому	3	1
1015	нас к	1	1
1016	как целое	1	1
1017	нам в	1	1
1018	может только	1	1
1019	всем своем	1	1
1020	говорят о	1	1
1021	между прочим	2	1
1022	одном из	4	1
1023	и психологии	1	1
1024	обязательно должен	1	1
1025	в ту	1	1
1026	противном случае	2	1
1027	и характер	1	1
1028	что делать	1	1
1029	в действительной	1	1
1030	как не	1	1
1031	у романтиков	1	1
1032	и художественного	3	1
1033	не бессознательно	1	1
1034	связанный с	1	1
1035	в ином	1	1
1036	себе все	1	1
1037	себе и	2	1
1038	его значение	1	1
1039	много и	2	1
1040	др но	1	1
1041	и дети	1	1
1042	к необходимости	1	1
1043	работы над	5	1
1044	перейти к	1	1
1045	целого и	1	1
1046	на другом	1	1
1047	и отдельные	2	1
1048	как социальный	1	1
1049	связаны с	1	1
1050	бы в	3	1
1051	что часто	1	1
1052	говорил на	1	1
1053	для правильного	1	1
1054	войны и	2	1
1055	планов и	1	1
1056	с очень	1	1
1057	всех видов	1	1
1058	но этим	1	1
1059	сказал и	1	1
1060	от творческой	1	1
1061	том случае	1	1
1062	содержание их	1	1
1063	что такое	2	1
1064	лица и	2	1
1065	выйти за	1	1
1066	жизнь и	1	1
1067	одну и	1	1
1068	только начинается	1	1
1069	и мира	1	1
1070	и главные	3	1
1071	тем более	1	1
1072	следует говорить	1	1
1073	как фактора	1	1
1074	оно в	1	1
1075	почти с	1	1
1076	было предложено	1	1
1077	но между	1	1
1078	случае если	1	1
1079	жанрах например	1	1
1080	с новыми	1	1
1081	может идти	1	1
1082	сюжета и	2	1
1083	художника в	6	1
1084	не дает	1	1
1085	очень близко	1	1
1086	в художественную	1	1
1087	в последних	1	1
1088	и образов	5	1
1089	тому как	3	1
1090	и образа	1	1
1091	сливается в	1	1
1092	что всякий	1	1
1093	отцы и	1	1
1094	и благодаря	1	1
1095	вся игра	1	1
1096	явления в	2	1
1097	процесс формирования	1	1
1098	в искусстве	6	1
1099	быть сведены	1	1
1100	когда он	4	1
1101	всеми этими	1	1
1102	если же	1	1
1103	должны быть	2	1
1104	единства в	1	1
1105	но даже	3	1
1106	есть и	1	1
1107	тех же	1	1
1108	процессе творчества	1	1
1109	в применении	1	1
1110	и определяет	1	1
1111	этого факта	1	1
1112	что некоторые	1	1
1113	единстве целого	2	1
1114	еще в	1	1
1115	это то	1	1
1116	даже не	2	1
1117	историческая и	1	1
1118	исключительное значение	1	1
1119	из видов	1	1
1120	этого образа	1	1
1121	конечно нет	1	1
1122	своих персонажей	1	1
1123	он пишет	9	1
1124	какой мере	1	1
1125	гете и	2	1
1126	или наконец	2	1
1127	и чужое	1	1
1128	почти каждый	1	1
1129	различной степени	1	1
1130	на это	2	1
1131	и главным	2	1
1132	нельзя не	1	1
1133	творческой работы	1	1
1134	остаются вне	1	1
1135	может ограничиться	1	1
1136	типа наконец	1	1
1137	один тип	1	1
1138	и никогда	2	1
1139	не завершается	1	1
1140	литературное произведение	1	1
1141	воспроизводятся в	1	1
1142	говорить только	1	1
1143	роман был	2	1
1144	же роман	1	1
1145	особенностей и	1	1
1146	в театре	1	1
1147	бы он	1	1
1148	дальше и	1	1
1149	этом и	2	1
1150	дня и	2	1
1151	что может	1	1
1152	мысль в	1	1
1153	по аналогии	1	1
1154	своих произведений	1	1
1155	материалом не	1	1
1156	как своеобразный	1	1
1157	есть его	1	1
1158	человека это	1	1
1159	в словесной	1	1
1160	в общем	2	1
1161	мадам бовари	1	1
1162	наконец некоторые	1	1
1163	происходит в	1	1
1164	способности и	1	1
1165	характерны для	1	1
1166	каком направлении	1	1
1167	разных социальных	1	1
1168	и художественную	1	1
1169	автора как	2	1
1170	их на	1	1
1171	но степень	1	1
1172	отнюдь не	4	1
1173	толстого в	3	1
1174	как целого	3	1
1175	речи о	1	1
1176	бытия в	1	1
1177	п это	1	1
1178	процессе работы	5	1
1179	именно таким	1	1
1180	чтобы не	2	1
1181	именно это	1	1
1182	которой мы	1	1
1183	и словесного	1	1
1184	муки слова	4	1
1185	или точнее	1	1
1186	каждого из	1	1
1187	процессе этого	1	1
1188	создан пушкиным	1	1
1189	таких же	1	1
1190	с реальным	1	1
1191	лишь его	1	1
1192	формах она	1	1
1193	жизнью и	1	1
1194	образов и	4	1
1195	на эту	1	1
1196	искусства в	1	1
1197	жизни личности	1	1
1198	в каком	1	1
1199	же о	2	1
1200	превращаются в	1	1
