N	3gram	Losev_Prob	Problemy
153	ни в чем	2	2
154	если бы он	2	2
155	но с другой	2	2
156	настолько велико что	1	1
157	так же как	3	1
158	в глаза и	1	1
159	тому что в	1	1
160	должны были бы	1	1
161	благодаря тому что	1	1
162	одной стороны и	1	1
163	он как и	1	1
164	и как бы	2	1
165	и художественный образ	1	1
166	относится к области	1	1
167	то это вовсе	1	1
168	на том или	2	1
169	в себе в	2	1
170	ничего общего не	1	1
171	по себе а	3	1
172	прямо сказать что	1	1
173	о том как	4	1
174	что все указанные	1	1
175	этого слова как	1	1
176	даже если мы	1	1
177	собой и в	1	1
178	и во всем	1	1
179	есть то что	3	1
180	и нисколько не	1	1
181	и это вовсе	2	1
182	в каждом из	1	1
183	новое отношение к	1	1
184	так что оно	1	1
185	в том числе	1	1
186	для чего же	2	1
187	не говорит о	1	1
188	по сравнению с	3	1
189	то что не	1	1
190	у него с	1	1
191	если же мы	1	1
192	и тут же	2	1
193	независимо от их	1	1
194	здесь перед нами	2	1
195	и к другим	1	1
196	как бы оно	1	1
197	может показаться что	1	1
198	в собственном смысле	1	1
199	является он сам	1	1
200	смысле слова это	1	1
201	в котором он	1	1
202	то что обычно	1	1
203	не знаем о	1	1
204	и независимо от	2	1
205	мы еще не	1	1
206	не отличается от	1	1
207	указывает на какой-то	1	1
208	сразу и одновременно	1	1
209	мы могли бы	3	1
210	с самим предметом	1	1
211	то что есть	1	1
212	как он их	1	1
213	и тот же	1	1
214	то есть не	5	1
215	вовсе не являются	3	1
216	во что бы	1	1
217	но и с	1	1
218	или может быть	1	1
219	но даже и	7	1
220	необходимо заметить что	1	1
221	это и заставляет	1	1
222	и остался бы	1	1
223	в таком случае	7	1
224	одного и того	1	1
225	так или иначе	2	1
226	ни один не	1	1
227	образом как и	1	1
228	никогда и не	1	1
229	на первом плане	1	1
230	не потому что	1	1
231	все более и	1	1
232	очень далек от	1	1
233	с ним как	1	1
234	в первом случае	1	1
235	не чем иным	2	1
236	иметь в виду	2	1
237	потому что он	6	1
238	он говорит сам	1	1
239	если бы тот	1	1
240	здесь не в	3	1
241	но несмотря на	1	1
242	она в то	1	1
243	тем что оно	1	1
244	другой и в	1	1
245	и все эти	1	1
246	не есть и	1	1
247	том числе и	1	1
248	точно так же	5	1
249	в редчайших случаях	1	1
250	и утвердить себя	1	1
251	тех или иных	7	1
252	как мы это	1	1
253	быть и речи	1	1
254	и кажется что	1	1
255	что до сих	1	1
256	момент художественного произведения	1	1
257	и никогда не	1	1
258	по себе не	1	1
259	что они не	1	1
260	а в том	1	1
261	тем или другим	1	1
262	они вовсе не	2	1
263	из которых ни	1	1
264	и от автора	1	1
265	чем иным как	2	1
266	и больше ничего	3	1
267	и весь мир	2	1
268	и того же	1	1
269	которая может быть	1	1
270	все это уже	1	1
271	и есть то	2	1
272	именно к тому	1	1
273	поэтому мы и	1	1
274	мы видим и	1	1
275	и в логике	1	1
276	художественное произведение в	1	1
277	в связи с	9	1
278	до того что	2	1
279	имел в виду	1	1
280	не менее и	1	1
281	самом же деле	7	1
282	вовсе не является	4	1
283	ни в какие	1	1
284	для них не	1	1
285	точки зрения на	1	1
286	перед нами не	1	1
287	в виду и	1	1
288	мы все равно	1	1
289	даже и не	6	1
290	именно как слово	1	1
291	на первый взгляд	3	1
292	но что же	1	1
293	то ни стало	1	1
294	но не всякий	2	1
295	он не есть	4	1
296	то что у	3	1
297	привело бы к	1	1
298	в художественном произведении	1	1
299	этом как раз	1	1
300	собственном смысле слова	1	1
301	в такой форме	1	1
302	т д и	5	1
303	того или иного	5	1
304	за то что	1	1
305	целей и тем	1	1
306	между собою и	1	1
307	но он не	1	1
308	связи с этой	2	1
309	и могут быть	1	1
310	в известном смысле	1	1
311	в отношениях к	1	1
312	в заключение мы	1	1
313	по существу своему	1	1
314	быть даже и	2	1
315	но и в	2	1
316	для самого себя	2	1
317	утверждения или отрицания	1	1
318	общего не имеет	1	1
319	что в результате	1	1
320	в себе как	1	1
321	в результате их	1	1
322	особой точки зрения	1	1
323	заключается в том	5	1
324	но в них	1	1
325	себя но на	1	1
326	с собой не	1	1
327	с которыми мы	1	1
328	ничем не отличается	1	1
329	что если уж	1	1
330	в конце своей	1	1
331	том или ином	3	1
332	быть даже в	1	1
333	художественного произведения и	1	1
334	было бы сказать	1	1
335	на самом же	7	1
336	форме и все	1	1
337	как мы говорили	2	1
338	мы бы сказали	1	1
339	не в содержании	1	1
340	и не было	2	1
341	как и во	1	1
342	и если мы	3	1
343	времени и пространства	1	1
344	связи с теми	1	1
345	и ни в	4	1
346	и вы не	1	1
347	более и более	1	1
348	таким образом в	1	1
349	заключение мы должны	1	1
350	до некоторой степени	1	1
351	то и другое	1	1
352	мы вовсе не	1	1
353	может быть не	1	1
354	к самодовлению и	1	1
355	от самого себя	1	1
356	единое и цельное	1	1
357	в самой жизни	1	1
358	несмотря на свою	2	1
359	и без его	1	1
360	дело здесь в	1	1
361	не было бы	3	1
362	и не является	1	1
363	вовсе еще не	2	1
364	что бы то	1	1
365	крайней мере для	2	1
366	здесь не только	2	1
367	каких бы то	1	1
368	тут не может	1	1
369	то мы не	1	1
370	и в частности	4	1
371	только на то	1	1
372	в чем же	2	1
373	он прежде всего	1	1
374	и все другие	1	1
375	то и здесь	1	1
376	только на одно	1	1
377	не тем что	1	1
378	что оно есть	1	1
379	и с полным	1	1
380	не в виде	1	1
381	мы не знаем	2	1
382	нет и в	1	1
383	чего нет в	1	1
384	бы даже и	3	1
385	да и то	2	1
386	или лучше сказать	1	1
387	и именно потому	1	1
388	смысле слова и	3	1
389	имеем в виду	4	1
390	мы имеем в	1	1
391	до конца и	1	1
392	не менее в	3	1
393	прежде всего с	1	1
394	так что в	2	1
395	есть прежде всего	3	1
396	один и тот	1	1
397	но может быть	1	1
398	то что казалось	1	1
399	и то что	8	1
400	и все его	1	1
401	не в самом	1	1
402	не может обойтись	2	1
403	вернемся еще раз	1	1
404	и своего собственного	1	1
405	уже не в	1	1
406	и соответствующие им	1	1
407	ведь в конце	1	1
408	для себя не	1	1
409	та или иная	4	1
410	его самостоятельности и	1	1
411	крайней мере не	1	1
412	он сам и	1	1
413	с одной стороны	2	1
414	ни на какое	1	1
415	в другом случае	2	1
416	самом деле и	1	1
417	что же такое	3	1
418	вопрос о том	1	1
419	говорит что он	1	1
420	это и есть	3	1
421	вовсе не с	1	1
422	выход за пределы	1	1
423	бы сказать о	1	1
424	и в литературной	1	1
425	ни о каком	2	1
426	никогда не является	1	1
427	потому что они	2	1
428	к учению о	1	1
429	но как мы	1	1
