N	3gram	Voloshinov	Stilisti
158	иметь в виду	1	1
159	так и по	1	1
160	при этом мы	1	1
161	если и не	1	1
162	бросается в глаза	1	1
163	как мы видим	1	1
164	иметь дело с	1	1
165	является как бы	1	1
166	пор говоря о	1	1
167	и в голову	1	1
168	вполне понятно что	1	1
169	мы имеем в	1	1
170	сознание отдельного человека	1	1
171	нашей точки зрения	1	1
172	и никогда не	1	1
173	то что же	1	1
174	и не мог	1	1
175	в душе человека	4	1
176	может обойтись без	1	1
177	во внешнюю речь	2	1
178	и как мы	1	1
179	исторического и социального	1	1
180	и по отношению	2	1
181	не только не	1	1
182	при которой происходит	2	1
183	точкой зрения ведь	1	1
184	того в какой	1	1
185	может перейти в	1	1
186	не может обойтись	1	1
187	и не могут	1	1
188	группы к которой	1	1
189	связанных с ними	2	1
190	в высшей степени	6	1
191	как раз и	2	1
192	в хх веке	1	1
193	мы говорили выше	1	1
194	и все же	1	1
195	же время служит	1	1
196	конечно останавливаться на	1	1
197	в каком направлении	1	1
198	нашего сознания и	1	1
199	вовсе не является	1	1
200	сих пор говоря	1	1
201	не нуждается в	1	1
202	и в вопросе	1	1
203	войти в историю	1	1
204	в нем и	1	1
205	в котором они	1	1
206	сказать что вся	1	1
207	той социальной группы	1	1
208	нет ничего удивительного	1	1
209	жизни и в	1	1
210	не может ведь	1	1
211	большинстве случаев только	1	1
212	это прежде всего	2	1
213	и нет ничего	1	1
214	и от всей	1	1
215	нет и не	3	1
216	мы показали что	2	1
217	так как в	1	1
218	нужно отметить что	2	1
219	но ведь эти	1	1
220	это и является	1	1
221	можно было бы	1	1
222	мы не можем	3	1
223	в последнем счете	4	1
224	и не может	3	1
225	прежде всего на	1	1
226	если мы будем	1	1
227	отнюдь не является	3	1
228	что такое сознание	1	1
229	на этом мы	3	1
