N	2gram	Tiupa_Vved	slovoVRo
129	более того	1	9
130	в самом	6	8
131	для нас	4	8
132	не на	3	8
133	не могут	1	8
134	зависимости от	1	8
135	в значительной	2	8
136	установка на	1	8
137	в зависимости	1	8
138	национального языка	2	8
139	человека в	2	8
140	всяком случае	3	8
141	входит в	2	8
142	в одной	2	8
143	они могут	1	8
144	в ней	5	8
145	во всем	1	7
146	еще более	2	7
147	язык как	2	7
148	о нем	1	7
149	например в	2	7
150	том что	16	7
151	перед нами	13	7
152	но здесь	1	7
153	автора и	1	7
154	и иных	1	7
155	известной степени	1	7
156	значительной степени	2	7
157	но именно	3	7
158	здесь не	2	7
159	друг друга	1	7
160	того же	1	7
161	у него	8	7
162	не было	5	7
163	связи с	2	7
164	в таком	2	7
165	у тургенева	2	7
166	также и	6	7
167	жизни и	8	7
168	в целом	4	7
169	что в	6	6
170	смысловых и	1	6
171	и здесь	2	6
172	чужих высказываний	1	6
173	дело с	4	6
174	даже в	3	6
175	в одном	5	6
176	другой стороны	3	6
177	по себе	2	6
178	именно в	1	6
179	чужому слову	1	6
180	роль в	2	6
181	себя и	1	6
182	большей или	1	6
183	можно сказать	6	6
184	по своим	3	6
185	в свою	5	6
186	наконец в	1	6
187	говорить о	5	6
188	в контексте	4	6
189	как к	1	6
190	в качестве	18	6
191	бы и	4	6
192	а также	12	6
193	человек в	4	6
194	мира и	5	6
195	романе в	1	6
196	на этом	1	6
197	хотя бы	2	6
198	между тем	3	6
199	и слова	2	6
200	стороны и	4	6
201	или меньшей	1	6
202	он в	1	6
203	точку зрения	2	6
204	ничего не	3	6
205	должна быть	3	5
206	героя в	3	5
207	не как	2	5
208	и чисто	1	5
209	роман в	1	5
210	в результате	5	5
211	него нет	1	5
212	к его	5	5
213	они не	3	5
214	по отношению	11	5
215	вместе с	2	5
216	не менее	4	5
217	о том	7	5
218	но оно	1	5
219	его и	1	5
220	не является	7	5
221	в противовес	4	5
222	в данном	22	5
223	и более	5	5
224	слова все	1	5
225	с авторским	1	5
226	мы не	6	5
227	для того	1	5
228	с помощью	1	5
229	только на	2	5
230	той же	3	5
231	отношению к	11	5
232	своим словом	1	5
233	но он	2	5
234	между этими	1	5
235	уже в	2	5
236	на протяжении	2	5
237	хотя и	10	5
238	этом отношении	7	5
239	стремится к	1	5
240	с их	2	5
241	в каждый	1	5
242	как его	2	5
243	или даже	2	5
244	должен быть	3	5
245	особенно в	3	5
246	а как	1	5
247	слова с	1	5
248	не знает	2	5
249	не с	4	5
250	и сам	2	5
251	в чужом	1	5
252	и языка	1	5
253	оно может	1	5
254	и по	3	5
255	для этого	2	5
256	имеет дело	1	5
257	или напротив	3	5
258	оно и	1	4
259	оно было	1	4
260	обстоит дело	1	4
261	в другой	1	4
262	те же	2	4
263	не столько	5	4
264	в виду	3	4
265	со всеми	1	4
266	очень легко	1	4
267	если бы	10	4
268	мы отчетливо	1	4
269	слове но	1	4
270	отношения к	1	4
271	и другим	1	4
272	в риторике	1	4
273	его на	1	4
274	что он	2	4
275	от его	1	4
276	так же	2	4
277	которая не	2	4
278	на первый	3	4
279	к тому	9	4
280	зрения и	1	4
281	напряженное взаимодействие	1	4
282	развернута в	2	4
283	дело не	2	4
284	установкой на	2	4
285	того чтобы	2	4
286	в другом	2	4
287	но эти	1	4
288	и уже	1	4
289	в различных	1	4
290	в чем	2	4
291	свою очередь	5	4
292	и во	2	4
293	в известной	1	4
294	преимущественно в	1	4
295	он может	1	4
296	однако в	9	4
297	на предмет	1	4
298	связано с	3	4
299	но это	4	4
300	как сказано	1	4
301	из них	1	4
302	того что	7	4
303	истории литературы	1	4
304	значение в	1	4
305	одной из	1	4
306	том же	1	4
307	быть только	2	4
308	о романе	1	4
309	о себе	1	4
310	как раз	5	4
311	в литературе	2	4
312	что и	6	4
313	они в	1	4
314	чем он	1	4
315	в виде	1	4
316	а на	4	4
317	своего и	2	4
318	здесь как	2	4
319	и как	2	4
320	же как	1	4
321	так в	5	4
322	из одного	1	4
323	остается вне	1	4
324	но как	1	4
325	характер и	1	4
326	эти слова	2	4
327	с языком	2	4
328	в частности	19	4
329	одно и	1	4
330	говорящего и	1	4
331	из него	2	4
332	с установкой	2	4
333	при всем	1	4
334	и о	4	4
335	вообще не	1	4
336	речи и	1	4
337	не всегда	2	4
338	из этого	1	4
339	и ее	2	4
340	мы видели	3	4
341	и чужого	2	4
342	однако и	3	3
343	связи и	1	3
344	все что	3	3
345	в состав	5	3
346	еще раз	1	3
347	же слово	1	3
348	его с	2	3
349	в разных	2	3
350	эвристическое значение	1	3
351	не приходится	1	3
352	в форме	1	3
353	и то	1	3
354	глубоко и	2	3
355	интерес к	1	3
356	в связи	1	3
357	и создает	1	3
358	исторического развития	1	3
359	в более	1	3
360	этого процесса	1	3
361	в духе	1	3
362	в первом	3	3
363	с таким	1	3
364	легко и	1	3
365	тем что	2	3
366	в составе	3	3
367	рассказчика и	3	3
368	в корне	1	3
369	жизни в	5	3
370	как более	1	3
371	мир и	1	3
372	и нет	1	3
373	было бы	4	3
374	говорящего как	1	3
375	связана с	1	3
376	как это	2	3
377	которых мы	1	3
378	не должны	1	3
379	все слова	1	3
380	сознания в	4	3
381	не могло	2	3
382	в этой	2	3
383	людей и	1	3
384	целый ряд	2	3
385	и до	1	3
386	на границе	1	3
387	как оно	2	3
388	а лишь	3	3
389	и вообще	1	3
390	в эту	1	3
391	если мы	1	3
392	на него	3	3
393	в сознании	5	3
394	до известной	1	3
395	только с	1	3
396	внутренней речи	1	3
397	на котором	1	3
398	как если	1	3
399	они были	1	3
400	и следует	1	3
401	в чужой	1	3
402	именно к	2	3
403	форм и	1	3
404	за пределами	3	3
405	произведения как	1	3
406	ни с	2	3
407	на том	1	3
408	такого рода	23	3
409	не предполагает	2	3
410	речь но	1	3
411	не была	1	3
412	и равно	1	3
413	его от	1	3
414	евгении онегине	1	3
415	и где	1	3
416	дело в	1	3
417	тому что	2	3
418	в евгении	1	3
419	и без	1	3
420	языка может	1	3
421	данного произведения	1	3
422	не есть	2	3
423	того и	1	3
424	если она	2	3
425	между собой	2	3
426	в новом	1	3
427	и это	2	3
428	не все	2	3
429	другом случае	1	3
430	без другого	1	3
431	смысл и	1	3
432	к слову	1	3
433	личности и	1	3
434	может и	1	3
435	интенции автора	1	3
436	потому что	7	3
437	и тем	3	3
438	во второй	1	3
439	из этих	5	3
440	но она	2	3
441	в нее	1	3
442	в иных	1	3
443	каждого высказывания	1	3
444	к этому	3	3
445	данном случае	15	3
446	нуждается в	1	3
447	степени и	1	3
448	рассказ в	4	3
449	или иного	1	3
450	того или	1	3
451	как для	3	3
452	одно без	1	3
453	существенную роль	1	2
454	др а	1	2
455	положения и	1	2
456	та же	1	2
457	за ним	1	2
458	мы и	2	2
459	как с	1	2
460	которая в	3	2
461	слова это	1	2
462	и вся	3	2
463	был бы	1	2
464	как разноречивое	1	2
465	без исключения	2	2
466	особенно у	1	2
467	из всех	1	2
468	нашего времени	2	2
469	слова который	1	2
470	которое может	2	2
471	в последние	1	2
472	одному из	1	2
473	как он	2	2
474	далее в	1	2
475	для них	3	2
476	в едином	3	2
477	от этих	2	2
478	на которую	1	2
479	связанная с	1	2
480	связь с	1	2
481	значение это	1	2
482	высказывания в	1	2
483	все то	1	2
484	и она	1	2
485	ни о	2	2
486	с ней	1	2
487	не обязательно	2	2
488	жизнь в	1	2
489	заключается в	2	2
490	на территории	1	2
491	его мире	1	2
492	например и	1	2
493	в жизни	7	2
494	как о	2	2
495	и внутренне	2	2
496	а именно	3	2
497	за свое	1	2
498	которые при	1	2
499	героя на	1	2
500	на себе	1	2
501	приводит к	2	2
502	и герой	1	2
503	человеческой речи	1	2
504	есть на	1	2
505	да и	3	2
506	понимания в	1	2
507	не нужно	1	2
508	из которого	1	2
509	в известном	1	2
510	его становления	1	2
511	и социально	1	2
512	по своему	3	2
513	на материале	1	2
514	и могут	1	2
515	разных языках	1	2
516	но их	1	2
517	перестает быть	1	2
518	это и	1	2
519	ни к	3	2
520	и глубоко	1	2
521	то что	9	2
522	в котором	11	2
523	его отношение	1	2
524	отнести к	1	2
525	и главное	1	2
526	в пределе	1	2
527	он был	1	2
528	мы увидим	1	2
529	то и	2	2
530	в течение	2	2
531	о которых	2	2
532	в двух	1	2
533	оно как	1	2
534	них как	2	2
535	на авторскую	1	2
536	существенное значение	1	2
537	к своей	2	2
538	и т.п	14	2
539	слова при	2	2
540	же национального	1	2
541	значение для	1	2
542	но они	3	2
543	действительностью и	1	2
544	на пути	1	2
545	случае не	1	2
546	совершенно не	2	2
547	с общей	1	2
548	он есть	1	2
549	самого начала	1	2
550	точке зрения	1	2
551	автора с	1	2
552	он весь	1	2
553	несмотря на	2	2
554	автора в	5	2
555	и воспитания	1	2
556	с авторской	1	2
557	принадлежащих к	1	2
558	к ним	4	2
559	нем не	1	2
560	в сфере	7	2
561	она может	2	2
562	своем собственном	1	2
563	и оценки	1	2
564	и у	2	2
565	риторического слова	1	2
566	в определенных	1	2
567	в образе	1	2
568	в нашем	9	2
569	это отношение	1	2
570	что все	1	2
571	во всей	1	2
572	не умеет	1	2
573	есть только	1	2
574	момент в	1	2
575	этот второй	1	2
576	речь о	1	2
577	языком в	1	2
578	к авторскому	1	2
579	логикой и	1	2
580	взаимодействие и	1	2
581	во франции	1	2
582	у них	3	2
583	в мировой	1	2
584	же он	1	2
585	не просто	2	2
586	то или	1	2
587	чем это	1	2
588	в ее	1	2
589	и становится	1	2
590	свои собственные	1	2
591	чтобы понять	1	2
592	жизни но	1	2
593	известном смысле	1	2
594	к началу	1	2
595	ближе к	3	2
596	глядя на	1	2
597	в смысловом	3	2
598	одного из	3	2
599	только не	1	2
600	к различным	3	2
601	мы видим	1	2
602	с человеком	2	2
603	себе самому	1	2
604	не можем	2	2
605	указать на	1	2
606	того как	1	2
607	к себе	2	2
608	в художественной	2	2
609	на роль	1	2
610	слов в	2	2
611	будучи по	1	2
612	подчеркнуть что	5	2
613	тем не	3	2
614	как у	3	2
615	есть в	2	2
616	еще слишком	1	2
617	система языка	1	2
618	в герое	1	2
619	что для	2	2
620	на самом	5	2
621	у нас	4	2
622	с первыми	1	2
623	слова а	1	2
624	и есть	2	2
625	материал для	1	2
626	этого рода	1	2
627	на разных	2	2
628	не для	1	2
629	слова во	1	2
630	этого не	2	2
631	или иначе	2	2
632	что она	2	2
633	что не	2	2
634	высказывания как	3	2
635	в равной	1	2
636	романный сюжет	1	2
637	в какой	4	2
638	между ними	1	2
639	то в	1	2
640	и само	2	2
641	в области	5	2
642	современного сознания	1	2
643	при таком	2	2
644	а его	3	2
645	не столь	1	2
646	и со	1	2
647	именно эта	2	2
648	и оно	2	2
649	в сторону	1	2
650	об этом	5	2
651	что как	1	2
652	может существенно	1	2
653	что они	2	2
654	почти каждого	1	2
655	ему не	1	2
656	однако не	2	2
657	к одному	2	2
658	могли бы	3	2
659	высказывания не	1	2
660	материалом для	1	2
661	мы можем	2	2
662	а с	4	2
663	с самого	1	2
664	в своих	5	2
665	или целиком	1	2
666	и затем	2	2
667	эстетической значимости	1	2
668	могут служить	3	2
669	определенности и	1	2
670	как уже	1	2
671	не один	2	2
672	так что	1	2
673	действующих лиц	2	2
674	понимает и	1	2
675	слова но	2	2
676	и та	1	2
677	и что	2	2
678	нового времени	5	2
679	не могла	1	2
680	можно было	2	2
681	смысл это	1	2
682	иметь в	1	2
683	в начале	3	2
684	факт что	1	2
685	и жизни	1	2
686	косвенной речи	1	2
687	по своей	4	2
688	этих случаях	2	2
689	к которой	2	2
690	или иное	1	2
691	как известно	2	2
692	могло быть	1	2
693	и той	1	2
694	в направлении	2	2
695	первом случае	1	2
696	и особенно	1	2
697	и борьба	1	2
698	бы его	1	2
699	образов но	2	2
700	не входят	1	2
701	ответственность за	1	2
702	как высказывания	1	2
703	человека как	1	2
704	них не	1	2
705	место в	2	2
706	кругозора и	1	2
707	столь же	3	2
708	и определяется	1	2
709	же в	3	2
710	бы быть	1	2
711	героя но	1	2
712	на то	3	2
713	осмысления и	1	2
714	мира в	8	2
715	и ценностных	1	2
716	и только	2	2
717	как одна	1	2
718	границе между	1	2
719	и иные	1	2
720	однако на	1	2
721	не к	4	2
722	персонажей и	2	2
723	в единство	1	2
724	к автору	1	2
725	к подлинному	1	1
726	этом очень	1	1
727	с которой	1	1
728	к сожалению	1	1
729	непосредственно как	1	1
730	ведет к	2	1
731	такое разрешение	1	1
732	а потому	1	1
733	во втором	4	1
734	в единую	1	1
735	они неразрывно	2	1
736	риторических категорий	1	1
737	поскольку его	1	1
738	мир не	1	1
739	случае в	1	1
740	всего в	1	1
741	тургенева в	1	1
742	в языки	1	1
743	никогда и	1	1
744	в формировании	1	1
745	бы она	1	1
746	его нельзя	1	1
747	как таковой	1	1
748	на жизнь	1	1
749	представить себе	2	1
750	в конце	3	1
751	и зла	1	1
752	борьба своего	1	1
753	и труды	1	1
754	текст в	1	1
755	себе представить	1	1
756	если в	3	1
757	рассказ о	1	1
758	которые не	2	1
759	исходя из	4	1
760	к этой	1	1
761	через посредство	2	1
762	и вследствие	4	1
763	его углубляется	1	1
764	он как	1	1
765	и символы	1	1
766	для себя	2	1
767	подходом к	1	1
768	а два	1	1
769	речь как	1	1
770	них но	1	1
771	существенный признак	1	1
772	и прочно	1	1
773	он видит	1	1
774	о чем	4	1
775	несобственно-прямой речи	2	1
776	никак не	2	1
777	говорит о	1	1
778	смерть и	1	1
779	из которых	1	1
780	истории в	6	1
781	социального охвата	1	1
782	находятся в	1	1
783	общения с	1	1
784	потому не	2	1
785	или социальной	1	1
786	чужом для	1	1
787	где язык	1	1
788	но смысл	1	1
789	персонажа и	2	1
790	этом направлении	2	1
791	чопорными языковыми	1	1
792	уже нет	1	1
793	говорить что	1	1
794	и автор	1	1
795	сводится к	6	1
796	без него	1	1
797	с собой	1	1
798	отношения с	1	1
799	целом как	1	1
800	должен был	2	1
801	от их	2	1
802	часто не	1	1
803	на смену	2	1
804	в настоящем	2	1
805	и он	4	1
806	и бывшими	1	1
807	сами по	1	1
808	текста и	4	1
809	менее удачливыми	1	1
810	но только	1	1
811	он имеет	1	1
812	и еще	1	1
813	мы понимаем	1	1
814	он остается	1	1
815	до этого	2	1
816	оказывается в	3	1
817	персонажей романа	1	1
818	необходимые предпосылки	1	1
819	иного порядка	1	1
820	от своего	2	1
821	целого но	1	1
822	и этот	1	1
823	социальный человек	1	1
824	так называемый	1	1
825	кто говорит	1	1
826	о самом	1	1
827	слово со	1	1
828	двух и	1	1
829	определений и	1	1
830	содержание и	1	1
831	которое по	3	1
832	встречаются и	1	1
833	героя однако	1	1
834	по терминологии	3	1
835	этого необходимо	1	1
836	где в	3	1
837	обращается к	2	1
838	именно они	1	1
839	и рождается	1	1
840	зрения в	1	1
841	конечном счете	2	1
842	соотнесения с	1	1
843	основной для	1	1
844	в игру	1	1
845	принадлежат к	4	1
846	и передачу	1	1
847	оно всегда	1	1
848	также не	1	1
849	автор в	1	1
850	сознанием и	1	1
851	его сознании	2	1
852	развернутым в	1	1
853	герои не	2	1
854	слово но	1	1
855	высказывания происходит	1	1
856	оказываются в	2	1
857	здесь именно	1	1
858	и так	1	1
859	произведение в	2	1
860	в которых	2	1
861	иной идеологической	1	1
862	в лирике	1	1
863	несколько иначе	1	1
864	бы не	3	1
865	отмирающими чопорными	1	1
866	здесь может	2	1
867	одном высказывании	1	1
868	выражается в	1	1
869	который не	1	1
870	о котором	5	1
871	именно поэтому	1	1
872	не до	3	1
873	характерна для	1	1
874	вследствие этого	5	1
875	автору и	1	1
876	с большей	1	1
877	со стороны	15	1
878	далек от	1	1
879	речью героя	1	1
880	речь идет	3	1
881	говорить и	2	1
882	эта последняя	1	1
883	удачливыми с	1	1
884	всей своей	4	1
885	установку на	1	1
886	в гуманитарных	1	1
887	территории почти	1	1
888	только теперь	1	1
889	исторически реален	1	1
890	по крайней	1	1
891	обращение к	1	1
892	от авторской	1	1
893	такая точка	1	1
894	ценностных кругозора	1	1
895	своему герою	1	1
896	словом чтобы	1	1
897	авторской интенции	1	1
898	каждый из	1	1
899	максима максимыча	2	1
900	только одно	1	1
901	сам же	1	1
902	нет ничего	2	1
903	одного и	1	1
904	с какой	1	1
905	принимает участие	1	1
906	здесь основной	1	1
907	сложившихся в	1	1
908	смыслом и	1	1
909	то он	2	1
910	в прозе	1	1
911	не существует	3	1
912	шире и	1	1
913	или поддержка	1	1
914	и было	1	1
915	при условии	1	1
916	из персонажей	1	1
917	в действительности	1	1
918	что мы	2	1
919	под понятие	1	1
920	раз и	2	1
921	говорить не	1	1
922	нет своего	1	1
923	такова система	1	1
924	становится лишь	1	1
925	тотчас же	1	1
926	задний план	1	1
927	смешаны два	1	1
928	представления о	1	1
929	что самое	1	1
930	и если	1	1
931	мире а	1	1
932	гуманитарных науках	1	1
933	на друга	2	1
934	двумя пределами	1	1
935	бесчисленными претендентами	1	1
936	сложности и	1	1
937	чем они	1	1
938	это только	3	1
939	он к	1	1
940	быть не	4	1
941	до его	1	1
942	он является	2	1
943	его собственной	2	1
944	единственно возможной	1	1
945	с другим	1	1
946	в этот	3	1
947	аристократами языковыми	1	1
948	различных его	1	1
949	это ее	1	1
950	нашем случае	3	1
951	одной и	1	1
952	прямой речи	1	1
953	для нее	1	1
954	принципиально иначе	2	1
955	между двумя	5	1
956	себя не	1	1
957	оно так	1	1
958	чего не	1	1
959	письма и	1	1
960	не исключает	1	1
961	проникновения в	2	1
962	применимы к	1	1
963	может служить	4	1
964	в кругозоре	1	1
965	за собой	1	1
966	и ему	1	1
967	также в	1	1
968	и вторая	1	1
969	о своем	1	1
970	и наиболее	1	1
971	на основании	1	1
972	смысл в	1	1
973	с автором	1	1
974	и соответствующих	1	1
975	числе и	1	1
976	тому или	2	1
977	определяется его	1	1
978	превращается в	1	1
979	времени и	7	1
980	язык а	1	1
981	а только	3	1
982	можно ли	1	1
983	условий но	1	1
984	романе с	1	1
985	в суде	1	1
986	от языковой	1	1
987	а во	2	1
988	особенности у	1	1
989	жизни на	2	1
990	опыт героя	1	1
991	однако такая	1	1
992	смысл на	1	1
993	друг на	2	1
994	не встречается	1	1
995	чужой голос	1	1
996	человек при	1	1
997	есть своя	1	1
998	конструкцией фразы	1	1
999	нашего восприятия	1	1
1000	не касаясь	1	1
1001	и сопутствующие	1	1
1002	вернуться к	2	1
1003	анализа в	1	1
1004	не литературное	2	1
1005	разноречивое становление	1	1
1006	только одна	1	1
1007	ответа на	1	1
1008	начиная с	3	1
1009	как правило	6	1
1010	герой нашего	1	1
1011	два высказывания	1	1
1012	она неизбежно	1	1
1013	именно так	1	1
1014	диалогический момент	1	1
1015	быть в	1	1
1016	с нею	1	1
1017	частности в	2	1
1018	два смысловых	1	1
1019	говорить здесь	1	1
1020	то она	1	1
1021	для которого	4	1
1022	как все	1	1
1023	герое нашего	1	1
1024	на этот	2	1
1025	а со	1	1
1026	который в	5	1
1027	какие только	2	1
1028	аудитории в	1	1
1029	чтобы стать	3	1
1030	но если	1	1
1031	столько в	2	1
1032	он сам	1	1
1033	от них	2	1
1034	из участников	2	1
1035	не ищет	1	1
1036	каждым своим	1	1
1037	не получает	1	1
1038	в противном	2	1
1039	не два	2	1
1040	отчасти уже	1	1
1041	о художественном	1	1
1042	возникает и	2	1
1043	и после	2	1
1044	понимания как	1	1
1045	и совершается	1	1
1046	широтою социального	1	1
1047	смысловые интенции	1	1
1048	к ее	3	1
1049	в обращении	1	1
1050	предстает как	1	1
1051	крайней мере	1	1
1052	прибегает к	1	1
1053	это точка	1	1
1054	тот же	1	1
1055	мог бы	2	1
1056	ним всегда	1	1
1057	его можно	1	1
1058	гораздо более	1	1
1059	претендующее на	1	1
1060	сравнительном изучении	1	1
1061	не прибегает	1	1
1062	момент как	1	1
1063	сознание может	1	1
1064	без соотнесения	1	1
1065	и шире	1	1
1066	но на	2	1
1067	том чтобы	2	1
1068	героев при	1	1
1069	том числе	1	1
1070	максим максимыч	1	1
1071	не поддается	1	1
1072	ведь для	1	1
1073	един и	1	1
1074	у гоголя	2	1
1075	это такая	1	1
1076	мир в	1	1
1077	приблизиться к	1	1
1078	так можно	1	1
1079	несет на	1	1
1080	кто такой	3	1
1081	для восприятия	1	1
1082	различие между	1	1
1083	и точек	1	1
1084	только по	1	1
1085	первых двух	3	1
1086	котором и	1	1
1087	жизни так	2	1
1088	сознания с	1	1
1089	о человеке	1	1
1090	глубокий и	1	1
1091	фон для	1	1
1092	чтобы проникнуть	1	1
1093	как сопротивление	1	1
1094	зависит от	3	1
1095	рассказываемых событий	1	1
1096	и вот	3	1
1097	сколько в	1	1
1098	она в	2	1
1099	в окружающем	1	1
1100	мы читаем	1	1
1101	для индивидуального	1	1
1102	смысл которого	1	1
1103	случае ее	1	1
1104	получает в	1	1
1105	мы имеем	8	1
1106	идет о	3	1
1107	мнения и	3	1
1108	входит как	1	1
1109	проявляется в	1	1
1110	которых он	1	1
1111	если автор	1	1
1112	бы на	1	1
1113	и требования	1	1
1114	добра и	1	1
1115	ивана карамазова	1	1
1116	евгений онегин	1	1
1117	охвата с	1	1
1118	он и	2	1
1119	рождается в	1	1
1120	в формах	1	1
1121	в напряженном	1	1
1122	ситуаций в	1	1
1123	от времени	1	1
1124	рассказе и	1	1
1125	аналогии с	2	1
1126	чем у	1	1
1127	два сознания	1	1
1128	и через	2	1
1129	и строго	1	1
1130	сознания это	1	1
1131	а предмет	1	1
1132	же не	1	1
1133	иначе обстоит	1	1
1134	не от	1	1
1135	корнями своими	1	1
1136	это именно	1	1
1137	только изнутри	1	1
1138	ибо за	1	1
1139	в движение	1	1
1140	участие в	1	1
1141	право говорить	1	1
1142	для его	1	1
1143	практике его	1	1
1144	все равно	2	1
1145	знания и	1	1
1146	в конечном	2	1
1147	парвеню бесчисленными	1	1
1148	но с	1	1
1149	а к	3	1
1150	сопротивление или	1	1
1151	и притом	3	1
1152	высказываний и	1	1
1153	претендентами в	1	1
1154	бы для	1	1
1155	героев как	1	1
1156	в разные	1	1
1157	обращении с	1	1
1158	в несколько	1	1
1159	персонажей но	1	1
1160	не о	2	1
1161	сознания на	1	1
1162	взаимодействия и	1	1
1163	быть развернута	1	1
1164	что к	1	1
1165	как по	2	1
1166	автора является	1	1
1167	этого произведения	1	1
1168	бывшими языками	1	1
1169	к миру	1	1
1170	одновременное использование	1	1
1171	произведение как	1	1
1172	раскрывается в	1	1
1173	которое в	4	1
1174	становление кишащее	1	1
1175	мира у	3	1
1176	оно провоцирует	1	1
1177	лишь к	1	1
1178	персонажа а	2	1
1179	когда все	1	1
1180	он говорит	1	1
1181	приближается к	1	1
1182	не бывает	1	1
1183	в ряде	1	1
1184	бы оно	1	1
1185	с той	1	1
1186	персонажей а	1	1
1187	подобно тому	3	1
1188	и прежде	1	1
1189	нам в	1	1
1190	в исторический	1	1
1191	и того	3	1
1192	так роман	1	1
1193	говорят о	2	1
1194	напротив они	1	1
1195	между прочим	1	1
1196	исходили из	1	1
1197	в мире	9	1
1198	одном из	1	1
1199	как некоторого	1	1
1200	они служат	1	1
1201	возможности данного	1	1
1202	становится одним	2	1
1203	совершенно иное	1	1
1204	противном случае	2	1
1205	рассказ не	1	1
1206	постановка вопроса	2	1
1207	ней при	1	1
1208	к концу	1	1
1209	смысловую глубину	1	1
1210	в еще	1	1
1211	окружающем его	1	1
1212	от любого	1	1
1213	совести с	1	1
1214	один и	1	1
1215	иначе чем	1	1
1216	его жизни	1	1
1217	к вопросам	1	1
1218	происходит напряженное	1	1
1219	и смертью	1	1
1220	бы мы	2	1
1221	или их	1	1
1222	сказать мы	1	1
1223	идеологической сферой	1	1
1224	героя из	1	1
1225	о предмете	1	1
1226	раз в	1	1
1227	к необходимости	1	1
1228	на другом	1	1
1229	это так	1	1
1230	и понимание	1	1
1231	вводит в	1	1
1232	и отдельные	1	1
1233	связаны с	1	1
1234	бы в	4	1
1235	войны и	5	1
1236	всех видов	1	1
1237	сказать и	1	1
1238	речевого субъекта	1	1
1239	реагирует на	1	1
1240	чужого мира	1	1
1241	что такое	23	1
1242	их не	1	1
1243	на всем	1	1
1244	лица и	1	1
1245	слов или	2	1
1246	оба эти	1	1
1247	жизнь и	1	1
1248	освобождения от	1	1
1249	и мира	5	1
1250	с сохранением	1	1
1251	тем более	3	1
1252	оно в	1	1
1253	с несколькими	1	1
1254	и вместо	1	1
1255	печорина в	1	1
1256	с первым	1	1
1257	таково например	1	1
1258	времени начиная	1	1
1259	более широкий	1	1
1260	в отдельных	1	1
1261	в наше	1	1
1262	реален язык	1	1
1263	образ и	1	1
1264	все остальные	1	1
1265	здесь она	1	1
1266	и остаются	1	1
1267	чтобы раскрыть	1	1
1268	от самого	1	1
1269	с легкой	2	1
1270	совсем не	1	1
1271	тому как	3	1
1272	мы всегда	1	1
1273	стоит и	1	1
1274	и благодаря	1	1
1275	оно становится	1	1
1276	в рассказе	15	1
1277	на самый	1	1
1278	языковыми парвеню	1	1
1279	мы должны	1	1
1280	не входит	2	1
1281	в искусстве	1	1
1282	и символически	1	1
1283	всеми этими	1	1
1284	но зато	1	1
1285	если же	1	1
1286	за ними	1	1
1287	свою жизнь	1	1
1288	его смысла	2	1
