N	3gram	Bakhtin_Pr	Istorich
216	чем иным как	1	1
217	со своей противоположностью	1	1
218	по данному вопросу	2	1
219	в целом и	1	1
220	в этой форме	1	1
221	не входит в	1	1
222	к вопросу о	1	1
223	не будем останавливаться	1	1
224	с этим связана	1	1
225	людей и стал	1	1
226	ведь это не	1	1
227	и делают его	1	1
228	по существу мы	1	1
229	можем сказать что	1	1
230	все же есть	1	1
231	а также и	3	1
232	но и во	1	1
233	и в средневековой	1	1
234	в преисподней или	1	1
235	и на весь	1	1
236	лишь тогда когда	1	1
237	вместе с ним	1	1
238	в узком смысле	1	1
239	не в его	1	1
240	но не может	1	1
241	он очень часто	1	1
242	которых никто не	1	1
243	в целом его	1	1
244	мертвых где в	1	1
245	в чем же	1	1
246	теперь мы можем	2	1
247	может быть даже	2	1
248	прежде всего является	1	1
249	них нет ничего	1	1
250	типа может быть	1	1
251	в этом смысле	5	1
252	и в свое	1	1
253	существенно отличается от	1	1
254	как в данном	1	1
255	в свое время	4	1
256	все в этом	1	1
257	во сне в	1	1
258	должны войти в	1	1
259	увиденная во сне	1	1
260	всем этим явлениям	1	1
261	и кроме того	1	1
262	ни за что	1	1
263	даже показаться что	1	1
264	у того же	1	1
265	те формы которые	1	1
266	вследствие чего она	1	1
267	в которых может	1	1
268	как и все	1	1
269	как и его	1	1
270	здесь нас интересуют	1	1
271	но не к	1	1
272	в пределах одного	6	1
273	сих пор в	1	1
274	и все в	1	1
275	мы остановимся только	1	1
276	в начале рассказа	1	1
277	как в античности	1	1
278	и в каждом	1	1
279	античности и на	1	1
280	в античности мы	1	1
281	никогда не может	2	1
282	так как нет	1	1
283	на основе всего	1	1
284	сказать что и	1	1
285	и на его	2	1
286	античности и в	1	1
287	к этому мы	1	1
288	что все его	1	1
289	роли которую они	1	1
290	как бы в	2	1
291	он все еще	1	1
292	то что мы	1	1
293	к мысли о	1	1
294	него как и	1	1
295	или еще более	1	1
296	средние века в	4	1
297	говорили что он	1	1
298	с земли на	2	1
299	также и в	1	1
300	прежде всего в	1	1
301	и здесь еще	1	1
302	мы находим и	1	1
303	средние века и	3	1
304	в большей или	5	1
305	на этом мы	3	1
306	над собой он	1	1
307	в более или	1	1
308	которую мы условно	1	1
309	и даже не	1	1
310	они играют в	2	1
311	он уже не	1	1
312	в его доме	1	1
313	нашей точки зрения	1	1
314	в жизни и	1	1
315	не знаем о	1	1
316	в своей стране	1	1
317	перед нами в	1	1
318	у него как	1	1
319	достигает своего апогея	1	1
320	до некоторой степени	1	1
321	могут быть найдены	1	1
322	переходят друг в	1	1
323	в этом отношении	1	1
324	именно потому что	1	1
325	хотя и в	2	1
326	исторической действительности и	1	1
327	к своему собственному	1	1
328	и что там	1	1
329	не чем иным	1	1
330	мы можем сказать	1	1
331	царство и его	1	1
332	не может поэтому	1	1
333	нас прежде всего	2	1
334	они могут быть	1	1
335	но прежде всего	1	1
336	вступают в брак	1	1
337	один из самых	1	1
338	тем или иным	1	1
339	в этом мире	1	1
340	тех или иных	2	1
341	и так сказать	2	1
342	в пределах одной	1	1
343	как бы он	1	1
344	вступает в силу	1	1
345	он связан с	1	1
346	не было и	1	1
347	герой ничего не	1	1
348	как нам кажется	1	1
349	но это уже	1	1
350	в своей жизни	1	1
351	возникает вопрос о	1	1
352	в высшей степени	1	1
353	друг друга но	2	1
354	если мы не	1	1
355	это вовсе не	1	1
356	лицом к лицу	1	1
357	мы еще вернемся	4	1
358	то же время	8	1
359	да и не	1	1
360	не было никакого	1	1
361	часто встречается у	1	1
362	хотя оно и	1	1
363	широком смысле этого	1	1
364	в полном одиночестве	1	1
365	в широком смысле	2	1
366	не знает но	1	1
367	из представления о	1	1
368	это один и	1	1
369	и в этом	1	1
370	с нашей точки	1	1
371	и общественного строя	1	1
372	не знает что	1	1
373	и не могу	1	1
374	друг друга и	1	1
375	в пределах данного	1	1
376	обе эти разновидности	1	1
377	так как если	1	1
378	которую они играют	2	1
379	мы находим в	3	1
380	как то что	1	1
381	это приводило к	1	1
382	одним из самых	1	1
383	так как мы	1	1
384	очень сложное и	1	1
385	вполне понятно так	1	1
386	и действительно в	1	1
387	может даже показаться	1	1
388	и в более	1	1
389	которой мы здесь	1	1
390	конечно не в	1	1
391	но тут же	1	1
392	здесь конечно не	1	1
393	носит в себе	1	1
394	не меняет дела	1	1
395	в то же	8	1
396	станет ясным из	1	1
397	даже когда они	1	1
398	вовсе не входит	1	1
399	и ту роль	1	1
400	кажется что в	1	1
401	я не могу	1	1
402	один из его	1	1
403	он прежде всего	1	1
404	лежащего в основе	1	1
405	но в то	3	1
406	том что на	1	1
407	останавливаться не будем	1	1
408	важна не только	1	1
409	и между ними	1	1
410	но это конечно	1	1
411	связь со смертью	1	1
412	происходит не только	1	1
413	земле и что	1	1
414	друг в друга	2	1
415	с ним а	1	1
416	по существу и	1	1
417	и формы этого	1	1
418	понятно так как	1	1
419	следует отметить что	2	1
420	прямо или косвенно	1	1
421	с ней и	1	1
422	не то что	3	1
423	только с помощью	1	1
424	один из авторов	1	1
425	правда в несколько	1	1
426	в следующей главе	1	1
427	и все они	1	1
428	на все на	1	1
429	один шаг до	1	1
430	только наиболее существенные	1	1
431	потому что они	1	1
432	друг к другу	1	1
