N	2gram	Nazirov_Vr	Komedia
333	с просьбой	1	3
334	не являются	1	3
335	такое же	1	3
336	мы находим	1	3
337	только два	1	3
338	высшей степени	1	3
339	на них	1	3
340	жизнь и	1	3
341	но при	1	3
342	только как	1	3
343	не с	1	3
344	конечно в	1	3
345	можно найти	1	3
346	они не	1	3
347	в высшей	1	3
348	в эти	2	3
349	это в	2	3
350	ни разу	1	3
351	в известной	1	3
352	вплоть до	1	3
353	нет необходимости	1	2
354	в душе	1	2
355	еще раз	1	2
356	не последнее	1	2
357	лет назад	1	2
358	более что	1	2
359	и был	1	2
360	говорит о	1	2
361	точно так	1	2
362	одному из	1	2
363	сходство между	1	2
364	ко всем	1	2
365	меня в	1	2
366	в речах	1	2
367	на первый	2	2
368	это опять	1	2
369	нам не	1	2
370	не могли	1	2
371	которой он	1	2
372	указания на	1	2
373	назад в	1	2
374	в этот	3	2
375	которых не	1	2
376	но они	1	2
377	я думаю	1	2
378	среди них	1	2
379	сюжетная ситуация	1	2
380	имя его	1	2
381	этот человек	2	2
382	такая же	1	2
383	под влиянием	1	2
384	каким был	1	2
385	ее своей	1	2
386	то в	1	2
387	хочет быть	1	2
388	знали что	1	2
389	бедного человека	1	2
390	с тех	1	2
391	г а	5	2
392	несколько минут	1	2
393	как по	1	2
394	и можно	1	2
395	сказал что	1	2
396	следует рассматривать	1	2
397	по объему	1	2
398	между прочим	1	2
399	рядом с	2	2
400	его жизни	1	2
401	служит для	1	2
402	к вопросу	1	2
403	времени а	1	2
404	эти слова	3	2
405	совсем не	1	2
406	содержались в	1	2
407	себе на	1	2
408	начинается с	1	2
409	себя на	1	2
410	у вас	1	2
411	но об	1	2
412	доходит до	1	2
413	своим собственным	1	2
414	вот в	1	2
415	годов в	1	2
416	с такими	1	2
417	под руку	1	2
418	бы его	1	2
419	что только	1	2
420	вскоре после	1	2
421	с ее	1	2
422	кто верит	1	2
423	доказывает что	1	2
424	не будет	1	2
425	в основном	1	2
426	которой не	1	2
427	живет в	1	2
428	в жизни	1	2
429	нашего времени	2	2
430	перед ними	1	2
431	не ясно	1	2
432	предполагать что	1	2
433	этом смысле	1	2
434	ли он	1	2
435	о котором	1	2
436	в известном	2	2
437	этому же	1	2
438	котором он	1	2
439	отношении к	1	2
440	в каком	1	2
441	еще один	1	2
442	не самым	1	2
443	ее не	1	2
444	ее участников	1	2
445	из первых	1	2
446	обычно не	1	2
447	в №	1	2
448	по всем	1	2
449	в рукописи	1	2
450	но это	2	2
451	в ту	1	2
452	тогда бы	1	2
453	поэтому он	1	2
454	об их	2	2
455	именно к	1	2
456	дает нам	1	2
457	в свое	1	2
458	имя которого	1	2
459	эти годы	2	2
460	от которого	1	2
461	для него	2	2
462	того что	1	2
463	в литературе	1	2
464	о нем	6	2
465	знаю что	1	2
466	последнее место	1	2
467	сходятся в	1	2
468	на пиру	1	2
469	надежды на	1	2
470	а о	1	2
471	этого не	1	2
472	за тем	1	2
473	а их	1	2
474	пока не	1	2
475	хуже чем	1	2
476	что тот	1	2
477	не все	1	2
478	в форме	1	2
479	ко мне	2	2
480	еще до	1	2
481	предположить что	1	2
482	первый план	1	2
483	как же	2	2
484	это как	1	2
485	не знаю	1	2
486	чтобы потом	1	2
487	на три	1	2
488	это была	1	2
489	встреча с	1	2
490	тем самым	1	2
491	ему было	1	2
492	человека с	2	2
493	человека и	1	2
494	самую суть	1	2
495	свою пользу	1	2
496	это дает	1	2
497	ты как	1	2
498	себе не	1	2
499	с братом	1	1
500	заметим что	1	1
501	в сентябре	1	1
502	можно говорить	1	1
503	неблаговидный поступок	1	1
504	в момент	2	1
505	сдержаться и	1	1
506	рассказ о	1	1
507	ясно почему	1	1
508	в печати	1	1
509	нем в	1	1
510	о возможном	1	1
511	вопросу о	1	1
512	воспоминания о	1	1
513	другие персонажи	1	1
514	по праву	1	1
515	восходящая к	1	1
516	тогда же	1	1
517	подавляющее большинство	1	1
518	ненависти и	1	1
519	его произведений	1	1
520	ее для	1	1
521	года в	7	1
522	уже на	1	1
523	в пору	1	1
524	в числе	1	1
525	мы получаем	1	1
526	по-прежнему высоко	1	1
527	в бою	1	1
528	смотреть в	1	1
529	о близости	1	1
530	но у	1	1
531	отличается от	1	1
532	для публики	1	1
533	из героев	1	1
534	но мы	1	1
535	и стал	2	1
536	в лицо	2	1
537	время с	1	1
538	первый взгляд	1	1
539	я вижу	1	1
540	и отчасти	1	1
541	что им	1	1
542	и ушел	1	1
543	она же	1	1
544	знаем о	1	1
545	просьбой о	1	1
546	не хуже	1	1
547	к типу	2	1
548	упоминание о	1	1
549	говорить не	1	1
550	героя нашего	1	1
551	героя в	1	1
552	из их	1	1
553	начал писать	1	1
554	на пять	1	1
555	забудем что	1	1
556	а между	1	1
557	несколько позже	1	1
558	без труда	1	1
559	не попал	1	1
560	некоторое время	1	1
561	и послал	1	1
562	связывает с	1	1
563	по которой	1	1
564	а вот	1	1
565	партия в	1	1
566	без ответа	1	1
567	на пороге	1	1
568	за него	1	1
569	есть по	1	1
570	этот момент	2	1
571	уже по	1	1
572	не просто	1	1
573	ли эта	1	1
574	которую молодой	1	1
575	для начала	1	1
576	проводить свою	1	1
577	которую они	1	1
578	только не	1	1
579	ее и	1	1
580	войне и	1	1
581	у целого	1	1
582	под своим	1	1
583	бедными и	1	1
584	на обед	1	1
585	с нею	2	1
586	и раньше	1	1
587	в названных	1	1
588	не сохранилось	1	1
589	вошел в	1	1
590	уже говорилось	1	1
591	отцов и	4	1
592	первая часть	1	1
593	во всей	1	1
594	возникшие между	1	1
595	злой воле	1	1
596	это сравнение	1	1
597	на характер	1	1
598	из героя	1	1
599	человек и	1	1
600	человек в	1	1
601	себя как	1	1
602	вошедшая в	1	1
603	следовательно и	1	1
604	людьми и	1	1
605	в сторону	1	1
606	которой упоминает	1	1
607	что как	1	1
608	и дал	1	1
609	он сам	2	1
610	не лучше	1	1
611	вины в	1	1
612	вошли в	1	1
613	в русской	3	1
614	только от	1	1
615	о себе	3	1
616	но как	2	1
617	начало в	1	1
618	права на	2	1
619	бы больше	1	1
620	свое место	1	1
621	любви она	1	1
622	действие в	1	1
623	своем праве	1	1
624	чтобы он	3	1
625	гораздо хуже	1	1
626	только об	1	1
627	постепенно в	1	1
628	вымышленное имя	1	1
629	он стал	1	1
630	он давно	1	1
631	с героями	1	1
632	одним словом	1	1
633	никого не	1	1
634	но зато	1	1
635	в разоблачении	1	1
636	человек который	1	1
637	а от	1	1
638	этот период	1	1
639	из ненависти	1	1
640	а тем	1	1
641	с типом	1	1
642	крайней мере	1	1
643	последнего в	1	1
644	и никогда	1	1
645	нападает на	1	1
646	оба они	1	1
647	он считал	4	1
648	всю жизнь	1	1
649	дворца в	1	1
650	делает все	1	1
651	время он	2	1
652	в окно	1	1
653	постановки вопроса	1	1
654	п в	2	1
655	в него	2	1
656	ни другой	1	1
657	одного и	1	1
658	и самый	1	1
659	нему с	1	1
660	в особенности	1	1
661	преступления и	1	1
662	различии общественных	1	1
663	романа с	1	1
664	он уже	1	1
665	и этот	1	1
666	в военной	1	1
667	и слегка	1	1
668	был очень	1	1
669	резкое недовольство	1	1
670	и далее	2	1
671	в комментариях	1	1
672	о творчестве	1	1
673	задолго до	1	1
674	разобраться в	1	1
675	за это	1	1
676	за что	1	1
677	самим собой	1	1
678	приведенного выше	1	1
679	о своей	1	1
680	но вот	1	1
681	человека как	1	1
682	героев и	1	1
683	эту гипотезу	1	1
684	меня я	1	1
685	город в	1	1
686	мести и	1	1
687	них он	1	1
688	правда не	1	1
689	он вспоминает	1	1
690	считал что	3	1
691	возникает вопрос	1	1
692	во сне	1	1
693	ничего общего	1	1
694	разумеется при	1	1
695	один пример	1	1
696	года и	1	1
697	по крайней	1	1
698	и отвергает	1	1
699	есть все	1	1
700	и довольно	1	1
701	то он	1	1
702	к источнику	1	1
703	внимание уже	1	1
704	этой традиции	1	1
705	чем говорилось	1	1
706	в е	1	1
707	совпадает с	1	1
708	не любил	1	1
709	десять лет	1	1
710	на основе	2	1
711	вышел из	1	1
712	и лишь	1	1
713	не могло	1	1
714	он хочет	1	1
715	бы назвали	1	1
716	о своем	1	1
717	мнение о	1	1
718	его поведении	1	1
719	человека к	1	1
720	при помощи	2	1
721	почти одновременно	1	1
722	выше и	1	1
723	это же	1	1
724	автора в	1	1
725	и а	2	1
726	не забудем	1	1
727	герою с	1	1
728	начиная с	2	1
729	от роду	1	1
730	поставил на	1	1
731	это мнение	1	1
732	из него	1	1
733	же он	1	1
734	пять или	1	1
735	реального прототипа	1	1
736	сочувствие к	1	1
737	которому в	1	1
738	близок к	1	1
739	следить за	1	1
740	принимая его	1	1
741	попадает в	1	1
742	короче говоря	1	1
743	со мной	1	1
744	о новом	1	1
745	о помощи	1	1
746	ему что	1	1
747	с юным	1	1
748	знать и	1	1
749	ни с	1	1
750	за которую	1	1
751	его были	1	1
752	выступают как	1	1
753	не будем	1	1
754	именем своего	1	1
755	и отличие	1	1
756	был в	1	1
757	нравственные муки	1	1
758	никуда не	1	1
759	разных лиц	1	1
760	как имя	1	1
761	это отношение	1	1
762	без внимания	1	1
763	все основания	1	1
764	в цитированных	1	1
765	не известного	1	1
766	что уже	1	1
767	этот рассказ	2	1
768	иными словами	1	1
769	свидетельствует что	1	1
770	в августе	1	1
771	внимание в	1	1
772	что этот	1	1
773	в уме	1	1
774	говорить об	1	1
775	происходит действие	1	1
776	имеется в	1	1
777	хорошо знает	1	1
778	третий раз	1	1
779	еще к	1	1
780	широкое распространение	1	1
781	не знали	1	1
782	в условиях	1	1
783	человеком и	1	1
784	через год	1	1
785	вели к	1	1
786	это конечно	1	1
787	этих строк	1	1
788	в полной	1	1
789	же с	1	1
790	по которому	1	1
791	о смерти	1	1
792	который был	3	1
793	в предисловии	1	1
794	полагали что	1	1
795	ii этот	2	1
796	он принимает	1	1
797	на первое	1	1
798	в третий	1	1
799	автору этих	1	1
800	также и	1	1
801	выяснилось что	1	1
802	вернулся в	2	1
803	быть и	1	1
804	и детей	4	1
805	и знаменитая	1	1
806	этот факт	1	1
807	в нашей	2	1
808	их художественных	1	1
809	его отношение	1	1
810	и явно	1	1
811	же на	1	1
812	вызвала его	1	1
813	с различными	1	1
814	получает прямое	1	1
815	во многом	4	1
816	в тридцать	1	1
817	руку и	1	1
818	говорилось выше	1	1
819	мы бы	1	1
820	этот персонаж	1	1
821	и кончая	1	1
822	как тот	1	1
823	это о	1	1
824	прямое выражение	1	1
825	месте которое	1	1
826	письмом в	1	1
827	а н	2	1
828	каком направлении	1	1
829	аристократической оппозиции	1	1
830	хотя он	1	1
831	же это	1	1
832	как ему	1	1
833	имя и	1	1
834	и наконец	1	1
835	момент его	1	1
