N	2gram	Vygotskiy_	formyVre
1271	как путем	2	1
1272	неразрывно связана	1	1
1273	нечто от	2	1
1274	речи о	4	1
1275	этих связей	1	1
1276	независимо от	1	1
1277	он произносит	1	1
1278	в глубину	1	1
1279	и безусловно	1	1
1280	из этой	1	1
1281	причем это	1	1
1282	понятия и	5	1
1283	я сам	1	1
1284	самое основное	1	1
1285	проявляются в	2	1
1286	в развитии	27	1
1287	и ту	1	1
1288	это внутреннее	2	1
1289	были бы	5	1
1290	возрасте в	1	1
1291	с полной	1	1
1292	в речи	6	1
1293	на деле	2	1
1294	его образе	1	1
1295	прямо и	4	1
1296	себя более	1	1
1297	этой линии	1	1
1298	само слово	1	1
1299	к другим	11	1
1300	самым существенным	1	1
1301	например что	1	1
1302	речи но	12	1
1303	и свою	1	1
1304	известно что	3	1
1305	я видел	2	1
