N	2gram	Tiupa_Hudo	slovoVRo
246	как его	3	5
247	или даже	2	5
248	на роман	1	5
249	в других	4	5
250	особенно в	3	5
251	в каждом	1	5
252	а как	2	5
253	дистанции между	1	5
254	не знает	2	5
255	не с	2	5
256	и сам	3	5
257	характерно что	4	5
258	и по	3	5
259	или напротив	2	5
260	до сих	3	4
261	по существу	1	4
262	оно и	1	4
263	оно было	2	4
264	в другой	2	4
265	его но	1	4
266	не столько	4	4
267	в виду	1	4
268	влияние на	2	4
269	для всех	1	4
270	среди других	3	4
271	если бы	7	4
272	отношения к	1	4
273	его на	1	4
274	что он	14	4
275	от его	1	4
276	ли он	1	4
277	так же	3	4
278	которая не	3	4
279	как только	3	4
280	на первый	1	4
281	к тому	11	4
282	зрения и	1	4
283	друг с	1	4
284	в речах	1	4
285	дело не	2	4
286	установкой на	3	4
287	и политической	1	4
288	того чтобы	6	4
289	в другом	3	4
290	как вещь	1	4
291	и уже	3	4
292	и слово	1	4
293	именно на	2	4
294	с этой	3	4
295	в различных	1	4
296	в чем	1	4
297	свою очередь	1	4
298	его же	2	4
299	из романа	1	4
300	однако в	4	4
301	к предмету	1	4
302	связано с	1	4
303	но это	2	4
304	в системе	2	4
305	голоса и	1	4
306	из них	5	4
307	того что	5	4
308	формы и	1	4
309	он должен	1	4
310	все его	3	4
311	что оно	1	4
312	одной из	5	4
313	том же	1	4
314	быть только	2	4
315	о себе	3	4
316	как раз	7	4
317	в литературе	3	4
318	что и	3	4
319	они в	2	4
320	в виде	2	4
321	в которой	2	4
322	в атмосфере	1	4
323	слова на	1	4
324	и как	1	4
325	же как	4	4
326	так в	2	4
327	в условиях	1	4
328	в себя	3	4
329	с другом	1	4
330	сих пор	3	4
331	но как	3	4
332	характер и	3	4
333	разрыв между	1	4
334	в бытовой	2	4
335	эти слова	3	4
336	в частности	10	4
337	или как	1	4
338	литературы и	1	4
339	на образ	1	4
340	и о	8	4
341	вообще не	1	4
342	в лучшем	1	4
343	образом в	1	4
344	не всегда	1	4
345	из этого	1	4
346	и ее	3	4
347	однако и	5	3
348	и другие	5	3
349	связи и	1	3
350	все что	4	3
351	еще раз	2	3
352	автором и	2	3
353	переходит в	1	3
354	его с	1	3
355	смысле слова	1	3
356	в разных	1	3
357	от нас	1	3
358	не требует	1	3
359	не исчерпывается	1	3
360	в форме	2	3
361	и то	2	3
362	интерес к	5	3
363	нас в	2	3
364	в связи	3	3
365	нами в	1	3
366	и они	1	3
367	автор и	2	3
368	этого процесса	1	3
369	в духе	6	3
370	стороне от	1	3
371	в первом	2	3
372	с таким	1	3
373	и событий	1	3
374	легко и	1	3
375	тем что	6	3
376	в корне	1	3
377	автора к	1	3
378	жизни в	12	3
379	человеке и	1	3
380	и внутренней	3	3
381	не его	1	3
382	от этого	2	3
383	автора но	1	3
384	отличается от	1	3
385	было бы	8	3
386	связана с	1	3
387	как это	8	3
388	не должно	2	3
389	которых мы	1	3
390	и второй	1	3
391	сознания в	2	3
392	из себя	1	3
393	не могло	2	3
394	в этой	11	3
395	людей и	1	3
396	за ней	2	3
397	и до	1	3
398	композиционная форма	1	3
399	а лишь	1	3
400	и остается	2	3
401	произведения и	2	3
402	романа как	1	3
403	такая же	2	3
404	на него	3	3
405	этих категорий	1	3
406	до известной	1	3
407	и две	1	3
408	они были	2	3
409	с каким	1	3
410	в чужой	3	3
411	именно к	1	3
412	в свое	1	3
413	за пределами	1	3
414	ни с	2	3
415	не исчерпывает	1	3
416	должно быть	2	3
417	на том	3	3
418	такого рода	4	3
419	не предполагает	1	3
420	п все	1	3
421	не знаем	2	3
422	них и	1	3
423	различия между	3	3
424	не была	3	3
425	чем в	1	3
426	в широком	1	3
427	его от	1	3
428	дело в	2	3
429	в тонах	1	3
430	тому что	8	3
431	в стороне	1	3
432	и без	1	3
433	данного произведения	1	3
434	и интерпретации	1	3
435	того и	1	3
436	между собой	1	3
437	нисколько не	1	3
438	это было	2	3
439	но уже	1	3
440	и это	7	3
441	не все	2	3
442	как слово	1	3
443	без другого	2	3
444	смысл и	1	3
445	не укладывается	1	3
446	xx века	1	3
447	к слову	1	3
448	личности и	3	3
449	на всех	1	3
450	может и	3	3
451	в такой	2	3
452	две реплики	1	3
453	потому что	7	3
454	и тем	2	3
455	во второй	7	3
456	из этих	3	3
457	но она	1	3
458	в нее	1	3
459	на всю	1	3
460	в иных	1	3
461	к этому	1	3
462	данном случае	3	3
463	такой же	3	3
464	относительно самостоятельных	1	3
465	нуждается в	2	3
466	этими двумя	1	3
467	рассказ в	1	3
468	или иного	4	3
469	ведь и	1	3
470	себе как	1	3
471	того или	4	3
472	становится в	1	3
473	себя то	1	3
474	как для	1	3
475	всего произведения	1	2
476	человеческой личности	1	2
477	к иной	1	2
478	оно все	1	2
479	можно говорить	1	2
480	та же	5	2
481	за ним	3	2
482	в последнем	1	2
483	слова никогда	1	2
484	уже говорили	1	2
485	и глубины	1	2
486	вместе со	2	2
487	уходит своими	1	2
488	они уже	1	2
489	тем как	2	2
490	это нужно	1	2
491	одному из	1	2
492	как он	4	2
493	для них	1	2
494	том и	1	2
495	в плоскости	1	2
496	между автором	2	2
497	этой точки	1	2
498	высказывания в	1	2
499	и одновременно	1	2
500	и чужой	1	2
501	и она	2	2
502	с такими	2	2
503	ни о	3	2
504	жизнь в	3	2
505	для осуществления	1	2
506	заключается в	1	2
507	например и	1	2
508	было очень	1	2
509	в жизни	9	2
510	как о	3	2
511	и внутренне	3	2
512	внешней и	1	2
513	а именно	1	2
514	романом и	1	2
515	героя на	2	2
516	значение приобретает	1	2
517	укладывается в	1	2
518	на себе	3	2
519	приводит к	5	2
520	и герой	2	2
521	есть на	1	2
522	да и	5	2
523	не нужно	3	2
524	очень велика	1	2
525	жанров и	1	2
526	в известном	1	2
527	различные формы	1	2
528	но мы	2	2
529	себя от	1	2
530	по своему	3	2
531	на материале	1	2
532	для друга	3	2
533	это и	2	2
534	ни к	2	2
535	для автора	1	2
536	всю его	1	2
537	то что	13	2
538	в котором	5	2
539	века в	2	2
540	совершенно новые	1	2
541	на языке	1	2
542	время это	1	2
543	в пределе	2	2
544	он был	1	2
545	нас и	1	2
546	во все	1	2
547	ибо в	2	2
548	то и	5	2
549	именно этим	2	2
550	в течение	1	2
551	о которых	2	2
552	только как	1	2
553	в двух	2	2
554	из его	1	2
555	к своей	1	2
556	время в	1	2
557	и т.п	2	2
558	в руках	1	2
559	но они	1	2
560	вступает в	2	2
561	на пути	1	2
562	а между	4	2
563	ее с	1	2
564	совершенно не	1	2
565	чем не	2	2
566	при анализе	1	2
567	самого начала	1	2
568	как например	2	2
569	несмотря на	7	2
570	и среди	1	2
571	которые являются	1	2
572	и воспитания	1	2
573	в прошлом	1	2
574	с авторской	1	2
575	и речевой	1	2
576	и быта	1	2
577	своими корнями	1	2
578	человеком и	1	2
579	нет и	2	2
580	нем не	1	2
581	во всякой	1	2
582	пародия на	4	2
583	в сфере	2	2
584	она может	2	2
585	друг для	3	2
586	нем он	1	2
587	и у	3	2
588	в образе	1	2
589	в нашем	2	2
590	корнями в	1	2
591	как от	2	2
592	судьбы и	1	2
593	для всего	3	2
594	что все	3	2
595	не умеет	3	2
596	есть только	1	2
597	речь о	1	2
598	его оно	1	2
599	в толпе	2	2
600	не из	1	2
601	же он	1	2
602	не просто	1	2
603	то или	1	2
604	контакта с	1	2
605	чем это	1	2
606	в ее	16	2
607	и становится	1	2
608	на них	2	2
609	рождается и	1	2
610	образе и	1	2
611	жизни но	1	2
612	известном смысле	1	2
613	ближе к	2	2
614	глядя на	3	2
615	одного из	1	2
616	только не	3	2
617	проникает в	1	2
618	речь в	2	2
619	себе самому	4	2
620	на язык	1	2
621	того как	1	2
622	к себе	8	2
623	что уже	1	2
624	таком же	1	2
625	тем не	7	2
626	как у	2	2
627	и за	1	2
628	есть в	1	2
629	его контексте	1	2
630	в герое	1	2
631	что для	1	2
632	на самом	2	2
633	х годов	1	2
634	системы и	1	2
635	с социальным	1	2
636	обособляется в	1	2
637	диалог в	1	2
638	не для	1	2
639	автора от	1	2
640	этого не	1	2
641	или иначе	3	2
642	наших дней	1	2
643	этим и	1	2
644	что она	10	2
645	и эта	3	2
646	что не	4	2
647	внешних и	1	2
648	контексте и	1	2
649	в равной	3	2
650	не остается	1	2
651	в какой	1	2
652	между ними	2	2
653	то в	6	2
654	лежит на	2	2
655	в области	1	2
656	этих жанров	1	2
657	соединяется с	1	2
658	при таком	1	2
659	а его	3	2
660	остановимся на	3	2
661	широты и	1	2
662	вокруг себя	1	2
663	себя до	1	2
664	в сторону	2	2
665	об этом	8	2
666	за его	1	2
667	что они	4	2
668	граничит с	1	2
669	это очень	1	2
670	ему не	3	2
671	однако не	1	2
672	к одному	1	2
673	выдержана в	1	2
674	поскольку она	1	2
675	а с	5	2
676	если оно	1	2
677	с самого	1	2
678	в своих	4	2
679	от характера	1	2
680	в самых	1	2
681	определенности и	1	2
682	как уже	3	2
683	не один	1	2
684	так что	3	2
685	роман но	1	2
686	это сознание	1	2
687	действующих лиц	3	2
688	слова но	1	2
689	своего времени	3	2
690	иного конкретного	1	2
691	и та	1	2
692	плана в	1	2
693	и что	3	2
694	не могла	4	2
695	можно было	6	2
696	среди которых	1	2
697	в начале	3	2
698	по своей	5	2
699	к которой	1	2
700	или иное	1	2
701	как известно	1	2
702	образ человека	1	2
703	могло быть	1	2
704	только о	2	2
705	в направлении	1	2
706	тот или	1	2
707	к ней	2	2
708	первом случае	2	2
709	главным образом	1	2
710	бы его	1	2
711	и глубокое	1	2
712	него то	1	2
713	друг другу	1	2
714	даже как	1	2
715	сказать в	1	2
716	произведения не	4	2
717	анализа и	1	2
718	место в	3	2
719	столь же	6	2
720	же в	3	2
721	бы быть	1	2
722	была поставлена	1	2
723	героя но	1	2
724	на то	4	2
725	время он	1	2
726	и только	2	2
727	независимо от	1	2
728	слова своего	1	2
729	в один	1	2
730	речь здесь	1	1
731	к сожалению	1	1
732	как два	2	1
733	не мешает	1	1
734	во втором	2	1
735	главным объектом	1	1
736	в душе	6	1
737	или и	1	1
738	всего в	1	1
739	тургенева в	1	1
740	само слово	1	1
741	поля зрения	1	1
742	в формировании	1	1
743	как таковой	1	1
744	на жизнь	1	1
745	жизни каждое	1	1
746	представить себе	1	1
747	в конце	5	1
748	с живым	1	1
749	существенному для	1	1
750	достоевского и	1	1
751	но часто	1	1
752	бы то	1	1
753	чужой мысли	1	1
754	предметы и	1	1
755	если в	4	1
756	или только	1	1
757	исходя из	1	1
758	творчества в	1	1
759	к этой	4	1
760	к художественному	2	1
761	в общий	1	1
762	важно для	1	1
763	и имеет	1	1
764	для себя	9	1
765	принадлежит именно	1	1
766	своих героев	2	1
767	но которые	1	1
768	которым она	1	1
769	жизни перед	1	1
770	освободиться от	1	1
771	он видит	1	1
772	о чем	9	1
773	никак не	3	1
774	мысли и	2	1
775	оглядки на	1	1
776	ирония в	2	1
777	но тем	2	1
778	переходящая в	1	1
779	говорит о	4	1
780	из которых	1	1
781	потому не	1	1
782	солидаризируясь с	1	1
783	но смысл	1	1
784	самом же	1	1
785	одно из	4	1
786	и об	3	1
787	персонажа и	1	1
788	себе во	1	1
789	то с	1	1
790	сводится к	7	1
791	человека если	1	1
792	непосредственное отношение	1	1
793	с собой	2	1
794	на смену	2	1
795	целого в	1	1
796	потребность в	2	1
797	в настоящем	2	1
798	и он	6	1
799	так или	3	1
800	а напротив	1	1
801	сами по	1	1
802	текста и	1	1
803	историческом так	1	1
804	них можно	1	1
805	себе то	1	1
806	и соответствующего	1	1
807	оказывается в	1	1
808	героя как	2	1
809	от своего	2	1
810	и этот	1	1
811	его собственная	1	1
812	все дело	1	1
813	не знающего	1	1
814	о самом	2	1
815	идет об	1	1
816	людей в	1	1
817	в мыслях	2	1
818	произведений искусства	1	1
819	и полное	1	1
820	как сказал	1	1
821	где в	2	1
822	обращается к	1	1
823	именно они	1	1
824	и рождается	1	1
825	зрения в	1	1
826	судить по	1	1
827	и своя	1	1
828	конечном счете	4	1
829	самому и	1	1
830	оно всегда	1	1
831	когда это	1	1
832	в в	1	1
833	слово выражение	1	1
834	слово но	1	1
835	выражения и	1	1
836	здесь именно	1	1
837	и просто	1	1
838	и так	3	1
839	где герой	1	1
840	в творческом	3	1
841	в которых	1	1
842	осознает себя	1	1
843	только для	4	1
844	души в	2	1
845	бы не	3	1
846	только себя	1	1
847	один ряд	1	1
848	героев в	3	1
849	было почти	1	1
850	но у	2	1
851	может дать	1	1
852	который не	1	1
853	о котором	2	1
854	от того	1	1
855	именно поэтому	1	1
856	не до	1	1
857	всего о	1	1
858	со стороны	6	1
859	к своим	2	1
860	в это	4	1
861	речь идет	3	1
862	говорить и	1	1
863	всей своей	2	1
864	установку на	1	1
865	глубину и	1	1
866	к другому	5	1
867	только теперь	1	1
868	обращение к	2	1
869	из области	1	1
870	на одном	2	1
871	к той	3	1
872	во-первых в	1	1
873	свое время	2	1
874	каждый из	1	1
875	только одно	1	1
876	чуждо и	1	1
877	нет ничего	4	1
878	ли они	1	1
879	проходит мимо	1	1
880	сказал в	1	1
881	сам он	3	1
882	с какой	3	1
883	то он	1	1
884	необходимым и	1	1
885	чем же	2	1
886	в прозе	1	1
887	на этой	1	1
888	не существует	1	1
889	не умел	1	1
890	и было	2	1
891	между внешней	2	1
892	в действительности	5	1
893	среди всех	1	1
894	интеллигенции х	1	1
895	что мы	1	1
896	его построения	1	1
897	и психологическом	1	1
898	жизни между	1	1
899	совершенно иной	2	1
900	не имеют	3	1
901	раз и	2	1
902	на чужое	1	1
903	как одно	1	1
904	создают вокруг	1	1
905	тотчас же	1	1
906	поэтому когда	1	1
907	бы вовсе	1	1
908	мы ничего	1	1
909	героя до	1	1
910	с произведениями	1	1
911	не находя	1	1
912	это его	1	1
913	этой работы	1	1
914	это только	1	1
915	он к	1	1
916	быть не	1	1
917	себя знать	1	1
918	с другим	2	1
919	которыми он	1	1
920	человека от	1	1
921	а через	1	1
922	в этот	1	1
923	он просто	1	1
924	в эстетической	2	1
925	характер в	2	1
926	исключает возможность	1	1
927	для нее	6	1
928	только один	1	1
929	то все	1	1
930	чего не	1	1
931	из своего	1	1
932	героя а	1	1
933	письма и	1	1
934	может служить	1	1
935	за собой	1	1
936	и ему	5	1
937	также в	2	1
938	оно себя	1	1
939	и вторая	1	1
940	шире его	1	1
941	в письмах	1	1
942	своего внутреннего	1	1
943	о своем	2	1
944	смысл в	1	1
945	с автором	1	1
946	определяется тем	1	1
947	этим не	1	1
948	числе и	1	1
949	превращается в	6	1
950	исторически конкретного	1	1
951	времени и	2	1
952	более и	1	1
953	для своей	1	1
954	о художественной	1	1
955	не ощущается	1	1
956	а только	4	1
957	друга и	1	1
958	здесь по	1	1
959	к людям	2	1
960	новых лиц	1	1
961	изнутри в	1	1
962	и определенности	1	1
963	в две	1	1
964	литературы в	1	1
965	а во	1	1
966	жизни на	4	1
967	характерной для	1	1
968	активную и	1	1
969	в чистом	1	1
970	всего что	1	1
971	этом новом	1	1
972	о способах	1	1
973	как на	2	1
974	между людьми	1	1
975	есть своя	1	1
976	в безличной	1	1
977	о жанровых	1	1
978	этот как	1	1
979	вернуться к	1	1
980	всей жизни	1	1
981	лишь дублирует	1	1
982	словами и	1	1
983	весь в	1	1
984	ее как	1	1
985	таких произведений	1	1
986	как правило	6	1
987	места для	1	1
988	самого героя	1	1
989	в споре	1	1
990	именно так	2	1
991	с нею	2	1
992	творчества а	1	1
993	находится в	1	1
994	все зависит	1	1
995	на улице	1	1
996	есть по	1	1
997	имеют не	1	1
998	для которого	1	1
999	как все	2	1
1000	глубины и	1	1
1001	исходит из	1	1
1002	характерное для	2	1
1003	как во	1	1
1004	который в	2	1
1005	оглядка на	1	1
1006	что говорит	2	1
1007	и внутренняя	1	1
1008	он сам	3	1
1009	из участников	1	1
1010	не получает	1	1
1011	не два	1	1
1012	опоры в	1	1
1013	он живет	1	1
1014	где бы	1	1
1015	человеку и	1	1
1016	что даже	2	1
1017	казаться что	1	1
1018	новеллы и	1	1
1019	возникает и	1	1
1020	внутреннего человека	1	1
1021	авторское сознание	1	1
1022	этими словами	2	1
1023	к ее	1	1
1024	где все	1	1
1025	мы еще	1	1
1026	в самой	2	1
1027	изложения и	1	1
1028	прибегает к	3	1
1029	подвергается в	1	1
1030	это точка	1	1
1031	характер ее	2	1
1032	и служит	1	1
1033	тот же	1	1
1034	мог бы	1	1
1035	отношения автора	1	1
1036	вне пределов	1	1
1037	человека но	1	1
1038	гораздо более	1	1
1039	смысле и	1	1
1040	восприятия образа	1	1
1041	внутренней жизни	6	1
1042	этих моментов	1	1
1043	в самую	1	1
1044	не зная	2	1
1045	но на	1	1
1046	далее к	1	1
1047	том чтобы	2	1
1048	том числе	1	1
1049	от влияния	1	1
1050	эта характеристика	1	1
1051	и столь	1	1
1052	нами не	1	1
1053	общий единый	1	1
1054	сосредоточенность на	1	1
1055	ничем не	3	1
1056	так можно	1	1
1057	так она	1	1
1058	несет на	2	1
1059	одновременно двум	1	1
1060	различие между	1	1
1061	особый кругозор	1	1
1062	здесь нет	1	1
1063	на тех	3	1
1064	эти внешние	1	1
1065	и всей	1	1
1066	жизни так	4	1
1067	о человеке	2	1
1068	делает их	1	1
1069	рассказа мы	2	1
1070	зрения к	1	1
1071	в последней	2	1
1072	в первый	2	1
1073	где именно	1	1
1074	своей основной	1	1
1075	и вот	1	1
1076	и существенное	1	1
1077	решающее значение	1	1
1078	бы друг	1	1
1079	она в	5	1
1080	иных случаях	1	1
1081	в состоянии	3	1
1082	концепции личности	7	1
1083	перерастает в	1	1
1084	мы читаем	2	1
1085	первый раз	2	1
1086	мы имеем	1	1
1087	идет о	3	1
1088	создает ощущение	1	1
1089	слушателя его	1	1
1090	в бесконечность	1	1
1091	мнения и	1	1
1092	улыбкой и	1	1
1093	ним в	1	1
1094	которых он	1	1
1095	признать что	2	1
1096	или с	2	1
1097	бы на	2	1
1098	в определенном	1	1
1099	он и	2	1
1100	единство этих	1	1
1101	что при	3	1
1102	рождается в	1	1
1103	не соответствует	1	1
1104	чем у	1	1
1105	способность к	2	1
1106	и через	1	1
1107	сознания это	1	1
1108	для своего	2	1
1109	эти две	1	1
1110	или иную	2	1
1111	к определенному	1	1
1112	в новелле	1	1
1113	же не	3	1
1114	это именно	1	1
1115	эти наблюдения	1	1
1116	участие в	3	1
1117	наше внимание	3	1
1118	находит свое	1	1
1119	для его	1	1
1120	все равно	2	1
1121	сказал бы	1	1
1122	не принимает	1	1
1123	в героя	2	1
1124	это внешнее	1	1
1125	непосредственно в	1	1
1126	этого сознания	1	1
1127	в конечном	5	1
1128	того в	1	1
1129	но с	3	1
1130	и притом	1	1
1131	нет это	1	1
1132	века и	1	1
1133	бы для	1	1
1134	героев как	2	1
1135	не о	3	1
1136	из форм	1	1
1137	тень и	1	1
1138	в свои	2	1
1139	все ее	1	1
1140	авторской и	1	1
1141	как по	2	1
1142	прежде чем	2	1
1143	этого произведения	2	1
1144	и говорит	2	1
1145	что его	1	1
1146	к миру	1	1
1147	еще далеко	1	1
1148	ему самому	1	1
1149	настоящем и	1	1
1150	всегда есть	1	1
1151	места в	1	1
1152	как впрочем	1	1
1153	этом что	1	1
1154	когда все	2	1
1155	становится художественно	1	1
1156	затем к	1	1
1157	на тему	1	1
1158	ссылка на	1	1
1159	в среде	1	1
1160	человека она	3	1
1161	не бывает	3	1
1162	с той	2	1
1163	в изображении	2	1
1164	долгое время	2	1
1165	подобно тому	4	1
1166	нас к	2	1
1167	лишь с	1	1
1168	нам в	1	1
1169	и того	1	1
1170	есть именно	1	1
1171	между прочим	1	1
1172	в мире	10	1
1173	одном из	1	1
1174	что неизбежно	1	1
1175	и характер	1	1
1176	другой наиболее	1	1
1177	к концу	2	1
1178	как ее	1	1
1179	в соединении	1	1
1180	в еще	1	1
1181	личности не	3	1
1182	что делать	1	1
1183	один и	2	1
1184	его жизни	6	1
1185	от личности	2	1
1186	этом как	1	1
1187	даже его	1	1
1188	одиночество в	1	1
1189	себе и	3	1
1190	был не	1	1
1191	знает ни	1	1
1192	находя в	1	1
1193	столкновение и	1	1
1194	раз в	5	1
1195	и таким	1	1
1196	этот смысл	2	1
1197	социальной конкретности	1	1
1198	на другом	1	1
1199	это так	3	1
1200	подлинной поэзии	1	1
1201	бы в	2	1
1202	приемов построения	1	1
1203	его внешним	1	1
1204	которой на	1	1
1205	с очень	1	1
1206	нее нет	1	1
1207	же деле	1	1
1208	точкой зрения	2	1
1209	они ближе	1	1
1210	том случае	2	1
1211	она или	1	1
1212	их не	1	1
1213	на всем	1	1
1214	по литературе	1	1
1215	и обсуждение	1	1
1216	лица и	1	1
1217	во внешнюю	1	1
1218	выйти за	1	1
1219	жизнь и	2	1
1220	тем более	1	1
1221	бы так	1	1
1222	к отдельным	1	1
1223	оно в	1	1
1224	установки на	2	1
1225	случае и	1	1
1226	и личность	3	1
1227	случае если	2	1
1228	эта роль	1	1
1229	текстов и	1	1
1230	в отдельных	1	1
1231	п нет	1	1
1232	как особая	1	1
1233	другом и	1	1
1234	именно потому	1	1
1235	не дает	1	1
1236	в художественную	1	1
1237	сам рассказчик	2	1
1238	совсем не	1	1
1239	тому как	4	1
1240	с легкостью	1	1
1241	всей первой	1	1
1242	его во	1	1
1243	его установкой	2	1
1244	п не	1	1
1245	в рассказе	23	1
1246	взглянуть на	1	1
1247	героя его	1	1
1248	его внутренней	1	1
1249	степени чем	1	1
1250	мы должны	1	1
1251	в искусстве	1	1
1252	на свой	3	1
1253	высказывания а	1	1
1254	когда он	2	1
1255	как объект	1	1
1256	но зато	1	1
1257	если же	1	1
1258	другим и	1	1
1259	свою жизнь	1	1
1260	единства в	1	1
1261	всего его	1	1
1262	есть и	3	1
1263	тех же	2	1
1264	церкви и	1	1
1265	в существенный	1	1
1266	и тот	2	1
1267	отношений между	1	1
1268	включенная в	1	1
1269	неотделим от	1	1
1270	данности и	2	1
1271	когда оно	1	1
1272	сознания есть	1	1
1273	еще в	4	1
1274	это то	1	1
1275	как автор	1	1
1276	она оказала	1	1
1277	даже не	1	1
1278	тем самым	2	1
1279	в xix	2	1
1280	проникнуть в	3	1
1281	именно благодаря	1	1
1282	конца подобно	1	1
1283	человека с	1	1
1284	своих персонажей	1	1
1285	говорили что	1	1
1286	у нее	10	1
1287	то ни	2	1
1288	равной степени	1	1
1289	произведение не	1	1
1290	лицо и	1	1
1291	идти не	1	1
1292	для собственного	1	1
1293	могла бы	2	1
1294	на это	2	1
1295	характер героя	2	1
1296	за нею	2	1
1297	но теперь	1	1
1298	в рамках	2	1
1299	ответы на	1	1
1300	иначе в	1	1
1301	не дано	1	1
1302	нельзя не	1	1
1303	него и	2	1
1304	формируется в	1	1
1305	облекается в	1	1
1306	и трагических	1	1
1307	на вопросы	1	1
1308	и своим	1	1
