N	2gram	Savitsky_E	KulturaY
256	же время	14	6
257	в отличие	1	6
258	соответствии с	1	6
259	в сфере	3	6
260	в свое	1	6
261	в себе	9	6
262	что оно	1	6
263	данном случае	2	6
264	мы не	4	6
265	что с	1	6
266	или в	2	6
267	то это	1	6
268	если и	1	6
269	как будто	2	6
270	что эти	2	6
271	отличие от	1	6
272	чтобы не	1	6
273	которые в	1	6
274	на себя	3	6
275	и к	3	5
276	еще более	2	5
277	в большей	1	5
278	не как	1	5
279	нас в	1	5
280	то не	2	5
281	и даже	6	5
282	более или	1	5
283	на которых	1	5
284	и того	2	5
285	доказать что	1	5
286	связь между	1	5
287	отметить что	3	5
288	и еще	2	5
289	кроме того	1	5
290	точка зрения	2	5
291	никогда не	3	5
292	время в	3	5
293	чем в	4	5
294	как же	2	5
295	живет и	1	5
296	в двух	1	5
297	же касается	1	5
298	но как	2	5
299	всего лишь	3	5
300	всех этих	1	5
301	одного и	1	5
302	также что	1	5
303	из того	2	5
304	в отношении	32	5
305	о котором	1	5
306	если можно	1	5
307	относится к	1	5
308	на примере	1	5
309	но если	5	5
310	которые можно	1	5
311	на вопрос	1	5
312	бы на	1	5
313	и от	3	5
314	мы находим	1	5
315	а на	1	5
316	но с	2	5
317	язык и	1	5
318	по своему	7	5
319	или менее	1	5
320	это так	3	5
321	и их	1	5
322	русской культуры	1	5
323	мы должны	2	5
324	как не	2	5
325	или иначе	1	5
326	в каких	1	5
327	и только	3	5
328	есть не	2	5
329	или иных	1	4
330	одно из	1	4
331	как они	1	4
332	при том	1	4
333	представление о	2	4
334	связано с	3	4
335	и где	1	4
336	ответить на	1	4
337	так называемых	1	4
338	к этой	1	4
339	мы увидим	1	4
340	увидим что	1	4
341	уже и	3	4
342	и далее	1	4
343	всего этого	1	4
344	быть в	1	4
345	к которому	1	4
346	что даже	1	4
347	из них	3	4
348	к нему	2	4
349	всего в	2	4
350	иначе говоря	2	4
351	но еще	2	4
352	аналогии с	1	4
353	то она	1	4
354	не о	1	4
355	что за	1	4
356	которое в	2	4
357	это есть	1	4
358	между ними	2	4
359	же как	5	4
360	о которых	1	4
361	и это	1	4
362	в смысле	9	4
363	мы можем	3	4
364	ли это	3	4
365	в лучшем	1	4
366	не дает	3	4
367	или же	1	4
368	в известных	2	4
369	как известно	1	4
370	что для	1	4
371	и все	2	4
372	и по	5	4
373	утверждать что	2	4
374	во втором	2	4
375	как таковой	1	4
376	мы приходим	1	4
377	то в	4	4
378	которых мы	1	4
379	на месте	2	4
380	который не	1	4
381	именно поэтому	1	4
382	в известном	3	4
383	ни на	3	4
384	по сравнению	2	4
385	в современном	1	4
386	в данной	3	4
387	мог бы	2	4
388	пришлось бы	1	4
389	но на	3	4
390	различие между	1	4
391	и было	1	4
392	в виде	5	4
393	понимать как	1	4
394	в стороне	3	4
395	последнее время	1	4
396	в такой	1	4
397	поскольку она	2	4
398	одного из	1	4
399	такой же	2	4
400	это в	1	4
401	не более	3	4
402	не к	2	4
403	и другие	1	3
404	все что	1	3
405	таковы например	1	3
406	тех кто	1	3
407	тем как	1	3
408	в некоторых	2	3
409	и рядом	2	3
410	чтобы в	1	3
411	в англии	1	3
412	помнить что	2	3
413	именно о	1	3
414	из всего	1	3
415	мы получаем	1	3
416	в последнем	1	3
417	большей или	1	3
418	по своим	3	3
419	можно считать	3	3
420	следовало бы	2	3
421	но даже	4	3
422	во многих	4	3
423	себе в	3	3
424	так то	1	3
425	к ним	3	3
426	наряду с	2	3
427	тех случаях	1	3
428	который в	1	3
429	от них	3	3
430	в противном	1	3
431	но так	1	3
432	на своем	3	3
433	случае когда	1	3
434	представить себе	1	3
435	бы то	4	3
436	понимать что	1	3
437	в большинстве	2	3
438	глаза на	1	3
439	к жизни	1	3
440	можно рассматривать	1	3
441	что его	1	3
442	также в	2	3
443	большинстве случаев	3	3
444	и следовательно	1	3
445	в сторону	2	3
446	не нужно	2	3
447	в других	2	3
448	от себя	1	3
449	на долю	3	3
450	политики в	1	3
451	даже не	1	3
452	то ни	4	3
453	именно потому	2	3
454	значение и	1	3
455	или меньшей	1	3
456	известном смысле	3	3
457	которое мы	1	3
458	мы будем	1	3
459	меньшей степени	2	3
460	говорили бы	1	3
461	и сами	1	3
462	сплошь и	2	3
463	та же	1	3
464	если в	2	3
465	и сейчас	2	3
466	на западе	1	3
467	одних и	1	3
468	потребность в	3	3
469	что нет	1	3
470	вместо того	1	3
471	и мы	3	3
472	в россии	5	3
473	то время	1	3
474	том смысле	1	3
475	поэзии и	1	3
476	свое значение	1	3
477	более чем	2	3
478	каждой из	1	3
479	с большой	2	3
480	значение для	1	3
481	тогда как	1	3
482	будет уже	1	3
483	тому чтобы	2	3
484	заметить что	2	3
485	он в	1	3
486	она может	1	3
487	можно конечно	1	3
488	том же	1	3
489	культурной жизни	4	3
490	именно к	2	3
491	в более	1	3
492	значение в	1	3
493	выходит за	1	3
494	смысле что	1	3
495	для него	1	3
496	с их	1	3
497	о характере	1	3
498	с той	1	3
499	е не	1	3
500	случаях когда	2	3
501	противном случае	1	3
502	и со	3	3
503	на минуту	1	3
504	только и	1	3
505	на его	1	3
506	на них	2	3
507	случае если	1	3
508	так называемой	1	3
509	лучшем случае	1	3
510	в начале	1	3
511	признать что	1	3
512	с таким	1	3
513	ряде случаев	1	3
514	тех или	1	3
515	на ту	1	3
516	более того	1	3
517	данной области	2	2
518	с которыми	1	2
519	во всем	1	2
520	они являются	1	2
521	тем меньше	2	2
522	которые не	1	2
523	которая в	1	2
524	в общий	1	2
525	тем для	1	2
526	дело с	1	2
527	в применении	3	2
528	рассматривать с	1	2
529	из всех	3	2
530	в разных	1	2
531	себе задачи	1	2
532	в принципе	1	2
533	это имело	1	2
534	далее в	1	2
535	есть наиболее	1	2
536	нами в	1	2
537	приходит к	1	2
538	истории культуры	1	2
539	время как	1	2
540	будет тем	1	2
541	рано или	2	2
542	в жизни	1	2
543	и творчества	2	2
544	правда в	1	2
545	имеет место	2	2
546	совершенно одинаково	1	2
547	почти все	1	2
548	поскольку он	2	2
549	культуры в	4	2
550	которое при	1	2
551	большей части	2	2
552	ними и	2	2
553	во все	3	2
554	пределах данной	1	2
555	применении к	3	2
556	имеет в	2	2
557	и иных	1	2
558	с такой	1	2
559	но они	1	2
560	на пути	1	2
561	и когда	1	2
562	о таких	1	2
563	и те	1	2
564	как оно	2	2
565	любви к	1	2
566	к числу	1	2
567	такая же	1	2
568	исходит из	1	2
569	одна из	1	2
570	революции и	1	2
571	что само	1	2
572	в европе	1	2
573	большей степени	1	2
574	чем это	1	2
575	раз на	1	2
576	слова т	1	2
577	же смысл	1	2
578	эта может	1	2
579	действительно ли	1	2
580	по природе	1	2
581	не выходит	1	2
582	отношении в	1	2
583	в состоянии	1	2
584	ни было	4	2
585	сказали бы	1	2
586	поскольку речь	2	2
587	с другими	2	2
588	в некоторой	1	2
589	наше внимание	2	2
590	что между	1	2
591	к настоящему	3	2
592	нужно иметь	2	2
593	борьбы с	1	2
594	ее от	2	2
595	который по	1	2
596	всякой иной	1	2
597	в деле	3	2
598	себе не	3	2
599	одном из	2	2
600	его жизни	1	2
601	того в	1	2
602	не означает	2	2
603	от элементов	1	2
604	с традициями	1	2
605	в случае	2	2
606	ни была	1	2
607	не будет	3	2
608	и существенно	2	2
609	к такой	2	2
610	что эта	1	2
611	и тот	1	2
612	где в	1	2
613	то нельзя	2	2
614	литературы и	1	2
615	а тем	2	2
616	вопрос в	1	2
617	это потому	1	2
618	к осознанию	1	2
619	но кроме	1	2
620	простор для	1	2
621	к сожалению	1	2
622	что прежде	1	2
623	как с	1	2
624	имело место	1	2
625	переходит в	1	2
626	большую роль	1	2
627	этой эпохи	1	2
628	поэтому в	1	2
629	для них	2	2
630	связывается с	1	2
631	но нужно	2	2
632	связанная с	1	2
633	творчества и	1	2
634	значение его	1	2
635	с некоторыми	1	2
636	всегда в	1	2
637	есть нечто	1	2
638	с такими	1	2
639	ныне в	2	2
640	сравнению с	2	2
641	этих случаях	1	2
642	этот процесс	2	2
643	думать что	8	2
644	не является	3	2
645	сказал бы	1	2
646	можно продолжить	1	2
647	лежат в	4	2
648	рассматривать как	1	2
649	с а	2	2
650	и теперь	2	2
651	для нее	1	2
652	отношении к	15	2
653	у других	1	2
654	вслед за	6	2
655	и до	1	2
656	друг от	2	2
657	в совершенно	1	2
658	потому и	1	2
659	на которые	1	2
660	протеста против	1	2
661	экономической жизни	4	2
662	не понимали	1	2
663	начиная с	2	2
664	одной из	5	2
665	каком смысле	1	2
666	самом процессе	1	2
667	или поздно	2	2
668	не из	3	2
669	исключительно в	2	2
670	друг другу	1	2
671	на тех	1	2
672	зависит от	1	2
673	том числе	1	2
674	для всего	1	2
675	он называет	1	2
676	ее в	3	2
677	политической и	1	2
678	по этому	1	2
679	добавить что	1	2
680	от друга	2	2
681	отказаться от	1	2
682	о возможности	1	2
683	дело в	3	2
684	на такие	1	2
685	вообще не	3	2
686	же будет	1	2
687	в ряде	1	2
688	нас к	2	2
689	с течением	2	2
690	имеется в	1	2
691	силу этого	1	2
692	один и	1	2
693	бы совершенно	2	2
694	со значением	1	2
695	в одной	1	2
696	и вообще	1	2
697	которая как	1	2
698	показать в	1	2
699	только к	2	2
700	такие же	1	2
701	же к	2	2
702	эти последние	2	2
703	по большей	1	2
704	в основных	1	2
705	поскольку они	2	2
706	с совершенно	1	2
707	не станем	1	2
708	быть и	1	2
709	к тем	1	2
710	реальное значение	1	2
711	отношений между	2	2
712	даже при	2	2
713	европе и	3	2
714	как то	1	2
715	и всякая	1	2
716	связана с	1	2
717	культуры но	2	2
718	во многом	2	2
719	это можно	1	2
720	жизни и	2	2
721	и прежде	3	2
722	в силах	1	2
723	все более	9	2
724	является ли	3	2
725	эти два	1	2
726	ведь и	2	2
727	мы сказали	1	2
728	не можем	2	2
729	в известной	3	2
730	течением времени	2	2
731	меньше чем	2	2
732	находим в	1	1
733	близкие к	1	1
734	видели в	1	1
735	или меньшем	1	1
736	к другу	1	1
737	прошлом и	1	1
738	какова должна	1	1
739	человеческой жизни	1	1
740	значение лишь	1	1
741	народа и	1	1
742	в каждую	1	1
743	место при	1	1
744	в последнее	1	1
745	может в	1	1
746	за исключением	1	1
747	новый не	1	1
748	сближении с	1	1
749	совершенно очевидно	2	1
750	часть его	1	1
751	культуры из	2	1
752	что люди	1	1
753	характер как	1	1
754	и культура	1	1
755	эта идея	1	1
756	а у	1	1
757	нет ли	1	1
758	очевидно также	1	1
759	это значит	2	1
760	которые лежат	1	1
761	является в	1	1
762	самой идее	1	1
763	бы неправильно	1	1
764	но тем	1	1
765	какой бы	2	1
766	говорит о	3	1
767	на другую	1	1
768	и лучше	1	1
769	в последние	6	1
770	дальше от	1	1
771	например с	2	1
772	и другими	1	1
773	ими на	1	1
774	требуют в	1	1
775	могут к	1	1
776	чтобы на	1	1
777	с собой	1	1
778	в глубь	1	1
779	юге в	1	1
780	в рамки	1	1
781	связь с	1	1
782	это должно	1	1
783	стороне от	1	1
784	и сам	1	1
785	должны будут	1	1
786	в некотором	4	1
787	ее элементов	1	1
788	значительной степени	1	1
789	китайцы в	1	1
790	стороны в	2	1
791	находит себе	1	1
792	или меньшее	1	1
793	более молодых	1	1
794	что по	1	1
795	только те	2	1
796	таковы главные	1	1
797	ли из	1	1
798	как более	1	1
799	теперь не	1	1
800	по признаку	3	1
801	может дать	1	1
802	прочим и	2	1
803	технических и	1	1
804	более как	1	1
805	культурной традиции	2	1
806	нам ясен	1	1
807	разнице в	1	1
808	относиться к	1	1
809	даже с	1	1
810	ставить вопрос	1	1
811	только между	1	1
812	культуры не	2	1
813	значение только	2	1
814	в силе	1	1
815	которые мы	1	1
816	же следует	1	1
817	нужно понимать	1	1
818	выше мы	1	1
819	есть собственно	1	1
820	известных условиях	1	1
821	этих более	1	1
822	и неизбежно	1	1
823	п с	1	1
824	переводе на	1	1
825	времени в	1	1
826	в этот	1	1
827	существенное значение	1	1
828	положений и	1	1
829	если так	1	1
830	мы все	1	1
831	если ему	1	1
832	русской действительности	1	1
833	также на	1	1
834	претендовать на	1	1
835	то как	1	1
836	от своей	1	1
837	целей и	1	1
838	то его	1	1
839	в странах	3	1
840	минуту забывать	1	1
841	но этот	1	1
842	смысл имеет	1	1
843	то чтобы	1	1
844	как некую	1	1
845	часть которых	1	1
846	него не	1	1
847	и притом	4	1
848	революции в	1	1
849	сдвиг в	1	1
850	поскольку дело	1	1
851	отношении с	1	1
852	во всей	2	1
853	это что	1	1
854	и науки	1	1
855	которыми мы	1	1
856	он сам	2	1
857	своим природным	1	1
858	эти не	1	1
859	идут в	1	1
860	они могут	1	1
861	затем в	1	1
862	и неизвестно	1	1
863	во внутреннюю	1	1
864	с разных	1	1
865	но было	2	1
866	приступить к	1	1
867	или какого-либо	1	1
868	и всецело	2	1
869	представим себе	1	1
870	во всех	6	1
871	влияние на	2	1
872	следует отметить	2	1
873	мы видим	2	1
874	является определяющим	1	1
875	народов не	2	1
876	перевести на	1	1
877	фактом что	1	1
878	и кровь	1	1
879	сейчас в	1	1
880	она и	1	1
881	времени можно	1	1
882	мы принуждены	1	1
883	и сибири	1	1
884	известных пределах	2	1
885	такие изменения	1	1
886	которые создали	1	1
887	она в	3	1
888	и процесс	1	1
889	что такими	1	1
890	получает в	1	1
891	являющегося в	1	1
892	здесь говорить	1	1
893	продолжает но	1	1
894	вопрос мы	1	1
895	ссылаться на	2	1
896	качества но	1	1
897	или иному	2	1
898	роль которая	1	1
899	уже отчасти	1	1
900	или иную	3	1
901	к определенному	1	1
902	слово на	1	1
903	являются в	1	1
904	подходит к	2	1
905	которое дает	1	1
906	же приблизительно	1	1
907	бы только	1	1
908	это один	1	1
909	это мы	1	1
910	крупное значение	1	1
911	свели к	1	1
912	от нее	1	1
913	как его	1	1
914	культур в	1	1
915	имеются в	1	1
916	бы сделать	1	1
917	или иная	1	1
918	этого можно	1	1
919	xx века	1	1
920	для всякого	1	1
921	лишь на	1	1
922	следует понимать	1	1
923	же при	1	1
924	два условия	1	1
925	для человеческого	1	1
926	из областей	1	1
927	в пределы	3	1
928	нас значение	1	1
929	между собой	2	1
930	в свой	1	1
931	iv в	1	1
932	границ между	1	1
933	достаточно чтобы	1	1
934	культурная традиция	2	1
935	в эту	2	1
936	совершенно прав	2	1
937	несомненным фактом	1	1
938	последнем случае	1	1
939	чем меньше	1	1
940	же все	1	1
941	только путем	1	1
942	отчасти уже	2	1
943	ведь в	1	1
944	индифферентизм к	1	1
945	мы говорили	1	1
946	как некая	1	1
947	бы она	1	1
948	многих случаях	1	1
949	как культура	2	1
950	кажется что	2	1
951	не заключает	1	1
952	от которых	1	1
953	в идеологическом	2	1
954	последние годы	3	1
955	и та	2	1
956	той области	1	1
957	значении но	1	1
958	к намеченной	1	1
959	пределах и	1	1
960	вспомним что	1	1
961	и другая	2	1
962	по своей	2	1
963	упомянутые выше	1	1
964	новое слово	3	1
965	и несколько	1	1
966	истории и	1	1
967	и позднее	1	1
968	и революции	2	1
969	и целые	1	1
970	культуры и	2	1
971	что во	1	1
972	своей особой	1	1
973	какой именно	1	1
974	качестве одного	1	1
975	не сразу	1	1
976	отрицательный ответ	1	1
977	значение как	1	1
978	бы ни	3	1
979	свое собственное	1	1
980	речи о	1	1
981	значения как	1	1
982	которого мы	2	1
983	и общим	1	1
984	есть ли	2	1
985	своего развития	1	1
986	означает что	1	1
987	и техническое	1	1
988	каждого из	1	1
989	не устраняет	2	1
990	лицо и	1	1
991	чем обычно	1	1
992	время совершенно	1	1
993	использования тех	1	1
994	в имя	1	1
995	поскольку не	1	1
996	с полной	1	1
997	полное свое	1	1
998	социальной средой	1	1
999	доступ в	1	1
1000	пределах которых	1	1
1001	культурном развитии	1	1
1002	зрения возможности	1	1
1003	однако с	1	1
1004	и этот	2	1
1005	россии не	2	1
1006	смотреть на	1	1
1007	населения и	2	1
1008	в вопросах	1	1
1009	этого периода	1	1
1010	указание что	1	1
1011	то есть	6	1
1012	но за	1	1
1013	и имеющих	1	1
1014	в случаях	1	1
1015	с и	10	1
1016	уже об	1	1
1017	с мировым	2	1
1018	для себя	1	1
1019	культуры его	1	1
1020	освободиться от	1	1
1021	установить что	1	1
1022	связанное с	1	1
1023	современной россии	1	1
1024	и посмотреть	1	1
1025	истории в	1	1
1026	мы ставим	2	1
1027	сотни и	1	1
1028	к выводу	1	1
1029	другую и	1	1
1030	этих отношений	1	1
1031	сырья которое	1	1
1032	если сопоставить	1	1
1033	наблюдений над	1	1
1034	имеет значение	1	1
1035	что некоторые	1	1
1036	так называемый	1	1
1037	одновременно с	1	1
1038	точнее и	1	1
1039	при прочих	1	1
1040	разных точек	1	1
1041	интересно сопоставление	1	1
1042	и культур	1	1
1043	или наоборот	1	1
1044	и будет	1	1
1045	можно еще	1	1
1046	относиться только	1	1
1047	к которым	5	1
1048	оно всегда	1	1
1049	и поскольку	1	1
1050	вышла из	1	1
1051	принимая во	1	1
1052	рода и	1	1
1053	это зависит	1	1
1054	жизни в	3	1
1055	дело идет	2	1
1056	продолжить и	1	1
1057	суждений о	1	1
1058	мысль которую	2	1
1059	он мог	1	1
1060	в любой	1	1
1061	к природе	2	1
1062	области внутренней	1	1
1063	бы нас	1	1
1064	как некий	1	1
1065	понимание что	1	1
1066	бы о	2	1
1067	нет ничего	1	1
1068	большем или	1	1
1069	становится ясным	1	1
1070	имеют в	1	1
1071	в основе	1	1
1072	гораздо большей	1	1
1073	на самих	1	1
1074	как одно	1	1
1075	роли и	1	1
1076	в значительной	2	1
1077	заключалась в	1	1
1078	бы по	1	1
1079	которое не	1	1
1080	мыслей о	1	1
1081	а через	1	1
1082	уверенным что	1	1
1083	мы хотели	1	1
1084	значением и	1	1
1085	прочих равных	1	1
1086	войной и	1	1
1087	всякого иного	1	1
1088	народов и	3	1
1089	находящихся в	1	1
1090	есть часть	1	1
1091	ни для	1	1
1092	в которую	1	1
1093	на осуществление	1	1
1094	англии в	1	1
1095	силы в	2	1
1096	весьма вероятно	4	1
1097	мы хотим	1	1
1098	тому или	2	1
1099	с более	3	1
1100	себе ничего	1	1
1101	находящиеся в	1	1
1102	создано и	1	1
1103	толковать как	1	1
1104	при помощи	2	1
1105	в форму	1	1
1106	это различие	1	1
1107	и наоборот	1	1
1108	входить в	1	1
1109	на и	2	1
1110	кажется с	1	1
1111	среды и	1	1
1112	к двум	1	1
1113	в построениях	1	1
1114	к созданию	1	1
1115	и во	2	1
1116	только одна	1	1
1117	значение имеет	1	1
1118	и принципах	1	1
1119	но именно	2	1
1120	указывать на	1	1
1121	в сознании	1	1
1122	значительно более	1	1
1123	ограничиться в	1	1
1124	будь то	1	1
1125	которые применяются	1	1
1126	для этих	2	1
1127	процесс перехода	1	1
1128	не вообще	1	1
1129	к той	2	1
1130	образования как	1	1
1131	еще в	1	1
1132	от основного	1	1
1133	состоит вовсе	1	1
1134	дело там	1	1
1135	обратиться к	1	1
1136	строя в	1	1
1137	в сочетании	1	1
1138	ли эти	1	1
1139	что автор	1	1
1140	отличным от	1	1
1141	находятся в	1	1
1142	сейчас и	1	1
1143	или к	1	1
1144	многих других	1	1
1145	любой из	1	1
1146	образом к	1	1
1147	может не	1	1
1148	все так	1	1
1149	лишь весьма	1	1
1150	при самом	1	1
1151	в предыдущем	4	1
1152	значение имеют	1	1
1153	других областей	1	1
1154	что принцип	1	1
1155	и новой	1	1
1156	каких бы	2	1
1157	сопоставить например	1	1
1158	которые никак	1	1
1159	выше не	1	1
1160	из числа	4	1
1161	и продолжает	1	1
1162	богатство и	1	1
1163	конкретных условий	1	1
1164	при некотором	1	1
1165	с которым	1	1
1166	на юге	1	1
1167	в свои	2	1
1168	что к	2	1
1169	все ее	1	1
1170	большее количество	1	1
1171	же по	1	1
1172	и эта	2	1
1173	с теми	1	1
1174	за тем	2	1
1175	следует прежде	1	1
1176	из общей	1	1
1177	из положения	1	1
1178	в остальном	3	1
1179	долгое время	2	1
1180	чтобы ответить	1	1
1181	от господствующей	1	1
1182	этот раз	1	1
1183	но по	2	1
1184	в переводе	1	1
1185	не дают	2	1
1186	есть только	1	1
1187	но нам	1	1
1188	рассказывает что	1	1
1189	своего существования	1	1
1190	перед собой	1	1
1191	и утверждается	1	1
1192	не относится	1	1
1193	в новом	1	1
1194	даже что	2	1
1195	занимающей нас	1	1
1196	характерным для	1	1
1197	в каждой	1	1
1198	всех стран	1	1
1199	говорит об	1	1
1200	что тот	1	1
1201	и таким	2	1
1202	культуры он	1	1
1203	к какой-либо	1	1
1204	войны и	2	1
1205	и других	2	1
1206	области и	1	1
1207	в полной	4	1
1208	значение так	1	1
1209	выше и	1	1
1210	быть может	1	1
1211	значит что	1	1
1212	которую мы	5	1
1213	ту или	3	1
1214	русских и	2	1
1215	сам в	1	1
1216	обстоит дело	3	1
1217	области собственно	1	1
1218	выше именно	1	1
1219	и революцией	1	1
1220	входит в	1	1
1221	во второй	3	1
1222	в китае	1	1
1223	и некоторые	3	1
1224	с ее	1	1
1225	не допускает	1	1
1226	этот факт	3	1
1227	признание что	1	1
1228	чтобы устранить	1	1
1229	в развитии	2	1
1230	к проблемам	1	1
1231	что из	1	1
1232	иной степени	1	1
1233	ли этот	1	1
1234	задаться вопросом	2	1
1235	то эту	1	1
1236	россии и	3	1
1237	нечто абсолютно	2	1
1238	поэтому если	1	1
1239	с так	1	1
1240	политические и	1	1
1241	нужно помнить	1	1
1242	из русской	1	1
1243	и каждая	2	1
1244	та или	1	1
1245	и ее	1	1
1246	позднее когда	1	1
1247	так но	1	1
1248	можно быть	1	1
1249	выход в	1	1
1250	рассмотрение вопроса	1	1
1251	настоящему моменту	3	1
1252	место в	3	1
1253	в чисто	1	1
1254	другой и	2	1
1255	общем с	1	1
1256	такой вопрос	1	1
1257	все еще	1	1
1258	можно утверждать	2	1
1259	же может	1	1
1260	все другие	2	1
1261	сущности к	1	1
1262	также о	1	1
1263	как россия	1	1
1264	свои особые	1	1
1265	интересно отметить	1	1
1266	фигурирует в	1	1
