N	2gram	Bakhtin_Pr	PoTuStor
335	тогда когда	2	1
336	сознание в	3	1
337	мы отвлечемся	1	1
338	в состоянии	1	1
339	быть сделан	1	1
340	идеологического творчества	2	1
341	их находит	1	1
342	оно само	1	1
343	личной жизни	2	1
344	мы имеем	2	1
345	еще более	1	1
346	в применении	1	1
347	любовь к	1	1
348	это и	10	1
349	несмотря на	7	1
350	но именно	5	1
351	этом неизбежно	1	1
352	что мир	1	1
353	его за	1	1
354	события его	1	1
355	истории его	1	1
356	нас здесь	1	1
357	герой нашего	1	1
358	и сознание	2	1
359	следует что	1	1
360	на своей	1	1
361	хотя и	1	1
362	смысл и	2	1
363	этом отношении	7	1
364	позволила бы	1	1
365	художественной формы	6	1
366	в сущности	11	1
367	он что	1	1
368	не должна	1	1
369	только не	1	1
370	как раз	9	1
371	переносит в	1	1
372	в некоторых	1	1
373	тон и	1	1
374	говорит о	1	1
375	о нем	16	1
376	как со	1	1
377	что только	1	1
378	которая позволила	1	1
379	в качестве	1	1
380	в году	1	1
381	и всегда	1	1
382	быть поняты	1	1
383	потому не	1	1
384	в полном	2	1
385	в человеке	15	1
386	не являются	1	1
387	у нас	2	1
388	здесь в	3	1
389	для них	3	1
390	и другими	6	1
391	и делает	1	1
392	в виду	2	1
393	я не	7	1
394	к физиологии	1	1
395	в движение	1	1
396	подобно тому	5	1
397	весь мир	1	1
398	можно было	5	1
399	содержания как	1	1
400	конкретное событие	1	1
401	свой метод	1	1
402	в самые	1	1
403	работы и	1	1
404	творчества и	2	1
405	ведь это	3	1
406	одну и	1	1
407	в своих	5	1
408	борьбу с	1	1
409	связи с	1	1
410	психологии и	1	1
411	он несколько	1	1
412	образа с	1	1
413	не их	1	1
414	этой точки	3	1
415	на этот	2	1
416	если бы	12	1
417	конечно и	5	1
418	иногда и	1	1
419	оказывается в	1	1
420	оно ни	2	1
421	их до	1	1
422	сознания на	1	1
423	именно и	2	1
424	пути и	1	1
425	в свои	2	1
426	именно оно	1	1
427	и сам	5	1
428	слов не	1	1
429	от своего	1	1
430	и единство	2	1
431	имеет значение	2	1
432	с ней	1	1
433	и можно	1	1
434	жизнь в	2	1
435	в сухом	1	1
436	на такой	1	1
437	в сознании	4	1
438	смерти это	2	1
439	одною из	1	1
440	но эта	4	1
441	теперь мы	1	1
442	дело в	1	1
443	оно есть	1	1
444	месте и	2	1
445	он может	4	1
446	пр как	1	1
447	есть та	1	1
448	но не	13	1
449	весь его	1	1
450	в ходу	1	1
451	эти две	1	1
452	все идеологическое	1	1
453	менее всего	4	1
454	и эта	3	1
455	форму и	2	1
456	быть только	3	1
457	динамика и	1	1
458	как его	2	1
459	его мысли	1	1
460	все события	1	1
461	развития в	1	1
462	ведь она	1	1
463	к современной	1	1
464	из того	1	1
465	тяга к	1	1
466	из всего	2	1
467	психики и	1	1
468	времени и	1	1
469	в конце	9	1
470	и форму	1	1
471	войдя в	2	1
472	и позиция	1	1
473	случае не	1	1
474	бы оно	1	1
475	пор еще	1	1
476	зависит от	1	1
477	находит себе	1	1
478	пределах своего	1	1
479	как момент	1	1
480	было до	1	1
481	может стать	1	1
482	что по	1	1
483	лежит на	1	1
484	жизни ни	1	1
485	в мире	10	1
486	все же	9	1
487	и старается	3	1
488	человека на	1	1
489	переносит центр	1	1
490	жизни в	3	1
491	почти во	1	1
492	том смысле	1	1
493	перейти к	1	1
494	как ее	2	1
495	от этого	2	1
496	мы только	1	1
497	приводит к	4	1
498	не имеет	2	1
499	и со	3	1
500	не умирают	1	1
501	и могут	2	1
502	смерть в	1	1
503	с любым	1	1
504	и жизнь	1	1
505	положениям в	1	1
506	его жизни	2	1
507	в свете	4	1
508	собою в	2	1
509	по самому	1	1
510	он является	1	1
511	зависимости от	5	1
512	в себя	3	1
513	это было	3	1
514	роль в	2	1
515	со стороны	6	1
516	идеи и	2	1
517	на его	7	1
518	человеческое сознание	1	1
519	мы считаем	1	1
520	с другом	4	1
521	в смысле	4	1
522	выводы в	1	1
523	на своем	2	1
524	но если	1	1
525	делает его	1	1
526	но особенно	1	1
527	говорит об	2	1
528	вовсе не	13	1
529	уже не	14	1
530	к тому	1	1
531	в философии	1	1
532	чем бы	1	1
533	не входит	3	1
534	жизни является	1	1
535	на одном	1	1
536	которые были	3	1
537	а для	1	1
538	доведены до	1	1
539	той или	3	1
540	он прежде	1	1
541	а вместе	1	1
542	однако не	2	1
543	первый взгляд	1	1
544	и были	1	1
545	как последняя	1	1
546	и мир	4	1
547	и отсюда	1	1
548	не давая	2	1
549	ко всему	1	1
550	абсолютного духа	1	1
551	отвлечемся от	1	1
552	его и	4	1
553	наконец и	1	1
554	зрения сознания	1	1
555	который необходим	1	1
556	искать в	2	1
557	нужно отметить	1	1
558	человека в	8	1
559	для его	4	1
560	а с	4	1
561	в данном	3	1
562	и быть	1	1
563	того в	1	1
564	первый план	1	1
565	быть объяснены	1	1
566	отличается от	3	1
567	не он	2	1
568	и социального	1	1
569	вопрос о	4	1
570	далее и	1	1
571	характер и	1	1
572	следа не	1	1
573	к предмету	1	1
574	ядро его	2	1
575	не сделал	1	1
576	себе все	2	1
577	не имеют	1	1
578	быть совершенно	1	1
579	они становятся	1	1
580	и т.д	2	1
581	со всех	2	1
582	мы говорили	1	1
583	мы увидим	1	1
584	отсюда и	2	1
585	даже и	2	1
586	то и	2	1
587	т.п и	1	1
588	она не	9	1
589	и оценок	1	1
590	образ не	1	1
591	разобранный нами	1	1
592	в свою	1	1
593	входит в	11	1
594	органическое единство	2	1
595	его не	2	1
596	наконец в	2	1
597	но даже	1	1
598	того чтобы	5	1
599	себе но	2	1
600	и ни	1	1
601	не дает	4	1
602	ничто не	1	1
603	бы из	1	1
604	здесь только	1	1
605	в другом	1	1
606	то ни	3	1
607	уже у	1	1
608	для того	3	1
609	всем этим	2	1
610	тому как	5	1
611	в каких	1	1
612	это только	1	1
613	быть не	1	1
614	вся жизнь	1	1
615	в ней	8	1
616	у самого	3	1
617	у меня	4	1
618	человека как	1	1
619	тяжести в	1	1
620	довести до	1	1
621	здесь она	1	1
622	является его	1	1
623	должны перейти	1	1
624	значение и	1	1
625	как совокупность	1	1
626	позволяет нам	1	1
627	в руках	1	1
628	от всех	1	1
629	что если	4	1
630	всего на	1	1
631	и входит	2	1
632	самостоятельными и	1	1
633	а не	30	1
634	есть то	4	1
635	ни один	5	1
636	значение для	2	1
637	должны быть	1	1
638	имеем в	2	1
639	в человеческом	1	1
640	всего как	1	1
641	не преодолевается	1	1
642	да в	1	1
643	и та	1	1
644	плана в	2	1
645	хотя в	1	1
646	и что	2	1
647	как он	5	1
648	только такое	1	1
649	же что	5	1
650	отказ от	1	1
651	совершенно так	2	1
652	других людей	1	1
653	так чтобы	3	1
654	центр тяжести	1	1
655	iii но	1	1
656	где же	1	1
657	конечно в	2	1
658	и другом	2	1
659	борьба с	2	1
660	ни одно	1	1
661	еще в	1	1
662	в особом	3	1
663	не следует	1	1
664	привела к	1	1
665	уже и	2	1
666	можно ли	1	1
667	объяснены и	1	1
668	от того	4	1
669	биологическая и	1	1
670	из одного	4	1
671	человека и	2	1
672	каждый акт	1	1
673	отметить что	2	1
674	на всю	1	1
675	и превратить	1	1
676	как один	1	1
677	всей его	2	1
678	или наконец	4	1
679	бы по	1	1
680	являются только	1	1
681	на это	2	1
682	с другой	3	1
683	всех трех	1	1
684	последнее слово	10	1
685	лишь в	4	1
686	в рамках	2	1
687	и три	1	1
688	известной степени	1	1
689	нем и	2	1
690	черты своего	1	1
691	слов о	2	1
692	свое отношение	1	1
693	ничего общего	1	1
694	я в	1	1
695	истории и	1	1
696	что же	5	1
697	как на	4	1
698	так называемого	1	1
699	его интересует	1	1
700	и еще	2	1
701	же самое	1	1
702	знает все	2	1
703	вступают в	3	1
704	которые сделали	1	1
705	среди них	3	1
706	в эту	1	1
707	без всякого	1	1
708	заметить что	2	1
709	единство с	1	1
710	эту концепцию	1	1
711	не совсем	2	1
712	которой можно	2	1
713	жизнь как	1	1
714	по месту	1	1
715	однако в	2	1
716	общего с	1	1
717	она может	1	1
718	что для	4	1
719	в уже	1	1
720	и самого	4	1
721	для всей	1	1
722	и благодаря	2	1
723	друг другу	3	1
724	их а	1	1
725	той же	7	1
726	он определяет	1	1
727	откуда у	1	1
728	которые в	2	1
729	в самую	2	1
730	него все	1	1
731	но несмотря	1	1
732	бы он	3	1
733	изображает для	1	1
734	характерен для	1	1
735	что я	2	1
736	что может	2	1
737	нам важен	1	1
738	другими моментами	1	1
739	в высшей	2	1
740	здесь их	1	1
741	в нашем	3	1
742	с этими	1	1
743	под названием	1	1
744	но сознание	1	1
745	только при	3	1
746	абстрактный момент	1	1
747	действительно не	1	1
748	лучше всего	1	1
749	мы сейчас	1	1
750	лишь абстрактный	1	1
751	предположение о	1	1
752	все остальное	2	1
753	с которым	1	1
754	все время	4	1
755	в духе	3	1
756	материал в	1	1
757	или иной	3	1
758	пути своего	1	1
759	же в	3	1
760	необходим для	1	1
761	что она	6	1
762	одного плана	1	1
763	и прежде	2	1
764	говорить об	2	1
765	одна из	4	1
766	иной раз	1	1
767	же мы	2	1
768	деле в	1	1
769	формы и	1	1
770	я лишь	1	1
771	самые основы	2	1
772	бы ни	1	1
773	по поводу	2	1
774	его к	4	1
775	их на	1	1
776	чтобы войти	1	1
777	сказать о	1	1
778	и внешней	1	1
779	это просто	1	1
780	словесное выражение	1	1
781	друг с	4	1
782	человек не	1	1
783	это в	3	1
784	это уже	1	1
785	именно этот	2	1
786	в объективном	2	1
787	к этим	2	1
788	не хозяин	1	1
789	он действительно	1	1
790	нею и	1	1
791	мы должны	6	1
792	его смерти	1	1
793	настоящая работа	1	1
794	из него	1	1
795	собрать в	1	1
796	дело обстоит	1	1
797	чем это	1	1
798	мы сказали	2	1
799	построения все	2	1
800	мир но	1	1
801	себя в	5	1
802	и особенно	2	1
803	точку зрения	9	1
804	одного и	2	1
805	тот же	4	1
806	вообще нет	1	1
807	ничего не	8	1
808	его новой	1	1
809	и самый	1	1
810	формы так	1	1
811	смерти как	1	1
812	человека но	2	1
813	единство в	1	1
814	к нему	13	1
815	видим и	1	1
816	рождается и	1	1
817	высшей степени	2	1
